CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,4,296,54,326,51,0,20,706,28,112,5,,,,,1598,1,45,1644,2778
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,4,278,68,362,50,0,17,546,14,54,5,,,,,1394,1,59,1454,2848
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,3,191,38,164,30,0,5,321,11,37,2,,,,,799,0,35,834,1821
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,1,32,7,38,8,0,4,68,2,6,4,,,,,169,0,3,172,344
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,365,2,110,16,124,30,0,6,222,11,17,0,,,,,536,0,28,564,1207
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,366,2,110,32,151,28,0,7,215,8,31,2,,,,,584,0,30,614,1275
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,367,2,94,21,117,18,0,3,176,11,25,1,,,,,466,0,21,487,985
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,368,2,63,18,111,12,0,2,132,5,18,1,,,,,362,0,17,379,769
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,369,2,79,23,133,18,0,5,146,5,17,0,,,,,426,0,40,466,1081
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,370,2,86,6,108,16,0,6,212,11,17,0,,,,,462,1,18,481,1003
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,371,1,54,16,98,14,0,3,122,7,20,0,,,,,334,0,0,334,726
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,372,2,110,13,182,26,0,5,263,7,26,3,,,,,635,0,35,670,1329
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,373,2,106,21,171,25,0,5,267,18,27,2,,,,,642,0,31,673,1405
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,374,3,112,12,177,37,0,11,219,4,23,8,,,,,603,0,27,630,1395
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,375,4,244,26,286,49,0,9,358,19,32,0,,,,,1023,0,79,1102,2658
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,376,2,82,8,91,8,0,2,192,6,13,0,,,,,402,0,32,434,997
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,377,3,122,21,246,49,0,14,305,10,48,2,,,,,817,2,42,861,1864
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,378,2,74,21,90,22,0,9,180,9,26,0,,,,,431,0,27,458,938
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,379,1,51,6,37,5,0,2,67,5,11,0,,,,,184,0,14,198,435
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,380,4,179,54,236,76,0,16,446,17,72,4,,,,,1100,0,39,1139,2504
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,381,2,100,16,116,21,0,2,175,3,15,0,,,,,448,0,25,473,874
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,382,2,127,9,117,27,0,8,216,4,23,2,,,,,533,0,20,553,1106
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,383,2,127,31,149,30,0,10,236,7,36,1,,,,,627,2,29,658,1341
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,384,2,89,14,142,19,0,8,216,6,25,0,,,,,519,0,22,541,1069
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,385,1,41,7,75,16,0,3,107,4,16,1,,,,,270,0,16,286,592
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,386,2,93,9,110,23,0,10,117,4,14,1,,,,,381,0,21,402,903
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,387,2,91,20,108,20,0,4,169,5,17,2,,,,,436,0,24,460,998
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,388,2,64,19,97,13,0,3,147,2,13,2,,,,,360,0,26,386,805
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,389,2,58,18,108,28,0,8,168,6,24,6,,,,,424,1,37,462,911
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,390,2,104,16,84,26,0,6,195,3,29,1,,,,,464,0,22,486,1008
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,391,1,65,10,33,14,0,8,94,7,18,0,,,,,249,0,12,261,524
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,392,1,53,8,58,11,0,4,102,3,15,0,,,,,254,0,15,269,498
,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,393,1,47,12,71,15,0,4,101,2,13,3,,,,,268,0,30,298,699
,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,394,2,105,34,70,24,0,4,158,3,30,2,,7,,,437,0,29,466,977
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,395,2,172,39,142,27,0,22,282,17,103,1,,,,43,848,0,16,864,1457
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,396,2,156,32,103,18,0,14,218,9,50,5,,,,46,651,1,19,671,1229
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,397,4,270,39,176,60,0,14,531,17,77,2,,,,49,1235,0,31,1266,2487
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,398,3,153,28,119,26,0,3,323,6,63,3,,,,42,766,2,20,788,1612
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,399,2,105,25,88,23,0,6,186,5,47,1,,,,46,532,0,11,543,978
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,400,3,84,17,75,17,0,12,148,5,32,0,,,,11,401,0,14,415,792
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,401,1,52,12,56,11,0,8,109,3,25,1,,,,18,295,0,7,302,512
,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,402,3,229,37,143,39,0,23,285,14,62,2,,,,60,894,1,24,919,1526
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,403,1,83,10,81,12,0,7,121,2,32,0,,,,,348,2,8,358,639
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,404,2,114,20,124,25,0,10,229,6,36,2,,,,,566,1,29,596,1242
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,405,3,157,31,181,24,0,10,298,13,52,2,,,,,768,8,19,795,1669
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,406,2,87,24,151,13,0,3,218,5,41,3,,,,,545,0,30,575,1141
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,407,2,132,24,179,27,0,4,278,5,24,3,,,,,676,1,32,709,1441
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,408,2,73,8,99,14,0,12,148,6,25,1,,,,,386,0,22,408,844
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,409,1,71,19,76,6,0,1,152,5,27,0,,,,,357,1,14,372,738
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,410,2,95,13,108,16,0,6,186,5,27,1,,,,,457,1,11,469,1113
,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,411,4,354,58,251,57,0,19,397,29,124,2,,,,,1291,1,29,1321,2064
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,6,286,187,210,102,0,30,650,14,34,9,,,,,1522,1,55,1578,3965
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,2,63,39,60,18,0,10,204,3,15,4,,,,,416,0,24,440,988
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,2,70,57,85,19,0,6,222,8,43,5,,,,,515,0,22,537,1191
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,2,87,35,49,20,0,2,150,6,13,1,,,,,363,0,16,379,836
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,2,89,29,81,33,0,9,187,6,4,3,,,,,441,0,31,472,974
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,2,76,45,71,35,0,7,162,5,11,1,,,,,413,0,14,427,916
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,2,81,34,93,22,0,7,162,5,16,0,,,,,420,0,16,436,821
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,2,93,44,63,38,0,10,188,13,9,0,,,,,458,0,9,467,905
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,2,82,33,67,39,0,2,185,6,14,0,,,,,428,0,20,448,961
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,1,45,48,50,21,0,6,155,9,14,3,,,,,351,1,14,366,731
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,2,51,35,57,27,0,17,187,4,17,1,,,,,396,1,28,425,933
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,2,62,39,60,27,0,14,175,5,6,0,,,,,388,1,26,415,1004
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,2,51,41,53,22,0,5,154,7,7,2,,,,,342,0,21,363,781
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,2,63,47,66,23,0,16,158,4,10,3,,,,,390,0,27,417,870
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,1,85,39,53,16,0,9,174,5,8,0,,,,,389,0,12,401,718
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,2,92,33,70,17,0,7,184,5,6,2,,,,,416,0,9,425,798
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,2,63,35,67,34,0,4,135,1,10,1,,,,,350,1,17,368,811
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,2,104,35,72,46,0,9,179,8,11,1,,,,,465,0,15,480,964
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,2,85,41,123,38,0,9,157,10,13,0,,,,,476,0,17,493,854
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,2,99,49,102,23,0,13,211,5,13,6,,,,,521,0,18,539,953
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,2,133,34,75,31,0,6,227,3,7,1,,,,,517,0,25,542,1107
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,2,56,31,52,20,0,5,176,9,7,0,,,,,356,0,8,364,844
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,2,91,45,63,38,0,5,166,6,17,2,,,,,433,1,20,454,946
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,2,93,36,54,31,0,10,162,3,7,0,,,,,396,2,14,412,868
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,1,72,54,51,22,0,15,176,6,20,0,,,,,416,0,15,431,730
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,1,43,24,42,18,0,11,112,4,10,1,,,,,265,0,13,278,567
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,438,1,54,45,48,17,0,12,127,8,7,1,,,,,319,1,11,331,610
,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,439,1,35,25,37,8,0,3,94,2,9,1,,,,,214,0,14,228,510
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,440,2,203,61,16,29,16,11,297,30,51,8,,,,,722,2,16,740,1049
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,441,1,71,21,9,14,6,10,181,7,23,3,,,,,345,0,9,354,526
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,442,2,142,60,9,27,11,12,212,21,44,3,,,,,541,1,34,576,897
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,443,2,150,26,15,22,16,17,231,13,27,5,,,,,522,1,30,553,880
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,444,1,68,19,11,12,8,9,137,16,18,7,,,,,305,0,4,309,548
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,445,1,100,37,4,22,18,15,194,21,17,3,,,,,431,0,21,452,681
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,446,3,216,63,19,47,19,30,510,42,50,11,,,,,1007,0,33,1040,1688
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,447,1,93,15,11,1,3,1,103,7,5,6,,,,,245,0,21,266,558
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,448,1,88,11,6,8,1,3,79,1,9,0,,,,,206,0,9,215,448
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,449,1,88,16,5,10,2,12,162,9,11,4,,,,,319,1,12,332,608
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,450,1,79,18,12,16,8,11,169,6,12,2,,,,,333,1,10,344,630
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,451,2,90,19,7,16,4,5,238,11,25,4,,,,,419,1,17,437,835
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,452,2,110,26,5,30,11,16,234,19,33,6,,,,,490,0,18,508,877
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,453,1,63,20,6,15,8,12,135,7,6,6,,,,,278,0,22,300,646
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,454,1,88,19,15,14,3,9,158,7,17,5,,,,,335,0,14,349,588
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,455,1,84,26,13,18,10,4,163,4,19,6,,,,,347,1,22,370,648
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,456,1,24,5,5,5,5,16,75,3,12,7,,,,,157,0,9,166,330
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,457,1,64,21,9,20,4,4,121,8,18,3,,,,,272,0,6,278,520
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,458,2,118,39,11,18,10,8,214,15,24,12,,,,,469,2,21,492,879
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,459,2,77,30,6,15,6,11,174,16,23,7,,,,,365,0,13,378,779
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,460,1,87,30,14,14,12,16,217,17,28,5,,,,,440,1,13,454,701
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,461,1,120,33,5,9,14,14,205,18,21,10,,,,,449,0,6,455,691
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,462,1,96,18,9,15,9,12,201,13,26,9,,,,,408,0,13,421,674
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,463,1,113,25,3,11,14,10,167,19,18,0,,,,,380,1,10,391,641
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,464,2,114,21,16,16,10,6,203,10,16,5,,,,,417,0,17,434,794
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,465,2,137,43,14,16,10,23,352,29,38,15,,,,,677,0,28,705,1157
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,466,2,111,15,10,19,9,12,214,16,21,4,,,,,431,0,20,451,809
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,467,2,98,16,20,18,13,17,204,17,37,7,,,,,447,0,23,470,871
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,468,2,118,19,4,15,6,13,193,8,15,4,,,,,395,0,25,420,818
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,469,2,73,34,9,23,5,15,186,12,22,4,,,,,383,3,13,399,799
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,3,194,50,21,16,11,10,316,15,39,7,,,,,679,0,12,691,1680
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,1,70,20,9,13,3,9,165,9,18,2,,,,,318,1,13,332,719
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,2,159,25,16,17,13,19,341,19,24,4,,,,,637,0,37,674,1281
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,1,63,18,5,22,7,5,132,11,3,1,,,,,267,0,17,284,550
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,1,67,15,3,18,7,5,125,7,13,4,,,,,264,1,15,280,605
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,3,231,88,25,36,18,20,398,25,35,11,,,,,887,1,36,924,2110
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,1,73,25,14,9,11,5,139,12,12,1,,,,,301,0,12,313,640
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,1,63,15,11,8,12,1,179,12,20,1,,,,,322,0,29,351,733
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,478,2,118,38,15,14,12,12,244,29,32,5,,,,,519,1,22,542,937
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,4,306,65,24,49,41,25,529,50,62,10,,,,,1161,1,30,1192,2252
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,2,107,35,13,24,11,11,226,16,16,6,,,,,465,2,17,484,915
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,2,102,47,23,27,14,8,245,22,24,7,,,,,519,0,18,537,959
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,2,190,55,8,25,24,18,418,15,42,6,,,,,801,1,28,830,1425
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,2,118,25,12,11,4,11,223,9,11,5,,,,,429,0,19,448,802
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,3,179,46,11,46,20,19,400,25,28,10,,,,,784,1,24,809,1620
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,2,155,39,16,19,10,30,294,17,30,9,,,,,619,0,17,636,1158
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,2,134,27,10,19,9,15,266,15,31,6,,,,,532,0,24,556,901
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,3,213,51,22,25,27,20,442,30,53,9,,,,,892,2,31,925,1578
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,3,238,40,15,28,21,34,522,19,44,6,,,,,967,0,31,998,1606
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,2,191,40,8,17,24,49,342,12,32,6,,,,,721,0,22,743,1123
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,2,165,18,8,20,15,15,290,21,26,4,,,,,582,0,23,605,1011
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,2,190,35,7,16,19,22,374,14,46,7,,,,,730,3,25,758,1153
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,3,186,51,21,28,20,16,446,27,35,9,,,,,839,0,17,856,1530
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,2,139,34,11,28,7,22,312,11,26,2,,,,,592,0,16,608,1123
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,2,181,42,21,23,16,24,319,14,30,14,,,,,684,0,23,707,1464
,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,3,195,32,13,18,15,33,370,20,29,5,,,,,730,3,24,757,1554
