SECCION,CASILLA,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fpm,psd,humanista,na,es,mas,podemos,mp,bc,futuro,fm,pas,rpm,apm,coal_prd_pri,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
439,B1,38,16,16,14,7,15,105,7,31,7,0,6,3,2,0,2,2,0,2,10,0,3,6,3,1,16,312,668
439,C1,41,24,10,5,9,18,115,7,25,17,4,2,6,3,3,2,2,1,2,13,0,2,0,4,0,9,324,668
439,C2,27,22,20,10,6,10,100,6,23,18,2,8,6,3,3,2,3,0,0,9,0,0,3,4,0,18,303,667
440,B1,28,15,13,8,4,18,99,6,21,9,0,3,3,2,3,0,4,2,0,2,5,4,12,3,0,11,275,489
440,C1,42,20,15,7,2,21,84,9,20,7,4,2,4,1,5,5,3,1,0,1,4,2,16,3,0,9,287,488
441,B1,73,22,17,11,5,20,114,4,22,15,1,5,2,1,6,3,2,0,0,3,0,2,5,1,0,3,337,574
441,C1,58,18,12,8,7,16,133,5,38,6,1,2,7,2,1,0,1,0,0,7,1,4,5,3,0,7,342,573
442,B1,67,24,22,12,5,26,153,3,32,16,3,17,5,6,3,1,5,4,0,0,0,3,2,0,1,16,426,745
443,B1,60,10,13,8,2,18,96,9,20,5,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,13,264,450
443,C1,40,24,10,3,4,9,101,2,14,6,2,2,2,0,3,0,5,0,1,2,1,4,2,5,0,6,248,450
444,B1,45,32,23,5,7,52,158,6,36,10,0,3,1,2,1,2,0,1,0,4,0,4,3,0,0,7,402,744
444,C1,52,22,18,6,8,52,140,4,24,11,0,5,2,3,3,2,4,2,0,1,2,3,3,0,0,19,386,743
445,B1,29,17,24,5,6,12,105,4,11,7,1,3,9,4,0,2,1,0,0,1,0,5,0,0,0,14,260,629
445,C1,43,19,24,4,3,8,93,8,20,12,0,1,10,2,1,2,2,0,0,0,2,2,0,3,0,3,262,629
445,C2,36,12,24,5,5,12,88,4,8,10,1,6,13,0,1,0,1,0,1,2,4,0,0,3,1,8,245,629
445,C3,34,18,28,6,5,13,102,4,19,7,1,5,6,1,0,0,4,0,0,4,0,5,2,1,0,10,275,628
446,B1,20,7,10,8,3,16,79,6,19,8,2,12,3,0,8,0,5,0,0,1,2,4,0,0,0,12,225,391
446,C1,22,6,5,5,4,16,72,3,22,7,2,14,7,1,9,0,4,0,0,2,0,3,1,0,0,6,211,390
447,B1,69,13,14,19,7,17,171,6,30,13,2,7,7,2,2,2,2,2,3,3,0,5,3,0,0,10,409,737
448,B1,22,20,15,13,4,15,115,7,12,10,0,2,2,1,6,2,6,2,0,4,0,10,0,1,0,15,284,703
448,C1,22,28,20,10,2,15,137,4,2,6,0,6,4,0,5,1,2,1,1,2,0,6,0,1,0,8,283,703
448,C2,22,20,20,13,11,12,149,4,13,10,3,4,3,3,3,0,5,0,0,2,2,9,1,5,0,9,323,703
448,C3,38,27,21,14,11,14,136,4,7,12,0,9,5,0,2,0,0,1,0,1,0,4,0,1,0,11,318,703
449,B1,38,27,23,3,8,24,97,4,14,11,5,1,2,3,4,2,4,1,0,1,0,5,1,2,0,11,291,682
449,C1,27,20,26,5,7,11,94,4,16,14,1,2,3,1,1,7,2,1,0,2,3,7,0,1,0,11,266,682
449,C2,23,12,13,8,5,14,112,2,23,7,23,2,2,2,1,3,2,1,0,1,1,7,1,0,0,11,276,682
449,C3,27,20,23,8,5,11,97,3,25,13,1,6,6,2,4,1,4,0,1,2,1,6,2,5,0,8,281,682
449,C4,26,20,32,5,5,14,107,2,22,15,2,1,5,3,1,2,1,0,0,3,0,9,0,5,0,14,294,682
449,C5,26,18,11,8,5,17,123,4,22,20,2,3,4,2,3,2,7,1,1,5,1,1,0,1,0,13,300,682
449,C6,23,14,22,8,7,21,112,7,26,7,0,2,3,0,4,4,4,0,0,2,1,2,1,5,0,7,282,682
450,B1,31,18,14,5,9,28,128,10,33,18,4,0,2,0,0,3,5,0,1,2,0,3,0,5,1,7,327,661
450,C1,22,14,24,8,5,27,119,10,34,13,1,2,6,0,5,0,5,0,0,2,1,2,0,3,0,13,316,661
450,C2,40,26,25,2,4,44,117,3,33,22,2,3,8,0,3,5,1,0,7,2,0,0,0,2,1,9,359,660
450,C3,39,18,24,5,6,22,106,8,32,22,0,4,3,0,2,2,1,1,0,3,0,2,0,2,0,12,314,660
451,B1,35,11,21,14,3,47,116,4,26,13,2,4,1,0,2,4,4,1,0,0,1,3,1,0,0,8,321,532
451,C1,22,20,24,6,9,31,102,5,29,9,3,7,2,0,1,0,3,0,0,3,0,1,2,0,0,11,290,531
452,B1,70,26,25,8,3,12,89,7,16,15,1,6,8,1,2,1,4,1,1,1,1,1,1,2,0,13,315,511
452,C1,59,27,19,4,11,16,89,0,22,10,3,5,3,2,1,3,6,1,1,3,0,6,1,2,0,11,305,511
453,B1,24,11,26,2,8,17,115,7,32,20,0,3,1,2,2,3,1,0,1,2,1,0,0,1,0,14,293,687
453,C1,24,18,25,4,5,17,116,3,34,12,1,0,6,4,0,2,5,1,0,3,0,3,0,1,0,3,287,686
453,C2,23,19,20,6,8,18,112,5,23,13,3,2,7,1,3,3,2,2,0,3,0,0,0,4,0,10,287,686
453,C3,23,21,19,7,6,16,113,9,27,13,1,3,3,1,2,5,6,1,0,2,0,0,0,2,0,14,294,686
453,C4,23,14,24,6,5,11,103,4,36,16,0,2,1,2,1,2,4,1,1,2,1,2,0,3,0,9,273,686
453,C5,25,16,21,8,8,15,108,4,34,11,1,3,4,0,0,0,2,0,0,0,0,4,0,2,0,15,281,686
454,B1,21,17,26,2,8,12,83,4,40,15,3,4,5,1,3,1,1,0,0,2,0,2,1,2,0,11,264,643
454,C1,22,16,22,4,7,18,85,6,44,17,1,2,2,3,0,0,0,1,0,0,0,3,0,6,0,9,268,643
454,C2,9,15,19,2,8,14,73,6,38,20,0,5,3,0,2,1,2,1,1,3,0,5,1,2,0,4,234,643
454,C3,18,14,20,5,8,6,85,9,48,12,2,3,4,0,1,0,1,0,0,0,0,0,1,4,0,9,250,642
454,C4,23,17,34,5,6,18,66,8,38,25,1,4,2,0,2,1,1,0,0,2,0,0,0,1,0,6,260,642
455,B1,22,22,19,4,32,10,90,8,29,8,0,3,8,2,2,0,0,1,0,2,2,3,0,3,0,5,275,724
455,C1,18,12,24,8,35,11,93,4,26,9,2,0,1,0,0,1,4,0,1,1,0,3,0,6,0,10,269,723
455,C2,12,21,28,2,16,13,105,7,28,5,2,3,3,2,2,5,0,1,0,2,0,1,0,4,0,10,272,723
455,C3,25,19,31,3,12,17,123,10,25,10,1,3,4,2,3,5,2,0,0,1,1,0,0,4,1,7,309,723
455,C4,19,24,29,2,12,25,106,10,23,16,1,0,4,2,2,3,3,0,1,1,0,0,0,2,0,9,294,723
455,E1,16,12,15,5,7,13,83,7,37,7,1,1,9,3,0,3,1,0,0,3,0,1,0,5,0,8,237,643
455,E1 C1,16,10,26,5,7,19,56,6,38,11,1,3,8,1,2,4,1,0,0,1,2,0,0,4,0,14,235,642
455,E1 C2,12,16,28,3,7,13,64,12,41,15,0,4,3,3,1,2,1,1,1,1,1,1,1,4,0,16,251,642
456,B1,11,18,28,4,10,26,88,15,28,20,1,3,4,1,1,3,6,1,1,3,1,1,0,2,0,12,288,669
456,C1,4,8,21,6,4,19,87,22,34,17,0,5,7,9,2,2,0,0,0,0,0,0,0,0,0,10,257,669
456,C2,18,14,21,2,6,18,71,21,19,12,0,1,5,4,2,7,2,0,2,0,0,0,2,5,0,7,239,669
456,C3,12,10,8,3,5,22,100,16,23,31,2,1,4,5,2,6,1,0,0,3,0,0,0,1,0,10,265,669
456,C4,12,9,18,4,5,15,75,21,42,23,0,3,1,9,1,4,0,0,0,3,0,1,0,0,0,10,256,669
457,B1,6,15,29,3,6,24,91,12,52,32,1,0,3,4,1,8,0,0,0,1,0,1,0,4,0,7,300,642
457,C1,16,25,27,3,6,19,84,6,34,26,0,0,2,2,1,6,2,0,0,2,1,3,0,7,0,10,282,642
457,C2,22,18,19,4,5,24,84,17,36,25,0,1,3,3,2,5,0,0,0,1,0,2,0,1,0,5,277,641
457,C3,16,12,32,4,3,22,92,17,53,31,1,1,1,1,2,4,0,0,0,2,2,0,0,2,0,8,306,641
458,B1,6,29,31,2,9,15,71,17,25,13,1,4,1,1,3,1,2,0,1,1,0,0,1,0,0,0,234,518
458,C1,8,22,24,5,2,27,58,18,29,9,0,1,6,1,0,1,1,0,0,3,1,0,0,2,0,10,228,518
458,C2,13,18,15,3,3,11,76,12,31,17,1,0,6,0,1,0,0,2,1,2,0,0,0,6,0,9,227,517
459,B1,12,23,23,2,6,20,58,13,35,18,0,0,4,1,0,2,1,0,1,0,0,1,0,3,0,6,229,514
459,C1,10,32,23,4,1,19,73,12,27,11,0,3,1,1,1,1,2,0,0,0,0,0,0,2,0,3,226,513
459,C2,13,28,30,7,4,19,64,11,33,12,0,1,3,3,2,2,3,0,0,2,0,0,0,5,0,9,251,513
460,B1,8,23,22,3,4,10,54,5,26,20,2,0,1,1,3,1,2,0,0,7,0,3,0,0,1,6,202,403
460,C1,14,19,19,5,9,17,51,2,25,9,3,2,2,0,3,0,0,0,0,1,1,1,0,3,0,7,193,403
461,B1,24,27,14,5,5,21,45,5,43,14,8,2,4,1,2,3,1,2,0,2,0,2,1,4,0,5,240,485
461,C1,26,11,20,7,0,24,64,9,22,9,3,2,8,3,2,1,1,0,0,0,1,0,0,2,1,9,225,485
462,B1,39,16,12,5,5,17,86,10,24,11,1,0,3,3,2,1,2,2,0,0,1,1,0,0,0,17,258,476
462,C1,27,7,13,5,2,14,82,10,13,13,2,0,5,1,1,3,0,1,0,0,2,5,2,0,0,4,212,475
463,B1,18,40,24,6,4,22,86,11,60,15,0,2,10,0,1,3,3,0,0,2,0,4,0,5,0,15,331,704
463,C1,12,36,16,6,5,5,99,9,57,13,0,2,3,1,3,1,3,0,0,6,0,5,4,2,0,17,305,703
464,B1,16,26,51,5,4,17,95,5,43,12,0,5,3,1,1,11,4,0,0,6,0,2,0,4,0,22,333,731
464,C1,36,43,28,1,7,3,107,15,34,5,1,3,7,2,4,16,3,0,0,3,0,5,2,5,0,14,344,731
464,C2,30,25,41,4,4,21,119,11,40,6,0,4,6,5,2,25,0,1,0,5,0,1,0,9,0,12,371,730
464,C3,31,30,41,2,1,20,102,14,48,16,3,1,4,2,0,15,4,1,0,5,0,2,0,5,0,12,359,730
466,B1,55,20,11,9,4,16,69,2,18,7,0,1,5,0,1,0,5,0,0,1,1,7,1,0,0,10,243,439
466,C1,56,22,15,3,8,14,84,2,23,15,3,2,6,1,1,0,2,0,0,5,1,3,1,3,1,9,280,438
467,B1,3,20,26,1,7,31,110,9,46,8,2,3,9,0,5,0,0,0,0,5,1,5,0,5,0,6,302,618
467,C1,39,20,21,4,8,33,119,2,38,11,4,4,4,2,2,0,1,0,1,3,1,3,0,2,0,9,331,617
468,B1,42,22,28,7,2,20,89,6,28,32,1,1,4,2,2,2,6,0,0,2,0,5,1,3,0,16,321,640
468,C1,49,33,16,4,5,28,79,7,29,28,0,2,1,3,1,2,2,0,1,4,0,1,1,1,0,9,306,640
468,C2,51,30,18,5,6,37,99,4,21,30,1,4,3,5,0,1,3,0,0,1,0,5,1,0,1,7,333,640
468,C3,44,28,20,5,2,26,76,7,28,29,0,0,1,4,0,2,5,0,0,0,1,2,0,1,0,8,289,640
468,C4,41,25,20,4,8,25,102,4,26,24,0,2,2,0,0,3,4,0,1,1,0,3,0,4,0,7,306,639
468,C5,39,22,19,3,1,26,83,6,29,43,3,6,5,3,1,2,2,0,0,2,0,3,1,1,0,10,310,639
469,B1,22,8,12,9,2,10,139,5,30,4,0,6,12,1,0,3,2,0,1,3,0,13,2,0,0,0,284,667
469,C1,14,15,23,9,2,15,100,5,30,11,1,8,1,3,1,0,3,1,1,2,0,5,0,6,1,12,269,666
469,C2,15,28,26,9,4,22,126,3,47,14,0,1,1,0,2,0,0,1,0,1,0,5,1,7,1,10,324,666
470,B1,13,14,26,9,2,26,151,13,39,9,0,4,7,1,6,1,1,0,2,4,1,1,0,0,0,13,343,670
470,C1,20,15,19,8,8,28,134,7,27,7,0,2,1,1,3,3,2,1,0,4,2,3,0,4,0,16,315,670
470,C2,14,16,25,7,11,37,117,13,36,7,2,4,6,1,5,6,1,0,0,3,0,3,0,3,0,18,335,669
471,B1,24,15,19,7,6,5,118,6,17,2,2,2,3,1,13,1,3,0,1,7,1,1,2,0,0,5,261,735
471,C1,18,22,14,9,3,8,107,7,15,2,2,7,6,2,8,1,1,2,1,8,1,4,0,3,1,11,263,734
471,C2,30,23,31,10,7,7,134,4,9,2,4,15,3,1,14,2,1,0,0,6,0,3,0,0,0,7,313,734
472,B1,25,20,38,12,4,8,97,6,16,7,1,2,6,0,9,1,0,0,1,5,0,10,0,1,0,6,275,679
472,C1,19,19,26,7,2,7,88,7,26,9,2,4,3,2,17,0,2,2,0,5,0,2,0,1,0,10,260,679
472,C2,19,17,26,5,4,14,102,4,26,2,2,3,4,1,11,1,1,1,0,5,0,2,0,4,0,9,263,679
472,C3,18,11,30,12,4,6,103,6,32,4,2,0,4,1,9,1,2,1,1,5,0,5,0,5,0,18,280,679
472,C4,13,19,25,12,5,11,106,6,29,5,0,3,3,0,14,0,2,0,1,6,0,5,1,8,0,2,276,678
473,B1,131,66,23,6,6,10,53,2,35,4,1,0,2,0,0,1,1,0,0,0,1,3,0,1,0,5,351,627
473,C1,133,58,21,10,2,19,63,1,35,3,1,2,0,1,2,4,1,0,1,3,2,1,0,2,0,7,372,626
473,C2,111,53,22,7,3,17,68,3,35,6,1,3,2,2,2,0,4,0,0,1,0,7,0,4,0,6,357,626
474,B1,24,17,18,14,4,21,170,16,41,13,2,3,6,2,5,1,0,0,0,2,0,6,0,4,0,5,374,655
474,C1,23,26,17,10,7,18,139,23,45,18,0,1,7,0,4,0,3,2,0,5,0,0,2,2,0,11,363,655
475,B1,12,7,16,17,1,13,62,2,43,2,0,2,6,5,1,2,1,1,2,1,1,1,1,5,0,7,211,475
475,C1,17,18,18,22,0,16,68,3,34,6,0,2,1,2,1,2,0,0,0,1,1,0,2,2,0,7,223,474
476,B1,59,35,23,6,4,34,65,9,49,3,1,6,4,0,0,1,3,0,1,7,0,2,1,3,1,9,326,661
476,C1,53,30,24,6,8,30,80,6,35,12,1,0,4,0,1,0,7,3,0,1,0,1,0,5,0,8,315,661
476,C2,65,24,19,2,6,37,74,3,42,4,0,2,5,1,4,4,4,0,0,6,0,2,0,4,0,12,320,660
477,B1,47,31,28,9,8,29,95,15,39,7,1,1,2,1,3,2,4,0,0,13,0,4,0,1,0,9,349,736
477,C1,39,23,28,9,3,32,93,8,44,10,0,7,6,1,2,4,5,0,1,4,5,1,0,3,0,9,337,736
477,C2,25,33,30,7,5,44,79,18,42,14,1,1,5,2,2,0,2,1,0,5,1,5,0,4,1,8,335,736
477,C3,47,21,35,9,3,39,118,9,37,16,1,1,7,0,2,3,3,0,0,11,0,2,0,7,0,13,384,735
477,C4,33,28,28,4,7,32,121,15,33,3,0,2,4,1,3,3,4,0,0,6,0,1,0,3,1,10,342,735
477,C5,38,31,21,7,3,44,119,15,27,11,3,1,4,1,1,6,6,1,1,9,1,4,0,4,0,9,367,735
477,C6,31,35,19,9,4,34,123,20,25,10,2,6,6,1,1,0,1,0,0,9,1,3,2,4,0,16,362,735
477,C7,41,26,24,5,3,33,91,24,39,14,1,4,5,4,3,0,5,1,0,11,0,1,0,4,0,8,347,735
478,B1,17,18,26,9,1,18,63,4,39,13,2,10,5,0,5,0,1,0,0,5,0,0,0,6,1,16,259,502
478,C1,8,17,24,10,1,22,72,5,39,8,1,5,2,2,5,1,2,0,0,1,0,3,0,5,0,14,247,502
479,B1,18,12,22,13,12,23,117,13,24,2,3,6,4,6,4,0,1,1,0,1,0,2,1,3,0,11,299,613
479,C1,29,10,23,11,2,23,95,8,19,4,1,7,4,2,5,1,0,0,0,0,0,2,1,5,0,12,264,612
480,B1,25,20,13,6,3,8,45,3,19,8,4,7,2,3,5,1,1,0,1,4,0,3,0,1,0,4,186,429
480,C1,17,6,20,4,7,19,62,2,22,3,2,1,0,3,3,1,2,0,0,1,0,2,0,3,0,3,183,429
481,B1,55,35,23,3,2,11,85,6,48,14,3,2,6,3,1,0,0,0,0,4,0,0,2,7,0,10,320,737
481,C1,47,28,30,9,13,17,104,3,37,6,2,1,2,0,0,0,4,0,0,13,2,3,3,3,0,8,335,736
481,C2,65,31,28,5,5,31,84,1,58,9,4,2,3,0,2,2,0,1,1,6,0,3,0,4,0,9,354,736
481,C3,48,30,32,7,2,22,82,4,55,2,4,6,1,1,2,0,1,0,0,2,0,2,4,9,0,11,327,736
481,C4,53,25,31,10,4,15,88,6,53,10,3,3,3,1,2,3,2,0,0,14,1,3,2,3,1,10,346,736
481,C5,52,27,30,4,1,21,96,8,34,6,3,0,6,0,4,1,3,0,2,4,0,1,1,3,0,8,315,736
482,B1,58,25,32,7,3,35,98,6,57,8,1,1,3,0,4,3,1,2,0,19,0,7,0,7,0,6,383,675
482,C1,56,45,32,2,3,18,98,7,54,8,4,3,6,1,0,0,0,0,0,8,0,6,0,7,1,15,374,675
482,C2,39,34,31,10,6,48,117,4,74,9,2,5,1,4,4,1,0,1,0,6,2,4,1,3,0,14,420,675
483,B1,83,52,39,10,6,30,103,3,84,10,4,0,1,1,0,6,1,0,0,11,0,4,0,2,0,12,462,711
483,C1,90,40,29,9,2,21,104,2,74,4,2,1,2,1,2,2,4,2,1,8,1,2,1,5,0,9,418,711
483,C2,75,50,32,6,2,26,101,6,75,15,0,0,5,2,1,2,1,0,0,13,0,2,0,9,0,13,436,711
483,C3,81,42,46,4,4,26,115,2,59,7,3,1,3,1,1,0,3,1,0,13,12,2,3,9,0,11,449,711
484,B1,26,18,24,8,3,12,96,6,80,4,0,1,3,1,1,0,0,1,1,14,0,3,0,14,0,10,326,657
484,C1,20,21,37,4,6,20,127,4,65,9,1,1,6,0,1,2,1,0,0,3,0,2,0,6,1,12,349,657
484,C2,23,17,24,5,2,20,103,4,0,7,2,2,1,91,1,0,2,0,0,8,0,2,1,3,0,11,329,657
484,C3,29,17,21,3,8,20,110,4,86,8,0,2,2,1,1,1,2,0,1,4,0,1,1,6,0,8,336,657
484,C4,27,30,42,4,2,11,83,1,81,7,2,2,2,0,1,1,2,0,0,12,0,7,0,8,1,9,335,657
484,S1,6,3,0,1,3,2,16,0,4,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2,44,0
485,B1,15,34,53,13,5,15,88,5,52,7,4,5,1,1,0,3,0,1,0,11,0,1,0,0,0,13,327,728
485,C1,8,41,53,6,6,22,81,6,61,6,2,3,3,0,0,4,1,1,0,5,1,2,0,11,0,12,335,728
485,C2,28,28,39,11,3,16,114,5,50,8,3,2,0,1,3,6,0,0,0,4,1,5,1,12,0,16,356,728
485,C3,22,49,49,3,5,14,111,2,35,4,2,5,1,0,0,4,2,1,0,8,0,5,0,11,0,7,340,728
485,C4,20,36,45,3,1,25,96,4,55,2,2,3,1,1,1,4,0,0,0,13,0,4,1,17,0,6,340,728
486,B1,37,25,33,4,10,14,88,7,45,8,1,3,3,1,0,3,2,0,0,8,0,3,0,5,0,11,311,741
486,C1,24,28,34,3,5,22,117,4,48,15,2,6,4,0,1,1,3,0,0,10,1,1,0,7,0,11,347,741
486,C2,22,22,21,7,2,22,119,4,38,14,5,7,2,2,1,1,2,2,0,8,0,4,0,8,1,16,330,741
486,C3,37,30,24,13,4,26,100,6,63,19,1,0,7,0,1,4,1,0,0,11,0,5,0,0,0,9,361,740
486,E1,35,24,29,9,7,5,115,5,28,6,1,4,0,4,0,0,1,1,0,1,0,3,0,5,1,8,292,676
486,E1 C1,38,29,27,8,4,12,105,3,27,6,1,3,3,1,2,2,2,1,0,3,0,8,0,4,0,7,296,676
486,E1 C2,43,28,27,10,5,16,88,5,24,9,1,2,2,0,3,1,3,3,0,4,1,3,1,3,2,7,291,676
486,E1 C3,35,22,44,5,0,9,105,5,25,9,1,2,5,1,0,1,5,1,0,0,1,5,3,7,0,15,306,676
486,E1 C4,50,25,24,2,4,11,138,6,17,9,1,2,4,1,1,1,2,0,0,3,0,4,0,0,2,8,315,675
486,E1 C5,43,25,35,10,1,14,115,2,23,7,1,7,7,0,1,4,7,1,0,2,1,1,2,4,1,7,321,675
487,B1,22,13,33,7,6,36,86,9,14,11,1,9,4,0,1,6,2,0,0,0,0,2,1,4,7,1,275,739
487,C1,23,10,15,4,14,24,83,8,15,11,3,9,5,1,1,2,0,1,0,3,0,2,0,6,0,12,252,738
487,C2,20,24,25,8,8,39,95,4,30,10,1,3,4,2,3,5,1,1,0,3,1,0,0,2,0,6,295,738
487,C3,22,13,21,9,16,32,96,8,23,9,0,5,5,2,1,2,2,0,1,2,2,6,0,4,0,12,293,738
487,C4,14,22,25,5,7,30,103,5,13,10,2,10,3,1,0,0,0,0,0,1,0,1,1,5,0,8,266,738
487,C5,20,15,19,15,14,28,82,8,17,3,0,10,7,1,0,10,0,0,0,2,1,3,0,5,0,14,274,738
487,C6,26,21,14,9,10,18,95,5,16,10,1,8,6,1,1,7,0,0,0,1,1,2,0,6,1,8,267,738
487,C7,30,14,33,11,9,37,66,7,26,21,2,17,2,0,1,9,1,0,0,3,0,0,0,3,0,6,298,738
487,C8,22,16,30,5,16,22,90,8,23,15,2,7,1,1,0,4,1,0,1,5,0,2,0,11,0,14,296,738
488,B1,18,20,46,4,3,87,66,5,32,5,3,1,9,2,0,2,1,1,1,1,0,0,0,7,0,2,316,658
488,C1,19,17,31,3,3,88,61,3,24,6,0,2,5,3,3,1,0,0,0,1,0,1,0,6,0,9,286,658
488,C2,19,19,50,3,3,107,73,4,16,2,0,3,4,1,1,2,1,1,0,1,1,0,0,3,0,9,323,658
488,C3,19,24,59,0,3,97,69,3,44,4,3,1,2,1,2,2,0,0,0,1,0,0,0,6,0,7,347,657
488,C4,15,19,45,2,1,96,64,1,34,1,0,5,5,5,3,0,0,0,1,0,0,0,0,2,0,17,316,657
488,C5,17,21,26,2,7,100,86,2,25,8,0,2,11,1,0,0,2,0,0,1,0,0,1,7,0,6,325,657
488,C6,16,17,50,1,2,88,80,0,28,8,1,3,4,0,0,2,0,0,0,1,0,0,1,7,0,11,320,657
489,B1,18,13,22,1,4,49,98,3,18,23,2,5,9,1,1,1,0,0,0,3,0,1,1,6,0,12,291,699
489,C1,19,14,34,2,3,52,105,3,22,16,0,1,6,0,1,2,1,1,0,5,0,0,0,48,0,6,341,699
489,C2,16,18,26,1,3,41,97,2,19,20,1,5,14,2,3,2,0,0,0,5,0,0,5,0,0,13,293,699
489,C3,22,17,21,4,2,47,84,6,9,26,2,14,8,1,1,5,3,0,0,3,0,0,0,3,0,7,285,699
489,C4,14,18,33,4,5,49,105,14,22,8,2,4,6,0,1,2,0,0,0,3,0,1,2,0,0,11,304,699
489,C5,18,14,26,7,1,60,88,6,28,22,0,3,9,0,0,1,0,1,0,7,0,3,0,7,0,25,326,699
489,C6,16,12,36,3,0,37,90,3,20,18,0,6,15,0,2,1,0,0,0,4,0,2,0,3,0,13,281,698
490,B1,11,21,22,3,3,59,94,3,33,10,6,8,9,4,0,0,0,2,0,2,0,1,1,5,0,20,317,668
490,C1,14,13,28,3,3,43,79,3,25,6,0,13,12,4,1,0,1,0,1,3,0,1,0,7,0,21,281,667
491,B1,6,20,36,3,3,74,100,2,0,9,13,3,6,0,3,0,0,1,0,0,0,1,0,2,0,18,300,685
491,C1,3,21,29,8,6,64,98,4,23,8,1,2,11,0,0,1,0,0,0,3,1,0,0,4,0,13,300,684
492,B1,17,24,47,5,7,41,80,13,22,38,4,3,12,0,0,0,0,0,0,0,0,4,2,8,0,6,333,749
