CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1837,1,18,89,19,8,25,3,141,31,3,2,3,0,0,8,5,0,355,4,359,566
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1838,1,31,137,16,7,10,7,127,9,2,1,1,0,0,9,9,1,366,9,376,599
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1839,1,39,145,24,3,1,2,116,15,2,2,1,0,0,7,18,0,375,7,382,575
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1840,2,35,133,37,12,9,5,172,20,4,2,1,1,0,15,8,0,454,12,466,754
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1841,2,34,120,40,4,5,6,178,37,4,1,2,0,1,11,10,0,453,12,465,813
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1842,2,23,140,25,14,7,5,208,31,3,0,0,0,0,8,9,0,473,9,482,791
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1843,2,27,137,21,10,5,6,218,46,2,0,1,0,0,12,9,0,494,10,504,861
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1844,2,40,186,32,5,6,8,218,33,5,2,0,0,0,14,14,0,563,4,567,994
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1845,2,28,152,27,3,5,8,209,26,3,0,0,1,0,11,6,0,479,7,486,779
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1846,1,26,112,32,11,3,2,221,32,2,1,0,0,0,5,12,2,459,7,468,724
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,3,66,216,74,12,8,3,363,67,4,3,0,0,0,18,12,0,846,18,864,1558
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1848,2,35,149,42,9,5,4,187,29,3,1,4,0,0,9,17,0,494,10,504,867
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1849,2,24,132,41,20,7,1,215,31,5,0,3,0,0,11,13,1,503,16,520,997
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1850,1,20,70,16,2,4,3,152,34,1,0,0,0,0,6,4,0,312,8,320,563
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1851,1,17,88,14,9,6,5,186,19,0,0,0,0,0,8,4,0,356,12,368,594
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1852,1,23,136,33,6,3,3,180,21,4,0,0,0,0,10,11,0,430,3,433,728
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1853,2,47,152,46,24,4,6,201,19,7,2,1,0,0,9,8,2,526,11,539,815
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1854,1,21,90,19,7,5,6,160,16,3,1,1,0,0,10,4,0,343,13,356,697
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1855,1,15,70,16,6,5,5,179,22,2,0,1,1,0,14,12,1,348,7,356,730
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1856,2,23,111,27,5,31,8,247,34,0,1,2,0,0,6,14,0,509,7,516,905
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1857,2,27,157,14,19,21,7,168,32,1,0,3,0,0,6,12,0,467,12,479,873
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1858,2,27,155,16,6,13,8,222,29,5,0,1,1,0,5,11,0,499,15,514,958
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,5,92,518,85,25,62,13,640,114,8,2,8,0,0,27,45,2,1639,34,1675,3206
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1860,3,59,263,58,7,19,3,377,65,3,2,6,2,0,23,9,0,896,15,911,1606
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1861,1,13,101,21,3,3,3,166,21,2,2,0,0,0,6,5,1,346,15,362,633
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1862,2,82,232,60,22,9,13,393,26,14,1,1,0,0,20,33,0,906,21,927,1467
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1863,2,28,118,26,6,8,4,220,51,2,1,2,2,0,9,10,0,487,12,499,828
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1864,2,36,130,32,8,7,5,218,22,1,2,0,0,0,11,14,1,486,13,500,827
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1865,1,18,87,19,6,7,3,142,35,1,1,0,1,0,15,7,0,342,6,348,607
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1866,1,19,90,22,4,9,1,144,19,1,1,1,0,0,8,9,1,328,9,338,577
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1867,1,14,72,11,3,5,3,79,15,2,0,0,0,0,2,10,0,216,3,219,378
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1868,2,26,224,35,11,21,12,294,51,3,2,4,0,2,16,16,0,717,16,733,1301
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,13,243,1241,317,125,94,54,1863,405,29,6,13,5,2,105,136,7,4638,115,4760,9103
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,9,409,1126,247,59,42,30,1660,132,30,4,4,1,0,76,89,6,3909,56,3971,6449
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,5,290,425,63,15,23,20,324,259,38,1,1,0,0,27,38,0,1524,34,1558,3117
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,3,178,289,45,14,17,17,252,125,18,2,4,1,0,13,17,0,992,29,1021,1780
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,42,1,91,90,21,7,2,9,51,72,8,0,0,0,0,8,8,0,367,8,375,594
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,2,85,125,11,6,7,3,135,67,3,0,2,0,0,6,12,0,462,14,476,843
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,2,81,165,21,20,4,17,124,86,11,4,0,0,0,11,23,0,567,16,583,1072
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,2,87,132,29,9,2,5,103,59,11,1,0,0,0,4,14,0,456,9,465,812
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,2,84,152,18,16,1,2,81,60,4,0,0,0,0,4,6,0,428,8,436,819
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,2,77,159,21,22,5,6,145,60,6,1,1,1,0,10,11,0,525,10,535,819
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,5,264,513,106,40,19,15,373,360,25,3,0,0,0,18,29,2,1765,53,1820,3498
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,49,1,44,98,18,9,1,3,83,35,4,0,0,1,0,5,5,0,306,12,318,573
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,2,121,173,28,13,5,3,107,70,7,3,0,0,0,10,17,0,557,13,570,1046
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,2,112,125,25,30,2,4,143,58,8,2,1,0,0,4,8,0,522,14,536,855
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,52,1,77,82,16,17,7,7,42,47,7,2,0,0,0,7,10,0,321,14,335,594
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,3,188,282,75,28,8,14,197,163,23,3,4,0,0,26,25,0,1036,34,1070,1979
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,5,277,452,81,38,18,23,290,306,26,0,4,0,0,18,39,0,1572,32,1604,3040
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,2,156,204,30,17,5,13,114,112,14,1,0,0,0,8,17,2,691,21,714,1310
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,2,68,254,112,19,11,16,127,149,32,2,1,1,0,26,15,1,833,29,863,1382
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,2,48,256,115,38,14,16,120,119,29,2,1,0,1,13,10,1,782,34,817,1484
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,2,19,134,37,15,5,8,109,57,15,1,1,0,1,7,6,0,415,15,430,778
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,59,1,10,93,10,8,4,7,143,29,2,0,2,0,0,14,7,1,329,13,343,534
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,60,1,4,37,15,4,3,0,11,8,1,0,0,0,0,4,1,0,88,3,91,134
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,945,2,47,147,35,11,4,39,245,66,4,0,0,0,0,45,47,0,690,12,702,1032
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,946,2,71,165,51,13,3,35,242,39,5,1,2,0,0,41,24,0,692,18,710,979
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,947,2,50,182,89,23,6,46,320,76,10,0,0,0,0,31,40,0,873,23,896,1248
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,948,2,49,147,61,14,3,44,218,66,6,0,1,0,1,76,36,0,722,14,736,1021
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,949,2,51,149,38,16,7,35,187,54,3,0,1,0,0,36,42,0,619,10,629,867
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,950,1,6,34,3,4,0,20,20,19,0,0,2,0,0,2,3,0,113,3,116,153
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,951,2,31,147,43,13,2,61,275,42,6,0,0,0,0,10,5,0,635,13,648,874
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,952,3,73,272,79,59,3,126,412,97,11,1,2,2,1,18,24,0,1180,44,1224,1741
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,953,2,39,165,48,25,5,60,211,39,2,1,0,4,0,7,9,0,615,28,643,884
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1772,1,22,112,23,6,6,1,175,32,4,3,2,0,0,6,9,0,401,10,411,647
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1773,2,37,243,43,5,16,1,279,37,6,0,1,0,0,16,8,2,692,12,706,1087
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1774,2,33,227,26,9,16,7,288,37,9,1,6,1,0,8,15,0,683,14,697,1133
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1775,2,39,158,32,10,6,1,228,21,6,0,1,0,0,5,10,0,517,15,532,841
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1776,1,20,112,16,3,4,0,188,18,5,0,2,0,0,5,6,0,379,20,399,597
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1777,1,23,109,18,6,7,3,178,13,2,2,1,0,0,6,9,0,377,13,390,561
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1778,2,30,159,35,9,9,8,277,29,6,2,0,1,0,8,14,0,587,11,598,936
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1779,2,48,165,37,5,1,4,179,17,1,0,2,0,0,9,10,0,478,15,493,774
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1780,1,21,172,18,14,4,1,150,7,1,0,0,1,0,0,0,0,389,12,401,621
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1781,1,16,98,17,8,5,5,124,17,4,4,1,0,0,7,8,0,314,1,315,498
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1782,1,25,98,12,7,7,6,158,7,3,0,0,0,0,6,10,1,339,9,349,561
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1783,1,24,105,24,2,6,5,150,16,2,1,1,0,0,8,11,0,355,6,361,558
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1784,1,11,93,30,6,2,2,218,10,2,0,0,0,0,7,5,0,386,7,393,597
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1785,1,15,176,18,7,5,1,232,17,1,0,2,0,0,4,4,0,482,8,490,726
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1786,1,13,89,12,4,2,1,94,10,0,1,2,0,0,3,2,1,233,9,243,363
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1787,1,26,75,11,4,4,1,65,7,3,0,0,0,0,2,5,1,203,7,211,370
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1788,1,18,133,21,10,2,4,192,9,4,0,1,0,0,5,4,0,403,5,408,609
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1789,2,27,267,35,9,6,8,260,59,2,1,5,0,0,14,12,0,705,13,718,1262
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1790,2,18,139,26,6,6,4,194,35,3,0,1,0,0,10,11,0,453,10,463,818
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1795,1,23,70,21,11,6,1,114,11,0,1,1,0,0,3,3,0,265,8,273,448
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1797,2,36,206,18,12,10,0,222,20,4,0,0,0,0,12,14,0,554,4,558,423
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1798,1,25,117,27,5,6,5,161,16,2,1,3,1,0,10,6,0,385,5,390,599
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1799,1,17,103,17,1,2,3,161,21,8,1,0,0,1,8,7,0,350,11,361,573
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1800,2,58,184,33,6,5,2,165,13,8,2,1,0,0,5,8,2,490,11,503,820
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1801,3,78,328,89,19,20,13,545,41,10,5,0,0,0,19,36,1,1203,24,1228,2001
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1802,1,17,105,23,2,2,4,163,11,0,0,1,0,0,11,10,0,349,7,356,534
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1803,1,30,137,40,12,2,5,184,23,12,1,1,0,0,8,13,4,468,7,479,739
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1804,1,38,170,29,8,11,4,172,18,10,2,2,0,0,6,6,2,476,6,484,746
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1805,1,31,93,22,3,5,2,151,18,1,0,0,0,0,5,10,0,341,5,346,569
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1807,2,61,229,38,19,7,11,367,39,4,0,2,0,0,13,22,1,812,5,818,1232
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1808,1,27,85,16,1,2,2,109,5,3,2,1,0,0,7,12,0,272,2,274,441
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1809,2,69,199,37,10,7,6,220,11,6,0,0,1,0,10,14,0,590,17,607,920
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1810,2,55,165,30,6,9,10,186,17,4,0,0,1,0,9,6,0,498,10,508,784
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1811,1,26,96,15,8,11,6,152,18,2,0,2,0,0,10,6,0,352,16,368,543
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1812,1,20,107,18,0,6,5,163,9,1,0,2,1,0,6,8,1,346,11,358,555
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1813,1,38,100,19,5,2,3,155,5,4,3,1,0,0,4,3,0,342,10,352,561
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1814,1,21,55,4,0,1,0,45,4,2,0,0,0,0,2,2,0,136,3,139,214
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1871,1,15,117,15,3,2,4,45,12,18,0,2,1,0,1,0,0,235,7,242,377
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1872,1,50,119,27,2,6,5,78,54,7,0,2,0,0,1,2,0,353,4,357,512
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1873,1,45,122,31,14,5,4,94,25,0,0,0,0,0,11,4,0,355,18,373,620
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1874,3,106,294,50,24,41,17,337,86,17,2,1,0,1,18,7,1,1001,30,1032,1800
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1875,2,106,245,30,12,14,4,163,64,7,0,3,0,0,13,9,0,670,20,690,1264
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1876,1,21,76,12,6,3,0,80,15,9,1,2,1,0,2,0,0,228,9,237,347
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1877,2,65,137,60,17,59,3,140,22,13,1,1,0,0,1,5,0,524,20,544,831
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1878,1,16,132,16,9,13,4,90,10,10,0,0,0,0,4,0,0,304,8,312,462
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1879,1,46,117,25,5,7,6,23,8,27,0,1,0,0,0,3,0,268,8,276,418
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1880,1,43,152,29,5,25,3,130,9,15,0,0,0,0,3,1,0,415,13,428,616
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1881,1,15,78,7,1,1,0,45,1,9,1,0,0,0,0,1,1,159,4,164,226
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1882,1,10,64,4,2,5,1,22,6,2,0,1,1,0,1,2,0,121,2,123,169
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,460,3,68,278,70,14,8,7,377,39,8,0,1,1,0,31,19,1,921,14,936,1515
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,461,1,17,97,25,10,14,7,129,27,3,2,4,0,0,9,7,0,351,10,361,679
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,462,1,11,60,26,2,11,0,80,7,1,0,4,1,0,4,6,0,213,5,218,403
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,4,105,342,134,32,22,8,533,79,8,0,5,1,0,24,36,0,1329,21,1350,2365
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,472,2,35,154,66,19,24,6,202,68,5,3,10,0,0,15,28,0,635,25,660,1308
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,473,2,33,125,57,13,6,4,203,19,5,2,1,1,0,13,15,0,497,19,516,868
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,474,1,53,118,39,7,6,3,161,6,7,2,0,0,0,12,13,0,427,15,442,684
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,475,2,50,163,37,8,3,3,205,21,5,2,1,0,0,14,16,0,528,17,545,862
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,476,1,40,139,34,8,5,3,125,0,3,1,1,2,0,2,10,0,373,11,384,589
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,477,1,50,146,29,6,4,1,165,10,3,3,0,1,0,15,7,0,440,13,453,691
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,478,1,20,93,24,14,7,1,105,13,2,1,4,0,0,8,10,0,302,8,310,553
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,479,1,17,99,20,9,8,5,87,16,0,0,0,0,0,10,12,0,283,12,295,546
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,480,1,41,111,21,6,9,1,135,21,6,1,3,1,0,5,11,0,372,7,379,624
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,481,1,16,71,30,8,8,1,109,22,0,0,1,0,0,13,5,0,284,7,291,506
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,482,1,19,155,31,6,4,2,165,16,3,1,0,0,0,8,10,0,420,7,427,623
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,483,1,25,131,19,4,5,2,173,16,4,1,1,0,0,10,6,0,397,6,403,603
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,484,1,37,111,38,7,5,2,113,10,4,1,1,0,1,7,6,0,343,1,344,564
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,485,1,28,103,41,7,5,2,146,34,7,7,2,7,0,0,10,0,399,9,408,679
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,486,2,31,131,39,21,8,7,137,29,2,1,2,0,0,3,7,0,418,10,428,847
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,487,1,23,121,29,4,11,4,128,22,6,0,4,0,0,6,7,0,365,9,374,736
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,488,1,47,98,27,2,6,2,129,24,1,2,1,1,1,6,15,1,362,2,365,579
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,489,2,30,127,48,13,9,5,138,37,4,2,3,0,0,5,9,0,430,10,440,816
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,490,1,51,119,70,6,8,0,138,19,11,1,3,1,0,8,10,0,445,20,465,737
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,491,3,75,212,96,15,6,4,343,44,6,3,2,0,0,10,17,0,833,11,844,1634
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,492,2,54,178,46,8,9,3,122,12,8,0,1,0,0,10,13,0,464,20,484,781
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,493,2,30,133,35,19,15,3,153,35,4,2,0,0,0,3,7,0,439,11,450,806
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,5,106,583,141,36,18,24,671,136,22,3,7,1,0,34,43,3,1825,37,1865,3161
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,495,1,21,126,30,7,8,7,157,17,1,0,0,0,0,0,8,10,382,14,406,692
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,496,2,65,201,43,9,9,2,248,35,4,1,1,0,0,13,6,0,637,10,647,892
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,497,1,18,94,17,3,4,1,132,11,4,0,0,0,0,3,5,0,292,4,296,406
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,498,1,30,96,23,2,7,3,150,7,2,1,0,0,0,6,11,0,338,6,344,503
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,499,1,37,150,44,7,6,2,185,5,4,1,0,0,0,6,12,1,459,10,470,720
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,500,3,94,312,89,25,7,8,457,43,13,4,0,0,0,26,28,0,1106,15,1121,1800
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,501,2,68,134,53,12,4,6,305,15,8,1,2,0,0,12,22,0,642,9,651,994
