ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,1,ACAJETE,19,69,5325,3141,748,1361,974,1578,697,581,10674,538,190,29,18,14,19,6,31,15,10,9,13,9,5,1,1,5,150,58,38,31,9,3,13,10,13,15,678,168,46,243,27467,6,1151,28624,44025,
21,PUEBLA,2,ACATENO,8,14,1410,656,159,247,396,96,413,448,1179,63,9,3,0,1,1,0,30,2,1,1,0,0,0,0,0,0,37,3,8,3,0,2,1,1,0,2,19,9,3,10,5213,0,282,5495,6839,
21,PUEBLA,3,ACATLAN,17,52,3463,2387,528,935,667,295,642,275,6805,257,86,7,3,6,6,5,22,7,2,4,0,0,0,0,1,1,46,10,13,9,1,5,1,1,2,4,233,63,15,75,16882,3,819,17704,28104,
21,PUEBLA,4,ACATZINGO,16,60,6074,4368,613,1154,907,477,731,229,7130,392,199,8,16,14,20,9,30,26,11,24,12,13,5,3,4,9,52,31,63,26,6,5,4,7,4,2,437,114,36,142,23407,7,766,24180,36284,
21,PUEBLA,5,ACTEOPAN,3,4,182,660,15,38,15,28,8,880,77,6,2,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,13,3,0,2,0,0,1,3,0,0,0,1939,0,79,2018,2289,
21,PUEBLA,6,AHUACATLAN,7,19,707,2457,756,290,158,395,1452,291,801,113,22,0,1,2,4,0,18,6,0,0,2,2,1,0,1,1,18,2,11,2,10,5,1,3,2,32,20,7,6,6,7605,2,457,8064,10223,
21,PUEBLA,7,AHUATLAN,4,5,275,557,11,23,204,114,5,9,430,12,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,14,3,0,8,1679,0,83,1762,2545,
21,PUEBLA,8,AHUAZOTEPEC,4,14,698,653,63,120,101,437,118,423,723,18,11,0,0,0,1,1,4,0,0,2,2,3,0,0,0,1,4,7,15,4,4,1,0,1,4,4,18,12,1,12,3466,0,203,3669,7541,
21,PUEBLA,9,AHUEHUETITLA,1,4,261,127,16,76,12,14,128,16,503,27,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,4,0,0,1,0,0,0,1,13,2,0,8,1221,0,52,1273,1823,
21,PUEBLA,10,AJALPAN,22,72,9074,5559,1821,1620,511,375,390,303,9625,647,99,4,9,4,13,2,15,16,1,4,5,9,1,2,2,6,107,33,34,26,13,6,4,4,10,4,299,79,14,161,30911,1,1998,32910,41977,
21,PUEBLA,11,ALBINO ZERTUCHE,1,2,420,389,12,24,11,8,3,64,137,10,2,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1091,1,28,1120,1445,
21,PUEBLA,12,ALJOJUCA,4,9,1398,540,69,125,115,216,445,135,633,50,26,0,1,1,1,1,2,3,1,3,2,1,0,0,1,1,7,12,7,0,7,3,1,2,1,3,11,2,1,4,3831,1,179,4011,4858,
21,PUEBLA,13,ALTEPEXI,6,21,2529,997,138,517,256,953,1181,94,3692,199,37,6,3,1,8,0,8,3,0,3,0,1,1,3,0,1,10,11,15,1,7,3,1,5,2,2,88,29,3,57,10865,3,579,11447,13488,
21,PUEBLA,14,AMIXTLAN,3,7,380,384,763,85,536,26,24,8,317,23,13,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,11,1,3,2,10,1,0,0,1,1,9,0,1,5,2609,1,149,2759,3459,
21,PUEBLA,15,AMOZOC,18,101,12530,6426,693,1598,2422,1380,932,1268,12735,949,430,36,33,19,48,3,56,40,12,48,35,25,5,2,4,15,180,94,92,46,6,6,8,9,211,17,923,193,41,384,43954,30,1449,45433,68752,
21,PUEBLA,16,AQUIXTLA,5,10,1274,1826,47,101,77,397,150,21,402,27,21,4,3,1,1,1,3,6,1,6,1,1,1,0,0,0,9,7,67,2,8,2,0,1,4,0,22,2,4,11,4511,0,229,4740,6004,
21,PUEBLA,17,ATEMPAN,9,31,3641,3289,221,865,464,289,346,100,2826,193,59,3,4,4,3,3,13,9,0,7,7,12,0,0,1,2,25,17,10,6,2,1,1,6,4,1,119,42,11,40,12646,6,883,13535,18161,
21,PUEBLA,18,ATEXCAL,6,7,824,734,13,67,22,21,89,5,311,30,11,1,0,0,2,0,2,4,0,1,2,0,0,0,1,0,6,3,14,0,0,1,0,0,1,1,10,2,1,6,2185,0,98,2283,2775,
21,PUEBLA,82,ATLEQUIZAYAN,2,4,262,726,8,26,8,14,3,7,493,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,2,0,5,1586,0,22,1608,1889,
21,PUEBLA,19,ATLIXCO,68,170,20200,12259,709,1830,3379,669,705,251,19052,656,401,30,19,15,42,4,100,35,5,18,16,8,6,1,1,2,112,47,57,14,6,2,2,8,8,7,708,162,33,263,61842,37,2377,64256,103235,
21,PUEBLA,20,ATOYATEMPAN,2,7,426,658,54,267,189,58,146,209,1473,56,19,1,4,3,3,0,1,3,1,2,1,2,0,0,0,3,5,2,8,7,0,1,0,1,7,2,84,43,6,25,3770,0,121,3891,4905,
21,PUEBLA,21,ATZALA,1,2,211,184,4,15,219,9,58,9,111,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,3,0,0,0,844,0,34,878,1074,
21,PUEBLA,22,ATZITZIHUACAN,9,18,1685,1949,796,243,120,293,59,13,848,57,29,1,1,2,1,0,46,4,1,1,0,0,0,1,0,0,47,10,4,0,6,4,2,4,0,0,48,15,2,8,6300,1,278,6579,9014,
21,PUEBLA,23,ATZITZINTLA,5,13,487,522,505,232,169,1330,119,38,918,63,18,2,2,2,4,1,12,1,1,0,1,0,0,0,0,2,23,7,2,0,4,3,0,3,2,0,46,10,0,18,4547,0,361,4908,6190,
21,PUEBLA,24,AXUTLA,2,3,275,143,8,29,2,1,3,0,108,12,1,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,596,0,24,620,1059,
21,PUEBLA,25,AYOTOXCO DE GUERRERO,4,10,1226,1132,103,129,462,32,300,18,682,43,19,0,0,1,1,0,2,1,0,2,0,1,0,0,0,0,2,4,7,2,1,0,0,2,1,0,22,8,0,5,4208,0,169,4377,5880,
21,PUEBLA,26,CALPAN,8,18,1224,1238,108,300,589,480,108,409,1691,105,54,3,5,3,8,1,4,4,1,2,3,1,1,1,0,2,14,21,5,8,4,0,1,2,6,3,98,28,6,30,6571,0,426,6997,10576,
21,PUEBLA,27,CALTEPEC,7,10,1062,766,22,135,40,242,19,20,409,39,10,0,1,2,1,0,3,0,0,0,0,0,0,1,0,1,1,10,3,0,3,0,0,0,3,0,11,4,1,6,2815,0,86,2901,3572,
21,PUEBLA,28,CAMOCUAUTLA,2,3,122,492,10,29,11,608,6,21,326,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,3,2,2,0,1645,0,36,1681,1855,
21,PUEBLA,29,CA?ADA MORELOS,9,25,2239,1414,134,373,247,167,578,129,2496,108,54,0,4,3,8,2,2,17,1,6,4,5,1,0,1,4,14,9,17,25,0,2,0,5,3,7,91,24,3,42,8239,1,513,8753,13797,
21,PUEBLA,30,CAXHUACAN,2,4,176,608,15,124,93,78,338,89,567,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,7,3,1,6,2146,0,109,2255,2796,
21,PUEBLA,46,CHALCHICOMULA DE SESMA,24,57,6292,2727,291,727,888,520,2678,144,5634,312,186,25,16,5,25,2,92,31,0,29,6,10,3,0,2,12,62,63,161,6,12,7,2,27,3,15,371,86,20,117,21609,6,880,22495,33128,
21,PUEBLA,47,CHAPULCO,3,8,1111,654,60,137,204,325,67,263,660,33,8,2,1,1,0,0,4,3,5,5,1,1,0,1,0,0,6,5,3,2,2,1,7,12,1,0,19,6,2,10,3622,0,140,3762,4888,
21,PUEBLA,48,CHIAUTLA,17,33,1593,2703,146,345,230,146,1225,55,3186,200,30,2,7,2,0,0,2,9,1,2,4,2,1,0,0,5,14,9,22,3,0,4,0,6,2,8,147,32,11,71,10225,0,424,10649,16307,
21,PUEBLA,49,CHIAUTZINGO,8,23,1930,2248,176,416,379,194,346,530,1972,92,60,4,8,4,3,1,10,2,1,0,4,1,1,1,0,1,8,18,17,11,1,4,2,2,4,3,79,33,6,47,8619,1,329,8949,14334,
21,PUEBLA,51,CHICHIQUILA,9,24,2487,2800,205,367,223,204,632,296,2027,134,21,5,5,2,0,0,108,8,1,4,2,2,0,1,0,3,47,16,12,6,5,3,2,1,5,7,124,24,8,37,9834,29,1154,11017,14444,
21,PUEBLA,50,CHICONCUAUTLA,7,19,2481,3418,136,172,219,95,71,53,469,53,30,1,3,2,2,3,10,1,2,3,1,0,0,0,0,0,49,8,3,1,1,2,0,0,1,0,3,2,0,7,7302,9,1008,8319,10348,
21,PUEBLA,52,CHIETLA,20,48,3573,3188,316,646,561,1451,1626,577,4352,344,98,3,5,9,19,0,19,14,6,10,9,8,2,1,0,9,72,29,44,20,5,10,3,23,13,20,165,43,16,69,17378,4,863,18245,27640,
21,PUEBLA,53,CHIGMECATITLAN,2,2,258,310,9,36,4,27,8,1,245,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,1,921,0,25,946,1111,
21,PUEBLA,54,CHIGNAHUAPAN,28,77,13697,6124,412,1495,752,407,255,269,6699,286,101,21,8,8,13,3,28,14,4,7,4,4,2,2,0,4,70,40,32,12,4,0,0,6,5,6,251,101,20,87,31253,6,1399,32658,44566,
21,PUEBLA,55,CHIGNAUTLA,7,34,3962,3455,241,533,564,546,1483,360,2503,316,114,5,8,4,16,2,4,17,0,7,5,7,2,1,0,7,39,13,51,9,2,4,2,93,6,14,255,32,14,72,14768,1,771,15540,21286,
21,PUEBLA,56,CHILA,4,8,302,974,883,60,23,62,64,5,330,10,10,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,1,0,1,14,3,0,1,2769,0,86,2855,3935,
21,PUEBLA,57,CHILA DE LA SAL,2,3,180,453,12,20,2,3,3,3,212,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,7,925,0,12,937,1212,
21,PUEBLA,59,CHILCHOTLA,7,19,2730,1185,567,1227,325,850,74,501,655,69,15,0,2,5,1,1,7,1,3,1,1,2,1,0,0,1,25,24,8,9,6,1,4,5,7,0,62,28,7,5,8415,1,844,9260,12104,
21,PUEBLA,60,CHINANTLA,3,5,438,432,58,52,13,13,55,8,323,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,6,7,0,3,1429,0,55,1484,2323,
21,PUEBLA,31,COATEPEC,1,1,59,171,0,5,3,72,173,3,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,522,0,14,536,749,
21,PUEBLA,32,COATZINGO,3,6,234,455,40,38,321,328,23,7,114,9,10,1,2,1,1,0,2,1,0,1,0,0,0,1,0,0,3,10,1,1,5,0,0,0,0,0,4,4,0,3,1620,1,82,1703,2278,
21,PUEBLA,33,COHETZALA,2,3,195,273,20,12,63,14,101,3,91,16,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,3,1,1,1,809,1,65,875,1179,
21,PUEBLA,34,COHUECAN,3,6,1271,749,20,95,35,22,48,23,333,25,11,0,0,1,5,0,4,0,0,1,0,0,0,0,0,0,6,7,2,1,1,0,0,1,0,0,20,3,1,5,2690,3,118,2811,3566,
21,PUEBLA,35,CORONANGO,12,56,4316,4647,842,1106,2017,331,984,152,7539,407,195,12,20,8,7,3,26,13,1,11,6,2,3,1,1,4,45,21,32,4,12,7,2,4,1,6,442,101,21,120,23472,17,794,24283,36473,
21,PUEBLA,36,COXCATLAN,12,26,1867,1107,163,885,393,335,885,351,3137,255,53,3,8,7,2,0,5,4,0,4,2,5,2,1,1,5,10,8,16,9,9,6,3,9,4,10,128,36,4,54,9786,3,551,10340,14760,
21,PUEBLA,37,COYOMEAPAN,8,19,3356,1818,52,273,32,51,18,13,1341,99,9,0,5,0,1,0,6,2,0,1,0,0,0,0,0,0,12,5,1,1,0,0,0,1,1,0,36,15,4,8,7161,0,291,7452,8935,
21,PUEBLA,38,COYOTEPEC,3,4,361,415,6,63,25,7,10,4,535,26,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,20,8,2,8,1500,0,60,1560,1976,
21,PUEBLA,39,CUAPIAXTLA DE MADERO,2,10,991,675,423,185,103,62,63,38,1566,70,22,1,2,3,4,0,1,2,1,1,0,1,3,2,0,1,12,1,3,1,7,2,0,3,2,1,64,22,0,21,4359,0,132,4491,6038,
21,PUEBLA,40,CUAUTEMPAN,4,14,636,1144,89,145,88,1255,828,80,595,81,7,1,4,0,1,2,5,2,0,1,2,1,2,0,0,0,4,9,6,0,9,5,2,9,11,4,16,9,1,7,5061,0,318,5379,6671,
21,PUEBLA,41,CUAUTINCHAN,2,12,1002,603,292,922,304,96,525,19,617,44,29,0,1,2,2,1,6,2,5,2,3,0,0,0,0,1,8,34,16,0,1,1,0,5,1,2,86,46,5,13,4696,1,267,4964,6841,
21,PUEBLA,42,CUAUTLANCINGO,16,105,14549,6888,555,1602,2995,524,580,154,13458,983,395,20,22,18,35,6,41,40,5,26,13,10,4,2,1,5,108,46,46,7,4,2,3,9,11,7,683,157,35,218,44267,53,1161,45481,70757,
21,PUEBLA,43,CUAYUCA DE ANDRADE,4,8,711,754,26,70,93,15,10,6,266,16,8,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,1,0,0,0,4,1,1,3,1994,0,69,2063,2778,
21,PUEBLA,44,CUETZALAN DEL PROGRESO,20,52,7003,7031,199,948,358,251,111,67,4318,235,61,6,3,3,7,1,16,12,3,6,5,1,0,1,0,0,75,16,18,3,2,0,1,1,1,1,226,49,27,81,21147,8,1489,22644,31820,
21,PUEBLA,45,CUYOACO,7,19,1626,1747,86,427,354,1643,104,573,1666,86,36,1,2,2,1,0,5,6,0,2,0,2,1,1,0,2,10,30,4,12,4,0,0,3,13,4,67,38,6,19,8583,1,379,8963,11442,
21,PUEBLA,61,DOMINGO ARENAS,3,8,413,674,537,152,218,106,197,37,846,55,30,3,0,2,0,1,8,4,2,2,0,1,0,0,0,1,16,1,4,0,4,2,0,7,0,1,31,11,6,20,3392,2,228,3622,5018,
21,PUEBLA,62,ELOXOCHITLAN,6,19,507,2402,338,203,31,3005,50,152,391,41,4,1,4,0,0,0,12,0,1,0,0,0,0,1,0,1,4,15,1,0,14,0,2,1,15,1,6,4,1,3,7211,2,245,7458,8683,
21,PUEBLA,63,EPATLAN,2,6,789,592,14,76,90,270,19,10,567,27,7,0,1,0,1,0,1,2,1,0,0,0,0,0,0,1,2,5,0,1,1,0,0,1,0,0,25,4,2,5,2514,0,105,2619,3707,
21,PUEBLA,64,ESPERANZA,9,19,1220,642,145,247,258,1143,1119,216,1538,120,59,9,2,4,5,2,23,9,1,3,2,2,1,0,0,0,11,32,39,4,6,2,0,15,3,14,86,30,5,29,7046,0,365,7411,10175,
21,PUEBLA,65,FRANCISCO Z. MENA,9,23,2699,1573,233,427,133,123,63,29,3115,150,48,11,4,5,5,1,24,8,1,4,2,1,1,0,0,0,44,7,9,2,3,2,0,0,1,4,116,41,10,47,8946,0,329,9275,12623,
21,PUEBLA,66,GENERAL FELIPE ANGELES,7,24,1516,1219,291,434,236,344,246,1162,2325,277,42,13,5,5,4,3,24,11,7,2,6,7,1,4,0,4,41,9,30,39,5,1,4,4,9,17,145,29,16,97,8634,3,476,9113,13860,
21,PUEBLA,67,GUADALUPE,4,9,1283,1326,23,85,22,16,13,10,456,37,9,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,13,3,2,0,2,0,0,0,0,0,27,7,1,17,3356,0,135,3491,5408,
21,PUEBLA,68,GUADALUPE VICTORIA,10,19,2077,3762,98,162,185,264,126,135,1119,57,29,1,1,2,0,0,6,7,2,1,2,0,1,1,0,1,14,11,6,2,1,1,0,1,2,4,29,5,2,22,8139,9,453,8601,11502,
21,PUEBLA,69,HERMENEGILDO GALEANA,4,10,1582,1443,35,99,373,22,73,54,323,24,5,4,2,0,3,0,0,7,1,0,0,2,0,0,0,0,35,5,7,1,0,1,0,0,0,0,14,6,2,6,4129,1,206,4336,5337,
21,PUEBLA,58,HONEY,3,9,1638,1521,48,56,30,34,13,1,420,20,10,1,1,2,0,1,1,3,0,3,0,0,0,0,0,0,32,12,4,0,0,0,0,1,0,0,8,5,1,11,3877,0,207,4084,5186,
21,PUEBLA,70,HUAQUECHULA,19,38,3456,3765,145,370,293,162,367,174,3684,129,110,13,4,3,11,0,14,19,4,9,6,3,1,0,0,3,38,20,38,11,6,3,0,7,3,7,140,56,8,65,13147,4,516,13667,20393,
21,PUEBLA,71,HUATLATLAUCA,6,11,1475,359,19,258,357,465,20,194,876,56,8,0,2,0,0,0,0,7,1,5,1,0,0,0,0,2,12,12,3,3,4,0,0,0,4,0,41,9,0,23,4216,0,227,4443,5094,
21,PUEBLA,72,HUAUCHINANGO,37,118,11130,7934,1272,2332,2417,840,1061,661,15309,1110,305,23,28,16,20,11,72,58,11,19,14,6,2,3,0,5,213,38,45,25,16,14,7,8,13,11,751,187,42,309,46338,29,3144,49511,71439,
21,PUEBLA,73,HUEHUETLA,9,21,1812,3374,2423,333,39,51,191,12,704,43,10,1,2,1,0,1,2,2,0,0,1,0,1,0,1,0,17,12,2,1,1,21,0,1,1,0,18,3,1,3,9085,0,225,9310,11343,
21,PUEBLA,74,HUEHUETLAN EL CHICO,6,13,1692,1106,87,206,98,99,219,419,913,56,30,1,0,4,4,2,1,3,2,4,3,3,0,3,1,2,12,7,34,7,3,2,11,2,10,6,24,6,1,13,5096,0,240,5336,7283,
21,PUEBLA,75,HUEHUETLAN EL GRANDE,5,10,320,915,37,125,44,775,47,19,550,37,5,2,2,0,0,0,4,0,0,2,1,0,1,1,0,1,6,13,1,0,3,1,1,0,10,0,20,11,2,18,2974,0,229,3203,4970,
21,PUEBLA,76,HUEJOTZINGO,22,84,6979,6085,677,1485,2386,2961,969,366,9427,458,388,25,30,18,31,7,56,28,5,26,9,11,6,2,1,16,55,81,39,10,60,9,4,27,21,13,445,136,29,154,33535,7,1377,34919,53731,
21,PUEBLA,77,HUEYAPAN,5,12,1801,1477,51,840,86,49,179,29,983,46,28,2,4,0,0,2,6,1,0,4,0,0,1,0,0,0,9,6,9,0,1,4,1,1,1,0,73,29,2,13,5738,0,273,6011,8275,
