CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRD,PT,PVEM,MC,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,12,TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,392,2,116,271,12,,69,62,6,67,10,321,,,,,0,934,60,994,1347
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,5,338,683,79,,54,30,27,262,64,675,,,,,1,2213,107,2320,3115
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,4,316,547,29,,37,14,26,142,81,397,,,,,0,1589,77,1666,2291
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,4,398,605,36,,54,24,31,193,79,484,,,,,0,1904,100,2004,2628
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,387,3,369,231,23,,60,82,13,129,94,195,,,,,1,1197,74,1271,1601
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,388,2,316,106,35,,30,49,18,92,56,135,,,,,0,837,60,897,1248
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,389,1,77,47,2,,9,19,4,31,34,46,,,,,0,269,16,285,434
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,390,2,134,128,14,,20,74,7,71,27,83,,,,,1,559,47,606,876
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,393,2,129,119,14,,24,99,5,62,32,62,,,,,0,546,49,595,801
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,394,3,335,211,56,,42,215,32,196,108,205,,,,,0,1400,99,1499,1811
4,29,TLAXCALA,13,ZACATELCO,29,TEPEYANCO,397,3,181,505,16,,61,113,14,165,78,122,,,,,0,1255,66,1321,1666
4,29,TLAXCALA,13,ZACATELCO,42,SANTO TORIBIO XICOHTZINCO,570,4,275,338,47,,195,107,141,335,70,122,,,,,1,1631,108,1739,2494
4,29,TLAXCALA,13,ZACATELCO,42,SANTO TORIBIO XICOHTZINCO,571,3,160,214,36,,160,69,93,226,59,66,,,,,6,1089,79,1168,1595
4,29,TLAXCALA,13,ZACATELCO,42,SANTO TORIBIO XICOHTZINCO,572,3,186,280,44,,124,90,57,156,72,89,,,,,1,1099,77,1176,1651
4,29,TLAXCALA,13,ZACATELCO,42,SANTO TORIBIO XICOHTZINCO,573,3,199,285,59,,142,68,70,180,55,81,,,,,0,1139,80,1219,1822
4,29,TLAXCALA,13,ZACATELCO,42,SANTO TORIBIO XICOHTZINCO,574,4,299,315,68,,212,92,106,296,94,106,,,,,5,1593,109,1702,2621
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,588,2,144,190,17,,15,84,29,116,56,80,,,,,0,731,44,775,1177
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,589,3,167,262,45,,47,169,33,213,184,124,,,,,2,1246,58,1304,1918
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,590,5,265,350,84,,81,210,71,306,276,171,,,,,1,1815,70,1885,3147
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,591,5,204,289,56,,53,236,56,273,161,144,,,,,1,1473,86,1559,2478
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,592,5,292,452,110,,86,340,76,271,138,220,,,,,2,1987,65,2052,3321
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,593,4,218,343,80,,61,165,51,276,105,121,,,,,1,1421,71,1492,2369
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,594,3,161,209,47,,60,220,56,209,113,96,,,,,0,1171,68,1239,1918
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,595,3,127,266,40,,84,260,81,137,125,101,,,,,1,1222,60,1282,2092
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,596,2,129,191,40,,24,162,23,123,54,43,,,,,1,790,42,832,1194
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,597,3,140,262,73,,48,243,32,179,80,71,,,,,0,1128,40,1168,1673
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,598,3,222,220,36,,63,245,41,233,78,79,,,,,0,1217,67,1284,1991
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,599,4,277,232,43,,41,233,43,257,159,143,,,,,1,1429,77,1506,2456
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,600,4,221,256,37,,90,455,110,378,158,184,,,,,1,1890,64,1954,2963
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,601,4,170,181,21,,32,178,81,727,124,136,,,,,1,1651,54,1705,2476
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,3,351,313,25,,39,190,11,132,98,92,,,,,2,1253,53,1306,1766
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,603,2,363,182,65,,28,58,8,61,93,50,,,,,0,908,25,933,1270
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,4,612,449,67,,55,236,18,115,179,149,,,,,1,1881,76,1957,2565
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,605,2,173,201,30,,23,107,9,84,36,95,,,,,0,758,22,780,1094
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,586,3,406,377,32,,115,85,12,107,74,209,,,,,0,1417,58,1475,1831
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,587,3,297,363,13,,137,95,10,160,126,198,,,,,2,1401,68,1469,1810
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,284,2,212,164,13,,0,50,141,78,18,214,,,,,0,890,41,931,1369
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,285,2,205,170,21,,0,17,154,76,18,162,,,,,0,823,56,879,1310
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,286,3,272,265,40,,0,81,185,142,33,354,,,,,0,1372,52,1424,2058
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,287,3,229,187,30,,0,80,118,112,20,309,,,,,0,1085,73,1158,1777
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,288,4,236,201,97,,0,90,104,275,117,366,,,,,0,1486,85,1571,2665
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,289,3,149,128,55,,0,64,56,171,100,266,,,,,0,989,80,1069,1526
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,290,4,363,403,74,,0,96,126,293,74,345,,,,,1,1775,95,1870,2525
4,29,TLAXCALA,14,NATIVITAS,19,TEPETITLA DE LARDIZABAL,291,1,80,108,10,,0,11,53,53,10,104,,,,,0,429,31,460,545
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,318,3,14,73,60,,0,91,182,39,5,98,,,,,0,562,17,579,843
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,319,4,109,271,136,,0,248,268,94,19,392,,,,,3,1540,66,1606,2539
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,320,1,25,91,21,,0,62,49,41,1,116,,,,,0,406,11,417,554
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,321,1,53,93,23,,0,73,49,29,3,96,,,,,0,419,23,442,707
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,322,2,26,182,49,,0,84,138,47,10,189,,,,,12,737,19,756,1058
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,323,3,54,112,28,,0,118,62,102,13,227,,,,,1,717,72,789,1669
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,324,1,57,40,16,,0,52,52,36,0,147,,,,,0,400,34,434,629
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,325,2,60,61,6,,0,40,44,36,3,110,,,,,0,360,39,399,1316
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,326,3,97,297,40,,0,113,183,146,17,414,,,,,0,1307,87,1394,2077
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,327,3,141,199,43,,0,141,140,56,6,347,,,,,0,1073,44,1117,1654
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,328,2,24,54,62,,0,131,45,36,6,170,,,,,0,528,21,549,819
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,329,2,89,168,60,,0,96,102,79,21,349,,,,,0,964,52,1016,1437
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,330,2,57,151,55,,0,62,133,54,19,224,,,,,0,755,49,804,1115
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,331,2,42,86,29,,0,119,114,53,9,229,,,,,1,682,48,730,1111
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,424,2,98,266,23,,0,82,133,66,32,322,,,,,0,1022,56,1078,1380
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,425,2,160,154,31,,0,47,82,59,37,483,,,,,0,1053,43,1096,1442
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,426,2,124,144,31,,0,40,73,66,38,476,,,,,0,992,40,1032,1403
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,427,3,185,158,93,,0,99,171,158,38,258,,,,,0,1160,89,1249,1822
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,428,2,162,112,63,,0,57,178,123,28,232,,,,,0,955,90,1045,1466
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,431,2,91,223,40,,0,121,38,62,33,197,,,,,0,805,59,864,1077
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,434,1,19,233,12,,0,38,42,37,8,28,,,,,0,417,20,437,557
4,29,TLAXCALA,14,NATIVITAS,58,SANTA ANA NOPALUCAN,254,4,306,139,31,,0,491,446,173,15,341,,,,,1,1943,88,2031,2632
4,29,TLAXCALA,14,NATIVITAS,58,SANTA ANA NOPALUCAN,255,4,256,118,24,,0,704,354,117,13,337,,,,,0,1923,105,2028,2601
4,29,TLAXCALA,14,NATIVITAS,45,SANTA APOLONIA TEACALCO,316,3,129,329,58,,0,55,342,70,17,305,,,,,1,1306,59,1365,1685
4,29,TLAXCALA,14,NATIVITAS,45,SANTA APOLONIA TEACALCO,317,3,106,374,62,,0,79,512,75,22,274,,,,,0,1504,34,1538,1853
4,29,TLAXCALA,14,NATIVITAS,47,SAN JUAN HUACTZINCO,395,4,642,250,99,,0,87,213,172,56,367,,,,,2,1888,120,2008,2781
4,29,TLAXCALA,14,NATIVITAS,47,SAN JUAN HUACTZINCO,396,4,605,211,68,,1,141,123,166,39,286,,,,,0,1640,94,1734,2345
4,29,TLAXCALA,14,NATIVITAS,53,SAN DAMIAN TEXOLOC,429,3,153,381,49,,0,164,138,213,25,292,,,,,1,1416,113,1529,1979
4,29,TLAXCALA,14,NATIVITAS,53,SAN DAMIAN TEXOLOC,430,3,154,477,65,,0,202,122,198,26,348,,,,,0,1592,127,1719,2200
4,29,TLAXCALA,14,NATIVITAS,56,SAN JERONIMO ZACUALPAN,432,2,96,223,19,,0,24,113,87,11,391,,,,,0,964,58,1022,1272
4,29,TLAXCALA,14,NATIVITAS,56,SAN JERONIMO ZACUALPAN,433,3,123,280,25,,0,34,154,118,14,471,,,,,2,1221,67,1288,1634
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,5,484,469,124,22,104,126,9,173,21,,628,,,,4,2164,83,2247,3169
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,349,5,444,532,164,28,122,106,10,184,31,,667,,,,1,2289,98,2387,3221
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,350,6,750,668,351,51,50,44,8,161,22,,679,,,,31,2815,118,2933,4239
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,351,5,813,608,108,101,14,59,114,157,8,,440,,,,3,2425,86,2511,3462
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,352,4,527,395,100,100,13,35,78,109,6,,443,,,,0,1806,78,1884,2554
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,353,5,676,532,84,39,57,60,9,122,6,,427,,,,1,2013,91,2104,3073
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,354,5,682,492,154,35,51,98,23,131,20,,488,,,,1,2175,86,2261,3146
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,355,4,450,537,114,21,23,38,16,166,14,,407,,,,0,1786,63,1849,2613
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,356,5,366,539,298,106,80,162,9,176,22,,419,,,,0,2177,113,2290,3384
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,357,5,313,466,181,12,28,83,21,236,11,,388,,,,0,1739,62,1801,2670
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,358,5,483,471,195,7,53,77,10,172,15,,473,,,,0,1956,69,2025,3060
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,359,3,319,233,178,19,27,28,7,149,16,,441,,,,0,1417,59,1476,2181
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,360,3,309,258,204,34,64,37,6,140,14,,265,,,,3,1334,65,1399,2084
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,361,4,987,277,79,47,58,40,14,109,11,,175,,,,0,1797,90,1887,2723
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,362,5,1001,425,103,30,101,37,10,100,21,,320,,,,0,2148,112,2260,3479
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,363,6,428,649,20,51,234,39,5,161,18,,763,,,,0,2368,175,2543,3778
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,364,4,284,343,23,24,104,51,4,114,7,,496,,,,0,1450,76,1526,2375
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,372,2,192,138,11,21,52,63,3,52,6,,227,,,,0,765,37,802,1277
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,373,2,152,89,7,13,102,32,3,35,4,,271,,,,0,708,35,743,1147
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,374,2,153,68,6,2,26,59,1,61,2,,127,,,,0,505,17,522,911
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,375,3,242,154,12,10,87,130,5,174,12,,226,,,,0,1052,44,1096,1960
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,376,2,129,107,19,5,85,83,5,154,1,,274,,,,0,862,20,882,1430
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,377,3,282,132,12,4,64,101,5,152,10,,233,,,,0,995,51,1046,1806
