CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,905,3,100,316,4,600,8,11,287,40,9,3,0,9,1,7,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,0,37,1435,1838
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,906,4,99,515,2,647,17,13,664,90,17,1,4,4,0,12,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087,0,75,2162,2779
4,17,MORELOS,5,TEMIXCO,7,CUERNAVACA,387,6,304,120,235,114,82,39,32,594,62,89,22,12,,40,8,1,13,5,6,14,3,,,,,,,,,,,,98,17,76,,,,,,,,,,,,,,,,,,,,1986,0,122,2108,4076
4,17,MORELOS,5,TEMIXCO,7,CUERNAVACA,388,5,174,110,147,111,72,32,30,473,56,74,24,4,,23,3,2,17,6,3,3,1,,,,,,,,,,,,111,24,91,,,,,,,,,,,,,,,,,,,,1591,0,83,1674,3039
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,555,3,3,180,446,2,68,2,10,203,29,20,4,,14,12,4,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,0,36,1040,1475
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,556,2,4,134,316,1,40,7,3,203,25,8,9,,13,19,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,0,30,817,1181
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,557,3,4,274,604,2,60,4,2,303,52,22,12,,24,16,2,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,0,60,1461,2076
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,558,3,2,176,541,0,55,14,3,237,34,7,15,,22,21,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,0,27,1162,1522
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,559,1,0,130,150,0,24,1,4,125,11,2,3,,8,7,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0,9,481,662
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,560,4,4,324,664,4,64,2,5,252,73,16,16,,26,16,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,3,39,1520,2274
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,561,3,1,61,427,2,27,2,4,122,19,14,5,,12,10,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,0,34,741,989
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,562,2,1,64,373,4,45,3,11,196,34,13,3,,8,9,6,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,0,33,814,1124
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,563,2,5,143,343,4,24,5,3,128,20,10,2,,16,10,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,0,32,749,1105
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,564,3,4,146,543,1,59,23,5,337,62,9,15,,9,19,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,0,47,1293,2067
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,565,3,3,214,412,6,78,9,5,352,102,12,10,,15,4,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,1,49,1287,2112
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,566,1,2,68,151,0,34,4,3,116,11,5,3,,5,5,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,0,15,429,575
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,567,2,6,127,345,4,32,4,5,188,55,5,5,,5,9,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0,16,812,1282
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,568,3,4,191,461,7,34,12,6,215,33,11,5,,10,9,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,0,44,1049,1657
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,611,3,58,71,325,44,70,21,10,428,63,44,25,1,8,19,3,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,1246,0,52,1298,2032
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,613,2,311,62,48,38,14,29,14,150,19,5,7,7,1,6,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,738,0,30,768,1093
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,614,2,211,51,33,26,21,17,7,167,13,9,10,4,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,608,1,32,641,891
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,615,3,78,66,259,63,51,48,8,321,41,27,17,2,10,18,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,1054,0,45,1099,1640
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,616,10,147,609,802,309,158,64,33,1249,111,86,43,5,49,91,31,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,3889,0,121,4010,6992
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,617,3,33,276,209,61,48,20,11,300,33,25,10,0,15,16,5,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,1088,0,47,1135,1855
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,618,5,108,365,371,92,93,60,16,567,66,46,126,3,20,37,12,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,2096,0,80,2176,3656
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,619,3,30,74,233,78,45,34,13,249,31,37,12,1,7,15,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,902,0,37,939,1703
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,620,4,424,96,142,110,40,57,19,375,45,16,16,7,5,16,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,1422,0,51,1473,2371
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,621,2,61,149,147,60,27,17,16,276,31,29,16,0,3,10,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,878,1,27,906,1480
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,622,3,75,191,194,47,40,29,19,358,49,24,38,3,9,28,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,1158,0,25,1183,1975
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,623,5,61,295,279,63,103,31,23,615,66,43,18,1,20,44,2,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,1732,1,67,1800,3305
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,624,3,35,203,194,38,56,19,5,353,33,39,12,1,11,13,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,1030,0,42,1072,1914
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,625,2,43,182,150,36,19,12,4,240,28,22,17,1,7,10,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,808,0,14,822,1352
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,626,3,50,153,164,48,32,23,15,314,25,34,18,7,7,12,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,933,1,30,964,1616
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,627,2,15,146,126,30,21,12,14,206,25,11,10,1,5,17,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,669,0,19,688,1143
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,628,2,20,143,131,72,31,20,11,238,15,9,12,1,8,11,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,757,0,29,786,1277
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,629,3,321,156,94,90,41,52,19,321,30,10,29,10,4,16,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,1239,2,52,1293,1943
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,630,4,49,471,265,166,41,28,19,359,38,62,29,0,11,21,7,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,1617,0,46,1663,2533
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,631,3,26,207,152,76,34,19,11,265,21,19,7,1,8,15,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,893,0,31,924,1578
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,632,3,28,108,159,50,40,18,11,295,38,32,13,0,12,15,2,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,867,0,44,911,1629
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,633,3,29,150,186,40,42,25,11,314,34,59,18,1,9,27,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,998,0,60,1058,1762
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,634,6,140,256,232,178,63,61,42,531,60,34,80,7,7,31,2,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,1812,1,66,1879,2829
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,635,3,38,175,246,48,65,17,14,367,21,32,7,2,13,26,10,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,1118,7,36,1161,2055
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,636,3,44,113,195,67,76,19,7,323,48,52,14,2,13,38,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,1073,1,47,1121,1862
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,637,2,35,112,173,39,59,22,10,248,25,22,24,3,6,10,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,844,1,34,879,1492
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,638,3,65,157,173,67,75,48,20,379,48,33,18,5,9,18,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,1161,1,43,1205,2050
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,639,3,72,118,130,164,56,79,35,302,30,25,20,7,9,20,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,1129,0,29,1158,1790
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,640,2,30,104,106,118,25,54,8,193,15,15,7,6,5,11,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,765,1,17,783,1172
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,641,2,35,96,99,150,29,47,19,261,11,11,31,1,2,10,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,852,2,44,898,1343
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,642,3,33,74,147,49,81,46,4,328,39,15,15,1,6,34,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,921,1,29,951,1557
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,643,2,15,50,112,23,31,10,2,135,23,13,3,1,5,8,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,463,1,15,479,827
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,644,5,64,143,349,108,149,50,28,535,68,82,40,2,20,33,12,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,1752,2,83,1837,3397
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,645,3,31,77,110,84,52,47,14,294,37,18,18,2,5,29,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,914,2,32,948,1726
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,646,3,43,64,102,58,43,53,23,285,21,16,23,0,7,13,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,844,0,33,877,1558
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,647,4,66,149,224,190,84,88,31,494,46,34,72,7,4,27,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,1599,1,55,1655,2759
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,648,2,39,76,117,97,24,80,35,240,15,13,16,6,4,12,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,871,1,22,894,1412
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,649,4,68,98,150,162,69,66,28,496,39,33,21,6,5,31,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,1376,0,47,1423,2261
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,650,1,39,50,41,30,19,10,4,137,7,5,4,1,0,8,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,371,1,8,380,614
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,651,5,74,159,253,91,76,135,24,438,61,22,115,12,12,49,4,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,1639,1,59,1699,3040
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,652,4,35,213,329,54,100,22,17,513,59,35,30,0,22,46,16,8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,1559,0,152,1711,2835
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,653,6,63,178,260,85,224,25,34,787,90,61,51,3,13,62,23,13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,2052,0,91,2143,4054
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,431,3,66,45,145,48,49,32,21,359,61,31,25,,,21,2,0,8,13,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,1,44,974,1589
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,432,3,97,50,124,44,57,30,28,382,47,27,13,,,18,4,3,5,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,1,30,969,1534
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,433,4,66,96,218,58,81,68,30,510,101,58,21,,,36,5,3,19,20,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,1,48,1452,2309
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,434,4,99,64,261,51,88,57,32,502,100,48,25,,,35,9,2,17,17,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,2,56,1473,2319
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,435,3,64,70,241,62,77,56,39,483,74,44,14,,,23,5,2,11,13,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,0,48,1341,2131
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,436,5,148,84,344,91,120,49,41,749,85,88,30,,,45,3,2,24,25,14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,3,55,2003,3164
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,437,4,107,84,264,74,107,42,41,602,84,68,28,,,44,4,4,19,18,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,5,61,1672,2821
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,438,4,80,77,373,77,92,44,36,497,76,59,27,,,24,6,3,8,22,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517,1,61,1579,2369
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,439,3,100,54,246,67,55,33,62,500,76,39,21,,,37,0,1,10,16,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,0,39,1369,1984
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,440,2,77,34,118,25,48,16,128,272,37,23,15,,,18,1,1,8,8,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,0,22,854,1016
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,441,2,116,43,128,20,50,22,22,335,53,18,16,,,28,2,0,1,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,0,24,885,1153
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,442,1,74,17,93,13,30,15,23,209,20,14,4,,,11,2,0,6,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,1,13,547,744
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,443,2,85,31,112,21,44,21,31,230,29,16,10,,,6,2,1,3,8,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0,25,678,913
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,444,2,75,42,203,55,52,23,24,354,64,31,12,,,30,4,1,8,5,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2,19,1012,1448
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,4,130,73,361,64,100,26,25,469,53,52,25,,,35,3,3,11,27,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,0,58,1528,2455
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,446,2,49,21,105,29,35,12,20,207,26,34,14,,,18,0,0,2,5,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,1,16,602,820
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,447,1,53,31,92,23,36,20,24,224,19,18,8,,,7,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,0,16,574,746
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,4,141,165,311,75,84,23,42,604,78,59,24,,,29,8,0,12,21,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694,3,52,1749,2742
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,7,211,183,648,132,148,63,61,1071,130,97,47,,,55,16,4,32,40,18,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966,5,66,3037,4683
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,4,129,79,360,52,83,46,49,658,83,35,31,,,34,8,3,12,25,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697,1,61,1759,2600
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,451,2,45,40,186,18,30,16,24,300,41,22,20,,,20,2,0,6,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,0,26,808,1083
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,452,2,104,49,127,21,44,14,32,271,30,15,11,,,29,1,0,1,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,0,20,773,1019
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,6,135,129,516,83,121,42,50,919,137,51,32,,,74,9,1,41,47,16,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413,6,69,2488,3949
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,5,80,277,452,64,89,24,40,617,84,65,20,,,54,7,2,21,22,19,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,0,41,1981,3151
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,457,4,122,208,323,32,84,30,27,573,69,32,16,,,34,3,3,19,21,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,0,36,1641,2534
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,458,3,26,244,153,28,56,16,22,312,52,17,4,,,22,3,0,11,12,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,0,23,1007,1545
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,459,3,54,283,204,19,35,19,5,231,28,19,12,,,16,3,0,7,8,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,0,25,971,1509
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,460,2,31,73,152,20,21,9,12,167,24,18,9,,,7,0,0,1,8,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,0,14,574,824
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,461,2,62,74,159,12,30,20,9,207,30,14,16,,,9,0,0,5,8,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0,19,677,987
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,462,2,58,55,113,25,47,10,10,251,23,14,7,,,18,2,2,10,12,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,0,22,686,973
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,463,2,53,227,133,11,51,24,24,255,60,22,5,,,23,4,2,11,9,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,1,21,942,1463
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,464,4,166,230,352,59,100,23,29,639,138,35,26,,,50,6,4,22,28,10,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,0,43,1963,2894
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,466,2,63,21,118,27,30,14,22,191,50,19,18,,,13,3,1,1,9,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,0,14,617,867
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,467,2,52,62,215,33,46,35,16,252,41,24,9,,,17,1,3,9,11,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,1,19,854,1237
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,5,230,133,579,93,115,70,55,777,125,63,37,,,49,4,0,17,38,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,1,55,2456,3551
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,469,3,55,36,319,52,60,27,14,423,63,53,16,,,36,2,3,15,21,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,0,32,1240,1948
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,470,3,50,54,334,43,77,13,17,487,65,33,18,,,44,8,5,16,21,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,1,37,1335,1951
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,471,3,67,56,304,53,74,22,31,437,65,49,23,,,30,10,4,11,22,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271,1,51,1323,2186
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,5,78,85,446,73,140,32,36,636,96,76,35,,,51,5,6,14,29,15,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,7,67,1938,3252
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,473,3,321,67,223,55,44,20,20,275,34,24,9,,,16,2,0,8,17,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,0,33,1172,1729
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,474,2,71,48,162,36,48,19,15,369,46,26,11,,,24,1,1,13,12,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,1,18,928,1284
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,475,2,29,23,166,29,41,8,7,183,35,15,5,,,14,1,0,9,12,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,0,10,600,945
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,8,293,164,962,149,176,76,76,1263,199,116,70,,,92,9,4,33,69,17,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3782,6,103,3891,5710
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,478,2,44,13,213,26,34,17,12,177,28,32,7,,,16,2,2,3,17,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,0,15,672,989
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,479,2,38,33,192,34,40,8,14,286,33,24,15,,,28,3,1,7,11,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,0,28,802,1220
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,480,2,45,13,97,22,59,15,17,166,38,25,7,,,7,6,7,3,5,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,2,2,546,873
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,6,365,89,672,96,135,29,40,823,146,83,28,,,54,8,5,29,40,21,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2672,2,57,2731,4187
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,3,143,67,347,39,73,26,20,469,56,32,21,,,18,1,3,17,17,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358,2,26,1386,1937
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,4,248,73,446,63,123,28,33,648,78,37,25,,,53,10,1,23,29,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,1,35,1964,2697
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,6,131,76,526,124,150,47,35,853,106,71,37,,,73,7,6,34,43,15,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,1,54,2397,3059
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,5,58,55,641,116,137,19,25,708,94,57,14,,,60,6,9,37,51,24,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,15,41,2184,3433
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,10,320,142,1051,193,221,60,78,1493,172,119,67,,,75,9,9,48,63,18,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4163,2,119,4284,6630
