CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA_PCPP,PAN_PRD_MC_NA_PSI,PAN_PRD_MC_PCPP_PSI,PAN_PRD_NA_PCPP_PSI,PAN_MC_NA_PCPP_PSI,PRD_MC_NA_PCPP_PSI,PAN_PRD_MC_NA,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_NA_PCPP,PAN_PRD_NA_PSI,PAN_PRD_PCPP_PSI,PAN_MC_NA_PCPP,PAN_MC_NA_PSI,PAN_MC_PCPP_PSI,PAN_NA_PCPP_PSI,PRD_MC_NA_PCPP,PRD_MC_NA_PSI,PRD_MC_PCPP_PSI,PRD_NA_PCPP_PSI,MC_NA_PCPP_PSI,PAN_PRD_MC,PAN_PRD_NA,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_NA,PAN_MC_PCPP,PAN_MC_PSI,PAN_NA_PCPP,PAN_NA_PSI,PAN_PCPP_PSI,PRD_MC_NA,PRD_MC_PCPP,PRD_MC_PSI,PRD_NA_PCPP,PRD_NA_PSI,PRD_PCPP_PSI,MC_NA_PCPP,MC_NA_PSI,MC_PCPP_PSI,NA_PCPP_PSI,PAN_PRD,PAN_MC,PAN_NA,PAN_PCPP,PAN_PSI,PRD_MC,PRD_NA,PRD_PCPP,PRD_PSI,MC_NA,MC_PCPP,MC_PSI,NA_PCPP,NA_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,PAN_PRD_MC,PAN_PRD_PCPP,PAN_MC_PCPP,PRD_MC_PCPP,PAN_PRD,PAN_MC,PAN_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,PAN_PRD_MC,PAN_PRD_PSI_,PAN_MC_PSI,PRD_MC_PSI,PAN_PRD,PAN_MC,PAN_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_PCPP_PSI,PRD_PCPP_PSI,PAN_PRD,PAN_PCPP,PAN_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,MC_PCPP_PSI,PAN_MC,PAN_PCPP,PAN_PSI,MC_PCPP,MC_PSI,PCPP_PSI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,3,87,169,21,60,301,306,198,17,2,456,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,1,0,0,3,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,0,112,1760,2193
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,769,1,28,29,5,17,91,67,40,0,5,114,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,0,34,444,597
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,830,2,191,362,25,28,9,22,26,3,11,317,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,6,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,0,39,1061,1218
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,3,148,499,135,37,10,11,6,6,8,430,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,0,68,1383,1598
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,832,3,92,425,125,50,16,20,5,6,11,387,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,0,90,1260,1616
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,833,2,244,151,19,26,5,16,3,2,5,267,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,0,50,805,966
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,834,3,446,252,18,39,12,11,5,3,35,188,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,9,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,0,76,1113,1364
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,883,2,229,186,15,19,18,8,13,27,1,234,10,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,0,60,850,1192
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,884,2,245,171,17,26,12,8,7,0,2,286,7,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,6,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,1,56,869,1137
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,885,2,189,99,14,21,10,6,7,11,3,172,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,0,4,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,0,40,603,789
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,886,2,99,44,5,11,3,3,1,5,1,67,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,17,266,354
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,887,2,281,136,27,16,11,8,6,17,4,164,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,1,0,0,5,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,0,60,771,1055
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,888,1,129,85,11,15,5,4,2,8,1,90,5,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,39,416,626
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,889,3,198,137,36,40,13,15,6,36,3,273,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,0,60,840,1169
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,890,4,150,110,155,196,8,5,7,464,2,437,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,1,4,0,1,2,1,0,0,1,9,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,0,130,1714,2377
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,891,1,32,53,47,31,5,3,2,109,1,91,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,32,420,561
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,892,1,84,30,4,4,1,3,1,3,0,30,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,0,9,183,260
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,893,2,179,49,52,76,3,25,1,18,2,380,12,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,33,9,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,82,940,1346
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,894,2,104,70,29,21,6,26,13,48,4,139,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,7,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,0,68,564,791
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,895,1,85,57,6,6,4,2,2,1,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0,22,224,299
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,896,3,114,111,105,68,14,24,11,37,3,506,19,4,0,0,0,0,8,6,0,0,0,0,0,1,0,1,0,16,1,2,1,2,1,0,2,2,0,28,15,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,0,123,1237,1737
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,112,PANTEPEC,912,2,516,38,46,10,17,4,10,147,6,126,6,0,0,0,0,0,0,0,2,0,0,6,6,0,3,3,0,0,3,2,0,0,16,0,0,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,0,44,1016,1162
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,112,PANTEPEC,913,4,804,53,42,18,13,6,17,254,16,195,4,2,0,0,0,0,1,0,1,0,1,0,0,1,0,9,0,1,4,2,0,0,13,0,0,0,2,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,0,107,1573,1870
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,112,PANTEPEC,914,2,204,70,38,12,5,4,6,205,6,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,1,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0,21,681,787
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,112,PANTEPEC,915,3,495,68,65,27,12,6,19,288,18,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,15,1,0,0,1,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151,0,100,1251,1408
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,112,PANTEPEC,916,2,386,32,54,5,3,4,8,133,2,56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,0,46,744,831
1,21,PUEBLA,1,XICOTEPEC DE JUAREZ,112,PANTEPEC,917,3,567,64,121,26,14,10,14,345,19,281,12,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,1,0,0,20,1,0,0,1,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,0,104,1614,2011
