ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,9,B,1,0,B,110,161,0,11,5,1,14,69,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,5,379,574,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,9,C,1,0,C01,72,185,0,14,8,2,5,64,3,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,359,0,17,376,574,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,9,C,2,0,C02,72,168,1,4,4,1,2,63,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,319,1,10,330,574,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,9,C,3,0,C03,65,128,0,15,4,2,2,64,2,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,286,0,10,296,574,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,10,B,1,0,B,118,138,2,13,2,2,4,86,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,369,0,10,379,607,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,10,C,1,0,C01,108,129,8,9,11,1,5,67,3,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,349,0,8,357,607,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,10,C,2,0,C02,93,138,4,14,4,2,1,92,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,352,0,4,356,607,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,11,B,1,0,B,127,163,3,19,5,1,3,78,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,402,0,6,408,683,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,11,C,1,0,C01,82,193,2,17,1,2,12,55,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,11,379,682,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,11,C,2,0,C02,96,166,3,25,7,2,3,63,5,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,7,381,682,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,11,C,3,0,C03,101,165,1,18,6,0,6,70,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,0,370,682,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,11,C,4,0,C04,119,166,4,22,3,0,3,54,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,7,383,682,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,12,B,1,0,B,31,163,7,10,8,7,6,57,4,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,297,0,18,315,651,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,12,C,1,0,C01,49,162,7,12,10,4,5,66,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,321,0,18,339,651,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,13,B,1,0,B,84,122,7,27,17,7,7,97,2,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,26,403,749,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,14,B,1,0,B,48,40,3,15,13,2,3,40,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,7,173,338,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,15,B,1,0,B,113,36,4,16,4,4,4,54,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,9,247,695,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,16,B,1,0,B,76,117,4,9,18,3,2,70,3,5,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,14,328,613,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,16,C,1,0,C01,64,129,8,4,15,4,3,43,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,20,290,612,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,16,C,2,0,C02,72,95,4,12,14,3,3,72,4,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,284,0,21,305,612,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,17,B,1,0,B,102,99,7,12,10,1,2,111,4,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,355,0,17,372,685,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,17,C,1,0,C01,82,102,4,8,24,3,3,119,1,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,11,365,684,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,18,B,1,0,B,62,54,2,26,9,1,2,62,3,4,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,9,239,442,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,18,C,1,0,C01,48,28,4,18,8,2,2,57,3,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,9,186,441,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,19,B,1,0,B,55,27,4,10,14,2,1,92,6,8,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,6,229,558,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,19,C,1,0,C01,77,29,6,13,22,2,0,83,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,242,0,2,244,557,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,20,B,1,0,B,83,51,0,3,11,2,5,77,5,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,8,254,647,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,20,C,1,0,C01,91,49,5,2,10,5,2,87,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,254,0,7,261,647,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,20,C,2,0,C02,105,52,2,7,8,2,2,106,2,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,294,0,12,306,647,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,21,B,1,0,B,55,43,6,5,20,3,1,97,9,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,9,252,603,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,21,C,1,0,C01,53,65,1,9,17,3,0,87,1,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,245,0,9,254,603,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,21,C,2,0,C02,40,64,2,6,12,2,0,124,2,2,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,260,0,6,266,602,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,22,B,1,0,B,60,50,1,12,12,2,3,74,2,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,222,0,0,222,603,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,22,C,1,0,C01,57,48,3,9,9,1,1,82,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,212,1,15,228,602,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,22,E,1,0,E01,80,57,0,26,11,5,2,104,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,8,297,507,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,22,E,1,1,E01C01,77,60,2,10,9,4,1,85,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,13,268,507,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,23,B,1,0,B,105,42,3,20,5,1,1,46,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,229,0,2,231,497,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,24,B,1,0,B,116,101,5,11,4,3,5,122,4,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,17,394,605,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,24,C,1,0,C01,99,101,5,18,10,2,2,116,1,5,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,362,0,12,374,605,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,24,C,2,0,C02,98,85,2,15,8,2,6,113,3,6,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,345,0,12,357,604,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,25,B,1,0,B,84,73,1,14,0,0,7,80,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,7,266,496,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,25,C,1,0,C01,51,85,2,10,9,3,2,74,1,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,241,0,5,246,495,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,26,B,1,0,B,40,20,4,6,21,1,3,149,6,12,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,12,279,540,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,26,C,1,0,C01,47,24,2,7,10,0,0,183,8,7,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,291,0,11,302,540,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,26,C,2,0,C02,32,47,4,7,15,6,0,202,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,319,0,7,326,539,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,27,B,1,0,B,88,96,0,13,5,1,2,73,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,284,0,4,288,508,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,27,C,1,0,C01,86,83,2,16,7,1,3,59,13,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,275,0,5,280,508,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,27,C,2,0,C02,83,65,2,19,9,4,1,63,6,4,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,10,273,507,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,28,B,1,0,B,72,62,8,16,9,4,1,72,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,247,0,3,250,402,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,29,B,1,0,B,78,84,3,8,9,0,5,36,5,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,231,0,11,242,495,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,29,C,1,0,C01,77,85,1,12,6,3,2,48,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,14,254,494,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,30,B,1,0,B,86,34,1,18,7,5,1,40,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,197,0,12,209,398,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,30,C,1,0,C01,82,40,4,14,6,0,1,40,2,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,194,0,6,200,398,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,31,B,1,0,B,65,63,3,12,11,1,2,89,4,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,254,0,5,259,537,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,31,C,1,0,C01,75,61,8,15,9,0,1,94,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,269,0,6,275,537,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,31,C,2,0,C02,74,53,10,23,10,5,2,78,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,6,269,536,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,32,B,1,0,B,100,159,3,23,13,2,6,78,4,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,391,0,14,405,654,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,32,C,1,0,C01,104,132,2,16,10,4,4,91,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,5,371,654,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,33,B,1,0,B,82,59,2,21,11,1,3,50,9,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,239,0,4,243,382,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,33,C,1,0,C01,84,64,2,8,8,1,4,62,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,7,242,382,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,34,B,1,0,B,79,20,5,19,12,6,7,44,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,198,0,10,208,580,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,34,C,1,0,C01,62,33,10,20,14,2,5,49,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,15,215,580,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,34,C,2,0,C02,68,34,6,23,8,4,6,58,2,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,214,0,9,223,580,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,35,B,1,0,B,66,98,1,14,2,3,4,33,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,224,0,9,233,510,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,35,C,1,0,C01,41,94,2,7,4,2,2,32,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,6,193,510,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,36,B,1,0,B,29,99,2,17,4,5,2,62,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,225,1,12,238,447,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,36,C,1,0,C01,34,83,1,23,5,3,3,40,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,8,204,446,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,37,B,1,0,B,111,76,23,18,5,5,0,36,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,280,0,12,292,566,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,37,C,1,0,C01,97,67,17,18,5,5,2,49,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,10,273,565,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,38,B,1,0,B,93,107,7,11,8,1,3,65,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,301,1,11,313,589,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,38,C,1,0,C01,107,85,6,13,7,5,8,76,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,7,324,588,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,38,C,2,0,C02,101,124,4,17,3,4,7,46,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,309,0,16,325,588,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,38,C,3,0,C03,87,106,7,12,6,6,5,56,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,291,0,7,298,588,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,39,B,1,0,B,99,126,4,21,2,2,3,63,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,9,336,594,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,39,C,1,0,C01,88,123,3,20,5,3,5,66,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,10,327,594,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,39,C,2,0,C02,101,122,2,21,5,2,3,69,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,329,0,4,333,594,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,40,B,1,0,B,99,77,15,63,14,3,11,74,3,4,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,7,373,708,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,40,C,1,0,C01,91,54,10,67,4,3,6,74,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,23,336,707,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,41,B,1,0,B,142,36,9,34,10,6,1,65,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,311,0,6,317,658,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,41,C,1,0,C01,148,51,6,42,7,4,3,45,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,311,0,17,328,658,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,42,B,1,0,B,56,108,6,5,5,5,2,38,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,10,240,659,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,42,C,1,0,C01,54,72,2,12,2,4,4,42,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,194,0,4,198,659,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,43,B,1,0,B,49,84,1,21,11,6,2,72,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,0,249,448,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,44,B,1,0,B,60,74,1,13,2,2,2,57,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,217,0,6,223,427,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,44,C,1,0,C01,53,68,0,16,5,0,4,31,2,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,184,0,7,191,426,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,45,B,1,0,B,50,38,0,12,7,4,0,50,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,2,168,390,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,46,B,1,0,B,39,34,1,15,9,6,4,117,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,237,0,7,244,479,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,46,E,1,0,E01,53,37,1,23,4,0,2,105,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,7,237,418,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,47,B,1,0,B,49,73,0,33,21,0,1,177,6,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,16,384,707,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,47,C,1,0,C01,83,43,2,25,11,6,4,119,6,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,302,0,14,316,707,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,48,B,1,0,B,48,92,8,33,8,1,8,37,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,12,252,535,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,48,E,1,0,E01,76,22,4,23,13,2,3,83,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,233,0,4,237,500,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,49,B,1,0,B,56,64,6,13,20,3,4,136,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,311,0,16,327,602,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,50,B,1,0,B,90,68,2,6,5,5,0,91,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,6,280,603,Acta casilla,,,
11,GUANAJUATO,18,PENJAMO,1,ABASOLO ,50,C,1,0,C01,96,46,8,6,23,2,3,91,3,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,286,0,13,299,603,Acta casilla,,,
