MUNICIPIO,SECCION,Lista Nominal,CASILLA,PAN,PRI,APM,PT,PVEM,PCM,PARM,PDS,PAS,NO REGISTRADOS,NULOS
TEPALCINGO,654,530,BASICA,19,66,179,8,0,0,0,58,0,0,9
TEPALCINGO,654,530,CONTIGUA1,19,97,151,15,0,0,0,31,0,0,10
TEPALCINGO,654,530,CONTIGUA2,28,75,168,5,0,0,0,49,0,0,9
TEPALCINGO,655,597,BASICA,46,97,174,23,0,0,0,18,0,0,9
TEPALCINGO,655,598,CONTIGUA1,41,110,196,18,0,0,0,21,0,0,8
TEPALCINGO,656,522,BASICA,39,120,144,21,0,0,0,16,0,0,9
TEPALCINGO,656,522,CONTIGUA1,68,123,147,10,0,0,0,18,0,0,12
TEPALCINGO,657,625,BASICA,43,79,221,7,0,0,0,23,0,0,17
TEPALCINGO,657,625,CONTIGUA1,45,88,223,7,0,0,0,36,0,0,16
TEPALCINGO,658,474,BASICA,31,112,141,11,0,0,0,11,0,0,9
TEPALCINGO,658,475,CONTIGUA1,38,108,161,6,0,0,0,12,0,0,8
TEPALCINGO,659,354,BASICA,29,90,72,4,0,0,0,1,0,0,12
TEPALCINGO,660,579,BASICA,117,148,132,12,1,0,1,5,0,0,15
TEPALCINGO,660,579,CONTIGUA1,120,140,122,12,0,0,0,10,0,0,10
TEPALCINGO,661,425,BASICA,74,93,87,8,2,1,0,4,0,0,4
TEPALCINGO,661,426,CONTIGUA1,91,102,50,9,0,0,2,9,0,0,3
TEPALCINGO,662,559,BASICA,10,127,128,5,2,0,0,13,0,0,8
TEPALCINGO,662,560,CONTIGUA1,5,163,151,0,0,0,0,10,0,0,0
TEPALCINGO,663,550,BASICA,32,130,152,1,0,0,0,10,0,0,22
TEPALCINGO,663,551,CONTIGUA1,26,187,143,2,0,0,0,10,0,0,0
TEPALCINGO,663,123,GEOGRAFICA,2,26,30,1,0,0,0,10,0,4,5
TEPALCINGO,664,203,BASICA,9,58,44,24,0,0,0,0,0,0,7
TEPALCINGO,664,80,GEOGRAFICA,18,22,9,0,0,0,0,3,0,3,5
TEPALCINGO,665,445,BASICA,54,112,59,2,0,1,0,18,0,0,13
TEPALCINGO,665,446,CONTIGUA1,40,119,66,3,0,0,0,20,0,0,13
TEPALCINGO,666,118,BASICA,1,57,19,4,0,0,0,0,0,0,2
TEPALCINGO,667,613,BASICA,13,232,90,3,1,0,0,1,0,0,5
TEPALCINGO,667,614,CONTIGUA1,19,176,112,5,1,2,1,0,0,0,5
TEPALCINGO,668,496,BASICA,16,119,127,2,2,0,2,2,1,0,5
TEPALCINGO,668,496,CONTIGUA1,13,110,139,5,0,0,2,0,0,0,11
TEPALCINGO,669,544,BASICA,80,89,135,17,0,0,0,14,0,0,9
TEPALCINGO,669,545,CONTIGUA1,91,79,127,20,0,0,0,18,0,0,15
TEPOZTLAN,670,450,BASICA,63,27,137,0,0,0,66,12,0,5,8
TEPOZTLAN,670,451,CONTIGUA1,79,27,111,2,0,0,77,9,0,0,11
TEPOZTLAN,671,482,BASICA,54,48,136,0,0,0,58,5,0,0,29
TEPOZTLAN,671,482,CONTIGUA1,33,25,143,1,0,0,67,4,0,0,3
TEPOZTLAN,672,412,BASICA,47,29,133,0,0,0,44,8,0,0,5
TEPOZTLAN,673,684,BASICA,72,72,241,0,0,0,90,12,0,0,21
TEPOZTLAN,673,685,CONTIGUA1,49,65,215,2,1,0,149,14,0,0,20
TEPOZTLAN,674,488,BASICA,66,38,123,2,0,0,76,16,0,0,11
TEPOZTLAN,674,489,CONTIGUA1,58,54,90,0,0,0,114,7,0,0,16
TEPOZTLAN,675,664,BASICA,90,66,96,0,0,0,140,21,0,0,18
TEPOZTLAN,675,665,CONTIGUA1,101,49,146,3,0,0,113,10,0,0,12
TEPOZTLAN,676,602,BASICA,74,48,151,0,0,0,101,0,0,1,17
TEPOZTLAN,676,603,CONTIGUA1,80,54,169,0,0,0,93,20,0,0,21
TEPOZTLAN,677,479,BASICA,64,47,96,0,0,0,97,3,0,0,5
TEPOZTLAN,677,480,CONTIGUA1,59,22,143,3,0,1,92,11,2,0,7
TEPOZTLAN,678,734,BASICA,106,90,138,3,2,2,133,16,0,0,11
TEPOZTLAN,679,561,BASICA,77,45,101,0,0,0,83,17,0,0,14
TEPOZTLAN,679,561,CONTIGUA1,94,65,117,0,0,0,66,12,0,0,27
TEPOZTLAN,680,492,BASICA,109,125,44,0,0,0,13,15,0,0,22
TEPOZTLAN,680,493,CONTIGUA1,119,120,60,2,1,2,10,9,1,0,10
TEPOZTLAN,681,375,BASICA,33,87,84,0,0,0,14,1,0,0,20
TEPOZTLAN,681,376,CONTIGUA1,33,96,74,0,0,0,13,2,0,0,14
TEPOZTLAN,682,563,BASICA,158,87,57,1,1,0,9,3,0,0,11
TEPOZTLAN,682,563,CONTIGUA1,137,118,57,0,0,0,13,2,0,0,19
TEPOZTLAN,683,657,BASICA,127,72,93,0,0,0,7,9,0,0,25
TEPOZTLAN,683,657,CONTIGUA1,148,99,104,0,0,0,14,14,0,0,11
TEPOZTLAN,684,568,BASICA,79,128,53,0,0,0,74,13,0,0,24
TEPOZTLAN,685,629,BASICA,47,185,145,0,0,0,24,8,0,5,12
TEPOZTLAN,686,398,BASICA,117,73,27,2,1,0,30,17,1,0,5
TEPOZTLAN,686,398,CONTIGUA1,139,60,23,4,0,0,16,35,0,0,11
TEPOZTLAN,686,606,GEOGRAFICA1,277,93,33,0,0,0,21,6,0,0,5
TEPOZTLAN,686,607,GEOGRAFICA2,297,68,38,0,0,0,20,8,0,0,5
TEPOZTLAN,687,406,BASICA,109,96,50,1,1,2,9,5,2,0,10
TEPOZTLAN,687,407,CONTIGUA1,117,78,59,3,2,0,3,7,0,0,8
TEPOZTLAN,688,508,BASICA,125,91,57,5,2,1,4,1,0,0,7
TETECALA,689,625,BASICA,17,130,51,0,147,12,0,14,0,0,14
TETECALA,689,626,CONTIGUA1,22,165,52,1,118,25,3,13,1,0,14
TETECALA,690,606,BASICA,22,190,68,1,102,10,0,8,0,0,16
TETECALA,690,607,CONTIGUA1,33,137,76,1,126,15,0,5,0,0,17
TETECALA,691,500,BASICA,39,95,60,2,83,16,0,12,0,0,19
TETECALA,691,500,CONTIGUA1,10,88,78,0,76,19,0,5,0,0,31
TETECALA,692,490,BASICA,21,162,53,0,67,10,0,3,0,0,10
TETECALA,693,529,BASICA,36,149,18,0,120,7,2,5,0,0,14
TETECALA,694,244,BASICA,6,56,11,0,50,0,0,2,0,0,5
TETELA DEL VOLCAN,695,740,BASICA,251,184,16,3,3,17,0,0,0,0,16
TETELA DEL VOLCAN,695,741,CONTIGUA1,233,211,19,0,0,9,0,0,0,0,14
TETELA DEL VOLCAN,696,662,BASICA,179,144,20,4,0,12,0,0,0,0,9
TETELA DEL VOLCAN,696,662,CONTIGUA1,162,200,17,2,1,14,0,0,0,0,1
TETELA DEL VOLCAN,697,686,BASICA,210,209,20,3,0,14,0,0,0,0,10
TETELA DEL VOLCAN,697,687,CONTIGUA1,204,221,15,1,0,12,0,0,0,0,9
TETELA DEL VOLCAN,697,687,CONTIGUA2,190,259,10,1,1,7,0,0,0,0,8
TETELA DEL VOLCAN,698,739,BASICA,27,314,196,16,2,8,0,0,0,0,11
TETELA DEL VOLCAN,699,423,BASICA,7,47,198,3,3,3,0,0,1,0,11
TETELA DEL VOLCAN,699,423,CONTIGUA1,14,56,180,4,0,0,0,0,0,0,4
TETELA DEL VOLCAN,700,469,BASICA,10,45,228,2,3,1,0,0,2,0,11
TETELA DEL VOLCAN,700,470,CONTIGUA1,11,50,236,5,0,1,2,1,1,0,5
TETELA DEL VOLCAN,701,453,BASICA,12,49,220,2,6,0,1,0,0,0,2
TETELA DEL VOLCAN,701,453,CONTIGUA1,8,42,230,2,2,1,2,0,1,0,10
TETELA DEL VOLCAN,702,406,BASICA,11,76,152,1,3,1,1,0,0,0,8
TETELA DEL VOLCAN,702,407,CONTIGUA1,13,78,159,1,4,0,1,0,0,0,4
TLALNEPANTLA,703,614,BASICA,0,120,140,0,0,0,0,0,0,12,8
TLALNEPANTLA,703,614,CONTIGUA1,0,133,120,0,0,0,0,0,0,4,10
TLALNEPANTLA,704,516,BASICA,0,169,94,0,0,0,0,0,0,0,12
TLALNEPANTLA,704,516,CONTIGUA1,0,144,110,0,0,0,0,0,0,0,0
TLALNEPANTLA,705,548,BASICA,14,201,127,8,1,0,2,0,0,0,4
TLALNEPANTLA,706,425,BASICA,0,77,186,0,0,0,0,0,0,0,17
TLALTIZAPAN,707,715,BASICA,123,58,155,4,1,22,0,0,0,0,14
TLALTIZAPAN,707,715,CONTIGUA1,111,35,175,3,3,19,1,0,1,0,13
TLALTIZAPAN,708,581,BASICA,86,84,131,3,2,2,0,0,0,0,12
TLALTIZAPAN,708,581,CONTIGUA1,82,71,166,5,1,1,0,0,0,0,8
TLALTIZAPAN,708,581,CONTIGUA2,91,84,126,2,0,2,0,0,0,3,12
TLALTIZAPAN,709,708,BASICA,211,71,166,13,4,0,1,0,0,0,9
TLALTIZAPAN,709,709,CONTIGUA1,192,67,163,12,1,2,0,0,0,1,10
TLALTIZAPAN,710,656,BASICA,146,78,137,6,0,1,0,0,0,0,9
TLALTIZAPAN,710,657,CONTIGUA1,143,84,125,5,1,2,2,1,0,1,12
TLALTIZAPAN,710,657,CONTIGUA2,164,71,140,11,0,0,0,0,0,1,6
TLALTIZAPAN,711,438,BASICA,110,57,80,9,0,0,0,0,0,0,7
TLALTIZAPAN,711,439,CONTIGUA1,124,65,98,2,1,2,0,0,0,0,10
TLALTIZAPAN,712,512,BASICA,31,145,74,4,2,1,1,0,1,1,14
TLALTIZAPAN,713,499,BASICA,44,108,105,3,0,2,0,0,0,2,8
TLALTIZAPAN,713,499,CONTIGUA1,45,135,75,2,1,0,0,2,0,0,8
TLALTIZAPAN,714,517,BASICA,66,165,86,2,0,1,0,0,0,0,10
TLALTIZAPAN,714,518,CONTIGUA1,61,131,118,1,2,2,1,0,0,0,8
TLALTIZAPAN,714,518,CONTIGUA2,66,157,77,1,2,2,0,0,0,0,6
TLALTIZAPAN,715,330,BASICA,28,90,46,2,0,2,0,2,0,0,4
TLALTIZAPAN,716,496,BASICA,35,168,89,5,2,0,3,0,0,0,6
TLALTIZAPAN,716,497,CONTIGUA1,23,156,80,4,1,1,1,0,0,0,8
TLALTIZAPAN,717,606,BASICA,65,209,102,3,0,2,3,0,1,0,4
TLALTIZAPAN,717,607,CONTIGUA1,52,177,120,2,0,3,1,0,0,0,11
TLALTIZAPAN,718,612,BASICA,134,84,154,1,2,3,1,0,1,0,4
TLALTIZAPAN,719,393,BASICA,59,98,115,2,0,1,0,0,0,0,5
TLALTIZAPAN,719,394,CONTIGUA1,71,87,106,1,1,1,0,0,0,0,0
TLALTIZAPAN,720,409,BASICA,47,102,106,1,3,1,0,0,0,0,3
TLALTIZAPAN,721,593,BASICA,60,76,196,8,0,3,0,0,0,0,7
TLALTIZAPAN,722,743,BASICA,90,205,145,2,2,2,0,0,0,0,6
TLALTIZAPAN,723,656,BASICA,100,142,185,2,2,2,1,1,0,0,12
TLALTIZAPAN,723,656,CONTIGUA1,89,162,179,9,0,2,1,0,0,0,10
TLALTIZAPAN,724,557,BASICA,33,152,151,3,4,1,0,0,0,0,12
TLALTIZAPAN,724,557,CONTIGUA1,57,145,123,3,7,1,2,1,1,0,10
TLALTIZAPAN,725,555,BASICA,63,127,172,2,1,0,0,2,0,0,4
TLALTIZAPAN,725,555,CONTIGUA1,63,109,178,2,0,0,0,0,0,0,4
TLALTIZAPAN,725,555,CONTIGUA2,39,135,121,1,1,0,2,0,0,0,3
TLALTIZAPAN,726,507,BASICA,39,109,183,3,1,0,1,0,0,0,0
TLALTIZAPAN,726,508,CONTIGUA1,63,112,172,2,1,0,0,0,0,0,9
TLALTIZAPAN,727,675,BASICA,74,137,143,3,3,0,0,0,0,0,10
TLALTIZAPAN,727,676,CONTIGUA1,42,167,148,7,4,1,1,1,2,0,5
TLALTIZAPAN,728,567,BASICA,66,102,113,2,3,5,0,1,0,0,8
TLALTIZAPAN,728,567,CONTIGUA1,79,126,126,3,8,2,1,0,0,0,11
TLALTIZAPAN,729,718,BASICA,70,175,150,4,12,3,1,0,0,0,13
TLALTIZAPAN,730,590,BASICA,71,134,126,3,12,1,0,0,0,0,11
TLALTIZAPAN,730,591,CONTIGUA1,60,170,111,0,6,1,1,0,0,0,6
TLALTIZAPAN,731,624,BASICA,57,114,152,3,5,0,1,0,1,0,11
TLALTIZAPAN,731,625,CONTIGUA1,65,128,160,6,1,1,1,1,0,0,13
TLALTIZAPAN,731,625,CONTIGUA2,59,124,156,5,1,1,1,0,0,0,9
TLALTIZAPAN,732,735,BASICA,141,125,159,3,0,7,0,0,0,0,17
TLALTIZAPAN,733,350,BASICA,16,154,30,3,0,0,1,0,0,0,0
TLAQUILTENANGO,734,675,BASICA,40,131,167,4,3,0,1,0,0,0,15
TLAQUILTENANGO,734,675,CONTIGUA1,45,140,170,2,3,0,0,1,0,0,0
TLAQUILTENANGO,735,591,BASICA,27,104,160,2,5,0,2,0,0,0,13
TLAQUILTENANGO,735,592,CONTIGUA1,36,96,153,2,4,0,0,0,0,0,6
TLAQUILTENANGO,736,415,BASICA,27,65,111,3,2,0,0,0,0,3,7
TLAQUILTENANGO,736,416,CONTIGUA1,25,54,126,2,0,0,0,1,1,0,7
TLAQUILTENANGO,737,548,BASICA,78,103,113,6,1,0,0,0,0,0,14
TLAQUILTENANGO,737,548,CONTIGUA1,74,75,146,8,0,0,0,0,0,0,8
TLAQUILTENANGO,737,549,CONTIGUA2,99,103,115,5,0,0,3,2,0,0,13
TLAQUILTENANGO,737,135,GEOGRAFICA,15,37,22,4,0,0,0,0,0,0,0
TLAQUILTENANGO,738,522,BASICA,55,90,157,1,1,0,1,0,0,0,5
TLAQUILTENANGO,738,522,CONTIGUA1,55,96,162,1,5,0,0,0,0,0,21
TLAQUILTENANGO,738,522,CONTIGUA2,69,89,157,7,5,0,2,1,0,1,3
TLAQUILTENANGO,739,632,BASICA,24,89,197,11,3,0,0,2,0,0,8
TLAQUILTENANGO,739,632,CONTIGUA1,31,86,193,9,2,0,1,1,0,0,9
TLAQUILTENANGO,740,700,BASICA,57,125,206,8,3,0,1,2,0,0,16
TLAQUILTENANGO,740,701,CONTIGUA1,64,128,220,13,1,0,0,3,0,0,22
TLAQUILTENANGO,740,701,CONTIGUA2,69,109,213,16,2,1,1,1,1,0,11
TLAQUILTENANGO,741,735,BASICA,101,114,228,12,12,0,0,0,1,0,0
TLAQUILTENANGO,741,735,CONTIGUA1,98,127,229,13,11,0,0,1,0,0,11
TLAQUILTENANGO,742,567,BASICA,62,110,173,24,8,0,0,0,0,0,10
TLAQUILTENANGO,742,567,CONTIGUA1,54,96,195,17,2,0,0,2,0,0,5
TLAQUILTENANGO,743,604,BASICA,41,106,107,6,6,1,0,0,0,0,1
TLAQUILTENANGO,743,605,CONTIGUA1,52,83,134,6,2,0,0,1,0,0,8
TLAQUILTENANGO,744,348,BASICA,26,98,71,6,0,0,0,1,0,0,6
TLAQUILTENANGO,745,491,BASICA,33,126,72,5,3,0,2,0,2,0,9
TLAQUILTENANGO,745,216,GEOGRAFICA,12,96,11,1,0,0,0,0,0,0,1
TLAQUILTENANGO,746,527,BASICA,17,187,35,2,2,0,4,0,0,0,10
TLAQUILTENANGO,747,258,BASICA,16,93,31,6,0,0,1,0,0,0,1
TLAQUILTENANGO,748,445,BASICA,10,226,19,8,3,0,0,0,0,0,6
TLAQUILTENANGO,749,385,BASICA,20,139,29,9,2,0,0,2,1,0,2
TLAQUILTENANGO,749,386,CONTIGUA1,18,151,32,9,1,0,2,0,0,0,3
TLAQUILTENANGO,750,410,BASICA,42,147,21,2,0,0,1,1,0,0,5
TLAQUILTENANGO,751,340,BASICA,13,107,52,2,0,0,1,0,0,0,5
TLAQUILTENANGO,752,181,BASICA,15,78,23,1,0,0,0,0,0,0,4
TLAQUILTENANGO,753,373,BASICA,20,124,31,1,2,0,4,0,0,0,7
TLAQUILTENANGO,754,217,BASICA,7,101,6,0,0,0,0,0,0,0,1
TLAQUILTENANGO,755,267,BASICA,8,148,6,1,0,1,0,0,0,0,3
TLAQUILTENANGO,756,427,BASICA,27,123,68,1,0,0,0,0,1,0,0
TLAQUILTENANGO,756,427,CONTIGUA1,33,119,48,6,0,0,0,0,0,2,7
TLAQUILTENANGO,757,166,BASICA,5,71,24,2,1,0,1,0,0,0,1
TLAQUILTENANGO,757,96,GEOGRAFICA,14,28,11,0,0,0,0,0,0,0,3
TLAQUILTENANGO,758,134,BASICA,7,54,9,1,0,0,0,0,0,0,0
TLAQUILTENANGO,759,154,BASICA,1,56,22,2,0,0,0,0,0,0,8
TLAYACAPAN,760,498,BASICA,23,109,232,5,0,0,0,0,1,0,6
TLAYACAPAN,760,498,CONTIGUA1,24,129,204,4,0,0,0,0,0,0,7
TLAYACAPAN,761,719,BASICA,18,198,291,2,0,0,0,0,0,0,11
TLAYACAPAN,761,719,CONTIGUA1,30,144,318,3,0,0,0,0,0,0,13
TLAYACAPAN,762,628,BASICA,27,109,292,7,1,0,0,0,0,0,13
TLAYACAPAN,762,629,CONTIGUA1,29,118,264,3,0,0,0,0,0,0,15
TLAYACAPAN,763,411,BASICA,7,97,176,4,2,0,0,0,0,0,8
TLAYACAPAN,763,412,CONTIGUA1,13,83,194,3,0,0,0,1,0,0,4
TLAYACAPAN,764,747,BASICA,46,197,215,6,1,1,0,0,0,0,9
TLAYACAPAN,765,417,BASICA,27,135,97,5,2,1,2,0,3,0,8
TLAYACAPAN,766,405,BASICA,42,78,146,2,1,0,3,0,0,0,16
TLAYACAPAN,766,406,CONTIGUA1,37,102,127,3,1,0,0,0,0,0,12
TLAYACAPAN,767,517,BASICA,54,91,181,6,2,1,0,0,0,0,8
TLAYACAPAN,768,599,BASICA,70,101,162,4,1,0,0,1,0,0,13
TLAYACAPAN,768,600,CONTIGUA1,67,82,153,6,3,1,1,1,0,0,19
TOTOLAPAN,769,707,BASICA,53,87,133,4,0,130,0,0,0,0,21
TOTOLAPAN,769,708,CONTIGUA1,60,75,104,1,1,136,0,0,1,0,25
TOTOLAPAN,770,525,BASICA,78,43,94,1,1,103,1,0,1,0,8
TOTOLAPAN,770,525,CONTIGUA1,49,38,106,0,0,122,0,0,0,0,11
TOTOLAPAN,771,523,BASICA,70,76,79,2,0,75,1,0,0,0,12
TOTOLAPAN,771,524,CONTIGUA1,65,80,84,1,0,80,0,0,0,0,9
TOTOLAPAN,772,161,BASICA,0,84,29,3,0,4,0,0,0,0,1
TOTOLAPAN,773,467,BASICA,21,157,79,5,0,33,0,0,0,0,9
TOTOLAPAN,773,468,CONTIGUA1,20,168,92,8,0,43,0,0,0,0,0
TOTOLAPAN,774,184,BASICA,16,50,23,2,0,21,0,0,0,0,5
TOTOLAPAN,775,171,BASICA,10,56,63,1,0,6,0,0,0,0,6
XOCHITEPEC,776,610,BASICA,165,137,37,5,0,1,0,0,0,0,19
XOCHITEPEC,776,611,CONTIGUA1,165,127,34,7,2,5,3,0,0,0,9
XOCHITEPEC,777,692,BASICA,171,103,44,8,3,10,2,0,0,0,15
XOCHITEPEC,777,692,CONTIGUA1,164,129,42,6,3,2,2,0,1,0,11
XOCHITEPEC,777,692,CONTIGUA2,163,139,50,10,4,7,0,0,1,0,11
XOCHITEPEC,778,616,BASICA,162,118,28,16,0,15,0,0,0,0,13
XOCHITEPEC,778,617,CONTIGUA1,166,127,33,4,2,17,1,2,0,0,10
XOCHITEPEC,779,528,BASICA,135,200,11,7,1,4,0,1,0,0,4
XOCHITEPEC,779,528,CONTIGUA1,154,176,16,1,2,5,0,1,0,0,10
XOCHITEPEC,780,503,BASICA,188,98,8,3,1,2,0,0,0,0,9
XOCHITEPEC,780,504,CONTIGUA1,224,88,6,13,0,4,0,0,0,0,1
XOCHITEPEC,781,551,BASICA,213,98,24,38,0,13,0,0,2,0,11
XOCHITEPEC,781,552,CONTIGUA1,252,86,17,20,1,9,0,0,1,0,7
XOCHITEPEC,782,539,BASICA,262,49,27,28,0,12,2,1,0,0,10
XOCHITEPEC,782,539,CONTIGUA1,252,60,18,11,1,11,0,1,0,0,12
XOCHITEPEC,783,673,BASICA,327,130,16,26,0,11,0,1,0,0,7
XOCHITEPEC,783,674,CONTIGUA1,326,103,19,21,0,4,1,1,0,0,13
XOCHITEPEC,784,523,BASICA,126,86,40,5,0,3,1,0,0,0,4
XOCHITEPEC,784,524,CONTIGUA1,122,118,37,5,1,0,0,0,0,0,9
XOCHITEPEC,785,401,BASICA,98,93,24,8,1,4,0,1,0,0,9
XOCHITEPEC,785,402,CONTIGUA1,71,104,27,2,2,1,0,0,0,0,4
XOCHITEPEC,786,498,BASICA,200,96,32,5,1,7,0,0,0,0,3
XOCHITEPEC,787,747,BASICA,203,106,51,43,0,11,0,0,0,0,11
XOCHITEPEC,787,747,CONTIGUA1,206,100,56,38,3,7,1,0,0,0,9
XOCHITEPEC,788,500,BASICA,189,57,47,2,0,2,2,0,0,0,5
XOCHITEPEC,788,501,CONTIGUA1,213,41,54,4,0,3,0,0,0,0,9
XOCHITEPEC,789,666,BASICA,215,86,108,12,2,3,0,1,0,0,10
XOCHITEPEC,790,535,BASICA,167,55,56,24,0,1,2,1,2,0,11
XOCHITEPEC,790,535,CONTIGUA1,167,55,56,24,0,6,2,1,0,0,11
XOCHITEPEC,791,592,BASICA,133,125,72,17,0,1,1,1,2,0,16
XOCHITEPEC,791,593,CONTIGUA1,125,105,84,5,3,2,0,0,0,0,18
XOCHITEPEC,792,558,BASICA,113,102,76,10,2,1,2,0,0,0,13
XOCHITEPEC,792,559,CONTIGUA1,116,112,92,11,0,2,0,0,1,0,11
XOCHITEPEC,793,540,BASICA,169,72,72,13,3,4,0,0,0,0,8
XOCHITEPEC,794,522,BASICA,209,77,31,12,0,0,0,1,0,0,2
XOCHITEPEC,794,522,CONTIGUA1,233,79,31,6,2,4,0,1,1,0,4
XOCHITEPEC,794,523,CONTIGUA2,190,62,34,5,0,5,0,1,1,0,9
XOCHITEPEC,795,666,BASICA,189,139,58,16,1,6,0,1,1,0,13
XOCHITEPEC,795,666,CONTIGUA1,219,145,53,18,0,6,1,0,0,0,1
XOCHITEPEC,796,713,BASICA,225,111,74,9,4,4,3,0,0,0,11
XOCHITEPEC,796,713,CONTIGUA1,251,108,57,17,1,3,1,0,1,0,8
XOCHITEPEC,797,511,BASICA,127,117,43,6,1,1,0,0,0,0,10
XOCHITEPEC,797,511,CONTIGUA1,138,101,35,5,2,0,0,0,0,0,9
XOCHITEPEC,797,512,CONTIGUA2,135,103,46,3,0,0,1,0,0,0,6
XOCHITEPEC,798,611,BASICA,128,155,48,5,0,2,0,1,0,0,14
XOCHITEPEC,798,612,CONTIGUA1,141,154,40,6,0,5,2,2,0,0,12
YAUTEPEC,799,513,BASICA,44,105,86,9,1,4,4,0,0,0,12
YAUTEPEC,799,513,CONTIGUA1,49,114,78,17,0,2,0,0,0,0,6
YAUTEPEC,799,513,CONTIGUA2,45,107,91,22,2,3,3,2,0,0,7
YAUTEPEC,800,563,BASICA,61,141,99,23,0,6,0,0,0,0,6
YAUTEPEC,800,564,CONTIGUA1,82,135,100,35,0,4,1,0,0,0,20
YAUTEPEC,801,439,BASICA,38,72,122,10,0,4,2,0,2,0,0
YAUTEPEC,801,440,CONTIGUA1,37,76,119,10,0,4,6,0,1,2,1
YAUTEPEC,801,323,GEOGRAFICA,43,86,29,2,0,2,1,0,0,0,0
YAUTEPEC,802,532,BASICA,73,110,115,20,3,8,4,2,1,0,16
YAUTEPEC,802,532,CONTIGUA1,89,101,94,15,0,9,5,0,0,1,7
YAUTEPEC,803,493,BASICA,71,98,128,22,0,7,7,0,0,0,9
YAUTEPEC,803,493,CONTIGUA1,73,98,119,16,0,8,6,0,0,0,4
YAUTEPEC,804,607,BASICA,61,140,109,29,3,7,1,2,1,3,12
YAUTEPEC,804,608,CONTIGUA1,70,136,137,21,0,11,5,0,0,1,18
YAUTEPEC,805,636,BASICA,74,113,166,18,0,11,7,0,0,0,11
YAUTEPEC,805,637,CONTIGUA1,70,124,153,23,2,9,8,0,0,0,12
YAUTEPEC,806,539,BASICA,76,131,116,18,1,14,7,0,0,0,7
YAUTEPEC,806,539,CONTIGUA1,64,134,123,29,1,6,6,0,1,0,7
YAUTEPEC,807,584,BASICA,150,104,94,17,0,5,2,0,0,0,10
YAUTEPEC,808,563,BASICA,87,127,103,43,0,12,4,0,0,0,11
YAUTEPEC,808,564,CONTIGUA1,81,99,88,45,1,26,9,3,1,0,6
YAUTEPEC,809,520,BASICA,67,80,141,32,0,13,3,2,0,0,10
YAUTEPEC,809,521,CONTIGUA1,61,110,128,22,0,14,5,0,0,0,5
YAUTEPEC,810,551,BASICA,73,95,152,18,1,6,1,1,1,0,6
YAUTEPEC,810,551,CONTIGUA1,88,97,157,17,0,5,5,0,0,0,7
YAUTEPEC,810,551,CONTIGUA2,74,121,119,26,0,11,13,0,0,0,7
YAUTEPEC,811,630,BASICA,83,120,80,27,0,12,3,0,0,0,25
YAUTEPEC,811,630,CONTIGUA1,80,119,91,29,1,13,5,0,0,0,3
YAUTEPEC,811,630,CONTIGUA2,92,122,74,19,1,15,3,2,0,0,7
YAUTEPEC,812,650,BASICA,94,129,125,24,0,30,3,0,0,0,18
YAUTEPEC,812,651,CONTIGUA1,95,128,140,29,0,18,4,0,0,0,21
YAUTEPEC,813,632,BASICA,78,113,107,28,1,8,1,1,0,0,11
YAUTEPEC,813,633,CONTIGUA1,71,124,101,18,0,19,9,0,0,0,19
YAUTEPEC,814,539,BASICA,62,105,87,21,0,22,2,0,0,0,23
YAUTEPEC,815,438,BASICA,52,83,68,65,0,11,1,0,0,0,6
YAUTEPEC,815,439,CONTIGUA1,42,96,92,55,0,9,0,0,1,0,6
YAUTEPEC,816,616,BASICA,68,140,110,28,0,19,7,0,0,0,3
YAUTEPEC,816,617,CONTIGUA1,58,135,108,28,4,22,2,0,2,0,4
YAUTEPEC,817,623,BASICA,87,143,100,14,3,21,6,0,0,0,10
YAUTEPEC,817,623,CONTIGUA1,91,117,114,14,1,10,9,1,0,0,12
YAUTEPEC,817,623,CONTIGUA2,81,95,101,24,0,11,2,0,0,0,8
YAUTEPEC,817,623,CONTIGUA3,72,108,114,15,0,13,3,0,0,3,11
YAUTEPEC,818,603,BASICA,75,136,55,29,6,3,0,0,0,0,10
YAUTEPEC,818,603,CONTIGUA1,71,143,67,31,3,6,4,0,1,0,11
YAUTEPEC,819,382,BASICA,107,46,45,8,1,1,1,2,0,0,13
YAUTEPEC,819,383,CONTIGUA1,120,86,85,9,9,1,5,0,0,0,15
YAUTEPEC,820,454,BASICA,128,60,35,8,2,2,3,1,1,0,11
YAUTEPEC,820,455,CONTIGUA1,137,64,67,5,0,0,0,0,0,5,5
YAUTEPEC,821,574,BASICA,168,99,71,14,0,1,4,0,0,0,6
YAUTEPEC,822,421,BASICA,98,52,60,2,0,2,1,1,0,0,4
YAUTEPEC,822,421,CONTIGUA1,79,74,52,7,0,0,4,0,0,0,8
YAUTEPEC,823,717,BASICA,170,136,113,16,3,5,4,4,0,0,14
YAUTEPEC,824,428,BASICA,101,66,30,5,2,0,1,0,0,0,3
YAUTEPEC,824,428,CONTIGUA1,89,88,28,4,0,1,3,1,0,0,13
YAUTEPEC,825,745,BASICA,192,160,94,2,1,2,2,0,0,0,4
YAUTEPEC,826,706,BASICA,199,115,62,7,0,0,3,6,0,0,13
YAUTEPEC,827,626,BASICA,178,127,50,16,0,0,0,0,0,0,11
YAUTEPEC,828,505,BASICA,117,102,66,11,1,9,4,2,0,0,9
