id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,cabecera,clave_circunscripcion,id_municipio,nombre_municipio,lista nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN ,PRI ,PRD ,PT ,PVEM ,PC ,PSN ,PAS ,ADC ,Mexico Posible,Fuerza Ciudadana,Nulos,total
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MINATITLAN,,8,MINATITLAN,125,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,274,37,27,1,2,0,0,0,0,0,0,0,3,70
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,277,87,128,69,4,0,0,2,19,18,0,1,12,340
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,625,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,279,118,108,35,3,0,0,1,4,18,0,0,9,296
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,281,157,80,16,0,0,0,0,6,12,0,2,4,277
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,281,134,97,29,2,0,0,0,3,22,0,0,6,293
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,TECOMAN,,9,TECOMAN,660,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,283,131,100,24,6,0,0,0,7,23,0,0,11,302
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,284,86,79,27,4,0,0,0,0,10,0,1,4,211
6,6/7/2003,12,Ayuntamientos,6,0,1,S,Especial,0,TECOMAN,,9,TECOMAN,,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,293,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,458,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,296,92,90,12,0,0,0,0,3,11,0,0,5,213
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,467,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,300,157,109,11,0,0,0,0,5,5,0,0,5,292
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,CUAUHTEMOC,,5,CUAUHTEMOC,137,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,133,18,64,4,0,0,0,0,0,0,0,0,2,88
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,CUAUHTEMOC,,5,CUAUHTEMOC,567,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,135,96,150,54,4,0,4,0,0,0,0,1,10,319
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,440,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,137,80,116,46,1,0,0,1,0,0,0,0,2,246
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,IXTLAHUACAN,,6,IXTLAHUACAN,454,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,192,162,162,8,6,0,0,0,5,0,0,0,4,347
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,IXTLAHUACAN,,6,IXTLAHUACAN,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,199,121,165,5,1,0,0,0,0,0,0,0,1,293
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,582,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,208,158,114,2,4,0,0,0,1,5,2,1,8,295
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,729,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,210,163,161,9,3,0,0,0,0,2,3,3,4,348
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,574,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,211,129,99,7,3,0,0,0,5,2,0,2,11,258
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,394,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,218,127,80,5,4,0,0,0,2,5,0,1,3,227
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,508,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,225,80,116,5,1,0,0,0,0,8,0,1,11,222
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,MANZANILLO,,7,MANZANILLO,140,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,231,31,32,2,0,0,0,0,1,0,0,0,1,67
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,589,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,232,160,121,15,2,0,0,0,2,7,0,0,5,312
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,503,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,235,87,77,12,5,0,0,1,1,2,0,1,3,189
6,6/7/2003,12,Ayuntamientos,6,0,3,C,Contigua,0,MANZANILLO,,7,MANZANILLO,663,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,236,128,122,11,3,0,0,1,10,4,1,0,13,293
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,678,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,237,124,110,23,1,0,0,0,6,5,1,1,8,279
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,239,95,94,6,1,0,0,0,3,2,0,1,2,204
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,614,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,245,136,76,5,5,0,0,0,4,5,0,0,4,235
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,595,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,246,160,94,12,6,0,0,4,10,4,1,1,8,300
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,ARMERIA,,1,ARMERIA,546,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,170,11,122,135,2,0,0,0,2,0,0,0,7,279
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,ARMERIA,,1,ARMERIA,424,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,172,9,109,115,1,0,0,0,2,0,0,0,11,247
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,ARMERIA,,1,ARMERIA,439,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,179,29,68,120,9,0,0,2,1,0,0,0,12,241
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,ARMERIA,,1,ARMERIA,414,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,180,14,87,92,9,0,0,0,1,0,0,0,8,211
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,ARMERIA,,1,ARMERIA,581,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,182,18,108,61,8,0,0,0,1,0,0,0,9,205
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,ARMERIA,,1,ARMERIA,582,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,182,17,89,67,16,0,0,1,1,0,0,0,8,199
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,576,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1,228,147,40,4,4,0,0,1,19,5,2,2,452
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,COLIMA,,2,COLIMA,576,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1,257,128,39,3,1,0,0,0,20,2,1,2,453
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,466,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,132,108,20,4,2,0,0,0,6,1,4,3,280
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,491,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,178,120,15,0,4,0,1,0,21,1,0,3,343
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,550,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,218,100,15,5,5,0,0,0,3,1,0,0,347
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,570,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,19,170,154,30,2,8,0,1,0,14,1,5,7,392
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,406,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,22,111,60,21,6,3,0,0,0,4,0,1,5,211
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,COMALA,,3,COMALA,58,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,101,15,31,2,1,0,0,0,0,0,0,0,2,51
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COQUIMATLAN,,4,COQUIMATLAN,705,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,107,186,163,75,3,0,0,0,0,2,0,2,7,438
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COQUIMATLAN,,4,COQUIMATLAN,698,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,111,97,209,102,3,0,0,0,0,0,0,2,6,419
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COQUIMATLAN,,4,COQUIMATLAN,386,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,119,36,139,17,0,0,0,0,0,1,0,1,8,202
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,CUAUHTEMOC,,5,CUAUHTEMOC,471,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,121,186,82,12,0,0,4,1,0,0,0,0,2,287
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,481,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,122,144,103,41,0,0,5,0,0,0,0,4,5,302
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,537,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,130,114,136,24,8,0,4,1,0,0,0,25,7,319
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,31,186,126,27,0,9,0,0,1,11,4,10,2,376
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,31,169,150,39,4,2,0,1,1,12,2,7,4,391
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,COLIMA,,2,COLIMA,525,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,33,156,142,21,6,8,0,0,0,8,3,8,5,357
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,632,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,35,152,120,47,3,6,0,1,0,16,0,2,10,357
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,638,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,47,205,149,35,1,1,0,0,1,13,2,2,2,411
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,673,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,54,160,155,30,7,8,0,0,0,9,0,3,4,376
6,6/7/2003,12,Ayuntamientos,6,0,1,S,Especial,0,COLIMA,,2,COLIMA,,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,60,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,65,82,79,27,3,3,0,1,0,9,1,4,3,212
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,623,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,66,119,172,29,6,2,0,1,3,10,1,2,6,351
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,585,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,67,118,201,17,5,2,0,1,0,4,2,3,5,358
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,586,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,67,126,168,22,6,0,0,2,1,13,1,2,5,346
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,474,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,69,112,61,12,3,4,0,1,0,5,2,5,7,212
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,609,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,73,91,79,19,3,6,0,1,0,12,1,0,7,219
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,250,215,137,10,3,0,0,0,1,4,2,0,0,372
6,6/7/2003,12,Ayuntamientos,6,0,3,C,Contigua,0,MANZANILLO,,7,MANZANILLO,623,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,251,213,146,11,7,0,0,1,4,7,0,1,1,391
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,375,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,255,103,74,16,1,0,0,0,2,2,0,6,5,209
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,726,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,261,176,122,28,5,0,0,0,2,5,0,1,6,345
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,515,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,267,122,112,19,2,0,0,0,4,2,0,0,7,268
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,TECOMAN,,9,TECOMAN,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,311,103,88,17,3,0,0,1,2,21,0,0,10,245
6,6/7/2003,12,Ayuntamientos,6,0,3,C,Contigua,0,TECOMAN,,9,TECOMAN,701,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,312,112,114,30,3,0,0,0,9,14,0,1,11,294
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,315,115,97,22,2,0,0,0,8,17,0,3,10,274
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,461,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,323,87,61,26,3,0,0,0,0,31,0,0,9,217
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,291,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,332,41,43,18,2,0,0,0,5,10,0,0,2,121
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,452,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,142,82,88,26,6,3,0,0,10,10,1,3,11,240
6,6/7/2003,12,Ayuntamientos,6,0,4,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,654,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,145,135,177,56,12,6,0,0,3,13,4,1,6,413
6,6/7/2003,12,Ayuntamientos,6,0,1,S,Especial,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,148,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,570,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,152,129,163,49,7,8,0,0,3,17,3,2,7,388
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,552,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,154,91,98,28,11,8,0,0,1,11,0,0,4,252
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,498,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,156,96,106,61,8,8,0,0,0,13,2,2,10,306
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,499,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,156,72,139,38,8,1,0,0,2,18,0,2,4,284
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,539,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,99,191,36,6,3,0,0,0,17,3,3,6,364
