CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,12,1,82,130,35,8,4,2,11,1,141,8,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,22,0,453,10,463,632
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,13,2,175,176,81,7,12,2,11,6,167,5,7,0,0,0,0,9,0,0,0,0,0,0,1,0,0,7,0,65,0,731,24,755,567
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,14,1,32,55,25,5,1,4,5,0,41,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,0,185,4,189,245
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,15,1,56,87,29,4,7,1,9,5,84,4,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,15,0,309,7,316,426
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,16,2,120,157,78,6,5,1,21,10,142,17,4,2,0,0,0,2,1,0,1,0,0,0,2,0,0,2,3,54,0,628,4,632,943
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,17,2,90,130,56,3,4,1,22,3,130,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,51,0,502,11,513,791
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,18,2,76,122,77,3,3,3,8,3,125,15,4,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,76,0,522,15,537,793
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,19,1,2,32,7,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,69,13,82,119
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,20,1,10,37,5,1,0,0,12,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,0,145,23,168,250
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,21,1,108,64,14,5,3,2,1,7,40,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,24,0,278,17,295,415
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,22,1,30,31,4,1,0,1,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,158,14,172,212
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,23,2,49,100,21,2,10,4,5,2,126,8,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,39,0,372,25,397,571
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,24,1,46,196,59,4,7,3,7,2,161,4,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,1,3,52,0,557,23,580,732
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,25,1,3,13,8,0,0,1,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,73,7,80,109
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,26,1,38,17,10,0,5,1,0,0,20,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,0,125,6,131,191
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,27,1,46,40,26,0,5,7,1,1,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,40,0,227,15,242,492
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,28,1,31,106,21,0,2,0,3,1,41,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,18,0,230,10,240,350
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,29,1,14,29,11,1,2,1,4,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,0,102,8,110,149
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,30,1,24,44,6,1,0,0,4,1,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,0,168,7,175,232
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,31,1,19,70,5,1,4,0,3,2,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28,0,237,9,246,289
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,32,1,24,200,9,2,0,0,3,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,0,291,4,295,351
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,33,1,138,96,60,9,11,2,12,5,78,3,5,1,0,1,1,3,0,0,1,0,0,2,0,1,0,3,3,32,0,467,37,504,739
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,34,1,45,41,15,0,2,1,5,1,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46,0,183,4,187,281
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,35,1,23,18,1,0,0,2,2,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,75,4,79,106
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,36,2,58,77,50,2,24,4,31,7,114,1,4,1,1,0,0,5,0,0,1,0,0,0,0,2,0,1,3,83,0,469,57,526,757
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,37,1,25,56,12,0,3,0,5,3,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,60,0,202,12,214,267
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,38,2,46,212,89,3,5,0,15,1,118,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,164,0,658,31,689,931
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,39,2,50,120,72,2,4,2,27,2,104,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,90,0,488,27,515,778
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,40,1,75,114,53,2,1,0,3,0,178,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,78,0,511,9,520,692
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,41,1,24,92,17,1,1,0,10,1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,242,6,248,321
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,43,1,66,134,45,7,6,5,6,10,98,3,2,2,0,0,1,9,0,0,0,0,0,0,2,2,0,0,3,72,0,473,13,486,721
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,44,1,27,23,19,2,5,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,106,3,109,139
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,45,1,23,27,23,1,3,0,3,2,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,17,0,148,9,157,223
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,46,2,123,78,99,2,9,8,8,1,171,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,48,0,555,22,577,778
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,47,2,79,107,57,3,3,3,5,3,71,1,1,1,0,0,0,3,0,0,2,0,0,0,0,0,1,3,2,130,0,475,31,506,711
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,48,1,21,21,2,1,2,0,1,4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,52,0,133,2,135,226
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,49,1,168,136,1,13,1,0,50,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,462,15,477,670
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,50,2,176,159,0,5,1,8,70,2,46,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,60,0,538,8,546,779
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,51,1,190,130,4,9,1,7,53,2,27,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,0,484,7,491,672
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,52,2,206,302,12,28,0,3,94,0,32,2,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,5,0,73,0,762,25,787,1137
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,53,2,198,216,3,14,0,2,91,1,42,4,2,1,1,0,0,1,2,0,0,0,0,1,0,0,0,2,3,72,0,656,12,668,984
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,54,3,307,269,9,11,1,3,115,2,73,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,4,4,87,0,891,17,908,1125
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,55,1,82,83,1,7,0,0,4,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,220,2,222,286
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,56,1,161,161,2,10,3,2,28,1,53,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,40,0,469,13,482,637
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,57,2,154,200,1,13,0,2,34,1,23,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,81,0,518,15,533,801
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,58,1,105,139,5,5,1,0,20,3,17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,326,11,337,507
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,59,2,368,252,3,17,1,1,59,3,27,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,9,0,139,1,887,29,917,1311
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,60,1,176,240,9,1,1,2,12,1,12,0,1,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,14,0,476,9,485,661
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,61,2,205,202,5,6,0,3,40,3,48,2,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,93,0,613,20,633,835
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,62,1,34,69,0,1,0,0,34,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,19,0,164,2,166,245
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,63,1,25,110,0,3,0,2,36,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27,0,215,9,224,330
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,64,1,25,47,1,0,2,0,10,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,141,7,148,206
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,65,2,138,177,1,3,0,0,31,1,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,55,0,423,17,440,655
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,66,1,113,117,3,8,0,1,5,16,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,19,0,328,13,341,455
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,67,2,209,113,7,20,2,1,10,43,68,11,2,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,2,55,0,551,18,569,788
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,68,2,234,106,4,19,1,1,29,20,47,23,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,29,0,518,20,538,765
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,69,1,123,65,2,7,1,3,13,8,50,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,17,0,302,5,307,461
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,70,1,68,32,2,11,0,0,6,4,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,162,2,164,225
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,71,1,24,31,26,4,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,119,4,123,192
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,72,1,30,25,15,0,0,0,0,4,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2,84,99
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,74,2,78,92,25,8,2,0,15,14,37,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,23,0,312,9,321,436
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,75,1,139,160,30,3,0,1,5,8,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,386,13,399,585
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,76,1,28,33,5,2,0,1,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,93,6,99,146
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,77,1,83,88,35,7,1,1,13,9,19,8,2,2,0,0,0,1,1,0,1,0,0,0,0,2,0,3,1,18,0,295,17,312,441
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,78,1,119,179,15,15,2,1,9,5,29,17,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,27,0,426,30,456,652
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,79,2,109,167,82,14,4,0,25,11,28,32,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,75,0,553,26,579,912
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,80,1,106,57,2,5,1,1,5,7,31,98,6,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,2,29,0,355,6,361,514
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,81,1,42,29,3,3,0,1,1,4,19,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,14,0,150,8,158,219
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,82,1,112,55,0,16,0,1,14,2,36,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,1,354,11,366,487
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,83,1,128,98,5,10,1,0,11,5,41,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,442,10,452,633
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,84,1,33,22,6,2,1,0,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,86,8,94,124
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,86,1,25,93,8,5,0,3,1,9,27,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,37,0,218,9,227,290
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,87,1,25,11,20,0,0,1,1,0,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,72,3,75,97
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,88,1,77,114,86,11,0,0,0,3,16,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,324,2,326,393
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,89,1,50,93,53,6,0,1,5,3,0,45,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,5,0,265,8,273,376
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,90,23,1814,1734,222,196,68,135,738,178,772,54,98,10,0,2,5,9,5,0,6,1,2,6,2,1,0,135,78,781,11,7052,219,7282,15755
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,91,1,146,169,6,30,1,2,14,1,12,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,2,67,0,459,16,475,722
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,92,1,90,176,7,13,5,2,41,3,25,1,5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,54,0,427,11,438,630
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,93,1,59,56,2,0,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,132,6,138,205
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,94,1,105,137,1,3,8,1,5,1,8,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,75,0,351,20,371,581
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,95,2,146,210,19,17,7,0,16,1,6,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,51,0,484,9,493,624
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,96,2,250,185,11,20,9,4,67,12,91,2,7,4,0,0,0,1,2,0,0,0,0,1,0,2,1,21,9,92,0,791,33,824,1470
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,97,2,456,222,8,23,5,2,16,3,16,1,5,3,0,1,0,2,0,0,0,0,0,1,0,0,0,1,3,50,0,818,20,838,1164
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,98,5,465,698,27,69,22,7,112,24,51,6,8,2,0,0,6,5,2,0,2,0,0,1,1,0,0,20,11,206,0,1745,64,1809,3238
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,99,2,177,121,10,7,10,1,45,3,26,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,3,46,0,463,10,473,839
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,100,3,302,230,11,22,6,2,63,7,51,2,10,3,0,0,0,1,3,0,0,0,0,0,1,1,0,30,3,165,0,913,32,945,1585
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,101,2,319,241,18,29,6,1,64,5,45,3,8,5,0,0,0,2,1,1,0,0,0,0,0,0,0,2,3,110,0,863,20,883,1396
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,102,2,309,320,14,20,5,3,45,3,51,1,6,0,0,0,0,2,1,0,0,0,0,0,1,0,0,11,2,114,0,908,26,934,1483
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,103,2,315,220,6,30,4,2,36,0,15,2,9,5,0,0,0,3,2,0,0,0,0,0,1,2,0,5,4,68,0,729,16,745,1154
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,104,3,375,372,16,32,3,4,63,8,43,1,15,2,2,0,0,2,3,0,0,0,0,0,1,0,0,7,3,134,0,1086,25,1111,1816
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,105,3,312,354,62,70,7,0,38,3,34,1,18,2,0,0,0,5,1,0,1,0,0,1,0,1,0,3,3,94,1,1010,21,1032,1539
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,106,3,289,444,22,57,1,5,36,7,30,1,10,1,0,0,0,2,1,0,3,0,0,2,1,0,0,5,1,123,0,1041,16,1057,1548
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,107,3,432,366,30,111,0,10,105,7,30,2,13,5,0,0,0,3,3,0,1,1,0,0,0,0,0,6,5,132,0,1262,30,1292,1962
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,108,2,223,343,23,76,2,5,41,11,32,1,18,3,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,108,1,893,30,924,1413
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,109,2,203,181,18,21,5,2,24,1,32,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,6,87,2,591,14,607,996
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,110,3,310,238,18,65,6,3,78,10,52,7,4,3,2,1,0,4,2,0,0,0,0,0,1,0,0,15,15,166,1,1000,30,1031,1752
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,111,7,444,620,31,18,34,6,171,20,118,20,16,3,3,2,0,4,1,2,1,0,0,1,14,4,1,29,25,474,1,2062,98,2161,4549
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,112,7,599,604,36,29,17,9,244,28,136,18,8,2,0,1,0,8,4,0,0,0,1,1,4,1,1,31,20,432,2,2234,80,2316,4769
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,113,2,217,186,5,13,2,1,44,7,59,1,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,5,66,0,620,13,633,1363
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,114,4,322,412,14,18,43,5,175,4,89,3,3,1,0,0,0,1,1,0,0,0,0,1,4,0,0,15,12,231,0,1354,59,1413,2510
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,115,12,1403,940,57,124,38,37,399,24,211,8,49,9,0,1,0,12,5,1,0,0,4,0,9,1,0,38,11,499,2,3880,94,3976,8919
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,116,9,742,675,32,75,15,14,205,20,116,9,36,7,0,1,0,6,4,1,0,0,0,1,2,0,0,21,13,315,1,2310,59,2370,6163
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,117,4,444,261,26,78,10,6,81,12,64,7,29,4,0,0,0,2,3,0,1,0,0,1,3,0,1,17,5,122,0,1177,32,1209,2388
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,118,16,1152,1050,143,136,32,44,426,67,354,46,66,11,4,2,1,13,8,4,3,0,0,3,1,1,0,63,61,725,1,4416,169,4586,11688
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,119,5,370,371,24,38,15,38,201,20,74,6,20,1,1,1,1,6,0,0,1,1,1,2,1,0,0,19,12,195,1,1419,48,1468,3328
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,120,5,523,688,43,43,19,61,156,23,105,7,28,4,1,0,0,6,3,2,3,1,0,0,0,0,0,23,10,220,0,1969,66,2035,3551
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,121,3,210,258,14,66,6,1,161,6,32,7,6,0,0,0,0,0,4,0,0,0,0,0,1,0,0,5,4,112,0,893,31,924,1578
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,122,3,269,243,9,61,4,10,190,11,66,3,4,1,0,0,0,1,2,0,0,0,0,0,0,1,0,7,6,94,0,982,35,1017,2201
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,123,3,203,200,15,41,4,4,139,10,52,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,64,1,758,33,792,1839
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,124,2,210,124,6,3,4,0,23,12,84,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,95,0,574,23,597,968
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,125,2,189,177,7,8,6,0,19,7,107,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,71,0,610,19,629,1057
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,126,2,293,203,14,13,6,1,42,5,123,2,3,0,0,0,0,1,0,0,0,0,0,0,2,4,0,4,0,121,0,837,33,870,1455
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,127,1,137,108,7,7,0,1,17,4,57,7,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,62,0,418,7,425,697
