CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PVEM,NVA_ALIANZA,PRD,PT,PCP,MC,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,295,2,176,198,12,11,23,3,4,13,10,7,7,19,0,0,483,6,489,1131
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,296,2,205,115,10,13,14,2,2,7,11,2,5,9,1,3,399,12,411,805
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,297,3,354,189,29,17,34,14,3,44,18,7,15,24,1,0,749,23,772,1740
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,298,3,271,210,25,15,22,16,4,12,17,5,13,14,2,0,626,21,647,1564
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,299,2,237,166,22,13,22,4,8,48,16,8,8,15,2,0,569,20,589,1203
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,300,5,615,412,50,36,84,28,12,88,35,18,33,42,7,1,1461,39,1500,3312
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,301,2,236,188,12,19,26,3,6,23,16,8,7,12,1,0,557,24,581,1057
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,302,1,117,54,6,6,8,0,2,9,6,2,2,4,4,0,220,8,228,432
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,303,1,152,121,5,8,19,4,3,5,8,1,11,6,1,0,344,9,353,691
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,304,2,207,159,13,16,34,9,1,12,17,3,9,12,1,0,493,16,509,988
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,305,1,128,87,6,17,15,7,4,6,9,1,2,7,1,1,291,8,299,583
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,306,1,67,55,2,10,4,3,0,8,7,1,3,2,0,0,162,3,165,280
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,307,1,84,65,4,6,12,1,4,10,14,6,4,5,0,1,216,9,225,427
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,308,2,237,173,8,12,20,10,6,7,6,6,6,21,0,0,512,10,522,1026
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,309,2,224,185,10,17,26,11,10,19,20,12,10,18,2,0,564,25,589,1232
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,310,3,357,251,30,53,65,18,7,39,41,9,16,19,3,0,908,31,939,1964
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,311,2,284,194,18,7,33,11,6,20,22,8,8,23,1,0,635,23,658,1491
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,312,1,132,143,5,4,22,6,8,14,7,1,4,7,0,0,353,9,362,644
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,313,2,340,225,20,27,42,18,5,28,12,9,13,16,2,2,759,29,788,1496
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,314,1,122,90,4,6,14,4,2,7,9,1,5,4,1,0,269,11,280,546
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,315,1,51,39,6,3,11,3,1,7,2,0,1,5,0,0,129,1,130,278
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,316,2,225,172,12,8,30,6,0,12,8,16,3,14,3,2,511,21,532,1190
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,317,2,208,152,15,8,21,8,3,11,10,1,7,12,2,0,458,8,466,961
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,318,1,113,90,10,5,14,11,1,11,5,3,1,8,2,1,275,12,287,599
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,319,2,280,180,17,24,33,8,3,18,10,8,4,11,1,1,598,21,619,1257
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,320,5,596,477,51,57,65,18,9,63,38,8,22,31,8,3,1446,39,1485,3370
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,321,2,182,137,22,9,33,6,6,7,8,2,8,14,4,0,438,8,446,837
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,322,2,182,149,26,22,31,11,3,11,8,5,6,14,0,0,468,12,480,983
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,323,3,305,205,10,24,51,12,12,26,14,7,9,9,4,3,691,15,706,2025
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,324,4,482,282,37,34,63,23,18,39,29,6,10,25,7,0,1055,32,1087,2552
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,325,2,228,189,17,38,30,13,1,16,20,4,10,8,1,1,576,14,590,1048
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,326,3,391,216,18,19,40,11,2,25,27,0,7,15,2,1,774,28,802,1783
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,327,2,165,98,8,22,18,0,1,11,6,4,3,7,0,0,343,11,354,763
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,328,1,74,80,6,2,4,0,2,0,1,0,0,3,0,0,172,4,176,254
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,329,1,76,115,5,2,12,1,3,0,0,1,2,8,0,0,225,5,230,332
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,330,1,42,85,2,2,2,2,0,0,0,0,0,3,0,0,138,4,142,192
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,331,1,173,122,3,4,5,2,1,4,1,1,0,5,0,0,321,8,329,559
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,332,3,234,427,31,6,32,8,18,4,7,1,1,40,1,0,810,27,837,1529
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,333,2,232,305,14,9,49,6,1,25,5,6,3,26,1,1,683,34,717,1450
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,334,1,40,69,7,6,6,2,1,8,5,0,0,8,0,0,152,11,163,282
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,335,1,261,160,7,4,4,1,1,2,4,0,3,19,0,0,466,12,478,672
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,336,1,114,101,3,0,0,0,1,1,1,0,0,0,0,0,221,11,232,318
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,337,1,82,95,7,2,8,1,1,4,2,0,2,3,0,0,207,12,219,363
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,338,2,147,186,21,12,59,8,3,8,27,3,4,17,1,0,496,15,511,1178
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,339,1,74,95,6,3,7,2,1,2,3,1,0,4,1,0,199,10,209,340
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,340,1,109,95,5,1,3,2,0,1,0,1,1,8,0,0,226,12,238,382
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,341,1,76,100,16,4,14,4,1,4,2,1,3,10,2,0,237,12,249,503
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,342,1,138,99,12,5,31,3,2,3,9,0,1,2,2,0,307,13,320,550
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,343,1,66,102,3,10,6,5,1,2,4,1,1,8,0,1,210,13,223,406
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,344,1,110,132,14,9,32,7,7,2,11,0,1,5,2,1,333,10,343,617
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,345,1,93,144,17,6,18,5,3,2,9,0,3,7,2,0,309,9,318,630
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,346,2,248,219,12,10,29,11,7,7,10,5,13,16,4,0,591,21,612,1390
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,347,1,168,73,10,10,12,2,2,2,5,0,1,3,0,0,288,12,300,565
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,348,2,178,136,15,14,9,6,0,2,1,1,0,13,1,1,377,21,398,781
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,349,2,153,130,12,9,22,7,5,10,3,6,0,8,1,0,366,20,386,840
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,350,3,259,263,26,11,22,9,2,14,10,7,4,19,0,0,646,23,669,1305
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,351,1,108,111,13,6,12,2,1,6,2,3,2,8,0,0,274,8,282,550
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,352,2,243,134,11,7,18,0,1,13,11,2,2,8,0,0,450,15,465,894
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,353,2,160,145,12,9,20,1,2,6,21,5,1,14,0,0,396,9,405,915
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,354,2,188,214,18,17,71,16,9,10,15,4,4,18,4,0,588,24,612,1151
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,355,1,189,116,10,7,12,8,1,11,4,2,8,6,1,0,375,14,389,685
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,356,2,173,238,45,8,16,24,6,8,10,3,9,7,2,0,549,31,580,1117
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,357,1,151,80,2,0,32,3,1,2,2,1,0,5,1,0,280,10,290,577
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,358,2,144,223,35,14,52,15,7,0,3,1,2,13,2,0,511,42,553,1021
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,359,2,187,141,6,15,25,11,1,20,6,5,2,14,0,0,433,17,450,911
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,360,2,209,163,20,15,63,10,5,12,17,17,3,16,5,0,555,53,608,969
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,361,2,99,177,23,40,61,18,4,7,6,0,2,16,4,0,457,50,507,940
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,362,1,140,110,3,0,13,2,1,2,2,2,0,16,1,0,292,15,307,449
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,363,2,77,40,7,6,12,5,1,3,0,1,0,2,0,0,154,10,164,261
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,364,2,377,259,14,4,38,11,5,16,7,1,3,12,3,0,750,22,772,1156
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,365,1,79,89,9,2,21,0,0,4,1,1,2,7,1,0,216,5,221,366
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,366,1,80,96,10,3,18,2,2,1,0,0,0,10,1,0,223,20,243,347
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,367,2,261,203,15,12,37,8,2,13,10,3,1,18,4,1,588,22,610,964
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,368,1,90,43,8,1,4,1,1,20,1,1,0,1,0,0,171,5,176,221
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,369,1,98,96,3,1,12,4,0,3,3,0,3,4,0,0,227,5,232,379
2,24,SAN LUIS POTOSI,12,CIUDAD VALLES,13,CIUDAD VALLES,370,1,148,91,13,5,22,4,4,11,4,1,1,9,0,0,313,14,327,607
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,371,3,444,331,13,79,9,6,0,272,4,2,2,62,1,0,1225,28,1253,1627
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,372,2,118,203,8,13,6,2,0,148,3,0,2,18,0,0,521,42,563,767
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,373,1,137,183,13,17,2,2,1,85,0,1,0,21,0,0,462,18,480,651
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,374,1,0,156,11,9,4,1,1,92,1,2,0,5,0,0,282,1,283,631
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,375,2,188,175,12,26,6,1,1,128,1,0,0,31,1,0,570,23,593,790
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,376,1,143,162,6,3,3,1,0,62,0,0,1,22,1,0,404,26,430,613
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,377,2,237,113,8,12,3,8,3,199,0,5,0,10,2,0,600,30,630,900
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,378,2,217,191,3,4,3,5,1,125,1,0,0,16,1,0,567,30,597,771
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,379,2,238,172,4,4,3,0,1,151,0,1,1,35,0,0,610,36,646,848
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,380,1,92,98,5,8,0,2,0,93,1,1,0,6,0,0,306,30,336,436
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,381,3,299,346,9,14,7,4,3,256,0,5,2,44,1,0,990,82,1072,1684
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,382,1,134,149,6,1,16,5,2,114,2,1,0,16,0,0,446,55,501,690
2,24,SAN LUIS POTOSI,13,TAMUIN,14,COXCATLAN,383,2,284,328,5,5,41,7,7,84,0,3,0,14,0,0,778,44,822,1155
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,405,2,340,147,4,5,15,5,0,3,37,1,2,10,0,0,569,17,586,912
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,406,2,233,165,8,9,38,19,2,3,15,2,2,11,2,0,509,11,520,878
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,407,3,491,298,9,22,70,34,2,7,40,3,10,28,1,0,1015,32,1047,1692
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,408,2,202,195,3,32,13,38,0,0,16,1,2,12,0,0,514,11,525,825
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,409,2,359,246,4,19,38,22,0,1,27,1,4,25,1,0,747,19,766,1231
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,410,3,496,300,15,13,78,19,0,9,36,0,9,29,1,0,1005,18,1023,1575
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,411,2,263,195,9,13,18,27,0,8,28,0,0,7,0,0,568,9,577,863
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,412,2,310,183,2,20,20,9,0,4,39,0,12,14,0,1,614,12,626,985
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,413,1,202,91,5,6,25,18,2,0,10,0,0,8,3,0,370,3,373,574
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,414,1,208,167,2,15,19,8,0,1,14,0,2,6,0,0,442,5,447,650
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,415,2,234,231,9,19,25,5,1,7,41,1,3,30,1,0,607,8,615,952
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,416,1,150,171,1,14,0,13,0,1,16,1,1,0,0,1,369,12,381,725
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,417,1,178,102,3,8,92,9,1,1,8,0,2,9,7,0,420,8,428,681
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,418,2,416,290,13,6,56,10,6,4,29,1,5,9,3,0,848,35,883,1377
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,419,2,243,267,6,14,13,8,1,5,13,3,4,22,3,0,602,5,607,928
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,420,1,46,49,1,12,2,2,0,2,6,0,4,3,0,0,127,1,128,188
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,421,1,217,170,7,18,13,7,1,1,25,0,3,12,1,0,475,10,485,750
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,422,1,199,165,7,9,7,6,0,1,18,0,9,16,0,0,437,13,450,677
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,423,2,321,206,7,21,15,7,2,4,19,1,4,17,1,0,625,10,635,912
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,424,3,410,210,20,12,121,18,2,4,12,2,4,21,5,0,841,39,880,1551
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,425,3,390,261,24,21,107,16,3,5,31,4,12,31,2,0,907,28,935,1598
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,426,2,311,211,19,18,49,10,0,3,24,5,20,33,5,0,708,18,726,1193
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,427,2,357,229,25,23,84,23,4,17,72,2,10,30,4,0,880,35,915,1445
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,428,1,50,68,2,5,56,10,0,0,2,0,3,4,2,0,202,8,210,360
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,429,1,177,19,6,9,10,4,0,1,1,1,1,0,0,0,229,3,232,410
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,430,2,260,203,26,41,143,11,4,6,34,2,29,0,2,0,761,38,799,1423
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,431,2,190,158,12,22,69,8,2,3,35,2,31,10,1,0,543,24,567,1065
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,432,1,61,34,4,0,13,0,0,3,3,2,0,4,1,0,125,2,127,169
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,433,2,298,252,12,10,22,7,1,4,59,4,2,11,1,0,683,34,717,1202
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,434,1,183,120,4,0,13,5,0,1,0,1,0,11,0,0,338,8,346,619
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,435,1,133,94,6,1,22,0,1,2,0,1,1,6,0,3,270,0,270,361
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,436,1,109,34,2,0,7,2,0,0,1,0,0,11,2,0,168,12,180,246
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,748,2,481,308,13,24,19,10,0,18,3,1,1,28,2,0,908,13,921,1145
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,749,1,217,84,3,3,9,2,0,13,5,1,0,6,0,0,343,10,353,440
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,750,1,146,56,2,4,4,0,0,3,3,0,0,10,0,0,228,14,242,312
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,751,1,192,138,4,9,14,8,2,5,36,1,0,10,1,0,420,16,436,582
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,752,3,530,196,6,6,13,1,1,8,4,2,1,25,1,0,794,31,825,1058
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,753,1,245,136,3,6,6,2,0,0,2,0,0,14,0,0,414,10,424,493
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,754,1,355,120,2,3,7,3,1,2,0,0,0,12,0,0,505,11,516,700
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,755,1,182,101,3,2,22,2,0,2,2,0,0,3,3,0,322,12,334,433
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,756,2,562,339,10,18,36,5,1,13,1,1,4,32,1,0,1023,36,1059,1313
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1160,2,411,257,14,17,7,3,3,17,2,4,1,25,0,0,761,26,787,996
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1161,3,600,480,20,21,16,2,1,15,4,0,2,24,2,0,1187,38,1225,1547
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1162,2,392,272,6,12,14,2,4,4,4,1,1,16,1,0,729,19,748,940
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1163,2,459,243,14,19,9,0,0,17,2,1,2,10,1,0,777,24,801,1022
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1164,1,160,137,4,7,1,0,0,14,2,0,1,15,0,0,341,9,350,448
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1165,1,70,77,3,3,0,0,0,0,0,0,0,5,0,0,158,7,165,215
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1166,1,42,33,2,1,0,0,0,1,0,0,0,1,0,0,80,2,82,104
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1167,1,201,189,0,0,6,1,0,21,2,0,0,0,0,0,420,7,427,531
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1168,1,145,107,4,3,4,3,0,2,2,2,1,7,0,0,280,9,289,334
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1169,1,218,129,6,2,20,2,1,1,3,2,0,7,0,0,391,18,409,560
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1170,1,89,29,1,1,3,1,1,0,1,0,0,0,0,0,126,6,132,176
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1171,1,162,90,1,3,0,1,1,0,0,0,1,1,0,0,260,8,268,315
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1172,1,73,65,2,0,2,1,0,1,1,1,0,4,0,0,150,8,158,195
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1173,1,141,105,20,4,0,0,0,7,2,0,1,0,0,0,280,11,291,372
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1174,2,232,357,8,10,2,3,0,1,1,1,3,35,0,0,653,15,668,802
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1175,1,79,87,2,0,1,0,0,1,1,1,0,0,0,0,172,9,181,213
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1176,1,150,116,16,3,0,1,0,3,0,0,0,10,0,0,299,9,308,375
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1177,1,177,161,7,4,0,0,0,2,0,2,0,14,0,0,367,12,379,472
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,1178,2,524,279,3,7,11,5,0,0,3,1,0,15,2,0,850,42,892,1129
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1428,3,410,215,22,137,128,58,32,44,18,3,3,7,8,0,1085,55,1140,1664
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1429,2,284,200,30,105,109,41,20,38,9,3,0,5,11,0,855,37,892,1254
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1430,1,96,61,9,49,23,8,8,6,5,4,0,0,0,0,269,12,281,400
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1431,1,101,80,8,55,22,8,6,12,1,3,0,3,2,0,301,5,306,434
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1432,2,171,133,17,69,78,11,26,31,18,0,0,7,2,0,563,28,591,867
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1433,1,163,84,5,18,22,24,13,7,9,0,1,0,0,0,346,17,363,565
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1434,1,104,43,3,21,12,4,4,3,3,0,1,0,0,0,198,5,203,285
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1435,1,85,46,2,48,33,17,7,6,7,3,1,2,2,0,259,18,277,441
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1437,1,83,29,5,30,23,11,7,18,19,1,0,2,0,0,228,18,246,401
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1438,1,120,78,10,40,45,25,14,23,6,1,1,1,5,0,369,24,393,592
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1439,1,129,80,11,71,70,27,13,28,6,1,0,10,5,0,451,32,483,744
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1440,1,79,46,8,38,42,23,8,10,1,1,1,4,2,0,263,17,280,391
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1441,1,39,39,3,5,105,31,36,1,0,1,0,0,10,0,270,11,281,360
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1442,1,61,19,9,28,53,33,0,8,2,0,0,1,3,0,217,13,230,285
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1443,1,84,88,5,56,71,10,8,14,3,1,1,3,1,0,345,23,368,508
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,1444,1,75,56,8,31,111,6,9,8,1,1,0,0,4,0,310,16,326,445
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1445,2,268,214,9,24,21,8,2,91,19,14,3,20,0,1,694,49,743,1369
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1446,2,244,195,15,22,11,2,4,62,8,21,3,14,2,0,603,16,619,1141
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1447,2,262,217,12,28,12,11,4,62,14,10,2,5,0,0,639,16,655,1127
2,24,SAN LUIS POTOSI,13,TAMUIN,40,TAMUIN,1448,2,178,156,16,23,7,1,2,35,11,14,1,19,2,0,465,23,488,821
