CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,244,CAPILLA DE TEPEYAHUALCO,503,B,13,,,,,15,,,,,68,,,,,0,96,0,96,133,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tlaxco_PC_Capilla%20de%20Tepeyahualco.pdf
4,29,TLAXCALA,245,RANCHERIA OJO DE AGUA,504,B,,67,,,,3,,,,,97,,,,,0,167,5,172,208,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tlaxco_PC_Rancheria%20Ojo%20de%20Agua.pdf
4,29,TLAXCALA,246,SANTA CRUZ VENUSTIANO CARRANZA,507,B,,71,,185,,,94,,74,,,,,,,0,424,0,424,581,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tocatlan_PC_Santa%20Cruz%20Venustiano%20Carranza.pdf
4,29,TLAXCALA,247,LOS REYES QUIAHUIXTLAN,508,B,16,76,3,2,,,,20,15,120,,,,,,1,253,17,270,397,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Los%20Reyes%20Quiahuxtlan.pdf
4,29,TLAXCALA,247,LOS REYES QUIAHUIXTLAN,508,C01,10,79,10,7,,,,14,17,121,,,,,,1,259,12,271,396,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Los%20Reyes%20Quiahuxtlan.pdf
4,29,TLAXCALA,247,LOS REYES QUIAHUIXTLAN,509,B,38,114,11,2,,,,42,54,90,,,,,,1,352,25,377,547,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Los%20Reyes%20Quiahuxtlan.pdf
4,29,TLAXCALA,247,LOS REYES QUIAHUIXTLAN,509,C01,24,102,6,2,,,,41,31,142,,,,,,8,356,50,406,547,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Los%20Reyes%20Quiahuxtlan.pdf
4,29,TLAXCALA,248,LA CANDELARIA TEOTLALPAN,511,B,69,69,48,10,,,,26,42,20,,,,,,3,287,23,310,459,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_La%20Candelaria%20Teotlalpan.pdf
4,29,TLAXCALA,248,LA CANDELARIA TEOTLALPAN,511,C01,105,46,49,9,,,,48,24,25,,,,,,0,306,29,335,458,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_La%20Candelaria%20Teotlalpan.pdf
4,29,TLAXCALA,249,SAN FRANCISCO OCOTELULCO,512,B,15,38,91,,,,64,80,1,58,,,,,,1,348,7,355,534,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Francisco%20Ocotelulco.pdf
4,29,TLAXCALA,249,SAN FRANCISCO OCOTELULCO,512,C01,18,37,107,,,,76,41,4,70,,,,,,1,354,15,369,533,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Francisco%20Ocotelulco.pdf
4,29,TLAXCALA,249,SAN FRANCISCO OCOTELULCO,512,C02,42,37,105,,,,72,47,4,52,,,,,,0,359,14,373,533,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Francisco%20Ocotelulco.pdf
4,29,TLAXCALA,250,ACXOTLA DEL RIO,513,B,71,,101,21,,,41,63,,65,34,,,,,35,431,27,458,724,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Acxotla%20Del%20Rio.pdf
4,29,TLAXCALA,250,ACXOTLA DEL RIO,513,C01,79,,104,35,,,37,73,,59,36,,,,,33,456,24,480,723,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Acxotla%20Del%20Rio.pdf
4,29,TLAXCALA,250,ACXOTLA DEL RIO,513,C02,67,,102,30,,,51,67,,55,36,,,,,47,455,29,484,723,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Acxotla%20Del%20Rio.pdf
4,29,TLAXCALA,251,SAN MIGUEL TLAMAHUCO,514,B,16,60,83,105,,,,45,8,75,,,,,,0,392,35,427,634,Acta casilla,Modificada,SDF-JRC-0055-2016,http://www.te.gob.mx/salasreg/ejecutoria/sentencias/df/SDF-JRC-0055-2016.pdf
4,29,TLAXCALA,251,SAN MIGUEL TLAMAHUCO,514,C01,27,57,104,84,,,,54,3,72,,,,,,1,402,32,434,633,Acta casilla,Modificada,SDF-JRC-0055-2016,http://www.te.gob.mx/salasreg/ejecutoria/sentencias/df/SDF-JRC-0055-2016.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,515,B,47,50,49,18,35,,57,55,89,31,,,,,,1,432,10,442,649,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,515,C01,36,64,83,14,39,,66,70,67,33,,,,,,2,474,15,489,649,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,515,C02,43,49,58,13,69,,52,62,72,37,,,,,,0,455,12,467,649,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,516,B,22,99,76,12,57,,51,37,58,20,,,,,,1,433,16,449,610,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,516,C01,41,116,116,28,115,,90,79,94,70,,,,,,0,749,27,776,610,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,516,C02,4,54,3,6,6,,6,5,9,9,,,,,,5,107,0,107,610,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,517,B,51,44,92,20,71,,36,45,48,24,,,,,,3,434,10,444,641,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,252,SAN JUAN TOTOLAC,517,C01,28,49,117,18,86,,44,40,36,22,,,,,,0,440,25,465,641,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_San%20Juan%20Totolac.pdf
4,29,TLAXCALA,253,BARRIO DE ZARAGOZA,333,B,0,1,4,,3,,5,1,,3,1,,,,,0,18,1,19,562,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Barrio%20De%20Zaragoza.pdf
4,29,TLAXCALA,253,BARRIO DE ZARAGOZA,333,C01,1,6,2,,1,,4,0,,0,0,,,,,0,14,0,14,562,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Barrio%20De%20Zaragoza.pdf
4,29,TLAXCALA,253,BARRIO DE ZARAGOZA,335,B,7,15,14,,4,,11,17,,4,0,,,,,0,72,2,74,29,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Barrio%20De%20Zaragoza.pdf
4,29,TLAXCALA,253,BARRIO DE ZARAGOZA,335,C01,2,17,12,,3,,10,12,,13,0,,,,,0,69,5,74,31,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Barrio%20De%20Zaragoza.pdf
4,29,TLAXCALA,253,BARRIO DE ZARAGOZA,518,B,14,52,101,,59,,90,71,,16,0,,,,,0,403,6,409,133,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Barrio%20De%20Zaragoza.pdf
4,29,TLAXCALA,253,BARRIO DE ZARAGOZA,518,C01,5,82,85,,54,,120,40,,18,0,,,,,0,404,14,418,123,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Totolac_PC_Barrio%20De%20Zaragoza.pdf
4,29,TLAXCALA,254,JUAN BAUTISTA DE MIER,524,B,198,,29,9,88,,,,,83,2,,,,,0,409,0,409,540,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_ZitlaltepecTSS_PC_San%20Juan%20Bautista%20Mier.pdf
4,29,TLAXCALA,255,COLONIA FRANCISCO JAVIER MINA,525,B,35,,8,61,12,,,118,,,61,,,,,0,295,25,320,445,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_ZitlaltepecTSS_PC_Colonia%20Francisco%20Javier%20Mina.pdf
4,29,TLAXCALA,255,COLONIA FRANCISCO JAVIER MINA,525,C01,33,,8,99,9,,,101,,,74,,,,,0,324,15,339,444,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_ZitlaltepecTSS_PC_Colonia%20Francisco%20Javier%20Mina.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,527,B,52,26,11,42,8,6,37,,48,24,138,,,,,18,410,22,432,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,527,C01,66,29,10,19,13,0,56,,47,35,102,,,,,4,381,16,397,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,527,C02,48,20,7,20,6,0,34,,65,22,118,,,,,22,362,25,387,588,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,527,E01,52,43,25,7,28,0,32,,25,43,35,,,,,11,301,26,327,639,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,527,E01C01,39,30,24,11,25,0,33,,20,36,37,,,,,8,263,29,292,639,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,527,E01C02,50,35,21,8,28,0,41,,22,28,44,,,,,20,297,24,321,638,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,528,B,78,23,9,9,9,0,53,,50,16,117,,,,,1,365,22,387,559,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,528,C01,74,28,16,5,6,0,64,,34,37,93,,,,,13,370,16,386,559,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,528,C02,60,35,6,8,6,0,53,,45,24,139,,,,,12,388,11,399,559,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,528,E01,23,38,33,5,11,0,32,,38,35,41,,,,,6,262,25,287,523,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,528,E01C01,21,34,24,0,9,0,26,,29,30,40,,,,,10,223,21,244,523,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,528,E01C02,31,42,26,9,16,0,31,,42,27,56,,,,,9,289,21,310,522,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Andr%23U00e9s%20Ahuashuastepec.pdf
4,29,TLAXCALA,257,SAN SALVADOR TZOMPANTEPEC,529,B,29,70,35,,62,,4,169,,5,90,,,,,0,464,26,490,697,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Salvador%20Tzompantepec.pdf
4,29,TLAXCALA,257,SAN SALVADOR TZOMPANTEPEC,529,C01,44,103,52,,88,,5,146,,12,66,,,,,0,516,11,527,696,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Salvador%20Tzompantepec.pdf
4,29,TLAXCALA,258,SAN JUAN QUETZALCOAPAN,530,B,79,67,1,,30,,141,35,,26,18,,,,,0,397,12,409,558,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Juan%20Quetzalcoapan.pdf
4,29,TLAXCALA,258,SAN JUAN QUETZALCOAPAN,530,C01,90,60,4,,27,,139,33,,18,16,,,,,0,387,8,395,557,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Juan%20Quetzalcoapan.pdf
4,29,TLAXCALA,259,XALTIANQUISCO SECCION 3A.,536,B,111,83,41,8,151,,,61,3,,41,,,,,0,499,17,516,669,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_Xaltianquisco%20Seccion%203ra.pdf
4,29,TLAXCALA,260,SAN MATEO INHOPIL,537,B,9,,37,,49,,,33,51,,17,,,,,0,196,4,200,231,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Tzompantepec_PC_San%20Mateo%20Inohpil.pdf
4,29,TLAXCALA,261,GUADALUPE TEXMOLAC,538,B,92,36,189,67,33,,,,22,55,,,,,,0,494,20,514,689,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_Guadalupe%20Texmolac.pdf
4,29,TLAXCALA,261,GUADALUPE TEXMOLAC,538,C01,66,36,170,53,38,,,,26,69,,,,,,0,458,13,471,688,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_Guadalupe%20Texmolac.pdf
4,29,TLAXCALA,261,GUADALUPE TEXMOLAC,538,C02,77,26,169,62,42,,,,12,75,,,,,,0,463,15,478,688,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_Guadalupe%20Texmolac.pdf
4,29,TLAXCALA,263,"SAN COSME XALOZTOC, HUIZNAHUAC 1A. SECCION",540,B,79,32,100,47,52,,,58,,36,,,,,,0,404,17,421,602,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%20Huiznahuac%201ra%20Seccion.pdf
4,29,TLAXCALA,263,"SAN COSME XALOZTOC, HUIZNAHUAC 1A. SECCION",540,C01,59,41,102,39,66,,,51,,48,,,,,,0,406,17,423,602,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%20Huiznahuac%201ra%20Seccion.pdf
4,29,TLAXCALA,263,"SAN COSME XALOZTOC, HUIZNAHUAC 1A. SECCION",540,C02,55,32,73,72,46,,,86,,53,,,,,,0,417,16,433,602,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%20Huiznahuac%201ra%20Seccion.pdf
4,29,TLAXCALA,263,"SAN COSME XALOZTOC, HUIZNAHUAC 1A. SECCION",540,C03,70,47,90,51,48,,,44,,41,,,,,,0,391,18,409,601,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%20Huiznahuac%201ra%20Seccion.pdf
4,29,TLAXCALA,263,"SAN COSME XALOZTOC, HUIZNAHUAC 1A. SECCION",540,C04,55,34,83,42,48,,,85,,48,,,,,,0,395,22,417,601,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Xaloztoc_PC_San%20Cosme%20Xaloztoc%20Huiznahuac%201ra%20Seccion.pdf
4,29,TLAXCALA,264,SAN COSME XALOZTOC 2A. SECCION,541,B,49,75,46,55,82,,,63,46,34,,,,,,0,450,17,467,656,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%202da%20Seccion.pdf
4,29,TLAXCALA,264,SAN COSME XALOZTOC 2A. SECCION,541,C01,47,80,49,44,52,,,96,58,28,,,,,,0,454,17,471,656,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%202da%20Seccion.pdf
4,29,TLAXCALA,264,SAN COSME XALOZTOC 2A. SECCION,541,C02,42,61,47,48,60,,,75,59,29,,,,,,0,421,12,433,656,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%202da%20Seccion.pdf
4,29,TLAXCALA,264,SAN COSME XALOZTOC 2A. SECCION,541,C03,51,97,57,52,36,,,60,48,37,,,,,,0,438,17,455,656,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Cosme%20Xaloztoc%202da%20Seccion.pdf
4,29,TLAXCALA,265,SAN PEDRO TLACOTEPEC,542,B,12,72,11,95,122,,,27,,20,,,,,,0,359,12,371,569,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Xaloztoc_PC_San%20Pedro%20Tlacotepec.pdf
