CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,88,SAN JOSE XICOHTENCATL,204,B,64,176,92,,,,,39,,41,,,,,,5,417,18,435,675,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_San%20Jose%20Xicohtencatl.pdf
4,29,TLAXCALA,88,SAN JOSE XICOHTENCATL,204,C01,54,150,127,,,,,61,,14,,,,,,0,406,18,424,675,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_San%20Jose%20Xicohtencatl.pdf
4,29,TLAXCALA,88,SAN JOSE XICOHTENCATL,204,C02,78,165,106,,,,,47,,29,,,,,,3,428,11,439,675,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_San%20Jose%20Xicohtencatl.pdf
4,29,TLAXCALA,89,COLONIA ACASILLADOS SAN MARTIN NOTARIO,205,B,108,44,1,,,,,,,71,,,,,,0,224,4,228,257,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Colonia%20Acasillados%20San%20Martin%20Notario.pdf
4,29,TLAXCALA,90,LAZARO CARDENAS,206,B,130,174,32,,,,,9,,34,,,,,,1,380,10,390,435,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Lazaro%20Cardenas.pdf
4,29,TLAXCALA,90,LAZARO CARDENAS,206,C01,107,145,48,,,,,6,,17,,,,,,0,323,5,328,386,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Lazaro%20Cardenas.pdf
4,29,TLAXCALA,91,COLONIA CHAPULTEPEC,207,B,108,173,61,,,,18,81,,,,,,,,65,506,27,533,734,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Colonia%20Chapultepec.pdf
4,29,TLAXCALA,92,COLONIA SAN FRANCISCO TECOAC,208,B,,,0,,,,,,,,,,69,,,53,122,9,131,177,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Colonia%20San%20Francisco%20Tecoac.pdf
4,29,TLAXCALA,93,NUEVO BARRIO FRANCISCO VILLA,208,B,69,91,,,15,,,105,122,,,,,,,0,402,9,411,556,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Nuevo%20Barrio%20Francisco%20Villa.pdf
4,29,TLAXCALA,94,COLONIA CUAHUTEMOC,209,B,,220,121,,9,,,231,,,,,,,,0,581,23,604,742,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Colonia%20Cuauhtemoc.pdf
4,29,TLAXCALA,95,COLONIA JOSE MARIA MORELOS,211,B,9,39,69,,,,34,,,2,,,,,,169,322,18,340,435,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Colonia%20Jose%20Maria%20Morelos.pdf
4,29,TLAXCALA,95,COLONIA JOSE MARIA MORELOS,211,C01,14,33,81,,,,31,,,10,,,,,,131,300,24,324,434,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Colonia%20Jose%20Maria%20Morelos.pdf
4,29,TLAXCALA,96,N.C.P. JOSE MARIA MORELOS,212,B,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,484,Acta casilla,,,
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,213,B,24,147,14,31,74,,14,61,41,17,,,,,,0,423,21,444,664,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,213,C01,25,171,13,31,50,,29,47,21,21,,,,,,0,408,18,426,664,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,213,C02,32,172,22,16,55,,28,44,28,19,,,,,,0,416,20,436,664,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,213,C03,26,148,19,32,79,,20,56,23,25,,,,,,0,428,39,467,664,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,214,B,23,191,32,26,42,,27,16,24,22,,,,,,0,403,19,422,629,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,214,C01,24,206,25,18,41,,34,28,29,15,,,,,,0,420,19,439,628,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,97,IGNACIO ZARAGOZA,214,C02,16,206,26,21,47,,30,17,23,15,,,,,,0,401,20,421,628,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,98,RANCHERIA ALTAMIRA DE GUADALUPE,215,B,95,81,,,,46,,,,,,,,,,0,222,0,222,286,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20Altamira%20de%20Guadalupe.pdf
4,29,TLAXCALA,99,RANCHERIA LOS PILARES,216,B,,76,24,,,,8,44,65,49,,,,,,0,266,20,286,427,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20Los%20Pilares.pdf
4,29,TLAXCALA,99,RANCHERIA LOS PILARES,216,C01,,63,55,,,,5,46,61,35,,,,,,1,266,21,287,427,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20Los%20Pilares.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,184,B,24,35,6,0,,,1,0,,2,,,,,,0,68,22,90,89,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,184,C01,16,10,8,0,,,1,9,,4,,,,,,0,48,1,49,54,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,192,B,3,0,0,0,,,0,19,,3,,,,,,0,25,1,26,33,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,192,C01,3,5,0,0,,,0,6,,0,,,,,,0,14,0,14,16,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,192,C02,0,1,0,1,,,0,4,,0,,,,,,0,6,0,6,16,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,217,B,63,49,17,0,,,2,19,,15,,,,,,0,165,11,176,240,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,217,C01,49,37,10,3,,,4,17,,14,,,,,,0,134,1,135,202,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Santa%20Maria%20Yancuitlalpan.pdf
4,29,TLAXCALA,101,RANCHERIA DE LA CRUZ,184,B,9,41,26,,,,5,,,,,,,,,0,81,11,92,171,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20de%20la%20Cruz.pdf
4,29,TLAXCALA,101,RANCHERIA DE LA CRUZ,184,C01,14,38,29,,,,4,,,,,,,,,0,85,1,86,142,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20de%20la%20Cruz.pdf
4,29,TLAXCALA,101,RANCHERIA DE LA CRUZ,192,B,2,14,2,,,,0,,,,,,,,,0,18,0,18,28,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20de%20la%20Cruz.pdf
4,29,TLAXCALA,101,RANCHERIA DE LA CRUZ,192,C01,2,9,11,,,,0,,,,,,,,,0,22,0,22,39,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20de%20la%20Cruz.pdf
4,29,TLAXCALA,101,RANCHERIA DE LA CRUZ,192,C02,1,8,16,,,,0,,,,,,,,,0,25,3,28,44,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20de%20la%20Cruz.pdf
4,29,TLAXCALA,101,RANCHERIA DE LA CRUZ,218,B,85,101,169,,,,33,,,,,,,,,0,388,26,414,643,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla_PC_Rancheria%20de%20la%20Cruz.pdf
4,29,TLAXCALA,102,RANCHERIA DE JESUS,219,B,0,148,4,3,,,133,51,,,,,,,,9,348,20,368,670,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Huamantla_PC_Rancheria%20de%20Jesus.pdf
4,29,TLAXCALA,103,IGNACIO ZARAGOZA,222,B,31,35,68,114,,,,72,,43,,,,,,0,363,19,382,532,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,103,IGNACIO ZARAGOZA,222,C01,44,51,58,92,,,,91,,31,,,,,,0,367,13,380,531,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_Ignacio%20Zaragoza.pdf
4,29,TLAXCALA,104,ADOLFO LOPEZ MATEOS,224,B,267,,210,,,,,14,,,,,,,,9,500,12,512,670,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_Adolfo%20Lopez%20Mateos.pdf
4,29,TLAXCALA,105,SAN LORENZO TECHALOTE,225,B,61,3,43,,,,,121,,1,,,,,,0,229,12,241,279,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_San%20Lorenzo%20Techalote.pdf
4,29,TLAXCALA,106,SANTIAGO TLALPAN,227,B,190,92,,,,,,121,2,29,14,,,,,0,448,11,459,620,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Hueyotlipan_PC_Santiago%20Tlalpan.pdf
4,29,TLAXCALA,107,SAN SIMEON XIPETZINGO,228,B,98,61,56,,89,,,79,,,,,,,,3,386,24,410,635,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_San%20Simeon%20Xipetzingo.pdf
4,29,TLAXCALA,107,SAN SIMEON XIPETZINGO,228,C01,112,69,50,,80,,,84,,,,,,,,1,396,10,406,634,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_San%20Simeon%20Xipetzingo.pdf
4,29,TLAXCALA,107,SAN SIMEON XIPETZINGO,228,C02,95,54,67,,78,,,81,,,,,,,,0,375,19,394,634,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_San%20Simeon%20Xipetzingo.pdf
4,29,TLAXCALA,107,SAN SIMEON XIPETZINGO,228,C03,87,66,48,,95,,,95,,,,,,,,1,392,16,408,634,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_San%20Simeon%20Xipetzingo.pdf
4,29,TLAXCALA,108,SAN MANUEL TLALPAN,229,B,,52,,,,,,48,,,,,,,,0,100,0,100,128,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_San%20Manuel%20Tlalpan.pdf
4,29,TLAXCALA,109,SANTA MARIA IXCOTLA,230,B,,,155,,,,,79,,130,,,,,,0,364,15,379,526,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Hueyotlipan_PC_Santa%20Maria%20Ixcotla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,232,B,68,50,26,,41,48,30,56,16,,,,,,,50,385,21,406,640,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,232,C01,88,43,23,,54,51,29,36,13,,,,,,,31,368,22,390,639,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,232,C02,109,40,34,,62,58,16,47,11,,,,,,,34,411,32,443,639,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,233,B,29,82,26,,49,64,48,26,9,,,,,,,17,350,15,365,555,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,233,C01,29,86,40,,53,65,25,24,12,,,,,,,23,357,16,373,554,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,233,C02,23,57,27,,88,56,33,22,15,,,,,,,40,361,13,374,554,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,234,B,37,77,60,,71,72,55,23,9,,,,,,,18,422,14,436,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,234,C01,30,59,53,,78,87,36,24,24,,,,,,,25,416,22,438,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Felipe%20Ixtacuixtla.pdf
4,29,TLAXCALA,111,RANCHERIA LA SOLEDAD,235,B,8,,33,,,27,4,44,,,,,,,,0,116,0,116,197,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_Rancheria%20La%20Soledad.pdf
4,29,TLAXCALA,112,SAN ANTONIO ATOTONILCO,241,B,67,27,147,,,6,14,19,5,,,,,,,0,285,24,309,568,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_San%20Antonio%20Atotonilco.pdf
4,29,TLAXCALA,112,SAN ANTONIO ATOTONILCO,241,C01,66,36,107,,,17,18,14,2,,,,,,,1,261,0,261,568,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_San%20Antonio%20Atotonilco.pdf
4,29,TLAXCALA,112,SAN ANTONIO ATOTONILCO,241,C02,73,28,128,,,16,7,11,3,,,,,,,0,266,18,284,567,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_San%20Antonio%20Atotonilco.pdf
4,29,TLAXCALA,112,SAN ANTONIO ATOTONILCO,242,B,84,68,113,,,18,6,9,5,,,,,,,0,303,25,328,655,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_San%20Antonio%20Atotonilco.pdf
4,29,TLAXCALA,112,SAN ANTONIO ATOTONILCO,242,C01,91,41,113,,,14,15,25,6,,,,,,,0,305,22,327,655,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_San%20Antonio%20Atotonilco.pdf
4,29,TLAXCALA,113,SAN MIGUEL LA PRESA,243,B,6,7,,,,100,41,91,,,,,,,,0,245,12,257,335,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_Ixtacuixtla_PC_San%20Miguel%20La%20Presa.pdf
4,29,TLAXCALA,114,LA TRINIDAD TENEXAC,245,B,25,70,50,,,117,46,23,68,,,,,,,0,399,12,411,575,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_La%20Trinidad%20Tenexyecac.pdf
4,29,TLAXCALA,114,LA TRINIDAD TENEXAC,245,C01,18,47,42,,,132,46,46,70,,,,,,,0,401,25,426,575,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_La%20Trinidad%20Tenexyecac.pdf
4,29,TLAXCALA,114,LA TRINIDAD TENEXAC,245,C02,15,47,63,,,131,39,42,69,,,,,,,0,406,19,425,575,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_La%20Trinidad%20Tenexyecac.pdf
4,29,TLAXCALA,114,LA TRINIDAD TENEXAC,245,C03,12,35,37,,,151,68,33,85,,,,,,,0,421,11,432,574,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Ixtacuixtla_PC_La%20Trinidad%20Tenexyecac.pdf
