ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
29,TLAXCALA,132,SECCION 8A. SANTA MARIA AQUIAHUAC,1,1,38,63,11,,2,,,81,,25,,,,,,128,348,12,360,449,0.8018
29,TLAXCALA,133,VILLALTA,2,7,336,292,,160,868,,,,127,,806,,,,,5,2594,68,2662,4191,0.6352
29,TLAXCALA,134,SAN MATEO AYECAC,1,4,297,250,339,,887,,,,,,,,,,,52,1825,36,1861,2525,0.7370
29,TLAXCALA,135,GUADALUPE VICTORIA,1,1,,174,262,,,,,,,,,,,,,0,436,19,455,545,0.8349
29,TLAXCALA,137,FRANCISCO VILLA,2,4,686,95,439,,,,,178,,,,,,,,148,1546,49,1595,2229,0.7156
29,TLAXCALA,138,FRANCISCO I. MADERO,1,2,335,139,,,,,,7,,13,156,,,,,138,788,22,810,916,0.8843
29,TLAXCALA,139,TEPUENTE,1,1,25,47,,,,,,5,,53,,,,,,0,130,3,133,172,0.7733
29,TLAXCALA,140,SAN FELIPE HIDALGO,1,2,0,232,82,,1,38,99,,220,56,,,,,,98,826,25,851,1172,0.7261
29,TLAXCALA,141,SECCION 1A. ACUAMANALA,1,2,171,64,141,,100,70,,,161,234,,,,,,0,941,33,974,1221,0.7977
29,TLAXCALA,142,SECCION 3A. CHIMALPA,1,2,161,115,175,,267,108,,,187,91,,,,,,0,1104,32,1136,1341,0.8471
29,TLAXCALA,143,SECCION 2A. GUADALUPE HIDALGO,1,2,139,22,109,,6,371,,,113,179,,,,,,1,940,28,968,1132,0.8551
29,TLAXCALA,144,SECCION 4A. OLEXTLA DE JUAREZ,1,1,45,174,14,,2,,,41,3,,,,,,,22,301,18,319,634,0.5032
29,TLAXCALA,145,SAN JOSE ATOYATENCO,1,2,174,27,90,,186,,5,205,37,,,,,,,21,745,65,810,1316,0.6155
29,TLAXCALA,146,SAN RAFAEL TENANYECAC,1,3,73,184,,,338,,,54,426,,,,,,,261,1336,81,1417,2077,0.6822
29,TLAXCALA,147,SAN MIGUEL XOCHITECATITLA,1,3,52,364,,,87,186,,285,104,,,,,,,0,1078,37,1115,1654,0.6741
29,TLAXCALA,148,SANTIAGO MICHAC,2,4,128,807,,,471,4,84,96,3,177,,,,,,0,1770,45,1815,2552,0.7112
29,TLAXCALA,149,SAN MIGUEL ANALCO,1,2,,192,,,,,10,285,213,,,,,,,0,700,36,736,1111,0.6625
29,TLAXCALA,150,COLONIA EMILIANO ZAPATA,2,6,125,155,131,75,158,,,,,115,106,,,,,3,868,41,909,1239,0.7337
29,TLAXCALA,151,SAN TADEO HUILOAPAN,1,3,123,,336,202,382,,,,124,41,53,,,,,0,1261,77,1338,2221,0.6024
29,TLAXCALA,152,SANTA CATARINA APATLAHCO,1,1,23,,2,,42,,,,68,,,,,,,0,135,2,137,167,0.8204
29,TLAXCALA,153,SAN FRANCISCO TEMEZONTLA,1,3,,,159,21,21,,,546,416,72,,,,,,0,1235,47,1282,1765,0.7263
29,TLAXCALA,154,SAN AMBROSIO TEXANTLA,1,1,,40,264,,3,,,213,,,,,,,,0,520,10,530,654,0.8104
29,TLAXCALA,155,JESUS ACATITLA,1,1,,51,122,3,17,,,30,224,102,,,,,,2,551,14,565,709,0.7969
29,TLAXCALA,156,SANTA CRUZ TECHACHALCO,1,3,14,113,112,305,110,97,,202,,142,,,,,,0,1095,41,1136,1539,0.7381
29,TLAXCALA,157,SAN JORGE TEZOQUIPAN,2,6,121,,416,137,86,222,187,489,415,93,,,,,,2,2168,96,2264,3362,0.6734
29,TLAXCALA,158,BARRIO DE SAN COSME,1,5,454,619,454,10,,191,67,,12,376,,,,,,6,2189,58,2247,3169,0.7091
29,TLAXCALA,159,BARRIO DE SANTIAGO,1,5,98,428,319,27,6,376,622,269,5,149,,,,,,1,2300,83,2383,3221,0.7398
29,TLAXCALA,160,BARRIO DE CRISTO,1,6,269,304,693,650,,15,,53,,102,,,,,,742,2828,132,2960,4239,0.6983
29,TLAXCALA,161,BARRIO DE SAN NICOLAS,2,9,1612,92,927,10,410,5,,22,1089,,,,,,,0,4167,139,4306,6016,0.7158
29,TLAXCALA,162,BARRIO DE LA SANTISIMA,1,5,172,68,761,25,19,537,278,144,7,,,,,,,1,2012,76,2088,3073,0.6795
29,TLAXCALA,163,BARRIO DE SAN MIGUEL,1,5,407,473,95,205,,106,385,486,18,1,,,,,,2,2178,85,2263,3146,0.7193
29,TLAXCALA,164,BARRIO DE JESUS,1,4,144,574,477,37,,11,18,52,86,407,,,,,,0,1806,40,1846,2613,0.7065
29,TLAXCALA,165,BARRIO DE SAN SEBASTIAN,1,5,80,195,391,575,252,222,10,279,3,165,47,,,,,0,2219,65,2284,3384,0.6749
29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,2,9,818,674,689,713,,251,,49,100,441,,,,,,1,3736,95,3831,5730,0.6686
29,TLAXCALA,167,BARRIO DE SAN PEDRO,2,6,372,761,584,441,,253,,,,374,,,,,,0,2785,72,2857,4265,0.6699
29,TLAXCALA,168,BARRIO DE TLALTEPANGO,2,9,1328,391,762,56,,1170,,30,,246,,,,,,1,3984,160,4144,6202,0.6682
29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,2,10,444,1288,942,21,35,554,,249,,424,26,,,,,0,3983,215,4198,6153,0.6823
29,TLAXCALA,170,SAN MIGUEL CONTLA,2,6,387,305,,,187,,444,,494,173,,,,,,396,2386,113,2499,3828,0.6528
29,TLAXCALA,171,SAN LUCAS TLACOCHCALCO,1,3,220,307,,,497,42,,257,,,25,,,,,1,1349,253,1602,2057,0.7788
29,TLAXCALA,172,JESUS HUIZNAHUAC,1,2,131,56,,,245,,60,7,,,67,,,153,,0,719,8,727,919,0.7911
29,TLAXCALA,173,GUADALUPE TLACHCO,1,4,262,482,,,248,,,52,,,,,,,582,0,1626,77,1703,2474,0.6884
29,TLAXCALA,174,SECCION 1A. TACAHUALOYA,2,6,229,176,539,337,350,97,,240,,319,,,,,,1,2288,100,2388,3160,0.7557
29,TLAXCALA,175,SECCION 2A. TEOLOCHOLCO,1,3,238,229,212,67,439,0,,88,,,168,,,,,12,1453,94,1547,2206,0.7013
29,TLAXCALA,176,SECCION 3A. BARRIO DE CONTLA,1,5,571,,409,215,802,286,,31,,192,1,,,,,0,2507,79,2586,3712,0.6967
29,TLAXCALA,177,ACXOTLA DEL MONTE,1,3,20,,29,22,540,174,,387,,56,,,,,,0,1228,67,1295,1905,0.6798
29,TLAXCALA,178,SECCION 5A. ACTIPAC,1,2,309,,187,214,128,,,28,,121,,,,,,0,987,33,1020,1436,0.7103
29,TLAXCALA,179,SECCION 6A. CUAUHTLA,1,2,205,133,327,35,138,5,179,10,,122,,,,,,1,1155,28,1183,1495,0.7913
29,TLAXCALA,180,CUAXINCA,1,1,59,132,1,,65,,,13,,10,,,,,,0,280,10,290,338,0.8580
29,TLAXCALA,181,EL CARMEN AZTAMA,1,3,113,288,263,,284,,4,271,,225,,,,,,1,1449,36,1485,1948,0.7623
29,TLAXCALA,182,SANTIAGO TLACOCHCALCO,1,2,213,20,77,,137,,,175,,,,,,,,1,623,18,641,876,0.7317
29,TLAXCALA,183,LA AURORA,1,2,8,222,275,,3,,,24,,22,,,,,,1,555,38,593,801,0.7403
29,TLAXCALA,184,SAN COSME ATLAMAXAC,1,3,186,288,341,,,178,131,340,,,,,,,,1,1465,31,1496,1811,0.8261
29,TLAXCALA,185,SAN PEDRO XACALTZINGO,1,3,5,229,295,,,170,110,132,225,130,,,,,,0,1296,24,1320,1666,0.7923
29,TLAXCALA,186,CHIPILO,1,2,209,121,,179,9,,,114,405,36,,,,,,0,1073,64,1137,1495,0.7605
29,TLAXCALA,187,VILLAREAL,1,2,175,322,,18,,,73,172,49,25,,,,,,0,834,32,866,1196,0.7241
29,TLAXCALA,188,TOLUCA DE GUADALUPE,1,4,192,,,203,143,,416,,204,147,,,,,,236,1541,109,1650,2282,0.7230
29,TLAXCALA,189,COLONIA EL CAPULIN,1,1,68,,,141,62,,,,,62,,,,,,0,333,14,347,438,0.7922
29,TLAXCALA,190,GUADALUPE VICTORIA,1,1,43,143,,5,114,,,112,27,66,,,,,,0,510,10,520,662,0.7855
29,TLAXCALA,191,NICOLAS BRAVO,1,2,32,140,,,92,,,,7,3,,,,,,534,808,82,890,1197,0.7435
29,TLAXCALA,192,COLONIA AGRICOLA DE DOLORES,1,2,158,96,358,,,36,,,157,54,,,,,,1,860,31,891,1271,0.7010
29,TLAXCALA,193,SECCION 4. CHIAUTZINGO,1,2,278,204,85,,,69,,,249,,,,,,,2,887,23,910,1223,0.7441
29,TLAXCALA,194,SECCION 1A. ACTIPAC INFONAVIT,3,8,544,243,509,,,409,,54,396,140,286,,,,,2,2583,113,2696,4342,0.6209
29,TLAXCALA,195,SECCION 2A. TEOTLALPAN,1,4,270,65,358,29,,218,,72,322,1,252,,,,,1,1588,68,1656,2742,0.6039
29,TLAXCALA,196,"OCOTITLA, SECCION 3A.",1,2,123,122,238,4,,64,,53,138,27,57,,,,,0,826,25,851,1214,0.7010
29,TLAXCALA,197,SANTA MARIA CAPULAC,1,2,425,,11,,,27,,,357,,,,,,,0,820,18,838,1065,0.7869
29,TLAXCALA,198,SANTA FE LA TROJE,1,1,86,80,77,,,,,,,,,,,,,0,243,6,249,302,0.8245
29,TLAXCALA,199,COLONIA PLAN DE AYALA,1,1,38,70,72,,,19,,,58,45,,,,,,0,302,7,309,407,0.7592
