"","uniqueid","year","total","mun","turnout","listanominal","pri","morena","prd","pan"
"20864",20555,1992,143,"TRINIDAD ZAACHILA",0.0996515679442509,"1435",143,0,0,0
"20865",20555,1995,395,"TRINIDAD ZAACHILA",NA,NA,225,0,170,0
"20866",20555,1998,495,"TRINIDAD ZAACHILA",0.294642857142857,"1680",290,0,205,0
"20867",20555,2001,693,"TRINIDAD ZAACHILA",NA,NA,373,0,7,0
"20868",20555,2004,812,"TRINIDAD ZAACHILA",0.41260162601626,"1968",279,0,443,0
"20869",20555,2007,985,"TRINIDAD ZAACHILA",0.472875660105617,"2083",246,0,306,0
"20870",20555,2010,1219,"TRINIDAD ZAACHILA",0.542018674966652,"2249",467,0,327,327
"20871",20555,2013,1429,"TRINIDAD ZAACHILA",0.635393508225878,"2249",622,0,807,807
"20872",20555,2016,1508,"TRINIDAD ZAACHILA",0.663148636763413,"2274",117,558,670,670
"20873",20555,2018,1629,"TRINIDAD ZAACHILA",0.689669771380186,"2362",535,242,793,793
"20874",20555,2021,1630,"TRINIDAD ZAACHILA",0.65017949740726,"2507",20,229,885,5
"20875",20555,2024,1653,"TRINIDAD ZAACHILA",0.627086494688923,"2636",0,736,128,0
"20876",20556,1980,399,"TRINIDAD VISTA HERMOSA--LA",1.15317919075145,"346",399,0,0,0
"20877",20556,1983,205,"TRINIDAD VISTA HERMOSA--LA",0.872340425531915,"235",205,0,0,0
"20878",20556,1986,209,"TRINIDAD VISTA HERMOSA--LA",0.958715596330275,"218",209,0,0,0
"20879",20556,1989,158,"TRINIDAD VISTA HERMOSA--LA",0.666666666666667,"237",158,0,0,0
"20880",20556,1992,100,"TRINIDAD VISTA HERMOSA--LA",0.649350649350649,"154",100,0,0,0
"20881",20557,1977,2795,"UNION HIDALGO",0.493729023140788,"5661",1445,0,0,0
"20882",20557,1980,6224,"UNION HIDALGO",0.943745261561789,"6595",4383,0,0,0
"20883",20557,1986,1933,"UNION HIDALGO",0.360701623437208,"5359",1338,0,0,1
"20884",20557,1989,2484,"UNION HIDALGO",0.319239172342887,"7781",1362,0,894,0
"20885",20557,1992,4441,"UNION HIDALGO",0.714906632324533,"6212",2084,0,2357,0
"20886",20557,1998,5349,"UNION HIDALGO",0.678462709284627,"7884",2403,0,1813,1133
"20887",20557,2001,5635,"UNION HIDALGO",NA,NA,2579,0,982,1798
"20888",20557,2004,6231,"UNION HIDALGO",0.691872085276482,"9006",3164,0,0,39
"20889",20557,2007,6527,"UNION HIDALGO",0.69259337860781,"9424",2708,0,3819,0
"20890",20557,2010,7136,"UNION HIDALGO",0.7035393867692,"10143",2823,0,2371,2371
"20891",20557,2013,6934,"UNION HIDALGO",0.743512760025735,"9326",3119,0,3152,3152
"20892",20557,2016,7678,"UNION HIDALGO",0.731307743594628,"10499",2179,414,1757,1757
"20893",20557,2018,8447,"UNION HIDALGO",0.773534798534799,"10920",3121,746,133,133
"20894",20557,2021,8769,"UNION HIDALGO",0.762322872294184,"11503",2200,3265,2200,169
"20895",20557,2024,8490,"UNION HIDALGO",0.727568771959894,"11669",0,3983,0,0
"20896",20558,1977,405,"VALERIO TRUJANO",0.687606112054329,"589",405,0,0,0
"20897",20558,1980,301,"VALERIO TRUJANO",0.56578947368421,"532",301,0,0,0
"20898",20558,1983,339,"VALERIO TRUJANO",0.6,"565",339,0,0,0
"20899",20558,1986,486,"VALERIO TRUJANO",0.882032667876588,"551",486,0,0,0
"20900",20558,1989,451,"VALERIO TRUJANO",0.621212121212121,"726",248,0,203,0
"20901",20558,1992,547,"VALERIO TRUJANO",0.636786961583236,"859",304,0,243,0
"20902",20558,1995,543,"VALERIO TRUJANO",NA,NA,299,0,244,0
"20903",20558,1998,680,"VALERIO TRUJANO",0.721868365180467,"942",259,0,310,111
"20904",20558,2001,720,"VALERIO TRUJANO",NA,NA,328,0,392,0
"20905",20558,2004,766,"VALERIO TRUJANO",0.742967992240543,"1031",300,0,217,0
"20906",20558,2007,781,"VALERIO TRUJANO",0.701077199281867,"1114",291,0,197,91
"20907",20558,2010,818,"VALERIO TRUJANO",0.690295358649789,"1185",191,0,291,291
"20908",20558,2013,964,"VALERIO TRUJANO",0.732522796352584,"1316",276,0,173,173
"20909",20558,2016,964,"VALERIO TRUJANO",0.776167471819646,"1242",192,162,162,162
"20910",20558,2018,992,"VALERIO TRUJANO",0.7936,"1250",163,202,81,81
"20911",20558,2021,968,"VALERIO TRUJANO",0.79344262295082,"1220",6,423,6,6
"20912",20558,2024,957,"VALERIO TRUJANO",0.752358490566038,"1272",12,425,0,0
"20913",20559,1977,1036,"SAN JUAN BAUTISTA VALLE NACIONAL",0.156141672946496,"6635",1036,0,0,0
"20914",20559,1980,1720,"SAN JUAN BAUTISTA VALLE NACIONAL",0.335151987529228,"5132",1720,0,0,0
"20915",20559,1983,3382,"SAN JUAN BAUTISTA VALLE NACIONAL",0.481697763851303,"7021",2230,0,0,0
"20916",20559,1986,113,"SAN JUAN BAUTISTA VALLE NACIONAL",0.904,"125",53,0,0,24
"20917",20559,1992,3951,"SAN JUAN BAUTISTA VALLE NACIONAL",0.45361653272101,"8710",2679,0,0,0
"20918",20559,1995,5460,"SAN JUAN BAUTISTA VALLE NACIONAL",NA,NA,2814,0,921,0
"20919",20559,1998,6686,"SAN JUAN BAUTISTA VALLE NACIONAL",0.565651438240271,"11820",2791,0,1580,2315
"20920",20559,2001,7417,"SAN JUAN BAUTISTA VALLE NACIONAL",NA,NA,2311,0,463,4542
"20921",20559,2004,7846,"SAN JUAN BAUTISTA VALLE NACIONAL",0.55966902061488,"14019",2630,0,1611,1528
"20922",20559,2007,7953,"SAN JUAN BAUTISTA VALLE NACIONAL",0.531298015899526,"14969",3076,0,451,855
"20923",20559,2010,9979,"SAN JUAN BAUTISTA VALLE NACIONAL",0.619121479091699,"16118",3289,0,6385,6385
"20924",20559,2013,11467,"SAN JUAN BAUTISTA VALLE NACIONAL",0.676958498140386,"16939",2189,0,3451,3451
"20925",20559,2016,11117,"SAN JUAN BAUTISTA VALLE NACIONAL",0.655715465376902,"16954",1437,1591,1641,1641
"20926",20559,2018,11839,"SAN JUAN BAUTISTA VALLE NACIONAL",0.688634248487669,"17192",1255,3829,1575,1575
"20927",20559,2021,11750,"SAN JUAN BAUTISTA VALLE NACIONAL",0.663466967814794,"17710",798,1718,200,145
"20928",20559,2024,11418,"SAN JUAN BAUTISTA VALLE NACIONAL",0.637984019668101,"17897",1723,2575,11,1723
"20929",20560,1977,993,"VILLA DIAZ ORDAZ",0.362276541408245,"2741",993,0,0,0
"20930",20560,1980,709,"VILLA DIAZ ORDAZ",0.322859744990893,"2196",709,0,0,0
"20931",20560,1983,1006,"VILLA DIAZ ORDAZ",0.344874871443264,"2917",1006,0,0,0
"20932",20560,1986,2024,"VILLA DIAZ ORDAZ",0.668648827221672,"3027",2024,0,0,0
"20933",20560,1989,1496,"VILLA DIAZ ORDAZ",0.511627906976744,"2924",1496,0,0,0
"20934",20560,1992,1397,"VILLA DIAZ ORDAZ",NA,NA,1397,0,0,0
"20935",20561,1977,763,"YAXE",0.96095717884131,"794",763,0,0,0
"20936",20561,1980,705,"YAXE",1.10849056603774,"636",705,0,0,0
"20937",20561,1983,852,"YAXE",1,"852",852,0,0,0
"20938",20561,1986,800,"YAXE",0.970873786407767,"824",800,0,0,0
"20939",20561,1989,609,"YAXE",0.681970884658455,"893",609,0,0,0
"20940",20561,1992,235,"YAXE",0.264044943820225,"890",235,0,0,0
"20941",20562,1977,166,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0.242335766423358,"685",166,0,0,0
"20942",20562,1980,88,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0.176352705410822,"499",88,0,0,0
"20943",20562,1983,175,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0.385462555066079,"454",175,0,0,0
"20944",20562,1986,421,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0.89957264957265,"468",421,0,0,0
"20945",20562,1989,439,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0.667173252279635,"658",439,0,0,0
"20946",20562,1992,20,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0.0341296928327645,"586",20,0,0,0
"20947",20563,1980,973,"YOGANA",1.09943502824859,"885",973,0,0,0
"20948",20563,1983,500,"YOGANA",0.700280112044818,"714",500,0,0,0
"20949",20563,1986,860,"YOGANA",0.988505747126437,"870",860,0,0,0
"20950",20563,1989,42,"YOGANA",0.0440251572327044,"954",42,0,0,0
"20951",20563,1992,43,"YOGANA",0.0631424375917768,"681",43,0,0,0
"20952",20564,1977,1200,"YUTANDUCHI DE GUERRERO",0.98119378577269,"1223",1200,0,0,0
"20953",20564,1980,1240,"YUTANDUCHI DE GUERRERO",1.1141060197664,"1113",1240,0,0,0
"20954",20564,1983,1184,"YUTANDUCHI DE GUERRERO",0.975288303130148,"1214",1184,0,0,0
"20955",20564,1986,675,"YUTANDUCHI DE GUERRERO",0.675,"1000",675,0,0,0
"20956",20564,1989,1000,"YUTANDUCHI DE GUERRERO",0.972762645914397,"1028",1000,0,0,0
"20957",20564,1992,307,"YUTANDUCHI DE GUERRERO",0.59727626459144,"514",307,0,0,0
"20958",20565,1977,364,"VILLA DE ZAACHILA",0.0773152081563297,"4708",331,0,0,0
"20959",20565,1980,299,"VILLA DE ZAACHILA",0.0871974336541266,"3429",299,0,0,0
"20960",20565,1983,636,"VILLA DE ZAACHILA",0.134375660257765,"4733",636,0,0,0
"20961",20565,1986,2815,"VILLA DE ZAACHILA",0.524990675121223,"5362",2815,0,0,0
"20962",20565,1992,1898,"VILLA DE ZAACHILA",0.34540491355778,"5495",1061,0,837,0
"20963",20565,1995,3187,"VILLA DE ZAACHILA",NA,NA,498,0,1367,0
"20964",20565,1998,3589,"VILLA DE ZAACHILA",0.425186589266675,"8441",2012,0,1577,0
"20965",20565,2001,6123,"VILLA DE ZAACHILA",NA,NA,1661,0,710,169
"20966",20565,2004,6507,"VILLA DE ZAACHILA",0.45247201168208,"14381",1088,0,1114,446
"20967",20565,2007,7287,"VILLA DE ZAACHILA",0.420169520844145,"17343",1679,0,1351,198
"20968",20565,2010,10859,"VILLA DE ZAACHILA",0.537015973492903,"20221",3825,0,4752,4752
"20969",20565,2013,12064,"VILLA DE ZAACHILA",0.519731173530932,"23212",2357,0,4611,4611
"20970",20565,2016,13669,"VILLA DE ZAACHILA",0.529539379382482,"25813",3349,3425,3177,3177
"20971",20565,2018,17776,"VILLA DE ZAACHILA",0.639470465501115,"27798",1305,4272,3387,3387
"20972",20565,2021,17520,"VILLA DE ZAACHILA",0.576031563373335,"30415",1092,3284,868,1821
"20973",20565,2024,19609,"VILLA DE ZAACHILA",0.582647452087357,"33655",532,4024,1465,171
"20974",20566,1977,1419,"ZAPOTITLAN DEL RIO",0.827405247813411,"1715",1419,0,0,0
"20975",20566,1980,772,"ZAPOTITLAN DEL RIO",0.735238095238095,"1050",772,0,0,0
"20976",20566,1983,509,"ZAPOTITLAN DEL RIO",0.311696264543784,"1633",509,0,0,0
"20977",20566,1986,1031,"ZAPOTITLAN DEL RIO",0.72965322009908,"1413",1031,0,0,0
"20978",20566,1992,566,"ZAPOTITLAN DEL RIO",0.61925601750547,"914",566,0,0,0
"20979",20567,1977,116,"ZAPOTITLAN LAGUNAS",0.0641947980077476,"1807",116,0,0,0
"20980",20567,1980,78,"ZAPOTITLAN LAGUNAS",0.0599078341013825,"1302",78,0,0,0
"20981",20567,1983,298,"ZAPOTITLAN LAGUNAS",0.185554171855542,"1606",179,0,0,119
"20982",20567,1986,326,"ZAPOTITLAN LAGUNAS",0.188221709006928,"1732",251,0,0,75
"20983",20567,1992,303,"ZAPOTITLAN LAGUNAS",0.242983159582999,"1247",195,0,0,108
"20984",20567,1995,330,"ZAPOTITLAN LAGUNAS",NA,NA,279,0,0,51
"20985",20567,1998,545,"ZAPOTITLAN LAGUNAS",0.314665127020785,"1732",441,0,0,104
"20986",20567,2001,764,"ZAPOTITLAN LAGUNAS",NA,NA,356,0,0,408
"20987",20567,2004,889,"ZAPOTITLAN LAGUNAS",0.407985314364387,"2179",527,0,0,362
"20988",20567,2007,1071,"ZAPOTITLAN LAGUNAS",0.448304730012558,"2389",429,0,397,245
"20989",20567,2010,1090,"ZAPOTITLAN LAGUNAS",0.421663442940039,"2585",526,0,564,564
"20990",20567,2013,1259,"ZAPOTITLAN LAGUNAS",0.512205044751831,"2458",659,0,249,249
"20991",20567,2016,1372,"ZAPOTITLAN LAGUNAS",0.594196621914249,"2309",455,51,148,148
"20992",20567,2018,1260,"ZAPOTITLAN LAGUNAS",0.572467060427079,"2201",171,528,558,558
"20993",20567,2021,1399,"ZAPOTITLAN LAGUNAS",0.622885129118433,"2246",90,156,90,90
"20994",20567,2024,1128,"ZAPOTITLAN LAGUNAS",0.488311688311688,"2310",181,742,98,0
"20995",20568,1977,426,"ZAPOTITLAN PALMAS",0.563492063492063,"756",426,0,0,0
"20996",20568,1980,282,"ZAPOTITLAN PALMAS",0.390041493775934,"723",282,0,0,0
"20997",20568,1983,261,"ZAPOTITLAN PALMAS",0.344327176781003,"758",261,0,0,0
"20998",20568,1986,376,"ZAPOTITLAN PALMAS",0.457978075517661,"821",376,0,0,0
"20999",20568,1992,77,"ZAPOTITLAN PALMAS",0.134146341463415,"574",77,0,0,0
"21000",20569,1977,438,"SANTA INES DE ZARAGOZA",0.32468495181616,"1349",438,0,0,0
"21001",20569,1980,1010,"SANTA INES DE ZARAGOZA",0.943043884220355,"1071",1010,0,0,0
"21002",20569,1983,1036,"SANTA INES DE ZARAGOZA",0.856906534325889,"1209",799,0,0,237
"21003",20569,1986,616,"SANTA INES DE ZARAGOZA",0.487341772151899,"1264",616,0,0,0
"21004",20569,1989,791,"SANTA INES DE ZARAGOZA",0.641524736415247,"1233",744,0,0,0
"21005",20569,1992,540,"SANTA INES DE ZARAGOZA",0.500927643784787,"1078",540,0,0,0
"21006",20570,1977,5104,"ZIMATLAN DE ALVAREZ",0.803779527559055,"6350",5104,0,0,0
"21007",20570,1980,1731,"ZIMATLAN DE ALVAREZ",0.517025089605735,"3348",1731,0,0,0
"21008",20570,1983,1575,"ZIMATLAN DE ALVAREZ",0.276364274434111,"5699",1243,0,0,0
"21009",20570,1986,1660,"ZIMATLAN DE ALVAREZ",0.26900016204829,"6171",1660,0,0,0
"21010",20570,1989,1052,"ZIMATLAN DE ALVAREZ",0.709851551956815,"1482",800,0,240,4
"21011",20570,1992,2236,"ZIMATLAN DE ALVAREZ",0.29038961038961,"7700",1321,0,915,0
"21012",20570,1995,3022,"ZIMATLAN DE ALVAREZ",NA,NA,1481,0,1541,0
"21013",20570,1998,4393,"ZIMATLAN DE ALVAREZ",0.476515891094479,"9219",2398,0,1995,0
"21014",20570,2001,5595,"ZIMATLAN DE ALVAREZ",NA,NA,1704,0,1342,1121
"21015",20570,2004,6600,"ZIMATLAN DE ALVAREZ",0.564536823197331,"11691",1760,0,2776,341
"21016",20570,2007,6818,"ZIMATLAN DE ALVAREZ",0.528937160589604,"12890",1840,0,2587,2225
"21017",20570,2010,7944,"ZIMATLAN DE ALVAREZ",0.56633635132245,"14027",3932,0,4012,4012
"21018",20570,2013,7443,"ZIMATLAN DE ALVAREZ",0.511722241320041,"14545",1988,0,1981,1981
"21019",20570,2016,9594,"ZIMATLAN DE ALVAREZ",0.650352494577007,"14752",1985,967,2895,2895
"21020",20570,2018,10714,"ZIMATLAN DE ALVAREZ",0.702833901863028,"15244",425,2686,5695,5695
"21021",20570,2021,10384,"ZIMATLAN DE ALVAREZ",0.638779527559055,"16256",3321,1629,3321,3321
"21022",20570,2024,11349,"ZIMATLAN DE ALVAREZ",0.669755089997049,"16945",86,1539,1094,487
"21023",21001,1980,1757,"ACAJETE",0.224250159540523,"7835",1757,0,0,0
"21024",21001,1983,1696,"ACAJETE",0.169143313054752,"10027",1135,0,0,298
"21025",21001,1986,2963,"ACAJETE",0.307748234316577,"9628",2625,0,0,325
"21026",21001,1989,3954,"ACAJETE",0.362818865846944,"10898",3325,0,163,466
"21027",21001,1992,3803,"ACAJETE",0.225965537730244,"16830",2463,0,92,1217
"21028",21001,1995,10127,"ACAJETE",0.48601046215866,"20837",3759,0,2429,3906
"21029",21001,1998,13009,"ACAJETE",0.540914760914761,"24050",4481,0,2114,2873
"21030",21001,2001,11706,"ACAJETE",0.42771018305382,"27369",5292,0,2011,4053
"21031",21001,2004,15485,"ACAJETE",0.49680772562482,"31169",4826,0,3545,2958
"21032",21001,2007,14908,"ACAJETE",0.432592420637224,"34462",3779,0,884,5469
"21033",21001,2010,17827,"ACAJETE",0.474943386172905,"37535",8698,0,7647,7647
"21034",21001,2013,22471,"ACAJETE",0.569520478507705,"39456",4331,0,6114,6114
"21035",21001,2014,23236,"ACAJETE",0.588909164639092,"39456",6572,0,8836,8836
"21036",21001,2018,27053,"ACAJETE",0.614491766042022,"44025",1692,15488,4234,4234
"21037",21001,2021,23568,"ACAJETE",0.513408125476528,"45905",2978,5063,2484,716
"21038",21002,1974,1016,"ACATENO",NA,NA,548,0,0,0
"21039",21002,1980,1480,"ACATENO",0.563165905631659,"2628",1024,0,0,0
"21040",21002,1983,1558,"ACATENO",0.499358974358974,"3120",687,0,0,0
"21041",21002,1986,1515,"ACATENO",0.44415127528584,"3411",1488,0,0,0
"21042",21002,1989,1302,"ACATENO",0.291928251121076,"4460",1252,0,0,0
"21043",21002,1992,2270,"ACATENO",0.516261087104844,"4397",1492,0,0,766
"21044",21002,1995,2849,"ACATENO",0.663638481248544,"4293",1549,0,1284,5
"21045",21002,1998,3209,"ACATENO",0.682330427386774,"4703",1648,0,513,1048
"21046",21002,2001,3692,"ACATENO",0.725058915946583,"5092",1415,0,408,1445
"21047",21002,2004,3892,"ACATENO",0.701514059120404,"5548",1296,0,1614,486
"21048",21002,2007,4152,"ACATENO",0.70253807106599,"5910",1358,0,1453,1139
"21049",21002,2010,4490,"ACATENO",0.706752715252636,"6353",1237,0,2211,2211
"21050",21002,2013,4931,"ACATENO",0.769266770670827,"6410",829,0,1831,1831
"21051",21002,2018,5210,"ACATENO",0.76180728176634,"6839",444,408,1884,1884
"21052",21002,2021,5258,"ACATENO",0.727348180937889,"7229",1001,287,1001,1001
"21053",21003,1974,4113,"ACATLAN",NA,NA,4113,0,0,0
"21054",21003,1980,2806,"ACATLAN",0.190159934941719,"14756",2302,0,0,0
"21055",21003,1983,6225,"ACATLAN",0.48237117396358,"12905",5757,0,0,0
"21056",21003,1986,3636,"ACATLAN",0.285355517187255,"12742",3457,0,0,0
"21057",21003,1989,3887,"ACATLAN",0.270174463056926,"14387",2836,0,743,1
"21058",21003,1992,6691,"ACATLAN",0.492130038246543,"13596",3073,0,195,2014
"21059",21003,1995,8832,"ACATLAN",0.582086601199499,"15173",5721,0,911,2010
"21060",21003,1998,9054,"ACATLAN",0.492413117963779,"18387",4383,0,1214,3337
"21061",21003,2001,12333,"ACATLAN",0.573281271789151,"21513",3553,0,134,8520
"21062",21003,2004,10191,"ACATLAN",0.42708071410611,"23862",4677,0,3014,2426
"21063",21003,2007,10651,"ACATLAN",0.408037390338275,"26103",3965,0,1296,2217
"21064",21003,2010,13394,"ACATLAN",0.472701605787895,"28335",5277,0,4802,4802
"21065",21003,2013,14716,"ACATLAN",0.519669468182781,"28318",5514,0,6955,6955
"21066",21003,2018,16501,"ACATLAN",0.587140620552235,"28104",2281,5483,4399,4399
"21067",21003,2021,15917,"ACATLAN",0.553519265544582,"28756",3359,3506,4231,4231
"21068",21004,1980,4442,"ACATZINGO",1.01046405823476,"4396",4442,0,0,0
"21069",21004,1983,6609,"ACATZINGO",0.796265060240964,"8300",6609,0,0,0
"21070",21004,1986,5552,"ACATZINGO",0.658131816026553,"8436",5552,0,0,0
"21071",21004,1989,7169,"ACATZINGO",0.679461662401668,"10551",7125,0,0,0
"21072",21004,1992,6621,"ACATZINGO",0.471346194917064,"14047",3454,0,94,3049
"21073",21004,1995,6670,"ACATZINGO",0.446303111408498,"14945",3655,0,510,2470
"21074",21004,1998,8668,"ACATZINGO",0.509912347785164,"16999",3868,0,4110,689
"21075",21004,2001,11422,"ACATZINGO",0.572129833700661,"19964",4002,0,3698,996
"21076",21004,2004,12469,"ACATZINGO",0.55143286750398,"22612",5264,0,3951,491
"21077",21004,2007,13854,"ACATZINGO",0.549871006152014,"25195",7063,0,2914,3785
"21078",21004,2010,17890,"ACATZINGO",0.632915870657327,"28266",7661,0,9040,9040
"21079",21004,2013,18212,"ACATZINGO",0.593340718055646,"30694",7451,0,2872,2872
"21080",21004,2018,23797,"ACATZINGO",0.655853819865506,"36284",5827,10946,5820,5820
"21081",21004,2021,20704,"ACATZINGO",0.53641474726015,"38597",3804,5166,568,1685
"21082",21005,1980,1637,"ACTEOPAN",1.15770862800566,"1414",1637,0,0,0
"21083",21005,1983,1214,"ACTEOPAN",0.875270367700072,"1387",1167,0,0,0
"21084",21005,1986,864,"ACTEOPAN",0.64,"1350",859,0,0,0
"21085",21005,1989,70,"ACTEOPAN",0.041031652989449,"1706",56,0,0,0
"21086",21005,1992,511,"ACTEOPAN",0.292166952544311,"1749",475,0,0,0
"21087",21005,1995,857,"ACTEOPAN",0.51255980861244,"1672",770,0,6,15
"21088",21005,1998,1103,"ACTEOPAN",0.59945652173913,"1840",880,0,187,0
"21089",21005,2001,978,"ACTEOPAN",0.508051948051948,"1925",729,0,0,249
"21090",21005,2004,978,"ACTEOPAN",0.476840565577767,"2051",781,0,0,197
"21091",21005,2007,1049,"ACTEOPAN",0.482520699172033,"2174",873,0,0,157
"21092",21005,2010,1342,"ACTEOPAN",0.581203984408835,"2309",1048,0,294,294
"21093",21005,2013,1653,"ACTEOPAN",0.765277777777778,"2160",984,0,662,662
"21094",21005,2018,1922,"ACTEOPAN",0.839667977282656,"2289",794,0,63,50
"21095",21005,2021,1978,"ACTEOPAN",0.870215574131104,"2273",793,363,793,793
"21096",21006,1980,3877,"AHUACATLAN",1.12999125619353,"3431",3877,0,0,0
"21097",21006,1983,3449,"AHUACATLAN",0.721397197239071,"4781",3376,0,0,2
"21098",21006,1986,2549,"AHUACATLAN",0.744233576642336,"3425",2549,0,0,0
"21099",21006,1989,3189,"AHUACATLAN",0.753722524225951,"4231",3189,0,0,0
"21100",21006,1992,3629,"AHUACATLAN",0.687310606060606,"5280",3246,0,0,6
"21101",21006,1995,2887,"AHUACATLAN",0.538518933034882,"5361",1484,0,1371,6
"21102",21006,1998,4419,"AHUACATLAN",0.714008725157538,"6189",1848,0,1427,1144
"21103",21006,2001,4863,"AHUACATLAN",0.69750430292599,"6972",1598,0,1981,1284
"21104",21006,2004,5375,"AHUACATLAN",0.706214689265537,"7611",890,0,1371,1418
"21105",21006,2007,5908,"AHUACATLAN",0.70291493158834,"8405",1648,0,2361,1899
"21106",21006,2010,6639,"AHUACATLAN",0.722808927599347,"9185",3132,0,3397,3397
"21107",21006,2013,7373,"AHUACATLAN",0.790670241286863,"9325",3181,0,2803,2803
"21108",21006,2018,7986,"AHUACATLAN",0.828337309407738,"9641",3454,311,1636,1636
"21109",21006,2021,8745,"AHUACATLAN",0.799725651577503,"10935",3924,4428,3924,24
"21110",21007,1980,527,"AHUATLAN",0.628878281622912,"838",527,0,0,0
"21111",21007,1983,1593,"AHUATLAN",0.937610359034726,"1699",1590,0,0,2
"21112",21007,1986,1103,"AHUATLAN",0.722331368696791,"1527",1103,0,0,0
"21113",21007,1989,528,"AHUATLAN",0.308051341890315,"1714",397,0,0,0
"21114",21007,1992,625,"AHUATLAN",0.454545454545455,"1375",560,0,0,0
"21115",21007,1995,793,"AHUATLAN",0.58610495195861,"1353",671,0,70,18
"21116",21007,1998,872,"AHUATLAN",0.502304147465438,"1736",872,0,0,0
"21117",21007,2001,1101,"AHUATLAN",0.554659949622166,"1985",762,0,48,291
"21118",21007,2004,1216,"AHUATLAN",0.545780969479354,"2228",713,0,78,410
"21119",21007,2007,1377,"AHUATLAN",0.550579768092763,"2501",446,0,281,650
"21120",21007,2010,1520,"AHUATLAN",0.554339897884756,"2742",780,0,740,740
"21121",21007,2013,1714,"AHUATLAN",0.61148769175883,"2803",705,0,1006,1006
"21122",21007,2018,1697,"AHUATLAN",0.666797642436149,"2545",601,475,178,178
"21123",21007,2021,1574,"AHUATLAN",0.632128514056225,"2490",673,63,386,673
"21124",21008,1980,2972,"AHUAZOTEPEC",1.11687335588125,"2661",2972,0,0,0
"21125",21008,1983,3332,"AHUAZOTEPEC",0.952816700028596,"3497",3332,0,0,0
"21126",21008,1986,1577,"AHUAZOTEPEC",0.730769230769231,"2158",1577,0,0,0
"21127",21008,1989,1876,"AHUAZOTEPEC",0.641806363325351,"2923",1876,0,0,0
"21128",21008,1992,1648,"AHUAZOTEPEC",0.425180598555212,"3876",1436,0,0,212
"21129",21008,1995,1872,"AHUAZOTEPEC",0.471893118225359,"3967",1269,0,561,9
"21130",21008,1998,2227,"AHUAZOTEPEC",0.505103198004083,"4409",1251,0,483,493
"21131",21008,2001,2208,"AHUAZOTEPEC",0.462021343377276,"4779",1374,0,79,755
"21132",21008,2004,2973,"AHUAZOTEPEC",0.543112897332846,"5474",1648,0,341,984
"21133",21008,2007,3558,"AHUAZOTEPEC",0.610396294390118,"5829",1796,0,593,754
"21134",21008,2010,3424,"AHUAZOTEPEC",0.531182128451753,"6446",1973,0,1128,1128
"21135",21008,2013,4551,"AHUAZOTEPEC",0.668183820290706,"6811",1141,0,754,754
"21136",21008,2018,3464,"AHUAZOTEPEC",0.702922077922078,"4928",804,589,31,419
"21137",21008,2019,4900,"AHUAZOTEPEC",0.63843648208469,"7675",1868,1535,0,130
"21138",21008,2021,4916,"AHUAZOTEPEC",0.616426332288401,"7975",1213,351,1213,430
"21139",21009,1980,135,"AHUEHUETITLA",0.207692307692308,"650",135,0,0,0
"21140",21009,1983,1497,"AHUEHUETITLA",0.953503184713376,"1570",1497,0,0,0
"21141",21009,1986,1470,"AHUEHUETITLA",1.04255319148936,"1410",1470,0,0,0
"21142",21009,1992,296,"AHUEHUETITLA",0.25451418744626,"1163",296,0,0,0
"21143",21009,1995,434,"AHUEHUETITLA",0.370307167235495,"1172",420,0,5,3
"21144",21009,1998,803,"AHUEHUETITLA",0.586131386861314,"1370",539,0,264,0
"21145",21009,2001,929,"AHUEHUETITLA",0.596277278562259,"1558",342,0,315,65
"21146",21009,2004,1018,"AHUEHUETITLA",0.579067121729238,"1758",346,0,378,4
"21147",21009,2007,1044,"AHUEHUETITLA",0.548031496062992,"1905",337,0,298,89
"21148",21009,2010,1170,"AHUEHUETITLA",0.5625,"2080",441,0,319,319
"21149",21009,2013,1245,"AHUEHUETITLA",0.620947630922693,"2005",432,0,211,211
"21150",21009,2018,1234,"AHUEHUETITLA",0.67690619857378,"1823",273,565,2,190
"21151",21009,2021,784,"AHUEHUETITLA",0.432194046306505,"1814",259,129,32,259
"21152",21010,1974,5508,"AJALPAN",NA,NA,4387,0,0,1121
"21153",21010,1980,2999,"AJALPAN",0.272462978104842,"11007",2209,0,0,790
"21154",21010,1983,4064,"AJALPAN",0.302876732747056,"13418",1729,0,0,2335
"21155",21010,1986,4364,"AJALPAN",0.32836719337848,"13290",2655,0,0,1698
"21156",21010,1989,4346,"AJALPAN",0.306034786282656,"14201",1842,0,1127,1207
"21157",21010,1992,5084,"AJALPAN",0.362547243813735,"14023",2503,0,421,2061
"21158",21010,1995,8172,"AJALPAN",0.552386102473976,"14794",3566,0,1632,2928
"21159",21010,1998,9525,"AJALPAN",0.525720278176399,"18118",4953,0,490,3039
"21160",21010,2001,12760,"AJALPAN",0.580580580580581,"21978",5283,0,3571,3906
"21161",21010,2004,14799,"AJALPAN",0.583165858848564,"25377",5032,0,4387,5091
