"","uniqueid","year","total","mun","turnout","listanominal","pri","morena","prd","pan"
"55",1004,1986,3773,"COSIO",0.824339086738038,"4577",3406,0,0,14
"56",1004,1989,3210,"COSIO",0.625365283459965,"5133",2160,0,9,10
"57",1004,1992,3458,"COSIO",0.676844783715013,"5109",3132,0,31,17
"58",1004,1995,4454,"COSIO",0.718734871712119,"6197",2115,0,23,2120
"59",1004,1998,5142,"COSIO",0.722191011235955,"7120",2574,0,134,2260
"60",1004,2001,5314,"COSIO",0.678411847312652,"7833",2633,0,238,2078
"61",1004,2004,5575,"COSIO",0.649237219052055,"8587",1936,0,1095,2544
"62",1004,2007,5997,"COSIO",0.638386203959974,"9394",2501,0,219,1751
"63",1004,2010,6433,"COSIO",0.635671936758893,"10120",3267,0,99,1749
"64",1004,2013,7327,"COSIO",0.692926045016077,"10574",3427,0,101,1907
"65",1004,2016,7635,"COSIO",0.700780174391923,"10895",1895,218,83,929
"66",1004,2019,8237,"COSIO",0.704137459394768,"11698",2289,160,0,650
"67",1004,2021,9212,"COSIO",0.754339993449066,"12212",2293,151,2329,2329
"68",1004,2024,9013,"COSIO",0.702822832189644,"12824",3249,503,3249,3249
"69",1005,1977,3462,"JESUS MARIA",0.363579080025205,"9522",3137,0,0,325
"70",1005,1980,2247,"JESUS MARIA",0.265132743362832,"8475",1919,0,0,307
"71",1005,1983,6241,"JESUS MARIA",0.549819399171879,"11351",3613,0,0,2535
"72",1005,1986,6584,"JESUS MARIA",0.491526689063083,"13395",4065,0,2,1586
"73",1005,1989,5894,"JESUS MARIA",0.387431801748505,"15213",4020,0,6,1826
"74",1005,1992,10616,"JESUS MARIA",0.590138417922063,"17989",7243,0,29,3241
"75",1005,1995,13016,"JESUS MARIA",0.563902608092886,"23082",6864,0,238,5429
"76",1005,1998,18182,"JESUS MARIA",0.640820498361118,"28373",6609,0,438,10793
"77",1005,2001,16478,"JESUS MARIA",0.480814682968107,"34271",8583,0,511,6036
"78",1005,2004,20276,"JESUS MARIA",0.49385001339601,"41057",8529,0,2503,9244
"79",1005,2007,20828,"JESUS MARIA",0.434007084809335,"47990",9980,0,1385,7340
"80",1005,2010,28030,"JESUS MARIA",0.505391078576322,"55462",14660,0,909,10725
"81",1005,2013,29337,"JESUS MARIA",0.459625869524347,"63828",9832,0,543,14296
"82",1005,2016,34972,"JESUS MARIA",0.483245588580746,"72369",13171,1095,922,16009
"83",1005,2019,28209,"JESUS MARIA",0.345123323871978,"81736",1477,3165,458,12171
"84",1005,2021,44059,"JESUS MARIA",0.499269096966469,"88247",3786,13010,22746,22746
"85",1005,2024,55564,"JESUS MARIA",0.562912833812862,"98708",37100,12230,37100,37100
"86",1006,1977,4399,"PABELLON DE ARTEAGA",0.485648045926253,"9058",4399,0,0,0
"87",1006,1980,3687,"PABELLON DE ARTEAGA",0.414875661077979,"8887",3544,0,0,8
"88",1006,1983,5720,"PABELLON DE ARTEAGA",0.572171651495449,"9997",4385,0,0,1248
"89",1006,1986,5064,"PABELLON DE ARTEAGA",0.438631442182763,"11545",4004,0,34,702
"90",1006,1989,5801,"PABELLON DE ARTEAGA",0.451756093762168,"12841",4047,0,64,1448
"91",1006,1992,7184,"PABELLON DE ARTEAGA",0.583022236649894,"12322",4269,0,31,2641
"92",1006,1995,9301,"PABELLON DE ARTEAGA",0.624815262662905,"14886",4705,0,389,3895
"93",1006,1998,11600,"PABELLON DE ARTEAGA",0.655737704918033,"17690",6804,0,1948,2527
"94",1006,2001,11493,"PABELLON DE ARTEAGA",0.564489194499018,"20360",5278,0,1263,3881
"95",1006,2004,12844,"PABELLON DE ARTEAGA",0.570084332001775,"22530",4738,0,3123,4983
"96",1006,2007,13487,"PABELLON DE ARTEAGA",0.546829386960753,"24664",3312,0,3792,3960
"97",1006,2010,15318,"PABELLON DE ARTEAGA",0.579612532162858,"26428",7290,0,2862,3153
"98",1006,2013,17557,"PABELLON DE ARTEAGA",0.630729989941084,"27836",5650,0,2686,764
"99",1006,2016,17996,"PABELLON DE ARTEAGA",0.615268898081986,"29249",5125,239,8085,2510
"100",1006,2019,17121,"PABELLON DE ARTEAGA",0.546630056511606,"31321",457,3723,9298,1640
"101",1006,2021,18025,"PABELLON DE ARTEAGA",0.551391862955032,"32690",7023,3871,5718,5718
"102",1006,2024,21120,"PABELLON DE ARTEAGA",0.611695195064732,"34527",8118,4768,8118,8118
"103",1007,1977,4538,"RINCON DE ROMOS",0.417172274315131,"10878",4538,0,0,0
"104",1007,1980,4997,"RINCON DE ROMOS",0.445921827592361,"11206",4947,0,0,4
"105",1007,1983,6351,"RINCON DE ROMOS",0.519636720667649,"12222",4485,0,0,60
"106",1007,1986,4993,"RINCON DE ROMOS",0.38360479409957,"13016",4105,0,1,94
"107",1007,1989,5450,"RINCON DE ROMOS",0.371127000340483,"14685",4671,0,34,86
"108",1007,1992,7796,"RINCON DE ROMOS",0.48600461317873,"16041",5401,0,156,197
"109",1007,1995,11276,"RINCON DE ROMOS",0.599372774145538,"18813",4466,0,477,5912
"110",1007,1998,13764,"RINCON DE ROMOS",0.623736801558889,"22067",6253,0,2005,5176
"111",1007,2001,13469,"RINCON DE ROMOS",0.542208445714746,"24841",3746,0,782,1572
"112",1007,2004,12578,"RINCON DE ROMOS",0.465128318911323,"27042",5936,0,2766,3876
"113",1007,2007,14057,"RINCON DE ROMOS",0.475798808556729,"29544",2336,0,518,5252
"114",1007,2010,16589,"RINCON DE ROMOS",0.524437278705109,"31632",6904,0,1815,2382
"115",1007,2013,18702,"RINCON DE ROMOS",0.551388643198302,"33918",2986,0,1948,2687
"116",1007,2016,19773,"RINCON DE ROMOS",0.558685578661845,"35392",7829,526,308,7470
"117",1007,2019,16005,"RINCON DE ROMOS",0.4233007140968,"37810",984,963,145,5487
"118",1007,2021,20471,"RINCON DE ROMOS",0.517846753181048,"39531",1522,5760,4040,4040
"119",1007,2024,23243,"RINCON DE ROMOS",0.559209893176788,"41564",9125,9830,9125,9125
"120",1008,1977,1753,"SAN JOSE DE GRACIA",0.714343928280359,"2454",1753,0,0,0
"121",1008,1980,1486,"SAN JOSE DE GRACIA",0.667565139263252,"2226",1415,0,0,0
"122",1008,1983,2345,"SAN JOSE DE GRACIA",0.896406727828746,"2616",2219,0,0,40
"123",1008,1986,3023,"SAN JOSE DE GRACIA",0.951227186910006,"3178",2954,0,3,32
"124",1008,1989,2234,"SAN JOSE DE GRACIA",0.624022346368715,"3580",1851,0,15,19
"125",1008,1992,2395,"SAN JOSE DE GRACIA",0.743096493949736,"3223",1622,0,15,17
"126",1008,1995,2271,"SAN JOSE DE GRACIA",0.615613987530496,"3689",1175,0,148,15
"127",1008,1998,3044,"SAN JOSE DE GRACIA",0.719621749408983,"4230",1135,0,108,780
"128",1008,2001,3023,"SAN JOSE DE GRACIA",0.654187405323523,"4621",838,0,211,854
"129",1008,2004,3307,"SAN JOSE DE GRACIA",0.656281008136535,"5039",862,0,879,1566
"130",1008,2007,3681,"SAN JOSE DE GRACIA",0.677027772668751,"5437",928,0,687,1036
"131",1008,2010,4071,"SAN JOSE DE GRACIA",0.696969696969697,"5841",1793,0,122,865
"132",1008,2013,4803,"SAN JOSE DE GRACIA",0.762380952380952,"6300",1149,0,51,245
"133",1008,2016,4890,"SAN JOSE DE GRACIA",0.750690819772797,"6514",1503,335,258,1882
"134",1008,2019,5008,"SAN JOSE DE GRACIA",0.720368239355581,"6952",240,1289,0,2573
"135",1008,2021,5337,"SAN JOSE DE GRACIA",0.730195649199617,"7309",649,768,1257,1257
"136",1008,2024,5576,"SAN JOSE DE GRACIA",0.716893803034199,"7778",2839,437,2839,2839
"137",1009,1977,3271,"TEPEZALA",0.615080857465212,"5318",3271,0,0,0
"138",1009,1980,2383,"TEPEZALA",0.503805496828753,"4730",2337,0,0,0
"139",1009,1983,2879,"TEPEZALA",0.498787248787249,"5772",2291,0,0,90
"140",1009,1986,5855,"TEPEZALA",0.948331713637836,"6174",5262,0,0,8
"141",1009,1989,3495,"TEPEZALA",0.502733026467204,"6952",2431,0,10,60
"142",1009,1992,3792,"TEPEZALA",0.59389193422083,"6385",3195,0,13,213
"143",1009,1995,4804,"TEPEZALA",0.619471308833011,"7755",2362,0,85,2189
"144",1009,1998,6077,"TEPEZALA",0.66641079065687,"9119",2415,0,283,3295
"145",1009,2001,5678,"TEPEZALA",0.56808404202101,"9995",2546,0,1385,1620
"146",1009,2004,6620,"TEPEZALA",0.602639963586709,"10985",2567,0,931,3122
"147",1009,2007,7261,"TEPEZALA",0.599686157912124,"12108",2701,0,199,2767
"148",1009,2010,8214,"TEPEZALA",0.628414046362176,"13071",3396,0,513,2627
"149",1009,2013,9572,"TEPEZALA",0.687396768402154,"13925",3061,0,1092,916
"150",1009,2016,10140,"TEPEZALA",0.702118820108018,"14442",2295,178,225,3554
"151",1009,2019,10783,"TEPEZALA",0.693395923091763,"15551",2376,761,1607,2609
"152",1009,2021,11490,"TEPEZALA",0.701765101081048,"16373",130,1363,4626,4626
"153",1009,2024,11765,"TEPEZALA",0.673825887743414,"17460",9213,1830,9213,9213
"154",1010,1992,3607,"LLANO--EL",0.592282430213465,"6090",3088,0,78,115
"155",1010,1995,4274,"LLANO--EL",0.586041409570821,"7293",2822,0,354,873
"156",1010,1998,5452,"LLANO--EL",0.649047619047619,"8400",3375,0,142,1821
"157",1010,2001,5950,"LLANO--EL",0.644288034650785,"9235",2975,0,219,1424
"158",1010,2004,6301,"LLANO--EL",0.624727344834424,"10086",2697,0,490,3114
"159",1010,2007,7039,"LLANO--EL",0.636322545651781,"11062",2919,0,200,1771
"160",1010,2010,7683,"LLANO--EL",0.625345922187856,"12286",3158,0,124,1442
"161",1010,2013,8761,"LLANO--EL",0.662808291723407,"13218",3306,0,119,440
"162",1010,2016,9636,"LLANO--EL",0.683016728097533,"14108",3788,77,2402,1998
"163",1010,2019,10322,"LLANO--EL",0.679839293947178,"15183",1906,618,1668,511
"164",1010,2021,10788,"LLANO--EL",0.675855155995489,"15962",175,3916,2678,2678
"165",1010,2024,11098,"LLANO--EL",0.65243974132863,"17010",2950,4380,2950,2950
"166",1011,1992,3981,"SAN FRANCISCO DE LOS ROMO",0.575871546361927,"6913",3450,0,46,277
"167",1011,1995,5056,"SAN FRANCISCO DE LOS ROMO",0.59245371455355,"8534",2943,0,197,1733
"168",1011,1998,6566,"SAN FRANCISCO DE LOS ROMO",0.639649293716512,"10265",2944,0,185,3292
"169",1011,2001,5751,"SAN FRANCISCO DE LOS ROMO",0.477737165642133,"12038",2402,0,1265,1754
"170",1011,2004,8154,"SAN FRANCISCO DE LOS ROMO",0.562771757885292,"14489",2843,0,1846,3465
"171",1011,2007,9404,"SAN FRANCISCO DE LOS ROMO",0.511921611322809,"18370",3032,0,575,1625
"172",1011,2010,11004,"SAN FRANCISCO DE LOS ROMO",0.522556748029253,"21058",5849,0,168,3194
"173",1011,2013,12435,"SAN FRANCISCO DE LOS ROMO",0.508069458631256,"24475",4769,0,249,2437
"174",1011,2016,14409,"SAN FRANCISCO DE LOS ROMO",0.506342903327828,"28457",5414,354,267,4974
"175",1011,2019,13421,"SAN FRANCISCO DE LOS ROMO",0.396425934130852,"33855",4555,3577,145,2592
"176",1011,2021,18502,"SAN FRANCISCO DE LOS ROMO",0.488630661560808,"37865",7356,4043,6002,6002
"177",1011,2024,25325,"SAN FRANCISCO DE LOS ROMO",0.559915984965731,"45230",12543,10767,12543,12543
"178",2001,1971,30646,"ENSENADA",0.486606646659998,"62979",21722,0,0,8474
"179",2001,1974,28687,"ENSENADA",0.46697921244974,"61431",19220,0,0,7224
"180",2001,1977,37596,"ENSENADA",0.507772720519712,"74041",24290,0,0,12270
"181",2001,1980,43154,"ENSENADA",0.492901280396569,"87551",28588,0,0,6851
"182",2001,1983,63992,"ENSENADA",0.564203844119203,"113420",23763,0,0,6980
"183",2001,1986,60907,"ENSENADA",0.489862066192142,"124335",19845,0,0,33229
"184",2001,1989,66122,"ENSENADA",0.492749087115284,"134190",24906,0,1514,36318
"185",2001,1992,92232,"ENSENADA",0.744040464339591,"123961",38733,0,2420,46373
"186",2001,1995,92202,"ENSENADA",0.600175752644426,"153625",42839,0,6002,38483
"187",2001,1998,79743,"ENSENADA",0.443363968441946,"179859",31951,0,12441,30660
"188",2001,2001,81362,"ENSENADA",0.376503361885062,"216099",31582,0,12048,32263
"189",2001,2004,78628,"ENSENADA",0.327534782970924,"240060",30840,0,13537,32604
"190",2001,2007,115110,"ENSENADA",0.391050444861921,"294361",52342,0,4745,54022
"191",2001,2010,112473,"ENSENADA",0.346063315559357,"325007",54498,0,11996,36716
"192",2001,2013,132396,"ENSENADA",0.381431448302089,"347103",77565,0,47285,47285
"193",2001,2016,128587,"ENSENADA",0.347536189580428,"369996",33297,11861,5255,29017
"194",2001,2019,113178,"ENSENADA",0.281485497694454,"402074",7738,60924,3443,21640
"195",2001,2021,154285,"ENSENADA",0.371943164066267,"414808",25820,79439,25820,25820
"196",2001,2024,193713,"ENSENADA",0.529101352846221,"366117",10520,81292,3500,31836
"197",2002,1971,108130,"MEXICALI",0.483803131991051,"223500",65183,0,0,41670
"198",2002,1974,113897,"MEXICALI",0.500492156259612,"227570",71950,0,0,37099
"199",2002,1977,131830,"MEXICALI",0.528959775303441,"249225",88875,0,0,39097
"200",2002,1980,147587,"MEXICALI",0.563390873485467,"261962",87063,0,0,47251
"201",2002,1983,147469,"MEXICALI",0.46943271058085,"314143",78712,0,0,61642
"202",2002,1986,160707,"MEXICALI",0.466358096343587,"344600",91220,0,0,58780
"203",2002,1989,167467,"MEXICALI",0.480307801735759,"348666",91109,0,3365,64911
"204",2002,1992,227270,"MEXICALI",0.755393650930822,"300863",114017,0,4915,103155
"205",2002,1995,224818,"MEXICALI",0.607435627245954,"370110",101295,0,6116,110950
"206",2002,1998,196944,"MEXICALI",0.475660740551102,"414043",81676,0,13899,89354
"207",2002,2001,185833,"MEXICALI",0.394980095092957,"470487",67434,0,11615,95675
"208",2002,2004,141387,"MEXICALI",0.275419205535383,"513352",63893,0,9021,63855
"209",2002,2007,256907,"MEXICALI",0.416926866950561,"616192",111305,0,6606,133836
"210",2002,2010,228713,"MEXICALI",0.338466524500061,"675733",102201,0,6439,96547
"211",2002,2013,262391,"MEXICALI",0.378855280693167,"692589",111226,0,133221,133221
"212",2002,2016,230679,"MEXICALI",0.312173436453322,"738945",68165,16309,3461,83503
"213",2002,2019,253291,"MEXICALI",0.318645112592779,"794900",10219,122841,8348,84287
"214",2002,2021,306112,"MEXICALI",0.373974542384767,"818537",87228,130105,87228,87228
"215",2002,2024,369958,"MEXICALI",0.426629795517342,"867164",14134,176974,4698,102512
"216",2003,1971,4710,"TECATE",0.514810361788174,"9149",2839,0,0,1855
"217",2003,1974,5905,"TECATE",0.577845190331735,"10219",5080,0,0,0
"218",2003,1977,7216,"TECATE",0.564985906670842,"12772",4713,0,0,2470
"219",2003,1980,8952,"TECATE",0.581110029211295,"15405",5599,0,0,2528
"220",2003,1983,11875,"TECATE",0.58465855940131,"20311",6520,0,0,4777
"221",2003,1986,11396,"TECATE",0.476680470155185,"23907",6159,0,0,3216
"222",2003,1989,13848,"TECATE",0.471694257101982,"29358",6290,0,642,6258
"223",2003,1992,20604,"TECATE",0.772234923728496,"26681",9194,0,973,9700
"224",2003,1995,21365,"TECATE",0.642923775992296,"33231",13042,0,1372,6754
"225",2003,1998,20240,"TECATE",0.489077904504156,"41384",9353,0,4983,4590
"226",2003,2001,19929,"TECATE",0.388540123216096,"51292",7862,0,2066,7797
"227",2003,2004,21494,"TECATE",0.370171359683114,"58065",10332,0,1112,9216
"228",2003,2007,28233,"TECATE",0.41928537483664,"67336",13021,0,1155,13518
"229",2003,2010,28591,"TECATE",0.380680380800213,"75105",17204,0,661,9445
"230",2003,2013,32695,"TECATE",0.416146933788153,"78566",16960,0,14519,14519
"231",2003,2016,28779,"TECATE",0.357170338194229,"80575",9237,1512,547,8097
"232",2003,2019,27835,"TECATE",0.322661040722408,"86267",5379,10928,552,6927
"233",2003,2021,34229,"TECATE",0.388652337318754,"88071",5762,9370,5762,5762
"234",2003,2024,29274,"TECATE",0.301893408134642,"96968",1315,21548,345,2985
"235",2004,1971,78386,"TIJUANA",0.420918668714358,"186226",51397,0,0,25730
"236",2004,1974,77268,"TIJUANA",0.393099343206435,"196561",49623,0,0,24667
"237",2004,1977,96391,"TIJUANA",0.453534274677344,"212533",55213,0,0,38908
"238",2004,1980,108546,"TIJUANA",0.456503362394176,"237777",66179,0,0,27791
"239",2004,1983,160392,"TIJUANA",0.552624234677178,"290237",103447,0,0,45702
"240",2004,1986,136889,"TIJUANA",0.422419991421315,"324059",82989,0,0,33083
"241",2004,1989,147370,"TIJUANA",0.398031584320737,"370247",55930,0,4157,79522
"242",2004,1992,278901,"TIJUANA",0.75247270980936,"370646",126918,0,11028,133672
"243",2004,1995,287130,"TIJUANA",0.592483610904191,"484621",115663,0,10357,152290
"244",2004,1998,249033,"TIJUANA",0.43416627585257,"573589",98669,0,25065,116244
"245",2004,2001,227393,"TIJUANA",0.318235126178374,"714544",87433,0,13928,108922
"246",2004,2004,286312,"TIJUANA",0.357358875371479,"801189",139231,0,9887,134428
"247",2004,2007,421458,"TIJUANA",0.394764424387352,"1067619",200945,0,8467,206368
"248",2004,2010,366074,"TIJUANA",0.314290276828611,"1164764",177667,0,9296,159531
"249",2004,2013,450486,"TIJUANA",0.371036356103841,"1214129",230201,0,200321,200321
"250",2004,2016,394441,"TIJUANA",0.304886645590656,"1293730",88056,48583,7566,95252
"251",2004,2019,392664,"TIJUANA",0.274378765454873,"1431102",16487,169026,139475,42802
"252",2004,2021,558600,"TIJUANA",0.373970927208226,"1493699",159073,277927,159073,159073
"253",2004,2024,642283,"TIJUANA",0.390489033126482,"1644817",16528,392846,7149,92113
"254",2005,1998,13101,"PLAYAS DE ROSARITO",0.480365196348037,"27273",5058,0,1367,6055
"255",2005,2001,14875,"PLAYAS DE ROSARITO",0.375612342810969,"39602",3141,0,348,6325
"256",2005,2004,16152,"PLAYAS DE ROSARITO",0.340939313984169,"47375",4171,0,4539,7056
"257",2005,2007,26829,"PLAYAS DE ROSARITO",0.450196328489445,"59594",15954,0,857,9738
"258",2005,2010,23537,"PLAYAS DE ROSARITO",0.339752010046624,"69277",11999,0,886,8753
"259",2005,2013,32505,"PLAYAS DE ROSARITO",0.415739390683754,"78186",13008,0,18146,18146
"260",2005,2016,28491,"PLAYAS DE ROSARITO",0.338734989894186,"84110",7622,2717,516,10334
"261",2005,2019,27764,"PLAYAS DE ROSARITO",0.287019807302651,"96732",832,12884,689,8019
"262",2005,2021,35665,"PLAYAS DE ROSARITO",0.340959063880232,"104602",2618,13346,2618,2618
"263",2005,2024,49419,"PLAYAS DE ROSARITO",0.409419659500435,"120705",13111,22700,844,116
"264",2006,2024,40679,"SAN QUINTIN",0.462040844142568,"88042",1310,14618,1247,1489
"265",2007,2024,6827,"SAN FELIPE",0.448584006833563,"15219",75,2602,107,290
"266",3001,1971,4968,"COMONDU",NA,NA,4968,0,0,0
"267",3001,1974,6996,"COMONDU",0.399087278950371,"17530",5064,0,0,0
"268",3001,1977,6832,"COMONDU",0.342164571543046,"19967",6399,0,0,0
"269",3001,1980,8844,"COMONDU",0.385897547779038,"22918",8178,0,0,0
"270",3001,1983,15492,"COMONDU",0.515970024979184,"30025",8702,0,0,6477
"271",3001,1987,20135,"COMONDU",0.562603034451927,"35789",15654,0,0,4225
"272",3001,1990,16885,"COMONDU",0.441587990689646,"38237",11719,0,117,4572
"273",3001,1993,19979,"COMONDU",0.585997536223382,"34094",7350,0,0,12544
"274",3001,1996,21623,"COMONDU",0.63345539768566,"34135",10007,0,1131,9906
"275",3001,1999,26032,"COMONDU",0.652561917176376,"39892",8852,0,9410,7705
"276",3001,2002,24640,"COMONDU",0.58016058016058,"42471",8065,0,8694,6785
"277",3001,2005,24850,"COMONDU",0.55845206526136,"44498",7957,0,9780,1294
"278",3001,2008,21313,"COMONDU",0.458294807009999,"46505",2573,0,10364,6721
"279",3001,2011,31839,"COMONDU",0.648280495999023,"49113",5772,0,8239,17032
"280",3001,2015,22893,"COMONDU",0.472966551660021,"48403",10038,412,4976,6539
"281",3001,2018,31437,"COMONDU",0.585789885588641,"53666",7823,10722,7435,7435
"282",3001,2021,31282,"COMONDU",0.557363028953229,"56125",6867,10829,6867,6867
"283",3001,2024,28057,"COMONDU",0.480485674652784,"58393",3610,16819,3610,3610
"284",3002,1971,4556,"MULEGE",NA,NA,4474,0,0,59
"285",3002,1974,4561,"MULEGE",0.453966358116851,"10047",4561,0,0,0
"286",3002,1977,5683,"MULEGE",0.488440051568543,"11635",5683,0,0,0
"287",3002,1980,5922,"MULEGE",0.471084241508233,"12571",4467,0,0,0
"288",3002,1983,6207,"MULEGE",0.424439277899344,"14624",5383,0,0,0
"289",3002,1987,11830,"MULEGE",0.720243531202435,"16425",10893,0,0,0
"290",3002,1990,8108,"MULEGE",0.463817859390195,"17481",4505,0,48,3394
"291",3002,1993,12176,"MULEGE",0.592246704606255,"20559",6817,0,0,5359
"292",3002,1996,14121,"MULEGE",0.636683349114027,"22179",7099,0,2,6869
"293",3002,1999,16976,"MULEGE",0.631829685871669,"26868",7415,0,0,9561
"294",3002,2002,15162,"MULEGE",0.515819555011227,"29394",6808,0,6542,1590
"295",3002,2005,17149,"MULEGE",0.555181456181812,"30889",5595,0,7725,1028
"296",3002,2008,16924,"MULEGE",0.513299566285524,"32971",7280,0,8188,1456
"297",3002,2011,21496,"MULEGE",0.594699275161844,"36146",7006,0,7849,6050
"298",3002,2015,16973,"MULEGE",0.447990075751577,"37887",4211,566,940,4616
"299",3002,2018,23775,"MULEGE",0.579199961021243,"41048",655,6560,7924,7924
"300",3002,2021,22399,"MULEGE",0.525502064564565,"42624",9012,7273,9012,9012
"301",3002,2024,24606,"MULEGE",0.549596837238391,"44771",12078,11009,12078,12078
"302",3003,1971,18115,"PAZ--LA",NA,NA,17768,0,0,172
"303",3003,1974,21113,"PAZ--LA",0.454610051246716,"46442",21113,0,0,0
"304",3003,1977,23728,"PAZ--LA",0.44145937598839,"53749",21789,0,0,0
"305",3003,1980,30236,"PAZ--LA",0.5187968634718,"58281",27403,0,0,0
"306",3003,1983,33732,"PAZ--LA",0.48578588092975,"69438",26549,0,0,0
"307",3003,1987,37918,"PAZ--LA",0.483241149032702,"78466",28250,0,0,7048
"308",3003,1990,34352,"PAZ--LA",0.425237983239048,"80783",18640,0,1093,12761
"309",3003,1993,49469,"PAZ--LA",0.640126811594203,"77280",19907,0,302,28341
"310",3003,1996,62017,"PAZ--LA",0.642676532156107,"96498",34968,0,2466,22348
"311",3003,1999,80639,"PAZ--LA",0.708098804892827,"113881",29660,0,46770,4206
"312",3003,2002,63093,"PAZ--LA",0.503021653857193,"125428",10587,0,26455,7215
"313",3003,2005,77445,"PAZ--LA",0.569122121136407,"136078",26123,0,37872,6483
