uniqueid,year,total,mun,magar_turnout,listanominal,pri,morena,prd,pan
1011,2016,14409,SAN FRANCISCO DE LOS ROMO,0.5063429033278279,28457,5414,354,267,4974
1011,2019,13421,SAN FRANCISCO DE LOS ROMO,0.39642593413085214,33855,4555,3577,145,2592
1011,2021,18502,SAN FRANCISCO DE LOS ROMO,0.48863066156080814,37865,7356,4043,6002,6002
1011,2024,25325,SAN FRANCISCO DE LOS ROMO,0.5599159849657307,45230,12543,10767,12543,12543
2001,1971,30646,ENSENADA,0.48660664665999775,62979,21722,0,0,8474
2001,1974,28687,ENSENADA,0.46697921244974033,61431,19220,0,0,7224
2001,1977,37596,ENSENADA,0.507772720519712,74041,24290,0,0,12270
2001,1980,43154,ENSENADA,0.49290128039656883,87551,28588,0,0,6851
2001,1983,63992,ENSENADA,0.564203844119203,113420,23763,0,0,6980
2001,1986,60907,ENSENADA,0.4898620661921422,124335,19845,0,0,33229
2001,1989,66122,ENSENADA,0.4927490871152843,134190,24906,0,1514,36318
2001,1992,92232,ENSENADA,0.7440404643395907,123961,38733,0,2420,46373
2001,1995,92202,ENSENADA,0.6001757526444264,153625,42839,0,6002,38483
2001,1998,79743,ENSENADA,0.4433639684419462,179859,31951,0,12441,30660
2001,2001,81362,ENSENADA,0.37650336188506195,216099,31582,0,12048,32263
2001,2004,78628,ENSENADA,0.3275347829709239,240060,30840,0,13537,32604
2001,2007,115110,ENSENADA,0.39105044486192125,294361,52342,0,4745,54022
2001,2010,112473,ENSENADA,0.3460633155593572,325007,54498,0,11996,36716
2001,2013,132396,ENSENADA,0.381431448302089,347103,77565,0,47285,47285
2001,2016,128587,ENSENADA,0.3475361895804279,369996,33297,11861,5255,29017
2001,2019,113178,ENSENADA,0.28148549769445425,402074,7738,60924,3443,21640
2001,2021,154285,ENSENADA,0.3719431640662668,414808,25820,79439,25820,25820
2001,2024,193713,ENSENADA,0.5291013528462213,366117,10520,81292,3500,31836
2002,1971,108130,MEXICALI,0.48380313199105146,223500,65183,0,0,41670
2002,1974,113897,MEXICALI,0.5004921562596124,227570,71950,0,0,37099
2002,1977,131830,MEXICALI,0.5289597753034406,249225,88875,0,0,39097
2002,1980,147587,MEXICALI,0.5633908734854673,261962,87063,0,0,47251
2002,1983,147469,MEXICALI,0.4694327105808501,314143,78712,0,0,61642
2002,1986,160707,MEXICALI,0.46635809634358677,344600,91220,0,0,58780
2002,1989,167467,MEXICALI,0.4803078017357586,348666,91109,0,3365,64911
2002,1992,227270,MEXICALI,0.7553936509308223,300863,114017,0,4915,103155
2002,1995,224818,MEXICALI,0.6074356272459539,370110,101295,0,6116,110950
2002,1998,196944,MEXICALI,0.4756607405511022,414043,81676,0,13899,89354
2002,2001,185833,MEXICALI,0.3949800950929569,470487,67434,0,11615,95675
2002,2004,141387,MEXICALI,0.2754192055353831,513352,63893,0,9021,63855
2002,2007,256907,MEXICALI,0.41692686695056086,616192,111305,0,6606,133836
2002,2010,228713,MEXICALI,0.3384665245000614,675733,102201,0,6439,96547
2002,2013,262391,MEXICALI,0.3788552806931672,692589,111226,0,133221,133221
2002,2016,230679,MEXICALI,0.31217343645332196,738945,68165,16309,3461,83503
2002,2019,253291,MEXICALI,0.31864511259277895,794900,10219,122841,8348,84287
2002,2021,306112,MEXICALI,0.37397454238476696,818537,87228,130105,87228,87228
2002,2024,369958,MEXICALI,0.4266297955173416,867164,14134,176974,4698,102512
2003,1971,4710,TECATE,0.5148103617881735,9149,2839,0,0,1855
2003,1974,5905,TECATE,0.577845190331735,10219,5080,0,0,0
2003,1977,7216,TECATE,0.5649859066708425,12772,4713,0,0,2470
2003,1980,8952,TECATE,0.5811100292112951,15405,5599,0,0,2528
2003,1983,11875,TECATE,0.5846585594013096,20311,6520,0,0,4777
2003,1986,11396,TECATE,0.47668047015518467,23907,6159,0,0,3216
2003,1989,13848,TECATE,0.47169425710198243,29358,6290,0,642,6258
2003,1992,20604,TECATE,0.7722349237284959,26681,9194,0,973,9700
2003,1995,21365,TECATE,0.6429237759922963,33231,13042,0,1372,6754
2003,1998,20240,TECATE,0.48907790450415617,41384,9353,0,4983,4590
2003,2001,19929,TECATE,0.3885401232160961,51292,7862,0,2066,7797
2003,2004,21494,TECATE,0.37017135968311377,58065,10332,0,1112,9216
2003,2007,28233,TECATE,0.41928537483664013,67336,13021,0,1155,13518
2003,2010,28591,TECATE,0.38068038080021305,75105,17204,0,661,9445
2003,2013,32695,TECATE,0.41614693378815265,78566,16960,0,14519,14519
2003,2016,28779,TECATE,0.357170338194229,80575,9237,1512,547,8097
2003,2019,27835,TECATE,0.3226610407224083,86267,5379,10928,552,6927
2003,2021,34229,TECATE,0.3886523373187542,88071,5762,9370,5762,5762
2003,2024,29274,TECATE,0.3018934081346424,96968,1315,21548,345,2985
2004,1971,78386,TIJUANA,0.42091866871435785,186226,51397,0,0,25730
2004,1974,77268,TIJUANA,0.39309934320643464,196561,49623,0,0,24667
2004,1977,96391,TIJUANA,0.45353427467734425,212533,55213,0,0,38908
2004,1980,108546,TIJUANA,0.45650336239417605,237777,66179,0,0,27791
2004,1983,160392,TIJUANA,0.5526242346771776,290237,103447,0,0,45702
2004,1986,136889,TIJUANA,0.42241999142131526,324059,82989,0,0,33083
2004,1989,147370,TIJUANA,0.39803158432073726,370247,55930,0,4157,79522
2004,1992,278901,TIJUANA,0.7524727098093599,370646,126918,0,11028,133672
2004,1995,287130,TIJUANA,0.5924836109041911,484621,115663,0,10357,152290
2004,1998,249033,TIJUANA,0.4341662758525704,573589,98669,0,25065,116244
2004,2001,227393,TIJUANA,0.3182351261783739,714544,87433,0,13928,108922
2004,2004,286312,TIJUANA,0.35735887537147915,801189,139231,0,9887,134428
2004,2007,421458,TIJUANA,0.39476442438735165,1067619,200945,0,8467,206368
2004,2010,366074,TIJUANA,0.31429027682861077,1164764,177667,0,9296,159531
2004,2013,450486,TIJUANA,0.37103635610384067,1214129,230201,0,200321,200321
2004,2016,394441,TIJUANA,0.3048866455906565,1293730,88056,48583,7566,95252
2004,2019,392664,TIJUANA,0.2743787654548732,1431102,16487,169026,139475,42802
2004,2021,558600,TIJUANA,0.373970927208226,1493699,159073,277927,159073,159073
2004,2024,642283,TIJUANA,0.39048903312648153,1644817,16528,392846,7149,92113
2005,1998,13101,PLAYAS DE ROSARITO,0.48036519634803654,27273,5058,0,1367,6055
2005,2001,14875,PLAYAS DE ROSARITO,0.37561234281096917,39602,3141,0,348,6325
2005,2004,16152,PLAYAS DE ROSARITO,0.3409393139841689,47375,4171,0,4539,7056
2005,2007,26829,PLAYAS DE ROSARITO,0.45019632848944524,59594,15954,0,857,9738
2005,2010,23537,PLAYAS DE ROSARITO,0.3397520100466244,69277,11999,0,886,8753
2005,2013,32505,PLAYAS DE ROSARITO,0.41573939068375415,78186,13008,0,18146,18146
2005,2016,28491,PLAYAS DE ROSARITO,0.3387349898941862,84110,7622,2717,516,10334
2005,2019,27764,PLAYAS DE ROSARITO,0.28701980730265064,96732,832,12884,689,8019
2005,2021,35665,PLAYAS DE ROSARITO,0.3409590638802317,104602,2618,13346,2618,2618
2005,2024,49419,PLAYAS DE ROSARITO,0.40941965950043496,120705,13111,22700,844,116
2006,2024,40679,SAN QUINTIN,0.4620408441425683,88042,1310,14618,1247,1489
2007,2024,6827,SAN FELIPE,0.4485840068335633,15219,75,2602,107,290
3001,1971,4968,COMONDU,NA,NA,4968,0,0,0
3001,1974,6996,COMONDU,0.39908727895037077,17530,5064,0,0,0
3001,1977,6832,COMONDU,0.342164571543046,19967,6399,0,0,0
3001,1980,8844,COMONDU,0.3858975477790383,22918,8178,0,0,0
3001,1983,15492,COMONDU,0.515970024979184,30025,8702,0,0,6477
3001,1987,20135,COMONDU,0.5626030344519266,35789,15654,0,0,4225
3001,1990,16885,COMONDU,0.44158799068964616,38237,11719,0,117,4572
3001,1993,19979,COMONDU,0.5859975362233825,34094,7350,0,0,12544
3001,1996,21623,COMONDU,0.6334553976856598,34135,10007,0,1131,9906
3001,1999,26032,COMONDU,0.6525619171763762,39892,8852,0,9410,7705
3001,2002,24640,COMONDU,0.5801605801605801,42471,8065,0,8694,6785
3001,2005,24850,COMONDU,0.55845206526136,44498,7957,0,9780,1294
3001,2008,21313,COMONDU,0.4582948070099989,46505,2573,0,10364,6721
3001,2011,31839,COMONDU,0.6482804959990227,49113,5772,0,8239,17032
3001,2015,22893,COMONDU,0.47296655166002105,48403,10038,412,4976,6539
3001,2018,31437,COMONDU,0.5857898855886409,53666,7823,10722,7435,7435
3001,2021,31282,COMONDU,0.5573630289532294,56125,6867,10829,6867,6867
3001,2024,28057,COMONDU,0.48048567465278375,58393,3610,16819,3610,3610
3002,1971,4556,MULEGE,NA,NA,4474,0,0,59
3002,1974,4561,MULEGE,0.4539663581168508,10047,4561,0,0,0
3002,1977,5683,MULEGE,0.4884400515685432,11635,5683,0,0,0
3002,1980,5922,MULEGE,0.47108424150823325,12571,4467,0,0,0
3002,1983,6207,MULEGE,0.42443927789934355,14624,5383,0,0,0
3002,1987,11830,MULEGE,0.7202435312024353,16425,10893,0,0,0
3002,1990,8108,MULEGE,0.46381785939019504,17481,4505,0,48,3394
3002,1993,12176,MULEGE,0.5922467046062552,20559,6817,0,0,5359
3002,1996,14121,MULEGE,0.6366833491140268,22179,7099,0,2,6869
3002,1999,16976,MULEGE,0.6318296858716689,26868,7415,0,0,9561
3002,2002,15162,MULEGE,0.5158195550112268,29394,6808,0,6542,1590
3002,2005,17149,MULEGE,0.5551814561818122,30889,5595,0,7725,1028
3002,2008,16924,MULEGE,0.5132995662855236,32971,7280,0,8188,1456
3002,2011,21496,MULEGE,0.5946992751618436,36146,7006,0,7849,6050
3002,2015,16973,MULEGE,0.44799007575157707,37887,4211,566,940,4616
3002,2018,23775,MULEGE,0.5791999610212434,41048,655,6560,7924,7924
3002,2021,22399,MULEGE,0.5255020645645646,42624,9012,7273,9012,9012
3002,2024,24606,MULEGE,0.5495968372383909,44771,12078,11009,12078,12078
3003,1971,18115,PAZ--LA,NA,NA,17768,0,0,172
3003,1974,21113,PAZ--LA,0.45461005124671633,46442,21113,0,0,0
3003,1977,23728,PAZ--LA,0.44145937598839047,53749,21789,0,0,0
3003,1980,30236,PAZ--LA,0.5187968634718004,58281,27403,0,0,0
3003,1983,33732,PAZ--LA,0.4857858809297503,69438,26549,0,0,0
3003,1987,37918,PAZ--LA,0.48324114903270204,78466,28250,0,0,7048
3003,1990,34352,PAZ--LA,0.4252379832390478,80783,18640,0,1093,12761
3003,1993,49469,PAZ--LA,0.6401268115942029,77280,19907,0,302,28341
3003,1996,62017,PAZ--LA,0.6426765321561069,96498,34968,0,2466,22348
3003,1999,80639,PAZ--LA,0.7080988048928267,113881,29660,0,46770,4206
3003,2002,63093,PAZ--LA,0.503021653857193,125428,10587,0,26455,7215
3003,2005,77445,PAZ--LA,0.569122121136407,136078,26123,0,37872,6483
3003,2008,64572,PAZ--LA,0.42552686726503497,151746,11229,0,24115,9550
3003,2011,105864,PAZ--LA,0.6183753219974649,171197,41068,0,15903,33103
3003,2015,79592,PAZ--LA,0.42659748946798587,186574,28227,7327,15459,21057
3003,2018,118304,PAZ--LA,0.5826922129734522,203030,12287,48935,37410,37410
3003,2021,110435,PAZ--LA,0.5127234909860764,215389,43545,51218,43545,43545
3003,2024,124768,PAZ--LA,0.5459971817919252,228514,51097,61285,51097,51097
3008,1980,6234,CABOS--LOS,0.8853855986365573,7041,6094,0,0,0
3008,1983,7030,CABOS--LOS,0.5690464626841509,12354,5900,0,0,0
3008,1987,8096,CABOS--LOS,0.547915538711424,14776,7815,0,0,0
3008,1990,7748,CABOS--LOS,0.43756706387304456,17707,6752,0,167,769
3008,1993,11162,CABOS--LOS,0.5055253623188406,22080,7068,0,116,3798
3008,1996,19164,CABOS--LOS,0.6162454177117499,31098,7125,0,202,5943
3008,1999,25888,CABOS--LOS,0.5878292461398729,44040,10827,0,13484,1577
3008,2002,31065,CABOS--LOS,0.510895485568621,60805,3309,0,14951,9718
3008,2005,32887,CABOS--LOS,0.39362529772947613,83549,9260,0,18329,0
3008,2008,47597,CABOS--LOS,0.43636947054778824,109075,19566,0,25309,2401
3008,2011,62275,CABOS--LOS,0.40860447873813227,152409,16569,0,19842,16967
3008,2015,58645,CABOS--LOS,0.3417500961527255,171602,9914,4624,24546,15870
3008,2018,102640,CABOS--LOS,0.4971254486189076,206467,3764,34293,23816,23816
3008,2021,96126,CABOS--LOS,0.4093899992759888,234803,33315,45245,33315,33315
3008,2024,129325,CABOS--LOS,0.48179731914671675,268422,47623,60243,47623,47623
3009,1993,3463,LORETO,0.4815072302558398,7192,1728,0,0,1735
3009,1996,4506,LORETO,0.8209145563854983,5489,2351,0,0,2003
3009,1999,5065,LORETO,0.7464996315401621,6785,2364,0,579,2122
3009,2002,5337,LORETO,0.7350227241426801,7261,1259,0,1896,2125
3009,2005,5646,LORETO,0.7199693955623565,7842,1597,0,1680,2121
3009,2008,6653,LORETO,0.7308579589146436,9103,0,0,3659,1410
3009,2011,8246,LORETO,0.7442910009928694,11079,2738,0,1499,2526
3009,2015,5853,LORETO,0.5088237850995393,11503,2808,213,304,2453
3009,2018,7894,LORETO,0.6614160033514872,11935,1698,954,3397,3397
3009,2021,7776,LORETO,0.6119461714015897,12707,2966,1636,2966,2966
3009,2024,9178,LORETO,0.6783444198078344,13530,4154,4824,4154,4154
4001,1973,9523,CALKINI,NA,NA,9523,0,0,0
