uniqueid,year,total,mun,magar_turnout,listanominal,pri,morena,prd,pan
16082,2018,28818,TACAMBARO,0.5361288882274148,53752,7730,6387,12195,12195
16082,2021,26037,TACAMBARO,0.42323509809977405,61519,9147,11309,9147,9147
16082,2024,14964,TACAMBARO,0.49612094688681124,30162,3067,7399,199,2229
16083,1977,6133,TANCITARO,0.7857783472133248,7805,6091,0,0,30
16083,1980,5010,TANCITARO,0.8932073453378498,5609,5010,0,0,0
16083,1983,3883,TANCITARO,0.5283712069669343,7349,3883,0,0,0
16083,1986,5370,TANCITARO,0.6533641562233848,8219,5370,0,0,0
16083,1989,3848,TANCITARO,0.3943431030948965,9758,1390,0,2380,33
16083,1992,5964,TANCITARO,0.6243718592964824,9552,2466,0,3369,1
16083,1995,6095,TANCITARO,0.5907152548943594,10318,2424,0,3361,271
16083,1998,7001,TANCITARO,0.5919506214593726,11827,3667,0,2930,392
16083,2001,8380,TANCITARO,0.6127970749542961,13675,3862,0,3098,1420
16083,2004,8387,TANCITARO,0.5491749607124149,15272,973,0,3242,3842
16083,2007,9409,TANCITARO,0.5413693901035673,17380,1110,0,3933,3806
16083,2011,9369,TANCITARO,NA,NA,2082,0,3395,3682
16083,2015,7448,TANCITARO,0.386266984752619,19282,4139,630,4139,4139
16083,2018,9463,TANCITARO,0.4603522086008951,20556,2835,1063,2685,2880
16083,2021,8472,TANCITARO,0.35822410147991546,23650,1743,1656,958,3163
16083,2024,4823,TANCITARO,0.4046819936230911,11918,2280,1424,139,2280
16084,1977,4201,TANGAMANDAPIO,0.5385897435897435,7800,4201,0,0,0
16084,1980,5164,TANGAMANDAPIO,0.7209269858997627,7163,5137,0,1,0
16084,1983,2944,TANGAMANDAPIO,0.4281559045956952,6876,2688,0,221,0
16084,1986,2909,TANGAMANDAPIO,0.3241225626740947,8975,1828,0,0,1081
16084,1989,3721,TANGAMANDAPIO,0.3404391582799634,10930,1294,0,1485,942
16084,1992,6590,TANGAMANDAPIO,0.6138798323241733,10735,2985,0,2816,704
16084,1995,7526,TANGAMANDAPIO,0.6470082530949106,11632,3099,0,2957,1417
16084,1998,6735,TANGAMANDAPIO,0.5091472633807076,13228,2257,0,3305,1123
16084,2001,7756,TANGAMANDAPIO,0.5281579843377596,14685,3105,0,3401,1250
16084,2004,8387,TANGAMANDAPIO,0.5066143159166415,16555,5087,0,3300,0
16084,2007,9250,TANGAMANDAPIO,0.49712473800182727,18607,2784,0,3538,1066
16084,2011,11743,TANGAMANDAPIO,NA,NA,3471,0,2218,3326
16084,2015,11656,TANGAMANDAPIO,0.5729735043995478,20343,3927,209,3895,3625
16084,2018,12014,TANGAMANDAPIO,0.538068792547474,22328,3029,1679,5684,5684
16084,2021,8525,TANGAMANDAPIO,0.3339993731390064,25524,2957,1819,2756,455
16084,2024,5042,TANGAMANDAPIO,0.4160752599438851,12118,1307,3459,276,1307
16085,1977,3890,TANGANCICUARO,0.3079724487372338,12631,3871,0,0,13
16085,1983,6060,TANGANCICUARO,0.4408234523896123,13747,6049,0,0,11
16085,1986,3338,TANGANCICUARO,0.22163202974570081,15061,1770,0,0,1568
16085,1989,3958,TANGANCICUARO,0.2627805072367547,15062,2190,0,999,746
16085,1992,5939,TANGANCICUARO,0.42234390556108664,14062,2132,0,802,2885
16085,1995,8749,TANGANCICUARO,0.5586845466155811,15660,4004,0,2827,1858
16085,1998,8262,TANGANCICUARO,0.44214920261158086,18686,3299,0,2879,2005
16085,2001,10017,TANGANCICUARO,0.48661646830216176,20585,3143,0,4123,2751
16085,2004,10473,TANGANCICUARO,0.44927287546651795,23311,2975,0,1813,2996
16085,2007,10860,TANGANCICUARO,0.42858834208137653,25339,2357,0,1758,2043
16085,2011,12943,TANGANCICUARO,NA,NA,2965,0,2475,1818
16085,2015,11758,TANGANCICUARO,0.4651475591423372,25278,2871,562,1681,4050
16085,2018,12572,TANGANCICUARO,0.4700867484295543,26744,3871,1360,6010,6010
16085,2021,11300,TANGANCICUARO,0.3746187508288025,30164,852,3260,1069,1792
16085,2024,5977,TANGANCICUARO,0.40030808385238764,14931,1997,1202,2250,2250
16086,1977,4609,TANHUATO,0.5964026915113871,7728,4609,0,0,0
16086,1980,9333,TANHUATO,0.9390280712345307,9939,9333,0,0,0
16086,1983,4257,TANHUATO,0.8039660056657224,5295,4257,0,0,0
16086,1986,1218,TANHUATO,0.20168902136115252,6039,784,0,0,434
16086,1989,2635,TANHUATO,0.35077209797657083,7512,377,0,2087,171
16086,1992,3236,TANHUATO,0.4517029592406477,7164,946,0,1978,297
16086,1995,4688,TANHUATO,0.5886489201406329,7964,1196,0,2693,697
16086,1998,4936,TANHUATO,0.5439118457300276,9075,2610,0,1964,338
16086,2001,5226,TANHUATO,0.5314215985356925,9834,687,0,2844,1695
16086,2004,5898,TANHUATO,0.5548447789275635,10630,943,0,1762,1432
16086,2007,6124,TANHUATO,0.5431967358524038,11274,529,0,1877,1650
16086,2011,6748,TANHUATO,NA,NA,1408,0,1817,2731
16086,2015,5686,TANHUATO,0.5108256221363758,11131,2045,0,2103,1538
16086,2018,6951,TANHUATO,0.6093092566619915,11408,108,846,1031,233
16086,2021,5319,TANHUATO,0.421875,12608,116,1159,2897,2897
16086,2024,3234,TANHUATO,0.5380136416569622,6011,499,758,499,499
16087,1977,1810,TARETAN,0.3526890101325019,5132,1810,0,0,0
16087,1980,1467,TARETAN,0.30203829524397774,4857,1323,0,117,0
16087,1983,901,TARETAN,0.1920699211255596,4691,901,0,0,0
16087,1986,855,TARETAN,0.15173025732031944,5635,821,0,34,0
16087,1989,2485,TARETAN,0.3641025641025641,6825,1108,0,1101,235
16087,1992,4053,TARETAN,0.6260426320667285,6474,1830,0,1375,656
16087,1995,4535,TARETAN,0.6418966737438075,7065,2010,0,1399,557
16087,1998,4936,TARETAN,0.623389744885072,7918,2284,0,2160,399
16087,2001,5263,TARETAN,0.6106276830258731,8619,1858,0,2104,1301
16087,2004,5618,TARETAN,0.6036965398667526,9306,1932,0,2095,1591
16087,2007,5994,TARETAN,0.5945838706477532,10081,2912,0,2090,992
16087,2011,6905,TARETAN,NA,NA,2460,0,2338,1903
16087,2015,6900,TARETAN,0.6544626766574979,10543,2615,0,1553,2732
16087,2018,7159,TARETAN,0.6345506115936891,11282,1403,470,5260,5260
16087,2021,6443,TARETAN,0.5101749940612875,12629,2319,1678,2319,2319
16087,2024,3654,TARETAN,0.5627598952718312,6493,132,788,114,814
16088,1977,6271,TARIMBARO,0.6350379746835443,9875,5988,0,0,18
16088,1980,2495,TARIMBARO,0.29894560268392045,8346,2202,0,260,15
16088,1983,3931,TARIMBARO,0.5524170882518269,7116,3532,0,0,0
16088,1986,7709,TARIMBARO,0.5973653622626889,12905,7709,0,0,0
16088,1989,3459,TARIMBARO,0.3105305682736332,11139,1080,0,2116,15
16088,1992,4807,TARIMBARO,0.378653012997243,12695,3043,0,1697,0
16088,1995,9337,TARIMBARO,0.5830159225725882,16015,3071,0,3904,1721
16088,1998,9728,TARIMBARO,0.5184671960773863,18763,4566,0,3495,1481
16088,2001,12170,TARIMBARO,0.563921968398128,21581,5142,0,6091,937
16088,2004,12916,TARIMBARO,0.4857282539204994,26591,6136,0,3898,2491
16088,2007,17252,TARIMBARO,0.49720444982419737,34698,4496,0,6443,4559
16088,2011,26024,TARIMBARO,NA,NA,10828,0,7609,6992
16088,2015,28586,TARIMBARO,0.5152115925311802,55484,5032,659,7554,4554
16088,2018,33873,TARIMBARO,0.5363980427243503,63149,6537,11035,6875,6875
16088,2021,32764,TARIMBARO,0.44137299277939435,74232,10921,10465,10921,10921
16088,2024,17202,TARIMBARO,0.45097525167785235,38144,7464,7689,7464,7464
16089,1977,5814,TEPALCATEPEC,0.6286084982160234,9249,5749,0,0,0
16089,1980,4364,TEPALCATEPEC,0.7535831462614402,5791,4364,0,0,0
16089,1983,4646,TEPALCATEPEC,0.5520437262357415,8416,4646,0,0,0
16089,1986,5823,TEPALCATEPEC,0.7244339387907439,8038,5823,0,0,0
16089,1989,3477,TEPALCATEPEC,0.24819758726532942,14009,1460,0,1986,8
16089,1992,4774,TEPALCATEPEC,0.46192549588776005,10335,2922,0,1827,0
16089,1995,6591,TEPALCATEPEC,0.5836875664187035,11292,2657,0,2088,1210
16089,1998,7200,TEPALCATEPEC,0.5028635284257578,14318,3763,0,2235,1140
16089,2001,8759,TEPALCATEPEC,0.5412469875795588,16183,3560,0,3839,1360
16089,2004,9043,TEPALCATEPEC,0.5088627539249339,17771,3496,0,3784,1763
16089,2007,8650,TEPALCATEPEC,0.464728952882394,18613,5091,0,2293,1184
16089,2011,9777,TEPALCATEPEC,NA,NA,3937,0,3391,2449
16089,2015,9174,TEPALCATEPEC,0.5699198608436354,16097,2460,108,3334,3272
16089,2018,8299,TEPALCATEPEC,0.4997892201144234,16605,2680,1194,1808,2409
16089,2021,6970,TEPALCATEPEC,0.37698090756666125,18489,1282,1527,1518,151
16089,2024,3409,TEPALCATEPEC,0.37301674143779406,9139,1183,1859,1183,1183
16090,1977,331,TINGAMBATO,0.07485300768882859,4422,324,0,0,7
16090,1980,761,TINGAMBATO,0.19916252289976447,3821,458,0,0,0
16090,1983,1235,TINGAMBATO,0.24320598660890114,5078,1132,0,0,0
16090,1986,1549,TINGAMBATO,0.28537214443625647,5428,945,0,604,0
16090,1989,2114,TINGAMBATO,0.3642315644383184,5804,543,0,1146,4
16090,1992,2928,TINGAMBATO,0.579457747872551,5053,1248,0,1465,159
16090,1995,3808,TINGAMBATO,0.7283856159143076,5228,1648,0,1990,152
16090,1998,3427,TINGAMBATO,0.5767418377650623,5942,1491,0,1606,244
16090,2001,4438,TINGAMBATO,0.650161148549663,6826,1902,0,1901,635
16090,2004,5170,TINGAMBATO,0.6689093026264717,7729,2243,0,2477,450
16090,2007,5825,TINGAMBATO,0.6713149706119627,8677,2533,0,2515,2533
16090,2011,7049,TINGAMBATO,NA,NA,2546,0,3781,397
16090,2015,4856,TINGAMBATO,0.49055460147489643,9899,1402,539,2832,83
16090,2018,5070,TINGAMBATO,0.7055385471750626,7186,1617,1202,2153,2153
16090,2021,4891,TINGAMBATO,0.5932080048514251,8245,2049,720,1973,0
16090,2024,2483,TINGAMBATO,0.6224617698671346,3989,524,450,1294,524
16091,1977,2974,TINGUINDIN,0.5047522063815343,5892,2797,0,0,172
16091,1980,3359,TINGUINDIN,0.7501116569897276,4478,3326,0,2,12
16091,1983,3215,TINGUINDIN,0.5589360222531293,5752,1667,0,0,1548
16091,1986,2666,TINGUINDIN,0.3973766582203011,6709,1473,0,0,1176
16091,1989,3116,TINGUINDIN,0.38660049627791565,8060,1370,0,872,874
16091,1992,4189,TINGUINDIN,0.6533063006862133,6412,1389,0,710,2075
16091,1995,4519,TINGUINDIN,0.6634855381001321,6811,1989,0,1026,1397
16091,1998,5025,TINGUINDIN,0.6368821292775665,7890,2344,0,309,2325
16091,2001,5521,TINGUINDIN,0.6251132246376812,8832,1660,0,1072,2789
16091,2004,5628,TINGUINDIN,0.5763440860215053,9765,2026,0,1379,2223
16091,2007,5913,TINGUINDIN,0.5602615122228539,10554,2100,0,1742,1985
16091,2011,6785,TINGUINDIN,NA,NA,1919,0,2644,1960
16091,2015,6837,TINGUINDIN,0.6443313542550184,10611,1791,0,2915,2131
16091,2018,6592,TINGUINDIN,0.5969932983155225,11042,1536,943,556,2474
16091,2021,6351,TINGUINDIN,0.5132950779924028,12373,1115,1158,1115,945
16091,2024,3523,TINGUINDIN,0.5788695366414722,6086,612,1136,93,1125
16092,1977,2898,TIQUICHEO DE NICOLAS ROMERO,0.6574410163339383,4408,2898,0,0,0
16092,1980,574,TIQUICHEO DE NICOLAS ROMERO,0.12604303908651734,4554,574,0,0,0
16092,1983,2456,TIQUICHEO DE NICOLAS ROMERO,0.5357766143106457,4584,2456,0,0,0
16092,1986,3638,TIQUICHEO DE NICOLAS ROMERO,0.7901824500434405,4604,3638,0,0,0
16092,1989,1940,TIQUICHEO DE NICOLAS ROMERO,0.2592889601710773,7482,780,0,1158,0
16092,1992,4401,TIQUICHEO DE NICOLAS ROMERO,0.6443631039531479,6830,1894,0,2148,0
16092,1995,4199,TIQUICHEO DE NICOLAS ROMERO,0.6549680237092498,6411,1839,0,1657,5
16092,1998,4702,TIQUICHEO DE NICOLAS ROMERO,0.607650555699147,7738,2593,0,2070,30
16092,2001,5107,TIQUICHEO DE NICOLAS ROMERO,0.5850612899530301,8729,2515,0,2564,28
16092,2004,5529,TIQUICHEO DE NICOLAS ROMERO,0.5747401247401247,9620,3256,0,2246,27
16092,2007,5890,TIQUICHEO DE NICOLAS ROMERO,0.5593542260208927,10530,2923,0,2893,74
16092,2011,5666,TIQUICHEO DE NICOLAS ROMERO,NA,NA,2643,0,2473,550
16092,2015,6699,TIQUICHEO DE NICOLAS ROMERO,0.6756429652042361,9915,2123,0,2472,91
16092,2018,6556,TIQUICHEO DE NICOLAS ROMERO,0.6543567222277672,10019,953,271,1241,1241
16092,2021,7002,TIQUICHEO DE NICOLAS ROMERO,0.6175147720257518,11339,1024,1106,1024,1024
16092,2024,3079,TIQUICHEO DE NICOLAS ROMERO,0.6047927715576508,5091,1122,52,1103,1122
16093,1977,6390,TLALPUJAHUA,0.755765819041987,8455,6390,0,0,0
16093,1980,4773,TLALPUJAHUA,0.6357218966435801,7508,4754,0,1,7
16093,1983,2543,TLALPUJAHUA,0.26830554969402826,9478,2086,0,0,0
16093,1986,7349,TLALPUJAHUA,0.7297189951345447,10071,7349,0,0,0
16093,1989,2934,TLALPUJAHUA,0.2465546218487395,11900,1281,0,1135,3
16093,1992,3061,TLALPUJAHUA,0.29127414597012086,10509,1994,0,898,0
16093,1995,5798,TLALPUJAHUA,0.5079726651480638,11414,2330,0,1519,1903
16093,1998,7302,TLALPUJAHUA,0.5530561236082708,13203,1938,0,381,4715
16093,2001,7792,TLALPUJAHUA,0.532349525175924,14637,1491,0,1407,4894
16093,2004,8176,TLALPUJAHUA,0.5079207305709138,16097,1997,0,1199,926
16093,2007,10746,TLALPUJAHUA,0.6029287998653425,17823,2296,0,2032,1451
16093,2011,12307,TLALPUJAHUA,NA,NA,3804,0,3624,2818
16093,2015,12541,TLALPUJAHUA,0.6604349886776555,18989,2649,135,3947,612
16093,2018,12376,TLALPUJAHUA,0.6339514394017006,19522,649,1386,1630,1630
16093,2021,12111,TLALPUJAHUA,0.5579820317899101,21705,550,1293,2501,550
16093,2024,5698,TLALPUJAHUA,0.5621546961325967,10136,1625,2218,1625,1625
16094,1977,2039,TLAZAZALCA,0.2918694531920985,6986,2039,0,0,0
16094,1980,1959,TLAZAZALCA,0.4096612296110414,4782,1955,0,0,0
16094,1983,2573,TLAZAZALCA,0.4075071270193221,6314,2573,0,0,0
16094,1986,2525,TLAZAZALCA,0.3770344930565925,6697,2525,0,0,0
16094,1989,2521,TLAZAZALCA,0.31363523264493653,8038,1208,0,1232,46
16094,1992,3361,TLAZAZALCA,0.6306999437042597,5329,1565,0,1796,0
16094,1995,3441,TLAZAZALCA,0.5936853002070394,5796,1558,0,1802,58
16094,1998,3239,TLAZAZALCA,0.49120412496208676,6594,1505,0,1568,144
16094,2001,3379,TLAZAZALCA,0.46085651936715766,7332,1540,0,1718,121
16094,2004,3424,TLAZAZALCA,0.435956200662083,7854,1721,0,1662,41
16094,2007,3479,TLAZAZALCA,0.4123014932448448,8438,1356,0,2023,100
16094,2011,3902,TLAZAZALCA,NA,NA,1309,0,1761,832
16094,2015,3839,TLAZAZALCA,0.5072004227771172,7569,1841,217,1602,179
16094,2018,3558,TLAZAZALCA,0.45232646834477497,7866,1094,761,1554,1554
16094,2021,3095,TLAZAZALCA,0.3669235328986366,8435,727,484,1345,727
16094,2024,1608,TLAZAZALCA,0.3340257582052347,4814,77,708,408,77
16095,1977,4500,TOCUMBO,0.794351279788173,5665,4500,0,0,0
16095,1980,3970,TOCUMBO,0.9589371980676329,4140,3966,0,1,0
16095,1983,3177,TOCUMBO,0.6428571428571429,4942,3112,0,0,0
16095,1986,2832,TOCUMBO,0.5374833934332891,5269,2816,0,0,0
16095,1989,2144,TOCUMBO,0.31023006800752423,6911,1399,0,745,0
16095,1992,3678,TOCUMBO,0.5604144446137437,6563,1820,0,1786,0
16095,1995,4453,TOCUMBO,0.6339692482915718,7024,2759,0,1651,25
16095,1998,4863,TOCUMBO,0.5980814167999016,8131,2895,0,1708,226
16095,2001,5133,TOCUMBO,0.6004913430042115,8548,1847,0,1879,1407
16095,2004,5208,TOCUMBO,0.5681247954619832,9167,2084,0,1482,1642
16095,2007,5496,TOCUMBO,0.5677099473194918,9681,2475,0,603,2412
16095,2011,5974,TOCUMBO,NA,NA,1320,0,1692,1036
16095,2015,5754,TOCUMBO,0.6210469508904479,9265,1183,0,1199,295
16095,2018,6052,TOCUMBO,0.6263065300631274,9663,489,346,2752,13
16095,2021,5608,TOCUMBO,0.5298063297118564,10585,1425,980,0,1467
16095,2024,2693,TOCUMBO,0.49558336400441666,5434,1552,931,2,1552
16096,1977,1970,TUMBISCATIO,0.5176037834997372,3806,1970,0,0,0
16096,1980,1024,TUMBISCATIO,0.3243585682610073,3157,1024,0,0,0
16096,1983,1051,TUMBISCATIO,0.5439958592132506,1932,1051,0,0,0
16096,1986,1781,TUMBISCATIO,0.7231019082419813,2463,1781,0,0,0
16096,1989,1087,TUMBISCATIO,0.31654047757716947,3434,295,0,792,0
16096,1992,1874,TUMBISCATIO,0.6339648173207036,2956,743,0,1131,0
16096,1995,2788,TUMBISCATIO,0.7379565907887772,3778,1117,0,1647,12
16096,1998,3439,TUMBISCATIO,0.6773685247193224,5077,1686,0,1660,78
16096,2001,3768,TUMBISCATIO,0.6265380778184236,6014,1733,0,2012,23
16096,2004,4232,TUMBISCATIO,0.636869826937547,6645,1914,0,2318,0
16096,2007,3928,TUMBISCATIO,0.554959027974004,7078,1993,0,1935,1993
16096,2011,3790,TUMBISCATIO,NA,NA,2390,0,1400,0
16096,2015,3885,TUMBISCATIO,0.669481302774427,5803,1345,0,1210,0
16096,2018,3649,TUMBISCATIO,0.6668494152046783,5472,1271,826,1541,1541
16096,2021,3010,TUMBISCATIO,0.5198618307426598,5790,0,1680,0,1246
16096,2024,1368,TUMBISCATIO,0.48562300319488816,2817,307,621,307,307
16097,1977,6347,TURICATO,0.5339446454109531,11887,6347,0,0,0
16097,1980,8324,TURICATO,0.625582444010221,13306,8324,0,0,0
16097,1983,1748,TURICATO,0.14842489598369704,11777,1322,0,0,0
16097,1986,4604,TURICATO,0.3978568959557553,11572,3660,0,0,0
16097,1989,4463,TURICATO,0.3112707490584461,14338,2390,0,2073,0
16097,1992,7900,TURICATO,0.5380005448106783,14684,2494,0,3231,0
16097,1995,7568,TURICATO,0.4917478882391163,15390,4052,0,3516,0
16097,1998,8530,TURICATO,0.4925226629713032,17319,3708,0,2379,96
16097,2001,9287,TURICATO,0.4940419193531227,18798,3392,0,3632,2263
16097,2004,10385,TURICATO,0.4997593840230991,20780,4668,0,5324,387
16097,2007,11195,TURICATO,0.5056915710542957,22138,5718,0,4738,667
16097,2011,14348,TURICATO,NA,NA,4917,0,6653,2669
16097,2015,14984,TURICATO,0.6300033636057853,23784,6861,475,6713,837
16097,2018,14603,TURICATO,0.5976508144388967,24434,322,1648,8991,8991
16097,2021,15225,TURICATO,0.5569171117126345,27338,4819,8359,1867,4819
16097,2024,6176,TURICATO,0.48603132131895804,12707,482,4321,504,504
16098,1977,2807,TUXPAN,0.3039852718215291,9234,2786,0,0,3
16098,1980,4403,TUXPAN,0.6054730473047305,7272,4356,0,7,20
16098,1983,3400,TUXPAN,0.4152925369488213,8187,1783,0,0,786
16098,1986,2427,TUXPAN,0.27071946458449525,8965,2266,0,0,0
16098,1989,4734,TUXPAN,0.40747116543294887,11618,1487,0,994,0
16098,1992,3692,TUXPAN,0.35802948021722264,10312,2743,0,949,0
16098,1995,7755,TUXPAN,0.6939597315436241,11175,2515,0,1660,3568
16098,1998,7894,TUXPAN,0.6292546831406935,12545,3804,0,1705,2278
16098,2001,7836,TUXPAN,0.5676204273813835,13805,3246,0,1874,2716
16098,2004,9376,TUXPAN,0.5838107098381071,16060,3904,0,2541,2507
16098,2007,9230,TUXPAN,0.5225612863047048,17663,3329,0,2846,3055
16098,2011,11926,TUXPAN,NA,NA,2045,0,6641,3240
16098,2015,11752,TUXPAN,0.6399128777566022,18365,3008,181,3948,2529
16098,2018,13098,TUXPAN,0.6846121680953376,19132,555,2779,4889,4889
16098,2021,12438,TUXPAN,0.5706289856402257,21797,4035,3303,4035,4035
16098,2024,6319,TUXPAN,0.5775523261127867,10941,2093,2743,2093,2093
16099,1977,3820,TUZANTLA,0.526025888185073,7262,3784,0,0,7
16099,1980,3377,TUZANTLA,0.5475032425421531,6168,3361,0,0,0
16099,1983,2747,TUZANTLA,0.47982532751091705,5725,2742,0,0,0
16099,1986,3850,TUZANTLA,0.612667091024825,6284,3838,0,0,0
16099,1989,4209,TUZANTLA,0.3949146181272284,10658,2271,0,1906,7
16099,1995,5805,TUZANTLA,0.656599932134374,8841,2389,0,2674,146
16099,1998,5250,TUZANTLA,0.5166305845306042,10162,2304,0,2635,290
16099,2001,6537,TUZANTLA,0.5895562770562771,11088,2934,0,3296,307
16099,2004,6846,TUZANTLA,0.5557720409157331,12318,2516,0,2569,1760
16099,2007,7127,TUZANTLA,0.5377244605402143,13254,2656,0,2654,485
16099,2011,8310,TUZANTLA,NA,NA,3742,0,3618,950
16099,2015,9096,TUZANTLA,0.7191082298995968,12649,4148,0,4514,434
16099,2018,8877,TUZANTLA,0.7119826756496631,12468,1417,3240,4171,4171
16099,2021,8100,TUZANTLA,0.5882780158326676,13769,1565,2781,1565,1565
16099,2024,3010,TUZANTLA,0.5249389605859783,5734,599,1084,1327,0
16100,1977,1653,TZINTZUNTZAN,0.3433021806853583,4815,1572,0,0,7
16100,1980,963,TZINTZUNTZAN,0.34929270946681173,2757,729,0,0,0
16100,1983,1817,TZINTZUNTZAN,0.3295846181752222,5513,1328,0,0,0
16100,1986,1472,TZINTZUNTZAN,0.2544071897684065,5786,1107,0,0,0
16100,1989,1079,TZINTZUNTZAN,0.1761345086516487,6126,622,0,457,0
16100,1992,2275,TZINTZUNTZAN,0.41537337958736537,5477,1189,0,1066,1
16100,1995,3448,TZINTZUNTZAN,0.5848032564450475,5896,1232,0,1887,291
16100,1998,3418,TZINTZUNTZAN,0.513984962406015,6650,1102,0,2032,261
16100,2001,4287,TZINTZUNTZAN,0.5662395984678378,7571,1355,0,1820,1112
16100,2004,4699,TZINTZUNTZAN,0.5529536361496823,8498,1005,0,1367,1499
16100,2007,5340,TZINTZUNTZAN,0.5758033211127884,9274,268,0,1238,984
16100,2011,6718,TZINTZUNTZAN,NA,NA,1171,0,1631,324
16100,2015,6958,TZINTZUNTZAN,0.6654552410099465,10456,1922,1257,2431,372
16100,2018,7322,TZINTZUNTZAN,0.6662420382165605,10990,2369,1333,1013,1013
16100,2021,7317,TZINTZUNTZAN,0.5895101514663229,12412,2288,1690,2437,2288
16100,2024,3339,TZINTZUNTZAN,0.5867158671586716,5691,498,1108,538,28
16101,1977,3462,TZITZIO,0.4876056338028169,7100,3409,0,0,5
16101,1980,4855,TZITZIO,0.6997693859901989,6938,4817,0,2,21
16101,1983,2704,TZITZIO,0.4757213230119634,5684,2127,0,0,0
16101,1986,2826,TZITZIO,0.48069399557747916,5879,2652,0,0,0
16101,1989,1928,TZITZIO,0.2843657817109145,6780,923,0,903,12
16101,1992,2372,TZITZIO,0.5275800711743772,4496,1024,0,885,32
16101,1995,3226,TZITZIO,0.6412244086662692,5031,1286,0,1061,848
16101,1998,3486,TZITZIO,0.5744891232696111,6068,1915,0,996,544
16101,2001,3769,TZITZIO,0.554264705882353,6800,1502,0,1607,660
16101,2004,3936,TZITZIO,0.5392519523222359,7299,2060,0,1435,441
16101,2007,4327,TZITZIO,0.5653253200940684,7654,1606,0,1243,1478
16101,2011,4780,TZITZIO,NA,NA,1913,0,972,1096
16101,2015,4811,TZITZIO,0.6500472909066343,7401,2042,667,1376,1376
16101,2018,4823,TZITZIO,0.6327735502492784,7622,1696,427,2461,2461
16101,2021,5015,TZITZIO,0.5791661854717635,8659,1305,865,962,550
16101,2024,2089,TZITZIO,0.5647472289808056,3699,851,742,496,496
16102,1977,12901,URUAPAN,0.20756841986710214,62153,9027,0,0,3874
16102,1980,9452,URUAPAN,0.16765404945191387,56378,7873,0,198,0
16102,1983,21773,URUAPAN,0.3056417311228715,71237,7862,0,349,11997
16102,1986,23852,URUAPAN,0.30880772666658035,77239,12417,0,333,10166
16102,1989,27330,URUAPAN,0.22050992415685008,123940,13767,0,7913,4781
16102,1992,33640,URUAPAN,0.3358391486218016,100167,16321,0,8702,8038
16102,1995,66548,URUAPAN,0.5554924874791319,119800,17490,0,18169,28383
16102,1998,69472,URUAPAN,0.4872766041017872,142572,25009,0,16474,25856
16102,2001,77616,URUAPAN,0.48267456033432005,160804,22651,0,24563,30402
16102,2004,72002,URUAPAN,0.3989384100529687,180484,20615,0,27706,18812
16102,2007,79338,URUAPAN,0.3966721497532611,200009,18974,0,22575,34815
16102,2011,109304,URUAPAN,NA,NA,49784,0,28025,30477
16102,2015,94580,URUAPAN,0.42443770306413686,222836,23319,3436,30031,26079
16102,2018,120420,URUAPAN,0.5020721629712399,239846,9712,35254,47521,17477
16102,2021,106108,URUAPAN,0.3901588830751468,271961,45256,51178,45256,45256
16102,2024,66111,URUAPAN,0.496109080812553,133259,5354,13380,5354,5354
16103,1977,8179,VENUSTIANO CARRANZA,0.7890218020451476,10366,8178,0,0,1
16103,1980,6407,VENUSTIANO CARRANZA,0.7735120125558372,8283,6404,0,1,1
16103,1983,5355,VENUSTIANO CARRANZA,0.5414560161779576,9890,3086,0,0,0
16103,1986,4421,VENUSTIANO CARRANZA,0.38079242032730404,11610,2350,0,0,0
16103,1989,4804,VENUSTIANO CARRANZA,0.3506313407780454,13701,2721,0,2064,9
16103,1992,5888,VENUSTIANO CARRANZA,0.49974537429977933,11782,3279,0,2265,0
16103,1995,8487,VENUSTIANO CARRANZA,0.6736248908643543,12599,3058,0,5050,353
16103,1998,8494,VENUSTIANO CARRANZA,0.5929493891797557,14325,4291,0,3894,255
16103,2001,8863,VENUSTIANO CARRANZA,0.5634814673532964,15729,3683,0,3920,1260
16103,2004,8946,VENUSTIANO CARRANZA,0.5159169550173011,17340,4060,0,3354,448
16103,2007,9758,VENUSTIANO CARRANZA,0.5227406653452616,18667,3639,0,5029,567
16103,2011,10868,VENUSTIANO CARRANZA,NA,NA,4487,0,3833,2346
16103,2015,12144,VENUSTIANO CARRANZA,0.6694966646452395,18139,3051,125,5532,3397
16103,2018,10684,VENUSTIANO CARRANZA,0.5791413703382481,18448,666,1351,3891,3891
16103,2021,10543,VENUSTIANO CARRANZA,0.5170925499043602,20389,1385,1683,1092,2612
16103,2024,4938,VENUSTIANO CARRANZA,0.5014216084484159,9848,1796,1477,116,1796
16104,1977,6728,VILLAMAR,0.5659488559892328,11888,6728,0,0,0
16104,1980,10703,VILLAMAR,0.8849842897304449,12094,10703,0,0,0
16104,1983,3863,VILLAMAR,0.3109304571796523,12424,3049,0,0,790
16104,1986,3625,VILLAMAR,0.26220614828209765,13825,3182,0,0,443
16104,1989,3422,VILLAMAR,0.21311577505137946,16057,2053,0,1369,0
16104,1992,4157,VILLAMAR,0.4046923676012461,10272,2845,0,1312,0
16104,1995,6566,VILLAMAR,0.6048825426070935,10855,3086,0,882,841
16104,1998,7177,VILLAMAR,0.5579569307315556,12863,3852,0,2827,429
16104,2001,7061,VILLAMAR,0.49547400182443335,14251,2786,0,3078,1197
16104,2004,7354,VILLAMAR,0.4703248912765413,15636,2386,0,2127,2841
