DISTRITO,MUNICIPIO,SECCION,TIPO DE CASILLA,PAN,PRI,PRD,PT,PDP,"NO 
REGISTRADOS",NULOS,TOTAL EMITIDA,TOTAL EFECTIVA,Anulada
I,ZACATECAS,1792,CONTIGUA,71,74,154,18,0,0,3,320,317,
I,ZACATECAS,1793,BASICA,68,65,139,18,0,0,0,290,290,
I,ZACATECAS,1793,CONTIGUA,69,74,135,18,0,0,2,298,296,
I,ZACATECAS,1794,BASICA,112,113,140,16,0,0,4,385,381,
I,ZACATECAS,1795,BASICA,99,89,190,21,0,0,2,401,399,
I,ZACATECAS,1796,BASICA,117,81,134,10,0,0,4,346,342,
I,ZACATECAS,1797,BASICA,159,125,117,18,0,0,3,422,419,
I,ZACATECAS,1798,BASICA,117,124,250,25,0,0,12,528,516,
I,ZACATECAS,1799,BASICA,105,116,241,18,0,0,0,480,480,
I,ZACATECAS,1800,BASICA,159,97,188,22,0,0,6,472,466,
I,ZACATECAS,1801,BASICA,102,83,149,20,0,0,3,357,354,
I,ZACATECAS,1801,CONTIGUA,69,94,178,15,0,0,4,360,356,
I,ZACATECAS,1802,BASICA,67,75,160,17,3,0,6,328,322,
I,ZACATECAS,1803,BASICA,120,126,250,27,0,0,3,526,523,
I,ZACATECAS,1804,BASICA,67,67,122,20,0,0,4,280,276,
I,ZACATECAS,1804,CONTIGUA,59,81,113,26,0,0,5,284,279,
I,ZACATECAS,1805,BASICA,140,116,209,24,0,0,9,498,489,
I,ZACATECAS,1806,BASICA,66,113,136,14,0,0,3,332,329,
I,ZACATECAS,1806,CONTIGUA,62,98,138,17,0,0,8,323,315,
I,ZACATECAS,1807,BASICA,154,124,178,8,0,0,2,466,464,
I,ZACATECAS,1808,BASICA,100,77,77,5,0,0,1,260,259,
I,ZACATECAS,1809,BASICA,108,97,94,7,0,0,3,309,306,
I,ZACATECAS,1809,CONTIGUA,107,89,92,4,0,0,6,298,292,
I,ZACATECAS,1810,BASICA,102,77,100,14,0,0,5,298,293,
I,ZACATECAS,1810,CONTIGUA,111,71,89,5,0,0,6,282,276,
I,ZACATECAS,1811,BASICA,129,84,271,20,0,0,1,505,504,
I,ZACATECAS,1812,BASICA,131,106,209,13,0,0,6,465,459,
I,ZACATECAS,1813,BASICA,189,107,192,11,0,0,9,508,499,
I,ZACATECAS,1814,BASICA,98,53,57,12,0,0,4,224,220,
I,ZACATECAS,1815,BASICA,140,84,104,12,0,0,4,344,340,
I,ZACATECAS,1815,ESPECIAL,13,21,28,5,0,0,1,68,67,
I,ZACATECAS,1816,BASICA,145,82,79,8,0,0,5,319,314,
I,ZACATECAS,1817,BASICA,205,136,177,19,0,0,5,542,537,
I,ZACATECAS,1818,BASICA,158,148,86,5,0,0,5,402,397,
I,ZACATECAS,1818,CONTIGUA,173,132,108,5,0,0,1,419,418,
I,ZACATECAS,1819,BASICA,76,54,124,15,0,0,4,273,269,
I,ZACATECAS,1819,CONTIGUA,51,65,141,16,0,0,10,283,273,
I,ZACATECAS,1820,BASICA,49,66,166,6,0,0,7,294,287,
I,ZACATECAS,1820,CONTIGUA,43,57,151,19,0,0,0,270,270,
I,ZACATECAS,1821,BASICA,104,123,257,16,0,0,12,512,500,
I,ZACATECAS,1822,BASICA,86,134,246,41,0,0,15,522,507,
I,ZACATECAS,1823,BASICA,47,82,148,16,0,0,5,298,293,
I,ZACATECAS,1823,CONTIGUA,43,73,142,7,0,0,5,270,265,
I,ZACATECAS,1824,BASICA,68,103,126,9,0,0,4,310,306,
I,ZACATECAS,1824,CONTIGUA,71,91,145,11,0,0,7,325,318,
I,ZACATECAS,1825,BASICA,66,72,151,7,0,0,3,299,296,
I,ZACATECAS,1825,CONTIGUA,61,75,158,16,0,0,0,310,310,
I,ZACATECAS,1826,BASICA,103,136,79,5,0,0,2,325,323,
I,ZACATECAS,1826,CONTIGUA,116,138,64,7,0,0,3,328,325,
I,ZACATECAS,1827,BASICA,212,155,154,18,0,0,3,542,539,
I,ZACATECAS,1828,BASICA,196,128,171,16,0,0,10,521,511,
I,ZACATECAS,1829,BASICA,126,120,147,11,0,0,10,414,404,
I,ZACATECAS,1830,BASICA,90,46,86,8,0,0,2,232,230,
I,ZACATECAS,1830,CONTIGUA,72,51,109,9,0,0,11,252,241,
I,ZACATECAS,1831,BASICA,105,92,113,2,0,0,4,316,312,
I,ZACATECAS,1831,CONTIGUA,116,86,123,7,0,0,2,334,332,
I,ZACATECAS,1832,BASICA,43,86,180,3,0,0,15,327,312,
I,ZACATECAS,1832,CONTIGUA,64,71,164,14,0,0,10,323,313,
I,ZACATECAS,1833,BASICA,59,89,115,27,0,0,9,299,290,
I,ZACATECAS,1833,CONTIGUA,60,92,102,17,0,0,5,276,271,
I,ZACATECAS,1834,BASICA,47,87,123,17,0,0,0,274,274,
I,ZACATECAS,1834,CONTIGUA,51,71,130,29,0,0,7,288,281,
I,ZACATECAS,1835,BASICA,57,56,131,16,0,0,6,266,260,
I,ZACATECAS,1835,CONTIGUA,57,56,135,23,0,0,4,275,271,
I,ZACATECAS,1836,BASICA,96,75,128,9,0,0,5,313,308,
I,ZACATECAS,1836,CONTIGUA,87,83,112,11,0,0,4,297,293,
I,ZACATECAS,1837,BASICA,131,118,233,8,0,0,25,515,490,
I,ZACATECAS,1838,BASICA,175,104,150,26,0,0,7,462,455,
I,ZACATECAS,1839,BASICA,154,157,153,10,0,0,4,478,474,
I,ZACATECAS,1840,BASICA,170,124,203,16,0,0,8,521,513,
I,ZACATECAS,1841,BASICA,54,62,157,17,0,0,6,296,290,
I,ZACATECAS,1841,CONTIGUA,55,82,119,20,1,0,0,277,277,
I,ZACATECAS,1842,BASICA,68,117,200,19,0,0,6,410,404,
I,ZACATECAS,1843,BASICA,122,95,236,29,0,0,10,492,482,
I,ZACATECAS,1844,BASICA,61,62,128,15,0,0,3,269,266,
I,ZACATECAS,1844,CONTIGUA,55,76,110,15,0,0,6,262,256,
I,ZACATECAS,1845,BASICA,71,83,190,17,0,0,7,368,361,
I,ZACATECAS,1846,BASICA,103,83,184,11,0,0,2,383,381,
I,ZACATECAS,1847,BASICA,85,103,172,20,0,0,4,384,380,
I,ZACATECAS,1848,BASICA,111,114,197,22,0,0,3,447,444,
I,ZACATECAS,1849,BASICA,57,107,227,18,0,0,10,419,409,
I,ZACATECAS,1850,BASICA,89,60,166,22,1,0,8,346,338,
I,ZACATECAS,1851,BASICA,140,93,217,18,0,0,12,480,468,
I,ZACATECAS,1852,BASICA,99,106,238,37,0,0,12,492,480,
I,ZACATECAS,1853,BASICA,90,50,144,4,0,0,12,300,288,
I,ZACATECAS,1853,CONTIGUA,82,67,135,9,0,0,6,299,293,
I,ZACATECAS,1854,BASICA,96,103,283,24,0,0,10,516,506,
I,ZACATECAS,1855,BASICA,66,85,247,41,0,0,16,455,439,
I,ZACATECAS,1856,BASICA,56,77,162,16,0,0,142,453,311,
I,ZACATECAS,1856,CONTIGUA,54,72,142,22,0,0,0,290,290,
I,ZACATECAS,1857,BASICA,59,132,197,19,0,0,10,417,407,
I,ZACATECAS,1858,BASICA,56,106,254,33,0,0,16,465,449,
I,ZACATECAS,1859,BASICA,38,94,209,15,0,0,6,362,356,
I,ZACATECAS,1860,BASICA,24,65,173,16,0,0,11,289,278,
I,ZACATECAS,1860,CONTIGUA,27,44,173,13,0,0,10,267,257,
I,ZACATECAS,1861,BASICA,52,125,242,24,0,0,14,457,443,
I,ZACATECAS,1862,BASICA,139,119,172,12,0,0,7,449,442,
I,ZACATECAS,1863,BASICA,64,55,164,13,0,0,5,301,296,
I,ZACATECAS,1863,CONTIGUA,77,64,135,21,0,0,9,306,297,
I,ZACATECAS,1864,BASICA,107,124,204,21,0,0,14,470,456,
I,ZACATECAS,1865,BASICA,42,68,136,13,0,0,5,264,259,
I,ZACATECAS,1866,BASICA,49,95,152,14,0,0,5,315,310,
I,ZACATECAS,1867,BASICA,27,58,70,11,0,0,11,177,166,
I,ZACATECAS,1868,BASICA,72,155,213,36,0,0,14,490,476,
I,ZACATECAS,1869,BASICA,45,136,228,79,0,0,8,496,488,
I,ZACATECAS,1869,CONTIGUA,35,116,256,63,0,0,16,486,470,
I,ZACATECAS,1870,BASICA,142,66,154,13,0,0,2,377,375,
I,ZACATECAS,1870,CONTIGUA,132,89,144,8,0,0,10,383,373,
I,ZACATECAS,1870,ESPECIAL,17,23,40,3,0,0,3,86,83,
I,ZACATECAS,1871,BASICA,9,88,80,5,0,0,2,184,182,
I,ZACATECAS,1872,BASICA,16,78,147,3,0,0,6,250,244,
I,ZACATECAS,1873,BASICA,55,128,118,7,0,0,10,318,308,
I,ZACATECAS,1874,BASICA,55,92,119,6,0,0,10,282,272,
I,ZACATECAS,1874,CONTIGUA,37,74,170,10,0,0,8,299,291,
I,ZACATECAS,1875,BASICA,61,178,216,13,0,0,8,476,468,
I,ZACATECAS,1876,BASICA,8,58,58,3,0,0,5,132,127,
I,ZACATECAS,1877,BASICA,15,150,328,11,0,0,8,512,504,
I,ZACATECAS,1878,BASICA,42,104,110,4,0,0,8,268,260,
I,ZACATECAS,1879,BASICA,8,102,80,3,0,0,4,197,193,
I,ZACATECAS,1880,BASICA,19,119,115,8,0,0,6,267,261,
I,ZACATECAS,1881,BASICA,4,35,110,0,0,0,3,152,149,
I,ZACATECAS,1882,BASICA,18,80,14,2,0,0,5,119,114,
,,,,,,,,,,,,,
II,FRESNILLO,135,BASICA,25,59,182,25,0,0,10,301,291,
II,FRESNILLO,136,BASICA,19,36,178,27,0,0,3,263,260,
II,FRESNILLO,136,CONTIGUA,21,32,182,17,0,0,2,254,252,
II,FRESNILLO,137,BASICA,33,89,401,25,0,0,6,554,548,
III,FRESNILLO,138,BASICA,27,59,155,20,0,0,7,268,261,
III,FRESNILLO,139,BASICA,17,57,212,14,0,0,4,304,300,
III,FRESNILLO,139,CONTIGUA,31,59,215,14,0,0,0,319,319,
III,FRESNILLO,140,BASICA,26,62,277,20,0,0,14,399,385,
III,FRESNILLO,141,BASICA,16,37,197,18,0,0,5,273,268,
III,FRESNILLO,142,BASICA,30,89,229,14,0,0,4,366,362,
III,FRESNILLO,143,BASICA,56,67,287,31,0,0,33,474,441,
III,FRESNILLO,144,BASICA,17,70,187,24,0,0,13,311,298,
III,FRESNILLO,144,CONTIGUA,20,67,181,18,0,0,14,300,286,
III,FRESNILLO,145,BASICA,27,70,211,9,0,0,2,319,317,
II,FRESNILLO,146,BASICA,31,63,200,12,0,0,2,308,306,
II,FRESNILLO,147,BASICA,38,79,245,14,0,0,6,382,376,
II,FRESNILLO,148,BASICA,18,32,129,9,0,0,10,198,188,
II,FRESNILLO,149,BASICA,84,51,323,9,0,0,5,472,467,
II,FRESNILLO,150,BASICA,82,29,205,18,0,0,6,340,334,
II,FRESNILLO,150,CONTIGUA,76,32,230,16,0,0,5,359,354,
II,FRESNILLO,151,BASICA,66,67,202,18,0,0,2,355,353,
II,FRESNILLO,151,CONTIGUA,52,47,261,11,0,0,166,537,371,
III,FRESNILLO,152,BASICA,32,32,230,6,0,0,4,304,300,
III,FRESNILLO,152,CONTIGUA,47,33,200,0,0,0,5,285,280,
III,FRESNILLO,153,BASICA,58,56,197,6,0,0,4,321,317,
III,FRESNILLO,154,BASICA,44,91,319,29,0,0,16,499,483,
III,FRESNILLO,155,BASICA,23,41,189,4,0,0,3,260,257,
III,FRESNILLO,155,CONTIGUA,29,47,194,5,0,0,8,283,275,
III,FRESNILLO,156,BASICA,41,68,299,20,0,0,7,435,428,
III,FRESNILLO,157,BASICA,36,51,291,21,0,0,6,405,399,
III,FRESNILLO,157,CONTIGUA,36,57,249,24,0,0,7,373,366,
III,FRESNILLO,158,BASICA,61,38,211,7,0,0,3,320,317,
II,FRESNILLO,159,BASICA,59,43,271,25,0,0,8,406,398,
II,FRESNILLO,160,BASICA,95,33,253,11,0,0,1,393,392,
II,FRESNILLO,161,BASICA,83,57,181,6,0,0,5,332,327,
II,FRESNILLO,162,BASICA,32,33,178,9,0,0,10,262,252,
II,FRESNILLO,162,CONTIGUA,41,27,175,10,0,0,12,265,253,
II,FRESNILLO,163,BASICA,47,88,324,23,0,0,7,489,482,
II,FRESNILLO,164,BASICA,70,75,346,20,0,0,12,523,511,
II,FRESNILLO,165,BASICA,72,41,326,34,0,0,8,481,473,
II,FRESNILLO,166,BASICA,107,56,335,21,0,0,3,522,519,
III,FRESNILLO,167,BASICA,86,55,254,28,0,0,11,434,423,
III,FRESNILLO,168,BASICA,69,44,256,34,0,0,12,415,403,
III,FRESNILLO,169,BASICA,83,66,319,15,0,0,16,499,483,
III,FRESNILLO,170,BASICA,57,71,313,31,0,0,13,485,472,
III,FRESNILLO,171,BASICA,20,38,191,18,0,0,6,273,267,
III,FRESNILLO,171,CONTIGUA,34,57,157,19,0,0,10,277,267,
III,FRESNILLO,172,BASICA,45,45,209,14,0,0,2,315,313,
III,FRESNILLO,173,BASICA,59,77,317,23,0,0,8,484,476,
III,FRESNILLO,174,BASICA,57,57,297,20,0,0,7,438,431,
III,FRESNILLO,175,BASICA,98,54,319,14,0,0,6,491,485,
III,FRESNILLO,176,BASICA,79,50,276,8,0,0,3,416,413,
II,FRESNILLO,177,BASICA,50,37,202,2,0,0,6,297,291,
II,FRESNILLO,177,CONTIGUA,63,39,200,12,0,0,5,319,314,
II,FRESNILLO,178,BASICA,100,49,260,11,0,0,7,427,420,
II,FRESNILLO,179,BASICA,80,80,286,9,0,0,4,459,455,
II,FRESNILLO,180,BASICA,36,50,152,5,0,0,12,255,243,
II,FRESNILLO,180,CONTIGUA,38,50,173,5,0,0,8,274,266,
II,FRESNILLO,181,BASICA,80,98,327,21,0,0,6,532,526,
II,FRESNILLO,182,BASICA,58,41,191,11,0,0,7,308,301,
II,FRESNILLO,182,CONTIGUA,49,42,200,16,0,0,6,313,307,
II,FRESNILLO,183,BASICA,99,49,178,8,0,0,7,341,334,
II,FRESNILLO,183,ESPECIAL,13,37,125,6,0,0,9,190,181,
III,FRESNILLO,184,BASICA,69,56,151,5,0,0,5,286,281,
III,FRESNILLO,185,BASICA,36,32,196,7,0,0,8,279,271,
III,FRESNILLO,186,BASICA,45,73,280,24,0,0,5,427,422,
III,FRESNILLO,187,BASICA,40,47,219,13,0,0,4,323,319,
III,FRESNILLO,188,BASICA,48,29,216,10,0,0,4,307,303,
III,FRESNILLO,189,BASICA,25,44,162,9,0,0,4,244,240,
III,FRESNILLO,189,CONTIGUA,38,40,167,18,0,0,5,268,263,
III,FRESNILLO,189,ESPECIAL,12,36,112,10,0,0,5,175,170,
III,FRESNILLO,190,BASICA,8,42,196,5,0,0,4,255,251,
III,FRESNILLO,190,CONTIGUA,16,36,150,13,0,0,5,220,215,
III,FRESNILLO,191,BASICA,17,58,189,14,0,0,7,285,278,
III,FRESNILLO,191,CONTIGUA,19,42,152,5,0,0,3,221,218,
III,FRESNILLO,192,BASICA,22,54,351,16,0,0,6,449,443,
III,FRESNILLO,193,BASICA,57,64,302,20,0,0,5,448,443,
III,FRESNILLO,194,BASICA,48,56,319,21,0,0,5,449,444,
III,FRESNILLO,195,BASICA,24,44,206,11,0,0,3,288,285,
III,FRESNILLO,195,CONTIGUA,24,51,172,10,0,0,0,257,257,
III,FRESNILLO,196,BASICA,60,82,284,10,0,0,0,436,436,
III,FRESNILLO,197,BASICA,53,50,248,17,0,0,9,377,368,
III,FRESNILLO,198,BASICA,54,49,284,12,0,0,9,408,399,
III,FRESNILLO,199,BASICA,35,23,154,18,0,0,1,231,230,
III,FRESNILLO,200,BASICA,106,47,319,25,0,0,7,504,497,
III,FRESNILLO,201,BASICA,73,55,230,12,0,0,2,372,370,
III,FRESNILLO,202,BASICA,81,44,185,11,0,0,6,327,321,
II,FRESNILLO,203,BASICA,112,93,306,16,0,0,13,540,527,
II,FRESNILLO,204,BASICA,95,74,322,17,0,0,2,510,508,
II,FRESNILLO,205,BASICA,63,50,277,11,0,0,11,412,401,
II,FRESNILLO,206,BASICA,56,37,191,5,0,0,2,291,289,
II,FRESNILLO,206,CONTIGUA,74,47,174,8,0,0,6,309,303,
II,FRESNILLO,207,BASICA,95,68,318,19,0,0,0,500,500,
II,FRESNILLO,208,BASICA,60,103,310,19,0,0,5,497,492,
II,FRESNILLO,209,BASICA,68,83,360,14,0,0,7,532,525,
II,FRESNILLO,210,BASICA,64,74,307,12,0,0,4,461,457,
II,FRESNILLO,210,CONTIGUA,56,57,320,17,0,0,0,450,450,
II,FRESNILLO,211,BASICA,67,75,355,13,0,0,0,510,510,
II,FRESNILLO,212,BASICA,42,56,351,15,0,0,13,477,464,
II,FRESNILLO,213,BASICA,29,62,210,8,0,0,5,314,309,
II,FRESNILLO,214,BASICA,33,50,232,10,0,0,9,334,325,
II,FRESNILLO,215,BASICA,67,50,196,10,0,0,8,331,323,
II,FRESNILLO,216,BASICA,52,50,206,8,0,0,1,317,316,
II,FRESNILLO,216,CONTIGUA,46,46,205,10,0,0,4,311,307,
III,FRESNILLO,217,BASICA,22,70,125,4,0,0,8,229,221,
II,FRESNILLO,218,BASICA,7,94,154,2,0,0,12,269,257,
II,FRESNILLO,219,BASICA,3,95,37,2,0,0,4,141,137,
II,FRESNILLO,220,BASICA,3,57,117,35,0,0,4,216,212,
II,FRESNILLO,221,BASICA,3,46,108,31,0,0,5,193,188,
II,FRESNILLO,222,BASICA,5,68,64,24,0,0,3,164,161,
II,FRESNILLO,223,BASICA,4,66,39,15,0,0,5,129,124,
II,FRESNILLO,224,BASICA,10,37,97,9,0,0,4,157,153,
II,FRESNILLO,225,BASICA,9,62,284,22,0,0,2,379,377,
II,FRESNILLO,226,BASICA,2,1,143,1,0,0,1,148,147,
II,FRESNILLO,227,BASICA,26,45,186,42,0,0,4,303,299,
II,FRESNILLO,228,BASICA,23,67,246,18,0,0,12,366,354,
II,FRESNILLO,228,CONTIGUA,13,80,240,33,0,0,5,371,366,
II,FRESNILLO,229,BASICA,14,60,248,16,0,0,6,344,338,
II,FRESNILLO,229,CONTIGUA,11,81,236,22,0,0,12,362,350,
II,FRESNILLO,230,BASICA,18,112,135,8,37,0,37,347,310,
II,FRESNILLO,231,BASICA,14,91,212,12,0,0,7,336,329,
II,FRESNILLO,232,BASICA,11,84,202,15,0,0,6,318,312,
II,FRESNILLO,233,BASICA,5,105,66,10,0,0,21,207,186,
II,FRESNILLO,234,BASICA,5,105,66,10,0,0,21,207,186,
II,FRESNILLO,235,BASICA,22,71,152,18,0,0,5,268,263,
II,FRESNILLO,236,BASICA,1,74,8,0,0,0,0,83,83,
II,FRESNILLO,237,BASICA,0,33,272,12,0,0,0,317,317,
II,FRESNILLO,238,BASICA,13,12,106,15,0,0,3,149,146,
II,FRESNILLO,239,BASICA,6,150,197,14,0,0,12,379,367,
II,FRESNILLO,240,BASICA,12,120,124,4,0,0,0,260,260,
II,FRESNILLO,240,CONTIGUA,0,0,0,0,0,0,0,0,0,
II,FRESNILLO,241,BASICA,2,29,88,1,0,0,3,123,120,
II,FRESNILLO,242,BASICA,31,70,44,4,0,0,3,152,149,
II,FRESNILLO,243,BASICA,7,61,176,15,0,0,18,277,259,
II,FRESNILLO,244,BASICA,1,46,107,6,0,0,7,167,160,
II,FRESNILLO,245,BASICA,9,84,96,135,0,0,0,324,324,
II,FRESNILLO,246,BASICA,17,137,155,124,0,0,33,466,433,
II,FRESNILLO,247,BASICA,6,59,74,11,0,0,3,153,150,
II,FRESNILLO,248,BASICA,8,58,131,2,0,0,1,200,199,
II,FRESNILLO,249,BASICA,78,72,213,16,0,0,17,396,379,
II,FRESNILLO,250,BASICA,74,84,181,6,0,0,0,345,345,
II,FRESNILLO,251,BASICA,34,47,283,5,0,0,15,384,369,
II,FRESNILLO,252,BASICA,14,35,373,14,0,0,9,445,436,
II,FRESNILLO,253,BASICA,26,107,192,10,0,0,9,344,335,
II,FRESNILLO,254,BASICA,2,27,55,7,0,0,2,93,91,
II,FRESNILLO,255,BASICA,2,10,43,7,0,0,3,65,62,
II,FRESNILLO,256,BASICA,21,94,145,24,0,0,8,292,284,
III,FRESNILLO,257,BASICA,23,29,129,24,1,0,5,211,206,
III,FRESNILLO,258,BASICA,5,28,46,7,0,0,0,86,86,
III,FRESNILLO,259,BASICA,0,59,45,15,0,0,5,124,119,
III,FRESNILLO,260,BASICA,8,34,133,99,12,0,0,286,286,
II,FRESNILLO,261,BASICA,4,25,167,36,0,0,0,232,232,
II,FRESNILLO,262,BASICA,2,16,41,0,0,0,0,59,59,
II,FRESNILLO,263,BASICA,14,58,121,3,0,0,3,199,196,
II,FRESNILLO,264,BASICA,18,90,136,10,0,0,6,260,254,
II,FRESNILLO,265,BASICA,20,151,292,17,0,0,0,480,480,
II,FRESNILLO,266,BASICA,9,91,182,5,0,0,0,287,287,
II,FRESNILLO,266,CONTIGUA,11,104,144,9,0,0,16,284,268,
II,FRESNILLO,267,BASICA,14,90,178,8,0,0,0,290,290,
II,FRESNILLO,267,CONTIGUA,14,90,178,8,0,0,0,290,290,
II,FRESNILLO,268,BASICA,53,108,137,56,0,0,9,363,354,
II,FRESNILLO,269,BASICA,42,50,97,1,0,0,0,190,190,
II,FRESNILLO,270,BASICA,15,22,518,9,0,0,1,565,564,
II,FRESNILLO,271,BASICA,31,41,433,16,0,0,5,526,521,
II,FRESNILLO,272,BASICA,25,23,430,5,0,0,9,492,483,
II,FRESNILLO,273,BASICA,10,6,108,14,0,0,2,140,138,
II,FRESNILLO,274,BASICA,1,179,105,30,0,0,6,321,315,
II,FRESNILLO,274,CONTIGUA,0,175,111,27,0,0,0,313,313,
III,FRESNILLO,275,BASICA,18,35,141,9,0,0,2,205,203,
III,FRESNILLO,276,BASICA,30,50,195,15,0,0,10,300,290,
III,FRESNILLO,276,CONTIGUA,33,62,192,5,0,0,8,300,292,
III,FRESNILLO,277,BASICA,57,85,283,7,0,0,12,444,432,
III,FRESNILLO,278,BASICA,5,13,31,0,0,0,2,51,49,
III,FRESNILLO,279,BASICA,3,141,186,53,0,0,0,383,383,
III,FRESNILLO,280,BASICA,12,31,81,40,0,0,1,165,164,
II,FRESNILLO,281,BASICA,5,34,86,8,0,0,2,135,133,
III,FRESNILLO,282,BASICA,9,253,105,31,0,0,4,402,398,
III,FRESNILLO,283,BASICA,10,56,56,26,0,0,12,160,148,
III,FRESNILLO,284,BASICA,27,104,70,69,0,0,9,279,270,
III,FRESNILLO,285,BASICA,12,11,50,15,0,0,5,93,88,
III,FRESNILLO,286,BASICA,1,24,56,30,0,0,2,113,111,
III,FRESNILLO,287,BASICA,2,6,36,2,1,0,0,47,47,
III,FRESNILLO,288,BASICA,3,20,89,16,0,0,2,130,128,
III,FRESNILLO,289,BASICA,2,102,47,20,0,0,0,171,171,
III,FRESNILLO,290,BASICA,18,165,197,15,4,0,11,410,399,
III,FRESNILLO,291,BASICA,16,163,116,8,0,0,3,306,303,
II,FRESNILLO,292,BASICA,10,104,190,14,0,0,11,329,318,
II,FRESNILLO,292,CONTIGUA,18,70,203,12,0,0,6,309,303,
III,FRESNILLO,293,BASICA,10,131,141,5,0,0,7,294,287,
III,FRESNILLO,294,BASICA,22,88,108,6,0,0,11,235,224,
III,FRESNILLO,295,BASICA,22,90,68,4,0,0,1,185,184,
III,FRESNILLO,296,BASICA,7,47,44,1,0,0,0,99,99,
III,FRESNILLO,297,BASICA,2,85,50,3,0,0,3,143,140,
III,FRESNILLO,298,BASICA,21,40,123,4,0,0,3,191,188,
III,FRESNILLO,299,BASICA,2,9,130,3,0,0,7,151,144,
III,FRESNILLO,300,BASICA,70,78,274,30,0,0,31,483,452,
III,FRESNILLO,302,BASICA,9,22,75,39,0,0,1,146,145,
II,FRESNILLO,303,BASICA,5,101,172,23,0,0,12,313,301,
III,FRESNILLO,304,BASICA,20,87,219,20,0,0,7,353,346,
III,FRESNILLO,305,BASICA,6,46,100,4,0,0,5,161,156,
III,FRESNILLO,306,BASICA,6,21,53,2,0,0,7,89,82,
III,FRESNILLO,307,BASICA,12,36,218,11,74,0,10,361,351,
III,FRESNILLO,308,BASICA,4,45,70,0,0,0,5,124,119,
III,FRESNILLO,309,BASICA,14,35,63,12,0,0,5,129,124,
III,FRESNILLO,310,BASICA,34,59,162,43,0,0,25,323,298,
III,FRESNILLO,311,BASICA,4,75,158,7,0,0,1,245,244,
III,FRESNILLO,312,BASICA,5,63,196,3,0,0,3,270,267,
III,FRESNILLO,313,BASICA,16,107,60,2,0,0,1,186,185,
III,FRESNILLO,314,BASICA,4,81,87,17,0,0,7,196,189,
III,FRESNILLO,315,BASICA,4,40,35,4,0,0,7,90,83,
III,FRESNILLO,316,BASICA,4,20,55,2,0,0,3,84,81,
III,FRESNILLO,317,BASICA,4,59,137,4,0,0,3,207,204,
III,FRESNILLO,318,BASICA,23,81,146,39,0,0,12,301,289,
III,FRESNILLO,318,CONTIGUA,26,69,161,29,8,0,11,304,293,
III,FRESNILLO,318,CONTIGUA,22,73,192,26,0,0,14,327,313,
III,FRESNILLO,319,BASICA,3,35,21,1,0,0,4,64,60,
III,FRESNILLO,320,BASICA,2,37,59,3,0,0,7,108,101,
III,FRESNILLO,321,BASICA,23,115,167,5,0,0,6,316,310,
III,FRESNILLO,322,BASICA,0,34,59,2,0,0,1,96,95,
III,FRESNILLO,323,BASICA,0,29,22,0,0,0,0,51,51,
