id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,PAN,PRI-PVEM-PANAL,PRD-PC,PT,PAN-PT,Nulos,Total
32,4/7/2010,12,Ayuntamientos,32,0,15,1,B,Basica,0,2,APULCO,694,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,266,113,60,1,0,7,447
32,4/7/2010,12,Ayuntamientos,32,0,16,1,B,Basica,0,2,APULCO,269,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,46,34,0,0,6,134
32,4/7/2010,12,Ayuntamientos,32,0,17,1,C,Contigua,0,2,APULCO,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,107,236,0,0,10,367
32,4/7/2010,12,Ayuntamientos,32,0,17,1,B,Basica,0,2,APULCO,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,124,237,2,0,8,381
32,4/7/2010,12,Ayuntamientos,32,0,18,1,B,Basica,0,2,APULCO,663,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,203,232,2,0,4,453
32,4/7/2010,12,Ayuntamientos,32,0,19,1,B,Basica,0,2,APULCO,357,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,21,140,34,3,0,3,201
32,4/7/2010,12,Ayuntamientos,32,0,20,1,B,Basica,0,2,APULCO,496,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,176,54,2,0,11,272
32,4/7/2010,12,Ayuntamientos,32,0,21,1,B,Basica,0,2,APULCO,190,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,59,31,0,0,4,106
32,4/7/2010,12,Ayuntamientos,32,0,22,1,B,Basica,0,3,ATOLINGA,718,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,104,182,133,0,0,16,435
32,4/7/2010,12,Ayuntamientos,32,0,23,1,B,Basica,0,3,ATOLINGA,527,AF,Anulada por el Tribunal Federal,P,T,Urna tradicional,0,0,0,0,0,0,0
32,4/7/2010,12,Ayuntamientos,32,0,24,1,B,Basica,0,3,ATOLINGA,618,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,62,149,138,0,0,14,363
32,4/7/2010,12,Ayuntamientos,32,0,25,1,B,Basica,0,3,ATOLINGA,173,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,16,22,37,0,0,5,80
32,4/7/2010,12,Ayuntamientos,32,0,26,1,B,Basica,0,3,ATOLINGA,400,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,71,59,65,0,0,21,216
32,4/7/2010,12,Ayuntamientos,32,0,27,1,B,Basica,0,3,ATOLINGA,292,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,33,81,0,0,11,172
32,4/7/2010,12,Ayuntamientos,32,0,28,1,B,Basica,0,3,ATOLINGA,201,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,42,29,47,0,0,5,123
32,4/7/2010,12,Ayuntamientos,32,0,29,1,B,Basica,0,3,ATOLINGA,161,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,33,23,31,0,0,3,90
32,4/7/2010,12,Ayuntamientos,32,0,30,1,B,Basica,0,3,ATOLINGA,163,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,17,27,40,0,0,9,93
32,4/7/2010,12,Ayuntamientos,32,0,31,1,B,Basica,0,4,BENITO JUAREZ,473,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,137,135,0,2,0,9,283
32,4/7/2010,12,Ayuntamientos,32,0,32,1,B,Basica,0,4,BENITO JUAREZ,547,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,186,156,1,4,0,11,358
32,4/7/2010,12,Ayuntamientos,32,0,33,1,B,Basica,0,4,BENITO JUAREZ,348,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,127,0,3,0,3,218
32,4/7/2010,12,Ayuntamientos,32,0,34,1,B,Basica,0,4,BENITO JUAREZ,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,127,187,0,12,0,1,327
32,4/7/2010,12,Ayuntamientos,32,0,35,1,B,Basica,0,4,BENITO JUAREZ,641,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,182,224,0,2,0,8,416
32,4/7/2010,12,Ayuntamientos,32,0,36,1,B,Basica,0,4,BENITO JUAREZ,397,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,116,84,0,0,0,8,208
32,4/7/2010,12,Ayuntamientos,32,0,37,1,B,Basica,0,4,BENITO JUAREZ,261,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,112,60,0,0,0,4,176
32,4/7/2010,12,Ayuntamientos,32,0,38,1,B,Basica,0,4,BENITO JUAREZ,429,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,62,179,0,4,0,6,251
32,4/7/2010,12,Ayuntamientos,32,0,39,1,B,Basica,0,4,BENITO JUAREZ,171,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,33,102,0,1,0,1,137
32,4/7/2010,12,Ayuntamientos,32,0,40,3,C,Contigua,0,5,CALERA,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,154,48,36,0,10,323
32,4/7/2010,12,Ayuntamientos,32,0,40,1,C,Contigua,0,5,CALERA,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,124,71,50,0,8,317
32,4/7/2010,12,Ayuntamientos,32,0,40,2,C,Contigua,0,5,CALERA,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,133,69,25,0,7,295
32,4/7/2010,12,Ayuntamientos,32,0,40,1,B,Basica,0,5,CALERA,632,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,67,117,57,34,0,7,282
32,4/7/2010,12,Ayuntamientos,32,0,41,1,C,Contigua,0,5,CALERA,581,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,95,69,40,0,9,298
32,4/7/2010,12,Ayuntamientos,32,0,41,2,C,Contigua,0,5,CALERA,581,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,72,130,79,44,0,9,334
32,4/7/2010,12,Ayuntamientos,32,0,41,1,B,Basica,0,5,CALERA,580,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,122,58,50,0,9,324
32,4/7/2010,12,Ayuntamientos,32,0,42,1,B,Basica,0,5,CALERA,615,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,105,122,62,43,0,10,342
32,4/7/2010,12,Ayuntamientos,32,0,43,1,C,Contigua,0,5,CALERA,431,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,83,89,51,15,0,7,245
32,4/7/2010,12,Ayuntamientos,32,0,43,1,B,Basica,0,5,CALERA,431,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,80,87,50,10,0,11,238
32,4/7/2010,12,Ayuntamientos,32,0,44,1,C,Contigua,0,5,CALERA,508,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,51,114,34,50,0,5,254
32,4/7/2010,12,Ayuntamientos,32,0,44,1,B,Basica,0,5,CALERA,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,117,49,37,0,14,278
32,4/7/2010,12,Ayuntamientos,32,0,45,1,B,Basica,0,5,CALERA,738,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,120,165,98,38,0,6,427
32,4/7/2010,12,Ayuntamientos,32,0,46,1,B,Basica,0,5,CALERA,469,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,47,82,70,39,0,5,243
32,4/7/2010,12,Ayuntamientos,32,0,46,1,C,Contigua,0,5,CALERA,470,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,45,78,85,33,0,10,251
32,4/7/2010,12,Ayuntamientos,32,0,47,1,C,Contigua,0,5,CALERA,466,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,87,94,64,25,0,17,287
32,4/7/2010,12,Ayuntamientos,32,0,47,1,B,Basica,0,5,CALERA,465,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,85,56,23,0,12,255
32,4/7/2010,12,Ayuntamientos,32,0,48,1,C,Contigua,0,5,CALERA,690,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,77,144,82,52,0,6,361
32,4/7/2010,12,Ayuntamientos,32,0,48,2,C,Contigua,0,5,CALERA,690,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,86,140,82,47,0,11,366
32,4/7/2010,12,Ayuntamientos,32,0,48,3,C,Contigua,0,5,CALERA,690,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,90,145,97,57,0,13,402
32,4/7/2010,12,Ayuntamientos,32,0,48,1,B,Basica,0,5,CALERA,689,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,93,141,75,45,0,11,365
32,4/7/2010,12,Ayuntamientos,32,0,49,1,B,Basica,0,5,CALERA,695,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,106,128,83,44,0,11,372
32,4/7/2010,12,Ayuntamientos,32,0,50,1,B,Basica,0,5,CALERA,569,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,121,90,48,32,0,4,295
32,4/7/2010,12,Ayuntamientos,32,0,50,1,C,Contigua,0,5,CALERA,569,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,110,88,40,44,0,16,298
32,4/7/2010,12,Ayuntamientos,32,0,51,1,B,Basica,0,5,CALERA,488,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,94,79,37,38,0,13,261
32,4/7/2010,12,Ayuntamientos,32,0,51,1,C,Contigua,0,5,CALERA,489,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,97,86,39,30,0,13,265
32,4/7/2010,12,Ayuntamientos,32,0,52,1,B,Basica,0,5,CALERA,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,98,104,76,58,0,16,352
32,4/7/2010,12,Ayuntamientos,32,0,53,1,B,Basica,0,5,CALERA,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,115,76,34,0,4,300
32,4/7/2010,12,Ayuntamientos,32,0,53,2,C,Contigua,0,5,CALERA,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,137,59,31,0,12,303
32,4/7/2010,12,Ayuntamientos,32,0,53,1,C,Contigua,0,5,CALERA,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,109,69,32,0,23,308
32,4/7/2010,12,Ayuntamientos,32,0,54,1,C,Contigua,0,5,CALERA,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,113,45,36,0,10,289
32,4/7/2010,12,Ayuntamientos,32,0,54,2,C,Contigua,0,5,CALERA,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,92,121,55,38,0,10,316
32,4/7/2010,12,Ayuntamientos,32,0,54,3,C,Contigua,0,5,CALERA,574,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,87,128,60,30,0,6,311
32,4/7/2010,12,Ayuntamientos,32,0,54,1,B,Basica,0,5,CALERA,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,90,117,70,31,0,8,316
32,4/7/2010,12,Ayuntamientos,32,0,55,1,B,Basica,0,5,CALERA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,117,74,57,0,10,333
32,4/7/2010,12,Ayuntamientos,32,0,55,1,C,Contigua,0,5,CALERA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,102,139,58,36,0,9,344
32,4/7/2010,12,Ayuntamientos,32,0,56,1,B,Basica,0,5,CALERA,647,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,117,169,40,0,10,397
32,4/7/2010,12,Ayuntamientos,32,0,56,1,C,Contigua,0,5,CALERA,647,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,63,99,162,57,0,13,394
32,4/7/2010,12,Ayuntamientos,32,0,57,1,B,Basica,0,5,CALERA,677,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,60,84,185,70,0,6,405
32,4/7/2010,12,Ayuntamientos,32,0,57,1,C,Contigua,0,5,CALERA,677,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,92,207,64,0,16,425
32,4/7/2010,12,Ayuntamientos,32,0,58,1,B,Basica,0,5,CALERA,658,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,51,112,153,43,0,9,368
32,4/7/2010,12,Ayuntamientos,32,0,59,1,B,Basica,0,5,CALERA,596,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,39,78,142,59,0,10,328
32,4/7/2010,12,Ayuntamientos,32,0,60,1,B,Basica,0,5,CALERA,158,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,11,50,11,0,10,99
32,4/7/2010,12,Ayuntamientos,32,0,61,1,C,Contigua,0,6,CA?ITAS DE FELIPE PESCADOR,418,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,63,19,103,73,10,10,278
32,4/7/2010,12,Ayuntamientos,32,0,61,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,417,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,60,19,88,90,6,7,270
32,4/7/2010,12,Ayuntamientos,32,0,62,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,675,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,95,23,180,134,8,17,457
32,4/7/2010,12,Ayuntamientos,32,0,63,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,694,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,97,25,159,102,17,21,421
32,4/7/2010,12,Ayuntamientos,32,0,64,1,C,Contigua,0,6,CA?ITAS DE FELIPE PESCADOR,419,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,70,12,99,82,14,15,292
32,4/7/2010,12,Ayuntamientos,32,0,64,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,418,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,26,128,81,6,7,294
32,4/7/2010,12,Ayuntamientos,32,0,65,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,554,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,35,140,84,14,12,349
32,4/7/2010,12,Ayuntamientos,32,0,66,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,745,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,97,29,240,141,7,17,531
32,4/7/2010,12,Ayuntamientos,32,0,67,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,360,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,59,17,87,64,10,8,245
32,4/7/2010,12,Ayuntamientos,32,0,68,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,208,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,21,7,82,44,2,11,167
32,4/7/2010,12,Ayuntamientos,32,0,69,1,C,Contigua,0,6,CA?ITAS DE FELIPE PESCADOR,384,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,62,12,137,50,9,10,280
32,4/7/2010,12,Ayuntamientos,32,0,69,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,383,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,69,15,128,35,5,9,261
32,4/7/2010,12,Ayuntamientos,32,0,70,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,477,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,31,11,123,166,3,9,343
32,4/7/2010,12,Ayuntamientos,32,0,71,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,102,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,3,37,23,1,0,75
32,4/7/2010,12,Ayuntamientos,32,0,73,1,B,Basica,0,7,CONCEPCION DEL ORO,571,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,20,187,169,5,0,16,397
32,4/7/2010,12,Ayuntamientos,32,0,74,1,B,Basica,0,7,CONCEPCION DEL ORO,450,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,155,122,14,0,10,314
32,4/7/2010,12,Ayuntamientos,32,0,75,1,B,Basica,0,7,CONCEPCION DEL ORO,495,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,54,166,122,3,0,7,352
32,4/7/2010,12,Ayuntamientos,32,0,76,1,C,Contigua,0,7,CONCEPCION DEL ORO,465,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,163,104,6,0,6,296
32,4/7/2010,12,Ayuntamientos,32,0,76,1,B,Basica,0,7,CONCEPCION DEL ORO,464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,26,187,94,7,0,6,320
32,4/7/2010,12,Ayuntamientos,32,0,77,1,B,Basica,0,7,CONCEPCION DEL ORO,699,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,231,200,6,0,13,494
32,4/7/2010,12,Ayuntamientos,32,0,78,1,B,Basica,0,7,CONCEPCION DEL ORO,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,21,237,124,7,0,5,394
32,4/7/2010,12,Ayuntamientos,32,0,79,1,B,Basica,0,7,CONCEPCION DEL ORO,426,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,42,143,92,2,0,8,287
32,4/7/2010,12,Ayuntamientos,32,0,79,1,C,Contigua,0,7,CONCEPCION DEL ORO,427,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,28,124,132,1,0,10,295
32,4/7/2010,12,Ayuntamientos,32,0,80,1,B,Basica,0,7,CONCEPCION DEL ORO,412,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,130,106,12,0,6,294
32,4/7/2010,12,Ayuntamientos,32,0,80,1,C,Contigua,0,7,CONCEPCION DEL ORO,413,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,36,117,124,8,0,10,295
32,4/7/2010,12,Ayuntamientos,32,0,81,1,B,Basica,0,7,CONCEPCION DEL ORO,54,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,0,43,3,0,0,1,47
32,4/7/2010,12,Ayuntamientos,32,0,82,1,B,Basica,0,7,CONCEPCION DEL ORO,242,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,25,67,72,3,0,5,172
32,4/7/2010,12,Ayuntamientos,32,0,83,1,B,Basica,0,7,CONCEPCION DEL ORO,342,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,148,69,11,0,9,244
32,4/7/2010,12,Ayuntamientos,32,0,84,1,B,Basica,0,7,CONCEPCION DEL ORO,582,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,187,162,24,0,6,392
32,4/7/2010,12,Ayuntamientos,32,0,85,1,B,Basica,0,7,CONCEPCION DEL ORO,189,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,31,41,12,0,0,113
32,4/7/2010,12,Ayuntamientos,32,0,86,1,B,Basica,0,7,CONCEPCION DEL ORO,160,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,55,40,0,0,1,113
32,4/7/2010,12,Ayuntamientos,32,0,87,1,B,Basica,0,7,CONCEPCION DEL ORO,212,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,55,61,3,0,3,137
32,4/7/2010,12,Ayuntamientos,32,0,88,1,B,Basica,0,7,CONCEPCION DEL ORO,73,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,35,8,1,0,3,52
32,4/7/2010,12,Ayuntamientos,32,0,89,1,B,Basica,0,7,CONCEPCION DEL ORO,101,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,24,26,12,5,0,0,67
32,4/7/2010,12,Ayuntamientos,32,0,90,1,B,Basica,0,7,CONCEPCION DEL ORO,73,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,19,20,3,0,0,47
32,4/7/2010,12,Ayuntamientos,32,0,91,1,B,Basica,0,7,CONCEPCION DEL ORO,296,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,96,81,2,0,4,187
32,4/7/2010,12,Ayuntamientos,32,0,92,1,B,Basica,0,7,CONCEPCION DEL ORO,290,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,50,118,1,0,11,195
32,4/7/2010,12,Ayuntamientos,32,0,93,1,B,Basica,0,7,CONCEPCION DEL ORO,115,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,2,51,29,0,0,2,84
32,4/7/2010,12,Ayuntamientos,32,0,94,1,B,Basica,0,7,CONCEPCION DEL ORO,146,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,15,42,44,1,0,4,106
32,4/7/2010,12,Ayuntamientos,32,0,95,1,B,Basica,0,7,CONCEPCION DEL ORO,99,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,44,24,2,0,2,80
32,4/7/2010,12,Ayuntamientos,32,0,96,1,B,Basica,0,7,CONCEPCION DEL ORO,281,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,41,62,93,3,0,9,208
32,4/7/2010,12,Ayuntamientos,32,0,97,1,B,Basica,0,7,CONCEPCION DEL ORO,93,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,11,32,25,2,0,0,70
32,4/7/2010,12,Ayuntamientos,32,0,98,1,B,Basica,0,7,CONCEPCION DEL ORO,131,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,0,40,54,2,0,2,98
32,4/7/2010,12,Ayuntamientos,32,0,99,1,B,Basica,0,7,CONCEPCION DEL ORO,104,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,29,33,0,0,3,73
32,4/7/2010,12,Ayuntamientos,32,0,100,1,B,Basica,0,7,CONCEPCION DEL ORO,53,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1,25,15,0,0,1,42
32,4/7/2010,12,Ayuntamientos,32,0,101,1,B,Basica,0,7,CONCEPCION DEL ORO,66,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,3,28,23,0,0,1,55
32,4/7/2010,12,Ayuntamientos,32,0,102,1,B,Basica,0,7,CONCEPCION DEL ORO,90,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,35,18,2,0,2,63
32,4/7/2010,12,Ayuntamientos,32,0,103,1,B,Basica,0,8,CUAUHTEMOC,471,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,101,63,119,27,0,7,317
32,4/7/2010,12,Ayuntamientos,32,0,103,1,C,Contigua,0,8,CUAUHTEMOC,471,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,110,58,92,50,0,4,314
32,4/7/2010,12,Ayuntamientos,32,0,104,1,C,Contigua,0,8,CUAUHTEMOC,479,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,134,55,111,26,0,4,330
