Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,c_morena_na_pes_mas,c_morena_na_pes,c_morena_na_mas,c_morena_pes_mas,c_na_pes_mas,c_morena_na,c_morena_pes,c_morena_mas,c_na_pes,c_na_mas,c_pes_mas,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
709,S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,B1,6,2,19,144,10,10,144,22,3,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,4,0,1,0,0,0,0,19,409,669
710,C1,6,5,21,139,6,6,154,24,3,10,3,3,0,0,0,0,0,0,2,0,0,0,0,1,11,1,1,0,0,1,1,0,0,0,0,0,0,398,669
710,C2,3,0,19,152,22,10,140,21,4,11,1,4,1,1,0,1,0,0,0,0,0,0,1,0,12,0,1,0,0,1,0,0,0,0,0,0,11,416,669
710,C3,5,3,15,129,17,13,166,10,6,17,5,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,408,669
711,B1,4,17,13,127,12,4,125,20,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,0,1,0,0,0,0,0,12,368,559
711,C1,3,7,10,169,13,2,114,17,3,17,1,7,2,0,0,0,0,0,1,0,0,0,0,0,5,3,0,1,1,3,0,0,0,0,0,0,4,383,558
712,B1,4,2,5,169,6,4,170,6,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,16,420,691
713,B1,6,6,20,174,7,3,79,8,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,23,341,561
713,C1,0,0,26,182,5,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,331,560
714,B1,9,16,23,187,4,4,105,10,1,4,1,1,1,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,7,381,577
714,C1,12,8,19,194,9,4,81,15,1,4,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,366,577
714,C2,7,6,16,192,13,7,99,14,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,19,386,576
715,B1,24,13,22,217,17,10,76,4,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,394,700
716,B1,1,0,11,208,10,5,99,8,0,56,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,1,0,0,10,419,612
716,C1,3,1,11,241,4,1,98,5,0,63,1,2,0,3,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,8,450,612
717,B1,2,2,15,138,12,2,99,10,2,15,0,2,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,1,0,0,0,0,0,11,322,554
717,C1,8,6,12,179,19,6,100,4,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,10,366,554
717,C2,4,3,11,183,18,6,96,5,2,20,4,2,3,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,0,19,390,553
718,B1,9,0,24,164,8,2,61,11,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,0,0,5,302,434
718,C1,4,7,24,163,11,0,56,4,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,287,433
719,B1,9,3,10,178,14,0,86,11,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,4,332,444
719,C1,7,3,5,176,16,0,82,13,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,4,321,443
720,B1,6,0,12,313,8,5,75,13,2,5,0,0,0,2,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,4,456,634
721,B1,1,4,20,134,7,5,74,20,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,276,393
721,C1,3,4,11,103,12,1,49,27,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,10,241,392
722,B1,6,7,15,189,19,5,86,6,1,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,2,0,1,0,0,4,372,567
722,C1,6,7,22,156,36,4,96,6,2,13,0,2,4,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,363,566
723,B1,10,10,20,294,14,12,56,13,15,12,2,5,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,16,488,733
723,C1,15,8,12,307,15,7,60,10,4,12,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,16,476,732
723,C2,10,3,17,355,9,13,57,14,3,6,1,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,506,732
724,B1,7,8,11,189,38,7,58,12,4,12,1,8,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,1,0,0,0,0,14,380,609
724,C1,6,2,15,170,40,7,67,18,4,5,1,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,354,609
724,C2,6,7,15,157,50,6,55,19,1,11,3,8,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,6,0,0,0,0,0,0,18,368,609
725,B1,8,7,16,224,29,4,52,9,2,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,14,381,608
725,C1,5,13,14,224,33,10,49,4,0,3,1,11,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,374,608
725,C2,9,6,22,226,25,8,53,5,1,5,0,7,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,5,380,608
725,C3,7,16,20,229,23,8,44,7,2,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,7,387,607
726,B1,8,14,16,228,39,6,53,6,7,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,410,573
726,C1,8,14,24,246,15,9,47,5,3,9,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,401,573
727,B1,5,9,36,197,47,3,84,5,3,3,3,3,1,3,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0,0,13,425,745
727,C1,11,13,45,220,34,11,62,8,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,436,744
727,C2,5,13,19,191,25,9,55,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,393,744
728,C1,6,4,19,157,26,6,52,8,3,3,2,2,2,1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,14,312,520
728,C2,7,9,28,171,24,4,52,5,0,10,0,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,9,328,519
729,B1,8,5,11,98,26,3,51,4,2,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,234,377
729,C1,5,11,13,100,31,4,54,5,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,10,247,376
730,B1,6,5,10,168,38,2,58,3,5,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,324,521
730,C1,9,6,12,145,26,3,60,7,1,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,12,299,521
730,C2,8,3,20,134,26,2,52,6,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,17,280,520
731,B1,3,2,17,122,8,2,204,22,3,11,0,0,2,1,0,0,0,0,0,0,0,0,0,1,32,0,12,0,0,0,2,0,0,0,0,0,20,464,737
731,C1,2,2,23,116,13,4,168,28,3,11,1,0,0,2,0,0,0,0,0,0,0,0,0,1,11,1,2,0,1,4,1,4,1,0,0,0,17,416,737
731,C2,2,0,4,126,8,2,215,16,7,27,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,5,0,0,4,1,1,0,0,0,0,12,452,737
731,C3,2,4,12,131,8,3,173,27,2,19,1,0,0,3,0,0,0,0,0,0,0,0,0,0,14,2,4,0,0,12,0,0,0,1,0,0,14,432,737
732,B1,6,3,10,179,20,6,52,4,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,21,315,521
732,C1,7,3,30,182,12,3,64,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,324,520
733,B1,10,10,0,246,6,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,311,496
Totales,,422,390,1161,11651,1152,347,6026,754,143,692,72,147,97,38,3,1,1,6,16,4,19,1,4,33,419,21,39,8,5,81,17,17,4,4,4,5,727,24531,38831
