Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
111,B1,73,22,14,19,53,53,78,16,6,10,9,10,4,6,1,0,0,2,0,0,0,0,0,2,0,15,393,743
111,C1,71,23,18,26,52,45,80,23,5,5,10,17,8,10,1,0,0,2,1,0,0,0,0,1,0,19,417,743
111,C2,79,28,22,24,43,44,89,12,7,7,11,15,0,10,0,0,0,0,0,0,0,0,0,3,0,20,414,743
112,B1,52,24,16,18,47,33,62,15,7,4,9,6,6,6,2,0,0,4,1,0,0,0,0,0,0,17,329,551
112,C1,60,22,17,19,38,41,37,24,10,5,7,6,7,0,0,0,0,0,0,0,1,0,0,2,0,30,326,551
112,C2,53,16,13,23,51,38,71,17,7,7,6,7,4,3,0,0,0,3,2,0,0,0,0,2,0,18,341,550
114,B1,79,29,21,16,29,30,68,27,5,3,3,9,10,4,2,0,0,0,2,0,1,0,1,4,0,0,343,633
114,C1,73,23,16,21,51,32,68,21,5,2,4,6,0,29,0,0,0,0,0,0,0,0,0,1,0,14,366,633
114,C2,61,26,14,23,24,29,63,20,2,5,11,8,11,4,1,0,0,3,1,0,1,0,0,1,1,24,333,632
114,C3,51,32,11,25,36,41,74,32,4,5,6,10,18,0,0,0,0,0,0,1,0,0,0,0,0,22,368,632
114,C4,74,20,23,18,36,33,68,20,4,11,4,10,6,6,1,0,0,3,1,1,1,0,1,0,0,21,362,632
115,B1,64,24,13,18,60,36,104,15,5,5,5,4,0,6,2,0,0,0,1,0,0,0,0,0,0,21,383,677
115,C1,63,33,14,18,57,42,75,10,4,4,14,2,2,7,1,3,0,3,1,0,0,0,0,1,0,19,373,676
116,B1,66,32,14,22,70,42,65,31,5,12,14,13,4,7,0,0,0,0,0,0,0,0,0,2,0,29,428,669
116,C1,55,30,18,22,55,42,74,21,11,12,8,8,3,8,0,0,0,0,1,0,0,0,0,2,0,14,384,669
117,B1,57,18,7,20,59,30,68,13,4,4,5,5,7,2,0,1,0,2,0,1,0,0,0,2,0,22,327,522
117,C1,46,29,8,16,72,29,68,19,2,8,11,7,2,4,0,0,1,1,0,1,0,0,0,0,0,21,345,522
118,B1,54,17,6,24,49,31,57,19,3,6,4,5,7,1,0,0,0,0,0,0,0,0,0,1,2,31,317,508
118,C1,54,25,13,21,30,25,66,22,4,7,4,5,9,0,0,0,0,0,0,0,0,0,0,0,1,14,300,508
118,C2,61,25,13,19,41,31,64,31,0,8,5,3,2,8,0,0,0,0,0,0,2,0,0,0,0,9,322,507
119,B1,63,19,12,17,65,31,26,23,69,7,12,11,10,0,0,0,0,0,0,0,0,0,0,0,0,23,388,596
119,C1,49,41,8,25,52,35,84,20,6,11,5,6,0,9,3,0,0,1,0,0,0,0,0,1,1,16,373,595
120,B1,81,25,11,34,86,33,80,23,7,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,654
120,C1,81,13,13,21,76,32,68,19,5,4,10,10,12,0,0,0,0,0,0,0,0,0,0,2,0,0,366,653
121,B1,39,17,12,14,29,26,49,8,4,2,4,4,3,5,0,0,0,0,2,0,0,0,1,2,0,22,243,407
121,C1,29,15,14,12,34,18,59,10,4,1,8,1,3,4,0,0,1,3,0,0,0,0,0,0,0,12,228,406
122,B1,48,16,14,14,40,30,88,16,1,5,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,302,508
122,C1,41,10,16,14,43,32,62,15,3,2,2,5,0,0,16,0,0,0,0,0,0,0,0,2,0,18,281,507
123,B1,58,28,10,22,62,29,76,25,8,3,13,1,8,6,0,0,0,3,4,0,0,0,0,3,0,23,382,622
123,C1,87,29,21,28,61,29,68,20,6,4,6,10,6,2,0,0,0,1,0,0,0,0,0,1,0,22,401,621
123,C2,65,34,18,16,64,39,81,33,6,8,11,7,0,7,0,0,0,0,0,0,0,0,0,1,0,15,405,621
124,B1,75,23,11,19,47,30,82,18,3,8,9,7,18,0,0,0,0,0,0,0,0,0,0,1,0,21,372,574
124,C1,64,25,10,27,44,33,113,16,4,7,13,1,9,0,0,0,0,0,0,0,0,0,0,3,0,21,390,573
125,B1,77,19,23,16,35,32,103,7,4,6,5,4,5,6,0,0,0,1,2,0,1,0,0,6,0,18,370,660
125,C1,62,24,11,22,41,22,78,17,2,3,13,15,17,0,0,0,0,0,0,0,0,0,0,0,0,25,352,659
125,C2,67,23,14,27,45,26,78,25,4,4,13,2,2,8,0,0,0,2,0,0,0,0,0,2,0,14,356,659
125,C3,64,18,7,30,42,30,95,32,1,2,7,7,4,4,0,0,0,0,0,0,0,0,0,1,0,16,360,659
125,C4,65,18,18,20,27,27,91,14,3,3,8,10,0,0,12,0,0,0,0,0,0,0,0,2,0,25,343,659
126,B1,45,29,9,21,25,38,107,34,3,7,11,7,4,8,0,0,0,2,0,0,0,0,0,1,0,22,373,649
126,C1,54,31,11,25,32,35,87,28,10,11,25,12,9,4,0,0,0,1,1,0,0,0,0,2,0,23,401,648
126,C2,75,15,7,21,30,59,99,31,9,9,12,6,0,7,3,0,0,0,0,0,0,0,0,2,0,22,407,648
126,C3,54,31,11,25,32,35,87,28,10,11,25,12,9,4,0,0,0,1,1,0,0,0,0,2,0,23,401,648
127,B1,62,21,7,20,32,21,75,14,2,5,8,7,0,13,0,1,5,0,1,0,0,0,0,1,0,17,312,507
127,C1,67,22,6,21,48,26,75,6,1,12,1,1,4,2,0,0,0,0,2,0,0,0,0,1,0,23,318,507
127,C2,66,22,10,14,31,30,65,17,3,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,507
128,B1,100,32,11,25,56,52,102,26,5,11,10,6,2,7,0,0,0,1,0,2,0,0,0,1,0,26,475,689
128,C1,93,38,21,13,49,39,88,29,5,8,9,5,4,9,0,0,0,0,0,0,0,1,0,0,0,15,426,688
129,B1,61,27,10,31,43,48,118,44,8,10,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,32,459,648
129,C1,35,19,19,10,41,24,72,33,3,5,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,11,292,647
130,B1,55,25,15,31,45,46,109,15,2,1,11,8,3,5,0,0,0,1,0,0,2,0,0,3,0,22,399,721
130,C1,58,34,14,23,44,42,118,17,8,11,7,10,3,4,0,0,0,3,0,0,0,0,0,2,0,19,417,721
130,C2,64,20,13,30,45,48,103,27,7,10,7,5,0,3,1,0,0,4,0,0,0,0,0,1,0,20,408,720
130,C3,87,33,15,22,41,60,109,21,5,8,7,8,4,3,0,0,0,0,0,0,0,1,0,0,0,22,446,720
130,C4,68,42,16,26,64,36,103,22,8,7,5,6,4,0,0,0,0,0,0,1,7,0,0,2,1,22,440,720
131,B1,71,34,18,14,44,38,91,32,3,6,7,12,0,4,1,0,0,3,0,0,1,0,0,0,0,0,379,611
131,C1,62,29,14,15,45,37,103,30,8,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,13,389,611
131,C2,72,37,6,16,38,20,117,34,2,3,10,7,6,3,1,0,0,1,1,1,0,0,0,5,0,15,395,611
132,B1,79,29,11,8,37,34,72,39,1,4,9,12,0,4,0,1,0,5,0,0,0,0,0,1,0,19,365,547
132,C1,64,21,6,24,42,35,78,24,0,8,14,7,6,4,0,0,0,0,1,1,0,0,0,1,0,10,346,546
133,B1,44,18,7,11,21,23,77,7,2,4,6,5,0,2,0,0,1,1,0,0,0,0,0,1,1,6,237,366
134,B1,70,26,6,21,27,45,76,46,2,7,8,8,4,3,0,1,0,1,0,0,0,0,0,1,0,13,365,540
134,C1,54,26,18,22,15,28,85,34,8,6,10,11,2,3,2,0,0,1,0,0,0,0,1,2,0,13,341,539
134,C2,59,34,11,13,20,35,86,18,4,7,9,8,18,0,0,0,0,0,0,0,0,0,0,3,0,23,348,539
135,B1,55,20,16,8,20,53,95,15,3,5,20,5,0,7,0,1,0,0,0,0,0,0,0,0,0,23,346,645
135,C1,51,19,7,30,21,48,95,18,1,6,11,8,2,8,0,0,0,0,0,0,0,0,0,0,0,20,345,645
135,C2,65,25,5,23,28,50,86,19,4,7,16,5,5,4,1,0,0,1,1,0,1,1,0,4,0,17,368,645
135,C3,58,17,5,22,25,44,89,15,6,9,21,4,0,3,2,0,0,0,0,0,0,0,0,5,0,11,336,644
135,E1,44,16,6,28,19,40,101,8,5,1,13,9,3,3,0,0,0,0,1,0,0,0,0,2,0,0,299,658
135,E1 C1,39,15,6,22,30,39,124,11,8,1,16,7,5,3,0,0,0,0,0,0,0,0,0,3,0,23,352,658
135,E1 C2,38,22,11,26,28,23,123,6,8,5,10,20,2,3,0,1,0,1,0,0,0,0,0,0,0,25,352,658
136,B1,57,24,9,16,16,29,81,21,1,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,520
136,C1,42,13,9,18,19,34,86,18,3,6,10,5,1,1,0,0,0,0,0,0,0,0,0,3,0,16,284,519
137,B1,59,25,5,13,17,24,73,12,1,4,3,7,3,7,0,0,1,0,0,0,0,1,0,1,1,15,272,424
137,C1,40,19,2,12,12,25,52,11,0,5,5,7,0,0,6,0,0,0,0,0,0,0,0,0,0,13,209,423
137,S1,2,2,1,2,1,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,18,0
138,B1,70,18,18,24,28,40,125,29,8,4,8,12,2,8,0,0,0,0,0,0,2,0,0,2,0,10,408,700
138,C1,58,21,14,24,17,32,93,36,16,12,27,13,1,4,0,0,0,1,1,0,1,0,0,2,0,22,395,699
139,B1,77,20,15,23,31,49,84,33,6,5,12,4,2,5,1,1,0,0,0,0,0,0,0,0,0,25,393,571
139,C1,73,42,7,18,50,28,83,26,11,6,12,8,2,1,0,0,1,0,3,0,0,0,0,2,0,9,382,570
140,B1,61,25,8,27,56,51,103,39,2,0,10,15,3,9,0,0,0,0,2,0,0,0,0,0,0,21,432,619
140,C1,87,36,11,18,50,34,90,30,5,0,0,0,0,8,0,9,0,1,0,0,1,0,0,2,0,0,382,619
141,B1,93,31,17,28,34,34,83,39,6,9,5,11,7,7,0,0,0,3,0,0,0,0,0,2,0,29,438,695
142,B1,51,29,5,15,39,33,115,35,1,12,7,11,2,9,0,0,1,0,1,0,0,0,0,1,2,14,383,620
142,C1,76,28,10,19,35,29,95,25,4,9,10,12,13,0,0,0,0,5,0,0,0,0,1,2,0,8,381,620
142,C2,58,32,15,11,29,26,121,22,0,6,3,6,6,9,1,0,0,1,1,0,0,0,0,1,0,15,363,620
143,B1,72,32,16,18,47,53,122,36,1,10,10,8,0,0,0,0,0,0,0,0,0,9,0,2,0,21,457,736
143,C1,84,46,19,22,40,38,103,35,2,6,10,17,7,7,0,0,1,0,2,0,0,2,0,0,0,21,462,736
144,B1,39,21,6,11,32,27,93,12,4,6,3,2,4,5,2,0,0,0,0,1,2,0,0,3,2,13,288,474
144,C1,49,18,11,7,36,22,96,19,4,3,6,5,5,2,2,0,0,1,0,0,0,0,0,2,0,11,299,474
145,B1,67,17,10,6,25,26,70,41,1,2,17,7,8,6,0,0,0,2,0,0,0,0,0,0,0,19,324,481
145,C1,58,28,9,17,23,17,80,25,1,5,7,7,3,5,0,0,0,0,2,0,0,0,0,1,0,13,301,481
146,B1,76,29,12,5,18,15,83,42,1,7,9,4,3,5,0,0,0,1,0,0,1,0,0,0,0,14,325,501
146,C1,53,38,15,8,18,21,67,45,3,6,8,8,5,3,0,0,0,1,2,0,0,0,0,1,0,16,318,500
147,B1,70,28,23,39,22,41,91,43,4,14,13,14,1,9,0,0,0,1,0,0,1,0,0,4,0,24,442,718
147,C1,66,28,16,27,33,40,91,37,4,6,19,16,15,0,0,0,0,0,0,0,0,0,0,3,0,34,435,717
148,B1,55,16,16,18,22,39,111,22,13,10,28,9,2,1,2,0,0,0,1,0,0,2,0,2,1,25,395,645
148,C1,60,10,12,21,26,28,138,15,14,5,22,18,1,3,0,0,0,1,0,0,0,0,0,1,0,21,396,645
149,B1,53,18,15,12,24,26,70,15,4,5,6,4,4,1,0,0,1,0,1,0,0,0,0,0,0,8,267,386
149,C1,46,8,13,24,16,24,66,13,3,5,11,5,5,3,0,0,0,11,1,0,0,0,0,1,0,4,259,385
150,B1,43,27,6,23,23,47,153,6,3,1,4,5,0,1,0,0,0,2,0,0,0,0,0,2,0,11,357,685
150,C1,34,23,8,18,20,33,123,6,3,10,8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,23,314,684
150,C2,38,18,12,14,17,31,131,9,2,2,8,1,0,4,0,3,0,0,1,0,1,0,0,1,0,18,311,684
150,C3,47,16,10,10,18,28,152,6,3,4,11,4,3,4,0,1,0,0,0,0,0,0,0,4,0,22,343,684
150,C4,38,13,8,14,14,21,154,4,1,3,7,5,6,3,2,0,0,1,1,0,1,0,0,0,0,21,317,684
151,B1,66,21,18,23,26,42,122,9,5,9,10,8,2,6,0,0,0,2,2,0,0,0,0,1,0,17,389,684
151,C1,70,18,14,27,31,47,133,9,5,6,11,7,0,3,0,0,0,3,0,0,1,0,0,0,0,19,404,684
151,C2,59,21,10,12,19,30,122,22,2,9,12,5,4,4,0,0,0,2,0,0,1,0,0,3,0,25,362,684
151,C3,58,17,14,27,24,39,122,16,6,9,6,4,3,4,4,0,0,0,2,0,0,0,0,2,0,29,386,683
151,C4,72,13,9,26,19,46,144,20,4,2,12,5,6,2,0,0,0,0,0,0,0,0,0,2,0,15,397,683
151,E1,46,13,8,29,20,35,90,13,0,9,7,4,0,8,1,1,0,1,0,0,0,0,0,0,0,19,304,586
151,E1 C1,42,19,8,26,8,28,102,12,2,8,13,4,4,3,0,0,0,3,0,0,0,0,0,1,0,16,299,586
151,E1 C2,37,16,5,18,15,34,108,12,5,11,6,7,6,8,3,0,0,0,0,0,0,0,0,0,0,29,320,586
152,B1,48,22,11,15,19,23,100,23,5,8,8,4,2,4,0,0,0,0,1,0,0,0,0,2,0,15,310,538
152,C1,58,14,9,28,11,28,108,19,4,4,6,4,0,11,0,0,0,2,2,0,0,0,0,0,0,14,322,538
152,C2,64,12,4,19,8,25,97,16,5,7,16,5,5,0,0,0,0,0,0,0,2,0,0,1,0,24,310,538
153,B1,70,20,12,25,25,48,74,25,4,5,11,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,337,557
153,C1,45,20,16,26,28,47,99,21,4,10,7,5,2,0,0,0,0,1,0,0,0,0,0,0,1,11,343,556
154,B1,54,28,11,13,18,38,77,30,2,4,7,9,2,9,1,0,0,2,0,0,0,0,0,0,0,12,317,481
154,C1,59,14,12,14,13,28,88,28,3,6,12,4,3,5,0,0,0,0,0,1,0,0,1,1,0,13,305,480
155,B1,40,25,20,17,21,36,99,30,2,6,13,7,4,3,0,0,1,1,0,0,0,0,0,2,0,15,342,538
155,C1,43,16,13,18,33,32,84,39,7,13,17,9,8,0,0,0,0,0,0,0,0,0,0,3,0,19,354,537
156,B1,55,16,21,7,17,31,51,7,3,3,10,6,0,0,0,0,0,0,0,0,8,0,0,3,0,17,255,426
156,C1,45,11,21,20,7,31,74,21,2,7,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,15,269,426
157,B1,75,52,13,16,31,47,106,29,0,4,9,11,5,4,0,0,0,0,0,0,0,0,0,0,0,21,423,643
158,B1,40,34,11,19,21,14,49,17,0,0,8,8,1,8,1,0,0,2,0,0,0,0,0,1,0,5,239,360
159,B1,22,12,7,2,59,33,66,2,9,6,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,229,546
159,C1,56,25,12,16,58,22,82,24,7,4,6,12,4,7,0,0,0,2,1,0,1,0,0,2,0,18,359,546
159,C2,72,31,16,19,39,28,63,19,4,2,5,14,2,7,0,0,0,1,0,0,0,0,1,1,0,18,342,546
160,B1,69,38,12,18,44,22,50,32,3,4,6,8,4,4,0,0,0,1,0,0,0,0,0,1,0,10,326,520
161,B1,62,24,5,12,9,13,62,11,5,6,8,4,3,5,0,0,0,1,1,0,0,0,0,0,0,12,243,394
162,B1,81,28,15,17,31,27,63,27,0,3,5,2,0,11,0,0,0,2,0,0,0,0,0,0,0,7,319,452
162,C1,50,22,8,12,48,34,66,16,5,7,11,4,4,1,0,0,0,4,0,0,0,0,0,1,0,13,306,452
163,B1,47,14,12,13,31,23,60,22,2,3,6,3,0,4,0,0,0,1,1,0,0,0,0,0,1,12,255,387
164,B1,37,31,11,7,22,11,48,7,0,8,4,3,2,3,0,0,0,1,1,0,0,0,0,1,0,10,207,320
165,B1,54,45,14,21,41,24,70,19,5,3,8,14,15,0,0,0,0,0,0,0,0,0,0,2,0,19,354,614
165,C1,69,37,15,11,33,28,86,29,3,3,3,8,7,5,0,0,0,0,1,1,0,0,0,1,0,7,347,613
166,B1,61,39,14,19,54,31,82,17,5,3,6,11,8,7,0,0,0,0,1,0,0,0,0,1,0,11,370,603
166,C1,49,39,10,17,66,28,78,21,4,5,4,9,5,6,2,0,0,0,1,0,1,0,0,1,0,15,361,602
166,C2,66,37,13,17,60,23,68,19,1,10,4,7,5,5,1,0,0,0,0,0,0,0,0,3,0,12,351,602
167,B1,58,55,21,36,55,41,105,16,7,4,5,2,6,5,1,1,0,2,1,0,0,0,1,0,0,16,438,676
168,B1,67,45,11,23,62,36,134,9,7,8,4,4,17,0,0,0,0,0,0,0,0,0,0,1,0,0,428,662
169,B1,86,42,13,18,117,45,125,38,6,7,8,7,6,5,0,0,0,1,1,0,0,0,0,0,1,27,553,720
169,C1,49,21,7,14,121,26,98,25,17,3,6,9,1,8,1,0,0,1,2,0,0,0,0,0,0,18,427,719
170,B1,47,30,6,11,33,26,71,9,1,6,8,3,1,2,0,0,0,3,0,0,0,0,0,0,0,10,267,387
170,C1,31,18,7,15,47,23,64,13,3,2,5,8,2,3,0,0,0,2,0,0,0,0,0,3,0,11,257,387
171,B1,41,23,14,11,53,26,70,16,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,277,431
172,B1,47,23,3,9,71,25,68,8,2,2,3,3,0,3,0,0,0,1,0,0,0,0,0,1,0,10,279,459
172,C1,48,17,6,9,91,17,76,8,2,3,3,8,1,4,0,0,0,0,1,0,0,0,0,0,0,15,309,459
173,B1,78,22,15,21,33,30,139,19,3,12,7,8,4,8,0,0,0,1,1,0,0,0,1,4,0,20,426,715
173,C1,72,35,17,22,25,45,111,22,9,8,14,12,6,4,1,0,0,2,1,0,0,0,0,4,0,23,433,714
174,B1,54,29,11,19,18,36,73,20,7,7,16,6,0,6,0,0,0,0,0,0,0,0,0,0,0,23,325,469
174,C1,42,20,9,21,18,47,67,13,12,8,7,4,5,2,1,0,0,0,1,0,0,0,0,0,0,19,296,468
175,B1,49,18,14,17,25,29,99,22,9,10,11,13,2,10,0,0,0,1,0,0,0,0,0,0,0,17,346,579
175,C1,47,14,19,23,26,31,79,20,9,7,6,9,3,5,0,0,0,1,0,0,1,1,0,2,0,23,326,579
175,C2,58,20,25,16,10,39,74,20,9,8,11,7,2,0,0,0,0,0,3,0,1,0,0,5,0,17,325,578
176,B1,35,27,9,13,12,25,62,15,0,6,15,7,2,2,0,0,0,1,1,0,0,0,0,1,1,14,248,389
176,C1,34,11,9,17,15,28,59,10,1,11,6,7,3,0,0,1,0,0,0,0,0,0,0,5,0,5,222,389
177,B1,47,13,13,18,29,31,118,9,5,4,8,7,2,2,0,0,0,0,0,1,0,0,0,0,0,23,330,646
177,C1,43,21,5,20,14,39,122,13,0,4,13,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,300,646
177,C2,36,15,9,20,16,32,126,12,2,3,16,6,1,1,0,0,0,0,1,0,0,0,0,3,0,21,320,646
177,C3,41,13,9,20,9,36,93,23,1,5,0,4,0,5,0,0,0,2,0,0,0,0,0,10,0,17,288,646
177,C4,51,13,5,23,19,29,94,16,5,10,6,5,5,7,0,0,0,0,2,0,0,0,0,2,0,21,313,646
177,C5,42,19,3,20,14,34,109,16,2,9,8,11,3,7,0,0,0,0,1,1,0,0,0,0,0,17,316,646
178,B1,44,26,20,31,17,56,106,25,6,9,11,7,0,0,0,0,0,13,0,0,0,0,0,3,0,24,398,670
178,C1,54,31,20,27,21,37,96,18,5,5,13,3,5,5,0,0,0,1,2,0,0,0,0,1,1,22,367,670
178,C2,67,18,24,33,19,34,91,11,6,6,12,10,3,5,1,1,0,0,0,0,1,0,0,1,0,28,371,670
178,C3,52,9,21,26,16,36,101,23,6,6,8,4,2,9,0,0,0,0,0,0,0,0,0,2,0,18,339,670
178,C4,55,21,11,23,22,38,114,17,0,8,7,4,4,5,0,0,0,1,0,1,0,0,0,3,0,17,351,670
178,C5,58,25,15,16,15,40,88,13,2,10,18,7,1,7,0,0,0,1,2,0,0,0,0,2,0,16,336,670
178,C6,56,18,11,29,14,38,113,12,3,8,17,6,4,4,0,0,0,0,1,0,0,0,0,2,0,17,353,670
179,B1,65,19,20,20,33,42,132,32,1,10,10,17,5,0,0,0,0,0,0,0,0,0,0,4,0,19,429,727
179,C1,74,21,13,19,29,32,116,28,3,10,10,13,7,5,0,0,0,0,5,0,0,0,0,3,0,31,419,726
180,B1,44,16,13,32,28,34,106,8,1,5,18,6,0,13,0,0,0,0,0,0,0,0,0,1,0,27,352,665
180,C1,51,18,8,15,17,29,105,13,3,8,14,6,7,9,1,0,0,1,1,2,0,0,0,1,0,23,332,665
180,C2,49,20,16,24,16,45,103,18,1,16,14,5,8,5,0,0,0,1,2,2,3,0,0,2,0,31,381,665
