Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
439,B1,69,26,13,42,15,50,171,6,1,0,8,11,4,7,1,0,0,0,0,1,0,0,0,0,0,18,443,684
439,C1,78,31,10,25,17,59,144,12,0,2,2,15,6,4,0,0,0,0,3,0,0,0,0,0,0,15,423,683
439,C2,78,30,13,23,13,49,151,9,1,3,6,15,8,5,1,0,0,0,3,0,1,0,0,3,0,22,434,683
440,B1,96,22,9,8,8,46,127,7,1,1,2,6,5,3,1,0,0,2,0,0,0,0,0,11,0,13,368,481
440,C1,80,30,11,19,13,27,116,10,2,2,2,16,4,11,0,0,0,0,1,0,0,0,0,0,0,7,351,480
441,B1,95,35,7,38,18,51,94,12,3,5,3,8,0,8,0,0,0,6,0,0,0,0,0,0,0,17,400,554
441,C1,107,25,13,20,9,38,123,9,1,0,5,17,4,14,0,0,0,3,1,0,0,0,0,0,0,17,406,553
442,B1,131,36,20,38,10,42,180,14,2,2,8,14,12,6,2,0,0,2,0,0,0,0,0,0,1,17,537,750
443,B1,89,31,11,21,8,27,102,7,2,2,2,10,4,6,0,0,0,2,1,0,0,0,0,1,0,8,334,446
443,C1,82,19,8,11,8,30,109,5,1,1,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,18,315,446
444,B1,125,40,27,17,12,32,153,6,3,2,4,16,2,9,0,0,0,5,0,0,0,0,0,2,0,18,473,724
444,C1,108,44,16,24,14,25,157,7,1,6,6,16,7,9,0,0,0,3,1,1,0,0,0,1,0,18,464,724
445,B1,56,23,25,12,7,24,145,6,2,0,2,8,12,4,1,0,0,1,0,0,0,0,0,2,0,25,355,633
445,C1,106,27,14,21,10,26,150,3,2,1,2,7,5,5,0,0,0,1,0,0,0,0,0,0,0,20,400,632
445,C2,62,34,13,16,14,28,149,8,1,3,4,5,4,0,0,0,0,2,0,0,0,0,0,0,0,11,354,632
445,C3,87,13,21,16,12,34,152,5,1,3,4,11,2,5,0,0,0,1,0,0,0,0,0,0,0,17,384,632
446,B1,46,20,16,22,7,18,105,5,0,3,2,20,0,8,0,0,0,2,0,0,0,0,0,0,0,15,289,380
446,C1,39,14,4,21,7,16,107,7,2,3,5,20,2,5,0,1,0,2,0,0,0,0,0,0,0,15,270,380
447,B1,120,46,13,23,6,32,209,14,3,2,9,19,5,9,0,0,1,0,1,1,0,0,0,0,0,13,526,706
448,B1,79,39,13,25,19,25,157,4,2,2,4,24,0,10,0,0,0,3,0,0,0,1,1,0,0,17,425,717
448,C1,65,36,13,23,8,24,138,9,0,2,7,36,20,5,0,0,0,3,0,1,0,1,0,3,0,39,433,716
448,C2,73,36,13,24,14,6,174,15,0,3,15,20,4,7,0,0,0,1,0,1,0,0,0,1,0,18,425,716
448,C3,76,36,12,14,5,23,161,17,1,2,7,31,2,5,0,0,0,0,0,0,0,0,0,0,0,20,412,716
450,B1,99,35,18,21,12,24,148,7,0,2,6,27,0,15,0,0,0,6,1,0,0,0,0,0,0,16,437,679
450,C1,96,23,23,18,9,118,175,7,1,3,4,20,2,9,1,0,0,1,0,0,0,0,0,0,0,22,532,679
450,C2,120,42,16,14,15,22,136,11,1,2,4,27,5,11,1,1,1,1,1,1,1,1,1,1,1,17,454,679
450,C3,123,37,14,23,9,32,148,1,0,3,2,15,0,10,0,0,0,3,0,0,0,0,0,0,0,16,436,679
451,B1,123,29,10,16,10,28,104,8,1,1,1,17,4,7,0,1,0,1,0,0,0,0,0,0,0,11,372,514
451,C1,85,26,13,23,9,23,116,1,2,0,2,28,1,0,0,0,8,2,1,0,0,1,0,1,0,14,356,513
452,B1,123,29,10,16,10,28,104,8,1,1,1,17,13,0,0,0,0,0,0,0,0,0,0,0,0,11,372,475
452,C1,125,33,4,13,9,12,112,11,1,1,2,16,2,2,0,0,0,1,0,0,1,0,0,1,0,12,358,475
453,B1,56,25,23,38,7,27,157,13,2,0,4,14,6,5,0,0,0,1,0,1,0,0,0,0,0,17,396,700
453,C1,70,25,20,35,9,29,147,9,3,3,4,23,5,9,0,0,0,3,1,0,0,0,0,0,0,17,412,700
453,C2,75,29,15,40,11,37,141,12,2,3,5,18,2,4,0,0,0,0,1,0,0,0,0,1,0,22,418,700
453,C3,64,22,24,36,12,31,183,7,0,0,2,15,5,3,1,0,0,3,1,0,0,0,0,1,0,29,439,700
453,C4,78,20,9,45,9,32,144,6,1,0,8,24,1,10,0,0,0,0,0,0,0,0,0,0,0,21,408,700
453,C5,65,21,17,37,14,26,151,5,1,2,2,30,1,6,0,0,0,1,0,0,1,0,0,1,0,17,398,700
454,B1,82,25,21,27,6,26,119,13,1,3,4,31,6,5,0,0,0,1,2,1,0,0,0,0,0,12,385,660
454,C1,59,18,20,20,9,21,121,4,0,4,3,33,10,0,0,0,0,0,0,0,0,0,0,0,0,25,347,659
454,C2,69,22,15,30,9,16,115,10,1,1,2,47,2,3,0,2,2,2,2,0,0,1,1,1,0,10,363,659
454,C3,60,14,15,14,11,14,109,7,2,1,2,32,4,3,0,0,0,2,0,0,0,0,0,0,0,17,307,659
454,C4,94,25,23,25,13,30,113,2,1,2,4,36,6,5,1,0,0,2,0,0,1,0,0,1,0,21,405,659
455,B1,52,25,13,51,8,8,134,15,0,2,5,35,1,9,1,0,0,2,0,0,0,0,0,1,0,34,396,732
455,C1,46,18,13,53,10,15,160,5,1,1,3,36,2,6,0,0,0,1,0,0,0,1,0,0,0,21,392,731
455,C2,51,18,13,45,11,20,159,7,1,4,5,43,7,4,2,0,0,1,0,1,0,0,0,0,1,23,416,731
455,C3,66,23,19,41,6,25,171,5,1,1,4,23,5,6,2,0,0,2,0,0,0,0,0,0,0,20,420,731
455,C4,42,28,16,44,8,22,150,8,0,1,4,25,3,2,1,0,0,0,1,0,0,0,0,3,0,25,383,731
455,E1 C2,67,24,19,27,7,25,94,5,0,1,7,40,8,1,1,0,0,1,1,0,0,0,0,0,0,9,337,647
456,B1,66,19,23,21,4,20,143,8,2,2,8,48,6,4,1,0,0,0,0,0,0,0,0,0,0,24,399,692
456,C1,55,28,22,8,8,19,147,8,2,2,4,57,5,4,0,0,0,0,0,1,1,0,0,4,0,22,397,692
456,C2,57,21,11,22,4,15,130,7,1,5,5,36,6,5,0,1,0,0,1,1,0,1,0,1,0,17,347,691
456,C3,51,26,8,20,7,29,162,7,2,5,1,44,8,5,0,0,2,0,0,2,0,0,0,0,0,13,392,691
456,C4,57,23,18,21,9,21,146,5,1,1,5,38,8,7,1,0,0,3,1,0,0,1,1,0,1,20,388,691
457,B1,79,18,24,17,8,16,130,8,1,8,2,60,4,1,1,0,0,2,0,0,1,1,0,0,0,19,400,644
457,C1,72,23,19,22,11,12,128,6,1,11,0,58,6,4,1,0,0,1,0,0,0,0,0,0,0,9,384,644
457,C2,80,24,18,19,6,21,125,12,1,8,5,60,8,7,0,1,0,3,1,0,0,0,0,2,0,12,413,644
457,C3,88,36,9,18,8,17,124,8,0,7,1,78,5,4,2,0,0,4,1,0,0,0,0,0,0,12,422,643
458,B1,63,21,9,22,10,13,103,7,3,1,3,40,10,0,0,0,0,0,0,0,0,0,0,2,0,11,318,530
458,C1,40,29,19,9,6,22,101,11,1,6,3,42,5,4,1,0,0,1,0,1,0,0,0,0,0,13,314,530
458,C2,61,30,14,14,11,20,93,8,0,0,1,43,3,2,3,0,0,2,0,0,0,0,0,0,0,0,305,530
459,C1,59,26,15,26,6,18,96,4,0,0,0,26,2,2,0,1,0,0,0,0,2,1,0,1,0,11,296,511
459,C2,57,20,11,33,6,25,79,9,1,3,1,36,5,2,2,0,0,2,2,0,0,1,0,2,0,18,315,510
460,B1,46,13,8,14,7,14,88,7,2,2,1,15,9,2,0,1,0,0,0,0,0,0,0,0,0,11,240,387
460,C1,57,23,15,15,7,22,88,4,0,2,2,9,2,4,0,0,0,0,0,0,0,0,0,0,0,10,260,386
461,B1,73,24,16,15,8,20,93,8,0,2,0,22,5,4,0,0,0,2,1,0,1,1,0,1,0,19,315,467
461,C1,76,22,14,16,4,22,102,6,0,4,3,20,5,4,1,0,0,2,0,0,0,0,0,1,0,15,317,467
462,B1,64,22,19,20,6,27,88,4,2,1,3,15,15,0,0,0,0,0,3,0,1,0,0,4,0,15,309,479
462,C1,66,19,11,16,2,23,104,8,1,0,1,18,5,7,0,1,0,2,0,2,0,0,0,2,0,9,297,479
463,B1,73,32,31,27,10,23,110,8,1,1,4,48,11,10,0,0,0,2,0,1,0,0,0,0,0,17,409,679
463,C1,71,37,24,24,8,27,127,10,1,3,2,40,4,6,0,0,0,3,0,0,0,0,0,0,0,15,402,679
464,B1,101,21,26,26,13,31,138,6,0,3,4,33,9,7,2,0,0,2,3,1,0,0,0,0,0,0,426,723
464,C1,111,36,24,32,12,19,134,3,1,5,3,39,9,6,4,0,0,2,0,1,1,0,0,2,0,14,458,723
464,C2,101,46,21,20,13,36,157,5,1,7,3,45,9,8,0,0,0,4,1,1,0,0,0,1,0,22,501,723
464,C3,113,48,18,22,17,32,124,6,4,6,7,42,7,8,0,0,0,2,1,0,0,0,0,1,0,0,458,723
464,S1,6,3,1,0,2,7,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0
466,B1,90,28,8,14,5,13,108,6,2,2,2,11,4,8,1,0,0,0,1,0,0,0,0,0,0,0,303,447
466,C1,47,38,12,14,5,14,83,12,1,0,3,8,3,4,2,0,0,1,1,0,0,0,0,3,0,12,263,447
467,B1,81,27,28,34,14,20,121,5,0,2,1,49,14,0,4,0,1,0,0,1,0,2,1,0,0,22,427,618
467,C1,102,26,15,37,20,19,127,6,2,4,1,32,0,10,1,0,0,4,3,0,0,2,0,1,0,17,429,618
468,B1,129,49,15,18,8,33,123,11,4,1,3,23,9,7,1,0,0,3,0,0,0,0,0,1,0,17,455,671
468,C1,148,47,22,19,9,41,108,5,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,671
468,C2,141,35,18,15,4,31,130,9,4,0,1,25,5,5,3,0,0,2,0,0,0,0,0,3,0,8,439,671
468,C3,142,40,14,14,8,36,136,8,1,0,1,18,12,0,0,0,0,2,0,0,0,1,0,0,0,18,451,671
468,C4,113,44,25,5,8,32,127,6,3,2,4,22,10,9,0,0,0,0,1,0,0,0,1,0,0,19,431,670
468,C5,125,53,12,8,11,31,121,5,1,3,1,29,18,0,0,0,0,0,0,0,0,0,0,0,0,15,433,670
469,B1,78,29,21,23,8,18,168,3,0,0,4,18,4,8,0,0,0,2,0,0,0,0,0,1,0,16,401,680
469,C1,67,23,22,22,6,21,154,7,4,5,6,17,4,5,2,0,0,2,0,0,0,0,0,0,1,21,389,680
469,C2,94,27,18,19,14,19,150,8,1,1,2,35,2,11,0,0,0,0,1,0,0,0,0,1,0,14,417,680
470,B1,76,27,22,27,14,24,144,5,0,1,3,31,6,6,1,0,1,0,1,0,0,0,0,0,0,16,405,659
470,C1,83,34,15,19,12,17,158,5,0,3,1,15,5,1,0,1,1,1,0,0,0,0,0,0,0,14,385,659
470,C2,69,42,17,23,12,25,161,4,2,1,2,22,5,4,0,0,0,1,0,0,0,0,0,3,0,18,411,658
471,B1,60,31,12,19,7,23,169,7,4,2,4,9,8,5,0,0,0,0,0,2,0,0,1,0,0,22,385,711
471,C1,80,24,8,24,11,35,148,5,0,3,6,15,3,9,2,0,0,3,0,1,0,0,0,2,0,25,404,711
471,C2,81,22,5,32,11,32,198,8,1,2,7,10,3,8,1,0,0,0,0,1,2,0,0,2,0,112,538,711
472,B1,91,32,23,11,14,24,166,3,0,2,0,29,5,9,0,0,0,1,0,0,0,0,0,0,0,0,410,720
472,C1,72,52,16,17,17,25,157,3,1,0,3,17,1,7,0,0,1,3,1,0,1,0,1,2,0,23,420,720
472,C2,75,39,14,12,15,24,162,2,4,0,3,20,6,7,0,0,0,2,0,0,0,0,0,1,0,14,400,720
472,C3,90,49,18,17,2,24,137,8,3,2,2,17,1,8,0,0,0,0,0,1,0,1,0,0,0,13,393,720
472,C4,74,38,15,18,13,25,172,6,1,3,7,21,2,9,0,0,0,3,2,0,0,0,0,1,0,0,410,719
473,B1,218,49,18,9,6,19,101,4,1,1,4,17,17,0,0,0,0,0,0,0,0,0,0,0,0,12,476,663
473,C1,207,46,18,12,2,20,118,2,2,1,2,19,4,11,0,0,0,1,0,0,0,0,0,0,0,5,470,663
473,C2,204,43,15,6,4,16,128,3,0,0,2,15,5,6,1,0,0,1,2,1,0,0,1,0,0,5,458,662
474,B1,73,31,22,13,11,21,209,6,2,1,6,27,0,14,0,0,0,0,0,0,0,0,0,0,0,13,449,633
474,C1,83,49,18,16,17,22,187,7,0,5,6,17,3,7,1,0,0,3,0,0,0,0,0,0,0,0,441,632
475,B1,40,15,21,6,7,23,83,5,1,1,2,36,4,5,0,0,0,0,0,0,0,0,0,0,0,16,265,475
475,C1,53,19,21,16,9,20,106,1,1,5,0,13,0,0,0,0,0,3,1,0,0,0,0,0,0,16,284,474
476,B1,105,35,18,9,11,25,139,6,1,2,3,29,6,11,0,0,0,1,1,0,0,0,0,0,0,0,402,701
476,C1,116,46,22,7,7,30,124,11,2,2,2,26,2,9,0,0,0,0,0,1,0,0,0,0,0,11,418,701
476,C2,119,33,18,13,5,36,132,3,2,1,3,21,4,10,0,0,0,3,1,0,0,0,0,0,3,20,427,701
477,B1,133,39,18,17,10,25,165,5,2,0,7,40,3,9,0,0,0,1,1,0,0,0,0,0,0,0,475,741
477,C1,128,28,22,12,9,35,138,5,0,3,5,39,13,8,2,0,0,2,0,1,0,0,0,1,1,23,475,741
477,C2,103,33,32,12,7,23,161,8,3,1,0,41,5,10,0,0,0,1,2,0,0,0,0,0,0,11,453,741
477,C3,119,36,25,14,12,34,146,9,2,2,5,35,15,10,1,0,1,1,1,0,0,0,0,0,0,11,479,741
477,C4,118,36,19,18,10,31,155,6,1,2,2,32,11,13,0,1,0,1,1,1,1,1,1,2,0,15,478,741
477,C5,136,38,20,17,14,24,173,5,0,0,4,20,6,9,0,0,0,2,1,0,1,0,0,2,0,21,493,741
477,C6,106,36,33,15,14,38,188,4,1,4,4,24,10,7,1,0,0,4,0,0,0,0,0,0,0,20,509,741
477,C7,126,26,21,18,7,23,181,6,2,2,2,29,14,4,1,1,0,1,0,0,0,0,0,1,0,11,476,740
478,B1,60,24,19,12,1,23,102,7,1,1,4,27,8,5,1,0,0,0,0,1,0,0,0,2,1,17,316,473
478,C1,51,22,15,9,4,15,108,8,1,1,3,23,8,8,0,0,0,0,0,0,0,1,0,1,0,15,293,472
479,B1,77,22,15,11,15,35,156,5,3,1,6,25,6,5,0,1,0,0,0,1,0,0,0,0,0,17,401,619
479,C1,78,30,26,15,10,28,131,3,3,1,4,19,6,4,0,0,0,0,0,1,1,0,1,0,0,15,376,618
480,B1,66,20,17,8,6,17,88,3,1,2,3,21,1,1,0,0,0,0,0,0,0,0,0,1,0,9,264,422
480,C1,45,14,11,17,10,16,101,7,1,1,2,15,3,2,0,1,0,2,0,0,0,0,1,0,0,7,256,421
481,B1,136,35,23,15,7,18,107,6,0,0,5,0,7,9,0,0,0,2,2,0,0,0,0,0,0,20,392,659
481,C1,122,28,23,12,8,20,116,7,2,0,3,31,8,0,0,0,7,4,3,0,0,0,0,2,0,16,412,659
481,C2,114,32,34,18,7,13,116,3,2,0,3,33,16,7,0,1,0,4,0,1,0,0,0,0,0,0,404,659
481,C3,108,29,26,11,5,18,117,8,1,0,0,38,0,10,6,0,0,4,1,0,0,0,0,0,0,13,395,659
481,C4,119,46,19,4,8,18,128,4,2,2,0,38,1,8,1,0,0,2,1,0,0,0,0,1,2,9,413,658
481,C5,111,43,20,12,9,18,117,5,1,0,1,21,14,7,3,0,0,0,2,0,0,0,0,1,1,9,395,658
481,C6,125,37,28,12,6,17,108,4,4,1,4,42,10,6,3,0,0,2,2,1,1,1,0,0,0,10,424,658
482,B1,131,42,22,16,15,25,141,5,5,5,0,51,13,15,0,0,0,5,2,4,1,0,1,0,0,9,508,715
482,C1,137,46,25,7,6,19,132,8,3,2,1,45,6,6,0,1,0,0,2,0,0,1,2,0,0,0,449,715
482,C2,132,33,19,16,8,22,173,4,1,0,2,62,5,7,0,1,0,0,1,0,1,0,0,0,0,8,495,714
483,B1,176,47,25,16,4,17,110,2,0,0,2,87,0,37,0,0,0,0,0,0,0,0,0,0,0,11,534,742
483,C1,183,51,21,14,6,16,104,3,1,2,3,66,6,7,3,1,0,2,2,2,0,0,0,0,0,13,506,742
483,C2,176,47,21,14,5,10,116,5,1,1,6,62,11,9,1,1,0,4,2,2,0,0,2,0,0,17,513,742
483,C3,166,44,41,8,7,17,118,5,2,0,0,61,17,6,0,0,0,0,2,0,0,0,0,1,0,12,507,742
487,B1,40,30,18,36,11,14,156,7,3,1,5,25,4,2,0,0,0,0,0,0,1,0,0,0,0,19,372,701
487,C1,36,18,8,34,14,19,153,7,0,1,1,17,1,5,0,0,0,1,0,0,0,1,0,0,0,29,345,701
487,C2,37,22,16,33,10,18,124,4,2,2,5,34,20,0,0,0,0,0,0,0,0,0,0,1,0,19,347,701
487,C3,49,20,12,46,8,24,141,3,3,3,5,28,3,5,0,0,0,0,0,1,0,0,0,0,1,15,367,701
487,C4,58,26,14,37,10,22,141,2,3,3,5,14,4,2,1,0,0,0,0,0,0,0,0,1,0,26,369,700
487,C5,35,28,20,41,8,21,140,9,0,1,7,28,0,14,0,0,0,1,0,0,0,0,0,0,0,22,375,700
487,C6,41,18,15,51,11,22,124,1,5,3,3,16,5,2,0,1,0,0,0,0,0,0,0,0,0,19,337,700
487,C7,46,17,19,41,6,19,169,5,1,2,4,22,5,3,2,1,0,0,0,0,0,0,1,1,1,21,386,700
487,C8,43,27,8,49,11,26,147,1,0,2,4,21,5,1,2,0,0,0,0,0,0,2,0,2,0,18,369,700
487,C9,39,26,14,37,10,19,163,5,1,0,2,16,8,2,1,0,0,2,0,1,0,0,0,0,0,0,346,700
488,B1,81,43,32,13,5,21,131,6,1,1,6,35,5,6,0,1,0,4,0,0,0,0,0,1,1,18,411,690
488,C1,106,29,23,24,4,18,133,12,0,2,3,33,12,5,1,1,0,2,1,0,0,0,0,0,0,11,420,690
488,C2,87,39,32,19,6,17,133,14,0,0,2,44,5,15,0,2,0,4,0,0,0,0,0,0,0,10,429,690
488,C3,90,27,24,22,13,22,112,8,1,2,2,46,8,9,1,1,1,0,1,0,1,1,0,0,0,16,408,690
488,C4,64,31,23,17,7,19,156,14,3,1,9,31,3,5,0,0,0,1,1,0,0,0,0,0,0,24,409,689
488,C5,86,42,19,16,4,12,142,19,1,1,4,28,9,3,1,0,0,1,2,1,0,0,1,2,0,18,412,689
488,C6,83,36,28,8,6,20,137,14,2,0,3,34,11,11,0,0,0,5,3,2,0,0,1,1,0,15,420,689
489,B1,73,29,21,20,12,20,152,14,0,3,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,748
489,C1,63,37,33,12,8,15,163,12,3,2,4,30,9,5,0,0,0,4,2,0,0,0,0,0,0,0,402,748
489,C2,65,30,35,12,11,18,163,14,1,4,2,27,9,7,0,0,0,3,2,2,0,0,0,2,0,20,427,748
489,C3,59,62,16,13,10,21,158,11,0,3,8,28,12,6,0,0,0,0,1,1,1,0,1,1,0,16,428,748
489,C4,65,39,24,18,6,10,172,8,2,0,5,25,5,11,0,0,0,4,0,0,1,0,0,0,0,18,413,747
489,C5,73,42,24,20,11,13,175,16,1,4,5,17,4,12,0,0,0,3,1,0,0,0,0,1,0,23,445,747
489,C6,63,37,33,12,8,15,163,12,3,2,4,30,9,5,0,0,0,4,2,0,0,0,0,0,0,0,402,747
490,B1,60,37,18,14,8,18,136,6,0,2,4,40,1,7,0,0,0,2,1,1,1,1,1,0,0,14,372,682
490,C1,38,33,16,10,7,22,111,15,0,2,6,38,9,6,0,0,0,0,0,0,0,0,0,1,0,32,346,681
491,B1,48,43,11,19,5,7,186,15,4,1,4,22,12,4,1,0,1,0,0,0,2,0,0,0,0,23,408,723
491,C1,48,26,23,17,5,14,151,16,0,3,8,19,5,9,1,0,0,0,1,1,0,0,0,1,0,15,363,722
492,B1,52,29,26,16,8,22,174,10,0,4,6,38,12,6,0,0,0,3,0,3,0,0,0,0,0,18,427,745
492,C1,58,32,29,13,8,19,173,10,0,1,1,32,9,9,0,1,0,0,0,0,3,2,0,0,0,33,433,744
493,B1,67,28,19,9,10,22,162,6,4,0,2,33,4,10,1,0,0,1,0,0,0,0,0,0,0,20,398,712
493,C1,64,15,19,12,7,17,167,9,2,2,0,48,9,2,0,0,0,0,0,0,1,0,0,0,0,17,391,712
493,C2,61,19,13,9,14,23,156,10,1,2,1,33,11,4,2,0,0,2,1,0,0,1,1,0,1,0,365,712
494,B1,56,36,18,6,11,20,100,6,0,2,3,22,0,4,0,0,0,1,0,0,0,1,0,0,0,0,286,519
494,C1,42,22,8,16,6,20,131,11,1,2,2,13,1,2,0,0,0,0,0,0,0,1,0,0,0,29,307,518
495,B1,56,18,21,13,5,13,120,17,1,0,2,39,5,4,0,0,0,3,1,0,0,0,0,0,0,29,347,647
495,C1,54,17,17,13,9,14,154,8,0,2,3,33,5,5,1,1,0,1,0,0,0,0,0,1,0,29,367,647
495,C2,45,27,17,10,7,16,170,11,1,3,0,32,7,6,3,0,0,6,0,0,0,1,0,0,0,20,382,647
496,B1,92,31,25,9,1,32,141,4,1,0,1,46,12,7,0,2,0,2,1,0,1,1,0,0,0,13,422,707
496,C1,97,45,18,15,7,56,129,3,1,0,3,47,7,13,0,1,0,3,0,0,0,1,1,1,0,10,458,706
496,C2,87,35,26,16,5,50,12,5,1,1,0,76,12,0,0,0,0,0,1,0,0,0,0,1,0,17,345,706
496,C3,92,30,19,13,8,43,153,8,0,1,2,45,6,4,2,2,0,0,2,0,0,1,0,0,0,0,431,706
496,C4,95,17,21,11,15,39,131,6,0,0,1,44,5,0,0,0,0,2,0,1,0,0,0,1,0,17,406,706
497,B1,57,43,19,13,4,17,133,8,4,1,6,33,8,8,1,0,1,0,1,0,0,1,3,0,0,29,390,741
497,C1,60,36,20,11,0,20,148,5,4,0,4,0,8,7,0,1,0,4,1,0,1,1,0,0,0,11,342,741
497,C2,52,34,18,7,5,7,171,3,3,1,5,39,12,7,0,0,1,0,2,0,0,1,0,1,0,0,369,741
497,C3,69,49,27,13,0,19,130,5,4,2,2,30,19,6,1,1,0,4,1,1,5,0,0,1,0,11,400,741
497,C4,54,33,25,10,5,11,155,5,2,2,6,31,7,7,0,0,0,3,0,0,0,0,0,2,0,26,384,741
497,C5,56,38,24,8,5,15,178,7,0,1,3,32,21,0,0,0,0,0,0,0,0,0,0,0,0,12,400,740
498,B1,67,23,28,8,8,20,92,4,1,1,5,29,0,4,6,1,2,3,2,1,0,0,0,0,0,8,313,615
498,C1,55,26,18,8,7,11,112,8,5,1,2,31,4,5,2,0,0,5,0,1,0,0,0,0,0,26,327,615
498,C2,63,18,28,5,9,14,100,1,1,1,7,39,9,7,0,0,0,0,1,0,0,0,0,0,0,12,315,615
498,C3,46,40,26,13,5,11,106,2,2,0,6,31,10,11,0,1,0,0,2,0,0,1,0,0,0,13,326,614
499,B1,50,33,18,17,4,19,105,4,0,4,4,28,4,8,2,0,0,2,0,1,0,0,0,0,0,11,314,545
