CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,B,36,139,3,0,2,0,4,73,7,4,8,3,,279,11,290,467,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC22BO29.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,C01,47,111,1,0,4,1,10,78,6,1,0,1,,260,4,264,466,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC22C01O31.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,B,55,96,4,4,4,1,5,63,5,2,0,1,,240,11,251,424,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC23BO34.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,C01,55,130,3,5,4,1,6,52,0,5,3,4,,268,10,278,424,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC23C01O36.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,24,B,59,145,9,0,4,4,12,83,1,2,3,5,,327,8,335,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GCL24BO.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,24,C01,59,147,4,4,3,2,7,84,0,2,0,6,,318,11,329,535,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GCL24C01O.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,25,B,52,187,5,5,4,3,10,86,1,3,8,14,,378,4,382,580,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC25BO42.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,26,B,42,141,9,11,1,0,8,111,2,3,9,13,,350,9,359,546,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GCL26BO.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,26,C01,56,156,16,13,4,0,10,104,6,7,4,2,,378,8,386,546,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC26C01O45.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,27,B,49,163,8,5,0,1,9,123,3,6,2,3,,372,4,376,571,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC27BO47.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,27,C01,45,138,5,5,1,1,8,129,3,10,6,5,,356,5,361,570,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC27C01O49.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,28,B,39,195,6,0,2,2,4,86,4,2,0,2,,342,8,350,570,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC28BO52.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,29,B,31,97,4,4,2,1,1,132,4,2,8,2,,288,7,295,428,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GCL29BO.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,29,C01,25,118,6,3,3,0,1,112,2,1,5,4,,280,5,285,427,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC29C01O55.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,30,B,44,114,3,4,1,3,2,78,3,2,1,2,,257,9,266,380,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC30BO58.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,30,C01,30,117,1,5,5,0,1,82,1,3,8,1,,254,11,265,380,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GCL30C01O.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,31,B,64,200,5,7,3,1,8,130,3,9,14,4,,448,10,458,708,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC31BO61.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,B,39,83,10,3,1,3,7,80,1,3,3,1,,234,3,237,387,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC32BO64.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,C01,43,92,4,3,0,0,8,73,0,2,6,1,,232,10,242,387,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC32C01O65.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,B,53,90,9,5,6,3,4,54,3,1,1,3,,232,7,239,443,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC33BO67.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,C01,48,107,6,1,3,1,3,49,1,4,0,4,,227,16,243,443,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC33C01O70.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,B,75,116,11,8,7,3,10,68,2,9,6,1,,316,16,332,637,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC34BO71.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,C01,78,130,11,0,5,4,5,71,3,4,14,3,,328,10,338,636,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC34C01O73.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,B,74,119,13,7,3,2,8,79,5,4,6,1,,321,11,332,498,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GCL43BO.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,C01,55,148,12,1,3,1,2,79,1,3,4,3,,312,12,324,498,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC43C01O77.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,44,B,47,68,6,3,3,0,6,94,1,0,7,0,,235,13,248,408,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC44BO80.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,44,C01,39,72,3,2,1,1,7,102,0,3,5,4,,239,5,244,407,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC44C01O82.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,45,B,60,159,6,2,7,0,4,166,1,6,6,8,,425,20,445,719,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC45BO84.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,46,B,49,113,5,9,2,3,15,87,6,2,8,4,,303,9,312,498,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC46BO85.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,46,C01,43,126,3,1,1,0,8,93,1,3,9,3,,291,6,297,498,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC46C01O87.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,47,B,42,144,1,4,4,7,6,101,1,1,6,2,,319,10,329,447,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC47BO90.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,47,C01,43,135,4,2,2,2,13,110,4,3,6,1,,325,7,332,447,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC47C01O91.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,48,B,52,125,6,4,1,2,6,77,1,1,3,3,,281,5,286,488,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC48BO94.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,48,C01,57,109,3,3,1,2,9,80,3,1,11,2,,281,8,289,487,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC48C01O95.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,B,35,150,2,8,0,2,10,105,4,4,4,6,,330,7,337,550,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC49BO98.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,C01,52,139,4,4,1,2,5,86,4,5,9,2,,313,7,320,550,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC49C01O99.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,50,B,54,177,4,9,4,2,6,138,4,4,4,7,,413,10,423,642,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC50BO102.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,B,42,148,3,9,3,1,6,85,3,1,3,3,,307,14,321,501,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC51BO103.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,C01,43,176,4,7,10,0,7,97,2,1,5,4,,356,6,362,501,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC51C01O105.JPG
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,S01,74,115,4,4,4,2,6,111,3,4,8,2,,337,3,340,,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC51S01O1.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,1,B,68,189,1,6,2,5,18,98,5,5,1,3,,401,8,409,576,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC1BO112.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,B,61,123,7,4,2,4,7,110,1,11,5,7,,342,12,354,648,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC2BO113.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,B,82,208,1,9,4,3,7,118,1,6,1,4,,444,9,453,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC3BO115.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,B,83,115,10,2,6,1,11,51,3,4,2,2,,290,10,300,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4BO117.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C01,104,116,11,0,4,2,7,56,3,3,116,3,,425,10,435,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4C01O119.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C02,82,138,10,0,1,1,5,52,0,5,0,5,,299,12,311,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4C02O121.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C03,62,121,5,0,2,3,7,60,3,9,7,1,,280,8,288,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4C03O124.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C04,86,129,4,0,4,2,5,60,2,4,0,7,,303,12,315,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4C04O126.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C05,68,125,14,4,0,1,6,59,3,4,4,2,,290,10,300,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4C05O128.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C06,97,110,5,4,5,1,5,67,2,4,8,2,,310,12,322,667,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4C06O129.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E01,79,117,8,1,1,0,6,68,1,4,5,4,,294,6,300,624,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01O132.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E01C01,76,116,8,3,3,2,6,56,3,4,3,5,,285,7,292,623,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01C01O134.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E01C02,78,103,2,2,2,0,10,54,1,3,6,3,,264,10,274,623,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01C02O135.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E01C03,74,94,6,2,0,1,4,55,4,3,3,1,,247,10,257,623,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01C03O137.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E02,85,100,4,2,3,2,4,55,1,3,9,2,,270,9,279,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E02O139.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E02C01,76,106,10,4,5,4,6,28,2,3,6,5,,255,4,259,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E02C01O141.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E02C02,74,86,6,7,2,0,10,53,4,6,6,2,,256,12,268,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E02C02O144.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E02C03,89,95,0,1,1,0,4,48,2,1,8,1,,250,10,260,565,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC4E02C03O145.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,5,B,61,123,9,4,3,4,9,120,2,2,8,3,,348,10,358,528,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC5BO147.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,5,C01,55,118,5,6,5,1,4,107,1,8,4,1,,315,13,328,528,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC5C01O150.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,6,B,50,114,1,2,4,0,9,83,6,2,7,6,,284,11,295,481,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC6BO151.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,6,C01,57,91,4,4,5,0,6,79,6,3,2,2,,259,9,268,480,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC6C01O153.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,8,B,107,170,5,4,4,3,13,120,2,6,2,5,,441,8,449,737,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC8BO155.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,B,80,156,7,2,6,3,8,126,5,6,7,9,,415,7,422,714,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC9BO158.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C01,69,156,5,4,4,1,13,129,7,5,3,9,,405,9,414,714,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC9C01O159.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C02,69,149,8,6,5,5,12,110,6,6,1,6,,383,6,389,713,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC9C02O161.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C03,69,167,6,1,3,4,16,111,7,5,4,5,,398,9,407,713,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC9C03O164.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C04,76,138,4,6,3,9,8,91,5,5,6,6,,357,8,365,713,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC9C04O166.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C05,72,129,2,7,6,1,13,150,3,1,2,3,,389,9,398,713,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC9C05O167.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,B,99,113,10,3,2,1,2,75,5,4,7,3,,324,10,334,570,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC15BO169.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,C01,113,109,5,0,3,2,5,62,1,4,109,4,,417,8,425,570,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC15C01O172.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,B,85,89,9,3,1,4,20,57,2,5,5,2,,282,10,292,549,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC16BO173.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,C01,104,105,8,1,1,7,13,77,2,1,3,3,,325,11,336,549,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC16C01O176.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,18,B,91,158,13,1,4,1,11,102,1,2,9,8,,401,7,408,636,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC18BO177.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,B,104,87,7,3,2,3,8,46,0,2,6,2,,270,8,278,525,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC19BO180.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,C01,104,100,5,3,2,1,6,36,2,1,5,4,,269,7,276,525,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC19C01O181.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,B,75,135,4,5,0,1,2,62,1,2,10,1,,298,10,308,542,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC20BO184.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,C01,74,137,8,6,3,1,2,53,2,4,6,0,,296,10,306,542,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC20C01O185.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,B,72,104,6,2,1,5,3,50,2,2,0,5,,252,9,261,461,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC35BO187.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,C01,83,80,4,4,7,3,6,45,4,2,4,3,,245,8,253,460,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC35C01O189.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,B,101,135,9,4,2,0,4,57,2,0,6,3,,323,7,330,577,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC36BO191.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,C01,92,126,5,7,4,1,3,38,3,1,4,3,,287,12,299,576,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC36C01O193.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,B,63,104,5,3,2,0,3,46,2,2,0,0,,230,4,234,426,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC37BO196.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,C01,65,90,10,3,1,7,4,43,1,3,3,3,,233,5,238,426,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC37C01O197.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,38,B,44,84,1,1,5,2,6,74,0,3,2,5,,227,3,230,377,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC38BO199.JPG
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,38,C01,26,102,3,3,2,0,4,71,3,3,0,3,,220,9,229,377,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC38C01O202.JPG
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,B,108,129,19,2,7,3,13,75,3,3,5,7,,374,11,385,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC39BO208.JPG
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,C01,78,135,7,1,8,3,14,57,0,4,5,5,,317,11,328,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC39C01O210.JPG
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,C02,96,144,14,2,4,5,12,69,3,5,6,4,,364,16,380,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/GEC39C02O211.JPG
