CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,155,2,69,50,45,31,56,40,21,276,68,4,13,2,1,15,2,4,5,67,769,1,18,788,1111
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,156,2,52,37,63,27,63,31,9,194,47,9,7,0,8,14,4,2,4,27,598,0,11,609,895
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,157,1,79,28,30,11,43,19,11,140,28,1,6,3,1,11,1,0,4,18,434,0,8,442,675
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,158,1,35,23,22,9,25,11,3,77,24,0,6,2,2,9,0,0,4,11,263,0,13,276,395
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,159,3,89,50,75,37,109,43,24,363,98,7,6,3,2,28,2,2,10,50,998,0,34,1032,1571
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,160,1,51,26,26,13,25,16,15,134,36,1,7,3,0,10,1,1,4,16,385,0,12,397,575
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,161,1,36,27,23,6,26,8,4,90,22,4,2,0,0,11,1,0,2,18,280,0,4,284,428
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,162,2,101,39,44,24,42,41,14,221,40,3,14,2,2,13,4,1,4,32,641,0,13,654,945
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,163,1,32,21,27,5,20,11,3,86,19,3,6,1,1,6,0,0,1,13,255,0,5,260,399
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,164,1,10,11,30,3,17,10,2,94,23,1,1,1,1,11,0,0,2,8,225,0,5,230,343
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,165,2,41,47,88,18,63,26,14,304,83,5,9,6,3,17,1,2,5,28,760,1,22,783,1183
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,166,3,88,76,92,33,81,98,18,335,85,15,15,9,9,18,4,4,7,32,1019,0,32,1051,1654
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,167,1,32,28,33,8,51,14,18,167,55,1,5,4,1,12,3,1,7,24,464,0,18,482,712
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,168,1,52,26,47,18,36,28,5,189,47,6,6,5,1,13,2,2,4,14,501,0,13,514,707
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,169,2,85,56,68,34,75,37,22,383,82,6,11,3,26,39,2,3,4,43,979,0,31,1010,1399
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,170,2,48,19,28,28,46,27,9,232,47,11,11,0,5,11,1,3,6,29,561,0,13,574,826
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,171,1,24,13,23,9,20,12,9,111,34,6,1,1,2,9,0,1,0,9,284,0,9,293,417
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,172,2,65,23,44,17,49,28,18,167,70,17,10,3,2,12,4,2,9,27,567,1,24,592,852
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,173,2,93,53,91,27,82,47,25,307,72,16,6,4,1,25,2,4,7,31,893,1,29,923,1400
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,174,2,80,43,26,28,43,20,11,219,74,4,14,1,2,8,1,2,2,37,615,0,20,635,972
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,175,3,104,52,98,35,85,48,17,354,80,14,13,9,5,21,1,6,11,30,983,0,42,1025,1644
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,176,2,56,38,46,12,29,21,10,175,44,5,7,1,0,11,2,2,5,19,483,0,23,506,760
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,177,5,125,71,171,67,130,73,24,635,122,26,22,72,45,48,5,6,8,72,1722,0,78,1800,3259
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,178,6,163,97,300,73,194,125,33,819,215,19,40,10,17,61,12,9,31,97,2315,0,84,2399,4225
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,179,2,86,44,84,36,58,53,13,346,89,9,11,4,2,34,2,2,5,37,915,0,17,932,1451
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,180,4,105,41,177,70,106,101,25,422,137,44,25,4,11,38,6,2,6,62,1382,0,71,1453,2526
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,182,3,90,47,123,56,93,48,24,417,98,15,17,4,2,31,2,3,14,106,1190,0,38,1228,2085
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,183,2,60,58,76,29,45,24,22,278,83,7,4,2,1,20,5,2,5,73,794,0,26,820,1378
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,184,1,25,18,61,21,29,24,10,110,27,7,3,0,2,13,2,1,1,81,435,0,23,458,704
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,185,4,79,74,159,45,153,135,26,381,108,20,24,11,7,29,3,9,7,47,1317,10,82,1409,2481
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,186,3,82,70,77,47,134,59,15,358,108,21,17,3,5,54,6,5,20,56,1137,3,44,1184,2021
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,187,1,31,14,31,13,26,24,10,20,26,4,4,2,1,14,0,0,4,13,237,0,27,264,606
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,391,6,210,85,242,364,291,39,46,609,328,39,34,10,15,59,9,3,26,140,2549,2,102,2653,4211
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,392,3,93,48,121,162,172,25,23,264,153,38,6,1,11,31,4,2,8,55,1217,0,67,1284,2075
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,393,6,283,120,184,230,250,56,40,699,246,25,21,13,10,55,10,9,23,147,2421,1,59,2481,3973
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,394,3,147,33,116,150,145,14,14,266,157,21,9,6,5,21,1,4,11,70,1190,0,51,1241,1901
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,395,3,89,47,152,127,128,11,20,228,129,6,9,1,9,31,0,8,10,67,1072,0,50,1122,1610
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,396,7,354,125,293,359,311,60,53,663,338,57,29,8,23,61,18,6,27,108,2893,54,113,3060,4461
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,397,3,189,65,126,144,168,24,13,279,144,10,8,5,6,15,3,6,9,51,1265,0,51,1316,1853
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,398,3,189,82,154,114,178,17,22,255,113,22,7,8,5,24,3,8,6,58,1265,0,57,1322,1705
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,399,4,193,92,215,267,228,23,31,310,205,53,19,6,13,52,5,2,8,136,1858,1,94,1953,2921
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,400,3,193,78,184,143,184,22,13,303,154,7,7,3,6,19,2,3,14,75,1410,0,47,1457,1924
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,401,3,141,83,126,145,142,33,22,313,169,9,7,4,6,44,3,3,9,83,1342,0,46,1388,2015
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,402,6,287,110,293,315,308,44,38,605,308,37,26,15,11,49,13,11,31,110,2611,0,76,2687,4007
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,403,7,377,109,224,248,251,54,59,646,245,28,24,13,9,50,7,5,23,124,2496,0,59,2555,3987
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,404,3,199,66,74,72,105,25,21,318,156,7,17,6,3,41,4,2,6,74,1196,0,33,1229,1685
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,405,2,120,41,58,43,85,18,16,179,111,11,8,5,2,22,4,7,3,58,791,12,26,829,1195
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,406,11,382,210,332,459,432,60,79,951,544,46,59,18,11,124,13,25,40,250,4035,19,187,4241,6959
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,407,4,225,92,157,128,182,37,17,421,211,16,19,5,5,47,7,2,10,154,1735,1,61,1797,2578
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,408,3,145,59,172,173,143,24,29,266,106,33,16,7,16,18,3,3,7,120,1340,1,56,1397,2140
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,409,4,133,76,148,311,193,24,40,265,160,26,10,1,2,31,4,7,6,251,1688,1,73,1762,2787
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,410,4,143,89,180,154,147,23,25,358,246,19,19,7,5,40,2,4,20,148,1629,0,85,1714,2478
4,17,MORELOS,8,XOCHITEPEC,8,EMILIANO ZAPATA,411,9,479,233,299,294,317,98,76,935,406,57,36,15,10,72,21,11,37,177,3573,0,105,3678,6004
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,776,3,82,118,127,46,93,22,18,316,95,14,21,1,3,32,7,4,12,54,1065,1,48,1114,1853
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,777,6,172,385,151,105,204,38,45,732,218,29,25,3,3,60,11,12,22,118,2333,1,101,2435,4368
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,778,4,81,156,94,51,110,20,47,435,143,21,15,5,5,46,3,5,17,28,1282,0,62,1344,2271
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,779,2,61,95,36,45,74,10,43,241,132,7,8,0,1,24,4,1,5,36,823,0,28,851,1358
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,780,2,60,176,46,36,90,13,37,289,108,10,13,3,4,22,2,0,8,36,953,0,39,992,1442
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,781,3,97,206,60,38,85,17,57,313,145,11,9,5,4,17,11,10,9,72,1166,0,33,1199,1657
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,782,3,119,81,48,32,83,16,32,295,134,0,21,1,11,19,2,4,5,33,936,1,13,950,1235
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,783,7,345,337,137,106,220,47,70,833,265,16,42,6,4,54,14,5,18,113,2632,1,65,2698,4049
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,784,4,98,290,76,78,135,33,30,451,156,13,10,6,3,48,8,7,18,98,1558,4,53,1615,2921
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,785,2,33,121,34,7,63,1,11,114,28,7,3,0,0,22,0,4,34,23,505,0,26,531,1018
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,786,2,87,114,68,41,88,10,20,290,79,12,13,1,1,6,16,14,5,35,900,0,41,941,1495
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,787,4,104,277,103,67,99,27,32,357,131,35,20,4,6,29,3,2,9,71,1376,21,55,1452,2281
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,788,2,99,156,90,39,70,15,27,271,74,19,11,11,6,17,1,10,5,35,956,8,28,992,1482
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,789,2,76,74,48,25,42,9,12,194,48,9,11,0,3,11,3,1,1,43,610,0,20,630,953
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,790,3,116,153,83,40,82,20,27,348,96,17,14,1,2,18,3,5,13,47,1085,0,46,1131,1711
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,791,5,181,283,110,98,101,43,55,628,127,21,25,5,5,36,10,5,22,125,1880,2,86,1968,3243
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,792,3,92,175,64,57,57,20,57,314,89,27,13,0,3,7,3,5,10,89,1082,0,53,1135,1710
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,793,2,34,132,51,52,56,18,14,242,67,6,3,2,1,16,4,3,10,43,754,0,40,794,1158
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,794,5,184,269,166,139,156,53,59,693,255,19,20,5,7,52,9,2,17,78,2183,5,48,2236,3550
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,795,4,51,189,120,113,89,24,39,571,189,8,19,0,1,14,5,9,15,116,1572,0,51,1623,2315
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,796,3,56,164,87,70,84,18,28,564,140,11,15,1,5,26,2,3,17,95,1386,11,27,1424,2223
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,797,4,110,314,108,68,133,24,46,429,164,22,21,7,9,35,2,4,19,128,1643,0,73,1716,2816
4,17,MORELOS,8,XOCHITEPEC,28,XOCHITEPEC,798,3,103,168,95,41,104,20,32,359,97,18,13,1,2,25,6,4,11,32,1131,19,37,1187,2036
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,1,2,73,59,103,54,209,16,16,141,62,13,3,3,2,16,8,2,5,63,848,0,53,901,1476
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,2,2,31,48,39,35,156,6,9,128,37,14,3,0,1,15,4,0,7,48,581,0,17,598,1005
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,3,2,58,72,57,24,184,13,11,173,64,2,6,0,2,12,3,5,3,33,722,0,13,735,1147
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,4,3,64,84,67,41,242,14,14,180,77,9,3,4,0,19,4,5,1,86,914,0,31,945,1530
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,5,1,14,11,20,21,130,5,3,107,43,4,3,0,0,16,2,2,0,0,381,0,0,381,606
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,6,3,52,86,51,37,315,9,20,225,74,19,10,1,1,27,12,5,1,105,1050,0,47,1097,1696
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,7,2,28,30,52,21,213,12,11,149,46,17,1,2,4,20,10,6,4,54,680,0,27,707,1089
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,8,2,35,54,35,28,238,9,12,171,53,8,6,1,1,28,6,5,0,88,778,0,20,798,1232
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,9,3,32,82,99,71,259,7,7,105,57,31,7,0,3,12,3,1,0,65,841,0,49,890,1540
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,10,2,32,42,122,36,223,8,10,110,38,21,3,0,5,23,6,0,4,32,715,0,55,770,1350
4,17,MORELOS,9,PUENTE DE IXTLA,1,AMACUZAC,11,1,12,55,54,21,173,2,3,35,15,34,1,0,0,6,2,2,3,29,447,0,25,472,698
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,86,2,29,74,63,38,100,10,3,201,115,45,6,0,2,11,5,4,3,27,736,0,55,791,972
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,87,3,39,99,88,48,140,17,6,327,153,51,7,1,5,14,5,1,8,20,1029,0,38,1067,1361
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,88,1,29,26,77,46,59,7,5,99,59,52,5,3,4,4,1,0,3,33,512,0,39,551,678
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,89,2,33,105,73,52,88,16,14,203,119,40,6,0,14,3,0,1,5,34,806,0,54,860,1211
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,90,1,9,28,36,17,31,4,5,61,38,17,3,1,1,4,1,1,4,8,269,0,19,288,433
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,91,1,2,20,22,14,12,1,1,30,22,12,1,0,2,0,0,0,2,12,153,0,13,166,215
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,92,2,17,37,96,56,85,7,5,81,71,37,4,0,6,5,1,3,2,65,578,0,59,637,827
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,93,2,46,45,95,40,74,19,6,197,63,46,6,0,0,6,0,2,2,74,721,0,57,778,980
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,94,2,35,41,83,39,65,10,7,140,44,62,2,0,7,11,4,0,5,60,615,0,44,659,858
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,95,1,37,30,40,36,42,9,2,49,35,29,2,2,1,2,0,0,3,20,339,0,14,353,452
4,17,MORELOS,9,PUENTE DE IXTLA,5,COATLAN DEL RIO,96,1,16,21,30,13,15,9,1,44,26,18,0,0,0,3,1,0,1,3,201,0,5,206,259
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,548,3,71,173,73,15,81,22,16,452,134,12,20,2,3,16,4,1,10,19,1124,0,27,1151,1565
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,549,2,68,140,67,10,76,15,18,311,119,3,8,0,0,14,3,5,2,27,886,0,21,907,1144
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,550,2,26,78,24,5,64,17,5,314,75,6,7,2,1,18,4,1,5,16,668,0,20,688,913
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,551,2,35,158,28,15,50,6,7,401,111,38,9,0,2,8,1,2,9,12,892,0,14,906,1319
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,552,2,23,138,64,13,53,15,11,268,141,36,14,0,0,7,2,3,11,10,809,0,27,836,1103
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,553,2,29,142,62,14,63,10,14,220,59,9,10,0,0,8,0,4,3,33,680,0,22,702,963
4,17,MORELOS,9,PUENTE DE IXTLA,14,MAZATEPEC,554,2,33,129,72,15,54,3,13,249,77,12,5,1,2,13,1,2,5,46,732,0,33,765,1008
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,579,3,37,93,225,31,111,13,6,317,110,46,4,1,18,19,0,5,6,19,1061,0,55,1116,1784
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,580,3,50,76,250,31,116,19,16,444,115,22,12,1,7,21,4,5,12,33,1234,0,21,1255,2056
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,581,2,27,44,139,14,62,8,13,269,105,12,5,0,5,25,3,2,15,18,766,0,14,780,1178
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,582,2,35,60,188,16,78,9,12,284,81,7,9,1,8,14,1,2,1,25,831,0,21,852,1155
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,583,2,89,57,114,15,51,15,14,257,91,14,4,2,4,17,5,4,12,37,802,0,12,814,1137
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,584,2,51,60,121,26,59,16,11,319,93,21,9,1,4,21,2,2,7,32,855,0,17,872,1240
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,585,4,66,123,209,31,96,19,24,548,125,33,14,3,8,35,5,6,6,67,1418,1,48,1467,2308
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,586,2,41,83,175,23,72,9,12,347,88,42,6,1,14,12,2,1,8,40,976,0,23,999,1434
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,587,2,51,68,121,20,72,8,14,287,72,47,6,1,6,20,1,2,5,26,827,0,16,843,1095
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,588,1,50,36,81,8,54,6,5,169,33,6,6,0,4,7,1,0,8,22,496,0,6,502,666
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,589,1,23,49,90,5,53,5,3,188,64,12,6,1,2,6,1,2,2,19,531,0,12,543,728
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,590,2,17,87,192,15,46,9,11,265,88,41,10,0,3,16,2,0,9,28,839,0,20,859,1196
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,591,2,23,86,134,12,65,11,6,367,93,14,10,3,3,16,1,1,7,43,895,1,10,906,1230
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,592,2,34,68,175,23,80,12,11,333,68,21,9,2,5,16,4,1,14,32,908,0,26,934,1476
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,593,2,13,92,138,11,102,11,13,245,68,7,3,0,1,16,3,1,2,46,772,0,22,794,1147
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,594,4,50,87,223,47,165,25,28,571,158,24,15,1,12,65,15,2,19,58,1565,0,59,1624,2571
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,595,3,36,60,131,26,144,12,16,627,125,18,12,1,1,29,4,1,10,91,1344,0,57,1401,2097
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,596,4,34,66,239,31,132,22,27,557,147,47,10,0,12,42,5,7,13,127,1518,0,67,1585,2592
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,597,3,48,94,135,30,165,7,24,521,145,22,11,0,7,40,6,2,11,66,1334,0,40,1374,2004
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,598,5,72,117,283,40,231,17,28,896,219,24,22,2,12,51,10,7,31,131,2193,0,88,2281,3394
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,599,5,60,108,231,31,224,26,30,681,186,31,13,2,12,41,7,11,23,82,1799,0,51,1850,3239
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,600,3,51,62,193,30,136,19,25,598,128,20,9,3,3,34,5,4,13,73,1406,0,43,1449,2170
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,601,3,49,102,234,28,79,29,35,341,87,12,18,2,12,18,2,3,7,62,1120,4,22,1146,1881
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,602,3,54,89,209,29,109,24,33,373,83,31,14,3,6,14,6,3,2,57,1139,1,43,1183,1707
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,603,2,35,22,39,10,30,4,9,129,27,0,4,1,0,7,2,1,3,14,337,0,10,347,299
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,604,1,12,32,91,5,34,5,5,84,25,4,3,0,0,3,2,2,1,10,318,1,15,334,492
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,605,3,54,100,229,17,48,29,12,186,57,8,7,2,2,13,1,3,3,14,785,1,36,822,1519
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,606,2,39,62,147,25,59,16,15,220,44,17,8,2,3,13,3,2,7,23,705,0,31,736,1104
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,607,2,44,76,124,28,69,12,18,209,66,13,6,2,4,19,2,0,6,17,715,0,44,759,1177
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,608,2,62,68,86,21,56,16,11,199,38,12,7,3,1,11,2,1,2,35,631,0,23,654,1047
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,609,2,47,77,144,32,72,19,13,220,37,16,7,1,2,11,2,2,1,22,725,0,22,747,1163
4,17,MORELOS,9,PUENTE DE IXTLA,17,PUENTE DE IXTLA,610,1,6,70,69,3,9,1,3,35,33,20,0,1,0,3,1,1,3,5,263,0,8,271,405
4,17,MORELOS,9,PUENTE DE IXTLA,21,TETECALA,689,3,66,149,137,20,118,103,16,388,158,23,5,5,3,25,1,3,8,10,1238,0,60,1298,1617
4,17,MORELOS,9,PUENTE DE IXTLA,21,TETECALA,690,3,59,160,225,16,130,50,11,413,152,22,7,2,5,13,4,1,11,6,1287,1,49,1337,1674
4,17,MORELOS,9,PUENTE DE IXTLA,21,TETECALA,691,2,52,148,117,14,90,67,9,291,113,33,6,1,3,11,3,2,10,5,975,0,48,1023,1257
4,17,MORELOS,9,PUENTE DE IXTLA,21,TETECALA,692,2,22,87,118,12,59,49,8,196,82,19,5,0,1,6,1,0,4,0,669,0,4,673,852
4,17,MORELOS,9,PUENTE DE IXTLA,21,TETECALA,693,2,28,111,87,12,30,59,9,92,50,6,1,0,1,6,0,3,3,8,506,0,37,543,637
4,17,MORELOS,9,PUENTE DE IXTLA,21,TETECALA,694,1,26,15,44,3,16,26,0,46,20,20,0,0,2,1,0,0,2,3,224,0,11,235,287
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,869,2,52,24,107,19,104,16,29,343,109,42,8,1,5,23,2,2,9,32,927,0,24,951,1485
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,870,3,85,31,84,35,108,23,43,397,114,33,25,1,11,19,3,0,10,46,1068,0,23,1091,1617
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,871,2,67,57,78,27,79,21,38,321,108,19,15,2,2,27,4,2,13,63,943,0,34,977,1408
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,872,1,26,21,26,14,17,6,7,125,39,4,1,0,3,9,5,0,1,14,318,0,8,326,450
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,873,3,69,42,130,30,117,17,37,448,145,42,33,1,6,27,5,6,19,83,1257,0,41,1298,1834
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,874,3,42,58,124,20,98,21,38,386,109,30,8,2,1,20,9,0,14,42,1022,1,25,1048,1519
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,875,2,74,36,90,14,51,14,28,277,75,17,14,2,2,17,3,2,4,28,748,0,18,766,961
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,876,3,64,45,70,30,96,13,35,264,87,11,8,6,5,7,3,10,3,36,793,1,27,821,980
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,877,1,22,8,21,6,26,6,7,86,26,3,0,0,0,1,0,0,3,15,230,0,8,238,326
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,878,1,24,38,20,3,23,6,12,113,26,3,2,1,1,4,0,0,0,16,292,0,6,298,411
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,879,2,43,49,77,13,74,17,24,258,62,23,9,1,4,17,0,2,2,42,717,0,11,728,1061
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,880,1,46,28,55,11,47,8,20,185,52,15,5,2,1,14,4,1,3,32,529,0,7,536,745
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,881,2,65,47,53,24,62,23,23,311,79,9,9,0,2,22,5,0,2,56,792,0,25,817,1218
4,17,MORELOS,9,PUENTE DE IXTLA,31,ZACATEPEC,882,2,61,58,94,25,100,21,33,320,92,13,8,0,2,18,0,2,7,25,879,0,20,899,1213
