CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,8,ATASTA,269,2,78,167,10,10,3,10,5,216,4,8,0,3,5,1,0,,3,84,,607,0,29,636,837
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,270,1,4,73,0,0,0,1,1,86,0,0,0,1,1,0,1,,,,,168,0,9,177,255
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,472,2,91,197,1,18,6,3,12,328,3,0,0,6,4,0,0,,,,,669,0,56,725,1033
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,473,2,67,233,0,24,0,7,23,294,0,0,14,10,7,2,0,,,,,681,0,33,714,978
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,474,1,25,37,2,4,4,11,1,78,1,1,0,0,1,0,0,,,,,165,0,6,171,255
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,478,2,212,298,0,8,0,3,34,313,0,0,1,20,2,0,0,,,,,891,0,14,905,1232
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,479,1,55,128,0,1,0,7,13,174,0,0,13,4,0,0,0,,,,,395,0,42,437,558
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,483,1,21,63,1,0,2,6,2,137,2,2,0,0,0,0,0,,,,,236,1,13,250,331
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,9,MAMANTEL,484,2,60,121,0,3,0,4,7,189,0,0,0,8,4,0,0,,,,,396,0,41,437,1309
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,250,3,202,428,26,17,78,45,5,325,7,7,,15,5,3,0,5,,,,1168,0,84,1252,1918
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,10,SABANCUY,251,2,140,255,6,7,33,22,12,203,0,10,,5,3,0,4,7,,,,707,0,40,747,1064
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,10,SABANCUY,252,2,133,340,3,0,48,9,19,143,4,0,,12,2,3,0,11,,,,727,0,35,762,1011
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,10,SABANCUY,253,3,163,509,12,6,61,33,31,224,2,4,,11,3,0,2,40,,,,1101,0,69,1170,1650
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,254,1,28,177,4,5,25,4,4,186,2,2,,12,5,1,1,3,,,,459,0,29,488,675
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,255,1,47,159,5,2,10,2,3,197,1,3,,11,8,0,0,0,,,,448,0,18,466,580
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,10,SABANCUY,258,2,111,349,12,3,46,9,4,294,0,4,,8,7,0,0,7,,,,854,0,54,908,1394
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,259,2,53,294,5,20,82,9,15,337,3,6,,11,2,1,0,10,,,,848,0,51,899,1344
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,260,1,40,158,7,7,40,9,7,190,3,1,,7,1,2,0,5,,,,477,0,24,501,729
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,10,SABANCUY,261,2,115,338,10,0,84,2,0,188,5,15,,0,0,0,0,5,,,,762,0,61,823,1235
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,262,2,112,315,12,6,60,6,8,257,6,0,,32,8,0,0,7,,,,829,0,61,890,1391
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,11,HOOL,329,2,85,327,91,18,1,0,9,12,0,18,,17,8,0,0,,,,,586,0,71,657,845
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,11,HOOL,331,4,827,527,50,14,0,0,15,0,0,5,,26,12,4,1,,,,,1481,0,292,1773,2890
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,11,HOOL,334,1,5,18,3,1,1,0,0,5,0,1,,3,0,0,0,,,,,37,0,7,44,79
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,320,3,41,295,298,6,6,0,21,464,1,17,,16,5,1,0,,,,,1171,4,65,1240,1706
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,321,2,6,239,116,4,0,0,8,209,0,8,,8,0,0,0,,,,,598,0,10,608,779
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,322,2,13,183,189,6,0,0,27,335,0,17,,9,0,3,0,,,,,782,7,31,820,1145
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,323,2,7,245,125,18,0,0,30,297,0,30,,8,3,6,0,,,,,769,0,17,786,1057
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,324,2,5,198,147,7,11,1,17,394,1,25,,6,2,0,2,,,,,816,0,43,859,1116
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,325,2,26,268,196,6,0,0,29,451,0,21,,7,1,0,0,,,,,1005,0,50,1055,1406
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,326,2,25,172,86,6,0,0,7,210,0,2,,4,6,0,0,,,,,518,0,32,550,774
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,327,3,68,556,122,15,0,3,76,372,4,5,,29,3,6,1,,,,,1260,0,107,1367,1707
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,328,2,53,284,104,9,0,0,86,370,0,2,,8,3,4,1,,,,,924,1,114,1039,1387
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,332,1,22,135,42,5,0,0,5,138,0,3,,4,2,1,0,,,,,357,0,28,385,555
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,12,SEYBAPLAYA,333,2,55,260,118,14,0,0,14,301,0,4,,8,3,0,0,,,,,777,0,88,865,1165
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,13,SIHOCHAC,330,2,77,402,18,10,0,0,13,284,0,0,,26,5,3,0,,,,,838,0,34,872,1106
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,13,SIHOCHAC,331,2,106,324,19,12,0,0,20,370,0,0,,17,3,0,0,,,,,871,0,29,900,1099
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,13,SIHOCHAC,334,2,136,178,19,6,0,0,16,173,0,0,,6,1,0,0,,,,,535,0,46,581,805
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,342,2,105,299,10,4,0,0,8,361,11,2,,13,2,1,1,,,,,817,0,54,871,1126
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,343,2,71,325,12,4,10,4,11,267,10,2,,11,4,0,0,,,,,731,0,41,772,1004
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,347,1,65,137,11,2,25,3,5,182,11,4,,3,2,0,0,,,,,450,0,26,476,641
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,348,1,61,122,9,1,0,0,5,142,34,2,,5,2,0,0,,,,,383,0,20,403,721
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,352,1,69,162,12,4,18,4,5,94,23,1,,0,3,0,1,,,,,396,0,18,414,605
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,354,1,100,190,22,2,16,4,22,132,9,2,,5,1,0,1,,,,,506,0,44,550,706
 ,4,CAMPECHE,16,CHAMPOTON,4,CHAMPOTON,14,CARRILLO PUERTO,530,1,12,75,3,2,2,0,2,68,2,1,,1,3,1,0,,,,,172,0,6,178,240
 ,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,15,POMUCH,374,1,83,71,4,0,1,5,3,32,80,2,0,1,1,0,0,,,,,283,0,17,300,324
 ,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,15,POMUCH,375,3,426,227,16,5,3,6,15,267,224,28,3,2,0,1,0,,,,,1223,3,65,1291,1501
 ,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,15,POMUCH,376,2,303,234,46,8,4,3,11,295,206,36,3,13,0,1,0,,,,,1163,0,29,1192,1442
 ,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,15,POMUCH,377,2,256,202,10,15,0,2,21,235,146,21,2,5,2,1,0,,,,,918,0,31,949,1143
 ,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,15,POMUCH,378,2,393,178,17,2,4,10,7,230,174,31,5,5,0,2,0,,,,,1058,0,43,1101,1368
 ,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,15,POMUCH,379,2,322,162,31,0,5,4,12,146,269,41,0,3,0,1,0,,,,,996,0,37,1033,1227
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,16,BOLONCHEN DE REJON,385,1,117,167,2,3,3,,1,20,,,,2,0,0,0,,,,,315,0,6,321,338
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,16,BOLONCHEN DE REJON,386,1,43,148,1,12,2,,2,33,,,,0,2,0,2,,,,,245,0,8,253,389
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,16,BOLONCHEN DE REJON,387,1,41,135,1,14,7,,2,42,,,,4,0,0,0,,,,,246,0,6,252,272
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,16,BOLONCHEN DE REJON,388,4,424,650,9,24,23,,23,424,,,,15,4,1,0,,,,,1597,0,54,1651,2251
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,16,BOLONCHEN DE REJON,389,2,235,293,7,23,10,,11,181,,,,7,4,0,0,,,,,771,0,24,795,1090
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,400,2,422,525,1,37,14,,6,18,,6,,11,7,0,0,,,,,1047,0,43,1090,1228
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,401,2,404,507,13,2,21,,0,19,,8,,24,8,1,0,,,,,1007,0,48,1055,1186
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,402,1,24,99,1,2,7,,0,32,,1,,4,1,0,0,,,,,171,0,0,171,713
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,403,2,348,333,3,5,26,,21,23,,0,,12,1,3,1,,,,,776,0,46,822,1290
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,404,2,218,304,0,1,36,,17,16,,0,,8,3,0,0,,,,,603,0,31,634,785
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,405,1,43,78,1,1,4,,1,1,,0,,0,1,0,0,,,,,130,0,4,134,591
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,17,DZIBALCHEN,406,1,88,142,3,3,21,,7,8,,33,,2,2,0,0,,,,,309,0,17,326,532
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,405,1,0,0,0,0,0,,0,0,,0,,0,0,0,0,,,,,0,0,0,0,123
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,407,2,168,293,5,6,18,,2,135,,1,,4,5,2,0,,,,,639,0,23,662,789
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,408,1,124,181,5,0,9,,1,65,,1,,9,2,0,0,,,,,397,0,10,407,454
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,409,2,138,262,7,0,34,,0,193,,5,,0,0,0,0,,,,,639,0,41,680,792
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,410,2,321,377,8,10,46,,22,430,,2,,6,1,0,0,,,,,1223,0,24,1247,1442
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,411,2,172,276,0,2,4,,1,183,,0,,3,0,0,0,,,,,641,0,21,662,749
 ,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,18,UKUM,412,1,105,117,1,0,13,,0,76,,0,,0,0,0,0,,,,,312,0,5,317,329
 ,4,CAMPECHE,7,TENABO,8,TENABO,19,TINUN,445,2,222,334,9,29,,2,21,161,,,1,19,7,1,0,,,,,806,3,19,828,936
 ,4,CAMPECHE,7,TENABO,8,TENABO,19,TINUN,446,1,6,30,1,0,,2,1,40,,,0,1,0,0,0,,,,,81,0,2,83,109
 ,4,CAMPECHE,7,TENABO,8,TENABO,19,TINUN,447,1,47,151,3,21,,0,0,153,,,0,0,0,0,0,,,,,375,0,11,386,414
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,9,ESCARCEGA,20,CENTENARIO,356,3,79,283,329,6,0,14,7,417,0,70,1,10,9,3,0,,,,,1228,5,127,1360,1955
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,9,ESCARCEGA,20,CENTENARIO,357,1,29,114,122,3,0,0,1,88,0,6,0,4,4,2,0,,,,,373,7,59,439,628
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,9,ESCARCEGA,20,CENTENARIO,358,1,27,59,33,1,0,2,1,57,0,4,0,3,0,0,0,,,,,187,8,25,220,309
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,9,ESCARCEGA,20,CENTENARIO,361,2,58,194,297,11,0,10,10,236,0,9,2,18,3,2,0,,,,,850,5,83,938,1355
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,475,2,135,138,49,24,15,4,4,171,0,2,0,3,2,0,1,,,,,548,28,46,622,936
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,476,2,76,143,42,11,23,2,14,180,0,0,0,5,5,0,0,,,,,501,3,37,541,821
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,477,2,100,150,43,17,18,7,6,202,4,1,0,12,5,0,0,,,,,565,62,83,710,1093
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,480,2,65,156,12,9,4,4,13,259,4,2,1,5,1,0,0,,,,,535,16,35,586,839
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,481,2,71,168,23,11,16,6,3,305,1,7,0,1,1,0,0,,,,,613,13,62,688,1105
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,482,1,37,102,4,4,0,9,8,230,0,2,0,16,6,0,0,,,,,418,0,51,469,629
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,21,DIVISION DEL NORTE,485,1,56,147,8,12,0,4,2,181,1,1,0,6,1,0,0,,,,,419,3,59,481,685
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,9,ESCARCEGA,21,DIVISION DEL NORTE,469,1,27,22,4,1,26,2,2,43,1,2,0,6,0,0,0,,,,,136,2,13,151,216
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,273,1,51,84,7,1,3,2,2,5,0,0,,5,2,0,0,,,,,162,0,14,176,249
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,275,1,90,53,2,1,3,2,5,18,1,0,,0,0,1,0,,,,,176,0,9,185,250
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,278,3,9,9,1,0,1,3,1,18,0,0,,2,0,0,0,,,,,44,0,7,51,25
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,285,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,2
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,291,2,4,3,0,0,2,1,0,3,0,0,,0,1,0,0,,,,,14,0,0,14,6
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,292,1,1,1,0,0,0,0,0,4,0,0,,0,0,0,0,,,,,6,0,1,7,11
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,293,1,147,187,3,4,4,1,5,35,1,1,,3,2,3,0,,,,,396,0,27,423,579
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,294,1,26,78,1,0,0,0,0,7,0,0,,0,0,0,0,,,,,112,0,12,124,178
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,295,1,118,121,5,6,0,0,2,24,0,0,,6,3,1,0,,,,,286,0,16,302,448
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,296,1,162,241,4,4,5,4,2,46,1,0,,0,0,0,0,,,,,469,0,25,494,702
