Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 6 - APATZINGAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 85 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,148,57,2,0,1,0,,,,,0,,0,,,1,,0,10,284,522
C1,AC,Urna tradicional,61,156,62,7,1,0,0,,,,,0,,0,,,0,,0,8,295,522
Total,,,126,304,119,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,579,1044
Sección 86 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,61,105,36,12,0,0,0,,,,,4,,1,,,0,,0,3,222,409
C1,AC,Urna tradicional,38,133,37,2,0,0,0,,,,,1,,1,,,1,,0,4,217,409
Total,,,99,238,73,14,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,7,439,818
Sección 87 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,52,129,64,8,0,0,2,,,,,1,,2,,,1,,0,9,268,536
C1,AC,Urna tradicional,69,136,65,3,2,0,0,,,,,2,,2,,,2,,0,8,289,536
Total,,,121,265,129,11,2,0,2,0,0,0,0,3,0,4,0,0,3,0,0,17,557,1072
Sección 88 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,169,67,7,0,1,0,,,,,0,,7,,,1,,0,11,334,653
C1,AC,Urna tradicional,65,143,81,9,1,2,3,,,,,2,,0,,,0,,0,5,311,654
Total,,,136,312,148,16,1,3,3,0,0,0,0,2,0,7,0,0,1,0,0,16,645,1307
Sección 89 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,133,63,7,3,0,2,,,,,0,,4,,,1,,0,16,289,564
C1,AC,Urna tradicional,58,117,79,10,2,0,2,,,,,2,,2,,,0,,0,13,285,564
Total,,,118,250,142,17,5,0,4,0,0,0,0,2,0,6,0,0,1,0,0,29,574,1128
Sección 90 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,112,66,8,0,2,2,,,,,0,,3,,,1,,0,2,232,474
C1,AC,Urna tradicional,72,100,58,6,1,0,1,,,,,1,,1,,,1,,0,3,244,475
Total,,,108,212,124,14,1,2,3,0,0,0,0,1,0,4,0,0,2,0,0,5,476,949
Sección 91 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,156,44,13,0,0,2,,,,,0,,0,,,0,,1,6,301,558
Total,,,79,156,44,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,301,558
Sección 92 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,114,76,2,0,0,0,,,,,1,,0,,,0,,0,4,266,476
C1,AC,Urna tradicional,71,112,49,1,0,0,0,,,,,0,,2,,,1,,0,4,240,476
Total,,,140,226,125,3,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,8,506,952
Sección 93 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,111,58,1,2,1,3,,,,,2,,1,,,1,,0,0,211,375
C1,AC,Urna tradicional,27,99,57,0,0,0,0,,,,,0,,3,,,0,,0,8,194,376
Total,,,58,210,115,1,2,1,3,0,0,0,0,2,0,4,0,0,1,0,0,8,405,751
Sección 94 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,162,51,7,1,1,0,,,,,1,,0,,,0,,0,0,258,510
C1,AC,Urna tradicional,32,147,61,3,1,0,0,,,,,0,,3,,,0,,1,10,258,510
Total,,,67,309,112,10,2,1,0,0,0,0,0,1,0,3,0,0,0,0,1,10,516,1020
Sección 95 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,161,82,5,2,0,1,,,,,0,,0,,,0,,0,9,378,691
Total,,,118,161,82,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,378,691
Sección 96 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,160,65,4,3,1,3,,,,,1,,0,,,0,,0,7,263,552
C1,AC,Urna tradicional,34,184,63,2,4,1,2,,,,,0,,0,,,0,,0,9,299,553
Total,,,53,344,128,6,7,2,5,0,0,0,0,1,0,0,0,0,0,0,0,16,562,1105
Sección 97 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,41,124,45,2,1,0,0,,,,,0,,1,,,0,,0,5,219,405
C1,AC,Urna tradicional,46,110,61,1,0,1,0,,,,,1,,2,,,0,,0,3,225,406
Total,,,87,234,106,3,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,8,444,811
Sección 98 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,41,125,82,3,1,0,0,,,,,2,,1,,,0,,2,4,261,533
C1,AC,Urna tradicional,49,147,51,4,1,1,0,,,,,0,,0,,,0,,0,7,260,533
Total,,,90,272,133,7,2,1,0,0,0,0,0,2,0,1,0,0,0,0,2,11,521,1066
Sección 99 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,141,68,2,0,2,0,,,,,0,,0,,,0,,0,13,255,622
C1,AC,Urna tradicional,38,129,63,6,2,2,0,,,,,0,,1,,,0,,0,4,245,622
Total,,,67,270,131,8,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,17,500,1244
Sección 100 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,105,54,2,1,0,1,,,,,0,,0,,,0,,0,7,197,394
C1,AC,Urna tradicional,26,117,32,3,0,0,1,,,,,0,,0,,,0,,0,0,179,394
Total,,,53,222,86,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,376,788
Sección 101 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,165,64,3,1,0,2,,,,,0,,2,,,1,,0,2,285,588
C1,AC,Urna tradicional,36,164,60,2,1,2,1,,,,,1,,0,,,3,,0,10,280,589
C2,AC,Urna tradicional,42,151,87,6,5,1,0,,,,,0,,0,,,0,,0,3,295,589
Total,,,123,480,211,11,7,3,3,0,0,0,0,1,0,2,0,0,4,0,0,15,860,1766
Sección 102 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,93,35,4,0,0,0,,,,,1,,4,,,2,,0,4,177,401
C1,AC,Urna tradicional,41,97,45,3,1,1,0,,,,,0,,0,,,0,,0,5,193,401
Total,,,75,190,80,7,1,1,0,0,0,0,0,1,0,4,0,0,2,0,0,9,370,802
Sección 103 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,120,62,1,1,2,0,,,,,0,,0,,,0,,0,3,219,376
C1,AC,Urna tradicional,15,105,46,2,0,0,0,,,,,0,,0,,,0,,0,14,182,377
Total,,,45,225,108,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,401,753
Sección 104 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,174,63,3,4,0,0,,,,,0,,3,,,0,,0,16,284,626
C1,AC,Urna tradicional,23,180,59,3,0,0,1,,,,,1,,1,,,1,,0,21,290,626
Total,,,44,354,122,6,4,0,1,0,0,0,0,1,0,4,0,0,1,0,0,37,574,1252
Sección 105 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,236,63,5,2,1,0,,,,,1,,1,,,0,,0,11,349,649
C1,AC,Urna tradicional,17,208,69,0,0,0,0,,,,,0,,0,,,0,,0,5,299,649
C2,AC,Urna tradicional,22,199,78,0,0,0,0,,,,,0,,0,,,0,,0,11,310,650
C3,AC,Urna tradicional,23,213,68,0,0,0,0,,,,,0,,0,,,0,,0,11,315,650
Total,,,91,856,278,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,38,1273,2598
Sección 106 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,160,62,0,0,0,0,,,,,0,,0,,,0,,0,8,261,585
C1,AC,Urna tradicional,28,167,68,0,0,0,0,,,,,0,,0,,,0,,0,0,263,586
Total,,,59,327,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,524,1171
Sección 107 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,135,65,3,0,0,0,,,,,0,,0,,,0,,0,0,228,477
C1,AC,Urna tradicional,31,134,53,4,4,0,0,,,,,0,,0,,,0,,0,0,226,478
Total,,,56,269,118,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,955
Sección 108 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,152,68,6,1,0,1,,,,,0,,1,,,1,,0,14,282,605
C1,AC,Urna tradicional,28,167,64,7,0,0,0,,,,,0,,0,,,1,,0,3,270,605
C2,AC,Urna tradicional,40,146,66,3,0,0,0,,,,,1,,4,,,0,,0,11,271,606
Total,,,106,465,198,16,1,0,1,0,0,0,0,1,0,5,0,0,2,0,0,28,823,1816
Sección 109 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,163,96,6,1,0,0,,,,,0,,3,,,1,,0,9,309,585
C1,AC,Urna tradicional,30,160,103,4,0,2,0,,,,,0,,2,,,0,,0,10,311,585
C2,AC,Urna tradicional,34,171,96,2,1,1,1,,,,,0,,2,,,0,,0,6,314,585
Total,,,94,494,295,12,2,3,1,0,0,0,0,0,0,7,0,0,1,0,0,25,934,1755
Sección 110 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,141,85,6,1,0,0,,,,,0,,0,,,0,,0,7,258,512
C1,AC,Urna tradicional,29,111,74,3,0,0,2,,,,,0,,1,,,0,,0,8,228,512
C2,AC,Urna tradicional,26,131,50,3,2,0,1,,,,,0,,3,,,0,,0,8,224,512
Total,,,73,383,209,12,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,23,710,1536
Sección 111 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,213,96,8,4,3,0,,,,,0,,1,,,2,,0,4,410,679
C1,AC,Urna tradicional,99,187,97,9,1,1,2,,,,,0,,3,,,0,,0,6,405,680
C2,AC,Urna tradicional,89,202,100,7,0,0,0,,,,,1,,3,,,1,,0,4,407,680
Total,,,267,602,293,24,5,4,2,0,0,0,0,1,0,7,0,0,3,0,0,14,1222,2039
Sección 112 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,155,82,10,3,1,3,,,,,2,,3,,,1,,1,7,310,680
C1,AC,Urna tradicional,50,174,85,6,1,0,2,,,,,0,,0,,,0,,1,12,331,681
C2,AC,Urna tradicional,49,166,79,8,1,0,0,,,,,0,,0,,,0,,0,7,310,681
Total,,,141,495,246,24,5,1,5,0,0,0,0,2,0,3,0,0,1,0,2,26,951,2042
Sección 113 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,210,61,6,1,0,0,,,,,1,,5,,,1,,0,5,324,651
C1,AC,Urna tradicional,46,197,43,3,3,0,0,,,,,0,,2,,,2,,0,18,314,651
C2,AC,Urna tradicional,51,216,49,6,3,0,1,,,,,0,,3,,,1,,1,6,337,652
C3,AC,Urna tradicional,41,207,47,4,0,0,1,,,,,1,,3,,,1,,1,9,315,652
C4,AC,Urna tradicional,48,206,60,5,1,1,1,,,,,1,,2,,,1,,0,13,339,652
C5,AC,Urna tradicional,38,210,55,4,1,0,1,,,,,1,,1,,,1,,0,8,320,652
E1,AC,Urna tradicional,64,110,61,6,4,2,0,,,,,0,,0,,,0,,0,11,258,649
Total,,,322,1356,376,34,13,3,4,0,0,0,0,4,0,16,0,0,7,0,2,70,2207,4559
Sección 114 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,65,93,9,1,1,2,,,,,3,,1,,,0,,0,9,278,528
C1,AC,Urna tradicional,131,64,66,2,1,2,1,,,,,2,,0,,,0,,1,17,287,528
Total,,,225,129,159,11,2,3,3,0,0,0,0,5,0,1,0,0,0,0,1,26,565,1056
Sección 115 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,125,145,64,4,3,0,0,,,,,1,,13,,,0,,0,0,355,648
C1,AC,Urna tradicional,120,127,92,3,5,2,1,,,,,1,,1,,,0,,0,12,364,649
Total,,,245,272,156,7,8,2,1,0,0,0,0,2,0,14,0,0,0,0,0,12,719,1297
Sección 116 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,96,106,5,2,0,2,,,,,0,,2,,,0,,0,7,250,520
C1,AC,Urna tradicional,32,108,100,6,1,0,1,,,,,1,,4,,,0,,0,6,259,520
Total,,,62,204,206,11,3,0,3,0,0,0,0,1,0,6,0,0,0,0,0,13,509,1040
Sección 117 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,105,77,4,0,1,2,,,,,0,,1,,,0,,1,7,226,493
C1,AC,Urna tradicional,25,118,89,6,1,0,2,,,,,27,,3,,,89,,0,7,367,493
Total,,,53,223,166,10,1,1,4,0,0,0,0,27,0,4,0,0,89,0,1,14,593,986
Sección 118 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,221,47,5,1,4,0,,,,,0,,0,,,0,,1,11,345,743
Total,,,55,221,47,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,11,345,743
Sección 119 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,128,70,4,2,2,4,,,,,0,,0,,,0,,0,6,307,576
C1,AC,Urna tradicional,89,132,38,5,6,1,0,,,,,1,,3,,,0,,0,18,293,576
C2,AC,Urna tradicional,91,127,59,4,2,1,2,,,,,1,,0,,,2,,0,10,299,577
Total,,,271,387,167,13,10,4,6,0,0,0,0,2,0,3,0,0,2,0,0,34,899,1729
Sección 120 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,99,36,4,5,2,0,,,,,2,,3,,,2,,1,10,246,529
C1,AC,Urna tradicional,66,101,47,8,3,0,0,,,,,3,,3,,,0,,0,9,240,529
E1,AC,Urna tradicional,58,96,61,2,1,1,0,,,,,4,,1,,,0,,0,4,228,423
Total,,,206,296,144,14,9,3,0,0,0,0,0,9,0,7,0,0,2,0,1,23,714,1481
Sección 121 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,116,58,9,0,0,0,,,,,0,,0,,,0,,0,7,258,553
C1,AC,Urna tradicional,71,72,63,4,2,1,0,,,,,1,,1,,,3,,2,9,229,554
Total,,,139,188,121,13,2,1,0,0,0,0,0,1,0,1,0,0,3,0,2,16,487,1107
Sección 122 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,109,59,5,2,2,0,,,,,2,,1,,,1,,0,12,238,434
C1,AC,Urna tradicional,49,102,64,8,0,0,0,,,,,0,,0,,,0,,0,7,230,434
Total,,,94,211,123,13,2,2,0,0,0,0,0,2,0,1,0,0,1,0,0,19,468,868
Sección 123 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,111,8,0,1,0,0,,,,,0,,0,,,0,,0,7,140,270
Total,,,13,111,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,140,270
Sección 124 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,223,21,0,1,0,0,,,,,1,,35,,,2,,0,7,325,683
Total,,,35,223,21,0,1,0,0,0,0,0,0,1,0,35,0,0,2,0,0,7,325,683
Sección 125 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,182,53,5,0,0,0,,,,,0,,0,,,0,,0,7,350,679
E1,AC,Urna tradicional,31,88,11,1,2,3,1,,,,,2,,0,,,0,,0,2,141,334
