Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 50 - LAZARO CARDENAS,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,69,194,0,0,6,0,6,224,0,0,0,0,0,3,0,0,0,0,0,9,511,1053
Sección 810 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,116,,,3,,5,125,,,,,,0,,,,,0,12,312,617
C1,AC,Urna tradicional,58,111,,,3,,3,120,,,,,,0,,,,,0,10,305,617
Total,,,109,227,0,0,6,0,8,245,0,0,0,0,0,0,0,0,0,0,0,22,617,1234
Sección 811 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,100,,,5,,4,114,,,,,,3,,,,,0,12,272,515
C1,AC,Urna tradicional,52,114,,,0,,4,92,,,,,,0,,,,,0,4,266,515
C2,AC,Urna tradicional,52,127,,,0,,3,95,,,,,,0,,,,,0,9,286,516
Total,,,138,341,0,0,5,0,11,301,0,0,0,0,0,3,0,0,0,0,0,25,824,1546
Sección 812 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,61,114,,,2,,4,124,,,,,,0,,,,,0,8,313,646
C1,AC,Urna tradicional,51,109,,,3,,3,120,,,,,,3,,,,,0,0,289,646
C2,AC,Urna tradicional,59,92,,,1,,0,144,,,,,,0,,,,,0,7,303,646
Total,,,171,315,0,0,6,0,7,388,0,0,0,0,0,3,0,0,0,0,0,15,905,1938
Sección 813 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,101,,,4,,1,129,,,,,,0,,,,,0,8,313,688
C1,AC,Urna tradicional,38,117,,,4,,3,130,,,,,,1,,,,,0,6,299,688
C2,AC,Urna tradicional,56,127,,,4,,3,107,,,,,,0,,,,,0,1,298,688
C3,AC,Urna tradicional,56,115,,,3,,7,132,,,,,,6,,,,,0,9,328,688
C4,AC,Urna tradicional,44,138,,,3,,3,125,,,,,,0,,,,,0,6,319,688
C5,AC,Urna tradicional,62,122,,,0,,1,133,,,,,,0,,,,,0,7,325,688
Total,,,326,720,0,0,18,0,18,756,0,0,0,0,0,7,0,0,0,0,0,37,1882,4128
Sección 814 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,41,119,,,3,,2,149,,,,,,1,,,,,0,1,316,625
C1,AC,Urna tradicional,41,120,,,3,,3,129,,,,,,0,,,,,0,5,301,626
C2,AC,Urna tradicional,32,105,,,2,,5,135,,,,,,0,,,,,0,2,281,626
Total,,,114,344,0,0,8,0,10,413,0,0,0,0,0,1,0,0,0,0,0,8,898,1877
Sección 815 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,118,,,1,,2,123,,,,,,1,,,,,0,5,296,553
C1,AC,Urna tradicional,47,119,,,2,,6,116,,,,,,0,,,,,0,4,294,553
C2,AC,Urna tradicional,56,121,,,3,,3,120,,,,,,3,,,,,0,4,310,554
Total,,,149,358,0,0,6,0,11,359,0,0,0,0,0,4,0,0,0,0,0,13,900,1660
Sección 816 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,48,88,,,2,,2,94,,,,,,5,,,,,0,9,248,562
C1,AC,Urna tradicional,27,65,,,2,,7,128,,,,,,1,,,,,0,8,238,563
Total,,,75,153,0,0,4,0,9,222,0,0,0,0,0,6,0,0,0,0,0,17,486,1125
Sección 817 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,56,,,0,,2,86,,,,,,4,,,,,0,4,179,522
C1,AC,Urna tradicional,31,73,,,2,,3,97,,,,,,1,,,,,0,5,212,523
C2,AC,Urna tradicional,23,84,,,0,,1,101,,,,,,2,,,,,0,6,217,523
Total,,,81,213,0,0,2,0,6,284,0,0,0,0,0,7,0,0,0,0,0,15,608,1568
Sección 818 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,115,,,4,,6,96,,,,,,0,,,,,0,11,267,679
C1,AC,Urna tradicional,36,105,,,1,,4,99,,,,,,5,,,,,0,4,254,680
Total,,,71,220,0,0,5,0,10,195,0,0,0,0,0,5,0,0,0,0,0,15,521,1359
Sección 819 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,81,,,0,,1,136,,,,,,0,,,,,0,7,268,588
C1,AC,Urna tradicional,35,104,,,0,,0,137,,,,,,2,,,,,0,2,280,589
Total,,,78,185,0,0,0,0,1,273,0,0,0,0,0,2,0,0,0,0,0,9,548,1177
Sección 820 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,84,,,2,,3,101,,,,,,3,,,,,0,3,243,527
C1,AC,Urna tradicional,44,111,,,2,,2,103,,,,,,2,,,,,0,4,268,528
C2,AC,Urna tradicional,53,97,,,4,,1,80,,,,,,0,,,,,0,4,239,528
Total,,,144,292,0,0,8,0,6,284,0,0,0,0,0,5,0,0,0,0,0,11,750,1583
Sección 821 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,63,,,0,,1,126,,,,,,2,,,,,0,7,244,582
C1,AC,Urna tradicional,40,74,,,2,,2,99,,,,,,0,,,,,0,4,221,582
C2,AC,Urna tradicional,40,63,,,3,,0,132,,,,,,0,,,,,0,3,241,583
C3,AC,Urna tradicional,27,77,,,2,,4,122,,,,,,1,,,,,0,4,237,583
Total,,,152,277,0,0,7,0,7,479,0,0,0,0,0,3,0,0,0,0,0,18,943,2330
Sección 822 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,106,,,2,,2,116,,,,,,0,,,,,0,8,264,606
C1,AC,Urna tradicional,37,111,,,0,,5,106,,,,,,0,,,,,0,10,269,607
C2,AC,Urna tradicional,42,104,,,2,,4,113,,,,,,2,,,,,0,5,272,607
C3,AC,Urna tradicional,42,118,,,3,,4,109,,,,,,0,,,,,1,11,288,607
Total,,,151,439,0,0,7,0,15,444,0,0,0,0,0,2,0,0,0,0,1,34,1093,2427
Sección 823 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,62,100,,,6,,8,126,,,,,,3,,,,,0,4,309,723
C1,AC,Urna tradicional,74,99,,,6,,7,125,,,,,,0,,,,,1,0,312,724
C2,AC,Urna tradicional,54,121,,,8,,9,125,,,,,,2,,,,,0,7,326,724
Total,,,190,320,0,0,20,0,24,376,0,0,0,0,0,5,0,0,0,0,1,11,947,2171
Sección 824 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,82,,,2,,4,114,,,,,,1,,,,,0,6,243,658
C1,AC,Urna tradicional,31,100,,,0,,3,135,,,,,,2,,,,,0,7,278,658
Total,,,65,182,0,0,2,0,7,249,0,0,0,0,0,3,0,0,0,0,0,13,521,1316
Sección 825 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,44,75,,,0,,1,70,,,,,,0,,,,,0,6,196,586
C1,AC,Urna tradicional,46,86,,,0,,1,79,,,,,,0,,,,,0,9,221,586
C2,AC,Urna tradicional,41,109,,,4,,1,75,,,,,,0,,,,,0,5,235,587
C3,AC,Urna tradicional,39,88,,,5,,2,88,,,,,,0,,,,,0,10,232,587
Total,,,170,358,0,0,9,0,5,312,0,0,0,0,0,0,0,0,0,0,0,30,884,2346
Sección 826 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,101,,,1,,4,117,,,,,,0,,,,,0,4,263,547
C1,AC,Urna tradicional,32,96,,,5,,0,92,,,,,,3,,,,,0,4,232,547
C2,AC,Urna tradicional,37,92,,,0,,4,99,,,,,,1,,,,,1,5,239,548
Total,,,105,289,0,0,6,0,8,308,0,0,0,0,0,4,0,0,0,0,1,13,734,1642
Sección 827 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,112,,,1,,3,101,,,,,,0,,,,,0,7,264,699
C1,AC,Urna tradicional,30,119,,,3,,0,108,,,,,,3,,,,,0,7,270,700
Total,,,70,231,0,0,4,0,3,209,0,0,0,0,0,3,0,0,0,0,0,14,534,1399
Sección 828 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,90,,,4,,3,129,,,,,,1,,,,,0,8,282,664
C1,AC,Urna tradicional,47,113,,,0,,3,96,,,,,,0,,,,,0,10,269,664
C2,AC,Urna tradicional,47,96,,,3,,3,145,,,,,,0,,,,,0,4,298,664
C3,AC,Urna tradicional,67,95,,,0,,3,124,,,,,,0,,,,,0,6,295,665
Total,,,208,394,0,0,7,0,12,494,0,0,0,0,0,1,0,0,0,0,0,28,1144,2657
Sección 829 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,129,,,1,,2,100,,,,,,0,,,,,0,2,265,618
C1,AC,Urna tradicional,32,109,,,5,,1,87,,,,,,0,,,,,0,9,243,619
Total,,,63,238,0,0,6,0,3,187,0,0,0,0,0,0,0,0,0,0,0,11,508,1237
Sección 830 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,79,,,2,,0,99,,,,,,2,,,,,0,10,219,629
Total,,,27,79,0,0,2,0,0,99,0,0,0,0,0,2,0,0,0,0,0,10,219,629
Sección 831 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,69,,,3,,3,36,,,,,,0,,,,,0,3,124,231
E1,AC,Urna tradicional,4,46,,,0,,0,63,,,,,,0,,,,,0,5,118,221
E2,AC,Urna tradicional,35,97,,,6,,0,46,,,,,,0,,,,,0,12,196,350
E3,AC,Urna tradicional,1,9,,,0,,0,45,,,,,,0,,,,,0,0,55,117
Total,,,50,221,0,0,9,0,3,190,0,0,0,0,0,0,0,0,0,0,0,20,493,919
Sección 832 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,102,,,1,,1,39,,,,,,0,,,,,0,9,253,654
C1,AC,Urna tradicional,80,118,,,2,,0,61,,,,,,0,,,,,0,10,271,654
C2,AC,Urna tradicional,84,118,,,5,,3,55,,,,,,0,,,,,0,0,265,655
E1,AC,Urna tradicional,8,34,,,1,,0,20,,,,,,0,,,,,0,5,68,146
E2,AC,Urna tradicional,12,123,,,2,,0,47,,,,,,0,,,,,0,6,190,423
Total,,,285,495,0,0,11,0,4,222,0,0,0,0,0,0,0,0,0,0,0,30,1047,2532
Sección 833 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,37,,,0,,3,26,,,,,,0,,,,,0,3,99,271
Total,,,30,37,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,3,99,271
Sección 834 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,92,,,3,,4,184,,,,,,0,,,,,0,8,351,714
E1,AC,Urna tradicional,5,145,,,3,,0,19,,,,,,0,,,,,0,4,176,299
E2,AC,Urna tradicional,10,142,,,4,,0,156,,,,,,0,,,,,0,5,317,437
E3,AC,Urna tradicional,31,93,,,4,,0,72,,,,,,2,,,,,0,3,205,470
Total,,,106,472,0,0,14,0,4,431,0,0,0,0,0,2,0,0,0,0,0,20,1049,1920
Sección 835 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,87,,,3,,0,107,,,,,,1,,,,,0,8,232,632
C1,AC,Urna tradicional,33,92,,,2,,1,86,,,,,,4,,,,,0,4,222,633
C2,AC,Urna tradicional,24,103,,,6,,0,85,,,,,,2,,,,,1,9,230,633
Total,,,83,282,0,0,11,0,1,278,0,0,0,0,0,7,0,0,0,0,1,21,684,1898
Sección 836 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,50,119,,,4,,1,126,,,,,,0,,,,,0,7,307,736
C1,AC,Urna tradicional,31,127,,,0,,1,117,,,,,,0,,,,,0,5,281,737
C2,AC,Urna tradicional,41,117,,,2,,4,132,,,,,,2,,,,,0,6,304,737
Total,,,122,363,0,0,6,0,6,375,0,0,0,0,0,2,0,0,0,0,0,18,892,2210
Sección 837 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,105,,,3,,0,100,,,,,,3,,,,,0,3,246,671
C1,AC,Urna tradicional,31,96,,,1,,2,87,,,,,,0,,,,,0,5,222,671
C2,AC,Urna tradicional,27,112,,,2,,1,98,,,,,,0,,,,,0,4,244,672
Total,,,90,313,0,0,6,0,3,285,0,0,0,0,0,3,0,0,0,0,0,12,712,2014
Sección 838 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,106,,,2,,0,142,,,,,,2,,,,,0,0,267,628
C1,AC,Urna tradicional,27,90,,,3,,1,144,,,,,,0,,,,,0,5,270,628
Total,,,42,196,0,0,5,0,1,286,0,0,0,0,0,2,0,0,0,0,0,5,537,1256
Sección 839 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,114,,,0,,1,106,,,,,,1,,,,,0,5,254,622
C1,AC,Urna tradicional,21,112,,,0,,0,137,,,,,,0,,,,,0,4,274,622
C2,AC,Urna tradicional,18,102,,,3,,5,128,,,,,,3,,,,,0,6,265,622
Total,,,66,328,0,0,3,0,6,371,0,0,0,0,0,4,0,0,0,0,0,15,793,1866
Sección 840 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,90,,,4,,0,103,,,,,,0,,,,,0,5,233,514
C1,AC,Urna tradicional,30,99,,,0,,1,89,,,,,,2,,,,,0,7,228,514
C2,AC,Urna tradicional,37,93,,,0,,2,87,,,,,,1,,,,,0,12,232,515
Total,,,98,282,0,0,4,0,3,279,0,0,0,0,0,3,0,0,0,0,0,24,693,1543
Sección 841 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,110,,,1,,10,160,,,,,,2,,,,,0,5,309,708
C1,AC,Urna tradicional,14,118,,,1,,7,148,,,,,,6,,,,,0,7,301,708
C2,AC,Urna tradicional,21,96,,,1,,9,153,,,,,,3,,,,,0,7,290,708
C3,AC,Urna tradicional,19,93,,,4,,14,154,,,,,,1,,,,,0,6,291,709
C4,AC,Urna tradicional,17,95,,,2,,3,144,,,,,,0,,,,,0,3,264,709
Total,,,92,512,0,0,9,0,43,759,0,0,0,0,0,12,0,0,0,0,0,28,1455,3542
Sección 842 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,105,,,3,,5,135,,,,,,3,,,,,0,9,285,681
C1,AC,Urna tradicional,19,107,,,1,,5,119,,,,,,0,,,,,1,6,258,681
C2,AC,Urna tradicional,31,104,,,2,,8,130,,,,,,2,,,,,0,5,282,682
Total,,,75,316,0,0,6,0,18,384,0,0,0,0,0,5,0,0,0,0,1,20,825,2044
Sección 843 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,75,,,0,,8,98,,,,,,1,,,,,0,5,207,531
C1,AC,Urna tradicional,23,100,,,1,,4,82,,,,,,0,,,,,0,4,214,531
Total,,,43,175,0,0,1,0,12,180,0,0,0,0,0,1,0,0,0,0,0,9,421,1062
Sección 844 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,86,,,1,,4,117,,,,,,0,,,,,0,6,233,590
C1,AC,Urna tradicional,16,80,,,4,,2,118,,,,,,0,,,,,1,8,229,590
C2,AC,Urna tradicional,22,78,,,3,,4,106,,,,,,0,,,,,0,11,224,591
C3,AC,Urna tradicional,20,96,,,2,,2,149,,,,,,0,,,,,0,3,272,591
Total,,,77,340,0,0,10,0,12,490,0,0,0,0,0,0,0,0,0,0,1,28,958,2362
Sección 845 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,105,,,0,,0,168,,,,,,0,,,,,0,0,293,659
C1,AC,Urna tradicional,22,104,,,2,,3,157,,,,,,0,,,,,0,4,292,659
C2,AC,Urna tradicional,21,83,,,1,,1,137,,,,,,2,,,,,0,6,251,660
Total,,,63,292,0,0,3,0,4,462,0,0,0,0,0,2,0,0,0,0,0,10,836,1978
Sección 846 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,103,,,2,,3,138,,,,,,2,,,,,0,8,270,674
C1,AC,Urna tradicional,11,117,,,2,,4,167,,,,,,0,,,,,0,2,303,674
C2,AC,Urna tradicional,9,111,,,2,,4,150,,,,,,3,,,,,0,1,280,675
Total,,,34,331,0,0,6,0,11,455,0,0,0,0,0,5,0,0,0,0,0,11,853,2023
Sección 847 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,101,,,2,,6,110,,,,,,0,,,,,0,8,242,593
C1,AC,Urna tradicional,20,89,,,2,,1,131,,,,,,0,,,,,0,4,247,593
C2,AC,Urna tradicional,17,105,,,2,,3,147,,,,,,1,,,,,0,6,281,594
Total,,,52,295,0,0,6,0,10,388,0,0,0,0,0,1,0,0,0,0,0,18,770,1780
Sección 848 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,106,,,2,,2,132,,,,,,3,,,,,0,8,267,511
C1,AC,Urna tradicional,12,108,,,1,,1,128,,,,,,0,,,,,0,8,258,512
C2,AC,Urna tradicional,10,101,,,1,,3,140,,,,,,1,,,,,0,9,265,512
Total,,,36,315,0,0,4,0,6,400,0,0,0,0,0,4,0,0,0,0,0,25,790,1535
Sección 849 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,78,,,5,,2,173,,,,,,0,,,,,0,5,272,643
C1,AC,Urna tradicional,24,107,,,2,,2,138,,,,,,1,,,,,0,5,279,643
C2,AC,Urna tradicional,13,111,,,4,,1,138,,,,,,0,,,,,0,7,274,643
C3,AC,Urna tradicional,34,84,,,1,,1,150,,,,,,0,,,,,0,10,280,643
C4,AC,Urna tradicional,25,108,,,6,,0,157,,,,,,1,,,,,0,9,306,643
Total,,,105,488,0,0,18,0,6,756,0,0,0,0,0,2,0,0,0,0,0,36,1411,3215
Sección 850 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,44,102,,,5,,3,136,,,,,,1,,,,,0,6,297,681
C1,AC,Urna tradicional,28,123,,,2,,1,126,,,,,,3,,,,,0,5,288,681
C2,AC,Urna tradicional,36,139,,,1,,1,132,,,,,,1,,,,,0,4,314,682
Total,,,108,364,0,0,8,0,5,394,0,0,0,0,0,5,0,0,0,0,0,15,899,2044
Sección 851 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,97,,,5,,1,151,,,,,,0,,,,,0,3,286,629
C1,AC,Urna tradicional,29,118,,,3,,5,120,,,,,,0,,,,,0,8,283,630
C2,AC,Urna tradicional,28,109,,,0,,5,136,,,,,,0,,,,,0,9,287,630
C3,AC,Urna tradicional,21,109,,,0,,2,127,,,,,,0,,,,,0,9,268,630
C4,AC,Urna tradicional,38,98,,,0,,0,143,,,,,,0,,,,,0,4,283,630
Total,,,145,531,0,0,8,0,13,677,0,0,0,0,0,0,0,0,0,0,0,33,1407,3149
Sección 852 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,118,,,3,,0,139,,,,,,0,,,,,1,11,294,636
C1,AC,Urna tradicional,23,114,,,4,,1,156,,,,,,1,,,,,0,11,310,636
C2,AC,Urna tradicional,28,119,,,7,,2,133,,,,,,2,,,,,0,6,297,636
Total,,,73,351,0,0,14,0,3,428,0,0,0,0,0,3,0,0,0,0,1,28,901,1908
Sección 853 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,124,,,2,,3,95,,,,,,0,,,,,0,7,249,619
C1,AC,Urna tradicional,16,120,,,0,,3,114,,,,,,0,,,,,0,9,262,620
C2,AC,Urna tradicional,20,144,,,2,,3,109,,,,,,0,,,,,0,7,285,620
Total,,,54,388,0,0,4,0,9,318,0,0,0,0,0,0,0,0,0,0,0,23,796,1859
Sección 854 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,77,,,3,,1,153,,,,,,1,,,,,0,10,265,652
C1,AC,Urna tradicional,19,86,,,0,,2,183,,,,,,0,,,,,0,6,296,652
C2,AC,Urna tradicional,18,76,,,4,,7,169,,,,,,1,,,,,0,4,279,652
Total,,,57,239,0,0,7,0,10,505,0,0,0,0,0,2,0,0,0,0,0,20,840,1956
Sección 855 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,106,,,0,,6,158,,,,,,0,,,,,0,8,306,601
C1,AC,Urna tradicional,27,116,,,1,,1,149,,,,,,1,,,,,0,3,298,601
C2,AC,Urna tradicional,14,88,,,1,,3,179,,,,,,0,,,,,0,6,291,602
Total,,,69,310,0,0,2,0,10,486,0,0,0,0,0,1,0,0,0,0,0,17,895,1804
Sección 856 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,102,,,3,,0,164,,,,,,5,,,,,0,1,301,717
C1,AC,Urna tradicional,31,140,,,5,,2,132,,,,,,0,,,,,0,15,325,717
C2,AC,Urna tradicional,34,117,,,4,,2,150,,,,,,0,,,,,0,16,323,718
Total,,,91,359,0,0,12,0,4,446,0,0,0,0,0,5,0,0,0,0,0,32,949,2152
Sección 857 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,112,,,1,,2,116,,,,,,1,,,,,0,2,305,614
C1,AC,Urna tradicional,59,108,,,3,,4,120,,,,,,4,,,,,0,6,304,615
Total,,,130,220,0,0,4,0,6,236,0,0,0,0,0,5,0,0,0,0,0,8,609,1229
Sección 858 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,96,,,0,,0,134,,,,,,0,,,,,0,13,292,700
C1,AC,Urna tradicional,42,78,,,0,,2,162,,,,,,0,,,,,0,9,293,701
C2,AC,Urna tradicional,43,111,,,0,,5,108,,,,,,0,,,,,0,10,277,701
C3,AC,Urna tradicional,50,91,,,4,,2,119,,,,,,0,,,,,0,11,277,701
C4,AC,Urna tradicional,35,98,,,3,,6,120,,,,,,4,,,,,0,6,272,701
Total,,,219,474,0,0,7,0,15,643,0,0,0,0,0,4,0,0,0,0,0,49,1411,3504
Sección 859 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,89,,,4,,4,122,,,,,,0,,,,,0,12,260,655
C1,AC,Urna tradicional,40,99,,,0,,0,103,,,,,,0,,,,,0,4,246,655
C2,AC,Urna tradicional,28,91,,,0,,2,115,,,,,,4,,,,,0,8,248,655
C3,AC,Urna tradicional,24,117,,,4,,3,123,,,,,,0,,,,,0,12,283,656
C4,AC,Urna tradicional,32,101,,,2,,3,114,,,,,,0,,,,,0,16,268,656
Total,,,153,497,0,0,10,0,12,577,0,0,0,0,0,4,0,0,0,0,0,52,1305,3277
Sección 860 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,37,113,,,0,,0,114,,,,,,0,,,,,0,6,270,675
C1,AC,Urna tradicional,47,94,,,4,,1,112,,,,,,0,,,,,0,12,270,675
C2,AC,Urna tradicional,55,97,,,3,,5,131,,,,,,0,,,,,1,19,311,675
C3,AC,Urna tradicional,52,90,,,2,,4,118,,,,,,2,,,,,1,1,270,676
C4,AC,Urna tradicional,48,97,,,2,,9,101,,,,,,2,,,,,0,12,271,676
C5,AC,Urna tradicional,36,89,,,0,,4,102,,,,,,0,,,,,0,6,237,676
C6,AC,Urna tradicional,39,99,,,1,,1,111,,,,,,0,,,,,0,0,251,676
C7,AC,Urna tradicional,34,101,,,2,,5,90,,,,,,0,,,,,0,17,249,676
Total,,,348,780,0,0,14,0,29,879,0,0,0,0,0,4,0,0,0,0,2,73,2129,5405
Sección 861 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,122,,,3,,2,139,,,,,,0,,,,,0,1,302,605
Total,,,35,122,0,0,3,0,2,139,0,0,0,0,0,0,0,0,0,0,0,1,302,605
Sección 862 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,88,,,1,,1,182,,,,,,4,,,,,0,4,311,726
C1,AC,Urna tradicional,31,78,,,0,,0,179,,,,,,3,,,,,0,11,302,726
Total,,,62,166,0,0,1,0,1,361,0,0,0,0,0,7,0,0,0,0,0,15,613,1452
