Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 83 - TACAMBARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1852 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,157,56,,,3,,5,76,,,,8,,5,,,,,0,11,321,569
C1,AC,Urna tradicional,173,73,,,5,,1,67,,,,1,,2,,,,,0,6,328,570
Total,,,330,129,0,0,8,0,6,143,0,0,0,9,0,7,0,0,0,0,0,17,649,1139
Sección 1853 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,172,90,,,1,,12,82,,,,7,,4,,,,,1,15,384,671
C1,AC,Urna tradicional,201,67,,,3,,12,85,,,,7,,3,,,,,1,12,391,671
C2,AC,Urna tradicional,77,80,,,2,,6,93,,,,6,,2,,,,,0,13,279,671
C3,AC,Urna tradicional,196,109,,,0,,0,83,,,,0,,0,,,,,0,10,398,672
C4,AC,Urna tradicional,159,99,,,4,,6,87,,,,2,,1,,,,,0,9,367,672
C5,AC,Urna tradicional,166,71,,,5,,7,89,,,,3,,3,,,,,0,16,360,672
Total,,,971,516,0,0,15,0,43,519,0,0,0,25,0,13,0,0,0,0,2,75,2179,4029
Sección 1854 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,124,102,,,1,,7,103,,,,3,,4,,,,,0,14,358,632
C1,AC,Urna tradicional,176,96,,,3,,2,91,,,,0,,0,,,,,0,13,381,632
C2,AC,Urna tradicional,144,87,,,2,,4,92,,,,5,,1,,,,,0,11,346,632
Total,,,444,285,0,0,6,0,13,286,0,0,0,8,0,5,0,0,0,0,0,38,1085,1896
Sección 1855 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,170,76,,,2,,1,85,,,,6,,3,,,,,1,12,356,569
C1,AC,Urna tradicional,165,85,,,6,,1,100,,,,2,,0,,,,,2,9,370,570
C2,AC,Urna tradicional,156,71,,,4,,3,86,,,,4,,7,,,,,1,16,348,570
Total,,,491,232,0,0,12,0,5,271,0,0,0,12,0,10,0,0,0,0,4,37,1074,1709
Sección 1856 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,138,111,,,0,,10,79,,,,10,,0,,,,,0,0,348,581
C1,AC,Urna tradicional,120,109,,,4,,0,107,,,,4,,2,,,,,1,17,364,581
C2,AC,Urna tradicional,138,109,,,0,,3,95,,,,141,,0,,,,,0,10,496,581
C3,AC,Urna tradicional,171,86,,,4,,5,90,,,,0,,0,,,,,0,7,363,581
Total,,,567,415,0,0,8,0,18,371,0,0,0,155,0,2,0,0,0,0,1,34,1571,2324
Sección 1857 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,96,,,5,,0,61,,,,2,,5,,,,,0,7,265,394
Total,,,89,96,0,0,5,0,0,61,0,0,0,2,0,5,0,0,0,0,0,7,265,394
Sección 1858 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,60,,,0,,1,3,,,,2,,1,,,,,1,3,135,238
Total,,,64,60,0,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,1,3,135,238
Sección 1859 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,203,200,,,4,,1,48,,,,7,,2,,,,,0,11,476,723
C1,AC,Urna tradicional,217,129,,,2,,0,75,,,,2,,2,,,,,0,28,455,723
Total,,,420,329,0,0,6,0,1,123,0,0,0,9,0,4,0,0,0,0,0,39,931,1446
Sección 1860 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,134,,,1,,1,53,,,,6,,1,,,,,0,15,326,514
C1,AC,Urna tradicional,125,127,,,4,,2,31,,,,6,,2,,,,,0,8,305,515
Total,,,240,261,0,0,5,0,3,84,0,0,0,12,0,3,0,0,0,0,0,23,631,1029
Sección 1861 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,193,78,,,0,,0,2,,,,2,,1,,,,,0,6,282,387
C1,AC,Urna tradicional,177,59,,,0,,1,8,,,,2,,2,,,,,0,7,256,387
Total,,,370,137,0,0,0,0,1,10,0,0,0,4,0,3,0,0,0,0,0,13,538,774
Sección 1862 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,199,141,,,7,,6,13,,,,3,,3,,,,,0,7,379,534
C1,AC,Urna tradicional,240,113,,,0,,1,23,,,,5,,2,,,,,0,8,392,535
Total,,,439,254,0,0,7,0,7,36,0,0,0,8,0,5,0,0,0,0,0,15,771,1069
Sección 1863 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,331,61,,,0,,2,37,,,,5,,2,,,,,0,12,450,703
C1,AC,Urna tradicional,318,74,,,5,,13,27,,,,0,,0,,,,,0,7,444,704
Total,,,649,135,0,0,5,0,15,64,0,0,0,5,0,2,0,0,0,0,0,19,894,1407
Sección 1864 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,208,41,,,1,,6,50,,,,0,,0,,,,,0,16,322,511
C1,AC,Urna tradicional,200,61,,,0,,3,64,,,,0,,0,,,,,0,13,341,511
C2,AC,Urna tradicional,195,50,,,4,,2,56,,,,4,,1,,,,,0,4,316,512
Total,,,603,152,0,0,5,0,11,170,0,0,0,4,0,1,0,0,0,0,0,33,979,1534
Sección 1865 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,230,97,,,5,,3,63,,,,3,,1,,,,,0,16,418,700
Total,,,230,97,0,0,5,0,3,63,0,0,0,3,0,1,0,0,0,0,0,16,418,700
Sección 1866 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,69,,,3,,1,109,,,,2,,2,,,,,7,0,303,463
C1,AC,Urna tradicional,96,72,,,2,,0,119,,,,2,,2,,,,,0,11,304,463
Total,,,206,141,0,0,5,0,1,228,0,0,0,4,0,4,0,0,0,0,7,11,607,926
Sección 1867 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,187,73,,,0,,0,102,,,,0,,0,,,,,0,6,368,650
C1,AC,Urna tradicional,228,77,,,0,,0,79,,,,0,,0,,,,,0,7,391,650
C2,AC,Urna tradicional,204,80,,,3,,0,90,,,,10,,0,,,,,0,9,396,650
C3,AC,Urna tradicional,198,83,,,0,,1,84,,,,4,,2,,,,,0,12,384,650
Total,,,817,313,0,0,3,0,1,355,0,0,0,14,0,2,0,0,0,0,0,34,1539,2600
Sección 1868 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,209,75,,,6,,1,51,,,,3,,2,,,,,0,16,363,617
C1,AC,Urna tradicional,206,56,,,4,,2,73,,,,7,,4,,,,,0,26,378,618
C2,AC,Urna tradicional,214,52,,,3,,0,72,,,,7,,6,,,,,0,15,369,618
Total,,,629,183,0,0,13,0,3,196,0,0,0,17,0,12,0,0,0,0,0,57,1110,1853
Sección 1869 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,178,109,,,2,,0,54,,,,4,,2,,,,,1,12,362,570
C1,AC,Urna tradicional,138,121,,,3,,2,54,,,,2,,2,,,,,0,4,326,571
Total,,,316,230,0,0,5,0,2,108,0,0,0,6,0,4,0,0,0,0,1,16,688,1141
Sección 1870 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,175,98,,,4,,3,150,,,,0,,7,,,,,0,23,460,712
C1,AC,Urna tradicional,175,75,,,2,,1,155,,,,6,,2,,,,,0,5,421,712
Total,,,350,173,0,0,6,0,4,305,0,0,0,6,0,9,0,0,0,0,0,28,881,1424
Sección 1871 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,27,,,0,,0,2,,,,0,,0,,,,,0,0,68,106
Total,,,39,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,68,106
Sección 1872 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,98,,,3,,7,12,,,,0,,0,,,,,0,13,262,442
C1,AC,Urna tradicional,114,86,,,5,,0,12,,,,0,,0,,,,,1,7,225,442
Total,,,243,184,0,0,8,0,7,24,0,0,0,0,0,0,0,0,0,0,1,20,487,884
Sección 1873 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,153,90,,,3,,0,39,,,,0,,0,,,,,1,7,293,574
C1,AC,Urna tradicional,157,70,,,3,,0,32,,,,0,,0,,,,,0,11,273,574
C2,AC,Urna tradicional,176,76,,,4,,3,32,,,,0,,2,,,,,0,8,301,574
Total,,,486,236,0,0,10,0,3,103,0,0,0,0,0,2,0,0,0,0,1,26,867,1722
Sección 1874 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,108,,,1,,2,72,,,,3,,7,,,,,0,10,313,471
C1,AC,Urna tradicional,121,81,,,4,,1,65,,,,4,,3,,,,,1,6,286,471
Total,,,231,189,0,0,5,0,3,137,0,0,0,7,0,10,0,0,0,0,1,16,599,942
Sección 1875 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,143,,,6,,2,97,,,,1,,4,,,,,0,13,354,576
C1,AC,Urna tradicional,78,125,,,2,,1,100,,,,0,,4,,,,,0,17,327,576
Total,,,166,268,0,0,8,0,3,197,0,0,0,1,0,8,0,0,0,0,0,30,681,1152
Sección 1876 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,155,,,6,,3,124,,,,1,,3,,,,,0,3,368,655
C1,AC,Urna tradicional,90,141,,,9,,1,110,,,,3,,2,,,,,0,12,368,655
C2,AC,Urna tradicional,85,148,,,6,,3,108,,,,5,,5,,,,,0,20,380,655
Total,,,248,444,0,0,21,0,7,342,0,0,0,9,0,10,0,0,0,0,0,35,1116,1965
Sección 1877 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,118,,,3,,2,87,,,,0,,2,,,,,0,3,309,551
C1,AC,Urna tradicional,84,118,,,0,,4,81,,,,1,,5,,,,,0,10,303,551
Total,,,178,236,0,0,3,0,6,168,0,0,0,1,0,7,0,0,0,0,0,13,612,1102
Sección 1878 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,40,,,6,,2,86,,,,2,,2,,,,,0,15,260,494
C1,AC,Urna tradicional,109,83,,,4,,3,84,,,,1,,0,,,,,0,10,294,495
Total,,,216,123,0,0,10,0,5,170,0,0,0,3,0,2,0,0,0,0,0,25,554,989
Sección 1879 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,94,,,1,,0,84,,,,0,,0,,,,,0,8,291,526
C1,AC,Urna tradicional,121,112,,,0,,0,79,,,,0,,0,,,,,0,9,321,526
C2,AC,Urna tradicional,103,84,,,3,,0,88,,,,4,,1,,,,,0,14,297,526
Total,,,328,290,0,0,4,0,0,251,0,0,0,4,0,1,0,0,0,0,0,31,909,1578
Sección 1880 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,164,117,,,3,,0,96,,,,6,,3,,,,,0,12,401,584
C1,AC,Urna tradicional,124,126,,,4,,1,88,,,,6,,5,,,,,0,16,370,584
Total,,,288,243,0,0,7,0,1,184,0,0,0,12,0,8,0,0,0,0,0,28,771,1168
Sección 1881 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,25,,,1,,0,2,,,,0,,2,,,,,0,3,84,126
Total,,,51,25,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,84,126
Total municipal,,,13915,8073,0,0,259,0,236,6673,0,0,0,405,0,180,0,0,0,0,30,953,30724,51377
