Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 105 - VILLAMAR,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2352 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,83,12,78,1,1,1,,,,,0,,1,,,0,,0,7,237,594
C1,AC,Urna tradicional,53,92,28,45,0,1,0,,,,,0,,0,,,0,,0,9,228,595
Total,,,106,175,40,123,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,16,465,1189
Sección 2353 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,48,104,38,18,1,1,2,,,,,0,,0,,,0,,0,5,217,419
E1,AC,Urna tradicional,34,119,26,25,0,0,1,,,,,1,,0,,,0,,0,8,214,462
Total,,,82,223,64,43,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,13,431,881
Sección 2354 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,102,24,11,0,0,1,,,,,4,,0,,,0,,0,17,230,558
C1,AC,Urna tradicional,60,112,20,10,0,0,2,,,,,0,,0,,,0,,0,6,210,558
Total,,,131,214,44,21,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,23,440,1116
Sección 2355 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,54,46,2,3,0,0,1,,,,,0,,0,,,0,,0,20,126,264
E1,AC,Urna tradicional,85,83,8,10,0,0,0,,,,,1,,0,,,0,,0,12,199,321
Total,,,139,129,10,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32,325,585
Sección 2356 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,50,48,6,12,0,0,0,,,,,0,,0,,,0,,0,5,121,412
E1,AC,Urna tradicional,29,21,19,4,1,0,1,,,,,2,,0,,,0,,0,2,79,197
Total,,,79,69,25,16,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,7,200,609
Total municipal,,,2122,3328,1206,2026,11,9,66,0,0,0,0,54,0,15,0,0,1,0,0,317,9155,18543
