Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 54 - MORELIA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,375,352,127,14,10,23,8,0,0,0,0,10,0,12,9,0,0,0,0,40,980,1766
Sección 956 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,116,38,4,3,4,2,,,,,3,,5,1,,,,0,9,275,503
C1,AC,Urna tradicional,97,116,39,7,6,8,2,,,,,4,,2,1,,,,0,10,292,503
C2,AC,Urna tradicional,104,119,35,3,3,6,2,,,,,2,,3,1,,,,0,5,283,503
Total,,,291,351,112,14,12,18,6,0,0,0,0,9,0,10,3,0,0,0,0,24,850,1509
Sección 957 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,97,39,5,4,3,5,,,,,5,,5,1,,,,1,5,247,460
C1,AC,Urna tradicional,76,112,33,1,3,5,1,,,,,0,,5,2,,,,0,6,244,460
Total,,,153,209,72,6,7,8,6,0,0,0,0,5,0,10,3,0,0,0,1,11,491,920
Sección 958 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,148,49,3,2,6,2,,,,,5,,2,3,,,,0,12,350,690
C1,AC,Urna tradicional,139,143,61,1,0,6,7,,,,,5,,7,8,,,,0,13,390,690
C2,AC,Urna tradicional,107,149,43,9,1,10,5,,,,,7,,13,5,,,,0,6,355,690
C3,AC,Urna tradicional,131,140,39,8,4,4,4,,,,,4,,7,4,,,,0,18,363,691
Total,,,495,580,192,21,7,26,18,0,0,0,0,21,0,29,20,0,0,0,0,49,1458,2761
Sección 959 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,138,73,3,4,5,1,,,,,3,,6,4,,,,1,13,358,630
C1,AC,Urna tradicional,124,145,75,4,4,5,2,,,,,3,,2,1,,,,1,6,372,630
Total,,,231,283,148,7,8,10,3,0,0,0,0,6,0,8,5,0,0,0,2,19,730,1260
Sección 960 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,113,42,4,4,3,2,,,,,7,,8,3,,,,0,13,298,552
C1,AC,Urna tradicional,105,116,29,4,3,5,3,,,,,2,,3,2,,,,1,12,285,553
C2,AC,Urna tradicional,114,110,53,6,5,2,2,,,,,1,,5,1,,,,1,11,311,553
Total,,,318,339,124,14,12,10,7,0,0,0,0,10,0,16,6,0,0,0,2,36,894,1658
Sección 961 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,146,170,40,9,4,1,9,,,,,4,,7,4,,,,0,22,416,681
Total,,,146,170,40,9,4,1,9,0,0,0,0,4,0,7,4,0,0,0,0,22,416,681
Sección 962 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,109,40,6,2,7,1,,,,,1,,0,2,,,,0,11,296,536
C1,AC,Urna tradicional,99,114,44,6,6,7,4,,,,,3,,2,0,,,,0,13,298,537
Total,,,216,223,84,12,8,14,5,0,0,0,0,4,0,2,2,0,0,0,0,24,594,1073
Sección 963 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,139,62,6,7,2,3,,,,,5,,7,2,,,,0,14,379,701
C1,AC,Urna tradicional,152,137,54,3,8,3,2,,,,,4,,8,3,,,,0,13,387,701
Total,,,284,276,116,9,15,5,5,0,0,0,0,9,0,15,5,0,0,0,0,27,766,1402
Sección 964 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,151,128,45,8,3,4,5,,,,,6,,7,1,,,,0,19,377,611
C1,AC,Urna tradicional,138,133,52,3,5,5,8,,,,,4,,11,0,,,,0,21,380,611
Total,,,289,261,97,11,8,9,13,0,0,0,0,10,0,18,1,0,0,0,0,40,757,1222
Sección 965 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,124,44,8,5,3,3,,,,,1,,7,4,,,,0,15,324,569
C1,AC,Urna tradicional,117,135,40,2,5,5,7,,,,,6,,5,2,,,,0,9,333,570
Total,,,227,259,84,10,10,8,10,0,0,0,0,7,0,12,6,0,0,0,0,24,657,1139
Sección 966 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,127,21,4,3,6,2,,,,,3,,6,1,,,,0,13,323,569
C1,AC,Urna tradicional,131,118,31,7,3,4,1,,,,,3,,8,1,,,,0,8,315,569
Total,,,268,245,52,11,6,10,3,0,0,0,0,6,0,14,2,0,0,0,0,21,638,1138
Sección 967 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,113,33,6,5,1,1,,,,,4,,6,8,,,,0,12,283,507
C1,AC,Urna tradicional,112,110,35,7,3,6,3,,,,,5,,6,3,,,,0,6,296,508
Total,,,206,223,68,13,8,7,4,0,0,0,0,9,0,12,11,0,0,0,0,18,579,1015
Sección 968 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,108,45,7,7,4,3,,,,,0,,2,1,,,,0,16,315,566
C1,AC,Urna tradicional,132,120,31,5,3,6,0,,,,,3,,4,3,,,,0,15,322,566
Total,,,254,228,76,12,10,10,3,0,0,0,0,3,0,6,4,0,0,0,0,31,637,1132
Sección 969 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,144,52,4,2,12,0,,,,,1,,8,2,,,,1,16,360,676
C1,AC,Urna tradicional,121,166,58,6,2,4,1,,,,,1,,4,2,,,,0,12,377,677
Total,,,239,310,110,10,4,16,1,0,0,0,0,2,0,12,4,0,0,0,1,28,737,1353
Sección 970 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,161,48,5,7,5,3,,,,,3,,7,4,,,,0,14,371,737
C1,AC,Urna tradicional,133,130,61,4,6,3,3,,,,,3,,7,2,,,,0,11,363,738
Total,,,247,291,109,9,13,8,6,0,0,0,0,6,0,14,6,0,0,0,0,25,734,1475
Sección 971 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,149,47,2,1,7,2,,,,,3,,2,4,,,,0,11,345,633
Total,,,117,149,47,2,1,7,2,0,0,0,0,3,0,2,4,0,0,0,0,11,345,633
Sección 972 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,147,45,3,3,3,0,,,,,4,,4,2,,,,0,6,338,658
C1,AC,Urna tradicional,114,123,51,6,4,3,3,,,,,1,,4,3,,,,0,16,328,658
Total,,,235,270,96,9,7,6,3,0,0,0,0,5,0,8,5,0,0,0,0,22,666,1316
Sección 973 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,61,113,31,2,3,5,3,,,,,2,,4,2,,,,0,13,239,506
C1,AC,Urna tradicional,81,95,48,4,4,8,2,,,,,4,,5,1,,,,0,12,264,506
Total,,,142,208,79,6,7,13,5,0,0,0,0,6,0,9,3,0,0,0,0,25,503,1012
Sección 974 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,83,38,8,2,5,2,,,,,3,,11,0,,,,0,3,249,491
Total,,,94,83,38,8,2,5,2,0,0,0,0,3,0,11,0,0,0,0,0,3,249,491
Sección 975 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,76,36,2,0,2,2,,,,,2,,1,2,,,,0,13,183,315
Total,,,47,76,36,2,0,2,2,0,0,0,0,2,0,1,2,0,0,0,0,13,183,315
Sección 976 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,125,120,27,3,1,8,4,,,,,2,,5,3,,,,0,12,310,549
Total,,,125,120,27,3,1,8,4,0,0,0,0,2,0,5,3,0,0,0,0,12,310,549
Sección 977 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,135,36,6,1,9,8,,,,,5,,4,2,,,,1,10,348,621
Total,,,131,135,36,6,1,9,8,0,0,0,0,5,0,4,2,0,0,0,1,10,348,621
Sección 978 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,166,110,49,3,2,5,1,,,,,5,,4,4,,,,3,8,360,654
C1,AC,Urna tradicional,146,120,42,9,0,5,3,,,,,9,,8,4,,,,0,14,360,654
C2,AC,Urna tradicional,143,123,42,2,3,4,5,,,,,8,,9,3,,,,0,11,353,655
C3,AC,Urna tradicional,148,122,40,5,3,4,5,,,,,5,,8,1,,,,0,20,361,655
Total,,,603,475,173,19,8,18,14,0,0,0,0,27,0,29,12,0,0,0,3,53,1434,2618
Sección 979 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,133,49,8,3,8,3,,,,,3,,3,4,,,,1,7,316,603
C1,AC,Urna tradicional,90,127,43,8,6,6,4,,,,,3,,1,0,,,,1,11,300,603
Total,,,184,260,92,16,9,14,7,0,0,0,0,6,0,4,4,0,0,0,2,18,616,1206
Sección 980 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,144,32,1,5,8,7,,,,,3,,6,6,,,,1,9,344,729
C1,AC,Urna tradicional,135,147,27,9,8,7,1,,,,,5,,4,2,,,,0,11,356,729
C2,AC,Urna tradicional,121,169,42,1,5,6,4,,,,,2,,4,2,,,,1,8,365,730
Total,,,378,460,101,11,18,21,12,0,0,0,0,10,0,14,10,0,0,0,2,28,1065,2188
Sección 981 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,111,88,41,5,6,7,2,,,,,2,,1,0,,,,0,9,272,548
C1,AC,Urna tradicional,94,96,35,3,3,7,2,,,,,1,,9,3,,,,2,8,263,548
Total,,,205,184,76,8,9,14,4,0,0,0,0,3,0,10,3,0,0,0,2,17,535,1096
Sección 982 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,104,40,3,4,2,2,,,,,3,,8,2,,,,1,12,273,633
C1,AC,Urna tradicional,124,107,57,1,4,3,1,,,,,4,,5,6,,,,0,6,318,633
Total,,,216,211,97,4,8,5,3,0,0,0,0,7,0,13,8,0,0,0,1,18,591,1266
Sección 983 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,154,20,3,5,0,0,,,,,3,,4,2,,,,1,15,310,581
C1,AC,Urna tradicional,81,111,19,4,2,6,0,,,,,4,,6,0,,,,1,10,244,582
C2,AC,Urna tradicional,80,160,23,5,8,2,5,,,,,2,,3,0,,,,0,8,296,582
Total,,,264,425,62,12,15,8,5,0,0,0,0,9,0,13,2,0,0,0,2,33,850,1745
Sección 984 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,96,29,4,3,2,2,,,,,1,,2,3,,,,0,9,233,503
C1,AC,Urna tradicional,93,78,22,5,4,2,3,,,,,3,,7,1,,,,0,8,226,504
C2,AC,Urna tradicional,87,113,25,3,1,0,1,,,,,6,,7,1,,,,0,11,255,504
Total,,,262,287,76,12,8,4,6,0,0,0,0,10,0,16,5,0,0,0,0,28,714,1511
Sección 985 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,109,29,6,3,5,0,,,,,7,,4,0,,,,0,7,302,563
C1,AC,Urna tradicional,88,125,26,5,5,2,4,,,,,2,,6,1,,,,0,13,277,563
C2,AC,Urna tradicional,89,109,24,4,4,3,3,,,,,0,,2,1,,,,0,10,249,564
Total,,,309,343,79,15,12,10,7,0,0,0,0,9,0,12,2,0,0,0,0,30,828,1690
Sección 986 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,83,25,2,2,0,2,,,,,2,,7,1,,,,0,5,182,399
C1,AC,Urna tradicional,68,88,30,0,2,4,1,,,,,1,,4,1,,,,0,6,205,399
Total,,,121,171,55,2,4,4,3,0,0,0,0,3,0,11,2,0,0,0,0,11,387,798
Sección 987 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,136,118,48,9,2,5,2,,,,,0,,7,6,,,,1,9,343,671
Total,,,136,118,48,9,2,5,2,0,0,0,0,0,0,7,6,0,0,0,1,9,343,671
Sección 988 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,93,108,24,2,4,8,5,,,,,3,,3,1,,,,0,7,258,520
C1,AC,Urna tradicional,89,110,31,3,7,7,1,,,,,4,,2,2,,,,0,6,262,520
Total,,,182,218,55,5,11,15,6,0,0,0,0,7,0,5,3,0,0,0,0,13,520,1040
Sección 989 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,156,48,3,4,3,4,,,,,5,,8,1,,,,0,8,353,681
C1,AC,Urna tradicional,108,145,52,8,5,4,1,,,,,4,,4,5,,,,0,22,358,681
Total,,,221,301,100,11,9,7,5,0,0,0,0,9,0,12,6,0,0,0,0,30,711,1362
Sección 990 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,127,95,30,6,3,2,1,,,,,3,,3,3,,,,1,9,283,574
Total,,,127,95,30,6,3,2,1,0,0,0,0,3,0,3,3,0,0,0,1,9,283,574
Sección 991 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,69,27,3,2,3,4,,,,,1,,2,3,,,,0,11,200,420
C1,AC,Urna tradicional,82,79,31,5,5,2,0,,,,,1,,3,6,,,,0,6,220,421
Total,,,157,148,58,8,7,5,4,0,0,0,0,2,0,5,9,0,0,0,0,17,420,841
Sección 992 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,115,42,3,6,8,6,,,,,2,,3,1,,,,0,8,299,482
C1,AC,Urna tradicional,134,110,32,2,0,5,2,,,,,2,,2,4,,,,1,4,298,483
Total,,,239,225,74,5,6,13,8,0,0,0,0,4,0,5,5,0,0,0,1,12,597,965
Sección 993 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,110,57,9,5,13,3,,,,,2,,1,1,,,,0,17,326,696
Total,,,108,110,57,9,5,13,3,0,0,0,0,2,0,1,1,0,0,0,0,17,326,696
Sección 994 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,126,26,6,2,4,2,,,,,5,,4,0,,,,0,9,310,537
C1,AC,Urna tradicional,111,99,39,3,2,1,1,,,,,7,,5,4,,,,0,8,280,538
Total,,,237,225,65,9,4,5,3,0,0,0,0,12,0,9,4,0,0,0,0,17,590,1075
Sección 995 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,124,86,43,2,1,8,2,,,,,5,,7,2,,,,0,11,291,545
C1,AC,Urna tradicional,133,71,33,1,2,5,1,,,,,7,,5,3,,,,0,9,270,545
Total,,,257,157,76,3,3,13,3,0,0,0,0,12,0,12,5,0,0,0,0,20,561,1090
Sección 996 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,185,145,54,5,9,9,1,,,,,5,,6,2,,,,1,11,433,733
Total,,,185,145,54,5,9,9,1,0,0,0,0,5,0,6,2,0,0,0,1,11,433,733
Sección 997 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,150,116,39,8,7,4,8,,,,,1,,7,6,,,,0,13,359,557
C1,AC,Urna tradicional,132,132,40,6,4,6,4,,,,,4,,3,2,,,,1,7,341,557
Total,,,282,248,79,14,11,10,12,0,0,0,0,5,0,10,8,0,0,0,1,20,700,1114
Sección 998 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,157,128,37,6,10,6,1,,,,,4,,8,2,,,,0,11,370,683
C1,AC,Urna tradicional,156,151,55,8,7,9,9,,,,,3,,8,3,,,,0,13,422,683
Total,,,313,279,92,14,17,15,10,0,0,0,0,7,0,16,5,0,0,0,0,24,792,1366
Sección 999 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,133,141,49,2,5,5,4,,,,,3,,2,2,,,,0,4,350,599
C1,AC,Urna tradicional,135,146,41,1,2,5,1,,,,,2,,3,3,,,,0,7,346,599
Total,,,268,287,90,3,7,10,5,0,0,0,0,5,0,5,5,0,0,0,0,11,696,1198
Sección 1000 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,94,41,2,5,3,2,,,,,1,,6,0,,,,0,10,248,483
C1,AC,Urna tradicional,79,94,34,5,3,9,1,,,,,2,,6,1,,,,0,11,245,484
Total,,,163,188,75,7,8,12,3,0,0,0,0,3,0,12,1,0,0,0,0,21,493,967
Sección 1001 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,119,48,7,4,5,8,,,,,3,,7,5,,,,0,12,337,597
C1,AC,Urna tradicional,113,119,47,5,6,6,4,,,,,4,,6,3,,,,0,18,331,598
Total,,,232,238,95,12,10,11,12,0,0,0,0,7,0,13,8,0,0,0,0,30,668,1195
Sección 1002 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,113,41,5,3,6,3,,,,,0,,3,1,,,,0,10,293,500
C1,AC,Urna tradicional,114,126,39,5,1,7,4,,,,,0,,5,1,,,,1,8,311,501
Total,,,222,239,80,10,4,13,7,0,0,0,0,0,0,8,2,0,0,0,1,18,604,1001
Sección 1003 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,94,50,5,3,10,1,,,,,1,,2,3,,,,0,7,281,529
C1,AC,Urna tradicional,120,97,46,4,2,7,0,,,,,2,,6,2,,,,2,10,298,529
Total,,,225,191,96,9,5,17,1,0,0,0,0,3,0,8,5,0,0,0,2,17,579,1058
Sección 1004 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,143,136,44,6,4,3,2,,,,,5,,4,3,,,,1,13,364,636
C1,AC,Urna tradicional,142,144,56,12,7,3,3,,,,,5,,6,4,,,,1,21,404,636
Total,,,285,280,100,18,11,6,5,0,0,0,0,10,0,10,7,0,0,0,2,34,768,1272
Sección 1005 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,169,138,63,6,7,8,3,,,,,4,,3,9,,,,1,17,428,695
C1,AC,Urna tradicional,188,123,48,5,5,7,5,,,,,4,,9,1,,,,2,13,410,696
Total,,,357,261,111,11,12,15,8,0,0,0,0,8,0,12,10,0,0,0,3,30,838,1391
Sección 1006 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,124,43,2,2,9,7,,,,,1,,2,2,,,,2,11,324,506
C1,AC,Urna tradicional,144,126,31,2,3,4,8,,,,,5,,3,1,,,,0,8,335,506
Total,,,263,250,74,4,5,13,15,0,0,0,0,6,0,5,3,0,0,0,2,19,659,1012
Sección 1007 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,141,58,5,1,12,1,,,,,3,,5,2,,,,0,12,369,611
C1,AC,Urna tradicional,165,119,46,2,7,9,3,,,,,6,,3,1,,,,1,18,380,612
Total,,,294,260,104,7,8,21,4,0,0,0,0,9,0,8,3,0,0,0,1,30,749,1223
Sección 1008 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,146,145,34,3,3,3,2,,,,,4,,3,1,,,,0,15,359,647
C1,AC,Urna tradicional,187,128,44,2,7,5,5,,,,,3,,2,2,,,,0,8,393,647
Total,,,333,273,78,5,10,8,7,0,0,0,0,7,0,5,3,0,0,0,0,23,752,1294
Sección 1009 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,141,127,48,6,2,2,7,,,,,3,,3,2,,,,1,10,352,577
C1,AC,Urna tradicional,147,115,38,5,8,4,5,,,,,4,,7,2,,,,0,15,350,577
Total,,,288,242,86,11,10,6,12,0,0,0,0,7,0,10,4,0,0,0,1,25,702,1154
Sección 1010 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,115,45,7,5,8,3,,,,,2,,4,3,,,,0,11,324,536
C1,AC,Urna tradicional,159,94,40,6,3,6,4,,,,,6,,0,2,,,,0,10,330,537
Total,,,280,209,85,13,8,14,7,0,0,0,0,8,0,4,5,0,0,0,0,21,654,1073
Sección 1011 ,,,,,,,,,,,,,,,,,,,,,,,,
