Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 98 - TURICATO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,68,10,,,0,,0,154,,,,,,0,,,,,0,10,242,444
Total,,,68,10,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,10,242,444
Sección 2099 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,7,,,0,,0,345,,,,,,0,,,,,0,6,390,725
Total,,,32,7,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,6,390,725
Sección 2100 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,2,,,0,,0,12,,,,,,0,,,,,0,2,18,75
Total,,,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,18,75
Sección 2101 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,2,,,0,,0,62,,,,,,0,,,,,0,34,125,224
Total,,,27,2,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,34,125,224
Sección 2102 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,290,,,0,,6,175,,,,,,0,,,,,0,22,531,726
E1,AC,Urna tradicional,31,87,,,3,,1,164,,,,,,3,,,,,0,18,307,440
Total,,,69,377,0,0,3,0,7,339,0,0,0,0,0,3,0,0,0,0,0,40,838,1166
Sección 2103 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,30,,,1,,1,16,,,,,,0,,,,,0,2,75,118
Total,,,25,30,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,75,118
Sección 2104 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,74,,,0,,0,63,,,,,,3,,,,,0,11,261,407
Total,,,110,74,0,0,0,0,0,63,0,0,0,0,0,3,0,0,0,0,0,11,261,407
Sección 2105 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,2,,,0,,0,19,,,,,,0,,,,,0,0,57,143
Total,,,36,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,57,143
Sección 2107 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,48,,,0,,2,68,,,,,,0,,,,,0,1,164,235
Total,,,45,48,0,0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,1,164,235
Sección 2108 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,12,,,0,,0,75,,,,,,0,,,,,0,3,95,202
Total,,,5,12,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,3,95,202
Sección 2109 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,11,,,1,,0,91,,,,,,0,,,,,1,24,217,397
Total,,,89,11,0,0,1,0,0,91,0,0,0,0,0,0,0,0,0,0,1,24,217,397
Sección 2110 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,24,,,0,,0,130,,,,,,0,,,,,0,11,239,421
E1,AC,Urna tradicional,55,26,,,2,,0,46,,,,,,0,,,,,0,2,131,188
Total,,,129,50,0,0,2,0,0,176,0,0,0,0,0,0,0,0,0,0,0,13,370,609
Sección 2111 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,3,,,1,,0,118,,,,,,0,,,,,0,1,131,238
Total,,,8,3,0,0,1,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1,131,238
Sección 2112 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,5,,,0,,0,93,,,,,,1,,,,,0,5,120,302
Total,,,16,5,0,0,0,0,0,93,0,0,0,0,0,1,0,0,0,0,0,5,120,302
Total municipal,,,2669,4727,0,0,71,0,109,6653,0,0,0,0,0,119,0,0,0,0,14,604,14966,25135
