Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 67 - PATZCUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,57,119,,,36,,2,40,,,,2,,,,,,,0,17,273,478
Total,,,100,260,0,0,85,0,2,82,0,0,0,5,0,0,0,0,0,0,0,29,563,956
Sección 1467 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,111,,,55,,5,52,,,,0,,,,,,,0,15,296,550
C1,AC,Urna tradicional,57,119,,,36,,2,40,,,,2,,,,,,,0,17,273,551
C2,AC,Urna tradicional,63,100,,,63,,0,59,,,,1,,,,,,,0,6,292,551
Total,,,178,330,0,0,154,0,7,151,0,0,0,3,0,0,0,0,0,0,0,38,861,1652
Sección 1468 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,139,,,41,,2,40,,,,2,,,,,,,0,25,348,550
Total,,,99,139,0,0,41,0,2,40,0,0,0,2,0,0,0,0,0,0,0,25,348,550
Sección 1469 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,119,,,20,,8,35,,,,88,,,,,,,0,20,370,471
C1,AC,Urna tradicional,80,102,,,42,,2,42,,,,1,,,,,,,0,15,284,472
Total,,,160,221,0,0,62,0,10,77,0,0,0,89,0,0,0,0,0,0,0,35,654,943
Sección 1470 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,130,,,47,,1,107,,,,5,,,,,,,0,22,418,726
C1,AC,Urna tradicional,91,131,,,65,,3,83,,,,4,,,,,,,0,15,392,726
C2,AC,Urna tradicional,91,172,,,61,,1,90,,,,0,,,,,,,0,32,447,726
C3,AC,Urna tradicional,108,148,,,61,,2,97,,,,4,,,,,,,0,13,433,726
C4,AC,Urna tradicional,99,112,,,52,,3,99,,,,6,,,,,,,0,16,387,726
Total,,,495,693,0,0,286,0,10,476,0,0,0,19,0,0,0,0,0,0,0,98,2077,3630
Sección 1471 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,106,,,48,,0,56,,,,0,,,,,,,0,15,301,548
C1,AC,Urna tradicional,75,93,,,42,,5,34,,,,3,,,,,,,0,12,264,548
C2,AC,Urna tradicional,79,119,,,43,,1,46,,,,0,,,,,,,0,12,300,549
Total,,,230,318,0,0,133,0,6,136,0,0,0,3,0,0,0,0,0,0,0,39,865,1645
Sección 1472 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,121,,,72,,1,71,,,,2,,,,,,,0,13,352,640
C1,AC,Urna tradicional,86,126,,,64,,4,52,,,,2,,,,,,,0,15,349,641
Total,,,158,247,0,0,136,0,5,123,0,0,0,4,0,0,0,0,0,0,0,28,701,1281
Sección 1473 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,125,,,61,,0,49,,,,0,,,,,,,0,26,344,661
C1,AC,Urna tradicional,80,100,,,75,,4,63,,,,0,,,,,,,0,17,339,661
C2,AC,Urna tradicional,81,91,,,81,,5,65,,,,4,,,,,,,0,17,344,661
Total,,,244,316,0,0,217,0,9,177,0,0,0,4,0,0,0,0,0,0,0,60,1027,1983
Sección 1474 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,79,,,40,,0,76,,,,2,,,,,,,0,14,284,615
C1,AC,Urna tradicional,90,64,,,66,,4,68,,,,0,,,,,,,0,13,305,616
C2,AC,Urna tradicional,52,88,,,58,,4,70,,,,4,,,,,,,0,17,293,616
C3,AC,Urna tradicional,76,91,,,50,,2,66,,,,0,,,,,,,0,19,304,616
Total,,,291,322,0,0,214,0,10,280,0,0,0,6,0,0,0,0,0,0,0,63,1186,2463
Sección 1475 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,127,,,50,,0,70,,,,0,,,,,,,0,17,347,637
C1,AC,Urna tradicional,76,118,,,48,,5,84,,,,5,,,,,,,9,23,368,638
C2,AC,Urna tradicional,76,123,,,38,,1,72,,,,1,,,,,,,0,14,325,638
Total,,,235,368,0,0,136,0,6,226,0,0,0,6,0,0,0,0,0,0,9,54,1040,1913
Sección 1476 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,94,,,70,,3,70,,,,3,,,,,,,0,21,316,699
C1,AC,Urna tradicional,81,88,,,70,,2,81,,,,2,,,,,,,0,25,349,699
C2,AC,Urna tradicional,62,99,,,74,,4,93,,,,70,,,,,,,1,15,418,700
C3,AC,Urna tradicional,76,108,,,54,,0,74,,,,2,,,,,,,2,25,341,700
C4,AC,Urna tradicional,59,79,,,58,,2,94,,,,0,,,,,,,0,20,312,700
C5,AC,Urna tradicional,76,103,,,45,,0,78,,,,310,,,,,,,0,0,612,700
Total,,,409,571,0,0,371,0,11,490,0,0,0,387,0,0,0,0,0,0,3,106,2348,4198
Sección 1477 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,102,,,39,,3,74,,,,0,,,,,,,0,15,321,643
C1,AC,Urna tradicional,101,98,,,35,,0,75,,,,0,,,,,,,0,10,319,643
C2,AC,Urna tradicional,91,127,,,42,,4,75,,,,0,,,,,,,0,20,359,643
C3,AC,Urna tradicional,98,111,,,53,,0,60,,,,0,,,,,,,0,19,341,643
Total,,,378,438,0,0,169,0,7,284,0,0,0,0,0,0,0,0,0,0,0,64,1340,2572
Sección 1478 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,96,,,37,,1,62,,,,2,,,,,,,0,36,293,670
C1,AC,Urna tradicional,62,113,,,39,,3,69,,,,1,,,,,,,1,15,303,670
C2,AC,Urna tradicional,92,123,,,47,,3,61,,,,3,,,,,,,0,14,343,671
Total,,,213,332,0,0,123,0,7,192,0,0,0,6,0,0,0,0,0,0,1,65,939,2011
Sección 1479 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,102,59,,,27,,2,112,,,,0,,,,,,,0,31,333,714
C1,AC,Urna tradicional,108,62,,,25,,4,89,,,,112,,,,,,,2,30,432,714
C2,AC,Urna tradicional,127,60,,,37,,5,91,,,,0,,,,,,,0,26,346,714
Total,,,337,181,0,0,89,0,11,292,0,0,0,112,0,0,0,0,0,0,2,87,1111,2142
Sección 1480 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,59,,,21,,5,127,,,,3,,,,,,,0,23,330,693
C1,AC,Urna tradicional,104,46,,,26,,5,123,,,,1,,,,,,,0,23,328,693
C2,AC,Urna tradicional,90,40,,,29,,4,109,,,,1,,,,,,,0,24,297,693
Total,,,286,145,0,0,76,0,14,359,0,0,0,5,0,0,0,0,0,0,0,70,955,2079
Sección 1481 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,62,115,,,29,,1,80,,,,0,,,,,,,0,14,301,533
C1,AC,Urna tradicional,72,93,,,45,,1,74,,,,73,,,,,,,0,12,370,533
Total,,,134,208,0,0,74,0,2,154,0,0,0,73,0,0,0,0,0,0,0,26,671,1066
Sección 1482 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,72,,,28,,0,82,,,,0,,,,,,,0,11,269,540
C1,AC,Urna tradicional,73,98,,,21,,0,70,,,,73,,,,,,,0,10,345,541
Total,,,149,170,0,0,49,0,0,152,0,0,0,73,0,0,0,0,0,0,0,21,614,1081
Sección 1483 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,52,64,,,67,,0,193,,,,0,,,,,,,3,22,401,656
C1,AC,Urna tradicional,83,52,,,71,,0,189,,,,0,,,,,,,0,26,421,656
C2,AC,Urna tradicional,68,80,,,78,,0,148,,,,69,,,,,,,0,19,462,656
Total,,,203,196,0,0,216,0,0,530,0,0,0,69,0,0,0,0,0,0,3,67,1284,1968
Sección 1484 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,61,,,10,,1,109,,,,0,,,,,,,0,12,228,418
C1,AC,Urna tradicional,42,64,,,11,,2,81,,,,0,,,,,,,0,12,212,418
Total,,,77,125,0,0,21,0,3,190,0,0,0,0,0,0,0,0,0,0,0,24,440,836
Sección 1485 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,77,,,38,,0,45,,,,140,,,,,,,0,16,456,611
C1,AC,Urna tradicional,136,98,,,43,,4,58,,,,140,,,,,,,0,20,499,611
Total,,,276,175,0,0,81,0,4,103,0,0,0,280,0,0,0,0,0,0,0,36,955,1222
Sección 1486 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,32,,,55,,2,75,,,,2,,,,,,,0,20,277,588
C1,AC,Urna tradicional,83,59,,,57,,3,93,,,,0,,,,,,,0,24,319,589
Total,,,174,91,0,0,112,0,5,168,0,0,0,2,0,0,0,0,0,0,0,44,596,1177
Sección 1487 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,74,,,28,,2,108,,,,90,,,,,,,0,11,401,621
C1,AC,Urna tradicional,89,92,,,30,,4,91,,,,0,,,,,,,1,11,318,621
Total,,,177,166,0,0,58,0,6,199,0,0,0,90,0,0,0,0,0,0,1,22,719,1242
Sección 1488 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,175,47,,,27,,7,89,,,,0,,,,,,,0,21,366,736
Total,,,175,47,0,0,27,0,7,89,0,0,0,0,0,0,0,0,0,0,0,21,366,736
Sección 1489 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,132,,,13,,2,76,,,,0,,,,,,,0,37,288,535
C1,AC,Urna tradicional,37,149,,,13,,1,49,,,,0,,,,,,,1,20,270,535
Total,,,65,281,0,0,26,0,3,125,0,0,0,0,0,0,0,0,0,0,1,57,558,1070
Sección 1490 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,105,,,17,,2,74,,,,0,,,,,,,0,15,253,500
C1,AC,Urna tradicional,39,122,,,27,,2,68,,,,0,,,,,,,0,20,278,501
Total,,,79,227,0,0,44,0,4,142,0,0,0,0,0,0,0,0,0,0,0,35,531,1001
Sección 1491 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,133,57,,,62,,0,56,,,,0,,,,,,,0,22,330,655
C1,AC,Urna tradicional,135,60,,,47,,0,77,,,,0,,,,,,,3,14,336,655
Total,,,268,117,0,0,109,0,0,133,0,0,0,0,0,0,0,0,0,0,3,36,666,1310
Sección 1492 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,79,,,27,,2,72,,,,0,,,,,,,0,30,288,617
C1,AC,Urna tradicional,82,93,,,23,,0,72,,,,0,,,,,,,1,12,283,617
Total,,,160,172,0,0,50,0,2,144,0,0,0,0,0,0,0,0,0,0,1,42,571,1234
Sección 1493 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,162,101,,,26,,2,68,,,,0,,,,,,,0,34,393,672
C1,AC,Urna tradicional,190,74,,,24,,1,63,,,,0,,,,,,,0,28,380,672
Total,,,352,175,0,0,50,0,3,131,0,0,0,0,0,0,0,0,0,0,0,62,773,1344
Sección 1494 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,106,,,10,,0,17,,,,0,,,,,,,0,4,168,303
Total,,,31,106,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,168,303
Sección 1495 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,96,,,18,,2,36,,,,2,,,,,,,0,15,249,347
Total,,,80,96,0,0,18,0,2,36,0,0,0,2,0,0,0,0,0,0,0,15,249,347
Sección 1496 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,199,87,,,17,,4,31,,,,0,,,,,,,0,27,365,626
C1,AC,Urna tradicional,264,51,,,11,,0,31,,,,0,,,,,,,0,18,375,626
Total,,,463,138,0,0,28,0,4,62,0,0,0,0,0,0,0,0,0,0,0,45,740,1252
Sección 1497 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,91,,,71,,4,83,,,,0,,,,,,,0,15,327,593
C1,AC,Urna tradicional,84,94,,,64,,1,79,,,,2,,,,,,,2,12,338,594
Total,,,147,185,0,0,135,0,5,162,0,0,0,2,0,0,0,0,0,0,2,27,665,1187
Total municipal,,,8540,10594,0,0,4835,0,230,7909,0,0,0,1413,0,0,0,0,0,0,31,1940,35492,64836
