Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 100 - TUZANTLA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,31,51,,,0,,,137,,,,,,0,,,,,1,20,240,451
Total,,,31,51,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,1,20,240,451
Sección 2145 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,72,,,0,,,83,,,,,,0,,,,,0,2,161,280
Total,,,4,72,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,2,161,280
Sección 2146 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,217,,,0,,,75,,,,,,4,,,,,0,3,307,518
C1,AC,Urna tradicional,11,203,,,0,,,69,,,,,,0,,,,,0,16,299,519
C2,AC,Urna tradicional,10,185,,,5,,,65,,,,,,9,,,,,0,10,284,519
Total,,,29,605,0,0,5,0,0,209,0,0,0,0,0,13,0,0,0,0,0,29,890,1556
Sección 2147 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,96,,,8,,,169,,,,,,7,,,,,0,6,300,661
Total,,,14,96,0,0,8,0,0,169,0,0,0,0,0,7,0,0,0,0,0,6,300,661
Sección 2148 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,3,59,,,0,,,39,,,,,,1,,,,,0,1,103,172
Total,,,3,59,0,0,0,0,0,39,0,0,0,0,0,1,0,0,0,0,0,1,103,172
Sección 2149 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,48,,,0,,,104,,,,,,0,,,,,0,3,173,294
Total,,,18,48,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,3,173,294
Sección 2150 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,59,,,1,,,34,,,,,,1,,,,,0,9,119,214
Total,,,15,59,0,0,1,0,0,34,0,0,0,0,0,1,0,0,0,0,0,9,119,214
Total municipal,,,950,3593,0,0,75,0,0,3618,0,0,0,0,0,74,0,0,0,0,1,265,8576,14657
