Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 113 - ZITACUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2583 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,130,103,,,7,,0,74,,,,0,,,,,,,0,8,322,554
C1,AC,Urna tradicional,108,117,,,13,,7,35,,,,0,,,,,,,1,12,293,554
C2,AC,Urna tradicional,113,116,,,13,,4,66,,,,2,,,,,,,0,9,323,555
Total,,,351,336,0,0,33,0,11,175,0,0,0,2,0,0,0,0,0,0,1,29,938,1663
Sección 2584 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,122,,,12,,1,54,,,,2,,,,,,,0,13,323,593
C1,AC,Urna tradicional,114,118,,,9,,0,63,,,,0,,,,,,,0,10,314,593
C2,AC,Urna tradicional,133,111,,,7,,1,61,,,,5,,,,,,,0,11,329,593
C3,AC,Urna tradicional,104,139,,,12,,2,66,,,,0,,,,,,,1,15,339,593
Total,,,470,490,0,0,40,0,4,244,0,0,0,7,0,0,0,0,0,0,1,49,1305,2372
Sección 2585 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,120,137,,,8,,5,72,,,,4,,,,,,,0,13,359,715
C1,AC,Urna tradicional,132,133,,,5,,2,91,,,,2,,,,,,,0,23,388,715
C2,AC,Urna tradicional,122,121,,,10,,3,96,,,,1,,,,,,,0,11,364,716
C3,AC,Urna tradicional,134,140,,,12,,1,81,,,,1,,,,,,,0,16,385,716
C4,AC,Urna tradicional,131,131,,,9,,2,83,,,,133,,,,,,,0,19,508,716
Total,,,639,662,0,0,44,0,13,423,0,0,0,141,0,0,0,0,0,0,0,82,2004,3578
Sección 2586 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,138,,,4,,4,69,,,,1,,,,,,,1,12,321,499
C1,AC,Urna tradicional,107,118,,,7,,0,65,,,,0,,,,,,,0,4,301,500
Total,,,199,256,0,0,11,0,4,134,0,0,0,1,0,0,0,0,0,0,1,16,622,999
Sección 2587 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,139,129,,,13,,1,85,,,,0,,,,,,,2,20,389,688
C1,AC,Urna tradicional,149,140,,,13,,1,71,,,,2,,,,,,,0,15,391,689
Total,,,288,269,0,0,26,0,2,156,0,0,0,2,0,0,0,0,0,0,2,35,780,1377
Sección 2588 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,154,,,7,,0,73,,,,0,,,,,,,0,11,373,651
C1,AC,Urna tradicional,138,157,,,3,,0,83,,,,1,,,,,,,1,12,395,652
Total,,,266,311,0,0,10,0,0,156,0,0,0,1,0,0,0,0,0,0,1,23,768,1303
Sección 2589 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,117,,,12,,3,64,,,,0,,,,,,,1,15,306,532
C1,AC,Urna tradicional,104,129,,,13,,0,62,,,,0,,,,,,,0,11,319,532
Total,,,198,246,0,0,25,0,3,126,0,0,0,0,0,0,0,0,0,0,1,26,625,1064
Sección 2590 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,173,144,,,9,,3,88,,,,1,,,,,,,1,11,430,718
Total,,,173,144,0,0,9,0,3,88,0,0,0,1,0,0,0,0,0,0,1,11,430,718
Sección 2591 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,109,,,16,,2,95,,,,3,,,,,,,0,13,342,554
C1,AC,Urna tradicional,97,99,,,19,,0,113,,,,0,,,,,,,0,11,339,555
Total,,,201,208,0,0,35,0,2,208,0,0,0,3,0,0,0,0,0,0,0,24,681,1109
Sección 2592 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,87,91,,,7,,1,88,,,,0,,,,,,,0,10,284,517
C1,AC,Urna tradicional,71,83,,,11,,3,90,,,,1,,,,,,,0,16,275,517
C2,AC,Urna tradicional,85,118,,,10,,0,51,,,,4,,,,,,,0,12,280,517
Total,,,243,292,0,0,28,0,4,229,0,0,0,5,0,0,0,0,0,0,0,38,839,1551
Sección 2593 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,119,,,7,,1,91,,,,0,,,,,,,0,16,320,562
C1,AC,Urna tradicional,88,116,,,14,,1,80,,,,1,,,,,,,1,10,311,563
Total,,,174,235,0,0,21,0,2,171,0,0,0,1,0,0,0,0,0,0,1,26,631,1125
Sección 2594 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,150,,,21,,5,105,,,,2,,,,,,,0,12,380,696
C1,AC,Urna tradicional,103,149,,,22,,0,97,,,,2,,,,,,,0,14,387,697
Total,,,188,299,0,0,43,0,5,202,0,0,0,4,0,0,0,0,0,0,0,26,767,1393
Sección 2595 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,102,,,4,,0,73,,,,0,,,,,,,0,15,272,556
C1,AC,Urna tradicional,59,85,,,4,,2,66,,,,2,,,,,,,0,55,273,557
Total,,,137,187,0,0,8,0,2,139,0,0,0,2,0,0,0,0,0,0,0,70,545,1113
Sección 2596 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,105,,,10,,0,49,,,,0,,,,,,,0,9,238,440
C1,AC,Urna tradicional,92,93,,,9,,1,42,,,,0,,,,,,,0,13,250,440
Total,,,157,198,0,0,19,0,1,91,0,0,0,0,0,0,0,0,0,0,0,22,488,880
Sección 2597 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,137,,,13,,3,89,,,,6,,,,,,,0,13,341,623
C1,AC,Urna tradicional,72,120,,,16,,0,87,,,,2,,,,,,,0,16,313,623
Total,,,152,257,0,0,29,0,3,176,0,0,0,8,0,0,0,0,0,0,0,29,654,1246
Sección 2598 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,145,,,10,,1,66,,,,0,,,,,,,0,17,308,621
C1,AC,Urna tradicional,76,105,,,21,,4,59,,,,0,,,,,,,1,9,275,622
Total,,,145,250,0,0,31,0,5,125,0,0,0,0,0,0,0,0,0,0,1,26,583,1243
Sección 2599 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,111,,,13,,3,101,,,,0,,,,,,,0,9,351,616
C1,AC,Urna tradicional,79,103,,,18,,1,97,,,,1,,,,,,,0,12,311,617
Total,,,193,214,0,0,31,0,4,198,0,0,0,1,0,0,0,0,0,0,0,21,662,1233
Sección 2600 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,97,,,10,,0,58,,,,0,,,,,,,0,9,262,425
C1,AC,Urna tradicional,81,85,,,3,,1,56,,,,1,,,,,,,0,5,232,425
Total,,,169,182,0,0,13,0,1,114,0,0,0,1,0,0,0,0,0,0,0,14,494,850
Sección 2601 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,123,,,3,,1,33,,,,0,,,,,,,0,4,224,383
C1,AC,Urna tradicional,63,113,,,6,,2,49,,,,0,,,,,,,1,9,243,384
Total,,,123,236,0,0,9,0,3,82,0,0,0,0,0,0,0,0,0,0,1,13,467,767
Sección 2602 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,101,,,2,,0,68,,,,1,,,,,,,1,9,267,500
C1,AC,Urna tradicional,67,95,,,15,,4,59,,,,3,,,,,,,0,8,251,500
C2,AC,Urna tradicional,66,96,,,12,,1,70,,,,0,,,,,,,0,14,259,501
Total,,,218,292,0,0,29,0,5,197,0,0,0,4,0,0,0,0,0,0,1,31,777,1501
Sección 2603 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,146,,,15,,2,87,,,,0,,,,,,,0,18,362,646
C1,AC,Urna tradicional,100,157,,,11,,0,79,,,,3,,,,,,,0,18,368,647
Total,,,194,303,0,0,26,0,2,166,0,0,0,3,0,0,0,0,0,0,0,36,730,1293
Sección 2604 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,86,,,5,,3,57,,,,2,,,,,,,0,4,231,453
C1,AC,Urna tradicional,87,91,,,10,,2,70,,,,2,,,,,,,2,8,272,454
Total,,,161,177,0,0,15,0,5,127,0,0,0,4,0,0,0,0,0,0,2,12,503,907
Sección 2605 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,106,,,12,,2,56,,,,0,,,,,,,0,8,300,537
C1,AC,Urna tradicional,110,103,,,7,,0,58,,,,0,,,,,,,0,16,294,538
Total,,,226,209,0,0,19,0,2,114,0,0,0,0,0,0,0,0,0,0,0,24,594,1075
Sección 2606 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,88,,,7,,0,73,,,,0,,,,,,,0,10,283,487
C1,AC,Urna tradicional,73,94,,,12,,1,56,,,,0,,,,,,,0,5,241,487
Total,,,178,182,0,0,19,0,1,129,0,0,0,0,0,0,0,0,0,0,0,15,524,974
Sección 2607 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,133,,,15,,3,84,,,,2,,,,,,,1,13,357,692
C1,AC,Urna tradicional,77,134,,,15,,0,96,,,,2,,,,,,,2,14,340,692
Total,,,183,267,0,0,30,0,3,180,0,0,0,4,0,0,0,0,0,0,3,27,697,1384
Sección 2608 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,89,,,15,,2,84,,,,2,,,,,,,0,11,308,632
C1,AC,Urna tradicional,83,104,,,13,,0,85,,,,3,,,,,,,0,14,302,633
Total,,,188,193,0,0,28,0,2,169,0,0,0,5,0,0,0,0,0,0,0,25,610,1265
Sección 2609 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,179,,,14,,3,109,,,,0,,,,,,,0,11,402,612
C1,AC,Urna tradicional,79,199,,,13,,3,96,,,,3,,,,,,,0,9,402,613
Total,,,165,378,0,0,27,0,6,205,0,0,0,3,0,0,0,0,0,0,0,20,804,1225
Sección 2610 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,143,,,20,,0,122,,,,0,,,,,,,0,5,406,662
C1,AC,Urna tradicional,98,132,,,23,,4,101,,,,4,,,,,,,0,11,373,662
C2,AC,Urna tradicional,104,140,,,11,,1,117,,,,1,,,,,,,0,13,387,663
C3,AC,Urna tradicional,110,149,,,12,,2,108,,,,1,,,,,,,0,6,388,663
Total,,,428,564,0,0,66,0,7,448,0,0,0,6,0,0,0,0,0,0,0,35,1554,2650
Sección 2611 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,104,,,9,,3,54,,,,4,,,,,,,0,8,256,515
C1,AC,Urna tradicional,68,100,,,8,,3,58,,,,2,,,,,,,0,16,255,516
Total,,,142,204,0,0,17,0,6,112,0,0,0,6,0,0,0,0,0,0,0,24,511,1031
Sección 2612 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,56,93,,,11,,1,83,,,,0,,,,,,,0,7,251,513
C1,AC,Urna tradicional,76,103,,,14,,6,74,,,,0,,,,,,,0,11,284,513
Total,,,132,196,0,0,25,0,7,157,0,0,0,0,0,0,0,0,0,0,0,18,535,1026
Sección 2613 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,122,,,7,,0,76,,,,0,,,,,,,0,7,281,513
C1,AC,Urna tradicional,61,107,,,15,,2,67,,,,0,,,,,,,0,9,261,514
C2,AC,Urna tradicional,72,101,,,12,,0,81,,,,0,,,,,,,0,11,277,514
Total,,,202,330,0,0,34,0,2,224,0,0,0,0,0,0,0,0,0,0,0,27,819,1541
Sección 2614 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,108,,,8,,4,54,,,,0,,,,,,,0,15,264,510
C1,AC,Urna tradicional,67,137,,,8,,0,53,,,,0,,,,,,,0,12,277,511
Total,,,142,245,0,0,16,0,4,107,0,0,0,0,0,0,0,0,0,0,0,27,541,1021
Sección 2615 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,148,,,14,,2,60,,,,0,,,,,,,0,11,351,663
C1,AC,Urna tradicional,128,127,,,10,,3,79,,,,0,,,,,,,0,11,358,663
Total,,,244,275,0,0,24,0,5,139,0,0,0,0,0,0,0,0,0,0,0,22,709,1326
Sección 2616 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,148,,,7,,5,95,,,,0,,,,,,,2,14,346,642
C1,AC,Urna tradicional,84,154,,,10,,0,102,,,,0,,,,,,,0,17,367,643
Total,,,159,302,0,0,17,0,5,197,0,0,0,0,0,0,0,0,0,0,2,31,713,1285
Sección 2617 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,116,,,6,,0,78,,,,0,,,,,,,0,7,256,507
C1,AC,Urna tradicional,46,117,,,12,,0,81,,,,2,,,,,,,0,13,271,507
Total,,,95,233,0,0,18,0,0,159,0,0,0,2,0,0,0,0,0,0,0,20,527,1014
Sección 2618 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,89,,,8,,1,110,,,,1,,,,,,,1,11,286,546
C1,AC,Urna tradicional,53,104,,,11,,2,113,,,,0,,,,,,,1,14,298,547
Total,,,118,193,0,0,19,0,3,223,0,0,0,1,0,0,0,0,0,0,2,25,584,1093
Sección 2619 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,105,,,8,,2,136,,,,0,,,,,,,0,8,341,588
C1,AC,Urna tradicional,63,143,,,5,,3,88,,,,0,,,,,,,0,13,315,588
Total,,,145,248,0,0,13,0,5,224,0,0,0,0,0,0,0,0,0,0,0,21,656,1176
Sección 2620 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,99,,,9,,0,104,,,,4,,,,,,,0,10,339,598
C1,AC,Urna tradicional,79,102,,,11,,2,113,,,,3,,,,,,,1,16,327,599
C2,AC,Urna tradicional,81,96,,,12,,0,120,,,,0,,,,,,,0,11,320,599
Total,,,273,297,0,0,32,0,2,337,0,0,0,7,0,0,0,0,0,0,1,37,986,1796
Sección 2621 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,116,,,9,,1,51,,,,1,,,,,,,1,9,230,401
Total,,,42,116,0,0,9,0,1,51,0,0,0,1,0,0,0,0,0,0,1,9,230,401
Sección 2622 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,161,,,13,,2,71,,,,0,,,,,,,0,20,342,681
C1,AC,Urna tradicional,99,188,,,9,,2,46,,,,0,,,,,,,0,32,376,682
C2,AC,Urna tradicional,88,174,,,8,,1,70,,,,2,,,,,,,0,19,362,682
Total,,,262,523,0,0,30,0,5,187,0,0,0,2,0,0,0,0,0,0,0,71,1080,2045
Sección 2623 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,141,,,11,,2,85,,,,0,,,,,,,0,19,375,676
C1,AC,Urna tradicional,93,156,,,9,,0,92,,,,0,,,,,,,0,26,376,676
Total,,,210,297,0,0,20,0,2,177,0,0,0,0,0,0,0,0,0,0,0,45,751,1352
Sección 2624 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,25,,,35,,0,24,,,,0,,,,,,,1,6,95,177
Total,,,4,25,0,0,35,0,0,24,0,0,0,0,0,0,0,0,0,0,1,6,95,177
Sección 2625 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,124,94,,,8,,0,80,,,,0,,,,,,,3,35,344,656
C1,AC,Urna tradicional,105,109,,,0,,0,65,,,,0,,,,,,,5,28,312,657
Total,,,229,203,0,0,8,0,0,145,0,0,0,0,0,0,0,0,0,0,8,63,656,1313
Sección 2626 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,164,,,10,,0,125,,,,0,,,,,,,0,37,416,680
C1,AC,Urna tradicional,106,148,,,18,,1,103,,,,0,,,,,,,2,23,401,681
Total,,,186,312,0,0,28,0,1,228,0,0,0,0,0,0,0,0,0,0,2,60,817,1361
Sección 2627 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,73,,,3,,0,42,,,,1,,,,,,,0,26,274,607
Total,,,129,73,0,0,3,0,0,42,0,0,0,1,0,0,0,0,0,0,0,26,274,607
Sección 2628 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,98,83,,,5,,0,115,,,,0,,,,,,,0,26,327,619
C1,AC,Urna tradicional,89,110,,,1,,0,108,,,,0,,,,,,,0,30,338,619
C2,AC,Urna tradicional,70,102,,,7,,2,86,,,,0,,,,,,,0,15,282,619
Total,,,257,295,0,0,13,0,2,309,0,0,0,0,0,0,0,0,0,0,0,71,947,1857
Sección 2629 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,150,,,13,,1,86,,,,0,,,,,,,0,22,352,643
C1,AC,Urna tradicional,103,123,,,7,,3,69,,,,0,,,,,,,0,26,331,643
C2,AC,Urna tradicional,94,135,,,8,,1,74,,,,0,,,,,,,0,23,335,644
C3,AC,Urna tradicional,94,156,,,16,,4,65,,,,0,,,,,,,0,19,354,644
Total,,,371,564,0,0,44,0,9,294,0,0,0,0,0,0,0,0,0,0,0,90,1372,2574
Sección 2630 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,125,,,4,,1,83,,,,1,,,,,,,1,10,291,531
C1,AC,Urna tradicional,78,142,,,4,,2,69,,,,6,,,,,,,0,10,311,531
Total,,,144,267,0,0,8,0,3,152,0,0,0,7,0,0,0,0,0,0,1,20,602,1062
Sección 2631 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,97,,,6,,1,95,,,,1,,,,,,,0,12,282,478
C1,AC,Urna tradicional,82,102,,,6,,0,95,,,,0,,,,,,,0,23,308,478
Total,,,152,199,0,0,12,0,1,190,0,0,0,1,0,0,0,0,0,0,0,35,590,956
Sección 2632 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,127,,,14,,1,74,,,,0,,,,,,,0,29,336,632
C1,AC,Urna tradicional,90,125,,,18,,3,79,,,,0,,,,,,,0,22,337,633
Total,,,181,252,0,0,32,0,4,153,0,0,0,0,0,0,0,0,0,0,0,51,673,1265
Sección 2633 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,165,,,11,,2,109,,,,0,,,,,,,1,28,394,716
Total,,,78,165,0,0,11,0,2,109,0,0,0,0,0,0,0,0,0,0,1,28,394,716
Sección 2634 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,70,,,6,,0,68,,,,0,,,,,,,0,21,268,443
C1,AC,Urna tradicional,102,54,,,1,,0,80,,,,0,,,,,,,0,28,265,444
Total,,,205,124,0,0,7,0,0,148,0,0,0,0,0,0,0,0,0,0,0,49,533,887
Sección 2635 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,103,,,8,,0,50,,,,2,,,,,,,0,19,281,466
C1,AC,Urna tradicional,89,91,,,6,,0,44,,,,0,,,,,,,0,29,259,466
Total,,,188,194,0,0,14,0,0,94,0,0,0,2,0,0,0,0,0,0,0,48,540,932
Sección 2636 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,149,131,,,0,,0,104,,,,0,,,,,,,0,34,418,712
C1,AC,Urna tradicional,169,123,,,3,,0,87,,,,0,,,,,,,0,19,401,713
Total,,,318,254,0,0,3,0,0,191,0,0,0,0,0,0,0,0,0,0,0,53,819,1425
Sección 2637 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,124,,,6,,1,72,,,,0,,,,,,,2,14,302,537
C1,AC,Urna tradicional,108,128,,,4,,2,42,,,,0,,,,,,,0,11,295,537
C2,AC,Urna tradicional,100,133,,,6,,0,50,,,,0,,,,,,,0,13,302,538
Total,,,291,385,0,0,16,0,3,164,0,0,0,0,0,0,0,0,0,0,2,38,899,1612
Sección 2638 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,150,119,,,4,,5,64,,,,2,,,,,,,0,16,360,656
C1,AC,Urna tradicional,134,98,,,11,,4,79,,,,4,,,,,,,0,18,348,657
C2,AC,Urna tradicional,123,115,,,11,,3,78,,,,0,,,,,,,1,23,354,657
C3,AC,Urna tradicional,131,144,,,7,,5,66,,,,4,,,,,,,0,11,368,657
Total,,,538,476,0,0,33,0,17,287,0,0,0,10,0,0,0,0,0,0,1,68,1430,2627
Sección 2639 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,166,,,4,,7,95,,,,2,,,,,,,0,21,389,714
C1,AC,Urna tradicional,95,167,,,5,,0,118,,,,2,,,,,,,0,12,399,714
Total,,,189,333,0,0,9,0,7,213,0,0,0,4,0,0,0,0,0,0,0,33,788,1428
Sección 2640 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,144,,,6,,1,75,,,,0,,,,,,,0,21,326,637
C1,AC,Urna tradicional,75,163,,,6,,2,92,,,,0,,,,,,,0,20,358,637
C2,AC,Urna tradicional,82,145,,,3,,3,79,,,,0,,,,,,,1,22,335,637
C3,AC,Urna tradicional,77,166,,,8,,2,68,,,,2,,,,,,,0,21,344,637
Total,,,313,618,0,0,23,0,8,314,0,0,0,2,0,0,0,0,0,0,1,84,1363,2548
Sección 2641 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,141,78,,,6,,14,114,,,,0,,,,,,,0,26,379,582
C1,AC,Urna tradicional,101,96,,,10,,5,136,,,,7,,,,,,,1,19,375,583
C2,AC,Urna tradicional,138,89,,,7,,4,118,,,,0,,,,,,,0,17,373,583
Total,,,380,263,0,0,23,0,23,368,0,0,0,7,0,0,0,0,0,0,1,62,1127,1748
Sección 2642 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,105,,,2,,1,111,,,,0,,,,,,,0,0,314,638
C1,AC,Urna tradicional,101,91,,,24,,1,106,,,,2,,,,,,,2,45,372,638
C2,AC,Urna tradicional,83,123,,,11,,0,79,,,,0,,,,,,,1,25,322,639
Total,,,279,319,0,0,37,0,2,296,0,0,0,2,0,0,0,0,0,0,3,70,1008,1915
Sección 2643 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,112,,,19,,2,77,,,,30,,,,,,,27,0,379,656
C1,AC,Urna tradicional,125,133,,,9,,2,62,,,,4,,,,,,,0,34,369,656
C2,AC,Urna tradicional,108,147,,,9,,1,80,,,,3,,,,,,,0,24,372,657
C3,AC,Urna tradicional,118,125,,,14,,2,65,,,,3,,,,,,,1,23,351,657
Total,,,463,517,0,0,51,0,7,284,0,0,0,40,0,0,0,0,0,0,28,81,1471,2626
Sección 2644 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,108,,,9,,1,63,,,,0,,,,,,,0,27,345,575
C1,AC,Urna tradicional,130,115,,,5,,1,57,,,,0,,,,,,,0,25,333,575
C2,AC,Urna tradicional,105,104,,,11,,1,75,,,,5,,,,,,,1,24,326,575
C3,AC,Urna tradicional,109,119,,,6,,1,55,,,,0,,,,,,,0,23,313,576
Total,,,481,446,0,0,31,0,4,250,0,0,0,5,0,0,0,0,0,0,1,99,1317,2301
Sección 2645 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,150,,,5,,0,77,,,,1,,,,,,,0,14,339,618
C1,AC,Urna tradicional,100,140,,,4,,3,69,,,,2,,,,,,,0,21,339,618
C2,AC,Urna tradicional,106,138,,,7,,2,68,,,,0,,,,,,,0,0,321,619
Total,,,298,428,0,0,16,0,5,214,0,0,0,3,0,0,0,0,0,0,0,35,999,1855
Sección 2646 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,177,,,8,,0,93,,,,0,,,,,,,0,13,361,698
C1,AC,Urna tradicional,72,201,,,5,,2,90,,,,74,,,,,,,0,16,460,699
Total,,,142,378,0,0,13,0,2,183,0,0,0,74,0,0,0,0,0,0,0,29,821,1397
Sección 2647 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,228,,,1,,0,72,,,,2,,,,,,,0,15,364,634
Total,,,46,228,0,0,1,0,0,72,0,0,0,2,0,0,0,0,0,0,0,15,364,634
Sección 2648 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,145,,,3,,0,62,,,,2,,,,,,,0,7,308,437
