Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 34 - HIDALGO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,373,460,0,0,13,0,7,167,0,0,0,4,0,3,0,0,0,0,0,29,1056,2060
Sección 503 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,171,,,3,,5,49,,,,2,,4,,,,,0,13,342,674
C1,AC,Urna tradicional,98,145,,,2,,1,64,,,,2,,4,,,,,0,7,323,674
C2,AC,Urna tradicional,121,129,,,10,,7,69,,,,3,,0,,,,,0,6,345,674
C3,AC,Urna tradicional,127,135,,,0,,0,50,,,,0,,0,,,,,0,5,317,674
Total,,,441,580,0,0,15,0,13,232,0,0,0,7,0,8,0,0,0,0,0,31,1327,2696
Sección 504 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,77,,,0,,1,16,,,,0,,4,,,,,0,6,133,240
Total,,,29,77,0,0,0,0,1,16,0,0,0,0,0,4,0,0,0,0,0,6,133,240
Sección 505 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,14,,,0,,0,8,,,,1,,0,,,,,0,2,95,152
Total,,,70,14,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,95,152
Sección 506 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,32,,,1,,0,11,,,,0,,0,,,,,0,2,125,203
Total,,,79,32,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,125,203
Sección 507 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,30,,,0,,2,17,,,,0,,0,,,,,0,2,56,106
Total,,,5,30,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,2,56,106
Sección 508 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,143,,,7,,2,57,,,,1,,2,,,,,0,11,259,551
C1,AC,Urna tradicional,36,124,,,1,,0,43,,,,0,,3,,,,,0,8,215,552
C2,AC,Urna tradicional,42,178,,,2,,1,60,,,,0,,2,,,,,0,3,288,552
Total,,,114,445,0,0,10,0,3,160,0,0,0,1,0,7,0,0,0,0,0,22,762,1655
Sección 509 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,77,,,4,,0,29,,,,0,,0,,,,,0,2,163,290
Total,,,51,77,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,163,290
Sección 510 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,135,,,2,,0,74,,,,1,,2,,,,,0,21,326,639
C1,AC,Urna tradicional,78,168,,,1,,0,76,,,,2,,3,,,,,0,11,339,640
C2,AC,Urna tradicional,97,120,,,2,,0,78,,,,4,,3,,,,,0,14,318,640
Total,,,266,423,0,0,5,0,0,228,0,0,0,7,0,8,0,0,0,0,0,46,983,1919
Sección 511 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,158,,,4,,1,37,,,,0,,3,,,,,0,15,313,560
C1,AC,Urna tradicional,95,120,,,4,,0,73,,,,2,,3,,,,,0,5,302,560
C2,AC,Urna tradicional,72,180,,,4,,0,108,,,,2,,6,,,,,0,0,372,561
Total,,,262,458,0,0,12,0,1,218,0,0,0,4,0,12,0,0,0,0,0,20,987,1681
Sección 512 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,180,85,,,0,,0,9,,,,8,,4,,,,,0,13,299,527
Total,,,180,85,0,0,0,0,0,9,0,0,0,8,0,4,0,0,0,0,0,13,299,527
Sección 513 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,145,112,,,2,,2,45,,,,4,,1,,,,,0,15,326,598
C1,AC,Urna tradicional,126,139,,,0,,0,42,,,,0,,0,,,,,0,9,316,598
C2,AC,Urna tradicional,135,110,,,0,,0,31,,,,0,,0,,,,,0,9,285,599
Total,,,406,361,0,0,2,0,2,118,0,0,0,4,0,1,0,0,0,0,0,33,927,1795
Sección 514 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,92,,,0,,0,15,,,,0,,0,,,,,0,7,210,443
C1,AC,Urna tradicional,118,62,,,0,,4,12,,,,0,,0,,,,,0,12,208,443
Total,,,214,154,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,19,418,886
Sección 515 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,129,,,6,,2,22,,,,5,,0,,,,,0,19,295,573
Total,,,112,129,0,0,6,0,2,22,0,0,0,5,0,0,0,0,0,0,0,19,295,573
Sección 516 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,125,183,,,0,,0,56,,,,0,,0,,,,,0,21,385,724
Total,,,125,183,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,21,385,724
Sección 517 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,160,,,4,,1,54,,,,0,,0,,,,,0,15,281,631
C1,AC,Urna tradicional,51,170,,,3,,0,55,,,,0,,1,,,,,0,10,290,631
C2,AC,Urna tradicional,47,148,,,3,,2,70,,,,1,,2,,,,,1,13,287,631
C3,AC,Urna tradicional,56,172,,,2,,1,51,,,,0,,8,,,,,0,10,300,631
Total,,,201,650,0,0,12,0,4,230,0,0,0,1,0,11,0,0,0,0,1,48,1158,2524
Sección 518 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,49,,,0,,0,109,,,,0,,0,,,,,0,10,206,364
Total,,,38,49,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,10,206,364
Sección 519 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,57,,,0,,0,6,,,,0,,1,,,,,0,0,75,140
Total,,,11,57,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,75,140
Sección 520 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,78,,,0,,0,30,,,,0,,0,,,,,0,9,185,483
Total,,,68,78,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,185,483
Sección 521 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,122,,,3,,1,52,,,,0,,0,,,,,0,10,254,588
C1,AC,Urna tradicional,47,186,,,4,,0,34,,,,1,,1,,,,,0,8,281,588
C2,AC,Urna tradicional,53,149,,,3,,0,53,,,,0,,2,,,,,0,16,276,588
Total,,,166,457,0,0,10,0,1,139,0,0,0,1,0,3,0,0,0,0,0,34,811,1764
Sección 522 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,108,,,1,,1,19,,,,0,,0,,,,,0,8,201,448
Total,,,64,108,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,8,201,448
Sección 523 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,162,,,2,,0,46,,,,3,,1,,,,,0,6,259,496
Total,,,39,162,0,0,2,0,0,46,0,0,0,3,0,1,0,0,0,0,0,6,259,496
Sección 524 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,120,,,3,,2,33,,,,0,,0,,,,,0,7,223,493
Total,,,58,120,0,0,3,0,2,33,0,0,0,0,0,0,0,0,0,0,0,7,223,493
Sección 525 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,148,,,7,,5,50,,,,0,,0,,,,,0,10,298,500
Total,,,78,148,0,0,7,0,5,50,0,0,0,0,0,0,0,0,0,0,0,10,298,500
Sección 526 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,57,161,,,4,,1,58,,,,6,,2,,,,,0,0,289,590
C1,AC,Urna tradicional,82,142,,,6,,3,58,,,,3,,6,,,,,0,72,372,590
C2,AC,Urna tradicional,92,120,,,3,,3,60,,,,5,,3,,,,,0,19,305,590
Total,,,231,423,0,0,13,0,7,176,0,0,0,14,0,11,0,0,0,0,0,91,966,1770
Sección 527 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,130,,,5,,0,67,,,,2,,4,,,,,0,15,301,636
C1,AC,Urna tradicional,90,119,,,2,,1,47,,,,3,,2,,,,,0,20,284,636
C2,AC,Urna tradicional,100,114,,,3,,0,47,,,,8,,2,,,,,0,19,293,636
Total,,,268,363,0,0,10,0,1,161,0,0,0,13,0,8,0,0,0,0,0,54,878,1908
Sección 528 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,137,,,0,,0,69,,,,0,,0,,,,,0,9,288,715
Total,,,73,137,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,9,288,715
Sección 529 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,98,,,2,,0,127,,,,0,,0,,,,,1,7,268,555
Total,,,33,98,0,0,2,0,0,127,0,0,0,0,0,0,0,0,0,0,1,7,268,555
Sección 530 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,46,,,4,,0,121,,,,0,,0,,,,,0,1,181,394
Total,,,9,46,0,0,4,0,0,121,0,0,0,0,0,0,0,0,0,0,0,1,181,394
Sección 531 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,236,,,3,,2,43,,,,0,,0,,,,,0,6,332,528
Total,,,42,236,0,0,3,0,2,43,0,0,0,0,0,0,0,0,0,0,0,6,332,528
Sección 532 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,127,,,4,,1,30,,,,0,,0,,,,,0,3,249,452
C1,AC,Urna tradicional,79,124,,,7,,1,19,,,,1,,0,,,,,0,8,239,453
Total,,,163,251,0,0,11,0,2,49,0,0,0,1,0,0,0,0,0,0,0,11,488,905
Sección 533 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,46,,,1,,3,6,,,,0,,0,,,,,0,4,75,131
Total,,,15,46,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,75,131
Sección 534 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,52,147,,,3,,2,51,,,,1,,4,,,,,0,12,272,564
Total,,,52,147,0,0,3,0,2,51,0,0,0,1,0,4,0,0,0,0,0,12,272,564
Sección 535 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,47,,,3,,0,5,,,,0,,0,,,,,0,2,68,120
Total,,,11,47,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,68,120
Sección 536 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,61,,,0,,1,12,,,,0,,0,,,,,0,3,95,147
Total,,,18,61,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,3,95,147
Sección 537 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,76,,,0,,0,23,,,,0,,0,,,,,0,7,151,344
Total,,,45,76,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,151,344
Sección 538 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,52,,,5,,1,5,,,,0,,2,,,,,0,8,158,342
Total,,,85,52,0,0,5,0,1,5,0,0,0,0,0,2,0,0,0,0,0,8,158,342
Sección 539 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,109,70,,,4,,0,14,,,,5,,1,,,,,0,15,218,510
Total,,,109,70,0,0,4,0,0,14,0,0,0,5,0,1,0,0,0,0,0,15,218,510
Sección 540 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,43,,,2,,0,19,,,,0,,1,,,,,0,7,97,214
Total,,,25,43,0,0,2,0,0,19,0,0,0,0,0,1,0,0,0,0,0,7,97,214
Sección 541 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,39,,,5,,0,25,,,,0,,0,,,,,0,10,112,228
Total,,,33,39,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,112,228
Sección 542 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,197,,,0,,2,83,,,,0,,0,,,,,0,18,396,707
Total,,,96,197,0,0,0,0,2,83,0,0,0,0,0,0,0,0,0,0,0,18,396,707
Sección 543 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,39,,,2,,0,0,,,,0,,0,,,,,0,2,70,156
Total,,,27,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,156
Sección 544 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,209,,,4,,1,81,,,,2,,2,,,,,3,25,433,733
Total,,,106,209,0,0,4,0,1,81,0,0,0,2,0,2,0,0,0,0,3,25,433,733
Sección 545 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,90,,,1,,0,30,,,,0,,2,,,,,1,8,250,462
C1,AC,Urna tradicional,95,97,,,5,,1,44,,,,0,,0,,,,,1,4,247,463
Total,,,213,187,0,0,6,0,1,74,0,0,0,0,0,2,0,0,0,0,2,12,497,925
Sección 546 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,158,144,,,3,,1,25,,,,1,,1,,,,,0,3,336,603
C1,AC,Urna tradicional,164,122,,,4,,2,40,,,,0,,0,,,,,0,9,341,603
C2,AC,Urna tradicional,124,143,,,3,,2,36,,,,0,,0,,,,,1,13,322,603
C3,AC,Urna tradicional,166,116,,,0,,0,28,,,,0,,0,,,,,1,5,316,603
Total,,,612,525,0,0,10,0,5,129,0,0,0,1,0,1,0,0,0,0,2,30,1315,2412
Sección 547 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,37,70,,,0,,0,11,,,,0,,0,,,,,0,2,120,200
Total,,,37,70,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,120,200
Sección 548 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,136,96,,,7,,2,48,,,,0,,0,,,,,0,12,301,728
Total,,,136,96,0,0,7,0,2,48,0,0,0,0,0,0,0,0,0,0,0,12,301,728
Sección 549 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,70,,,4,,2,19,,,,0,,0,,,,,0,12,167,516
C1,AC,Urna tradicional,65,73,,,3,,0,37,,,,0,,0,,,,,0,6,184,516
C2,AC,Urna tradicional,68,54,,,3,,0,34,,,,1,,5,,,,,0,8,173,516
Total,,,193,197,0,0,10,0,2,90,0,0,0,1,0,5,0,0,0,0,0,26,524,1548
Sección 550 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,123,,,3,,2,78,,,,0,,0,,,,,0,11,308,615
Total,,,91,123,0,0,3,0,2,78,0,0,0,0,0,0,0,0,0,0,0,11,308,615
Sección 551 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,92,,,0,,0,13,,,,0,,0,,,,,0,0,125,244
Total,,,20,92,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,125,244
Sección 552 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,55,,,2,,0,7,,,,0,,0,,,,,1,3,78,180
