Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 70 - LA PIEDAD,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,223,140,47,2,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,3,427,1085
Sección 1540 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,152,109,20,2,4,0,2,,,,,1,,,,,0,,0,6,296,548
C1,AC,Urna tradicional,137,92,14,6,1,0,3,,,,,5,,,,,0,,0,7,265,548
Total,,,289,201,34,8,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,13,561,1096
Sección 1541 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,138,159,35,9,4,0,4,,,,,0,,,,,0,,0,11,360,618
C1,AC,Urna tradicional,164,176,22,2,7,0,3,,,,,1,,,,,0,,0,5,380,618
C2,AC,Urna tradicional,167,166,24,3,5,1,5,,,,,0,,,,,0,,0,4,375,619
Total,,,469,501,81,14,16,1,12,0,0,0,0,1,0,0,0,0,0,0,0,20,1115,1855
Sección 1542 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,59,34,6,4,0,2,,,,,0,,,,,0,,0,5,224,527
C1,AC,Urna tradicional,95,70,35,2,2,0,0,,,,,0,,,,,0,,0,5,209,528
C2,AC,Urna tradicional,107,74,26,3,2,1,3,,,,,0,,,,,0,,0,4,220,528
Total,,,316,203,95,11,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,14,653,1583
Sección 1543 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,178,154,19,3,9,1,0,,,,,0,,,,,0,,0,6,370,624
C1,AC,Urna tradicional,182,116,18,3,5,0,1,,,,,0,,,,,0,,0,6,331,625
C2,AC,Urna tradicional,146,146,14,2,6,1,4,,,,,0,,,,,0,,0,3,322,625
C3,AC,Urna tradicional,171,146,14,0,11,1,1,,,,,0,,,,,0,,0,1,345,625
C4,AC,Urna tradicional,175,143,15,3,0,0,4,,,,,5,,,,,0,,0,5,350,625
Total,,,852,705,80,11,31,3,10,0,0,0,0,5,0,0,0,0,0,0,0,21,1718,3124
Sección 1544 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,199,135,29,4,2,0,1,,,,,4,,,,,0,,0,8,382,732
C1,AC,Urna tradicional,186,127,18,0,3,2,4,,,,,2,,,,,0,,0,5,347,733
Total,,,385,262,47,4,5,2,5,0,0,0,0,6,0,0,0,0,0,0,0,13,729,1465
Sección 1545 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,232,111,31,3,2,0,0,,,,,2,,,,,0,,0,3,384,729
C1,AC,Urna tradicional,246,135,27,9,5,0,1,,,,,2,,,,,0,,0,6,431,730
Total,,,478,246,58,12,7,0,1,0,0,0,0,4,0,0,0,0,0,0,0,9,815,1459
Sección 1546 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,149,123,16,0,0,0,0,,,,,0,,,,,0,,0,8,296,541
C1,AC,Urna tradicional,137,109,11,2,3,0,2,,,,,1,,,,,0,,0,6,271,542
Total,,,286,232,27,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,14,567,1083
Sección 1547 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,72,11,0,1,0,1,,,,,1,,,,,0,,0,3,218,435
C1,AC,Urna tradicional,129,75,16,0,1,0,4,,,,,4,,,,,0,,0,5,234,436
Total,,,258,147,27,0,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,8,452,871
Sección 1548 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,64,17,3,2,0,0,,,,,2,,,,,0,,0,1,203,409
C1,AC,Urna tradicional,119,75,10,1,4,1,0,,,,,0,,,,,0,,0,5,215,409
Total,,,233,139,27,4,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,418,818
Sección 1549 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,157,112,12,4,4,0,1,,,,,1,,,,,0,,0,2,293,478
Total,,,157,112,12,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,293,478
Sección 1550 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,157,126,21,4,6,1,0,,,,,1,,,,,0,,0,8,324,621
Total,,,157,126,21,4,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,324,621
Sección 1551 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,160,124,26,4,6,0,3,,,,,3,,,,,0,,0,1,327,630
Total,,,160,124,26,4,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,327,630
Sección 1552 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,164,80,17,0,0,1,0,,,,,3,,,,,0,,1,5,271,588
C1,AC,Urna tradicional,138,113,22,2,4,0,1,,,,,1,,,,,0,,0,7,288,589
Total,,,302,193,39,2,4,1,1,0,0,0,0,4,0,0,0,0,0,0,1,12,559,1177
Sección 1553 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,71,18,3,5,2,1,,,,,4,,,,,0,,0,3,238,511
C1,AC,Urna tradicional,123,63,20,4,1,0,2,,,,,3,,,,,1,,0,6,223,511
Total,,,254,134,38,7,6,2,3,0,0,0,0,7,0,0,0,0,1,0,0,9,461,1022
Sección 1554 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,72,6,2,1,0,1,,,,,0,,,,,0,,0,4,202,462
C1,AC,Urna tradicional,91,69,13,0,0,0,0,,,,,0,,,,,0,,0,6,179,463
Total,,,207,141,19,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,381,925
Sección 1555 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,74,11,3,2,0,1,,,,,0,,,,,0,,0,10,249,485
C1,AC,Urna tradicional,147,93,13,1,12,0,0,,,,,0,,,,,0,,1,4,271,485
Total,,,295,167,24,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,520,970
Sección 1556 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,145,63,28,1,1,0,0,,,,,1,,,,,0,,0,4,243,487
C1,AC,Urna tradicional,142,62,14,0,0,0,0,,,,,0,,,,,0,,1,7,226,488
Total,,,287,125,42,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,469,975
Sección 1557 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,47,43,0,0,0,0,,,,,0,,,,,0,,0,3,197,501
C1,AC,Urna tradicional,93,59,26,0,3,0,1,,,,,2,,,,,0,,0,6,190,502
Total,,,197,106,69,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,9,387,1003
Sección 1558 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,54,71,14,4,0,0,0,,,,,3,,,,,0,,0,4,150,376
C1,AC,Urna tradicional,68,64,21,1,2,1,0,,,,,4,,,,,0,,0,3,164,377
Total,,,122,135,35,5,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,314,753
Sección 1559 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,68,23,2,3,1,3,,,,,9,,,,,0,,0,3,206,457
C1,AC,Urna tradicional,92,59,16,1,3,0,0,,,,,2,,,,,0,,0,3,176,458
Total,,,186,127,39,3,6,1,3,0,0,0,0,11,0,0,0,0,0,0,0,6,382,915
Sección 1560 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,71,17,3,4,0,0,,,,,2,,,,,0,,0,2,213,432
C1,AC,Urna tradicional,102,64,15,3,1,0,5,,,,,2,,,,,0,,0,7,199,432
Total,,,216,135,32,6,5,0,5,0,0,0,0,4,0,0,0,0,0,0,0,9,412,864
Sección 1561 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,67,17,2,4,0,0,,,,,0,,,,,0,,0,2,223,466
C1,AC,Urna tradicional,103,79,19,1,10,0,0,,,,,0,,,,,0,,1,5,218,467
Total,,,234,146,36,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,441,933
Sección 1562 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,69,16,1,2,0,0,,,,,0,,,,,0,,0,1,215,410
C1,AC,Urna tradicional,105,89,8,3,1,0,1,,,,,0,,,,,0,,0,4,211,411
Total,,,231,158,24,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,426,821
Sección 1563 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,180,92,15,2,2,0,0,,,,,3,,,,,1,,0,8,303,548
C1,AC,Urna tradicional,138,107,11,4,3,0,1,,,,,1,,,,,0,,0,3,268,548
Total,,,318,199,26,6,5,0,1,0,0,0,0,4,0,0,0,0,1,0,0,11,571,1096
Sección 1564 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,126,12,1,3,0,0,,,,,1,,,,,1,,0,2,231,397
C1,AC,Urna tradicional,75,115,6,1,2,0,3,,,,,1,,,,,0,,0,4,207,398
Total,,,160,241,18,2,5,0,3,0,0,0,0,2,0,0,0,0,1,0,0,6,438,795
Sección 1565 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,164,8,0,2,1,1,,,,,3,,,,,0,,0,8,273,458
C1,AC,Urna tradicional,64,143,13,0,3,0,0,,,,,1,,,,,0,,0,8,232,459
Total,,,150,307,21,0,5,1,1,0,0,0,0,4,0,0,0,0,0,0,0,16,505,917
Sección 1566 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,94,14,0,1,0,1,,,,,3,,,,,0,,0,4,246,552
C1,AC,Urna tradicional,97,85,20,1,2,0,3,,,,,0,,,,,0,,0,11,219,552
C2,AC,Urna tradicional,124,74,19,1,2,0,2,,,,,3,,,,,0,,0,3,228,552
Total,,,350,253,53,2,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,18,693,1656
Sección 1567 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,95,31,2,2,2,1,,,,,1,,,,,0,,0,4,275,577
C1,AC,Urna tradicional,124,78,29,4,2,0,4,,,,,0,,,,,0,,0,7,248,578
C2,AC,Urna tradicional,126,99,37,3,2,1,3,,,,,0,,,,,0,,0,7,278,578
Total,,,387,272,97,9,6,3,8,0,0,0,0,1,0,0,0,0,0,0,0,18,801,1733
Sección 1568 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,89,21,3,12,0,2,,,,,2,,,,,0,,0,29,292,624
C1,AC,Urna tradicional,153,85,36,2,1,1,2,,,,,1,,,,,0,,0,0,281,624
C2,AC,Urna tradicional,150,98,29,1,2,2,0,,,,,0,,,,,0,,0,13,295,625
C3,AC,Urna tradicional,146,98,24,0,10,1,0,,,,,1,,,,,0,,0,5,285,625
Total,,,583,370,110,6,25,4,4,0,0,0,0,4,0,0,0,0,0,0,0,47,1153,2498
Sección 1569 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,72,11,0,2,0,0,,,,,0,,,,,0,,0,2,204,505
C1,AC,Urna tradicional,130,72,11,2,4,0,1,,,,,0,,,,,0,,0,8,228,506
Total,,,247,144,22,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,432,1011
Sección 1570 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,82,21,3,4,0,0,,,,,1,,,,,0,,0,9,252,587
C1,AC,Urna tradicional,136,96,8,0,4,0,0,,,,,3,,,,,0,,0,3,250,588
Total,,,268,178,29,3,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,502,1175
Sección 1571 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,170,95,26,3,3,0,1,,,,,4,,,,,0,,0,8,310,703
C1,AC,Urna tradicional,167,85,22,1,0,2,3,,,,,1,,,,,0,,0,8,289,703
C2,AC,Urna tradicional,150,97,33,1,2,0,4,,,,,5,,,,,0,,0,4,296,703
C3,AC,Urna tradicional,168,100,38,1,5,0,0,,,,,0,,,,,0,,0,2,314,703
C4,AC,Urna tradicional,150,114,32,2,3,1,2,,,,,0,,,,,0,,0,18,322,704
Total,,,805,491,151,8,13,3,10,0,0,0,0,10,0,0,0,0,0,0,0,40,1531,3516
Sección 1572 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,145,90,39,2,2,3,0,,,,,8,,,,,0,,0,11,300,621
C1,AC,Urna tradicional,137,108,45,2,1,0,1,,,,,1,,,,,0,,0,8,303,622
C2,AC,Urna tradicional,139,78,28,2,3,0,1,,,,,2,,,,,0,,0,7,260,622
C3,AC,Urna tradicional,130,114,32,1,2,0,3,,,,,0,,,,,2,,0,0,284,622
C4,AC,Urna tradicional,128,113,31,3,5,0,0,,,,,0,,,,,0,,0,11,291,622
Total,,,679,503,175,10,13,3,5,0,0,0,0,11,0,0,0,0,2,0,0,37,1438,3109
Sección 1573 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,223,57,28,3,2,0,0,,,,,0,,,,,0,,0,4,317,683
C1,AC,Urna tradicional,197,72,37,1,2,0,0,,,,,0,,,,,0,,0,6,315,684
C2,AC,Urna tradicional,216,70,19,0,4,0,1,,,,,0,,,,,0,,0,4,314,684
Total,,,636,199,84,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,946,2051
Sección 1574 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,84,3,3,3,1,1,,,,,0,,,,,0,,0,3,193,403
Total,,,95,84,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,193,403
Sección 1575 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,102,22,22,3,1,1,1,,,,,0,,,,,0,,0,1,153,470
Total,,,102,22,22,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,153,470
Sección 1576 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,185,15,15,1,0,0,3,,,,,0,,,,,0,,0,4,223,420
C1,AC,Urna tradicional,152,36,13,0,0,0,0,,,,,0,,,,,0,,0,10,211,421
Total,,,337,51,28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,434,841
Sección 1577 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,215,39,15,4,4,1,0,,,,,0,,,,,0,,0,3,281,630
C1,AC,Urna tradicional,233,46,17,6,4,1,1,,,,,0,,,,,0,,0,3,311,630
Total,,,448,85,32,10,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,592,1260
Sección 1578 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,152,30,100,5,0,0,0,,,,,3,,,,,1,,0,12,303,632
Total,,,152,30,100,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,12,303,632
Sección 1579 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,201,56,56,1,0,2,0,,,,,0,,,,,0,,0,15,331,667
Total,,,201,56,56,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,331,667
Sección 1580 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,29,44,1,0,0,10,,,,,0,,,,,0,,0,9,212,468
C1,AC,Urna tradicional,117,35,47,3,1,0,1,,,,,0,,,,,0,,0,9,213,468
Total,,,236,64,91,4,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,425,936
Sección 1581 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,19,6,0,0,0,3,,,,,0,,,,,0,,0,1,152,317
Total,,,123,19,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,152,317
Sección 1582 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,136,39,5,0,0,0,2,,,,,1,,,,,0,,0,2,185,305
Total,,,136,39,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,185,305
Sección 1583 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,94,61,3,3,0,0,,,,,2,,,,,0,,0,2,283,607
C1,AC,Urna tradicional,102,145,41,3,3,0,0,,,,,0,,,,,0,,0,4,298,607
C2,AC,Urna tradicional,119,85,50,1,2,0,0,,,,,2,,,,,0,,0,4,263,607
Total,,,339,324,152,7,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,844,1821
Sección 1584 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,21,14,0,0,0,5,,,,,0,,,,,0,,0,1,148,510
C1,AC,Urna tradicional,97,28,13,0,0,0,0,,,,,0,,,,,0,,0,6,144,510
C2,AC,Urna tradicional,121,23,12,0,2,0,3,,,,,2,,,,,0,,0,0,163,511
Total,,,325,72,39,0,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,7,455,1531
Sección 1585 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,48,82,57,0,1,0,0,,,,,0,,,,,0,,0,10,198,480
Total,,,48,82,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,198,480
Sección 1586 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,19,58,2,1,1,3,,,,,0,,,,,0,,0,6,169,469
C1,AC,Urna tradicional,80,22,41,3,1,0,0,,,,,0,,,,,0,,0,8,155,469
Total,,,159,41,99,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,14,324,938
Sección 1587 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,29,55,0,3,0,3,,,,,0,,,,,0,,0,6,217,639
C1,AC,Urna tradicional,105,53,63,2,2,1,0,,,,,0,,,,,0,,0,9,235,639
C2,AC,Urna tradicional,110,30,100,0,0,0,0,,,,,0,,,,,0,,0,5,245,640
Total,,,336,112,218,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,20,697,1918
Sección 1588 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,42,59,1,1,0,0,,,,,0,,,,,0,,1,7,146,358
Total,,,35,42,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,146,358
Sección 1589 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,67,63,86,1,3,0,0,,,,,0,,,,,0,,0,8,228,525
C1,AC,Urna tradicional,107,40,95,3,3,0,0,,,,,0,,,,,0,,0,9,257,526
C2,AC,Urna tradicional,75,68,78,1,0,0,2,,,,,0,,,,,0,,0,12,236,526
Total,,,249,171,259,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,721,1577
Total municipal,,,19643,12268,3787,378,425,49,208,0,0,0,0,174,0,0,0,0,8,0,5,827,37772,81217
