Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 45 - JIQUILPAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,310,177,345,15,2,2,4,0,0,0,0,2,0,1,0,0,0,0,0,19,877,1782
Sección 739 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,30,83,2,0,0,8,,,,,5,,0,,,0,,0,10,238,565
C1,AC,Urna tradicional,126,34,93,3,0,0,1,,,,,3,,0,,,0,,1,8,269,566
Total,,,226,64,176,5,0,0,9,0,0,0,0,8,0,0,0,0,0,0,1,18,507,1131
Sección 740 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,43,102,1,1,0,2,,,,,0,,0,,,0,,0,1,205,406
C1,AC,Urna tradicional,50,36,81,0,0,0,2,,,,,3,,1,,,1,,0,5,179,407
Total,,,105,79,183,1,1,0,4,0,0,0,0,3,0,1,0,0,1,0,0,6,384,813
Sección 741 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,87,34,130,2,1,0,4,,,,,2,,0,,,1,,0,8,269,544
C1,AC,Urna tradicional,100,46,118,3,1,3,4,,,,,0,,0,,,0,,0,8,283,545
Total,,,187,80,248,5,2,3,8,0,0,0,0,2,0,0,0,0,1,0,0,16,552,1089
Sección 742 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,48,106,2,0,1,1,,,,,0,,0,,,0,,0,4,256,544
C1,AC,Urna tradicional,115,39,76,1,0,0,0,,,,,0,,0,,,0,,0,9,240,544
C2,AC,Urna tradicional,96,46,95,2,2,0,0,,,,,0,,0,,,0,,0,9,250,545
Total,,,305,133,277,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,746,1633
Sección 743 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,52,112,2,0,0,1,,,,,2,,0,,,1,,0,5,264,569
C1,AC,Urna tradicional,99,50,130,5,0,0,3,,,,,1,,0,,,1,,0,7,296,569
Total,,,188,102,242,7,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,12,560,1138
Sección 744 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,191,56,144,3,2,1,5,,,,,1,,0,,,1,,1,9,414,744
C1,AC,Urna tradicional,153,57,154,6,2,0,6,,,,,2,,0,,,0,,1,12,393,744
C2,AC,Urna tradicional,164,74,140,9,1,3,7,,,,,5,,0,,,0,,0,12,415,745
Total,,,508,187,438,18,5,4,18,0,0,0,0,8,0,0,0,0,1,0,2,33,1222,2233
Sección 745 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,39,96,1,0,0,5,,,,,0,,0,,,0,,0,11,224,468
C1,AC,Urna tradicional,61,38,115,6,2,0,2,,,,,0,,0,,,0,,0,3,227,468
Total,,,133,77,211,7,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,451,936
Sección 746 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,98,54,68,3,1,0,0,,,,,0,,0,,,0,,0,4,228,518
C1,AC,Urna tradicional,76,47,68,0,1,1,3,,,,,1,,0,,,0,,0,5,202,518
Total,,,174,101,136,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,9,430,1036
Sección 747 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,11,114,4,1,0,1,,,,,0,,0,,,0,,1,2,185,454
C1,AC,Urna tradicional,65,11,91,6,0,1,0,,,,,1,,0,,,0,,0,6,181,454
E1,AC,Urna tradicional,52,30,145,8,4,0,1,,,,,0,,0,,,2,,6,13,261,725
Total,,,168,52,350,18,5,1,2,0,0,0,0,1,0,0,0,0,2,0,7,21,627,1633
Sección 748 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,44,18,32,2,1,0,1,,,,,1,,0,,,0,,0,4,103,292
E1,AC,Urna tradicional,19,51,15,3,1,1,1,,,,,0,,2,,,0,,0,2,95,230
Total,,,63,69,47,5,2,1,2,0,0,0,0,1,0,2,0,0,0,0,0,6,198,522
Sección 749 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,179,57,140,3,1,1,6,,,,,4,,1,,,0,,1,14,407,679
Total,,,179,57,140,3,1,1,6,0,0,0,0,4,0,1,0,0,0,0,1,14,407,679
Sección 750 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,55,115,3,0,1,0,,,,,0,,0,,,0,,0,15,274,680
Total,,,85,55,115,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,274,680
Sección 751 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,47,227,4,1,0,4,,,,,1,,0,,,0,,0,7,371,732
C1,AC,Urna tradicional,94,38,208,0,1,0,4,,,,,2,,0,,,0,,0,8,355,732
Total,,,174,85,435,4,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,15,726,1464
Sección 752 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,15,146,0,0,4,0,,,,,0,,0,,,0,,0,7,244,626
C1,AC,Urna tradicional,68,11,150,2,0,2,0,,,,,2,,0,,,0,,0,14,249,627
C2,AC,Urna tradicional,100,16,132,0,0,0,0,,,,,3,,0,,,3,,0,20,274,627
Total,,,240,42,428,2,0,6,0,0,0,0,0,5,0,0,0,0,3,0,0,41,767,1880
Sección 753 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,11,45,5,0,1,1,,,,,0,,0,,,0,,0,3,75,294
Total,,,9,11,45,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,75,294
Sección 754 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,50,14,82,1,0,0,1,,,,,0,,0,,,1,,0,3,152,651
E1,AC,Urna tradicional,61,5,83,1,0,0,0,,,,,0,,0,,,0,,0,1,151,402
Total,,,111,19,165,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,303,1053
Sección 755 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,7,14,2,0,0,0,,,,,0,,1,,,1,,0,3,70,196
Total,,,42,7,14,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,70,196
Total municipal,,,6466,2846,6891,178,53,42,153,0,0,0,0,75,0,18,0,0,20,0,17,478,17237,34890
