ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,25,AYOTOXCO DE GUERRERO,4,10,1072,1151,215,30,937,19,,598,16,169,15,4222,1,188,4411,5880,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,26,CALPAN,8,18,984,459,82,247,436,952,334,25,939,2028,52,6538,2,445,6985,10576,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_CALPAN.pdf
21,PUEBLA,27,CALTEPEC,7,10,1009,1054,19,13,,545,,8,15,147,7,2817,0,73,2890,3572,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,28,CAMOCUAUTLA,2,3,61,515,4,14,,704,,2,2,325,3,1630,0,50,1680,1855,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_02_CME_CAMOCUAUTLA.pdf
21,PUEBLA,29,CAÑADA MORELOS,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13797,https://www.ieepuebla.org.mx/2018/computos/ayu_resoluciones/CANADA-MORELOS-SCM-JDC-1141-2018.pdf
21,PUEBLA,30,CAXHUACAN,2,4,29,859,11,39,105,84,26,456,190,333,9,2141,0,110,2251,2796,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_CAXHUACAN.pdf
21,PUEBLA,46,CHALCHICOMULA DE SESMA,24,57,4642,2073,267,502,585,379,951,5048,286,5399,296,20428,4,1071,21503,33128,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,47,CHAPULCO,3,8,547,830,43,92,190,865,,22,830,217,13,3649,0,144,3793,4888,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,48,CHIAUTLA,17,33,1102,3108,75,171,0,49,191,1680,35,2532,175,9118,0,370,9488,16307,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/CHIAUTLA - RESOLUCION.pdf
21,PUEBLA,49,CHIAUTZINGO,8,23,1290,1848,143,442,79,157,,897,1342,2345,91,8634,5,357,8996,14334,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_SAN_LORENZO_CHIAUTZINGO.pdf
21,PUEBLA,51,CHICHIQUILA,9,24,1991,2923,232,203,25,161,1971,708,380,1603,85,10282,1,751,11034,14444,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_CHICHIQUILA.pdf
21,PUEBLA,50,CHICONCUAUTLA,7,19,2398,3141,142,48,31,47,1264,4,15,75,8,7173,1,1005,8179,10348,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/CHICONCUAUTLA - RESOLUCION.pdf
21,PUEBLA,52,CHIETLA,20,48,2301,5538,201,234,81,2692,634,2736,979,1809,115,17320,1,886,18207,27640,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_CHIETLA.pdf
21,PUEBLA,53,CHIGMECATITLAN,2,2,302,367,5,6,,36,,26,0,184,1,927,0,20,947,1111,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CHIGMECATITLAN ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,54,CHIGNAHUAPAN,28,77,14003,6486,289,1402,217,253,1021,82,350,7176,233,31512,6,1403,32921,44566,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,55,CHIGNAUTLA,7,34,1831,5317,84,356,342,622,570,2561,896,1785,325,14689,1,813,15503,21286,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_06_CME_CHIGNAUTLA.pdf
21,PUEBLA,56,CHILA,4,8,95,1088,1430,12,,64,,11,5,53,1,2759,2,86,2847,3935,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,57,CHILA DE LA SAL,2,3,185,459,1,8,,1,0,0,1,245,30,930,0,8,938,1212,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,59,CHILCHOTLA,7,19,2574,937,964,1074,323,1419,184,14,725,169,33,8416,0,835,9251,12104,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_CHILCHOTLA.pdf
21,PUEBLA,60,CHINANTLA,3,5,380,579,101,24,,2,81,80,6,159,12,1424,0,39,1463,2323,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,31,COATEPEC,1,1,30,187,0,0,,77,,225,1,3,0,523,0,13,536,749,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_02_CME_COATEPEC.pdf
21,PUEBLA,32,COATZINGO,3,6,13,481,29,13,586,457,,2,2,33,2,1618,0,88,1706,2278,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,33,COHETZALA,2,3,14,303,10,3,70,4,296,76,1,47,5,829,0,46,875,1179,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,34,COHUECAN,3,6,1475,828,11,27,,3,210,6,10,150,11,2731,0,85,2816,3566,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,35,CORONANGO,12,56,2435,3722,4682,479,1496,202,497,2853,443,6214,258,23281,73,843,24197,36473,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,36,COXCATLAN,12,26,832,1850,124,378,1219,838,377,1658,1169,1629,65,10139,0,700,10839,14760,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,37,COYOMEAPAN,8,19,3408,2313,21,121,14,39,16,6,23,1220,21,7202,1,261,7464,8935,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,38,COYOTEPEC,3,4,341,462,5,32,,3,205,2,4,419,16,1489,0,73,1562,1976,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,39,CUAPIAXTLA DE MADERO,2,10,672,838,752,138,,25,,6,60,1823,46,4360,0,134,4494,6038,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_13_CME_CUAPIAXTLA_DE_MADERO.pdf
21,PUEBLA,40,CUAUTEMPAN,4,14,384,1210,48,74,,1544,225,1170,126,246,36,5063,0,312,5375,6671,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_CUAUTEMPAN.pdf
21,PUEBLA,41,CUAUTINCHAN,2,12,1225,154,541,1197,362,140,22,1178,16,378,54,5267,0,281,5548,6841,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,42,CUAUTLANCINGO,16,105,12609,4787,549,1109,664,506,1103,269,159,15878,1028,38661,495,1221,40377,70757,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,43,CUAYUCA DE ANDRADE,4,8,893,814,1,9,310,14,,2,3,73,1,2120,2,81,2203,2778,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,44,CUETZALAN DEL PROGRESO,20,52,7350,9275,158,410,109,534,102,55,47,1875,114,20029,17,1628,21674,31820,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_CME_CUETZALAN_DEL_PROGRESO.pdf
21,PUEBLA,45,CUYOACO,7,19,936,1629,36,463,297,2412,,23,1354,1410,56,8616,0,365,8981,11442,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,61,DOMINGO ARENAS,3,8,27,195,671,32,,20,642,18,3,292,17,1917,0,139,2056,5018,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,62,ELOXOCHITLAN,6,19,154,2829,365,46,13,3603,39,20,131,91,2,7293,0,232,7525,8683,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_26_CME_ELOXOCHITLAN.pdf
21,PUEBLA,63,EPATLAN,2,6,800,560,13,30,,891,,7,4,374,11,2690,1,78,2769,3707,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,64,ESPERANZA,9,19,224,599,50,122,174,1331,2663,678,260,888,40,7029,19,354,7402,10175,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_ESPERANZA.pdf
21,PUEBLA,65,FRANCISCO Z. MENA,9,23,2789,1780,253,340,41,84,748,35,21,3212,76,9379,0,331,9710,12623,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,66,GENERAL FELIPE ANGELES,7,24,596,2323,427,298,,354,115,150,2237,2172,262,8934,1,506,9441,13860,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_15_CME_GENERAL_FELIPE_ANGELES.pdf
21,PUEBLA,67,GUADALUPE,4,9,1530,1799,22,38,,9,,2,11,392,35,3838,0,81,3919,5408,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,68,GUADALUPE VICTORIA,10,19,537,5195,41,53,36,243,1449,17,16,575,14,8176,1,419,8596,11502,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_06_CME_GUADALUPE_VICTORIA.pdf
21,PUEBLA,69,HERMENEGILDO GALEANA,4,10,1697,1624,58,23,608,5,,39,4,83,7,4148,0,191,4339,5337,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,58,HONEY,3,9,1633,2020,46,21,,11,,3,4,131,6,3875,0,214,4089,5186,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,70,HUAQUECHULA,19,38,2596,4349,111,375,93,70,76,209,271,4522,133,12805,9,571,13385,20393,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_HUAQUECHULA.pdf
21,PUEBLA,71,HUATLATLAUCA,6,11,1700,113,13,34,,1503,,11,5,230,17,3626,0,221,3847,5094,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_HUATLATLAUCA.pdf
21,PUEBLA,72,HUAUCHINANGO,37,118,10379,9213,1318,1363,3833,507,415,3214,750,13494,811,45297,31,2836,48164,71439,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,73,HUEHUETLA,9,21,1872,3775,2639,104,6,39,19,424,27,148,16,9069,0,232,9301,11343,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_HUEHUETLA.pdf
21,PUEBLA,74,HUEHUETLAN EL CHICO,6,13,1557,1817,63,69,14,70,67,358,761,299,10,5085,0,245,5330,7283,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_HUEHUETLAN_EL_CHICO.pdf
21,PUEBLA,75,HUEHUETLAN EL GRANDE,5,10,51,1782,20,45,12,1304,,26,21,189,12,3462,0,228,3690,4970,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,76,HUEJOTZINGO,22,84,2894,5883,811,901,810,5706,4894,827,379,7619,394,31118,33,1360,32511,53731,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_HUEJOTZINGO.pdf
21,PUEBLA,77,HUEYAPAN,5,12,1327,1912,19,729,18,14,862,150,8,699,32,5770,0,245,6015,8275,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,78,HUEYTAMALCO,15,36,3085,4672,83,462,1090,64,1510,36,798,1105,72,12977,4,656,13637,19500,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,79,HUEYTLALPAN,3,8,680,1690,591,59,7,24,,2,5,193,17,3268,1,118,3387,4075,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_HUEYTLALPAN.pdf
21,PUEBLA,80,HUITZILAN DE SERDAN,5,17,1871,4012,81,153,,67,,20,7,413,15,6639,0,320,6959,9430,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,81,HUITZILTEPEC,3,7,629,580,12,54,1428,132,,3,1,238,20,3097,1,101,3199,4025,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,83,IXCAMILPA DE GUERRERO,3,7,91,1185,5,19,,583,,2,374,65,3,2327,0,63,2390,3066,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,84,IXCAQUIXTLA,3,9,345,2355,19,36,12,113,17,706,1,744,20,4368,4,131,4503,5800,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,85,IXTACAMAXTITLAN,15,38,1756,6228,271,402,58,2129,76,415,29,1421,74,12859,0,884,13743,17912,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,86,IXTEPEC,3,8,1127,819,1419,95,12,8,,8,47,107,6,3648,0,191,3839,4822,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_IXTEPEC.pdf
21,PUEBLA,87,IZUCAR DE MATAMOROS,34,103,1150,8045,3802,1545,684,1936,2148,305,1687,10428,593,32323,14,1593,33930,57741,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_IZUCAR_DE_MATAMOROS.pdf
21,PUEBLA,88,JALPAN,6,16,153,461,200,77,2079,1929,1196,38,17,441,61,6652,1,437,7090,9278,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_JALPAN ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,89,JOLALPAN,6,16,462,2964,599,50,,725,9,1844,6,305,23,6987,5,420,7412,9401,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,90,JONOTLA,3,7,190,666,8,31,460,11,723,1,3,51,6,2150,0,121,2271,3415,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_CME_JONOTLA.pdf
21,PUEBLA,91,JOPALA,7,16,2011,917,1375,99,926,53,17,17,93,1308,77,6893,0,267,7160,9104,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,92,JUAN C. BONILLA,6,25,1224,721,490,207,2136,1717,132,1457,330,2482,125,11021,10,498,11529,16551,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_SAN_MATEO_CUANALA.pdf
21,PUEBLA,93,JUAN GALINDO,5,11,1029,1026,102,93,105,21,,7,412,1488,98,4381,2,152,4535,5886,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,94,JUAN N. MENDEZ,4,8,773,647,39,148,236,28,622,5,12,523,34,3067,0,185,3252,3914,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_24_JUAN N MENDEZ ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,97,LA MAGDALENA TLATLAUQUITEPEC,1,1,147,191,1,6,,1,,0,16,55,0,417,0,7,424,484,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,95,LAFRAGUA,8,12,317,1223,86,26,130,1023,1227,15,45,199,6,4297,0,251,4548,5751,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_06_CME_SALTILLO_LA_FRAGUA.pdf
21,PUEBLA,96,LIBRES,11,39,3368,2417,1236,193,2645,150,2053,43,154,2170,78,14507,1,773,15281,23082,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_03_CME_LIBRES.pdf
21,PUEBLA,119,LOS REYES DE JUAREZ,8,26,4347,4052,286,295,32,65,,11,25,2076,128,11317,4,440,11761,16873,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,98,MAZAPILTEPEC DE JUAREZ,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,https://www.ieepuebla.org.mx/2018/computos/ayu_resoluciones/MAZAPILTEPEC-SCM-JRC-0231-2018.pdf
21,PUEBLA,99,MIXTLA,2,3,22,471,189,14,32,5,,394,59,175,5,1366,0,36,1402,1751,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,100,MOLCAXAC,5,8,857,876,127,113,,313,,4,596,661,8,3555,0,129,3684,4886,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_MOLCAXAC.pdf
21,PUEBLA,101,NAUPAN,5,13,1171,1606,357,181,,40,25,12,125,1381,74,4972,0,233,5205,6762,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,102,NAUZONTLA,3,5,449,708,10,36,174,4,341,184,4,98,4,2012,0,106,2118,2676,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_NAUZONTLA.pdf
21,PUEBLA,103,NEALTICAN,4,13,1548,734,74,80,36,24,1175,1826,12,629,30,6168,0,263,6431,8559,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_NEALTICAN.pdf
21,PUEBLA,104,NICOLAS BRAVO,4,8,193,51,21,174,1379,11,57,13,23,1443,31,3396,0,159,3555,4584,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,105,NOPALUCAN,7,25,1146,1388,62,171,2921,1280,998,404,2511,819,31,11731,0,649,12380,17323,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,106,OCOTEPEC,3,6,440,522,44,50,,273,315,17,608,265,12,2546,1,121,2668,3594,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_03_CME_OCOTEPEC.pdf
21,PUEBLA,107,OCOYUCAN,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23653,https://www.ieepuebla.org.mx/2018/computos/ayu_resoluciones/OCOYUCAN-SCM-JRC-0212-2018.pdf
21,PUEBLA,108,OLINTLA,8,15,2586,3238,14,61,496,18,16,28,3,148,7,6615,0,162,6777,8175,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,109,ORIENTAL,8,19,2006,1223,388,116,38,444,896,495,1494,762,35,7897,1,394,8292,11637,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_ORIENTAL ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,110,PAHUATLAN,14,28,2694,1791,667,557,40,175,,1124,60,1954,141,9203,9,684,9896,13693,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,111,PALMAR DE BRAVO,15,49,3465,1851,2652,548,100,892,71,146,2638,3943,236,16542,6,1490,18038,29236,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_15_CME_PALMAR_DE_BRAVO.pdf
21,PUEBLA,112,PANTEPEC,10,27,5343,172,707,95,,68,78,3668,114,654,27,10926,0,616,11542,13961,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_PANTEPEC.pdf
21,PUEBLA,113,PETLALCINGO,6,16,1865,2547,162,36,,20,,12,8,243,14,4907,1,205,5113,7065,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,114,PIAXTLA,5,9,517,854,21,105,,7,,126,3,833,22,2488,0,83,2571,4105,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,115,PUEBLA,764,2102,230772,74000,9685,23744,20542,12927,7443,9156,6436,305896,13458,714059,459,22748,737266,1280473,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,116,QUECHOLAC,16,55,1202,675,724,831,239,215,,123,13635,3323,233,21200,3,2125,23328,33324,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,117,QUIMIXTLAN,10,26,3465,1843,34,399,18,1822,1857,141,47,474,21,10121,0,520,10641,13166,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_QUIMIXTLAN.pdf
21,PUEBLA,118,RAFAEL LARA GRAJALES,7,21,2735,1197,92,138,604,385,1746,49,22,1306,49,8323,0,294,8617,13184,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,120,SAN ANDRES CHOLULA,38,138,19955,3373,836,1197,1890,1289,1848,454,4244,21901,716,57703,25,1654,59382,91693,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_18_CME_SAN_ANDRES_CHOLULA.pdf
