CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,PRI_PVEM,PRD_PT_NVA_ALIANZA,PRD_PT,PRD_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2552,2,42,44,168,18,11,18,20,152,12,59,0,0,0,0,2,1,2,0,0,0,549,27,576,1336
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2553,2,36,41,143,20,17,10,5,159,8,28,0,0,0,0,0,1,2,0,0,4,470,35,509,1037
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2554,2,36,32,157,28,15,12,11,154,14,54,0,0,0,0,2,2,2,0,0,1,519,49,569,1244
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2555,2,16,26,100,19,9,14,28,206,16,36,0,0,6,0,0,1,1,0,0,0,478,22,500,1222
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2556,2,24,37,87,19,12,6,18,194,15,70,0,0,4,0,0,0,0,0,0,4,486,32,522,1274
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2557,2,21,35,134,14,15,27,21,242,17,36,0,0,8,0,1,0,1,0,1,0,573,33,606,1292
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2558,2,25,28,140,21,9,24,21,105,14,25,0,0,4,0,1,0,1,0,0,12,418,17,447,1064
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2559,2,23,36,168,14,11,16,12,154,19,36,0,0,7,0,1,1,1,0,0,0,499,40,539,1205
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2560,3,33,44,143,28,7,27,20,150,14,33,0,0,11,0,0,0,0,1,0,9,511,24,544,1600
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2561,2,21,52,141,22,14,18,24,132,15,28,0,0,7,0,3,0,0,0,0,0,477,31,508,1205
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2562,5,69,90,199,85,28,89,51,339,31,120,0,0,20,0,1,1,0,1,0,1,1124,81,1206,3040
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2563,3,37,59,140,78,14,29,23,182,35,37,0,0,0,0,11,1,2,0,2,4,650,40,694,1901
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2564,2,38,36,72,45,8,13,10,120,28,30,0,0,0,0,2,0,0,0,0,0,402,24,426,1039
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2565,3,51,55,234,31,6,68,16,205,23,47,0,0,0,0,0,1,1,0,0,0,738,37,775,1643
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2566,3,32,44,129,31,17,61,17,189,12,33,0,0,0,0,1,0,0,0,0,1,566,36,603,1547
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2567,3,33,51,219,39,20,38,28,238,10,58,0,0,0,0,1,3,2,0,0,0,740,58,798,1643
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2568,2,15,32,122,17,11,52,8,192,22,41,0,0,0,0,0,1,0,5,0,2,518,25,545,1202
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2569,2,27,23,134,29,10,49,10,159,17,19,0,0,0,0,1,1,1,0,0,0,480,27,507,1047
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2570,3,18,47,394,28,15,80,16,205,16,48,0,0,0,0,1,1,2,0,0,1,871,43,915,1852
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2571,3,24,59,296,34,22,108,21,262,23,31,0,0,0,0,3,1,4,1,0,3,889,43,935,2216
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2572,3,25,52,178,51,17,45,22,191,22,26,0,0,0,0,0,1,2,0,0,0,632,53,685,1549
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2573,2,22,40,163,19,10,31,11,188,14,23,0,0,0,0,1,0,2,1,0,0,525,36,561,1314
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2574,3,17,43,224,38,26,46,27,225,25,37,0,0,0,0,0,1,3,0,0,1,712,38,751,1574
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2575,3,23,47,247,35,24,33,23,234,19,36,0,0,0,0,1,0,1,0,0,0,723,47,770,1697
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2576,2,13,21,213,14,11,23,20,205,13,21,0,0,0,0,1,0,1,0,0,0,556,23,579,1214
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2577,2,22,28,253,24,14,23,14,202,4,31,0,0,0,0,0,0,2,2,0,2,619,32,653,1489
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2578,2,15,35,234,21,12,25,16,195,9,20,0,0,0,0,0,0,4,0,0,0,586,30,616,1431
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2579,2,19,33,180,25,10,42,11,170,8,27,0,0,0,0,0,0,1,0,0,0,526,19,545,1219
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2580,3,10,41,309,28,20,76,19,209,20,39,0,0,0,0,1,1,1,0,0,0,774,48,822,2028
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2581,3,20,65,272,42,16,92,18,292,11,41,0,0,0,0,0,0,4,0,0,1,873,43,917,2068
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2582,2,10,42,201,21,13,107,10,194,11,17,0,0,0,0,1,0,1,0,0,0,628,28,656,1292
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2583,3,22,42,281,31,11,52,22,264,13,30,0,0,0,0,0,2,0,0,0,0,770,41,811,1565
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2584,2,17,49,280,18,10,59,18,149,18,27,0,0,0,0,4,0,3,0,0,0,652,38,690,1315
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2585,2,22,40,127,19,12,31,17,141,12,71,0,0,0,0,0,1,1,0,0,1,494,24,519,1151
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2586,4,46,84,347,58,26,122,35,373,21,56,0,0,0,0,1,0,3,0,0,0,1172,74,1246,2935
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2587,3,35,45,232,33,27,73,16,224,21,48,0,0,0,0,1,2,2,0,0,1,759,49,809,1721
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2588,3,30,44,178,23,9,107,17,162,22,56,0,0,0,0,3,2,1,0,0,0,654,37,691,1577
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2589,2,27,45,106,25,12,49,9,161,11,30,0,0,0,0,1,0,0,0,0,0,476,34,510,1217
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2590,3,19,50,181,29,21,118,25,225,18,53,0,0,0,0,0,2,2,2,0,0,745,58,803,2035
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2591,4,30,61,438,36,30,207,17,228,27,37,0,0,0,0,0,1,4,0,0,4,1116,83,1203,2735
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2592,2,12,28,259,31,12,53,7,144,8,16,0,0,0,0,0,0,0,0,0,0,570,36,606,1232
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2593,2,15,45,162,19,10,40,20,161,8,12,0,0,0,0,2,0,0,0,0,0,494,35,529,1337
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2594,3,17,39,255,31,12,64,20,239,14,28,0,0,0,0,0,0,6,0,0,0,725,45,770,1680
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2595,2,14,40,149,24,17,64,19,234,15,20,0,0,0,0,0,0,0,2,0,0,598,38,636,1462
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2596,2,19,42,168,23,14,66,12,214,13,26,0,0,0,0,0,0,0,0,0,0,597,35,632,1462
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2597,2,8,25,128,29,12,50,14,218,6,22,0,0,0,0,0,0,0,0,0,0,512,19,531,1070
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2598,2,25,41,136,20,21,44,13,236,13,19,0,0,0,0,2,0,1,0,0,0,571,35,606,1411
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2599,3,15,40,200,29,38,33,17,232,14,24,0,0,0,0,2,1,2,0,0,2,647,35,684,1537
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2600,2,14,33,170,21,23,45,14,282,13,18,0,0,0,0,1,0,3,0,0,1,637,37,675,1481
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2601,3,18,33,246,19,15,77,15,276,10,18,0,0,0,0,2,0,2,0,1,0,732,44,776,1528
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2602,2,11,29,166,28,16,57,16,228,15,25,0,0,0,0,1,0,2,1,1,0,596,37,633,1342
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2603,2,20,27,184,15,17,147,10,117,10,22,0,0,0,0,0,0,1,1,0,0,571,43,614,1157
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2604,2,15,35,220,30,18,151,18,160,17,19,0,0,0,0,0,1,0,0,0,1,684,50,735,1497
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2605,3,16,34,231,27,13,79,17,180,20,23,0,0,0,0,1,0,1,1,0,0,643,40,683,1524
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2606,2,12,30,129,29,3,190,10,126,15,13,0,0,0,0,0,0,4,0,0,1,561,45,607,1306
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2607,2,10,40,156,14,13,164,19,164,7,22,0,0,0,0,0,0,2,0,0,0,611,51,662,1478
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2608,3,31,39,176,29,16,153,16,196,19,38,0,0,0,0,1,0,1,0,0,1,715,38,754,1677
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2609,2,26,50,127,30,13,36,18,200,17,26,0,0,0,0,0,0,0,0,0,0,543,33,576,1432
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2610,2,19,43,191,19,12,81,16,146,31,22,0,0,0,0,1,0,0,1,0,1,582,32,615,1491
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2611,3,22,92,127,31,64,100,53,109,21,16,0,0,0,0,0,1,2,0,0,0,638,39,677,1566
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2612,3,25,44,165,34,18,130,26,283,23,56,0,0,0,0,0,0,0,0,0,13,804,35,852,2027
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2613,3,56,29,204,35,20,89,21,195,17,37,0,0,0,0,1,0,1,0,0,0,705,37,742,1579
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2614,2,99,46,106,29,12,40,10,138,18,25,0,0,0,0,0,0,2,0,0,0,525,34,559,1121
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2615,2,29,37,126,106,10,9,17,164,14,44,0,0,0,0,3,0,1,0,0,1,560,25,586,1251
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2616,5,66,83,332,149,29,40,49,339,32,65,0,0,0,0,10,2,0,1,0,0,1197,65,1262,3032
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2617,3,32,43,142,81,22,29,16,243,16,48,0,0,0,0,2,1,0,1,0,7,676,59,742,1706
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2618,2,21,31,120,55,15,6,18,125,13,24,0,0,0,0,0,0,1,0,0,1,429,25,455,1128
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2619,3,40,35,146,35,4,30,14,191,12,38,0,0,8,0,0,0,1,0,0,0,554,20,574,1542
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2620,3,41,52,171,40,21,58,30,262,20,40,0,0,8,0,2,0,6,0,0,2,751,39,792,1977
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2621,3,21,31,158,26,12,56,24,240,10,65,0,0,11,0,1,1,3,0,0,0,659,26,685,1696
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2622,2,28,34,87,11,7,17,23,146,15,57,0,0,12,0,0,0,2,0,0,0,439,34,473,1222
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2623,2,37,44,193,20,7,11,19,200,15,48,0,0,0,0,2,1,3,0,0,0,600,33,633,1347
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2624,2,21,21,169,17,11,7,8,160,11,22,0,0,0,0,0,0,0,0,0,1,447,13,461,1077
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2625,2,29,40,251,49,11,14,13,103,21,41,0,0,0,0,2,0,2,0,1,1,577,26,604,1299
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2626,2,41,40,239,31,20,17,13,143,17,44,0,0,0,0,0,0,1,2,0,1,608,43,652,1432
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2627,2,25,36,166,16,20,21,6,150,18,32,0,0,0,0,1,2,2,0,0,1,495,33,529,1145
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2628,2,32,51,137,25,16,5,11,147,12,35,0,0,0,0,1,0,0,0,0,2,472,35,509,1163
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2629,3,51,53,267,45,19,26,22,212,24,52,0,0,0,0,0,0,2,0,0,2,773,42,817,1710
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2630,2,43,40,265,36,11,20,25,177,16,41,0,0,0,0,1,0,2,0,0,2,677,34,713,1489
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2631,2,19,28,203,29,12,11,16,156,9,44,0,0,0,0,0,0,1,0,0,3,528,54,585,1249
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2632,2,34,51,210,50,16,17,12,169,21,41,0,0,0,0,1,0,1,1,0,1,624,26,651,1328
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2633,2,41,43,189,43,14,15,14,226,12,33,0,0,0,0,1,0,4,2,0,1,637,48,686,1480
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2634,1,17,32,159,16,4,8,13,75,11,24,0,0,0,0,0,0,0,0,0,1,359,8,368,750
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2635,2,27,21,249,16,5,8,8,127,13,34,0,0,0,0,0,1,0,0,0,1,509,31,541,999
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2636,2,24,37,248,24,10,12,15,155,14,35,0,0,0,0,0,0,0,0,0,0,574,38,612,1174
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2637,2,28,44,219,34,10,14,12,244,13,28,0,0,0,0,3,0,1,0,0,0,650,41,691,1420
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2638,2,32,22,174,16,15,20,6,159,13,29,0,0,0,0,0,0,0,0,0,1,486,29,516,1018
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2639,2,29,49,170,12,7,7,10,110,13,23,0,0,0,0,0,0,1,1,0,0,432,40,472,843
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2640,3,37,59,154,27,22,26,14,207,11,66,0,0,0,0,1,0,3,0,0,2,627,57,686,1614
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2641,2,47,46,150,44,19,32,26,146,14,51,0,0,0,0,1,0,2,0,0,1,578,46,625,1494
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2642,1,13,26,64,16,10,3,3,70,3,25,0,0,0,0,0,1,0,0,0,2,234,13,249,607
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2643,3,48,47,207,26,15,25,18,172,18,53,0,0,0,0,0,0,0,0,0,1,629,46,676,1816
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2644,2,24,35,120,19,9,9,7,97,11,24,0,0,0,0,1,0,1,0,0,1,357,40,398,843
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2645,3,64,53,175,36,24,55,21,226,25,59,0,0,0,0,1,0,1,0,0,0,740,59,799,2023
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2646,2,29,40,163,34,20,21,9,121,19,44,0,0,0,0,0,2,1,0,0,0,503,32,535,1328
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2647,3,40,61,155,43,19,23,17,230,28,62,0,0,0,0,0,3,2,1,0,0,684,55,739,1951
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2648,5,100,94,302,63,29,41,35,422,57,110,0,0,0,0,0,1,1,0,0,0,1255,77,1332,3712
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2649,2,40,50,163,35,18,20,12,142,18,49,0,0,0,0,1,3,2,0,0,0,553,49,602,1350
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2650,4,55,50,416,65,18,35,21,229,21,115,0,0,0,0,2,2,0,0,0,0,1029,79,1108,2958
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2651,1,1,2,52,1,1,1,2,6,1,2,0,0,0,0,0,1,2,0,0,0,72,1,73,124
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2652,3,25,54,73,61,9,31,20,216,23,71,0,0,0,0,1,0,2,0,0,0,586,65,651,1620
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2653,2,45,49,76,27,8,29,13,145,5,38,0,0,0,0,1,2,2,0,0,1,440,19,460,1151
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2654,3,45,60,183,30,20,49,22,185,22,61,0,0,0,0,1,1,0,0,1,5,680,61,746,1622
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2655,2,48,71,163,30,19,24,23,168,29,35,0,0,0,0,0,0,1,0,0,0,611,41,652,1460
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2656,2,37,40,110,18,12,17,15,136,21,24,0,0,0,0,2,1,1,0,1,2,435,42,479,1108
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2657,3,45,59,236,38,21,25,19,239,21,73,0,0,0,0,0,0,0,0,0,2,776,47,825,2215
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2658,2,32,40,68,30,10,21,7,143,18,41,0,0,0,0,1,0,0,0,1,2,412,30,444,1113
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2659,2,24,25,70,22,7,13,3,129,16,40,0,0,0,0,0,3,2,0,0,3,354,38,395,1045
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2660,2,41,22,135,32,14,18,17,131,23,57,0,0,0,0,3,0,2,0,0,0,495,34,529,1397
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2661,2,27,26,124,30,16,40,14,182,13,58,0,0,0,0,1,0,2,0,0,0,533,53,586,1311
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2662,9,198,202,623,139,57,81,64,701,87,258,0,0,0,0,2,3,4,0,0,7,2419,228,2654,6372
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2663,2,56,34,104,31,15,20,24,155,19,60,0,0,0,0,2,1,0,0,0,3,521,41,565,1272
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2664,2,23,31,140,21,11,10,13,146,20,65,0,0,0,0,2,1,0,0,0,2,483,24,509,1273
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2665,5,83,109,369,72,25,38,29,379,43,96,0,0,0,0,4,0,0,0,0,1,1247,93,1341,3636
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2666,6,68,60,478,46,25,45,37,462,42,95,0,0,0,0,1,1,2,0,0,3,1362,70,1435,3820
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2667,2,38,44,140,20,16,13,13,202,16,47,0,0,0,0,1,1,0,0,0,0,551,40,591,1421
1,9,DISTRITO FEDERAL,28,,7,IZTAPALAPA,2668,1,8,85,57,20,2,6,10,55,8,15,0,0,0,0,0,0,0,0,0,0,266,21,287,693
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2669,2,30,24,296,29,19,16,7,124,4,32,0,0,0,0,0,1,3,0,0,0,585,30,615,1351
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2670,1,21,30,128,17,7,9,14,102,16,23,0,0,0,0,0,1,0,0,0,2,368,20,390,736
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2671,2,28,58,171,24,9,11,18,165,18,37,0,0,0,0,0,0,1,1,0,1,541,40,582,1146
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2672,3,39,43,253,25,11,16,11,209,26,43,0,0,0,0,2,2,0,0,0,1,680,47,728,1541
1,9,DISTRITO FEDERAL,31,,7,IZTAPALAPA,2673,2,32,32,138,29,15,14,6,228,25,28,0,0,0,0,1,0,0,0,0,2,548,24,574,1223
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2674,2,26,59,202,23,26,12,22,162,13,52,0,0,0,0,2,0,1,0,0,1,600,31,632,1383
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2675,2,28,44,238,31,23,17,13,136,15,24,0,0,0,0,1,1,3,0,0,0,574,36,610,1253
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2676,3,48,48,294,36,27,25,28,216,29,40,0,0,0,0,2,4,1,0,0,5,798,42,845,1869
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2677,2,16,28,147,15,18,6,13,107,10,16,0,0,0,0,0,0,3,0,0,1,379,25,405,810
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2678,2,27,40,224,19,23,15,15,149,15,41,0,0,0,0,2,1,3,1,0,0,575,47,622,1417
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2679,3,57,58,215,42,17,13,15,216,39,57,0,0,0,0,0,0,2,1,0,1,732,57,790,1973
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2680,3,25,43,220,30,25,26,17,260,26,59,0,0,0,0,0,1,0,0,0,0,732,60,792,1665
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2681,2,13,35,211,24,17,16,8,199,10,27,0,0,0,0,2,1,1,0,0,0,564,25,589,1399
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2682,3,41,38,232,30,22,11,17,211,18,33,0,0,0,0,1,0,3,0,0,1,657,42,700,1736
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2683,3,33,52,194,35,16,19,19,172,14,41,0,0,11,0,1,0,0,0,0,1,607,31,639,1649
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2684,3,23,55,105,44,16,42,20,243,16,45,0,0,8,0,2,0,3,1,1,1,624,52,677,1760
1,9,DISTRITO FEDERAL,22,,7,IZTAPALAPA,2685,3,22,65,160,51,8,24,21,235,13,37,0,0,4,0,1,0,0,0,0,0,641,31,672,1939
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2686,2,34,29,130,31,18,16,6,129,8,23,0,0,0,0,2,0,1,0,1,1,428,39,468,1166
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2687,2,17,34,199,50,26,17,11,223,15,26,0,0,0,0,1,1,3,0,0,2,623,29,654,1427
1,9,DISTRITO FEDERAL,29,,7,IZTAPALAPA,2688,3,28,44,251,39,13,42,21,204,14,35,0,0,0,0,0,0,2,0,0,0,693,42,735,1554
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2689,2,24,38,210,25,13,54,20,148,16,45,0,0,0,0,0,0,0,0,0,1,593,44,638,1248
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2690,3,56,65,184,42,10,78,30,190,25,50,0,0,0,0,1,0,1,0,0,3,732,51,786,1662
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2691,3,24,38,250,24,14,75,17,240,27,59,0,0,0,0,0,0,3,0,1,2,772,32,806,1901
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2692,3,31,51,142,42,10,119,25,232,43,35,0,0,0,0,1,0,0,0,0,1,731,50,782,1855
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2693,3,10,27,203,21,15,30,29,267,14,37,0,0,0,0,2,0,2,0,0,0,657,37,694,1681
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2694,2,32,20,141,23,14,63,17,165,15,39,0,0,0,0,1,0,1,0,1,0,532,31,563,1200
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2695,2,10,42,115,20,6,49,15,136,11,24,0,0,0,0,1,1,5,0,0,3,435,24,462,1108
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2696,2,8,26,172,13,16,82,6,194,12,22,0,0,0,0,2,0,0,1,0,1,554,30,585,1370
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2697,2,14,31,192,25,7,92,11,145,16,22,0,0,0,0,1,3,1,0,0,0,560,35,595,1325
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2698,2,20,21,217,22,4,77,8,109,7,20,0,0,0,0,0,0,3,0,0,1,508,48,557,1205
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2699,3,20,39,197,33,14,69,17,222,17,16,0,0,0,0,0,0,4,1,0,0,649,42,691,1513
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2700,3,13,42,189,47,23,51,13,222,11,38,0,0,0,0,1,0,0,0,0,17,650,23,690,1527
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2701,2,17,32,197,30,10,54,10,197,13,21,0,0,0,0,0,0,1,0,0,0,582,28,610,1320
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2702,3,20,38,316,27,24,31,12,268,16,31,0,0,0,0,1,0,3,0,0,1,787,45,833,1669
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2703,3,11,63,213,34,17,64,13,248,18,21,0,0,0,0,2,6,3,1,0,0,714,45,759,1775
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2704,2,14,41,221,26,13,52,15,182,12,15,0,0,0,0,0,0,0,0,0,0,591,38,629,1384
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2705,2,16,48,266,21,14,26,14,171,9,29,0,0,0,0,2,0,3,0,0,0,619,47,666,1405
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2706,2,16,52,228,15,15,49,11,207,12,16,0,0,0,0,0,0,0,0,0,1,621,44,666,1473
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2707,3,18,73,203,24,27,62,9,225,18,23,0,0,0,0,2,0,1,0,0,0,685,44,729,1627
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2708,2,14,28,168,22,18,50,15,250,9,18,0,0,0,0,0,0,1,0,0,293,593,39,925,1317
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2709,2,12,36,223,18,16,109,18,190,16,23,0,0,0,0,0,1,3,0,0,0,665,40,705,1485
1,9,DISTRITO FEDERAL,27,,7,IZTAPALAPA,2710,3,22,27,274,17,30,88,12,241,17,24,0,0,0,0,0,0,3,0,0,2,755,43,800,1652
