CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,PRI_PVEM,PRD_PT_NVA_ALIANZA,PRD_PT,PRD_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,11,1,36,31,57,24,2,7,14,58,10,15,0,0,0,0,2,0,0,0,0,2,256,22,280,650
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,12,1,97,29,18,16,3,11,5,54,11,16,0,0,0,0,1,0,0,0,0,0,261,17,278,658
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,13,2,225,76,42,23,3,16,10,91,22,13,0,0,0,0,1,0,1,0,0,3,523,39,565,1022
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,14,2,143,57,18,17,6,11,9,78,12,35,0,0,0,0,1,0,0,0,0,3,387,44,434,784
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,15,2,126,50,40,23,7,18,12,104,15,26,0,0,0,0,0,0,0,0,0,2,421,35,458,829
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,16,2,86,64,60,43,6,18,17,144,13,26,0,0,0,0,0,0,1,0,0,0,478,46,524,1118
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,17,1,47,32,48,8,5,4,9,86,9,32,0,0,0,0,1,0,0,0,0,1,281,23,305,706
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,18,1,30,28,18,16,3,3,5,55,4,18,0,0,0,0,1,0,0,0,0,0,181,21,202,441
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,19,2,54,59,32,22,5,8,9,91,13,23,0,0,0,0,6,0,2,0,0,0,324,15,339,825
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,20,2,53,29,77,23,7,9,3,82,11,13,0,0,0,0,1,0,3,0,0,1,311,17,329,778
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,21,1,20,28,68,15,6,5,3,36,1,10,0,0,0,0,4,0,1,0,0,0,197,6,203,459
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,22,2,58,30,100,15,10,8,7,104,19,27,0,0,0,0,3,0,2,0,0,1,383,24,408,978
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,23,1,15,22,49,13,3,3,4,44,3,10,0,0,0,0,0,0,0,0,0,0,166,12,178,407
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,24,2,54,65,76,34,5,8,14,84,16,25,0,0,0,0,2,0,0,0,0,2,383,21,406,864
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,25,1,34,56,54,24,3,7,15,63,6,25,0,0,0,0,3,0,0,0,0,0,290,31,321,716
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,26,2,67,51,36,49,7,14,15,71,8,24,0,0,0,0,8,0,0,0,0,0,350,23,373,843
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,27,2,50,47,51,30,8,9,10,114,10,22,0,0,0,0,2,0,0,0,0,0,353,24,377,937
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,28,3,132,87,107,35,8,16,21,115,19,48,0,0,0,0,4,0,0,0,0,0,592,57,649,1558
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,29,2,68,57,56,28,4,8,9,73,15,30,0,0,0,0,0,0,0,0,0,0,348,8,356,911
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,30,2,66,44,50,36,9,8,16,125,25,30,0,0,0,0,0,0,0,0,0,1,409,15,425,1057
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,31,2,69,45,67,11,3,10,23,102,13,27,0,0,0,0,0,0,1,0,0,1,371,27,399,905
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,32,2,90,38,37,19,3,7,10,88,17,37,0,0,0,0,1,0,0,0,0,3,347,43,393,836
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,33,1,46,52,37,22,7,17,11,98,8,37,0,0,0,0,3,0,0,0,0,0,338,40,378,732
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,34,1,110,30,12,21,3,7,12,54,11,14,0,0,0,0,2,0,0,0,0,0,276,29,305,627
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,35,2,136,37,28,28,8,15,8,88,21,18,0,0,0,0,3,0,0,0,0,0,390,28,418,803
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,36,2,125,39,18,29,6,7,14,71,16,29,0,0,0,0,2,0,1,0,0,1,357,35,393,822
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,37,2,143,65,29,27,1,11,13,88,13,28,0,0,0,0,1,0,0,0,0,1,419,36,456,845
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,38,2,54,29,77,43,3,8,18,53,16,33,0,0,0,0,0,0,0,0,0,0,334,32,366,818
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,39,2,85,55,42,27,12,11,12,125,16,19,0,0,0,0,0,0,0,0,0,3,404,38,445,1002
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,40,2,87,50,33,13,8,10,3,121,15,25,0,0,0,0,6,0,0,0,0,1,371,25,397,800
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,41,2,92,49,33,19,5,16,11,119,16,29,0,0,0,0,1,0,0,0,0,0,390,33,423,924
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,42,1,60,25,31,17,3,5,6,92,5,34,0,0,0,0,3,0,0,0,0,2,281,23,306,748
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,43,2,81,49,63,19,7,13,10,84,12,26,0,0,0,0,3,0,0,0,0,2,367,34,403,827
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,44,1,123,47,26,13,2,12,23,76,12,23,0,0,0,0,0,0,0,0,0,1,357,42,400,739
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,45,2,148,50,23,31,6,11,8,94,21,38,0,0,0,0,2,0,2,0,0,0,434,38,472,927
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,46,1,102,44,27,16,6,8,7,73,15,39,0,0,0,0,0,0,1,0,0,0,338,25,363,705
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,47,2,61,47,77,26,5,14,12,123,23,58,0,0,0,0,6,0,2,0,0,1,454,35,490,959
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,48,2,94,81,67,25,8,11,16,147,16,33,0,0,0,0,1,0,2,0,0,4,501,31,536,1153
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,49,2,62,45,44,17,7,9,7,89,19,29,0,0,0,0,2,0,1,0,0,0,331,36,367,758
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,50,2,61,46,67,13,6,10,10,134,15,22,0,0,0,0,2,0,0,0,0,0,386,36,422,1070
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,51,1,21,39,46,16,3,7,8,67,8,21,0,0,0,0,0,0,0,0,0,0,236,11,247,610
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,52,2,98,52,23,24,1,11,10,76,9,16,0,0,0,0,0,0,1,0,0,2,321,49,372,847
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,53,2,110,79,21,18,4,14,19,77,22,21,0,0,0,0,2,0,0,0,0,3,387,32,422,805
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,54,2,92,65,61,29,10,13,19,165,16,67,0,0,0,0,3,0,1,0,0,0,541,37,578,1280
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,55,2,119,31,37,21,7,9,20,111,15,36,0,0,0,0,2,0,0,0,0,2,408,37,447,904
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,56,5,181,106,257,74,37,39,47,405,70,103,0,0,0,0,6,0,4,0,0,2,1329,72,1403,3506
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,57,2,54,31,92,29,11,7,9,77,6,27,0,0,0,0,2,0,2,0,0,1,347,27,375,1052
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,58,2,114,65,127,41,11,10,13,158,7,28,0,0,0,0,2,0,3,0,0,2,579,32,613,1462
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,59,1,50,16,43,16,4,6,7,56,5,14,0,0,0,0,1,0,0,0,0,0,218,11,229,631
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,60,2,70,36,87,36,5,15,16,121,16,29,0,0,0,0,3,0,3,0,0,0,437,27,464,1164
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,61,2,58,53,105,61,10,4,10,129,15,31,0,0,0,0,1,0,1,0,0,2,478,26,506,1263
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,62,2,67,62,88,31,13,12,11,110,20,38,0,0,0,0,5,0,2,0,0,0,459,27,486,1238
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,63,2,80,29,51,16,6,14,17,95,13,26,0,0,0,0,0,0,1,0,0,1,348,35,384,935
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,64,2,89,53,125,35,11,9,14,130,14,30,0,0,0,0,3,0,2,0,0,2,515,39,556,1375
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,65,2,83,55,132,35,7,8,18,133,11,22,0,0,0,0,4,0,2,0,0,3,510,21,534,1352
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,66,2,54,37,79,35,10,9,16,145,15,36,0,0,0,0,2,0,3,0,0,1,441,22,464,1198
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,67,3,109,68,93,48,14,12,14,144,13,38,0,0,0,0,2,0,0,0,0,3,555,46,604,1576
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,68,2,98,35,84,48,10,10,12,119,19,41,0,0,0,0,3,0,3,0,0,1,482,36,519,1150
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,69,2,69,43,125,16,11,9,11,118,14,27,0,0,0,0,2,0,3,0,0,0,448,31,479,1334
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,70,3,179,87,109,51,9,22,33,238,38,57,0,0,0,0,5,0,2,0,0,1,830,54,885,2023
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,71,2,134,39,61,28,11,17,10,132,13,49,0,0,0,0,1,0,0,0,0,1,495,39,535,1356
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,72,1,71,34,35,16,4,8,12,59,7,25,0,0,0,0,1,0,2,0,0,1,274,16,291,713
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,73,2,71,57,68,28,11,13,21,128,14,31,0,0,0,0,2,0,1,0,0,1,445,45,491,1166
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,74,2,70,49,68,31,11,8,17,113,17,29,0,0,0,0,4,0,1,0,0,2,418,28,448,1018
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,75,2,86,45,49,52,8,11,11,124,18,33,0,0,0,0,3,0,0,0,0,2,440,34,476,1002
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,76,3,54,85,155,40,17,15,22,142,19,37,0,0,0,0,7,0,2,0,0,1,595,33,629,1573
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,77,2,83,59,102,46,10,23,29,134,18,42,0,0,0,0,3,0,1,0,0,0,550,21,571,1282
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,78,2,76,37,47,15,8,8,15,85,7,32,0,0,0,0,2,0,0,0,0,2,332,24,358,903
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,79,5,278,153,247,104,32,26,54,372,68,115,0,0,0,0,9,0,0,0,0,0,1458,95,1553,3732
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,80,2,64,34,95,20,5,2,26,73,17,23,0,0,0,0,1,0,2,0,0,4,362,16,382,891
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,81,2,73,30,56,25,5,5,11,79,12,34,0,0,0,0,1,0,1,0,0,0,332,16,348,913
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,82,3,81,60,113,26,8,22,16,169,15,54,0,0,0,0,3,0,0,0,0,1,567,40,608,1533
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,83,2,72,27,47,35,12,9,11,80,14,18,0,0,0,0,2,0,0,0,0,0,327,20,347,896
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,84,2,76,49,52,16,7,13,19,110,17,30,0,0,0,0,1,0,2,0,0,2,392,31,425,1056
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,85,2,109,39,50,19,3,12,15,92,14,26,0,0,0,0,2,0,0,0,0,2,381,29,412,927
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,86,2,122,61,76,43,10,11,27,154,25,49,0,0,0,0,1,0,0,0,0,2,579,38,619,1407
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,87,2,142,74,67,35,14,19,17,115,17,36,0,0,0,0,3,0,0,0,0,1,539,44,584,1416
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,88,2,106,63,80,31,7,10,28,183,17,37,0,0,0,0,2,0,0,0,0,2,564,45,611,1300
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,89,1,24,26,42,20,4,20,7,75,21,31,0,0,0,0,2,0,3,0,0,0,275,20,295,733
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,90,2,139,67,59,14,4,14,10,97,22,46,0,0,0,0,5,0,1,0,0,1,478,35,514,1428
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,91,4,196,115,108,33,23,19,26,182,33,64,0,0,0,0,0,0,6,0,0,3,805,77,885,1141
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,92,2,103,44,105,27,5,13,11,136,10,33,0,0,0,0,0,0,0,0,0,4,487,33,524,1187
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,93,2,74,49,72,14,6,9,16,103,14,15,0,0,0,0,0,0,0,0,0,0,372,21,393,848
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,94,2,55,54,87,22,6,11,11,126,22,36,0,0,0,0,0,0,1,0,0,2,431,32,465,976
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,95,2,114,62,59,25,8,16,11,129,22,29,0,0,0,0,4,0,0,0,0,1,479,46,526,1181
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,96,2,116,66,119,18,9,8,17,101,22,27,0,0,0,0,2,0,1,0,0,1,506,31,538,1345
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,97,2,18,113,153,29,2,8,11,93,9,25,0,0,0,0,3,0,2,0,0,0,466,20,486,1123
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,98,1,77,46,39,11,7,10,7,73,7,37,0,0,0,0,0,0,0,0,0,0,314,30,344,723
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,99,2,81,36,38,26,4,11,10,101,20,35,0,0,0,0,1,0,0,0,0,1,363,34,398,905
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,100,2,159,54,51,29,13,15,11,125,20,59,0,0,0,0,2,0,0,0,0,7,538,57,602,1206
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,101,2,163,62,78,20,9,15,19,120,22,32,0,0,0,0,2,0,2,0,0,0,544,49,593,1225
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,102,2,111,56,98,25,6,15,13,97,20,48,0,0,0,0,2,0,0,0,0,1,491,34,526,1220
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,104,2,115,50,53,35,6,14,11,119,16,30,0,0,0,0,3,0,0,0,0,0,452,29,481,1049
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,105,2,113,68,45,30,4,9,6,72,21,29,0,0,0,0,0,0,2,0,0,3,399,52,454,1012
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,106,2,113,43,65,27,8,15,21,136,23,44,0,0,0,0,4,0,1,0,0,2,500,52,554,1337
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,107,2,114,82,119,26,3,28,25,99,22,54,0,0,0,0,6,0,1,0,0,1,579,52,632,1271
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,108,2,58,70,56,15,4,11,27,91,17,47,0,0,0,0,0,0,2,0,0,0,398,29,427,1024
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,109,3,90,56,151,40,7,20,23,185,19,60,0,0,0,0,4,0,3,0,0,1,658,45,704,1694
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,110,2,85,44,61,25,5,9,5,85,7,38,0,0,0,0,1,0,0,0,0,3,365,44,412,839
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,111,2,108,58,93,41,7,10,25,146,19,57,0,0,0,0,4,0,0,0,0,0,568,57,625,1380
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,112,1,46,38,44,13,2,7,5,70,12,30,0,0,0,0,2,0,0,0,0,0,269,29,298,635
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,113,1,70,34,38,16,2,5,4,64,14,25,0,0,0,0,1,0,0,0,0,0,273,25,298,623
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,114,1,60,26,22,18,7,5,10,81,12,22,0,0,0,0,1,0,0,0,0,1,264,22,287,522
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,115,1,78,46,40,15,9,10,13,58,9,25,0,0,0,0,0,0,1,0,0,1,304,19,324,634
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,116,1,71,47,33,12,4,8,10,85,7,30,0,0,0,0,4,0,0,0,0,1,311,24,336,652
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,117,1,78,42,31,12,6,9,6,97,13,17,0,0,0,0,1,0,0,0,0,0,312,16,328,630
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,118,1,72,50,42,14,7,11,10,77,11,42,0,0,0,0,0,0,0,0,0,1,336,23,360,662
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,119,2,87,66,75,28,7,33,20,179,19,58,0,0,0,0,1,0,1,0,0,2,574,57,633,1290
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,120,2,75,37,35,34,4,20,5,103,11,26,0,0,0,0,1,0,0,0,0,0,351,28,379,752
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,121,2,96,37,80,23,7,7,10,91,6,43,0,0,0,0,0,0,1,0,0,2,401,41,444,861
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,122,2,86,28,55,17,5,12,16,105,14,38,0,0,0,0,0,0,0,0,0,0,376,27,403,925
1,9,DISTRITO FEDERAL,5,,2,AZCAPOTZALCO,123,2,131,41,32,16,10,16,22,80,16,77,0,0,0,0,0,0,1,0,0,0,442,48,490,970
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,124,2,121,57,47,21,14,15,13,101,14,29,0,0,0,0,4,0,1,0,0,2,437,40,479,993
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,125,3,128,107,126,56,18,26,28,215,48,70,0,0,0,0,2,0,1,0,0,2,825,73,900,2117
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,126,2,142,64,52,27,7,10,16,125,29,36,0,0,0,0,0,0,1,0,0,2,509,39,550,1191
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,127,2,72,49,45,25,10,17,10,135,24,32,0,0,0,0,0,0,0,0,0,0,419,54,473,1061
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,128,2,137,87,72,23,11,15,18,131,25,32,0,0,0,0,3,0,0,0,0,3,554,38,595,1385
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,129,2,147,69,124,26,9,21,21,125,24,43,0,0,0,0,0,0,0,0,0,2,609,43,654,1483
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,130,1,18,11,35,3,2,2,9,38,2,14,0,0,0,0,0,0,2,0,0,0,136,18,154,378
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,131,2,95,47,56,14,6,11,10,105,18,32,0,0,0,0,1,0,0,0,0,4,395,51,450,912
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,132,2,106,79,36,18,4,23,10,87,23,38,0,0,0,0,2,0,1,0,0,2,427,48,477,918
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,133,2,139,70,44,13,5,20,14,120,20,35,0,0,0,0,3,0,1,0,0,0,484,53,537,1052
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,134,2,108,52,26,15,5,13,6,58,13,20,0,0,0,0,3,0,3,0,0,1,322,36,359,756
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,135,1,73,29,15,10,3,14,8,44,8,15,0,0,0,0,1,0,0,0,0,1,220,17,238,514
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,136,2,99,37,34,17,5,10,11,93,19,46,0,0,0,0,1,0,0,0,0,2,372,37,411,815
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,137,1,89,50,22,12,2,16,12,85,9,26,0,0,0,0,2,0,1,0,0,0,326,23,349,673
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,138,1,103,35,27,11,7,12,9,82,15,18,0,0,0,0,0,0,1,0,0,1,320,36,357,715
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,139,1,88,39,32,16,1,4,11,63,17,24,0,0,0,0,0,0,0,0,0,3,295,38,336,699
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,140,1,85,41,50,16,1,7,10,67,16,17,0,0,0,0,0,0,1,0,0,3,311,28,342,667
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,141,1,60,31,40,10,3,13,21,61,16,20,0,0,0,0,0,0,1,0,0,1,276,24,301,634
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,142,2,48,46,50,21,6,9,16,93,16,26,0,0,0,0,2,0,3,0,0,5,336,24,365,850
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,143,1,64,57,33,9,2,9,18,71,13,28,0,0,0,0,0,0,1,0,0,2,305,25,332,731
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,144,2,68,66,33,9,5,11,10,64,11,32,0,0,0,0,1,0,1,0,0,3,311,25,339,759
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,145,2,96,60,34,20,5,15,12,105,18,38,0,0,0,0,0,0,2,0,0,1,405,35,441,847
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,146,2,85,70,44,18,7,11,10,76,16,31,0,0,0,0,0,0,0,0,0,1,368,26,395,797
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,147,2,83,60,52,17,4,9,15,57,19,29,0,0,0,0,5,0,1,0,0,1,351,46,398,849
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,148,2,44,57,76,21,8,8,26,94,8,24,0,0,0,0,1,0,0,0,0,0,367,35,402,1034
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,149,1,12,37,50,7,5,8,6,37,4,11,0,0,0,0,0,0,0,0,0,0,177,11,188,455
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,150,1,51,36,25,11,2,11,8,65,20,9,0,0,0,0,0,0,1,0,0,1,239,24,264,516
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,151,1,40,19,40,11,3,5,3,54,12,17,0,0,0,0,0,0,0,0,0,0,204,12,216,506
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,152,1,53,41,27,6,3,6,7,57,8,23,0,0,0,0,0,0,0,0,0,0,231,27,258,519
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,153,1,32,17,34,13,4,6,9,64,10,21,0,0,0,0,2,0,0,0,0,0,212,16,228,508
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,154,2,61,60,96,22,9,14,14,95,11,31,0,0,0,0,0,0,1,0,0,2,414,32,448,1002
1,9,DISTRITO FEDERAL,3,,2,AZCAPOTZALCO,155,2,33,55,86,27,7,10,19,95,28,24,0,0,0,0,1,0,2,0,0,1,387,25,413,950
