CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,476,2,77,300,,,5,,1,,,6,3,,,,,,,,,,,,,,,0,392,9,401,960
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,477,1,21,143,,,1,,2,,,5,2,,,,,,,,,,,,,,,0,174,3,177,425
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,478,1,50,205,,,1,,0,,,10,2,,,,,,,,,,,,,,,0,268,7,275,529
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,479,1,49,205,,,1,,1,,,7,2,,,,,,,,,,,,,,,1,265,6,272,599
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,480,1,49,254,,,2,,0,,,8,1,,,,,,,,,,,,,,,0,314,4,318,707
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,481,1,64,245,,,1,,1,,,9,3,,,,,,,,,,,,,,,0,323,4,327,665
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,482,1,63,266,,,3,,0,,,8,9,,,,,,,,,,,,,,,0,349,2,351,720
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,483,1,54,271,,,6,,0,,,5,1,,,,,,,,,,,,,,,0,337,4,341,687
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,484,2,69,354,,,17,,1,,,14,11,,,,,,,,,,,,,,,0,466,8,474,959
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,494,2,113,363,,,3,,1,,,14,11,,,,,,,,,,,,,,,0,505,11,516,939
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,495,2,95,317,,,3,,4,,,19,6,,,,,,,,,,,,,,,0,444,4,448,867
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,496,1,71,243,,,1,,1,,,10,7,,,,,,,,,,,,,,,0,333,5,338,667
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,497,1,43,138,,,1,,0,,,7,4,,,,,,,,,,,,,,,0,193,5,198,432
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,498,2,86,318,,,3,,2,,,14,8,,,,,,,,,,,,,,,0,431,7,438,790
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,499,2,100,310,,,2,,0,,,12,4,,,,,,,,,,,,,,,0,428,10,438,932
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,500,2,115,364,,,5,,0,,,9,2,,,,,,,,,,,,,,,0,495,15,510,1048
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,501,2,95,331,,,2,,3,,,19,7,,,,,,,,,,,,,,,0,457,13,470,1027
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,502,3,234,716,,,9,,2,,,68,12,,,,,,,,,,,,,,,1,1041,28,1070,1843
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,503,2,103,395,,,7,,1,,,17,4,,,,,,,,,,,,,,,0,527,5,532,1017
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,504,2,83,316,,,1,,3,,,19,5,,,,,,,,,,,,,,,1,427,6,434,849
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,505,2,124,345,,,3,,3,,,20,10,,,,,,,,,,,,,,,0,505,11,516,860
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,506,2,112,293,,,5,,1,,,16,7,,,,,,,,,,,,,,,0,434,12,446,800
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,507,1,69,288,,,0,,4,,,8,2,,,,,,,,,,,,,,,0,371,6,377,674
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,508,1,63,179,,,1,,0,,,3,2,,,,,,,,,,,,,,,0,248,9,257,562
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,509,1,50,220,,,2,,1,,,6,4,,,,,,,,,,,,,,,0,283,0,283,573
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,510,3,119,524,,,2,,3,,,18,12,,,,,,,,,,,,,,,0,678,7,685,1510
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,513,2,87,358,,,18,,4,,,6,2,,,,,,,,,,,,,,,0,475,9,484,1028
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,514,1,76,230,,,5,,1,,,7,2,,,,,,,,,,,,,,,0,321,11,332,707
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,515,2,93,391,,,3,,0,,,10,4,,,,,,,,,,,,,,,0,501,14,515,1061
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,516,1,53,158,,,4,,0,,,9,3,,,,,,,,,,,,,,,0,227,1,228,442
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,517,1,78,178,,,2,,1,,,9,4,,,,,,,,,,,,,,,0,272,9,281,568
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,518,1,50,144,,,1,,3,,,9,0,,,,,,,,,,,,,,,0,207,8,215,451
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,519,2,87,323,,,3,,3,,,10,5,,,,,,,,,,,,,,,0,431,7,438,960
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,520,2,113,377,,,2,,2,,,24,6,,,,,,,,,,,,,,,1,524,4,529,1057
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,521,3,80,365,,,3,,1,,,11,6,,,,,,,,,,,,,,,0,466,12,478,1001
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,522,2,89,309,,,0,,3,,,9,8,,,,,,,,,,,,,,,0,418,14,432,827
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,523,1,59,210,,,1,,1,,,14,5,,,,,,,,,,,,,,,0,290,2,292,596
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,524,1,59,152,,,0,,0,,,6,4,,,,,,,,,,,,,,,0,221,6,227,520
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,525,2,92,509,,,7,,1,,,14,0,,,,,,,,,,,,,,,0,623,12,635,1237
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,606,3,61,273,,,3,,4,,,8,3,,,,,,,,,,,,,,,0,352,12,364,1735
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,609,2,96,273,,,2,,3,,,13,6,,,,,,,,,,,,,,,2,393,7,402,936
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,610,1,63,225,,,3,,1,,,11,1,,,,,,,,,,,,,,,0,304,5,309,678
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,611,2,57,290,,,0,,1,,,4,6,,,,,,,,,,,,,,,1,358,2,361,797
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,448,7,456,1491,,,9,,13,,,67,32,,,,,,,,,,,,,,,2,2068,25,2095,4990
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,449,2,180,493,,,2,,3,,,21,8,,,,,,,,,,,,,,,1,707,11,719,1375
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,485,2,79,455,,,4,,2,,,7,4,,,,,,,,,,,,,,,0,551,8,559,1218
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,486,3,107,494,,,8,,2,,,9,2,,,,,,,,,,,,,,,0,622,9,631,1510
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,487,3,137,550,,,7,,4,,,34,9,,,,,,,,,,,,,,,0,741,15,756,1822
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,488,15,657,3129,,,28,,10,,,128,42,,,,,,,,,,,,,,,2,3994,60,4056,11073
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,489,2,113,523,,,7,,0,,,9,5,,,,,,,,,,,,,,,0,657,11,668,1312
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,490,2,89,362,,,2,,2,,,11,4,,,,,,,,,,,,,,,0,470,12,482,1052
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,491,4,185,945,,,8,,3,,,19,12,,,,,,,,,,,,,,,0,1172,35,1207,2767
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,492,2,103,398,,,3,,0,,,12,1,,,,,,,,,,,,,,,0,517,9,526,970
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,493,2,76,336,,,2,,0,,,16,6,,,,,,,,,,,,,,,0,436,12,448,956
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,511,2,82,378,,,2,,2,,,16,3,,,,,,,,,,,,,,,0,483,7,490,1069
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,512,2,95,422,,,7,,1,,,10,7,,,,,,,,,,,,,,,0,542,12,554,1346
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,526,2,112,425,,,8,,1,,,9,3,,,,,,,,,,,,,,,2,558,12,572,1182
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,527,2,108,302,,,4,,2,,,12,3,,,,,,,,,,,,,,,0,431,10,441,970
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,528,2,117,351,,,5,,3,,,11,2,,,,,,,,,,,,,,,0,489,8,497,1072
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,529,2,109,408,,,1,,1,,,26,8,,,,,,,,,,,,,,,0,553,1,554,1192
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,530,2,118,457,,,4,,3,,,19,3,,,,,,,,,,,,,,,0,604,19,623,1372
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,531,2,66,425,,,4,,1,,,6,6,,,,,,,,,,,,,,,0,508,12,520,1142
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,532,1,52,220,,,1,,2,,,11,11,,,,,,,,,,,,,,,0,297,8,305,663
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,533,1,86,257,,,0,,3,,,14,3,,,,,,,,,,,,,,,0,363,4,367,718
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,534,1,36,205,,,1,,0,,,4,3,,,,,,,,,,,,,,,0,249,2,251,512
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,535,3,224,560,,,2,,3,,,24,11,,,,,,,,,,,,,,,0,824,11,835,1509
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,536,2,164,395,,,1,,1,,,14,3,,,,,,,,,,,,,,,1,578,11,590,1176
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,537,1,121,224,,,1,,1,,,9,3,,,,,,,,,,,,,,,0,359,6,365,714
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,538,2,81,308,,,6,,0,,,10,2,,,,,,,,,,,,,,,0,407,8,415,795
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,539,2,61,377,,,3,,2,,,20,5,,,,,,,,,,,,,,,0,468,11,479,1002
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,540,2,90,300,,,6,,1,,,12,3,,,,,,,,,,,,,,,0,412,4,416,800
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,13,702,2427,,,19,,13,,,83,34,,,,,,,,,,,,,,,2,3278,59,3339,8690
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,542,2,119,389,,,5,,0,,,12,2,,,,,,,,,,,,,,,0,527,12,539,1192
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,543,1,80,231,,,3,,0,,,7,1,,,,,,,,,,,,,,,0,322,3,325,693
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,544,2,122,287,,,4,,4,,,12,1,,,,,,,,,,,,,,,0,430,12,442,873
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,545,1,73,191,,,5,,3,,,9,5,,,,,,,,,,,,,,,0,286,5,291,630
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,546,1,91,295,,,0,,0,,,15,2,,,,,,,,,,,,,,,0,403,8,411,735
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,547,2,88,252,,,2,,1,,,24,3,,,,,,,,,,,,,,,1,370,12,383,783
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,548,2,70,319,,,1,,2,,,10,1,,,,,,,,,,,,,,,0,403,8,411,879
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,549,1,60,174,,,1,,0,,,6,3,,,,,,,,,,,,,,,1,244,6,251,551
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,550,2,102,366,,,5,,0,,,17,2,,,,,,,,,,,,,,,2,492,5,499,991
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,551,2,76,363,,,3,,1,,,11,1,,,,,,,,,,,,,,,0,455,8,463,894
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,552,2,119,489,,,0,,0,,,13,4,,,,,,,,,,,,,,,0,625,15,640,1059
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,553,2,95,314,,,6,,1,,,17,2,,,,,,,,,,,,,,,0,435,14,449,963
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,554,2,91,271,,,3,,0,,,4,4,,,,,,,,,,,,,,,0,373,8,381,796
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,555,1,55,212,,,1,,2,,,4,2,,,,,,,,,,,,,,,0,276,3,279,586
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,607,3,136,617,,,17,,0,,,16,3,,,,,,,,,,,,,,,1,789,8,798,1614
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,608,3,273,628,,,19,,3,,,20,3,,,,,,,,,,,,,,,0,946,16,962,1981
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1436,1,48,240,,,0,,0,,,9,0,,,,,,,,,,,,,,,0,297,2,299,688
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1437,2,62,286,,,4,,3,,,11,2,,,,,,,,,,,,,,,0,368,3,371,1069
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1439,2,61,237,,,4,,1,,,4,6,,,,,,,,,,,,,,,0,313,4,317,779
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1440,2,51,282,,,1,,1,,,8,3,,,,,,,,,,,,,,,1,346,2,349,809
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1441,1,41,192,,,0,,0,,,16,3,,,,,,,,,,,,,,,1,252,3,256,590
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1442,1,49,176,,,4,,1,,,7,4,,,,,,,,,,,,,,,0,241,1,242,624
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1443,2,94,324,,,2,,1,,,17,11,,,,,,,,,,,,,,,0,449,3,452,959
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1444,1,61,218,,,2,,3,,,15,4,,,,,,,,,,,,,,,0,303,12,315,690
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1445,2,73,320,,,3,,3,,,28,11,,,,,,,,,,,,,,,0,438,0,438,971
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1446,2,84,305,,,2,,1,,,12,3,,,,,,,,,,,,,,,0,407,6,413,1053
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1447,1,42,153,,,0,,0,,,8,4,,,,,,,,,,,,,,,0,207,1,208,378
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,420,2,391,,289,,4,,,,,2,16,,,,,,,,,,,,,,,0,702,14,716,1022
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,422,2,352,,347,,12,,,,,0,1,,,,,,,,,,,,,,,0,712,28,740,970
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,423,1,110,,106,,1,,,,,2,0,,,,,,,,,,,,,,,0,219,5,224,305
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,424,2,269,,336,,9,,,,,0,1,,,,,,,,,,,,,,,0,615,37,652,833
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,425,1,76,,104,,1,,,,,1,0,,,,,,,,,,,,,,,0,182,2,184,241
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,426,1,242,,176,,31,,,,,0,3,,,,,,,,,,,,,,,0,452,24,476,722
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,427,1,136,,81,,14,,,,,0,1,,,,,,,,,,,,,,,0,232,15,247,326
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,428,2,80,,86,,4,,,,,0,2,,,,,,,,,,,,,,,0,172,9,181,247
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,429,2,230,,152,,4,,,,,0,3,,,,,,,,,,,,,,,0,389,12,401,567
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,430,2,96,,169,,1,,,,,0,0,,,,,,,,,,,,,,,0,266,7,273,444
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,431,1,285,,139,,4,,,,,0,3,,,,,,,,,,,,,,,0,431,4,435,644
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,432,1,25,,59,,0,,,,,0,0,,,,,,,,,,,,,,,0,84,0,84,110
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,433,1,95,,46,,5,,,,,0,11,,,,,,,,,,,,,,,0,157,15,172,242
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,434,1,37,,39,,1,,,,,0,0,,,,,,,,,,,,,,,0,77,1,78,130
1,10,DURANGO,14,CUENCAME ,7,GRAL. SIMON BOLIVAR,435,3,305,,228,,11,,,,,1,1,,,,,,,,,,,,,,,0,546,35,581,975
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,612,3,513,,343,,153,,,,,21,25,,,,,,,,,,,,,,,0,1055,38,1093,1794
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,613,2,392,,193,,128,,,,,23,24,,,,,,,,,,,,,,,0,760,25,785,1332
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,614,2,317,,298,,170,,,,,33,18,,,,,,,,,,,,,,,0,836,13,849,1404
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,615,2,340,,226,,84,,,,,15,7,,,,,,,,,,,,,,,0,672,14,686,1126
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,616,3,298,,230,,83,,,,,13,4,,,,,,,,,,,,,,,0,628,23,651,955
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,617,2,246,,173,,128,,,,,23,9,,,,,,,,,,,,,,,0,579,8,587,876
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,618,2,294,,182,,82,,,,,20,12,,,,,,,,,,,,,,,0,590,12,602,949
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,619,2,384,,268,,150,,,,,14,8,,,,,,,,,,,,,,,0,824,12,836,1358
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,620,3,415,,249,,122,,,,,16,10,,,,,,,,,,,,,,,0,812,20,832,1516
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,621,3,559,,442,,121,,,,,47,23,,,,,,,,,,,,,,,1,1192,23,1216,2158
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,622,1,184,,139,,21,,,,,12,3,,,,,,,,,,,,,,,0,359,20,379,578
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,623,1,38,,45,,6,,,,,3,3,,,,,,,,,,,,,,,0,95,0,95,136
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,624,2,333,,150,,37,,,,,13,15,,,,,,,,,,,,,,,0,548,25,573,938
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,625,2,437,,213,,36,,,,,18,4,,,,,,,,,,,,,,,0,708,34,742,1167
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,626,1,130,,101,,19,,,,,15,0,,,,,,,,,,,,,,,7,265,6,278,416
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,627,1,162,,119,,16,,,,,12,2,,,,,,,,,,,,,,,0,311,10,321,470
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,628,2,280,,288,,12,,,,,138,6,,,,,,,,,,,,,,,0,724,14,738,1162
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,629,2,297,,300,,15,,,,,109,7,,,,,,,,,,,,,,,0,728,29,757,1150
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,630,3,444,,640,,30,,,,,9,42,,,,,,,,,,,,,,,0,1165,42,1207,1722
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,631,1,163,,109,,10,,,,,4,6,,,,,,,,,,,,,,,0,292,14,306,467
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,632,2,281,,146,,16,,,,,16,8,,,,,,,,,,,,,,,0,467,18,485,890
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,633,2,302,,99,,27,,,,,17,1,,,,,,,,,,,,,,,0,446,24,470,932
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,634,2,293,,159,,52,,,,,7,11,,,,,,,,,,,,,,,0,522,26,548,1154
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,635,2,254,,281,,27,,,,,8,10,,,,,,,,,,,,,,,0,580,39,619,1171
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,636,3,536,,393,,60,,,,,23,49,,,,,,,,,,,,,,,0,1061,61,1122,1912
1,10,DURANGO,14,CUENCAME ,8,GUADALUPE VICTORIA,637,2,158,,74,,45,,,,,4,17,,,,,,,,,,,,,,,0,298,10,308,439
1,10,DURANGO,8,EL ORO,9,GUANACEVI,638,4,621,,,565,10,8,,,,2,,,,,,,,,,,,,,,,1,1206,19,1226,1523
1,10,DURANGO,8,EL ORO,9,GUANACEVI,639,1,260,,,217,13,3,,,,0,,,,,,,,,,,,,,,,0,493,12,505,686
1,10,DURANGO,8,EL ORO,9,GUANACEVI,640,1,20,,,70,1,1,,,,0,,,,,,,,,,,,,,,,0,92,5,97,178
1,10,DURANGO,8,EL ORO,9,GUANACEVI,641,2,58,,,114,0,0,,,,0,,,,,,,,,,,,,,,,0,172,7,179,243
1,10,DURANGO,8,EL ORO,9,GUANACEVI,642,2,68,,,135,1,0,,,,0,,,,,,,,,,,,,,,,0,204,2,206,255
1,10,DURANGO,8,EL ORO,9,GUANACEVI,643,1,16,,,116,1,0,,,,1,,,,,,,,,,,,,,,,0,134,2,136,192
1,10,DURANGO,8,EL ORO,9,GUANACEVI,644,3,79,,,288,1,1,,,,0,,,,,,,,,,,,,,,,0,369,9,378,475
1,10,DURANGO,8,EL ORO,9,GUANACEVI,645,1,32,,,59,2,1,,,,0,,,,,,,,,,,,,,,,0,94,2,96,124
1,10,DURANGO,8,EL ORO,9,GUANACEVI,646,1,54,,,40,2,1,,,,1,,,,,,,,,,,,,,,,0,98,6,104,138
1,10,DURANGO,8,EL ORO,9,GUANACEVI,649,1,103,,,75,0,2,,,,0,,,,,,,,,,,,,,,,0,180,4,184,256
1,10,DURANGO,8,EL ORO,9,GUANACEVI,651,1,80,,,64,0,0,,,,0,,,,,,,,,,,,,,,,0,144,8,152,192
1,10,DURANGO,8,EL ORO,9,GUANACEVI,653,1,83,,,58,1,0,,,,0,,,,,,,,,,,,,,,,0,142,1,143,175
1,10,DURANGO,8,EL ORO,9,GUANACEVI,654,1,132,,,405,3,2,,,,0,,,,,,,,,,,,,,,,0,542,12,554,704
1,10,DURANGO,8,EL ORO,9,GUANACEVI,655,1,33,,,172,1,1,,,,0,,,,,,,,,,,,,,,,0,207,4,211,283
1,10,DURANGO,8,EL ORO,9,GUANACEVI,656,1,96,,,163,2,1,,,,0,,,,,,,,,,,,,,,,0,262,9,271,341
1,10,DURANGO,8,EL ORO,9,GUANACEVI,657,1,70,,,19,1,0,,,,0,,,,,,,,,,,,,,,,0,90,1,91,112
1,10,DURANGO,8,EL ORO,9,GUANACEVI,658,1,65,,,81,2,1,,,,0,,,,,,,,,,,,,,,,0,149,2,151,187
1,10,DURANGO,8,EL ORO,9,GUANACEVI,659,1,108,,,85,2,6,,,,0,,,,,,,,,,,,,,,,0,201,6,207,298
1,10,DURANGO,8,EL ORO,9,GUANACEVI,661,1,179,,,174,3,2,,,,0,,,,,,,,,,,,,,,,0,358,11,369,589
1,10,DURANGO,8,EL ORO,9,GUANACEVI,662,1,89,,,57,0,2,,,,0,,,,,,,,,,,,,,,,0,148,9,157,231
1,10,DURANGO,8,EL ORO,9,GUANACEVI,663,1,90,,,67,2,1,,,,0,,,,,,,,,,,,,,,,0,160,5,165,237
1,10,DURANGO,9,MAPIMI,10,HIDALGO,664,1,157,216,,,1,,,,,0,,,,,,,,,,,,,,,,0,374,5,379,511
1,10,DURANGO,9,MAPIMI,10,HIDALGO,666,1,115,109,,,0,,,,,0,,,,,,,,,,,,,,,,0,224,4,228,317
1,10,DURANGO,9,MAPIMI,10,HIDALGO,667,1,186,76,,,24,,,,,0,,,,,,,,,,,,,,,,0,286,4,290,388
1,10,DURANGO,9,MAPIMI,10,HIDALGO,668,3,376,212,,,35,,,,,4,,,,,,,,,,,,,,,,0,627,12,639,923
1,10,DURANGO,9,MAPIMI,10,HIDALGO,669,1,57,33,,,2,,,,,0,,,,,,,,,,,,,,,,0,92,2,94,132
1,10,DURANGO,9,MAPIMI,10,HIDALGO,670,1,147,183,,,5,,,,,0,,,,,,,,,,,,,,,,0,335,3,338,455
