ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,COMUN_PRI_PVEM_NVA_ALIANZA,COMUN_PRD_PT_PAN,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRD_PT,PRD_PAN,PT_PAN,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
12,GUERRERO,12,AYUTLA DE LOS LIBRES,55,88,292,1105,8687,916,7168,1071,140,295,87,0,2762,699,0,0,0,0,0,0,0,0,0,0,0,0,1,23222,1502,24725,39470,0.6264
12,GUERRERO,13,AZOYU,17,23,2,1225,3969,59,127,1750,33,72,36,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,6,7309,426,7741,10656,0.7264
12,GUERRERO,14,BENITO JUAREZ,15,25,47,3832,3721,38,28,58,98,59,0,15,22,21,0,0,0,0,0,0,0,0,0,0,0,0,4,7939,268,8211,12336,0.6656
12,GUERRERO,15,BUENAVISTA DE CUELLAR,11,19,1048,1615,1444,1162,577,154,20,392,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,1,6521,138,6660,9585,0.6948
12,GUERRERO,16,COAHUAYUTLA DE JOSE MARIA IZAZAGA,30,34,2,40,2912,0,3547,3,46,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6556,94,6650,9376,0.7092
12,GUERRERO,17,COCULA,24,28,26,2432,3227,39,37,98,557,53,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6483,241,6724,11266,0.5968
12,GUERRERO,18,COPALA,14,20,24,1832,1326,82,171,2250,68,35,0,1,72,301,135,0,0,0,0,0,0,0,0,0,0,0,0,6297,323,6620,9844,0.6724
12,GUERRERO,19,COPALILLO,10,20,44,1326,957,1461,21,1343,491,25,1401,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7084,318,7403,9722,0.7614
12,GUERRERO,20,COPANATOYAC,15,26,54,3705,2619,1178,0,14,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7651,315,7966,11354,0.7016
12,GUERRERO,21,COYUCA DE BENITEZ,59,100,388,11260,3838,243,9109,4057,129,839,0,56,235,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30154,1282,31456,50996,0.6168
12,GUERRERO,22,COYUCA DE CATALAN,56,73,162,10649,8516,213,114,89,43,114,0,0,14,149,214,0,0,0,0,0,0,0,0,0,0,0,8,20277,422,20707,32487,0.6373
12,GUERRERO,23,CUAJINICUILAPA,28,40,409,5197,4538,137,140,863,265,80,0,10,0,98,0,0,0,0,0,0,0,0,0,0,0,0,11,11737,406,12154,17989,0.6756
12,GUERRERO,24,CUALAC,7,13,22,1786,647,712,8,62,5,52,214,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,6,3726,162,3894,5126,0.7596
12,GUERRERO,25,CUAUTEPEC,13,20,0,80,3782,19,2953,16,29,33,658,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769,234,8003,10661,0.7506
12,GUERRERO,26,CUETZALA DEL PROGRESO,16,16,0,1612,0,1106,0,212,130,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,11,3907,150,4068,6335,0.6421
12,GUERRERO,27,CUTZAMALA DE PINZON,42,51,32,5289,5354,26,31,12,0,230,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,188,11180,18296,0.611
12,GUERRERO,28,CHILAPA DE ALVAREZ,84,163,673,19492,14705,868,803,1889,2146,874,508,292,286,562,0,0,0,0,0,0,0,0,0,0,0,0,492,43098,2751,46341,79940,0.5796
12,GUERRERO,29,CHILPANCINGO DE LOS BRAVO,103,295,1083,29441,24296,1983,1668,4768,1156,3243,3537,776,1291,1154,1193,0,0,0,0,0,0,0,0,0,0,0,51,75589,4274,79914,175007,0.4566
12,GUERRERO,30,EDUARDO NERI,29,61,86,7125,7667,494,93,1580,126,153,565,57,514,362,452,0,0,0,0,0,0,0,0,0,0,0,3,19274,780,20057,32431,0.6184
12,GUERRERO,31,FLORENCIO VILLARREAL,18,28,21,2682,4528,48,619,108,1237,276,108,0,14,209,0,0,0,0,0,0,0,0,0,0,0,0,12,9850,336,10198,14762,0.6908
12,GUERRERO,32,GENERAL CANUTO A. NERI,15,16,6,231,1278,9,10,1849,37,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,72,3499,4796,0.7295
12,GUERRERO,33,GENERAL HELIODORO CASTILLO,45,54,235,9251,1627,67,0,159,104,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12123,394,12521,21398,0.5851
12,GUERRERO,34,HUAMUXTITLAN,12,22,1192,1513,2017,1607,25,29,19,272,13,0,837,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7527,260,7787,11243,0.6926
12,GUERRERO,35,HUITZUCO DE LOS FIGUEROA,36,59,311,5804,1016,4798,405,671,172,241,59,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,4,14071,678,14753,28330,0.5207
12,GUERRERO,36,IGUALA DE LA INDEPENDENCIA,85,187,701,15638,13683,649,1938,3850,897,1877,413,3494,299,524,0,0,0,0,0,0,0,0,0,0,0,0,40,43963,2035,46038,105572,0.436
12,GUERRERO,37,IGUALAPA,12,16,1167,870,1084,299,446,880,801,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5571,199,5770,7292,0.7912
12,GUERRERO,38,IXCATEOPAN DE CUAUHTEMOC,12,14,0,2055,1671,5,8,9,7,51,6,142,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3975,75,4050,5405,0.7493
12,GUERRERO,39,ZIHUATANEJO DE AZUETA,64,160,713,14502,18807,1242,472,1324,652,1534,2359,589,212,353,0,0,0,0,0,0,0,0,0,0,0,0,26,42759,1754,44539,93095,0.4784
12,GUERRERO,40,JUAN R. ESCUDERO,24,36,2327,418,2849,2133,239,1586,65,797,0,0,193,27,0,0,0,0,0,0,0,0,0,0,0,0,0,10634,557,11191,17646,0.6341
12,GUERRERO,41,LEONARDO BRAVO,22,34,4163,3375,3098,117,68,318,92,136,0,5,9,115,0,0,0,0,0,0,0,0,0,0,0,0,5,11496,384,11885,16216,0.7329
12,GUERRERO,42,MALINALTEPEC,16,34,85,1475,2399,4265,44,1717,53,113,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10158,571,10729,16753,0.6404
12,GUERRERO,43,MARTIR DE CUILAPAN,16,25,93,1657,1670,102,200,2384,744,100,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7617,644,8261,12304,0.6714
12,GUERRERO,44,METLATONOC,16,31,0,1123,2256,1756,24,2332,18,34,0,0,63,37,0,0,0,0,0,0,0,0,0,0,0,0,3,7643,462,8108,11211,0.7232
12,GUERRERO,45,MOCHITLAN,15,19,35,446,535,26,2798,1588,62,132,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5641,369,6010,8369,0.7181
12,GUERRERO,46,OLINALA,25,37,22,5962,4479,353,31,22,31,405,0,8,20,67,0,0,0,0,0,0,0,0,0,0,0,0,4,11400,361,11765,16947,0.6942
12,GUERRERO,47,OMETEPEC,38,77,315,8796,14608,242,397,274,178,148,69,112,146,233,466,0,0,0,0,0,0,0,0,0,0,0,24,25984,1054,27062,40253,0.6722
12,GUERRERO,48,PEDRO ASCENCIO ALQUISIRAS,22,24,77,1145,836,104,18,75,1063,61,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,76,1,3461,178,3640,5070,0.7179
12,GUERRERO,49,PETATLAN,53,74,415,6735,8731,254,1023,279,0,250,41,54,64,0,189,0,0,0,0,0,0,0,0,0,0,0,3,18035,518,18556,31915,0.5814
12,GUERRERO,50,PILCAYA,16,22,2048,2079,129,609,361,10,1121,59,0,0,13,40,17,0,0,0,0,0,0,0,0,0,0,0,1,6486,99,6586,8444,0.7799
12,GUERRERO,51,PUNGARABATO,22,52,239,6014,5972,99,76,250,86,1863,0,77,37,235,296,0,0,0,0,0,0,0,0,0,0,0,9,15244,294,15547,28388,0.5476
12,GUERRERO,52,QUECHULTENANGO,40,52,192,1325,8830,157,0,3399,0,109,82,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14129,734,14883,22506,0.6612
12,GUERRERO,53,SAN LUIS ACATLAN,25,53,178,2857,4737,246,256,6564,129,233,139,0,189,48,246,0,0,0,0,0,0,0,0,0,0,0,4,15822,805,16631,25171,0.6607
12,GUERRERO,54,SAN MARCOS,47,73,471,7860,6710,343,6208,214,120,95,333,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22380,1422,23819,34646,0.6874
12,GUERRERO,55,SAN MIGUEL TOTOLAPAN,39,45,187,3288,3771,34,1337,1136,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9761,230,9991,15358,0.6505
12,GUERRERO,56,TAXCO DE ALARCON,87,154,13776,16770,2139,1510,2506,413,421,763,912,392,2643,350,0,50,0,0,20,6,0,0,0,0,0,0,11,42671,1972,44654,78923,0.5657
12,GUERRERO,57,TECOANAPA,39,62,8077,3766,512,968,6297,118,121,270,0,104,258,0,60,0,0,0,0,0,0,0,0,0,0,0,16,20551,1268,21835,29140,0.7493
12,GUERRERO,58,TECPAN DE GALEANA,66,102,85,13170,8028,281,0,1441,390,744,0,383,137,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24659,849,25519,45293,0.5634
12,GUERRERO,59,TELOLOAPAN,78,103,433,841,9407,331,419,8591,282,170,0,0,39,34,0,0,0,0,0,0,0,0,0,0,0,0,8,20547,980,21535,38774,0.5553
12,GUERRERO,60,TEPECOACUILCO DE TRUJANO,31,48,4288,4110,207,2400,67,2384,76,496,53,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,8,14155,565,14728,24274,0.6067
12,GUERRERO,61,TETIPAC,23,27,1931,3327,74,44,30,1085,47,32,0,43,21,23,0,0,0,0,0,0,0,0,0,0,0,0,1,6657,179,6837,9562,0.715
12,GUERRERO,62,TIXTLA DE GUERRERO,29,53,234,5186,6622,534,249,250,160,760,276,0,0,0,0,102,143,107,39,3,206,46,3,0,0,0,2,14920,586,15508,28551,0.5431
12,GUERRERO,63,TLACOACHISTLAHUACA,14,28,1978,2381,266,3069,0,31,55,16,396,0,54,0,370,0,0,0,0,0,0,0,0,0,0,0,5,8616,417,9038,13270,0.681
12,GUERRERO,64,TLACOAPA,10,15,0,1966,1268,42,0,33,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4030,208,4241,5661,0.7491
12,GUERRERO,65,TLALCHAPA,18,24,9,2141,3905,240,6,0,13,226,0,0,0,15,132,0,0,0,0,0,0,0,0,0,0,0,1,6687,69,6757,9941,0.6797
12,GUERRERO,66,TLALIXTAQUILLA DE MALDONADO,8,12,3,1249,733,974,4,2,9,196,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,81,3256,5058,0.6437
12,GUERRERO,67,TLAPA DE COMONFORT,36,94,79,10584,3904,3553,295,755,146,1135,123,444,841,250,0,0,0,0,0,0,0,0,0,0,0,0,31,22109,1347,23487,54287,0.4326
12,GUERRERO,68,TLAPEHUALA,22,34,4,5272,6222,8,5,2,204,160,11,60,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,11974,120,12095,16842,0.7181
12,GUERRERO,69,LA UNION DE ISIDORO MONTES DE OCA,33,52,27,5858,7403,38,24,48,1254,72,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,2,14758,224,14984,21328,0.7025
12,GUERRERO,70,XALPATLAHUAC,14,20,0,3099,1332,217,0,1224,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931,212,6143,9098,0.6752
12,GUERRERO,71,XOCHIHUEHUETLAN,8,13,9,612,253,1355,18,16,1586,155,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4007,105,4112,5782,0.7111
12,GUERRERO,72,XOCHISTLAHUACA,15,33,4798,5023,104,52,32,3587,30,5,0,0,0,45,9,0,0,0,0,0,0,0,0,0,0,0,0,13685,419,14104,17393,0.8109
12,GUERRERO,73,ZAPOTITLAN TABLAS,9,13,21,2163,1639,231,0,213,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,238,4569,6242,0.7319
12,GUERRERO,74,ZIRANDARO,22,33,50,4178,3676,440,29,0,0,834,47,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9277,213,9490,14509,0.654
12,GUERRERO,75,ZITLALA,20,32,376,3823,2022,161,266,2868,145,95,0,79,837,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10712,425,11137,15299,0.7279
12,GUERRERO,76,ACATEPEC,26,45,3637,3404,6445,57,64,22,0,36,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,13681,455,14140,17231,0.8206
12,GUERRERO,77,JOSE JOAQUIN DE HERRERA,9,17,601,1432,1462,140,23,1065,570,249,898,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6539,407,6947,9125,0.7613
12,GUERRERO,78,ILIATENCO,6,12,42,808,1573,91,483,1514,53,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4704,162,4868,6512,0.7475
12,GUERRERO,79,COCHOAPA EL GRANDE,16,31,0,2725,3800,2150,137,84,0,18,0,0,237,76,0,0,0,0,0,0,0,0,0,0,0,0,4,9227,409,9640,12983,0.7425
12,GUERRERO,80,MARQUELIA,11,19,219,644,105,270,1543,602,55,273,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5655,365,6020,9199,0.6544
12,GUERRERO,81,JUCHITAN,12,15,1402,49,66,32,1369,583,0,316,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3823,241,4065,5495,0.7397
