CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,COMUN_PRI_PVEM_NVA_ALIANZA,COMUN_PRD_PT_PAN,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRD_PT,PRD_PAN,PT_PAN,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2270,B,0,233,114,0,0,0,23,5,0,9,0,0,0,,,,,,,,,,,,0,384,0,384,661,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2270,C01,1,260,103,2,0,15,7,0,0,2,2,0,0,,,,,,,,,,,,0,392,11,403,660,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2271,B,2,153,99,1,0,50,6,5,0,2,2,0,0,,,,,,,,,,,,0,320,10,330,592,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2271,C01,1,160,88,2,0,44,5,5,0,3,0,0,0,,,,,,,,,,,,0,308,11,319,592,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2272,B,2,128,61,2,0,28,0,2,0,2,1,0,0,,,,,,,,,,,,0,226,11,237,406,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2272,C01,0,114,52,0,0,31,1,5,0,0,2,0,0,,,,,,,,,,,,0,205,12,217,405,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2272,S01,0,77,47,0,0,7,1,5,0,5,0,0,0,,,,,,,,,,,,0,142,6,148,0,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2273,B,1,114,53,0,0,16,0,3,0,1,0,0,0,,,,,,,,,,,,0,188,4,192,416,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2273,C01,2,119,58,0,0,19,2,1,0,0,0,0,0,,,,,,,,,,,,0,201,8,209,416,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2274,B,3,100,103,1,0,22,0,0,0,0,5,0,0,,,,,,,,,,,,0,234,6,240,454,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2274,C01,3,133,97,1,0,24,0,1,0,0,0,0,0,,,,,,,,,,,,0,259,6,265,453,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2275,B,0,81,104,2,,1,1,0,,2,0,,,,,,,,,,,,,,0,191,0,191,262,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2276,B,2,126,85,4,,11,1,2,,0,2,,,,,,,,,,,,,,0,233,5,238,568,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2277,B,0,89,57,1,,0,0,5,,0,0,,,,,,,,,,,,,,0,152,8,160,336,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2277,E01,0,49,6,0,,4,0,0,,0,0,,,,,,,,,,,,,,0,59,0,59,154,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2278,B,1,102,24,1,,3,0,19,,0,0,,,,,,,,,,,,,,0,150,1,151,284,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2279,B,0,114,59,1,,4,1,1,,3,0,,,,,,,,,,,,,,1,183,2,186,328,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2279,E01,0,97,32,3,,2,0,0,,1,0,,,,,,,,,,,,,,0,135,2,137,156,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2280,B,1,125,45,1,0,1,1,5,0,4,0,0,0,,,,,,,,,,,,0,183,4,187,356,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2281,B,0,95,33,1,,4,0,26,,0,0,,,,,,,,,,,,,,0,159,2,161,226,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2283,B,1,119,28,1,0,3,0,1,0,4,0,0,0,,,,,,,,,,,,0,157,3,160,242,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2284,B,0,59,10,1,,2,1,4,,0,0,,,,,,,,,,,,,,0,77,2,79,150,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2285,B,1,228,111,2,0,2,1,3,0,1,0,0,0,,,,,,,,,,,,0,349,2,351,559,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2286,B,0,151,86,7,,4,0,38,,1,0,,,,,,,,,,,,,,0,287,21,308,545,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2288,B,0,69,21,0,,1,0,0,,0,0,,,,,,,,,,,,,,0,91,2,93,111,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2289,B,0,11,171,0,,6,4,1,,3,0,,,,,,,,,,,,,,0,196,6,202,408,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2290,B,0,103,23,1,,0,0,4,,1,0,,,,,,,,,,,,,,0,132,1,133,206,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2290,E01,0,137,104,0,,0,3,13,,0,0,,,,,,,,,,,,,,0,257,4,261,353,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2291,B,0,100,4,1,,0,0,2,,0,0,,,,,,,,,,,,,,0,107,0,107,164,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2292,B,0,103,62,1,,21,27,3,,35,0,,,,,,,,,,,,,,0,252,17,269,475,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2292,C01,2,94,74,2,,13,24,3,,37,2,,,,,,,,,,,,,,0,251,0,251,474,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2293,B,4,119,113,1,,35,8,18,,37,1,,,,,,,,,,,,,,0,336,38,374,681,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2294,B,0,134,88,0,,42,7,5,,15,1,,,,,,,,,,,,,,0,292,0,292,515,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2295,B,0,73,45,0,,0,0,9,,0,0,,,,,,,,,,,,,,0,127,2,129,200,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2296,B,0,59,41,2,,0,1,2,,0,1,,,,,,,,,,,,,,0,106,4,110,175,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2297,B,0,97,47,0,0,6,6,0,0,0,3,0,0,,,,,,,,,,,,0,159,5,164,233,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2298,B,0,119,48,0,0,6,0,0,0,0,0,0,0,,,,,,,,,,,,0,173,9,182,254,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2299,B,0,81,15,0,0,2,0,0,0,2,0,0,0,,,,,,,,,,,,0,100,2,102,147,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2300,B,2,189,104,2,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,0,298,9,307,476,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2301,B,0,40,45,2,,46,2,9,,3,0,,,,,,,,,,,,,,0,147,8,155,234,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2302,B,6,168,39,36,,69,4,24,,3,6,,,,,,,,,,,,,,0,355,17,372,720,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2303,B,0,123,18,7,,17,2,10,,0,2,,,,,,,,,,,,,,0,179,8,187,331,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2304,B,1,135,36,14,,5,2,23,,2,2,,,,,,,,,,,,,,0,220,2,222,529,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2304,C01,1,139,48,11,,1,3,13,,0,2,,,,,,,,,,,,,,0,218,2,220,528,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2305,B,0,139,27,8,,4,3,28,,0,0,,,,,,,,,,,,,,0,209,7,216,413,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2305,C01,0,126,124,10,,4,1,19,,0,2,,,,,,,,,,,,,,0,286,8,294,412,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2306,B,0,139,23,7,,15,0,51,,0,3,,,,,,,,,,,,,,0,238,10,248,491,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2306,C01,0,134,17,21,,9,0,46,,1,0,,,,,,,,,,,,,,0,228,7,235,490,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2307,B,0,80,19,4,,7,6,35,,3,0,,,,,,,,,,,,,,0,154,8,162,403,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2307,C01,1,108,24,0,,11,4,19,,5,0,,,,,,,,,,,,,,0,172,12,184,403,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2308,B,1,104,130,5,,5,0,13,,0,3,,,,,,,,,,,,,,0,261,16,277,638,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2308,C01,0,112,123,3,,4,1,15,,0,5,,,,,,,,,,,,,,0,263,17,280,638,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2309,B,1,99,67,4,,11,0,5,,2,0,,,,,,,,,,,,,,0,189,8,197,395,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2309,C01,1,93,78,3,,2,1,1,,0,0,,,,,,,,,,,,,,1,179,1,181,394,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2310,B,0,124,144,3,0,12,3,11,0,0,4,0,0,,,,,,,,,,,,2,301,9,312,642,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2310,C01,0,150,128,3,0,0,0,13,0,0,2,0,0,,,,,,,,,,,,0,296,15,311,641,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2311,B,0,51,31,3,,1,2,9,,1,0,,,,,,,,,,,,,,0,98,3,101,223,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2312,B,2,57,42,9,,6,1,7,,16,1,,,,,,,,,,,,,,0,141,10,151,307,Acta Casilla,,,
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,58,TECPAN DE GALEANA,2313,B,3,231,36,4,,47,3,5,,41,2,,,,,,,,,,,,,,0,372,42,414,617,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2314,B,0,97,64,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,0,163,4,167,234,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2316,B,0,36,28,0,0,5,0,2,0,0,0,0,0,,,,,,,,,,,,0,71,5,76,121,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2317,B,0,162,82,1,0,2,1,1,0,1,0,0,0,,,,,,,,,,,,0,250,11,261,419,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2318,B,0,32,30,1,0,10,1,0,0,2,1,0,0,,,,,,,,,,,,0,77,1,78,172,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2319,B,1,195,138,2,0,35,1,1,0,3,2,0,0,,,,,,,,,,,,0,378,17,395,647,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2320,B,1,141,110,2,0,8,5,5,0,8,0,0,0,,,,,,,,,,,,0,280,4,284,488,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2321,B,0,108,84,14,0,20,1,6,0,30,2,0,0,,,,,,,,,,,,0,265,21,286,517,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2322,B,1,52,16,0,0,0,0,11,0,0,0,0,0,,,,,,,,,,,,0,80,2,82,142,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2323,B,0,127,65,0,0,5,4,2,0,0,1,0,0,,,,,,,,,,,,0,204,11,215,533,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2323,C01,0,123,54,0,0,7,3,11,0,0,3,0,0,,,,,,,,,,,,0,201,10,211,533,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2324,B,1,94,63,1,0,7,2,8,0,1,0,0,0,,,,,,,,,,,,0,177,11,188,388,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2324,C01,0,107,48,2,0,3,1,6,0,0,3,0,0,,,,,,,,,,,,0,170,10,180,387,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2325,B,0,63,11,0,0,6,0,3,0,0,0,0,0,,,,,,,,,,,,0,83,2,85,139,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2326,B,1,186,69,0,0,20,18,1,0,0,3,0,0,,,,,,,,,,,,0,298,6,304,588,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2326,C01,1,192,61,3,0,31,18,6,0,1,1,0,0,,,,,,,,,,,,0,314,6,320,588,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2327,B,1,130,60,0,0,3,21,1,0,3,0,0,0,,,,,,,,,,,,0,219,12,231,415,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2327,C01,2,134,78,1,0,4,15,2,0,2,0,0,0,,,,,,,,,,,,0,238,9,247,415,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2328,B,2,122,84,2,0,3,17,2,0,3,1,0,0,,,,,,,,,,,,0,236,14,250,457,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2328,C01,0,118,101,0,0,4,9,2,0,6,0,0,0,,,,,,,,,,,,0,240,8,248,456,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2329,B,1,99,49,1,0,7,0,2,0,3,2,0,0,,,,,,,,,,,,0,164,7,171,236,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2330,B,0,123,140,0,0,4,5,1,0,0,1,0,0,,,,,,,,,,,,0,274,18,292,522,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2330,C01,2,154,100,2,0,6,3,2,0,1,1,0,0,,,,,,,,,,,,0,271,13,284,521,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2330,C02,0,125,137,0,0,6,1,3,0,1,1,0,0,,,,,,,,,,,,0,274,17,291,521,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2331,B,12,17,142,3,9,139,2,2,,,0,0,,,,,,,,,,,,,0,326,22,348,615,Grupo Recuento,Anulada,Sentencia TEE/SSI/REC/023/2015 del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2331,C01,8,11,167,7,3,112,3,0,,,0,1,,0,,,0,0,,,,,,,0,312,14,326,614,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2332,B,11,11,93,8,3,137,2,3,,,2,0,,,,,,,,,,,,,0,270,11,281,501,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2332,C01,11,7,85,4,8,138,6,5,,,1,0,,,,,,,,,,,,,0,265,16,281,500,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2332,C02,13,12,66,5,8,122,8,4,,,0,0,,,,,,,,,,,,,0,238,12,250,500,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2333,B,11,15,159,4,4,158,6,9,,,0,0,,,,,,,,,,,,,0,366,21,387,687,Grupo Recuento,Anulada,Sentencia SDF-JRC-199/2015 Sala Regional Distrito Federal del TEPJF,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2333,C01,17,12,153,5,7,160,11,4,,,0,0,,0,,,0,0,,,,,,,0,369,16,385,687,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2334,B,10,9,98,5,3,51,7,3,,,2,0,,,,,,,,,,,,,0,188,13,201,492,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2334,C01,2,10,82,4,3,158,11,5,,,0,0,,,,,,,,,,,,,0,275,17,292,491,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2335,B,8,2,101,7,5,153,4,5,,,0,0,,,,,,,,,,,,,0,285,29,314,559,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2335,C01,5,11,96,3,1,175,14,2,,,1,0,,,,,,,,,,,,,0,308,6,314,558,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2336,B,6,16,110,11,1,113,4,1,,,1,1,,,,,,,,,,,,,0,264,13,277,477,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2336,C01,1,7,105,6,3,135,2,0,,,1,0,,,,,,,,,,,,,0,260,11,271,477,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2337,B,3,9,84,3,1,128,1,0,,,1,0,,,,,,,,,,,,,0,230,11,241,463,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2337,C01,0,9,92,4,2,120,4,3,,,0,0,,,,,,,,,,,,,0,234,11,245,462,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2337,S01,2,8,52,2,2,106,5,2,,,0,0,,,,,,,,,,,,,0,179,10,189,0,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2337,S02,6,8,46,1,2,85,3,1,,,3,0,,,,,,,,,,,,,0,155,12,167,0,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2338,B,5,14,123,9,2,151,8,1,,,2,2,,,,,,,,,,,,,0,317,12,329,552,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2338,C01,6,0,104,5,0,151,3,3,,,1,22,,,,,,,,,,,,,0,295,14,309,551,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2339,B,5,17,95,4,4,124,2,0,,,0,1,,,,,,,,,,,,,0,252,13,265,461,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2339,C01,4,12,93,4,4,130,7,3,,,1,0,,,,,,,,,,,,,0,258,9,267,461,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2340,B,5,11,110,4,1,129,14,1,,,1,1,,,,,,,,,,,,,0,277,17,294,475,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2341,B,11,12,102,2,4,197,7,3,,,0,0,,,,,,,,,,,,,0,338,17,355,600,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2341,C01,2,6,111,6,7,200,3,8,,,0,0,,,,,,,,,,,,,0,343,11,354,600,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2342,B,8,7,138,0,3,149,4,4,,,0,0,,,,,,,,,,,,,0,313,12,325,578,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2342,C01,8,7,121,9,3,143,5,4,,,2,0,,,,,,,,,,,,,0,302,12,314,578,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2342,C02,5,6,144,3,2,136,4,3,,,0,0,,,,,,,,,,,,,0,303,19,322,578,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2343,B,2,12,137,3,5,200,7,7,,,0,0,,,,,,,,,,,,,1,373,12,386,699,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2343,C01,4,14,134,4,11,207,12,6,,,0,0,,,,,,,,,,,,,0,392,4,396,699,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2343,E01,3,8,101,1,5,111,3,1,,,0,0,,,,,,,,,,,,,0,233,13,246,444,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2343,E01C01,3,14,105,3,4,134,0,3,,,1,0,,,,,,,,,,,,,0,267,8,275,443,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2344,B,0,3,82,3,1,122,4,6,,,0,0,,,,,,,,,,,,,0,221,7,228,389,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2344,C01,0,7,63,2,1,137,3,5,,,0,0,,,,,,,,,,,,,0,218,9,227,388,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2345,B,3,7,125,4,8,98,5,3,,,0,0,,,,,,,,,,,,,0,253,5,258,490,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2345,C01,7,9,92,3,12,97,7,1,,,1,0,,,,,,,,,,,,,0,229,19,248,490,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2347,B,1,2,240,1,19,31,4,0,,,0,0,,,,,,,,,,,,,0,298,15,313,582,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2348,B,0,1,108,0,0,1,1,0,,,0,0,,,,,,,,,,,,,0,111,4,115,202,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2352,B,2,1,74,1,2,38,0,0,,,0,0,,,,,,,,,,,,,0,118,10,128,229,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2353,B,0,3,99,0,0,45,0,0,,,0,0,,,,,,,,,,,,,0,147,2,149,206,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2354,B,0,0,64,0,3,35,2,0,,,0,0,,,,,,,,,,,,,0,104,5,109,162,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2355,B,0,2,26,1,3,20,2,0,,,1,0,,,,,,,,,,,,,0,55,5,60,106,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2356,B,0,1,49,0,0,26,0,0,,,0,0,,,,,,,,,,,,,0,76,8,84,153,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2358,B,2,4,52,8,3,65,4,3,,,1,0,,,,,,,,,,,,,0,142,5,147,241,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2359,B,3,1,39,4,1,40,3,0,,,0,0,,,,,,,,,,,,,0,91,3,94,184,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2361,B,0,2,89,0,6,33,0,0,,,0,0,,,,,,,,,,,,,0,130,4,134,196,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2362,B,0,4,108,1,10,46,0,1,,,0,0,,,,,,,,,,,,,0,170,9,179,307,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2363,B,2,0,86,4,2,36,0,2,,,0,0,,,,,,,,,,,,,0,132,3,135,211,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2364,B,0,0,37,0,1,32,0,0,,,0,0,,,,,,,,,,,,,1,70,2,73,125,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2365,B,7,2,24,1,0,36,0,2,,,0,0,,,,,,,,,,,,,0,72,4,76,135,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2366,B,1,1,65,0,21,20,0,0,,,0,2,,,,,,,,,,,,,0,110,4,114,211,Acta Casilla,,,
4,12,GUERRERO,20,TELOLOAPAN,59,TELOLOAPAN,2368,B,4,21,143,1,6,26,2,0,,,1,0,,,,,,,,,,,,,0,204,11,215,366,Acta Casilla,,,
