CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRD,PT,PVEM,MC,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,301,B,70,40,27,,3,23,1,22,6,144,,,,,0,336,19,355,568,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,301,C01,81,36,25,,3,31,5,23,4,133,,,,,0,341,20,361,568,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,301,C02,57,33,30,,3,43,1,21,5,120,,,,,0,313,16,329,568,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,301,C03,61,39,37,,6,31,1,15,3,118,,,,,0,311,20,331,567,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,302,B,73,42,30,,3,38,3,32,3,128,,,,,0,352,24,376,583,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,302,C01,64,42,31,,4,29,6,45,5,117,,,,,1,344,15,359,583,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,302,C02,61,47,17,,4,32,4,28,5,117,,,,,0,315,17,332,583,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,302,C03,56,57,27,,5,36,2,30,5,105,,,,,0,323,18,341,582,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,303,B,53,39,14,,7,45,2,18,5,74,,,,,0,257,14,271,414,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,303,C01,72,34,17,,5,27,1,16,3,82,,,,,0,257,15,272,413,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,304,B,107,18,26,,3,22,2,13,1,111,,,,,0,303,22,325,458,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,304,C01,104,25,18,,1,41,3,9,3,113,,,,,0,317,14,331,458,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,305,B,35,15,19,,4,18,0,15,0,109,,,,,0,215,8,223,333,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,306,B,26,8,3,,1,13,1,22,0,55,,,,,0,129,5,134,172,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,307,B,53,21,15,,2,50,0,24,7,166,,,,,0,338,20,358,507,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,308,B,81,37,23,,8,37,18,33,8,151,,,,,0,396,20,416,586,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA,308,C01,71,30,27,,6,31,25,32,6,153,,,,,2,383,16,399,586,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,295,B,46,93,5,,3,64,40,64,33,100,,,,,0,448,19,467,623,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,295,C01,63,84,6,,0,67,30,53,38,86,,,,,0,427,10,437,622,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,295,C02,48,79,9,,5,65,26,85,36,86,,,,,0,439,8,447,622,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,295,C03,52,76,6,,7,69,30,73,25,97,,,,,0,435,18,453,622,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,296,B,51,64,5,,4,60,18,55,22,78,,,,,0,357,8,365,509,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,296,C01,42,67,3,,2,62,14,61,32,85,,,,,0,368,14,382,508,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,296,C02,31,66,5,,2,50,28,51,31,103,,,,,0,367,14,381,508,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,49,B,111,50,47,,13,8,85,59,3,96,,,,,0,472,40,512,647,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,50,B,60,27,9,,3,2,43,29,1,99,,,,,0,273,13,286,343,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,51,B,12,26,0,,33,40,9,0,15,107,,,,,0,242,10,252,305,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,52,B,28,2,8,,0,2,15,3,0,22,,,,,0,80,4,84,101,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,53,B,113,12,11,,26,5,77,73,0,55,,,,,0,372,13,385,533,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,53,C01,128,19,12,,32,4,79,46,1,46,,,,,0,367,17,384,532,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,54,B,47,6,5,,0,3,110,29,3,54,,,,,0,257,13,270,380,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,55,B,40,4,33,,0,9,88,22,0,42,,,,,0,238,11,249,311,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,56,B,73,11,74,,0,3,127,23,1,126,,,,,0,438,16,454,582,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,56,C01,47,10,7,,6,2,159,20,1,129,,,,,0,381,16,397,581,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,4,ATLANGATEPEC,57,B,46,29,17,,26,4,49,8,2,60,,,,,0,241,12,253,350,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,409,B,68,104,3,,11,7,164,15,2,71,,,,,0,445,15,460,636,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,409,C01,68,82,6,,10,16,158,11,4,65,,,,,2,422,22,444,635,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,410,B,129,31,5,,23,13,157,22,2,60,,,,,0,442,17,459,612,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,410,C01,92,28,4,,13,22,173,18,4,77,,,,,1,432,24,456,611,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,411,B,61,57,8,,35,10,109,32,6,60,,,,,0,378,24,402,620,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,411,C01,71,72,4,,24,3,132,25,4,50,,,,,1,386,18,404,620,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,411,C02,74,70,7,,38,8,140,16,8,45,,,,,0,406,19,425,620,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,411,C03,76,44,5,,38,9,116,25,10,57,,,,,0,380,15,395,620,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,412,B,87,74,10,,25,11,97,30,9,44,,,,,1,388,16,404,686,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,412,C01,96,75,6,,17,9,127,18,6,42,,,,,0,396,23,419,686,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,412,C02,81,79,9,,27,12,132,23,11,54,,,,,0,428,21,449,685,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,412,C03,70,55,8,,20,15,121,16,10,54,,,,,0,369,18,387,685,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,413,B,92,46,9,,20,9,132,24,4,81,,,,,0,417,22,439,607,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,413,C01,79,32,11,,26,17,125,28,5,50,,,,,0,373,41,414,607,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,414,B,46,30,2,,38,5,59,15,10,30,,,,,0,235,15,250,409,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,414,C01,42,24,2,,29,8,54,20,4,38,,,,,0,221,13,234,409,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,415,B,62,34,9,,39,9,40,27,4,47,,,,,0,271,24,295,522,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,415,C01,50,24,7,,37,12,85,20,3,48,,,,,0,286,11,297,522,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,416,B,157,20,5,,14,2,117,12,0,29,,,,,0,356,25,381,533,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,416,C01,165,8,5,,11,8,172,7,2,36,,,,,0,414,15,429,532,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,417,B,57,12,5,,9,0,127,2,2,32,,,,,4,250,4,254,302,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,418,B,53,35,5,,16,4,98,17,3,64,,,,,0,295,17,312,407,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,419,B,51,26,7,,51,8,200,17,1,84,,,,,0,445,23,468,582,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,420,B,133,15,3,,10,17,149,9,0,34,,,,,0,370,18,388,592,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,420,C01,153,18,2,,13,18,141,15,2,32,,,,,0,394,17,411,592,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,420,C02,162,14,4,,15,14,136,17,6,22,,,,,0,390,14,404,592,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,421,B,165,25,1,,11,33,106,26,2,43,,,,,1,413,12,425,675,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,421,C01,167,25,4,,8,19,94,24,5,41,,,,,0,387,23,410,675,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,421,C02,168,25,6,,10,13,126,33,0,44,,,,,0,425,13,438,675,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,422,B,71,51,5,,11,11,172,16,2,27,,,,,0,366,20,386,651,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,422,C01,84,53,8,,18,7,172,18,5,44,,,,,0,409,0,409,650,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,422,C02,76,39,6,,17,11,150,16,6,46,,,,,0,367,21,388,650,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,422,C03,77,52,10,,14,12,138,15,2,41,,,,,0,361,22,383,650,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,422,C04,65,38,5,,16,13,171,16,3,37,,,,,0,364,29,393,650,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,31,TETLA DE LA SOLIDARIDAD,423,B,47,6,2,,0,0,77,10,0,37,,,,,0,179,12,191,219,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
4,29,TLAXCALA,2,TLAXCO,34,TLAXCO,58,B,24,30,10,,2,4,5,12,0,37,,,,,0,124,3,127,194,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_2.pdf,
