CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,AVE,PC,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA_AVE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_AVE,PRI_NVA_ALIANZA_AVE,PVEM_NVA_ALIANZA_AVE,PRI_PVEM,PRI_NVA_ALIANZA,PRI_AVE,PVEM_NVA_ALIANZA,PVEM_AVE,NVA_ALIANZA_AVE,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF ,OBSERVACIONES,RUTA_ACTA,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1408,C01,118,49,4,109,0,3,0,1,0,58,0,6,1,0,0,0,0,13,0,0,0,1,1,1,,,,,,,,,,,,,,,0,365,10,375,666,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1409,B,97,58,3,46,1,0,0,0,1,19,0,5,0,0,0,0,0,12,0,0,0,0,0,1,,,,,,,,,,,,,,,0,243,0,243,423,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1409,C01,92,56,3,56,1,2,1,1,2,18,1,4,0,0,0,0,0,8,1,0,0,0,0,0,,,,,,,,,,,,,,,0,246,11,257,422,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1410,B,91,160,6,62,2,1,5,1,5,28,0,4,0,1,0,0,0,15,0,0,0,0,1,0,,,,,,,,,,,,,,,0,382,10,392,711,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1411,B,127,72,7,44,2,1,3,0,1,17,1,7,0,0,0,0,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,0,294,12,306,616,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1411,E01,23,26,2,34,0,1,2,1,0,7,0,1,0,0,0,0,0,3,0,0,0,0,0,1,,,,,,,,,,,,,,,0,101,1,102,219,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1412,B,51,44,9,69,2,1,3,0,0,80,1,1,0,0,0,0,0,4,0,0,0,0,0,2,,,,,,,,,,,,,,,0,267,10,277,573,ACTA CASILLA,Anulada,RIN 89/2016,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1412,C01,66,34,10,94,2,2,2,4,0,89,2,1,0,0,0,0,0,7,0,0,0,0,0,2,,,,,,,,,,,,,,,0,315,6,321,573,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1412,C02,60,50,9,101,2,2,2,3,0,76,2,5,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,0,316,0,316,573,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1412,C03,71,52,6,79,1,2,3,1,2,75,1,1,0,0,0,0,0,3,0,0,0,0,0,2,,,,,,,,,,,,,,,0,299,8,307,573,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4696,B,35,36,5,26,0,1,2,2,0,69,0,1,0,1,0,0,0,5,0,0,0,1,0,2,,,,,,,,,,,,,,,0,186,4,190,397,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4696,C01,44,52,5,24,1,1,2,0,0,49,0,1,0,0,0,0,0,3,0,0,0,0,0,5,,,,,,,,,,,,,,,0,187,2,189,397,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4697,B,66,46,3,36,1,3,1,3,0,168,0,7,0,0,1,0,0,11,0,0,0,0,0,4,,,,,,,,,,,,,,,0,350,7,357,706,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4697,C01,60,46,6,42,1,3,2,3,0,150,0,2,0,0,0,0,0,10,0,0,0,0,0,4,,,,,,,,,,,,,,,0,329,11,340,706,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4698,B,44,38,5,28,0,4,1,1,1,113,0,3,1,0,0,0,0,5,0,0,0,0,0,7,,,,,,,,,,,,,,,0,251,6,257,494,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4698,C01,35,34,6,36,1,2,6,2,2,111,2,4,0,0,0,0,0,5,0,0,0,0,0,5,,,,,,,,,,,,,,,0,251,4,255,494,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4699,B,74,63,5,41,0,4,1,3,1,127,0,5,0,0,0,0,0,5,0,0,0,0,0,8,,,,,,,,,,,,,,,0,337,10,347,669,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4699,C01,71,65,7,41,0,3,0,1,1,132,0,5,0,0,0,0,0,9,0,0,0,0,0,2,,,,,,,,,,,,,,,0,337,6,343,668,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4700,B,70,96,9,53,4,3,5,0,3,86,6,2,0,0,0,1,0,10,0,0,0,1,0,1,,,,,,,,,,,,,,,0,350,8,358,578,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4700,C01,56,67,3,39,1,1,2,2,1,103,0,0,0,0,0,0,0,14,0,0,0,0,0,2,,,,,,,,,,,,,,,0,291,9,300,577,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4701,B,47,45,5,31,0,4,2,3,2,81,0,8,0,0,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,6,238,0,244,527,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4701,C01,62,51,8,31,3,1,3,3,0,77,0,1,0,0,0,0,0,8,1,1,0,0,0,6,,,,,,,,,,,,,,,0,256,7,263,526,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4702,B,34,34,6,102,6,3,2,1,0,43,1,0,0,0,0,0,0,9,0,0,0,1,0,0,,,,,,,,,,,,,,,0,242,1,243,421,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4702,C01,42,26,7,132,9,3,1,0,2,44,0,0,0,0,0,0,0,3,0,0,1,0,0,3,,,,,,,,,,,,,,,0,273,2,275,421,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4703,B,35,79,6,24,2,2,2,1,1,67,1,4,0,0,1,0,0,10,0,0,0,0,0,4,,,,,,,,,,,,,,,0,239,0,239,485,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4703,C01,33,99,2,30,0,1,4,2,1,53,0,3,1,1,1,0,0,5,0,0,0,0,0,3,,,,,,,,,,,,,,,0,239,12,251,485,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4704,B,36,64,8,13,2,1,0,1,0,24,2,1,0,0,0,0,0,6,0,0,0,0,0,2,,,,,,,,,,,,,,,0,160,6,166,304,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4705,B,76,68,5,24,1,0,1,5,1,67,1,11,0,0,0,0,0,7,0,1,0,0,0,2,,,,,,,,,,,,,,,0,270,9,279,483,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4706,B,31,71,16,40,2,2,3,1,1,62,5,2,0,0,0,0,0,7,0,0,0,0,0,5,,,,,,,,,,,,,,,0,248,2,250,419,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4707,B,33,74,20,34,2,2,7,5,1,77,1,2,0,0,1,0,0,6,0,0,0,0,0,9,,,,,,,,,,,,,,,0,274,4,278,446,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4707,C01,23,83,12,46,0,2,3,3,2,86,0,0,0,0,0,0,0,11,0,0,0,0,0,3,,,,,,,,,,,,,,,0,274,4,278,445,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4708,B,64,82,8,32,8,3,12,4,2,68,6,4,0,0,1,1,0,5,0,0,0,0,0,3,,,,,,,,,,,,,,,0,303,5,308,482,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4708,E01,87,69,10,98,3,3,5,3,1,44,1,7,0,0,0,0,0,7,0,0,1,0,0,3,,,,,,,,,,,,,,,0,342,11,353,498,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4709,B,64,152,12,64,0,7,1,5,1,117,2,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,0,442,15,457,663,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4710,B,58,86,10,76,1,0,7,3,2,78,2,4,0,0,1,6,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,0,340,6,346,534,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4710,C01,50,106,7,66,1,1,1,2,6,101,1,0,2,2,0,0,1,7,0,0,0,0,0,2,,,,,,,,,,,,,,,0,356,7,363,533,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4711,B,35,91,10,54,2,1,3,3,2,44,5,4,0,0,0,0,0,6,0,0,0,1,0,1,,,,,,,,,,,,,,,0,262,9,271,394,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4711,C01,58,99,7,47,1,1,1,2,0,45,2,2,0,0,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,0,275,6,281,393,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,B,165,75,4,34,2,1,4,0,0,16,2,6,0,0,0,0,0,2,0,0,1,0,0,6,,,,,,,,,,,,,,,0,318,5,323,551,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,C01,137,70,0,33,0,0,1,2,0,17,2,12,0,0,0,0,0,1,0,0,12,0,0,6,,,,,,,,,,,,,,,0,293,5,298,550,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,C02,163,79,5,38,2,0,2,0,0,23,1,9,0,0,1,0,0,2,0,0,0,0,0,8,,,,,,,,,,,,,,,0,333,5,338,550,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,B,163,68,3,35,0,0,3,1,1,20,1,9,0,0,1,0,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,0,312,13,325,585,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,C01,163,59,6,25,1,1,3,1,0,28,1,8,0,0,0,0,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,0,299,10,309,584,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,C02,162,70,10,35,0,0,2,0,1,16,1,10,0,0,0,0,0,6,1,0,0,0,0,3,,,,,,,,,,,,,,,0,317,7,324,584,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2778,B,79,42,1,13,2,0,2,0,0,1,0,6,0,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,0,152,2,154,350,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2779,B,41,53,2,75,1,0,0,1,0,1,2,2,0,0,1,0,0,8,0,0,0,0,0,2,,,,,,,,,,,,,,,0,189,3,192,365,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2780,B,37,19,10,53,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,128,2,130,192,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2781,B,63,49,32,49,1,0,0,0,0,1,0,10,0,0,0,0,0,16,0,0,0,0,0,4,,,,,,,,,,,,,,,0,225,4,229,346,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2781,E01,21,18,5,56,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,106,12,118,205,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2782,B,30,45,3,20,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,0,104,1,105,225,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2783,B,41,68,3,44,0,1,3,1,0,0,0,1,2,0,0,0,0,7,0,1,0,0,0,0,,,,,,,,,,,,,,,0,172,2,174,284,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2784,B,14,12,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,38,1,39,59,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2784,E01,24,63,5,23,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,0,122,2,124,239,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2785,B,94,47,3,54,1,0,0,0,1,2,1,0,0,0,0,0,0,10,0,0,0,0,0,1,,,,,,,,,,,,,,,0,214,2,216,376,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2786,B,118,67,3,148,2,3,2,0,0,13,2,6,0,0,0,0,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,0,382,0,382,596,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2787,B,104,191,10,102,2,1,3,1,2,1,0,5,0,0,0,0,0,4,0,0,0,0,0,13,,,,,,,,,,,,,,,0,439,8,447,614,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2788,B,73,60,3,43,0,0,1,0,1,3,1,6,0,0,0,0,0,14,0,0,0,0,1,1,,,,,,,,,,,,,,,0,207,12,219,441,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2788,C01,69,81,5,36,0,1,1,1,1,2,0,3,0,0,0,0,0,14,0,0,0,0,0,2,,,,,,,,,,,,,,,0,216,8,224,440,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2789,B,60,35,0,20,2,0,1,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,126,4,130,234,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2790,B,94,105,1,97,2,1,0,1,0,12,1,5,1,0,0,0,0,14,0,0,0,0,0,9,,,,,,,,,,,,,,,0,343,16,359,610,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2790,C01,130,68,1,86,0,0,0,0,0,6,1,10,0,0,0,0,0,11,0,0,0,0,0,12,,,,,,,,,,,,,,,0,325,23,348,610,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2791,B,73,38,1,21,0,0,0,0,0,2,0,4,0,0,0,0,0,16,0,0,0,0,0,3,,,,,,,,,,,,,,,0,158,6,164,268,ACTA CASILLA,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
