sep=|
AYUNTAMIENTOS
10/06/2024 14:45 (UTC-5)
 
CLAVE_CASILLA|CLAVE_ACTA|ID_ENTIDAD|ENTIDAD|ID_MUNICIPIO_LOCAL|MUNICIPIO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CAND_IND|C_PAN_PRI|C_PVEM_PT_MORENA|C_PVEM_PT|C_PVEM_MORENA|C_PT_MORENA|NO_REGISTRADAS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230682C0100"|230682C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0682"|1|C|0|1|2|78|21|0|62|16|8|162|3|-|10|6|2|4|0|1|11|384|734|RECONTADO EN GRUPO DE TRABAJO
="230683B0100"|230683B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0683"|1|B|0|1|2|68|19|1|68|9|5|136|1|-|11|4|1|4|2|0|8|337|700|RECONTADO EN GRUPO DE TRABAJO
="230683C0100"|230683C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0683"|1|C|0|1|2|86|19|0|59|8|4|127|2|-|10|4|2|3|1|0|16|341|700|RECONTADO EN GRUPO DE TRABAJO
="230684B0100"|230684B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0684"|1|B|0|1|2|69|19|0|77|7|2|116|7|-|17|10|2|6|0|0|12|344|641|RECONTADO EN GRUPO DE TRABAJO
="230685B0100"|230685B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0685"|1|B|0|1|2|63|9|0|50|14|5|141|0|-|8|9|0|5|4|2|13|323|699|RECONTADO EN GRUPO DE TRABAJO
="230685C0100"|230685C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0685"|1|C|0|1|2|77|16|0|49|11|10|142|4|-|6|7|1|1|5|0|15|344|699|RECONTADO EN GRUPO DE TRABAJO
="230686B0100"|230686B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0686"|1|B|0|1|2|58|16|2|49|10|6|110|2|-|6|10|2|3|1|0|10|285|616|RECONTADO EN GRUPO DE TRABAJO
="230686C0100"|230686C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0686"|1|C|0|1|2|79|18|1|48|7|10|114|4|-|5|3|2|5|1|2|18|317|616|RECONTADO EN GRUPO DE TRABAJO
="230687B0100"|230687B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0687"|1|B|0|1|2|54|8|2|59|5|3|109|3|-|5|8|0|1|2|1|9|269|534|RECONTADO EN GRUPO DE TRABAJO
="230687C0100"|230687C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0687"|1|C|0|1|2|42|14|1|66|2|7|119|3|-|6|4|0|4|1|1|19|289|534|COTEJADO EN PLENO
="230688B0100"|230688B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0688"|1|B|0|1|2|38|19|1|64|8|6|110|3|-|6|2|2|6|4|1|11|281|498|RECONTADO EN GRUPO DE TRABAJO
="230688C0100"|230688C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0688"|1|C|0|1|2|49|13|0|50|4|6|73|4|-|5|5|0|4|1|0|11|225|498|RECONTADO EN GRUPO DE TRABAJO
="230689B0100"|230689B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0689"|1|B|0|1|2|68|13|1|57|6|5|102|0|-|8|2|0|6|2|0|10|280|538|RECONTADO EN GRUPO DE TRABAJO
="230689C0100"|230689C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0689"|1|C|0|1|2|58|12|4|47|8|6|108|1|-|6|2|1|2|2|0|8|265|537|COTEJADO EN PLENO
="230690B0100"|230690B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0690"|1|B|0|1|2|128|19|3|16|6|15|59|5|-|6|8|0|0|0|0|9|274|599|RECONTADO EN GRUPO DE TRABAJO
="230691B0100"|230691B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0691"|1|B|0|1|2|41|8|0|45|5|3|78|1|-|1|2|0|5|1|0|5|195|405|RECONTADO EN GRUPO DE TRABAJO
="230691C0100"|230691C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0691"|1|C|0|1|2|39|16|0|41|7|3|63|3|-|4|5|3|3|0|0|5|192|404|RECONTADO EN GRUPO DE TRABAJO
="230692B0100"|230692B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0692"|1|B|0|1|2|37|15|1|45|3|1|92|2|-|4|1|0|5|0|0|6|212|515|RECONTADO EN GRUPO DE TRABAJO
="230692C0100"|230692C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0692"|1|C|0|1|2|44|8|2|45|8|2|82|0|-|3|4|1|3|0|3|9|214|514|RECONTADO EN GRUPO DE TRABAJO
="230693B0100"|230693B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0693"|1|B|0|1|2|40|10|4|40|9|3|96|1|-|7|4|0|2|0|1|11|228|476|RECONTADO EN GRUPO DE TRABAJO
="230693C0100"|230693C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0693"|1|C|0|1|2|36|14|2|41|5|7|93|0|-|2|10|0|5|2|0|9|226|475|RECONTADO EN GRUPO DE TRABAJO
="230695B0100"|230695B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0695"|1|B|0|1|2|88|32|2|86|14|4|121|4|-|6|6|1|4|3|0|10|381|653|RECONTADO EN GRUPO DE TRABAJO
="230695C0100"|230695C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0695"|1|C|0|1|2|111|18|4|88|13|5|106|5|-|13|9|2|3|1|0|12|390|652|RECONTADO EN GRUPO DE TRABAJO
="230696B0100"|230696B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0696"|1|B|0|1|2|88|20|3|54|18|3|96|2|-|10|3|0|4|0|0|14|315|529|RECONTADO EN GRUPO DE TRABAJO
="230696C0100"|230696C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0696"|1|C|0|1|2|83|27|2|55|11|5|104|2|-|6|7|1|4|0|0|15|322|529|RECONTADO EN GRUPO DE TRABAJO
="230697B0100"|230697B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0697"|1|B|0|1|2|77|20|1|74|11|7|67|1|-|6|5|1|4|2|0|17|293|503|RECONTADO EN GRUPO DE TRABAJO
="230697C0100"|230697C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0697"|1|C|0|1|2|85|18|2|79|8|7|78|2|-|9|9|3|3|1|0|7|311|503|RECONTADO EN GRUPO DE TRABAJO
="230698B0100"|230698B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0698"|1|B|0|1|2|85|22|2|79|21|8|154|1|-|17|8|0|9|4|0|8|418|695|RECONTADO EN GRUPO DE TRABAJO
="230698C0100"|230698C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0698"|1|C|0|1|2|90|25|0|93|17|3|127|0|-|5|4|0|6|0|0|11|381|695|COTEJADO EN PLENO
="230699B0100"|230699B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0699"|1|B|0|1|2|81|20|2|54|8|7|143|3|-|9|3|0|9|3|0|5|347|583|COTEJADO EN PLENO
="230700B0100"|230700B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0700"|1|B|0|1|2|85|23|3|48|10|6|120|1|-|8|5|0|6|3|0|6|324|541|COTEJADO EN PLENO
="230700C0100"|230700C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0700"|1|C|0|1|2|60|7|3|60|12|10|117|2|-|7|10|1|8|0|0|4|301|540|COTEJADO EN PLENO
="230701B0100"|230701B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0701"|1|B|0|1|2|141|29|2|33|8|17|102|1|-|9|3|0|3|0|1|10|359|637|RECONTADO EN GRUPO DE TRABAJO
="230701C0100"|230701C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0701"|1|C|0|1|2|93|23|2|78|11|5|127|1|-|9|3|2|9|0|0|8|371|636|RECONTADO EN GRUPO DE TRABAJO
="230702B0100"|230702B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0702"|1|B|0|1|2|169|29|4|25|9|18|88|6|-|6|2|0|1|0|0|14|371|661|RECONTADO EN GRUPO DE TRABAJO
="230702C0100"|230702C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0702"|1|C|0|1|2|168|31|3|38|7|7|89|5|-|7|5|0|4|1|0|8|373|661|RECONTADO EN GRUPO DE TRABAJO
="230702C0200"|230702C020002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0702"|2|C|0|1|2|157|26|2|23|10|13|109|1|-|8|5|0|4|1|0|7|366|660|RECONTADO EN GRUPO DE TRABAJO
="230702C0300"|230702C030002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0702"|3|C|0|1|2|151|24|4|32|4|13|86|3|-|17|5|0|2|0|2|3|346|660|RECONTADO EN GRUPO DE TRABAJO
="230702C0400"|230702C040002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0702"|4|C|0|1|2|174|25|1|35|2|11|86|4|-|12|4|0|1|3|0|9|367|660|RECONTADO EN GRUPO DE TRABAJO
="230702C0500"|230702C050002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0702"|5|C|0|1|2|171|23|2|37|4|20|101|5|-|12|8|0|3|0|2|11|399|660|RECONTADO EN GRUPO DE TRABAJO
="230703B0100"|230703B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0703"|1|B|0|1|2|121|25|0|57|11|4|101|2|-|10|8|0|3|1|0|12|355|644|RECONTADO EN GRUPO DE TRABAJO
="230703C0100"|230703C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0703"|1|C|0|1|2|128|27|2|40|6|10|108|2|-|12|7|0|1|1|1|23|368|643|RECONTADO EN GRUPO DE TRABAJO
="230704B0100"|230704B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0704"|1|B|0|1|2|103|28|0|33|9|13|107|1|-|9|7|0|4|2|1|16|333|650|RECONTADO EN GRUPO DE TRABAJO
="230704C0100"|230704C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0704"|1|C|0|1|2|121|19|1|38|4|9|124|1|-|7|5|1|4|4|0|21|359|649|COTEJADO EN PLENO
="230705B0100"|230705B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0705"|1|B|0|1|2|104|32|0|29|5|13|96|1|-|9|3|0|1|0|0|5|298|505|RECONTADO EN GRUPO DE TRABAJO
="230705C0100"|230705C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0705"|1|C|0|1|2|89|14|1|47|5|9|90|2|-|10|3|0|0|1|0|8|279|505|RECONTADO EN GRUPO DE TRABAJO
="230706B0100"|230706B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0706"|1|B|0|1|2|122|33|0|67|26|12|115|3|-|11|6|3|4|2|0|16|420|678|RECONTADO EN GRUPO DE TRABAJO
="230707B0100"|230707B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0707"|1|B|0|1|2|89|14|1|48|5|9|90|2|-|10|3|0|0|1|0|10|282|481|RECONTADO EN GRUPO DE TRABAJO
="230707C0100"|230707C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0707"|1|C|0|1|2|81|14|0|46|7|5|82|2|-|9|7|1|5|2|0|9|270|481|RECONTADO EN GRUPO DE TRABAJO
="230708B0100"|230708B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0708"|1|B|0|1|2|118|23|0|34|9|12|91|4|-|19|2|2|3|1|0|14|332|560|RECONTADO EN GRUPO DE TRABAJO
="230708C0100"|230708C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0708"|1|C|0|1|2|112|22|3|31|14|14|87|1|-|11|8|0|5|2|0|10|320|559|RECONTADO EN GRUPO DE TRABAJO
="230709B0100"|230709B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0709"|1|B|0|1|2|139|32|1|32|7|12|107|2|-|11|7|0|3|0|0|9|362|618|RECONTADO EN GRUPO DE TRABAJO
="230709C0100"|230709C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0709"|1|C|0|1|2|141|29|2|33|8|17|102|1|-|9|3|0|3|0|1|10|359|617|RECONTADO EN GRUPO DE TRABAJO
="230709C0200"|230709C020002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0709"|2|C|0|1|2|149|37|5|36|10|11|108|3|-|8|6|1|3|1|0|14|392|617|RECONTADO EN GRUPO DE TRABAJO
="230709C0300"|230709C030002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0709"|3|C|0|1|2|175|25|2|34|7|9|84|1|-|9|4|1|3|1|0|17|372|617|RECONTADO EN GRUPO DE TRABAJO
="230710B0100"|230710B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0710"|1|B|0|1|2|59|8|1|45|10|3|108|7|-|8|2|0|8|1|2|14|276|525|RECONTADO EN GRUPO DE TRABAJO
="230710C0100"|230710C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0710"|1|C|0|1|2|38|14|1|36|11|6|115|7|-|0|5|1|9|4|0|17|264|524|RECONTADO EN GRUPO DE TRABAJO
="230711B0100"|230711B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0711"|1|B|0|1|2|59|6|2|84|6|3|99|4|-|10|3|0|5|2|1|13|297|558|RECONTADO EN GRUPO DE TRABAJO
="230711C0100"|230711C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0711"|1|C|0|1|2|42|4|2|89|7|3|93|1|-|0|7|0|4|0|0|11|263|558|COTEJADO EN PLENO
="230712B0100"|230712B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0712"|1|B|0|1|2|72|18|2|74|10|2|136|5|-|2|7|0|8|1|0|10|347|637|COTEJADO EN PLENO
="230713B0100"|230713B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0713"|1|B|0|1|2|43|12|0|40|8|4|56|2|-|5|5|2|3|3|0|4|187|476|RECONTADO EN GRUPO DE TRABAJO
="230713C0100"|230713C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0713"|1|C|0|1|2|63|19|2|37|8|9|81|0|-|8|5|0|2|1|1|3|239|476|RECONTADO EN GRUPO DE TRABAJO
="230714B0100"|230714B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0714"|1|B|0|1|2|56|5|0|60|8|2|89|1|-|6|7|0|1|0|1|15|251|518|RECONTADO EN GRUPO DE TRABAJO
="230714C0100"|230714C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0714"|1|C|0|1|2|56|12|0|55|8|4|72|2|-|8|3|1|6|1|2|10|240|518|RECONTADO EN GRUPO DE TRABAJO
="230715B0100"|230715B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0715"|1|B|0|1|2|56|12|0|55|8|4|72|2|-|8|3|1|6|1|2|10|240|535|RECONTADO EN GRUPO DE TRABAJO
="230715C0100"|230715C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0715"|1|C|0|1|2|92|29|2|37|15|4|87|1|-|13|13|1|3|5|5|0|307|534|RECONTADO EN GRUPO DE TRABAJO
="230716B0100"|230716B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0716"|1|B|0|1|2|48|7|0|71|17|7|76|2|-|6|6|2|3|0|0|11|256|518|COTEJADO EN PLENO
="230717B0100"|230717B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0717"|1|B|0|1|2|51|10|2|51|9|5|74|3|-|7|8|1|2|2|1|7|233|537|COTEJADO EN PLENO
="230717C0100"|230717C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0717"|1|C|0|1|2|53|13|0|48|5|6|87|1|-|6|5|0|3|1|2|7|237|536|RECONTADO EN GRUPO DE TRABAJO
="230718B0100"|230718B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0718"|1|B|0|1|2|59|12|0|47|11|5|138|3|-|4|7|1|6|3|1|12|309|718|RECONTADO EN GRUPO DE TRABAJO
="230718C0100"|230718C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0718"|1|C|0|1|2|68|7|0|64|20|5|129|3|-|3|5|2|0|1|0|12|319|717|RECONTADO EN GRUPO DE TRABAJO
="230719B0100"|230719B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0719"|1|B|0|1|2|65|12|1|48|5|2|112|3|-|6|6|1|3|1|2|15|282|538|RECONTADO EN GRUPO DE TRABAJO
="230719C0100"|230719C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0719"|1|C|0|1|2|54|18|2|26|8|4|116|1|-|11|6|0|1|3|0|8|258|537|RECONTADO EN GRUPO DE TRABAJO
="230720B0100"|230720B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0720"|1|B|0|1|2|76|24|2|73|14|4|85|2|-|10|1|1|6|2|0|11|311|650|RECONTADO EN GRUPO DE TRABAJO
="230720C0100"|230720C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0720"|1|C|0|1|2|82|12|1|66|17|10|80|1|-|9|4|0|9|1|2|12|306|649|RECONTADO EN GRUPO DE TRABAJO
="230721B0100"|230721B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0721"|1|B|0|1|2|28|11|0|45|12|6|97|1|-|7|4|0|11|4|2|16|244|596|RECONTADO EN GRUPO DE TRABAJO
="230721C0100"|230721C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0721"|1|C|0|1|2|42|16|0|45|11|3|117|1|-|6|7|0|6|1|1|15|271|596|RECONTADO EN GRUPO DE TRABAJO
="230722B0100"|230722B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0722"|1|B|0|1|2|52|17|2|61|12|4|114|1|-|2|4|0|9|2|1|8|289|610|RECONTADO EN GRUPO DE TRABAJO
="230722C0100"|230722C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0722"|1|C|0|1|2|61|12|1|43|3|6|109|2|-|4|8|0|10|0|1|10|270|609|RECONTADO EN GRUPO DE TRABAJO
="230723B0100"|230723B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0723"|1|B|0|1|2|41|13|2|33|11|6|97|5|-|8|7|0|1|1|0|10|235|423|RECONTADO EN GRUPO DE TRABAJO
="230724B0100"|230724B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0724"|1|B|0|1|2|70|21|0|54|14|12|131|1|-|8|4|1|4|1|1|6|328|709|COTEJADO EN PLENO
="230725B0100"|230725B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0725"|1|B|0|1|2|59|15|3|59|14|5|122|1|-|8|6|2|2|5|0|8|309|691|RECONTADO EN GRUPO DE TRABAJO
="230725C0100"|230725C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0725"|1|C|0|1|2|65|13|0|62|13|4|116|0|-|6|3|1|6|3|0|13|305|690|RECONTADO EN GRUPO DE TRABAJO
="230726B0100"|230726B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0726"|1|B|0|1|2|71|10|1|46|12|11|101|2|-|3|7|0|3|0|0|12|279|564|RECONTADO EN GRUPO DE TRABAJO
="230726C0100"|230726C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0726"|1|C|0|1|2|61|10|0|35|9|8|103|1|-|5|4|1|4|3|2|9|255|564|RECONTADO EN GRUPO DE TRABAJO
="230727B0100"|230727B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0727"|1|B|0|1|2|45|7|0|46|8|13|84|0|-|5|1|0|1|0|1|8|219|490|RECONTADO EN GRUPO DE TRABAJO
="230727C0100"|230727C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0727"|1|C|0|1|2|57|12|0|29|8|6|73|1|-|6|4|1|0|1|0|10|208|490|RECONTADO EN GRUPO DE TRABAJO
="230728B0100"|230728B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0728"|1|B|0|1|2|67|9|1|16|3|6|45|5|-|6|3|0|4|0|1|6|172|368|RECONTADO EN GRUPO DE TRABAJO
="230729B0100"|230729B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0729"|1|B|0|1|2|170|31|4|9|22|6|90|1|-|6|3|1|1|2|0|9|355|593|RECONTADO EN GRUPO DE TRABAJO
="230729C0100"|230729C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0729"|1|C|0|1|2|155|33|2|19|6|26|77|4|-|6|3|2|1|0|0|9|343|593|RECONTADO EN GRUPO DE TRABAJO
="230729C0200"|230729C020002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0729"|2|C|0|1|2|171|42|4|16|6|7|76|3|-|9|5|1|1|0|1|7|349|593|COTEJADO EN PLENO
="230730B0100"|230730B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0730"|1|B|0|1|2|103|18|3|52|8|15|126|1|-|4|2|2|5|5|0|9|353|597|RECONTADO EN GRUPO DE TRABAJO
="230731B0100"|230731B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0731"|1|B|0|1|2|64|11|3|49|6|5|78|2|-|2|5|0|1|4|0|7|237|395|RECONTADO EN GRUPO DE TRABAJO
="230731C0100"|230731C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0731"|1|C|0|1|2|76|12|0|51|6|7|66|2|-|6|3|0|2|3|0|6|240|395|RECONTADO EN GRUPO DE TRABAJO
="230732B0100"|230732B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0732"|1|B|0|1|2|105|25|2|39|10|7|116|2|-|14|6|0|4|2|0|8|340|592|RECONTADO EN GRUPO DE TRABAJO
="230732C0100"|230732C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0732"|1|C|0|1|2|92|18|0|49|9|5|113|2|-|10|5|0|4|1|0|13|321|592|RECONTADO EN GRUPO DE TRABAJO
="230733B0100"|230733B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0733"|1|B|0|1|2|104|29|2|38|18|11|143|3|-|16|5|3|2|2|1|8|385|606|COTEJADO EN PLENO
="230733C0100"|230733C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0733"|1|C|0|1|2|117|16|3|39|9|10|131|2|-|5|14|0|0|0|0|12|358|605|COTEJADO EN PLENO
="230734B0100"|230734B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0734"|1|B|0|1|2|146|25|4|30|4|12|68|1|-|5|2|1|0|1|0|5|304|579|RECONTADO EN GRUPO DE TRABAJO
="230734C0100"|230734C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0734"|1|C|0|1|2|151|23|4|21|6|13|40|0|-|8|2|0|1|0|0|10|279|579|RECONTADO EN GRUPO DE TRABAJO
="230735B0100"|230735B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0735"|1|B|0|1|2|86|30|0|75|6|8|116|2|-|5|5|1|2|0|0|6|342|614|RECONTADO EN GRUPO DE TRABAJO
="230736B0100"|230736B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0736"|1|B|0|1|2|116|19|1|46|6|6|84|3|-|15|6|0|0|2|0|8|312|608|RECONTADO EN GRUPO DE TRABAJO
="230736C0100"|230736C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0736"|1|C|0|1|2|92|29|2|37|15|4|87|1|-|13|13|1|3|5|0|9|311|608|RECONTADO EN GRUPO DE TRABAJO
="230737B0100"|230737B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0737"|1|B|0|1|2|51|19|2|28|8|4|48|2|-|6|3|1|7|0|1|10|190|421|COTEJADO EN PLENO
="230737C0100"|230737C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0737"|1|C|0|1|2|38|14|3|22|6|4|73|2|-|6|4|0|5|1|0|7|185|421|COTEJADO EN PLENO
="230738B0100"|230738B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0738"|1|B|0|1|2|65|22|1|12|5|4|69|2|-|6|1|0|0|0|1|7|195|424|RECONTADO EN GRUPO DE TRABAJO
="230738C0100"|230738C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0738"|1|C|0|1|2|86|18|3|9|4|6|64|1|-|3|5|0|1|0|0|6|206|424|RECONTADO EN GRUPO DE TRABAJO
="230739B0100"|230739B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0739"|1|B|0|1|2|93|12|0|53|9|4|92|1|-|16|4|1|7|0|0|6|298|647|RECONTADO EN GRUPO DE TRABAJO
="230740B0100"|230740B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0740"|1|B|0|1|2|83|31|0|46|10|6|69|3|-|4|6|1|2|1|0|7|269|560|COTEJADO EN PLENO
="230740C0100"|230740C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0740"|1|C|0|1|2|78|18|2|42|10|7|81|2|-|7|11|0|3|0|1|11|273|559|RECONTADO EN GRUPO DE TRABAJO
="230741B0100"|230741B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0741"|1|B|0|1|2|42|12|0|24|5|5|45|0|-|7|5|0|2|0|0|8|155|393|RECONTADO EN GRUPO DE TRABAJO
="230741C0100"|230741C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0741"|1|C|0|1|2|46|14|3|35|4|10|51|3|-|5|1|0|2|0|0|9|183|393|RECONTADO EN GRUPO DE TRABAJO
="230742B0100"|230742B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0742"|1|B|0|2|2|78|23|3|105|8|6|133|1|-|5|5|4|6|4|0|16|397|746|RECONTADO EN GRUPO DE TRABAJO
="230743B0100"|230743B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0743"|1|B|0|1|2|105|24|2|41|9|14|86|3|-|7|3|0|3|1|0|10|308|566|RECONTADO EN GRUPO DE TRABAJO
="230744B0100"|230744B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0744"|1|B|0|1|2|59|12|2|50|12|5|80|1|-|3|4|1|0|3|0|11|243|432|RECONTADO EN GRUPO DE TRABAJO
="230744C0100"|230744C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0744"|1|C|0|1|2|43|23|1|71|7|2|64|0|-|3|3|0|3|1|0|12|233|432|RECONTADO EN GRUPO DE TRABAJO
="230745B0100"|230745B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0745"|1|B|0|1|2|44|18|0|59|5|8|89|1|-|4|11|1|5|2|0|7|254|422|RECONTADO EN GRUPO DE TRABAJO
="230745C0100"|230745C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0745"|1|C|0|1|2|50|12|0|55|14|7|72|2|-|5|5|0|4|0|0|7|233|421|RECONTADO EN GRUPO DE TRABAJO
="230746B0100"|230746B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0746"|1|B|0|1|2|80|29|1|101|17|6|170|5|-|14|3|0|5|3|0|14|448|612|RECONTADO EN GRUPO DE TRABAJO
="230746C0100"|230746C010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0746"|1|C|0|1|2|30|9|2|56|11|0|91|3|-|4|8|0|0|2|0|4|220|612|RECONTADO EN GRUPO DE TRABAJO
="230747B0100"|230747B010002|23|QUINTANA ROO|="08"|SOLIDARIDAD|="0747"|1|B|0|1|2|96|24|2|56|15|8|103|1|-|11|5|0|3|2|0|8|334|607|RECONTADO EN GRUPO DE TRABAJO
