CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,169,B,43,58,6,27,5,2,18,1,31,3,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,0,217,12,229,382,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,169,C01,45,44,5,37,2,0,12,4,31,4,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,1,205,15,221,381,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,170,B,40,32,1,19,3,3,13,3,25,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,145,12,157,275,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,171,B,85,68,1,5,15,0,8,4,34,2,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,0,233,10,243,512,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,171,C01,105,83,3,9,8,0,9,4,33,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,265,19,284,511,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,172,B,9,12,1,2,0,2,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,0,90,6,96,133,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,173,B,50,64,4,2,12,0,16,1,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,0,229,13,242,466,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,173,C01,51,60,2,3,2,1,33,5,42,2,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,213,20,233,465,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,174,B,10,45,2,0,3,0,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,0,87,5,92,131,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,175,B,57,101,2,2,5,3,44,6,49,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,275,4,279,461,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,176,B,77,116,8,3,4,0,34,6,94,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,1,358,16,375,567,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,B,85,92,5,5,10,1,13,9,42,2,3,1,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,284,17,301,483,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,C01,73,95,3,3,11,1,6,4,45,4,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,0,265,15,280,483,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,178,B,56,69,4,1,9,0,15,2,31,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,0,214,10,224,425,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,179,B,148,116,6,3,3,3,31,1,26,4,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,0,353,11,364,477,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,B,59,38,4,1,12,0,74,3,18,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,213,15,228,380,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,C01,52,26,4,2,7,0,101,2,22,3,1,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,224,9,233,380,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,181,B,47,50,7,5,2,0,6,2,17,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,0,165,8,173,331,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,182,B,24,56,1,4,7,0,7,2,19,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,0,139,5,144,205,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,B,72,72,3,1,5,6,12,3,9,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,0,204,7,211,396,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,C01,65,43,3,1,9,4,14,2,18,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,0,183,14,197,396,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,B,114,71,1,4,5,3,20,2,31,3,2,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,0,286,22,308,659,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,C01,126,57,6,3,9,2,22,6,38,3,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,0,292,18,310,658,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,B,79,54,4,12,5,5,40,4,33,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,0,262,13,275,621,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,C01,75,48,6,5,8,2,30,3,44,62,0,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,0,303,18,321,620,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,B,100,67,5,6,7,2,31,3,32,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,0,298,17,315,589,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,B,127,56,5,5,5,3,30,2,23,1,1,0,1,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,0,299,19,318,608,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,B,72,35,8,2,1,32,26,4,25,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,0,234,15,249,437,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,C01,74,27,7,3,7,9,21,1,39,5,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1,226,11,238,436,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,B,59,36,9,8,5,20,19,6,29,2,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,0,214,10,224,503,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,C01,69,51,9,6,9,16,22,3,42,10,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,0,257,8,265,503,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,SMR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,B,65,57,3,10,10,11,23,7,29,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,0,253,8,261,583,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,C01,99,70,7,6,7,15,19,4,29,2,2,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,0,293,11,304,582,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01,66,41,9,4,3,24,25,5,29,1,1,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,0,250,8,258,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01C01,80,75,7,6,6,13,24,2,22,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,0,293,16,309,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01C02,70,64,2,4,7,27,26,3,32,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,0,283,15,298,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,C02,69,44,6,3,18,16,25,3,33,1,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,0,255,11,266,582,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E02,83,52,4,1,2,2,11,1,15,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,0,196,9,205,402,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,B,14,23,2,0,3,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,0,96,5,101,197,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,B,118,65,8,1,5,1,47,4,35,4,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,0,352,12,364,640,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,C01,92,88,3,2,11,3,31,5,43,8,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,0,346,14,360,640,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,B,18,47,3,0,9,0,14,6,33,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,0,139,8,147,257,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,B,76,38,0,2,3,1,13,2,44,1,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,194,9,203,303,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,B,61,46,3,4,41,2,18,5,26,3,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,0,242,14,256,373,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,49,B,121,119,10,88,1,5,75,0,30,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,458,19,477,670,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,50,B,67,75,0,31,2,5,67,0,18,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,270,10,280,390,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,50,C01,73,84,4,28,0,7,48,2,11,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,261,5,266,389,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,51,B,126,112,16,65,2,10,102,2,12,3,2,0,0,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,0,477,14,491,672,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,52,B,74,149,5,62,0,2,73,10,0,2,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,384,13,397,569,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,52,C01,77,159,7,45,1,3,71,0,2,1,2,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,374,17,391,568,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,53,B,72,109,3,54,0,4,71,1,8,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,335,4,339,492,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,53,C01,79,87,9,50,0,5,59,0,13,2,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0,318,12,330,492,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,54,B,109,95,10,49,3,3,97,1,9,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0,388,14,402,563,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,54,C01,91,128,9,46,1,3,84,2,9,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,380,10,390,562,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,54,SMR01,2,4,0,3,0,0,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,19,2,21,0,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,55,B,85,89,2,18,0,2,9,0,12,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,221,1,222,286,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,56,B,148,167,6,38,5,3,41,3,35,1,5,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,0,472,10,482,637,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,57,B,63,106,2,20,0,2,31,0,9,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,0,255,5,260,401,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,57,C01,79,97,3,27,0,1,33,1,6,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,0,267,5,272,400,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,58,B,103,138,6,32,1,2,26,3,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,327,10,337,507,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,59,B,121,139,5,32,3,2,78,7,12,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,1,448,19,468,656,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,59,C01,122,142,5,28,3,2,67,4,4,3,1,0,0,0,0,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,0,419,29,448,655,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,60,B,156,258,10,10,2,3,14,1,10,0,2,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,474,11,485,661,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,61,B,134,176,9,57,2,4,46,3,29,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,0,487,22,509,669,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,61,E01,29,40,0,3,2,1,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,123,2,125,166,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,62,B,21,75,2,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,164,2,166,245,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,63,B,20,116,2,15,1,1,48,0,4,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,214,9,223,330,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,64,B,26,57,0,10,1,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,0,132,6,138,206,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,65,B,103,112,2,6,1,1,35,2,4,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0,280,7,287,435,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,65,E01,32,82,0,5,0,0,15,1,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,142,11,153,220,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,66,B,78,126,6,17,1,0,7,27,25,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,316,25,341,455,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,67,B,67,69,14,24,0,2,10,37,28,13,1,1,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,269,10,279,394,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,67,C01,81,66,7,30,1,1,10,29,22,17,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,273,15,288,394,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,68,B,89,62,2,20,0,0,18,18,25,24,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,260,12,272,383,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,68,C01,92,63,1,19,2,2,16,17,15,22,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,255,11,266,382,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,69,B,92,64,2,19,2,3,24,16,37,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,288,17,306,461,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,70,B,58,40,6,14,2,0,11,6,11,14,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,163,1,164,225,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,71,B,21,23,34,7,0,1,1,3,23,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,117,9,126,192,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,72,B,27,21,15,2,0,1,0,4,3,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,81,3,84,99,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,74,B,32,71,19,15,0,4,23,11,19,20,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,221,13,234,318,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,74,E01,20,16,11,8,0,0,3,12,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,84,3,87,118,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,75,B,123,162,33,10,0,2,12,10,19,10,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,382,17,399,585,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,76,B,19,29,4,8,0,1,0,1,10,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,90,9,99,146,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,77,B,41,89,47,43,1,1,17,11,21,15,0,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,293,19,312,441,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,78,B,63,165,29,74,5,5,21,8,16,28,1,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,424,32,456,652,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,79,B,35,64,65,35,2,2,22,10,16,33,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,293,12,305,456,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,79,C01,43,97,39,23,2,1,20,3,8,21,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,261,13,274,456,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,80,B,44,69,3,29,2,0,16,6,27,150,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,354,9,363,514,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,81,B,25,32,4,21,0,3,5,6,15,38,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,151,7,158,219,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,82,B,60,65,4,47,3,1,14,5,26,116,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0,350,16,366,487,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,83,B,64,111,15,23,3,2,20,9,33,137,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0,430,23,453,633,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,84,B,20,21,9,4,1,0,2,13,4,9,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,85,9,94,124,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,86,B,7,99,21,13,2,0,4,14,27,14,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,212,15,227,290,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,87,B,23,9,25,0,0,0,3,1,7,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,73,2,75,97,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,88,B,59,112,92,16,0,0,0,3,14,25,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,324,12,336,393,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,89,B,42,87,56,9,1,2,5,7,2,53,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,266,7,273,376,,,,
