"","section","uniqueid","year","mun","state","Validation"
"28",541,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"29",542,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"30",543,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"31",544,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"32",545,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"33",546,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"34",547,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"35",548,14079,2009,"GÓMEZ FARÍAS EXTRAORDINARIO","JALISCO",1
"36",2050,14071,2009,"SAN CRISTÓBAL DE LA BARRANCA EXTRAORDINARIO","JALISCO",1
"37",2051,14071,2009,"SAN CRISTÓBAL DE LA BARRANCA EXTRAORDINARIO","JALISCO",1
"38",2052,14071,2009,"SAN CRISTÓBAL DE LA BARRANCA EXTRAORDINARIO","JALISCO",1
"39",2053,14071,2009,"SAN CRISTÓBAL DE LA BARRANCA EXTRAORDINARIO","JALISCO",1
"40",2054,14071,2009,"SAN CRISTÓBAL DE LA BARRANCA EXTRAORDINARIO","JALISCO",1
"41",242,15011,2003,"ATENCO","MEXICO",1
"42",244,15011,2003,"ATENCO","MEXICO",1
"43",239,15011,2003,"ATENCO","MEXICO",1
"44",245,15011,2003,"ATENCO","MEXICO",1
"45",246,15011,2003,"ATENCO","MEXICO",1
"46",237,15011,2003,"ATENCO","MEXICO",1
"47",240,15011,2003,"ATENCO","MEXICO",1
"48",234,15011,2003,"ATENCO","MEXICO",1
"49",241,15011,2003,"ATENCO","MEXICO",1
"50",243,15011,2003,"ATENCO","MEXICO",1
"51",238,15011,2003,"ATENCO","MEXICO",1
"52",1719,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"53",1720,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"54",1721,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"55",1722,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"56",1723,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"57",1724,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"58",1725,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"59",1726,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"60",1727,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"61",1728,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"62",1729,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"63",1730,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"64",1731,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"65",1732,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"66",1733,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"67",1734,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"68",1735,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"69",1736,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"70",1737,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"71",1738,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"72",1739,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"73",1740,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"74",1741,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"75",1742,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"76",1743,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"77",1744,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"78",1745,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"79",1746,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"80",1747,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"81",1748,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"82",1749,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"83",1750,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"84",1751,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"85",1752,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"86",1753,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"87",1754,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"88",1755,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"89",1756,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"90",1757,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"91",1758,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"92",1759,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"93",1760,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"94",1761,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"95",1762,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"96",1763,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"97",1764,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"98",1765,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"99",1766,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"100",1767,16076,2015,"SAHUAYO EXTRAORDINARIO","MICHOACAN",1
"101",2133,19039,2018,"MONTERREY","NUEVO LEON",1
"102",1343,19039,2018,"MONTERREY","NUEVO LEON",1
"103",1152,19039,2018,"MONTERREY","NUEVO LEON",1
"104",1156,19039,2018,"MONTERREY","NUEVO LEON",1
"105",1101,19039,2018,"MONTERREY","NUEVO LEON",1
"106",1039,19039,2018,"MONTERREY","NUEVO LEON",1
"107",1237,19039,2018,"MONTERREY","NUEVO LEON",1
"108",1546,19039,2018,"MONTERREY","NUEVO LEON",1
"109",1126,19039,2018,"MONTERREY","NUEVO LEON",1
"110",1471,19039,2018,"MONTERREY","NUEVO LEON",1
"111",1418,19039,2018,"MONTERREY","NUEVO LEON",1
"112",1448,19039,2018,"MONTERREY","NUEVO LEON",1
"113",1459,19039,2018,"MONTERREY","NUEVO LEON",1
"114",1312,19039,2018,"MONTERREY","NUEVO LEON",1
"115",1290,19039,2018,"MONTERREY","NUEVO LEON",1
"116",1457,19039,2018,"MONTERREY","NUEVO LEON",1
"117",1447,19039,2018,"MONTERREY","NUEVO LEON",1
"118",1212,19039,2018,"MONTERREY","NUEVO LEON",1
"119",1320,19039,2018,"MONTERREY","NUEVO LEON",1
"120",1427,19039,2018,"MONTERREY","NUEVO LEON",1
"121",1256,19039,2018,"MONTERREY","NUEVO LEON",1
"122",1219,19039,2018,"MONTERREY","NUEVO LEON",1
"123",1456,19039,2018,"MONTERREY","NUEVO LEON",1
"124",1508,19039,2018,"MONTERREY","NUEVO LEON",1
"125",1380,19039,2018,"MONTERREY","NUEVO LEON",1
"126",1405,19039,2018,"MONTERREY","NUEVO LEON",1
"127",1503,19039,2018,"MONTERREY","NUEVO LEON",1
"128",1002,19039,2018,"MONTERREY","NUEVO LEON",1
"129",1615,19039,2018,"MONTERREY","NUEVO LEON",1
"130",1621,19039,2018,"MONTERREY","NUEVO LEON",1
"131",1111,19039,2018,"MONTERREY","NUEVO LEON",1
"132",1300,19039,2018,"MONTERREY","NUEVO LEON",1
"133",1642,19039,2018,"MONTERREY","NUEVO LEON",1
"134",1412,19039,2018,"MONTERREY","NUEVO LEON",1
"135",1302,19039,2018,"MONTERREY","NUEVO LEON",1
"136",1351,19039,2018,"MONTERREY","NUEVO LEON",1
"137",1570,19039,2018,"MONTERREY","NUEVO LEON",1
"138",1330,19039,2018,"MONTERREY","NUEVO LEON",1
"139",2125,19039,2018,"MONTERREY","NUEVO LEON",1
"140",1398,19039,2018,"MONTERREY","NUEVO LEON",1
"141",1024,19039,2018,"MONTERREY","NUEVO LEON",1
"142",1432,19039,2018,"MONTERREY","NUEVO LEON",1
"143",1414,19039,2018,"MONTERREY","NUEVO LEON",1
"144",1353,19039,2018,"MONTERREY","NUEVO LEON",1
"145",1383,19039,2018,"MONTERREY","NUEVO LEON",1
"146",1506,19039,2018,"MONTERREY","NUEVO LEON",1
"147",1253,19039,2018,"MONTERREY","NUEVO LEON",1
"148",1562,19039,2018,"MONTERREY","NUEVO LEON",1
"149",1206,19039,2018,"MONTERREY","NUEVO LEON",1
"150",1236,19039,2018,"MONTERREY","NUEVO LEON",1
"151",1038,19039,2018,"MONTERREY","NUEVO LEON",1
"152",1586,19039,2018,"MONTERREY","NUEVO LEON",1
"153",1032,19039,2018,"MONTERREY","NUEVO LEON",1
"154",1652,19039,2018,"MONTERREY","NUEVO LEON",1
"155",1296,19039,2018,"MONTERREY","NUEVO LEON",1
"156",1454,19039,2018,"MONTERREY","NUEVO LEON",1
"157",1087,19039,2018,"MONTERREY","NUEVO LEON",1
"158",1285,19039,2018,"MONTERREY","NUEVO LEON",1
"159",999,19039,2018,"MONTERREY","NUEVO LEON",1
"160",1139,19039,2018,"MONTERREY","NUEVO LEON",1
"161",1522,19039,2018,"MONTERREY","NUEVO LEON",1
"162",1178,19039,2018,"MONTERREY","NUEVO LEON",1
"163",1665,19039,2018,"MONTERREY","NUEVO LEON",1
"164",1323,19039,2018,"MONTERREY","NUEVO LEON",1
"165",1335,19039,2018,"MONTERREY","NUEVO LEON",1
"166",1255,19039,2018,"MONTERREY","NUEVO LEON",1
"167",998,19039,2018,"MONTERREY","NUEVO LEON",1
"168",1291,19039,2018,"MONTERREY","NUEVO LEON",1
"169",983,19039,2018,"MONTERREY","NUEVO LEON",1
"170",1608,19039,2018,"MONTERREY","NUEVO LEON",1
"171",1654,19039,2018,"MONTERREY","NUEVO LEON",1
"172",1211,19039,2018,"MONTERREY","NUEVO LEON",1
"173",1667,19039,2018,"MONTERREY","NUEVO LEON",1
"174",1231,19039,2018,"MONTERREY","NUEVO LEON",1
"175",1612,19039,2018,"MONTERREY","NUEVO LEON",1
"176",1452,19039,2018,"MONTERREY","NUEVO LEON",1
"177",1336,19039,2018,"MONTERREY","NUEVO LEON",1
"178",1602,19039,2018,"MONTERREY","NUEVO LEON",1
"179",1114,19039,2018,"MONTERREY","NUEVO LEON",1
"180",1374,19039,2018,"MONTERREY","NUEVO LEON",1
"181",1683,19039,2018,"MONTERREY","NUEVO LEON",1
"182",1388,19039,2018,"MONTERREY","NUEVO LEON",1
"183",1331,19039,2018,"MONTERREY","NUEVO LEON",1
"184",1261,19039,2018,"MONTERREY","NUEVO LEON",1
"185",1518,19039,2018,"MONTERREY","NUEVO LEON",1
"186",1502,19039,2018,"MONTERREY","NUEVO LEON",1
"187",1596,19039,2018,"MONTERREY","NUEVO LEON",1
"188",1671,19039,2018,"MONTERREY","NUEVO LEON",1
"189",1119,19039,2018,"MONTERREY","NUEVO LEON",1
"190",1174,19039,2018,"MONTERREY","NUEVO LEON",1
"191",1387,19039,2018,"MONTERREY","NUEVO LEON",1
"192",1469,19039,2018,"MONTERREY","NUEVO LEON",1
"193",1690,19039,2018,"MONTERREY","NUEVO LEON",1
"194",1368,19039,2018,"MONTERREY","NUEVO LEON",1
"195",1248,19039,2018,"MONTERREY","NUEVO LEON",1
"196",994,19039,2018,"MONTERREY","NUEVO LEON",1
"197",1465,19039,2018,"MONTERREY","NUEVO LEON",1
"198",1307,19039,2018,"MONTERREY","NUEVO LEON",1
"199",1239,19039,2018,"MONTERREY","NUEVO LEON",1
"200",1044,19039,2018,"MONTERREY","NUEVO LEON",1
"201",1295,19039,2018,"MONTERREY","NUEVO LEON",1
"202",1269,19039,2018,"MONTERREY","NUEVO LEON",1
"203",1623,19039,2018,"MONTERREY","NUEVO LEON",1
"204",1134,19039,2018,"MONTERREY","NUEVO LEON",1
"205",1014,19039,2018,"MONTERREY","NUEVO LEON",1
"206",1284,19039,2018,"MONTERREY","NUEVO LEON",1
"207",1334,19039,2018,"MONTERREY","NUEVO LEON",1
"208",1091,19039,2018,"MONTERREY","NUEVO LEON",1
"209",1484,19039,2018,"MONTERREY","NUEVO LEON",1
"210",1584,19039,2018,"MONTERREY","NUEVO LEON",1
"211",1297,19039,2018,"MONTERREY","NUEVO LEON",1
"212",1000,19039,2018,"MONTERREY","NUEVO LEON",1
"213",1034,19039,2018,"MONTERREY","NUEVO LEON",1
"214",1209,19039,2018,"MONTERREY","NUEVO LEON",1
"215",1550,19039,2018,"MONTERREY","NUEVO LEON",1
"216",1689,19039,2018,"MONTERREY","NUEVO LEON",1
"217",1531,19039,2018,"MONTERREY","NUEVO LEON",1
"218",1340,19039,2018,"MONTERREY","NUEVO LEON",1
"219",1606,19039,2018,"MONTERREY","NUEVO LEON",1
"220",1567,19039,2018,"MONTERREY","NUEVO LEON",1
"221",1487,19039,2018,"MONTERREY","NUEVO LEON",1
"222",1511,19039,2018,"MONTERREY","NUEVO LEON",1
"223",1373,19039,2018,"MONTERREY","NUEVO LEON",1
"224",1245,19039,2018,"MONTERREY","NUEVO LEON",1
"225",1553,19039,2018,"MONTERREY","NUEVO LEON",1
"226",1657,19039,2018,"MONTERREY","NUEVO LEON",1
"227",1686,19039,2018,"MONTERREY","NUEVO LEON",1
"228",1147,19039,2018,"MONTERREY","NUEVO LEON",1
"229",1075,19039,2018,"MONTERREY","NUEVO LEON",1
"230",1658,19039,2018,"MONTERREY","NUEVO LEON",1
"231",1379,19039,2018,"MONTERREY","NUEVO LEON",1
"232",1521,19039,2018,"MONTERREY","NUEVO LEON",1
"233",1083,19039,2018,"MONTERREY","NUEVO LEON",1
"234",1328,19039,2018,"MONTERREY","NUEVO LEON",1
"235",1188,19039,2018,"MONTERREY","NUEVO LEON",1
"236",1566,19039,2018,"MONTERREY","NUEVO LEON",1
"237",1583,19039,2018,"MONTERREY","NUEVO LEON",1
"238",1210,19039,2018,"MONTERREY","NUEVO LEON",1
"239",1591,19039,2018,"MONTERREY","NUEVO LEON",1
"240",1473,19039,2018,"MONTERREY","NUEVO LEON",1
"241",980,19039,2018,"MONTERREY","NUEVO LEON",1
"242",1258,19039,2018,"MONTERREY","NUEVO LEON",1
"243",1622,19039,2018,"MONTERREY","NUEVO LEON",1
"244",1035,19039,2018,"MONTERREY","NUEVO LEON",1
"245",1252,19039,2018,"MONTERREY","NUEVO LEON",1
"246",1547,19039,2018,"MONTERREY","NUEVO LEON",1
"247",1625,19039,2018,"MONTERREY","NUEVO LEON",1
"248",1653,19039,2018,"MONTERREY","NUEVO LEON",1
"249",1402,19039,2018,"MONTERREY","NUEVO LEON",1
"250",1124,19039,2018,"MONTERREY","NUEVO LEON",1
"251",1040,19039,2018,"MONTERREY","NUEVO LEON",1
"252",1557,19039,2018,"MONTERREY","NUEVO LEON",1
"253",1685,19039,2018,"MONTERREY","NUEVO LEON",1
"254",1359,19039,2018,"MONTERREY","NUEVO LEON",1
"255",1545,19039,2018,"MONTERREY","NUEVO LEON",1
"256",1693,19039,2018,"MONTERREY","NUEVO LEON",1
"257",1346,19039,2018,"MONTERREY","NUEVO LEON",1
"258",1434,19039,2018,"MONTERREY","NUEVO LEON",1
"259",1215,19039,2018,"MONTERREY","NUEVO LEON",1
"260",1106,19039,2018,"MONTERREY","NUEVO LEON",1
"261",1423,19039,2018,"MONTERREY","NUEVO LEON",1
"262",1617,19039,2018,"MONTERREY","NUEVO LEON",1
"263",1574,19039,2018,"MONTERREY","NUEVO LEON",1
"264",1260,19039,2018,"MONTERREY","NUEVO LEON",1
"265",1513,19039,2018,"MONTERREY","NUEVO LEON",1
"266",1485,19039,2018,"MONTERREY","NUEVO LEON",1
"267",1240,19039,2018,"MONTERREY","NUEVO LEON",1
"268",1532,19039,2018,"MONTERREY","NUEVO LEON",1
"269",1051,19039,2018,"MONTERREY","NUEVO LEON",1
"270",1411,19039,2018,"MONTERREY","NUEVO LEON",1
"271",1410,19039,2018,"MONTERREY","NUEVO LEON",1
"272",1543,19039,2018,"MONTERREY","NUEVO LEON",1
"273",1692,19039,2018,"MONTERREY","NUEVO LEON",1
"274",1309,19039,2018,"MONTERREY","NUEVO LEON",1
"275",1372,19039,2018,"MONTERREY","NUEVO LEON",1
"276",1289,19039,2018,"MONTERREY","NUEVO LEON",1
"277",1078,19039,2018,"MONTERREY","NUEVO LEON",1
"278",1243,19039,2018,"MONTERREY","NUEVO LEON",1
"279",1390,19039,2018,"MONTERREY","NUEVO LEON",1
"280",1166,19039,2018,"MONTERREY","NUEVO LEON",1
"281",1241,19039,2018,"MONTERREY","NUEVO LEON",1
"282",1544,19039,2018,"MONTERREY","NUEVO LEON",1
"283",1620,19039,2018,"MONTERREY","NUEVO LEON",1
"284",1668,19039,2018,"MONTERREY","NUEVO LEON",1
"285",1009,19039,2018,"MONTERREY","NUEVO LEON",1
"286",1524,19039,2018,"MONTERREY","NUEVO LEON",1
"287",1643,19039,2018,"MONTERREY","NUEVO LEON",1
"288",1631,19039,2018,"MONTERREY","NUEVO LEON",1
"289",1001,19039,2018,"MONTERREY","NUEVO LEON",1
"290",1467,19039,2018,"MONTERREY","NUEVO LEON",1
"291",1205,19039,2018,"MONTERREY","NUEVO LEON",1
"292",1554,19039,2018,"MONTERREY","NUEVO LEON",1
"293",1697,19039,2018,"MONTERREY","NUEVO LEON",1
"294",1401,19039,2018,"MONTERREY","NUEVO LEON",1
"295",1069,19039,2018,"MONTERREY","NUEVO LEON",1
"296",1140,19039,2018,"MONTERREY","NUEVO LEON",1
"297",1027,19039,2018,"MONTERREY","NUEVO LEON",1
"298",1217,19039,2018,"MONTERREY","NUEVO LEON",1
"299",1641,19039,2018,"MONTERREY","NUEVO LEON",1
"300",1386,19039,2018,"MONTERREY","NUEVO LEON",1
"301",991,19039,2018,"MONTERREY","NUEVO LEON",1
"302",1516,19039,2018,"MONTERREY","NUEVO LEON",1
"303",1526,19039,2018,"MONTERREY","NUEVO LEON",1
"304",1195,19039,2018,"MONTERREY","NUEVO LEON",1
"305",1420,19039,2018,"MONTERREY","NUEVO LEON",1
"306",1370,19039,2018,"MONTERREY","NUEVO LEON",1
"307",1123,19039,2018,"MONTERREY","NUEVO LEON",1
"308",1276,19039,2018,"MONTERREY","NUEVO LEON",1
"309",1569,19039,2018,"MONTERREY","NUEVO LEON",1
"310",1020,19039,2018,"MONTERREY","NUEVO LEON",1
"311",1691,19039,2018,"MONTERREY","NUEVO LEON",1
"312",1130,19039,2018,"MONTERREY","NUEVO LEON",1
"313",1115,19039,2018,"MONTERREY","NUEVO LEON",1
"314",1592,19039,2018,"MONTERREY","NUEVO LEON",1
"315",1548,19039,2018,"MONTERREY","NUEVO LEON",1
"316",1666,19039,2018,"MONTERREY","NUEVO LEON",1
"317",1066,19039,2018,"MONTERREY","NUEVO LEON",1
"318",1601,19039,2018,"MONTERREY","NUEVO LEON",1
"319",1429,19039,2018,"MONTERREY","NUEVO LEON",1
"320",1496,19039,2018,"MONTERREY","NUEVO LEON",1
"321",1338,19039,2018,"MONTERREY","NUEVO LEON",1
"322",1629,19039,2018,"MONTERREY","NUEVO LEON",1
"323",1564,19039,2018,"MONTERREY","NUEVO LEON",1
"324",1274,19039,2018,"MONTERREY","NUEVO LEON",1
"325",1224,19039,2018,"MONTERREY","NUEVO LEON",1
"326",1251,19039,2018,"MONTERREY","NUEVO LEON",1
"327",1059,19039,2018,"MONTERREY","NUEVO LEON",1
"328",1151,19039,2018,"MONTERREY","NUEVO LEON",1
"329",1534,19039,2018,"MONTERREY","NUEVO LEON",1
"330",1680,19039,2018,"MONTERREY","NUEVO LEON",1
"331",1381,19039,2018,"MONTERREY","NUEVO LEON",1
"332",1283,19039,2018,"MONTERREY","NUEVO LEON",1
"333",1650,19039,2018,"MONTERREY","NUEVO LEON",1
"334",1687,19039,2018,"MONTERREY","NUEVO LEON",1
"335",1527,19039,2018,"MONTERREY","NUEVO LEON",1
"336",1325,19039,2018,"MONTERREY","NUEVO LEON",1
"337",1081,19039,2018,"MONTERREY","NUEVO LEON",1
"338",1058,19039,2018,"MONTERREY","NUEVO LEON",1
"339",1092,19039,2018,"MONTERREY","NUEVO LEON",1
"340",1282,19039,2018,"MONTERREY","NUEVO LEON",1
"341",1037,19039,2018,"MONTERREY","NUEVO LEON",1
"342",1515,19039,2018,"MONTERREY","NUEVO LEON",1
"343",1057,19039,2018,"MONTERREY","NUEVO LEON",1
"344",1088,19039,2018,"MONTERREY","NUEVO LEON",1
"345",2135,19039,2018,"MONTERREY","NUEVO LEON",1
"346",1681,19039,2018,"MONTERREY","NUEVO LEON",1
"347",1413,19039,2018,"MONTERREY","NUEVO LEON",1
"348",1451,19039,2018,"MONTERREY","NUEVO LEON",1
"349",975,19039,2018,"MONTERREY","NUEVO LEON",1
"350",1025,19039,2018,"MONTERREY","NUEVO LEON",1
"351",1196,19039,2018,"MONTERREY","NUEVO LEON",1
"352",1394,19039,2018,"MONTERREY","NUEVO LEON",1
"353",1581,19039,2018,"MONTERREY","NUEVO LEON",1
"354",1525,19039,2018,"MONTERREY","NUEVO LEON",1
"355",1441,19039,2018,"MONTERREY","NUEVO LEON",1
"356",1458,19039,2018,"MONTERREY","NUEVO LEON",1
"357",1019,19039,2018,"MONTERREY","NUEVO LEON",1
"358",2126,19039,2018,"MONTERREY","NUEVO LEON",1
"359",1118,19039,2018,"MONTERREY","NUEVO LEON",1
"360",1660,19039,2018,"MONTERREY","NUEVO LEON",1
"361",1635,19039,2018,"MONTERREY","NUEVO LEON",1
"362",978,19039,2018,"MONTERREY","NUEVO LEON",1
"363",1492,19039,2018,"MONTERREY","NUEVO LEON",1
"364",1099,19039,2018,"MONTERREY","NUEVO LEON",1
"365",1281,19039,2018,"MONTERREY","NUEVO LEON",1
"366",1517,19039,2018,"MONTERREY","NUEVO LEON",1
"367",1464,19039,2018,"MONTERREY","NUEVO LEON",1
"368",1029,19039,2018,"MONTERREY","NUEVO LEON",1
"369",1017,19039,2018,"MONTERREY","NUEVO LEON",1
"370",1611,19039,2018,"MONTERREY","NUEVO LEON",1
"371",1595,19039,2018,"MONTERREY","NUEVO LEON",1
"372",1354,19039,2018,"MONTERREY","NUEVO LEON",1
"373",1367,19039,2018,"MONTERREY","NUEVO LEON",1
"374",1462,19039,2018,"MONTERREY","NUEVO LEON",1
"375",1633,19039,2018,"MONTERREY","NUEVO LEON",1
"376",1424,19039,2018,"MONTERREY","NUEVO LEON",1
"377",1439,19039,2018,"MONTERREY","NUEVO LEON",1
"378",1678,19039,2018,"MONTERREY","NUEVO LEON",1
"379",1385,19039,2018,"MONTERREY","NUEVO LEON",1
"380",1056,19039,2018,"MONTERREY","NUEVO LEON",1
"381",1214,19039,2018,"MONTERREY","NUEVO LEON",1
"382",1121,19039,2018,"MONTERREY","NUEVO LEON",1
"383",1376,19039,2018,"MONTERREY","NUEVO LEON",1
"384",1229,19039,2018,"MONTERREY","NUEVO LEON",1
"385",1107,19039,2018,"MONTERREY","NUEVO LEON",1
"386",1158,19039,2018,"MONTERREY","NUEVO LEON",1
"387",1610,19039,2018,"MONTERREY","NUEVO LEON",1
"388",1337,19039,2018,"MONTERREY","NUEVO LEON",1
"389",1542,19039,2018,"MONTERREY","NUEVO LEON",1
"390",1431,19039,2018,"MONTERREY","NUEVO LEON",1
"391",1609,19039,2018,"MONTERREY","NUEVO LEON",1
"392",1016,19039,2018,"MONTERREY","NUEVO LEON",1
"393",1357,19039,2018,"MONTERREY","NUEVO LEON",1
"394",1247,19039,2018,"MONTERREY","NUEVO LEON",1
"395",1607,19039,2018,"MONTERREY","NUEVO LEON",1
"396",1505,19039,2018,"MONTERREY","NUEVO LEON",1
"397",1409,19039,2018,"MONTERREY","NUEVO LEON",1
"398",1049,19039,2018,"MONTERREY","NUEVO LEON",1
"399",1109,19039,2018,"MONTERREY","NUEVO LEON",1
"400",1313,19039,2018,"MONTERREY","NUEVO LEON",1
"401",988,19039,2018,"MONTERREY","NUEVO LEON",1
"402",1446,19039,2018,"MONTERREY","NUEVO LEON",1
"403",1310,19039,2018,"MONTERREY","NUEVO LEON",1
"404",1419,19039,2018,"MONTERREY","NUEVO LEON",1
"405",1460,19039,2018,"MONTERREY","NUEVO LEON",1
"406",1455,19039,2018,"MONTERREY","NUEVO LEON",1
"407",1288,19039,2018,"MONTERREY","NUEVO LEON",1
"408",1461,19039,2018,"MONTERREY","NUEVO LEON",1
"409",1571,19039,2018,"MONTERREY","NUEVO LEON",1
"410",1421,19039,2018,"MONTERREY","NUEVO LEON",1
"411",1585,19039,2018,"MONTERREY","NUEVO LEON",1
"412",1497,19039,2018,"MONTERREY","NUEVO LEON",1
"413",1480,19039,2018,"MONTERREY","NUEVO LEON",1
"414",1444,19039,2018,"MONTERREY","NUEVO LEON",1
"415",1012,19039,2018,"MONTERREY","NUEVO LEON",1
"416",1280,19039,2018,"MONTERREY","NUEVO LEON",1
"417",1559,19039,2018,"MONTERREY","NUEVO LEON",1
"418",1306,19039,2018,"MONTERREY","NUEVO LEON",1
"419",1352,19039,2018,"MONTERREY","NUEVO LEON",1
"420",1304,19039,2018,"MONTERREY","NUEVO LEON",1
"421",1672,19039,2018,"MONTERREY","NUEVO LEON",1
"422",1303,19039,2018,"MONTERREY","NUEVO LEON",1
"423",1301,19039,2018,"MONTERREY","NUEVO LEON",1
