CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,492,1,9,87,17,0,7,0,34,2,28,5,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,6,196,285
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,493,2,40,126,63,17,2,5,191,14,81,4,2,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,548,33,581,871
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,494,1,17,89,26,4,3,2,87,4,66,2,1,1,0,0,0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,12,319,482
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,495,1,24,83,60,10,5,2,91,4,46,5,1,0,0,1,0,1,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,336,13,349,617
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,496,1,36,119,44,11,22,4,33,8,29,2,1,1,0,0,0,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,314,15,330,526
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,500,1,15,138,37,8,4,2,33,6,13,4,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,5,268,373
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,501,1,22,94,47,11,12,5,40,2,21,1,4,1,0,1,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,17,281,481
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,502,1,45,136,104,20,8,8,67,5,19,9,2,0,0,0,0,6,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,21,451,740
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,503,2,79,134,110,28,13,4,33,12,47,11,2,1,1,0,0,4,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,25,506,997
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,504,1,52,118,48,24,12,8,35,10,33,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,19,373,731
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,520,1,28,89,53,9,126,7,8,4,14,1,1,0,0,0,0,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,344,19,363,616
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,532,2,109,265,80,24,33,5,63,15,45,5,3,2,0,0,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,653,17,670,1035
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,497,2,37,143,46,8,29,2,40,237,17,4,2,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,567,25,592,861
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,498,1,49,118,124,5,12,8,81,35,39,2,1,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,21,498,697
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,499,1,19,40,58,8,11,5,4,3,6,1,0,2,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,161,0,161,256
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,534,1,15,123,22,4,28,0,6,20,23,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,9,255,417
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,535,1,16,168,22,1,10,3,8,10,33,7,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,14,294,457
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,536,1,12,116,45,4,20,4,9,23,39,10,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,8,291,450
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,537,1,50,112,83,7,25,3,18,14,24,7,2,3,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,12,364,626
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,538,1,47,95,53,14,18,3,24,9,30,5,2,1,1,0,0,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,13,320,572
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,539,1,16,90,27,7,108,4,27,24,41,8,2,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,16,372,616
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,540,2,43,110,85,10,38,11,10,18,72,5,1,0,0,0,0,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,407,20,427,783
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,541,2,28,124,68,7,59,6,17,50,127,17,1,2,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,507,21,528,877
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,542,2,54,187,74,8,67,11,32,24,63,8,2,2,0,1,0,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,539,25,564,960
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,457,2,191,199,9,5,1,3,5,7,6,11,6,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,591,14,605,922
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,458,1,263,249,26,10,1,1,0,1,3,3,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,615,5,620,748
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,459,2,110,369,54,4,0,8,3,1,8,1,6,2,0,0,0,5,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,782,16,798,1044
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,460,2,38,241,24,1,1,1,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,599,31,630,857
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,461,1,49,170,14,1,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,374,9,383,522
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,462,1,12,28,4,2,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,9,116,173
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,463,1,152,181,12,27,4,3,9,3,11,6,6,0,0,3,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,490,10,500,651
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,464,1,39,102,8,6,1,5,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,12,288,377
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,465,1,31,117,21,3,0,2,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,182,20,202,716
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,466,1,113,154,41,5,1,3,2,2,0,1,1,1,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,17,423,589
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,469,1,27,123,109,19,26,2,6,2,7,1,6,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,332,12,344,531
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,470,2,27,157,233,9,37,1,7,16,13,2,8,2,0,0,0,0,1,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,517,17,534,813
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,471,1,21,89,45,1,131,11,7,2,5,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,315,24,339,514
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,472,1,18,98,53,4,178,18,8,12,16,0,3,1,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,32,444,675
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,473,1,23,73,47,6,72,12,7,9,5,1,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,259,15,274,548
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,474,1,26,77,54,4,196,7,9,15,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,33,429,718
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,475,1,44,51,57,19,19,3,5,2,12,3,7,0,0,0,2,0,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,16,245,423
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,476,1,54,50,65,7,9,3,6,2,26,1,2,0,0,0,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,12,241,416
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,487,2,127,167,237,17,34,3,7,4,35,4,3,1,0,0,0,6,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,650,14,664,1048
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,488,1,20,131,146,7,94,6,7,4,17,1,7,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,12,453,702
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,489,2,59,69,189,11,38,4,15,7,33,2,5,0,0,0,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,22,459,789
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,490,1,46,78,123,6,49,4,14,3,30,5,0,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,361,12,373,596
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,491,1,30,63,126,13,34,7,4,3,23,1,5,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,8,320,480
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,477,1,26,61,90,5,7,1,2,0,7,0,2,1,0,0,0,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,10,217,342
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,478,2,51,86,140,8,10,0,2,4,0,1,4,0,0,0,0,6,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,13,327,449
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,479,1,5,22,38,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,1,71,98
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,480,2,48,98,106,1,4,3,7,3,5,0,3,1,0,0,1,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,287,7,294,423
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,481,1,14,44,35,2,0,0,6,4,1,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,6,114,181
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,482,2,50,112,362,13,6,5,7,4,5,0,14,2,0,0,1,11,0,0,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,599,15,614,1008
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,483,2,69,177,316,20,17,5,8,8,8,1,6,3,0,0,0,7,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,649,23,672,1053
1,18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,484,2,78,120,300,13,6,8,6,1,2,1,7,3,0,0,2,8,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,559,20,579,894
