Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_morena_na_pes_mas,c_morena_na_pes,c_morena_na_mas,c_morena_pes_mas,c_na_pes_mas,c_morena_na,c_morena_pes,c_morena_mas,c_na_pes,c_na_mas,c_pes_mas,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
660,B1,1,1,3,18,31,65,125,51,20,33,90,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,2,3,0,1,0,0,0,0,15,471,726
660,C1,2,3,1,10,33,71,136,97,18,26,88,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,4,0,3,1,0,0,0,0,500,725
661,B1,4,4,1,13,26,72,141,52,7,17,78,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,4,429,644
661,C1,3,4,5,14,26,78,99,38,10,17,69,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,1,3,0,0,12,392,643
661,S1,0,1,0,0,2,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
662,B1,0,4,2,9,12,250,50,57,3,2,48,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,444,739
662,C1,0,0,3,7,10,286,53,48,5,1,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,14,475,739
663,B1,2,1,5,3,26,83,95,91,4,2,20,1,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,1,0,0,0,0,0,0,5,352,555
663,C1,2,1,3,15,11,81,74,120,11,7,30,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,386,554
663,C2,0,0,0,5,13,95,83,116,5,5,23,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,11,367,554
663,E1,1,1,5,9,16,22,32,23,1,2,49,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,178,266
664,B1,2,0,0,1,11,21,80,43,12,0,21,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,200,261
664,E1,0,0,1,2,6,27,18,15,2,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,125
665,B1,3,1,2,14,25,66,68,69,4,8,52,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,4,329,559
665,C1,3,0,1,13,26,66,73,77,3,4,69,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,4,0,0,0,0,0,0,6,360,559
666,B1,2,0,1,5,7,0,30,19,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,80,100
667,B1,0,1,6,45,4,48,83,53,13,3,16,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,1,0,6,292,539
667,C1,0,1,4,44,9,63,84,69,5,4,17,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,1,0,0,7,318,538
667,C2,1,0,1,11,1,53,96,49,6,4,17,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,1,0,0,0,0,0,0,9,268,538
668,B1,1,2,5,53,6,52,88,68,7,2,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,11,330,613
668,C1,2,1,6,38,7,44,105,67,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,2,1,0,0,0,0,19,321,613
669,B1,2,0,2,20,52,70,47,38,8,3,100,1,0,1,0,0,0,2,0,0,0,0,0,5,0,1,0,0,2,0,2,0,0,0,0,5,361,520
669,C1,1,1,2,18,54,65,69,39,1,3,105,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,3,372,519
669,C2,1,0,3,21,52,56,63,49,3,4,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,355,519
Totales,,45,43,146,673,1790,2666,2652,1947,216,222,2940,32,12,3,0,1,0,2,0,0,0,0,0,202,13,18,5,17,42,12,9,4,7,2,1,267,13989,21473
