Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
739,B1,35,16,44,3,9,5,142,1,0,0,0,71,5,3,3,0,0,0,1,0,0,0,1,0,11,350,567
739,C1,22,18,59,2,4,1,140,0,0,0,0,75,10,3,0,1,0,1,0,0,1,0,1,0,7,345,567
739,C2,38,17,37,1,4,6,150,0,0,0,0,78,15,3,0,0,0,1,2,0,2,0,2,0,13,369,566
740,B1,26,19,42,2,9,12,153,0,0,0,1,74,10,7,0,1,0,2,2,1,0,0,0,0,8,369,578
740,C1,29,17,35,2,10,8,167,1,0,0,0,74,9,1,0,3,1,1,2,0,0,0,1,0,12,373,578
740,C2,19,19,28,0,6,2,179,0,0,1,0,86,8,11,1,0,0,3,0,1,0,3,1,0,7,375,578
740,C3,25,25,43,0,13,8,146,2,0,2,1,81,10,3,0,1,0,2,0,1,2,1,1,0,10,377,578
741,B1,30,20,16,3,7,15,174,0,0,0,1,46,11,3,1,1,0,1,1,0,0,2,0,1,10,343,525
741,C1,28,25,30,0,5,7,153,0,0,0,1,77,9,2,1,1,0,3,0,4,0,0,0,0,11,357,525
741,C2,33,31,27,2,11,5,160,2,0,0,1,61,7,2,0,0,2,2,3,1,1,0,1,2,9,363,524
742,B1,46,29,33,2,19,4,150,1,0,1,0,111,7,3,1,1,1,2,1,2,1,0,0,0,14,429,593
742,C1,46,23,38,1,13,7,135,0,2,1,1,117,11,7,2,1,1,1,0,1,0,0,0,0,11,419,592
743,B1,22,19,21,2,8,2,157,0,0,1,0,59,12,2,1,0,0,0,1,0,0,0,1,0,7,315,657
743,C1,34,24,27,4,6,6,168,0,0,0,0,63,9,2,0,2,0,1,2,1,0,2,1,0,8,360,657
743,C2,34,16,33,4,3,5,169,0,1,0,0,62,10,2,1,0,1,0,1,0,0,0,1,0,6,349,657
744,B1,65,26,29,3,8,5,151,0,0,1,1,123,9,4,0,0,0,0,2,0,0,1,1,0,13,442,716
745,B1,19,15,27,0,5,3,115,0,0,0,0,78,6,0,3,0,1,0,0,0,1,2,0,0,10,285,473
745,E1,19,20,46,1,5,6,93,2,0,0,0,54,10,2,0,0,0,0,0,0,1,0,0,0,2,261,406
745,E2,8,16,68,1,8,2,93,1,1,0,0,33,5,4,0,0,0,2,2,0,1,0,0,0,13,258,473
746,B1,14,25,28,6,11,3,137,4,1,1,0,70,6,1,0,0,0,0,2,0,0,1,4,0,25,339,683
747,B1,11,6,9,0,3,7,158,2,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,8,238,397
748,B1,14,13,24,2,8,30,279,1,0,1,0,31,3,4,0,0,0,0,0,0,0,0,0,0,15,425,614
749,B1,7,16,15,3,0,3,191,1,0,0,1,27,5,2,1,0,0,0,0,0,0,1,0,0,20,293,455
749,C1,9,9,10,6,4,2,185,0,1,0,0,40,1,0,1,0,0,0,0,0,0,1,1,0,14,284,454
750,B1,20,31,16,3,4,3,162,1,1,0,0,47,5,4,0,1,1,0,1,0,0,0,0,0,15,315,542
751,B1,12,24,28,9,7,16,104,0,0,1,0,14,3,2,1,0,0,0,0,0,0,0,1,0,16,238,428
752,B1,13,21,22,4,8,12,53,1,0,0,0,19,1,2,0,0,0,1,1,0,0,0,0,0,17,175,271
753,B1,37,43,19,11,8,2,47,3,1,0,0,20,1,1,0,0,0,2,0,0,0,0,0,0,7,202,379
754,B1,12,15,12,2,4,7,58,2,0,0,0,10,4,1,0,0,0,0,1,0,1,0,0,0,6,135,234
755,B1,8,8,27,2,2,8,138,0,0,0,0,22,4,1,0,0,0,0,2,0,1,1,0,0,10,234,328
756,B1,8,9,18,5,10,16,169,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,10,250,436
756,C1,9,5,20,8,5,14,160,6,0,0,2,15,3,2,0,0,0,1,2,0,0,0,0,0,12,264,435
757,B1,0,0,0,0,1,3,103,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,114,173
757,E1,2,0,1,1,2,4,70,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,101
759,B1,1,3,9,1,3,2,75,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,103,174
1003,VMORA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Totales,,1267,930,1490,123,360,294,6937,40,24,14,19,3072,355,130,28,21,11,38,46,28,19,18,30,3,529,15826,26079
