Municipio,Seccion,Casilla,Lista Nominal ,PAN,PRI,PRD,PT,PVEM,PC,PNA,PAS,COAL_PRD_PT,COAL_PRD_PT_PC,COAL_PRD_PC,CC_PAN_PRI,CC_PAN_PRI_PVEM,CC_PAN_PVEM,CC_PAN_PVEM_PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRI_PVEM_PNA,NOREG,NULOS
Paracho,1450,C2,556,12,131,,,1,,,,,136,,,,,,,,,0,15
Paracho,1451,B,508,20,159,,,0,,,,,145,,,,,,,,,0,4
Paracho,1451,C1,508,16,168,,,2,,,,,111,,,,,,,,,0,6
Paracho,1451,C2,508,11,156,,,3,,,,,102,,,,,,,,,0,18
Paracho,1452,B,528,6,125,,,4,,,,,109,,,,,,,,,1,11
Paracho,1452,C1,528,6,117,,,1,,,,,111,,,,,,,,,0,13
Paracho,1452,C2,529,2,114,,,3,,,,,94,,,,,,,,,0,7
Paracho,1453,B,499,5,79,,,2,,,,,137,,,,,,,,,0,10
Paracho,1453,C1,499,4,76,,,3,,,,,131,,,,,,,,,0,12
Paracho,1454,B,536,12,113,,,2,,,,,172,,,,,,,,,0,11
Paracho,1454,C1,537,8,113,,,1,,,,,179,,,,,,,,,0,16
Paracho,1455,B,503,10,89,,,3,,,,,153,,,,,,,,,1,14
Paracho,1455,C1,503,6,83,,,2,,,,,164,,,,,,,,,2,12
Paracho,1455,C2,504,8,81,,,6,,,,,183,,,,,,,,,0,6
Pátzcuaro,1456,B,620,89,87,,,22,,15,8,,70,,,,,,,,,0,19
Pátzcuaro,1456,C1,620,96,85,,,26,,15,6,,48,,,,,,,,,0,10
Pátzcuaro,1456,C2,621,103,96,,,20,,25,7,,71,,,,,,,,,0,12
Pátzcuaro,1457,B,632,68,109,,,16,,6,10,,61,,,,,,,,,0,6
Pátzcuaro,1457,C1,633,56,126,,,26,,10,9,,67,,,,,,,,,0,8
Pátzcuaro,1458,B,729,65,98,,,19,,8,7,,83,,,,,,,,,0,8
Pátzcuaro,1458,C1,729,58,127,,,21,,6,8,,71,,,,,,,,,0,10
Pátzcuaro,1458,C2,729,56,101,,,26,,16,14,,80,,,,,,,,,1,9
Pátzcuaro,1459,B,661,44,104,,,31,,5,8,,63,,,,,,,,,0,8
Pátzcuaro,1459,C1,661,60,117,,,32,,16,12,,57,,,,,,,,,1,7
Pátzcuaro,1459,C2,661,44,129,,,30,,11,7,,47,,,,,,,,,2,13
Pátzcuaro,1459,C3,661,50,88,,,29,,8,4,,54,,,,,,,,,0,15
Pátzcuaro,1460,B,674,67,92,,,29,,37,11,,65,,,,,,,,,0,17
Pátzcuaro,1460,C1,674,58,80,,,32,,0,8,,0,,,,,,,,,7,11
Pátzcuaro,1460,C2,674,79,91,,,31,,14,2,,55,,,,,,,,,0,6
Pátzcuaro,1461,B,456,34,69,,,23,,10,7,,37,,,,,,,,,0,7
Pátzcuaro,1461,C1,457,41,91,,,14,,15,4,,26,,,,,,,,,2,8
Pátzcuaro,1462,B,530,50,92,,,16,,15,7,,48,,,,,,,,,0,5
Pátzcuaro,1462,C1,531,48,68,,,11,,13,6,,48,,,,,,,,,2,10
Pátzcuaro,1462,C2,531,65,81,,,20,,15,10,,41,,,,,,,,,2,11
Pátzcuaro,1463,B,715,62,105,,,32,,5,13,,73,,,,,,,,,2,11
Pátzcuaro,1464,B,470,51,77,,,23,,11,4,,40,,,,,,,,,1,9
Pátzcuaro,1464,C1,471,47,114,,,15,,20,6,,26,,,,,,,,,1,11
Pátzcuaro,1465,B,586,62,105,,,26,,15,7,,50,,,,,,,,,4,9
Pátzcuaro,1465,C1,586,77,93,,,24,,22,7,,48,,,,,,,,,3,5
Pátzcuaro,1466,B,491,59,129,,,24,,8,9,,32,,,,,,,,,0,7
Pátzcuaro,1466,C1,492,58,105,,,23,,10,4,,25,,,,,,,,,0,3
Pátzcuaro,1467,B,500,48,71,,,22,,9,11,,49,,,,,,,,,2,5
Pátzcuaro,1467,C1,501,51,61,,,16,,10,5,,40,,,,,,,,,0,6
Pátzcuaro,1467,C2,501,30,61,,,23,,16,10,,53,,,,,,,,,0,5
Pátzcuaro,1468,B,591,109,132,,,26,,11,4,,33,,,,,,,,,0,10
Pátzcuaro,1469,B,493,81,116,,,26,,15,9,,29,,,,,,,,,0,7
Pátzcuaro,1469,C1,494,91,114,,,35,,10,4,,43,,,,,,,,,2,8
Pátzcuaro,1470,B,698,84,105,,,29,,8,19,,73,,,,,,,,,3,6
Pátzcuaro,1470,C1,698,78,125,,,20,,21,10,,52,,,,,,,,,2,15
Pátzcuaro,1470,C2,698,94,102,,,22,,17,12,,71,,,,,,,,,2,8
Pátzcuaro,1470,C3,699,72,94,,,16,,17,8,,80,,,,,,,,,1,7
Pátzcuaro,1471,B,538,59,80,,,21,,15,7,,47,,,,,,,,,2,5
Pátzcuaro,1471,C1,539,70,85,,,16,,14,6,,30,,,,,,,,,1,8
Pátzcuaro,1471,C2,539,66,93,,,22,,17,8,,40,,,,,,,,,1,10
Pátzcuaro,1472,B,643,69,94,,,30,,26,10,,58,,,,,,,,,0,8
Pátzcuaro,1472,C1,643,68,112,,,42,,35,17,,38,,,,,,,,,0,13
Pátzcuaro,1473,B,632,84,107,,,23,,17,9,,46,,,,,,,,,0,15
Pátzcuaro,1473,C1,633,60,97,,,32,,19,12,,63,,,,,,,,,3,10
Pátzcuaro,1473,C2,633,63,95,,,32,,16,4,,57,,,,,,,,,0,14
Pátzcuaro,1474,B,642,43,93,,,14,,9,4,,63,,,,,,,,,1,11
Pátzcuaro,1474,C1,643,38,102,,,16,,9,4,,49,,,,,,,,,1,8
Pátzcuaro,1474,C2,643,32,91,,,19,,7,8,,67,,,,,,,,,0,7
Pátzcuaro,1475,B,567,48,82,,,20,,12,10,,53,,,,,,,,,3,10
Pátzcuaro,1475,C1,568,67,54,,,30,,9,14,,62,,,,,,,,,2,12
Pátzcuaro,1475,C2,568,47,73,,,30,,12,11,,49,,,,,,,,,1,12
Pátzcuaro,1476,B,672,39,86,,,25,,8,7,,40,,,,,,,,,0,11
Pátzcuaro,1476,C1,673,37,92,,,22,,14,4,,53,,,,,,,,,6,7
Pátzcuaro,1476,C2,673,43,104,,,10,,12,0,,51,,,,,,,,,1,10
Pátzcuaro,1476,C3,673,55,74,,,23,,10,10,,55,,,,,,,,,2,9
Pátzcuaro,1476,C4,673,43,93,,,11,,12,10,,47,,,,,,,,,2,4
Pátzcuaro,1477,B,738,59,107,,,19,,11,3,,70,,,,,,,,,1,8
Pátzcuaro,1477,C1,739,48,102,,,29,,13,6,,104,,,,,,,,,1,9
Pátzcuaro,1477,C2,739,61,100,,,36,,10,4,,66,,,,,,,,,1,18
Pátzcuaro,1478,B,535,25,85,,,8,,9,3,,54,,,,,,,,,0,9
Pátzcuaro,1478,C1,536,26,98,,,8,,10,2,,41,,,,,,,,,0,8
Pátzcuaro,1478,C2,536,33,107,,,19,,11,7,,40,,,,,,,,,1,8
Pátzcuaro,1479,B,614,27,54,,,6,,4,0,,145,,,,,,,,,3,16
Pátzcuaro,1479,C1,614,22,46,,,2,,9,0,,154,,,,,,,,,1,24
Pátzcuaro,1479,C2,615,26,33,,,7,,6,0,,176,,,,,,,,,0,17
Pátzcuaro,1480,B,601,20,18,,,6,,2,1,,174,,,,,,,,,1,8
Pátzcuaro,1480,C1,601,17,22,,,4,,2,1,,184,,,,,,,,,1,8
Pátzcuaro,1480,C2,601,17,17,,,2,,4,0,,201,,,,,,,,,1,10
Pátzcuaro,1481,B,454,31,62,,,5,,5,2,,59,,,,,,,,,0,8
Pátzcuaro,1481,C1,455,34,82,,,15,,3,0,,66,,,,,,,,,0,13
Pátzcuaro,1482,B,443,39,64,,,13,,6,3,,62,,,,,,,,,0,4
Pátzcuaro,1482,C1,443,29,69,,,5,,3,3,,51,,,,,,,,,0,9
Pátzcuaro,1483,B,540,32,46,,,12,,5,1,,126,,,,,,,,,0,13
Pátzcuaro,1483,C1,540,15,45,,,20,,2,0,,141,,,,,,,,,0,13
Pátzcuaro,1483,C2,541,23,51,,,13,,3,0,,129,,,,,,,,,0,14
Pátzcuaro,1484,B,729,39,74,,,21,,7,0,,165,,,,,,,,,0,19
Pátzcuaro,1485,B,529,76,38,,,11,,4,2,,64,,,,,,,,,1,3
Pátzcuaro,1485,C1,529,91,41,,,13,,8,1,,67,,,,,,,,,1,9
Pátzcuaro,1486,B,500,28,56,,,16,,4,4,,70,,,,,,,,,1,9
Pátzcuaro,1486,C1,501,38,59,,,13,,6,0,,67,,,,,,,,,0,9
Pátzcuaro,1487,B,510,22,70,,,7,,8,0,,53,,,,,,,,,3,8
Pátzcuaro,1487,C1,511,45,71,,,13,,9,2,,59,,,,,,,,,0,11
Pátzcuaro,1488,B,630,32,55,,,10,,3,1,,144,,,,,,,,,5,19
Pátzcuaro,1489,B,457,38,59,,,9,,1,1,,77,,,,,,,,,4,11
Pátzcuaro,1489,C1,457,41,73,,,16,,2,1,,37,,,,,,,,,1,4
Pátzcuaro,1490,B,444,77,45,,,7,,0,0,,60,,,,,,,,,0,7
Pátzcuaro,1490,C1,444,63,52,,,16,,4,1,,46,,,,,,,,,0,12
Pátzcuaro,1491,B,565,35,60,,,24,,2,2,,48,,,,,,,,,0,9
Pátzcuaro,1491,C1,565,50,65,,,26,,3,4,,50,,,,,,,,,0,10
Pátzcuaro,1492,B,537,53,49,,,10,,9,0,,82,,,,,,,,,0,9
Pátzcuaro,1492,C1,537,42,49,,,3,,1,1,,93,,,,,,,,,1,5
Pátzcuaro,1493,B,579,12,78,,,6,,3,1,,161,,,,,,,,,0,20
Pátzcuaro,1493,C1,580,26,57,,,11,,2,1,,158,,,,,,,,,0,14
Pátzcuaro,1494,B,282,28,55,,,3,,3,2,,41,,,,,,,,,2,5
Pátzcuaro,1495,B,259,30,101,,,5,,1,0,,38,,,,,,,,,2,6
Pátzcuaro,1496,B,533,15,149,,,10,,0,3,,28,,,,,,,,,2,9
Pátzcuaro,1496,C1,533,20,159,,,9,,6,5,,22,,,,,,,,,0,10
Pátzcuaro,1497,B,579,49,80,,,37,,13,2,,79,,,,,,,,,1,9
Pátzcuaro,1497,C1,579,48,103,,,50,,16,3,,71,,,,,,,,,0,11
Penjamillo,1498,B,574,61,83,,,,,,,,118,,,,,,,,,0,2
Penjamillo,1498,C1,575,47,94,,,,,,,,135,,,,,,,,,0,10
Penjamillo,1499,B,702,58,114,,,,,,,,170,,,,,,,,,0,9
Penjamillo,1500,B,497,41,68,,,,,,,,115,,,,,,,,,0,4
Penjamillo,1500,C1,497,34,72,,,,,,,,109,,,,,,,,,0,2
Penjamillo,1501,B,522,28,64,,,,,,,,126,,,,,,,,,0,8
Penjamillo,1501,C1,522,14,73,,,,,,,,126,,,,,,,,,0,6
Penjamillo,1502,B,673,6,117,,,,,,,,218,,,,,,,,,0,19
Penjamillo,1503,B,506,3,119,,,,,,,,137,,,,,,,,,0,6
Penjamillo,1503,C1,506,2,116,,,,,,,,127,,,,,,,,,0,10
Penjamillo,1504,B,404,10,148,,,,,,,,66,,,,,,,,,0,3
Penjamillo,1504,C1,404,1,133,,,,,,,,78,,,,,,,,,0,2
Penjamillo,1504,E1,427,15,74,,,,,,,,112,,,,,,,,,0,5
Penjamillo,1505,B,664,3,169,,,,,,,,163,,,,,,,,,0,2
Penjamillo,1506,B,508,1,162,,,,,,,,88,,,,,,,,,0,6
Penjamillo,1506,C1,509,1,135,,,,,,,,131,,,,,,,,,0,5
Penjamillo,1507,B,688,23,96,,,,,,,,168,,,,,,,,,0,15
Penjamillo,1507,C1,689,32,114,,,,,,,,156,,,,,,,,,0,5
Penjamillo,1508,B,705,4,143,,,,,,,,93,,,,,,,,,0,13
Penjamillo,1508,C1,705,10,147,,,,,,,,84,,,,,,,,,0,5
Penjamillo,1509,B,695,12,188,,,,,,,,143,,,,,,,,,0,10
Penjamillo,1510,B,374,20,70,,,,,,,,70,,,,,,,,,0,2
Penjamillo,1511,B,748,38,144,,,,,,,,196,,,,,,,,,0,8
Penjamillo,1512,B,521,3,138,,,,,,,,86,,,,,,,,,0,8
Penjamillo,1512,C1,522,3,129,,,,,,,,118,,,,,,,,,0,9
Penjamillo,1513,B,711,3,93,,,,,,,,192,,,,,,,,,0,3
Penjamillo,1514,B,680,3,123,,,,,,,,108,,,,,,,,,0,7
Penjamillo,1515,B,645,4,45,,,,,,,,159,,,,,,,,,0,6
Penjamillo,1516,B,662,12,107,,,,,,,,136,,,,,,,,,1,9
Peribán,1517,B,731,90,150,,,,,4,,,157,,,,,,0,,,0,11
Peribán,1517,C1,731,89,150,,,,,7,,,180,,,,,,0,,,0,6
Peribán,1517,C2,732,72,140,,,,,5,,,161,,,,,,1,,,1,16
Peribán,1518,B,700,80,137,,,,,0,,,171,,,,,,0,,,0,16
Peribán,1518,C1,700,61,118,,,,,4,,,180,,,,,,1,,,0,15
Peribán,1519,B,626,96,100,,,,,1,,,159,,,,,,0,,,0,16
Peribán,1519,C1,627,89,111,,,,,5,,,192,,,,,,1,,,0,10
Peribán,1520,B,711,98,168,,,,,3,,,175,,,,,,1,,,0,7
Peribán,1520,C1,711,98,155,,,,,6,,,168,,,,,,0,,,0,9
Peribán,1521,B,503,57,98,,,,,5,,,106,,,,,,1,,,0,12
Peribán,1521,C1,504,52,126,,,,,1,,,111,,,,,,1,,,0,8
Peribán,1521,C2,504,44,128,,,,,2,,,115,,,,,,1,,,0,5
Peribán,1522,B,656,51,159,,,,,4,,,181,,,,,,0,,,0,14
Peribán,1522,C1,656,47,134,,,,,0,,,200,,,,,,2,,,0,9
Peribán,1523,B,517,45,90,,,,,1,,,191,,,,,,1,,,0,9
Peribán,1523,C1,517,39,75,,,,,2,,,190,,,,,,0,,,0,8
Peribán,1524,B,610,48,141,,,,,3,,,108,,,,,,0,,,0,9
Peribán,1524,C1,610,69,132,,,,,2,,,115,,,,,,0,,,0,4
Peribán,1525,B,696,69,119,,,,,2,,,211,,,,,,0,,,0,9
Peribán,1525,C1,697,110,130,,,,,0,,,207,,,,,,0,,,0,9
Peribán,1525,C2,697,91,128,,,,,2,,,209,,,,,,0,,,0,13
Peribán,1526,B,496,122,140,,,,,1,,,25,,,,,,2,,,0,5
Peribán,1526,C1,497,126,155,,,,,0,,,11,,,,,,0,,,0,3
Peribán,1527,B,287,72,82,,,,,0,,,36,,,,,,1,,,0,0
Peribán,1527,E1,239,11,58,,,,,1,,,59,,,,,,0,,,0,0
Peribán,1528,B,429,85,90,,,,,0,,,30,,,,,,1,,,0,4
La Piedad,1529,B,592,151,83,,,1,,,1,,18,,,,,,,,,0,8
La Piedad,1529,C1,592,148,84,,,1,,,0,,32,,,,,,,,,0,3
La Piedad,1529,C2,593,182,75,,,5,,,0,,25,,,,,,,,,0,9
La Piedad,1530,B,651,158,77,,,3,,,3,,22,,,,,,,,,0,0
La Piedad,1530,C1,651,148,89,,,3,,,1,,19,,,,,,,,,0,2
La Piedad,1530,C2,651,155,70,,,3,,,0,,23,,,,,,,,,0,4
La Piedad,1530,C3,651,181,72,,,1,,,2,,23,,,,,,,,,0,11
La Piedad,1530,C4,651,171,79,,,1,,,2,,29,,,,,,,,,0,5
La Piedad,1531,B,674,201,78,,,3,,,0,,23,,,,,,,,,0,3
La Piedad,1531,C1,674,148,96,,,7,,,1,,31,,,,,,,,,0,2
La Piedad,1531,C2,675,177,78,,,12,,,1,,13,,,,,,,,,0,1
La Piedad,1531,C3,675,184,94,,,0,,,0,,22,,,,,,,,,0,4
La Piedad,1532,B,555,147,47,,,11,,,1,,15,,,,,,,,,0,4
La Piedad,1532,C1,555,142,37,,,10,,,1,,11,,,,,,,,,0,4
La Piedad,1532,C2,555,148,44,,,3,,,0,,10,,,,,,,,,0,2
La Piedad,1533,B,579,113,81,,,7,,,0,,19,,,,,,,,,0,2
La Piedad,1533,C1,579,125,80,,,14,,,1,,12,,,,,,,,,0,1
La Piedad,1533,C2,580,127,73,,,8,,,0,,8,,,,,,,,,1,10
La Piedad,1534,B,686,160,96,,,12,,,0,,24,,,,,,,,,0,3
La Piedad,1534,C1,686,126,92,,,17,,,0,,10,,,,,,,,,0,8
La Piedad,1535,B,629,115,78,,,2,,,0,,13,,,,,,,,,0,3
La Piedad,1535,C1,629,121,64,,,4,,,0,,17,,,,,,,,,0,5
La Piedad,1535,C2,630,142,70,,,3,,,0,,11,,,,,,,,,0,4
La Piedad,1536,B,571,156,56,,,4,,,0,,14,,,,,,,,,0,4
La Piedad,1536,C1,571,143,70,,,3,,,0,,10,,,,,,,,,0,5
La Piedad,1537,B,559,137,57,,,2,,,1,,29,,,,,,,,,0,2
La Piedad,1537,C1,559,153,53,,,1,,,1,,22,,,,,,,,,0,5
La Piedad,1537,C2,560,138,60,,,6,,,0,,18,,,,,,,,,0,0
La Piedad,1538,B,525,127,70,,,5,,,0,,19,,,,,,,,,0,2
La Piedad,1538,C1,525,135,65,,,4,,,0,,21,,,,,,,,,0,2
La Piedad,1539,B,549,105,71,,,4,,,2,,15,,,,,,,,,0,2
La Piedad,1539,C1,549,107,70,,,2,,,1,,21,,,,,,,,,0,0
La Piedad,1540,B,513,146,96,,,3,,,0,,22,,,,,,,,,0,2
La Piedad,1540,C1,513,147,71,,,2,,,1,,16,,,,,,,,,0,1
La Piedad,1541,B,574,146,148,,,4,,,2,,34,,,,,,,,,0,3
La Piedad,1541,C1,575,169,126,,,6,,,3,,21,,,,,,,,,0,4
La Piedad,1541,C2,575,146,130,,,2,,,0,,34,,,,,,,,,0,5
La Piedad,1542,B,600,119,83,,,1,,,0,,23,,,,,,,,,0,5
La Piedad,1542,C1,601,94,90,,,6,,,0,,22,,,,,,,,,0,6
La Piedad,1543,B,696,188,148,,,0,,,0,,22,,,,,,,,,0,3
La Piedad,1543,C1,696,194,138,,,6,,,1,,23,,,,,,,,,0,2
La Piedad,1543,C2,696,179,135,,,9,,,1,,15,,,,,,,,,0,0
La Piedad,1543,C3,697,199,150,,,7,,,0,,13,,,,,,,,,0,2
La Piedad,1544,B,674,163,100,,,4,,,0,,28,,,,,,,,,0,1
La Piedad,1544,C1,675,174,74,,,4,,,2,,22,,,,,,,,,1,5
La Piedad,1545,B,712,253,90,,,3,,,1,,26,,,,,,,,,0,7
La Piedad,1545,C1,712,254,102,,,0,,,2,,28,,,,,,,,,0,4
La Piedad,1546,B,551,139,131,,,2,,,0,,16,,,,,,,,,0,6
La Piedad,1546,C1,551,153,90,,,0,,,0,,22,,,,,,,,,0,0
La Piedad,1547,B,476,140,72,,,1,,,0,,17,,,,,,,,,0,0
La Piedad,1547,C1,476,150,80,,,1,,,0,,7,,,,,,,,,0,5
La Piedad,1548,B,409,136,71,,,1,,,1,,8,,,,,,,,,0,3
La Piedad,1548,C1,409,131,61,,,5,,,1,,10,,,,,,,,,0,1
La Piedad,1549,B,504,181,106,,,2,,,0,,10,,,,,,,,,0,3
La Piedad,1550,B,657,202,118,,,6,,,0,,15,,,,,,,,,0,3
La Piedad,1551,B,631,171,122,,,5,,,2,,20,,,,,,,,,0,2
La Piedad,1552,B,596,148,72,,,8,,,0,,36,,,,,,,,,0,7
La Piedad,1552,C1,597,170,84,,,4,,,0,,15,,,,,,,,,0,2
La Piedad,1553,B,504,123,65,,,6,,,1,,22,,,,,,,,,0,3
La Piedad,1553,C1,505,131,54,,,0,,,1,,20,,,,,,,,,0,3
La Piedad,1554,B,445,75,54,,,1,,,0,,22,,,,,,,,,0,3
La Piedad,1554,C1,446,87,41,,,3,,,0,,21,,,,,,,,,0,2
La Piedad,1555,B,476,148,67,,,3,,,0,,19,,,,,,,,,0,1
La Piedad,1555,C1,477,169,69,,,6,,,0,,13,,,,,,,,,0,6
La Piedad,1556,B,459,126,53,,,6,,,0,,27,,,,,,,,,0,1
La Piedad,1556,C1,459,136,41,,,1,,,2,,35,,,,,,,,,0,3
La Piedad,1557,B,452,80,46,,,6,,,0,,32,,,,,,,,,0,4
La Piedad,1557,C1,452,70,60,,,1,,,1,,17,,,,,,,,,0,4
La Piedad,1558,B,711,98,131,,,8,,,1,,35,,,,,,,,,0,4
La Piedad,1559,B,462,91,56,,,6,,,0,,33,,,,,,,,,0,0
La Piedad,1559,C1,463,81,51,,,2,,,0,,21,,,,,,,,,1,2
La Piedad,1560,B,445,104,77,,,6,,,0,,22,,,,,,,,,0,7
La Piedad,1560,C1,446,118,56,,,8,,,0,,14,,,,,,,,,0,3
La Piedad,1561,B,473,128,67,,,0,,,0,,22,,,,,,,,,0,2
La Piedad,1561,C1,473,114,72,,,4,,,0,,22,,,,,,,,,1,2
La Piedad,1562,B,440,120,74,,,3,,,0,,16,,,,,,,,,4,1
La Piedad,1562,C1,440,127,79,,,2,,,0,,12,,,,,,,,,0,17
La Piedad,1563,B,567,173,108,,,3,,,1,,16,,,,,,,,,0,6
La Piedad,1563,C1,568,157,113,,,6,,,0,,16,,,,,,,,,0,1
La Piedad,1564,B,398,88,90,,,1,,,1,,25,,,,,,,,,0,3
La Piedad,1564,C1,398,103,84,,,2,,,1,,15,,,,,,,,,0,3
La Piedad,1565,B,462,97,137,,,3,,,0,,19,,,,,,,,,0,1
La Piedad,1565,C1,463,86,140,,,0,,,0,,12,,,,,,,,,0,2
La Piedad,1566,B,518,108,82,,,2,,,0,,20,,,,,,,,,1,6
La Piedad,1566,C1,519,87,84,,,2,,,0,,13,,,,,,,,,0,4
La Piedad,1566,C2,519,87,94,,,2,,,0,,17,,,,,,,,,0,6
La Piedad,1567,B,574,115,93,,,4,,,0,,39,,,,,,,,,0,3
La Piedad,1567,C1,574,114,82,,,2,,,1,,30,,,,,,,,,0,4
La Piedad,1567,C2,574,113,95,,,5,,,0,,33,,,,,,,,,0,3
La Piedad,1568,B,703,178,86,,,7,,,2,,28,,,,,,,,,0,4
La Piedad,1568,C1,703,176,91,,,8,,,2,,28,,,,,,,,,0,3
La Piedad,1568,C2,704,170,105,,,5,,,0,,28,,,,,,,,,0,4
La Piedad,1569,B,475,94,62,,,1,,,2,,20,,,,,,,,,0,3
La Piedad,1569,C1,475,93,58,,,3,,,0,,25,,,,,,,,,0,5
La Piedad,1570,B,578,97,70,,,2,,,0,,19,,,,,,,,,0,6
La Piedad,1570,C1,578,102,75,,,2,,,0,,13,,,,,,,,,0,9
La Piedad,1571,B,696,134,97,,,7,,,1,,32,,,,,,,,,0,5
La Piedad,1571,C1,696,134,93,,,4,,,4,,36,,,,,,,,,0,6
La Piedad,1571,C2,696,124,97,,,6,,,1,,40,,,,,,,,,0,13
La Piedad,1571,C3,696,125,99,,,6,,,2,,34,,,,,,,,,0,7
La Piedad,1572,B,671,160,98,,,3,,,2,,15,,,,,,,,,0,6
La Piedad,1572,C1,671,117,94,,,0,,,0,,35,,,,,,,,,0,0
La Piedad,1572,C2,671,134,98,,,5,,,0,,17,,,,,,,,,0,7
La Piedad,1572,C3,671,135,105,,,0,,,0,,28,,,,,,,,,0,13
La Piedad,1573,B,614,158,58,,,2,,,0,,23,,,,,,,,,0,4
La Piedad,1573,C1,614,170,77,,,0,,,0,,28,,,,,,,,,0,6
La Piedad,1573,C2,614,162,71,,,2,,,0,,22,,,,,,,,,0,4
La Piedad,1574,B,356,49,89,,,2,,,0,,5,,,,,,,,,0,3
La Piedad,1575,B,428,57,38,,,0,,,0,,35,,,,,,,,,0,5
La Piedad,1576,B,389,159,23,,,1,,,0,,15,,,,,,,,,0,2
La Piedad,1576,C1,389,119,18,,,2,,,1,,21,,,,,,,,,0,10
La Piedad,1577,B,554,118,71,,,2,,,0,,14,,,,,,,,,1,3
La Piedad,1577,C1,555,114,81,,,2,,,2,,21,,,,,,,,,0,1
La Piedad,1578,B,560,111,87,,,1,,,0,,33,,,,,,,,,0,10
La Piedad,1579,B,588,186,39,,,0,,,2,,7,,,,,,,,,1,8
La Piedad,1580,B,421,86,64,,,1,,,0,,13,,,,,,,,,0,1
La Piedad,1580,C1,422,77,77,,,0,,,1,,17,,,,,,,,,0,2
La Piedad,1581,B,307,44,88,,,1,,,0,,3,,,,,,,,,0,3
La Piedad,1582,B,272,63,65,,,0,,,0,,5,,,,,,,,,0,5
La Piedad,1583,B,668,146,135,,,3,,,0,,9,,,,,,,,,0,8
La Piedad,1583,C1,669,148,106,,,5,,,1,,26,,,,,,,,,0,10
La Piedad,1584,B,664,76,59,,,1,,,0,,24,,,,,,,,,0,5
La Piedad,1584,C1,664,64,54,,,2,,,1,,25,,,,,,,,,0,2
La Piedad,1585,B,451,23,105,,,0,,,0,,17,,,,,,,,,0,11
La Piedad,1586,B,403,55,15,,,1,,,0,,48,,,,,,,,,0,6
La Piedad,1586,C1,403,45,14,,,1,,,0,,48,,,,,,,,,0,5
La Piedad,1587,B,579,60,76,,,0,,,0,,36,,,,,,,,,0,2
La Piedad,1587,C1,580,57,94,,,2,,,1,,36,,,,,,,,,0,10
La Piedad,1587,C2,580,54,62,,,1,,,0,,45,,,,,,,,,0,5
La Piedad,1588,B,340,24,104,,,0,,,0,,10,,,,,,,,,0,2
La Piedad,1589,B,689,49,102,,,2,,,0,,56,,,,,,,,,0,11
La Piedad,1589,C1,689,56,101,,,0,,,1,,77,,,,,,,,,0,4
Purépero,1590,B,535,80,85,,44,,,,,,,51,,,,,,,,0,6
Purépero,1590,C1,535,81,89,,37,,,,,,,124,,,,,,,,0,5
Purépero,1591,B,705,144,70,,44,,,,,,,131,,,,,,,,0,14
Purépero,1592,B,555,98,49,,29,,,,,,,127,,,,,,,,0,7
Purépero,1592,C1,555,141,59,,24,,,,,,,131,,,,,,,,0,7
Purépero,1592,C2,555,107,45,,38,,,,,,,142,,,,,,,,0,2
Purépero,1593,B,507,89,51,,39,,,,,,,110,,,,,,,,0,7
Purépero,1593,C1,507,106,52,,48,,,,,,,99,,,,,,,,0,7
Purépero,1593,C2,508,85,38,,43,,,,,,,126,,,,,,,,0,7
Purépero,1594,B,711,92,87,,26,,,,,,,192,,,,,,,,1,5
Purépero,1594,C1,711,107,92,,44,,,,,,,141,,,,,,,,0,9
Purépero,1595,B,521,92,57,,52,,,,,,,99,,,,,,,,0,5
Purépero,1595,C1,522,105,59,,27,,,,,,,98,,,,,,,,0,6
Purépero,1596,B,616,75,71,,25,,,,,,,155,,,,,,,,0,5
Purépero,1596,C1,616,79,59,,23,,,,,,,154,,,,,,,,0,4
Purépero,1597,B,512,64,69,,30,,,,,,,133,,,,,,,,0,9
Purépero,1597,C1,512,54,62,,34,,,,,,,139,,,,,,,,0,6
Purépero,1597,C2,513,56,77,,40,,,,,,,136,,,,,,,,0,5
Purépero,1598,B,659,84,84,,37,,,,,,,184,,,,,,,,1,6
Purépero,1598,C1,659,77,134,,23,,,,,,,154,,,,,,,,0,12
Purépero,1599,B,458,42,14,,48,,,,,,,78,,,,,,,,0,10
Purépero,1600,B,403,6,31,,6,,,,,,,126,,,,,,,,0,8
Purépero,1600,C1,403,6,24,,7,,,,,,,129,,,,,,,,0,7
Puruándiro,1601,B,590,64,55,,,4,,,0,,78,,,,,,,,,0,4
Puruándiro,1601,C1,590,80,65,,,11,,,0,,65,,,,,,,,,0,5
Puruándiro,1602,B,652,105,86,,,8,,,1,,112,,,,,,,,,0,10
Puruándiro,1602,C1,652,93,79,,,7,,,0,,109,,,,,,,,,0,4
Puruándiro,1602,C2,652,94,86,,,17,,,0,,104,,,,,,,,,0,9
Puruándiro,1603,B,632,72,55,,,5,,,2,,111,,,,,,,,,0,1
Puruándiro,1603,C1,633,107,48,,,9,,,1,,118,,,,,,,,,0,13
Puruándiro,1603,C2,633,109,57,,,7,,,0,,100,,,,,,,,,0,12
Puruándiro,1604,B,704,77,56,,,5,,,0,,151,,,,,,,,,0,9
Puruándiro,1604,C1,704,93,43,,,7,,,0,,149,,,,,,,,,0,8
