Numero,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PDCH,PFC,ALIANZA FRAYL.,JUSTA,No REGISTRADOS,Nulos,Anulados,month
8,ANGEL ALBINO CORZO,78,B,0,189,177,6,0,9,0,0,0,0,23,,October
8,ANGEL ALBINO CORZO,78,C,0,190,167,10,0,19,0,0,0,0,24,,October
8,ANGEL ALBINO CORZO,79,B,0,34,145,3,0,0,0,0,0,3,10,,October
8,ANGEL ALBINO CORZO,80,B,0,120,84,3,0,2,0,0,0,1,15,,October
8,ANGEL ALBINO CORZO,80,EX,0,74,129,5,0,6,0,0,0,1,13,,October
8,ANGEL ALBINO CORZO,81,B,0,142,6,1,0,13,0,0,0,0,19,,October
8,ANGEL ALBINO CORZO,81,EX,0,80,2,1,0,1,0,0,0,0,9,,October
8,ANGEL ALBINO CORZO,82,B,0,364,52,5,0,5,0,0,0,0,34,,October
8,ANGEL ALBINO CORZO,83,B,0,170,50,8,0,3,0,0,0,0,30,,October
8,ANGEL ALBINO CORZO,83,C,0,176,54,5,0,7,0,0,0,0,23,,October
8,ANGEL ALBINO CORZO,84,B,0,153,119,3,0,1,0,0,0,2,32,,October
8,ANGEL ALBINO CORZO,85,B,0,10,54,0,0,1,0,0,0,0,7,,October
8,ANGEL ALBINO CORZO,86,B,0,140,85,33,0,3,0,0,0,0,33,,October
8,ANGEL ALBINO CORZO,87,B,0,200,24,20,0,5,0,0,0,2,24,,October
8,ANGEL ALBINO CORZO,87,EX,0,57,6,1,0,3,0,0,0,0,6,,October
,,,,,,,,,,,,,,,,October
9,ARRIAGA,88,B,56,158,32,4,0,3,0,0,0,0,6,,October
9,ARRIAGA,88,C,56,136,33,1,0,2,0,0,0,0,13,,October
9,ARRIAGA,89,B,56,123,30,3,0,1,0,0,0,0,7,,October
9,ARRIAGA,89,C,59,83,30,0,0,1,0,0,0,0,5,,October
9,ARRIAGA,90,B,46,97,26,1,0,9,0,0,0,0,5,,October
9,ARRIAGA,90,C,40,101,25,3,0,8,0,0,0,0,7,,October
9,ARRIAGA,91,B,68,107,40,2,0,10,0,0,0,0,8,,October
9,ARRIAGA,91,CA,50,114,35,0,0,20,0,0,0,0,3,,October
9,ARRIAGA,91,CB,77,102,30,1,0,15,0,0,0,0,7,,October
9,ARRIAGA,92,B,31,211,67,6,0,6,0,0,0,0,16,,October
9,ARRIAGA,93,B,49,76,26,0,0,10,0,0,0,0,5,,October
9,ARRIAGA,93,C,49,91,27,3,0,3,0,0,0,0,8,,October
9,ARRIAGA,94,B,66,115,18,5,0,1,0,0,0,0,4,,October
9,ARRIAGA,94,C,42,120,13,2,0,3,0,0,0,0,2,,October
9,ARRIAGA,95,B,61,84,49,3,0,4,0,0,0,0,9,,October
9,ARRIAGA,95,C,60,80,38,3,0,5,0,0,0,0,6,,October
9,ARRIAGA,96,B,80,122,56,4,0,12,0,0,0,0,10,,October
9,ARRIAGA,96,C,89,106,68,1,0,7,0,0,0,0,8,,October
9,ARRIAGA,97,B,90,118,67,5,0,2,0,0,0,0,4,,October
9,ARRIAGA,97,C,84,99,57,3,0,5,0,0,0,0,5,,October
9,ARRIAGA,98,B,60,136,40,1,0,1,0,0,0,0,12,,October
9,ARRIAGA,98,CA,63,107,29,0,0,4,0,0,0,0,6,,October
9,ARRIAGA,98,CB,69,111,41,4,0,3,0,0,0,0,10,,October
9,ARRIAGA,99,B,70,122,72,1,0,1,0,0,0,0,6,,October
9,ARRIAGA,99,C,66,87,76,3,0,1,0,0,0,0,0,,October
9,ARRIAGA,100,B,51,134,59,2,0,4,0,0,0,0,6,,October
9,ARRIAGA,100,C,45,117,58,5,0,4,0,0,0,0,6,,October
9,ARRIAGA,101,B,8,65,22,0,0,0,0,0,0,0,5,,October
9,ARRIAGA,102,B,9,65,7,2,0,21,0,0,0,0,5,,October
9,ARRIAGA,102,EX,23,38,11,0,0,0,0,0,0,0,1,,October
9,ARRIAGA,103,B,21,102,111,2,0,2,0,0,0,0,15,,October
9,ARRIAGA,103,C,18,130,83,4,0,1,0,0,0,0,11,,October
9,ARRIAGA,104,B,33,159,120,5,0,1,0,0,0,0,16,,October
9,ARRIAGA,104,EX,28,54,16,0,0,0,0,0,0,0,5,,October
9,ARRIAGA,105,B,63,146,82,4,0,0,0,0,0,0,8,,October
9,ARRIAGA,106,B,22,134,222,0,0,0,0,0,0,0,8,,October
9,ARRIAGA,106,C,23,131,177,1,0,3,0,0,0,0,8,,October
9,ARRIAGA,107,B,21,78,39,1,0,0,0,0,0,0,6,,October
9,ARRIAGA,108,B,8,8,1,1,0,2,0,0,0,0,1,,October
9,ARRIAGA,109,B,52,134,49,2,0,0,0,0,0,0,6,,October
9,ARRIAGA,109,EX,71,182,46,1,0,0,0,0,0,0,8,,October
9,ARRIAGA,110,B,71,168,8,4,0,1,0,0,0,0,2,,October
9,ARRIAGA,110,C,96,157,12,1,0,0,0,0,0,0,3,,October
9,ARRIAGA,110,EX,41,43,2,1,0,0,0,0,0,0,6,,October
9,ARRIAGA,111,B,65,157,33,1,0,1,0,0,0,0,9,,October
9,ARRIAGA,111,C,59,174,23,4,0,1,0,0,0,0,5,,October
9,ARRIAGA,112,B,51,180,84,1,0,2,0,0,0,0,7,,October
9,ARRIAGA,112,CA,34,151,73,0,0,0,0,0,0,0,4,,October
9,ARRIAGA,112,CB,56,186,80,2,0,3,0,0,0,0,11,,October
,,,,,,,,,,,,,,,,October
10,BEJUCAL DE OCAMPO,113,B,0,109,134,0,0,0,0,0,0,0,5,,October
10,BEJUCAL DE OCAMPO,113,C,0,106,195,0,0,0,0,0,0,0,24,,October
10,BEJUCAL DE OCAMPO,114,B,0,145,125,0,0,0,0,0,0,0,31,,October
10,BEJUCAL DE OCAMPO,114,C,0,150,175,0,0,0,0,0,0,0,14,,October
10,BEJUCAL DE OCAMPO,115,B,0,90,64,0,0,0,0,0,0,0,9,,October
10,BEJUCAL DE OCAMPO,115,C,0,106,78,0,0,0,0,0,0,0,8,,October
,,,,,,,,,,,,,,,,October
11,BELLAVISTA,116,B,137,86,87,0,0,0,0,0,0,0,4,,October
11,BELLAVISTA,117,B,42,132,68,4,0,0,0,0,0,0,16,,October
11,BELLAVISTA,117,C,58,160,63,0,0,0,0,0,0,0,13,,October
11,BELLAVISTA,118,B,80,73,45,5,1,0,0,0,0,0,11,,October
11,BELLAVISTA,119,B,69,39,1,1,0,0,0,0,0,0,4,,October
11,BELLAVISTA,120,B,189,99,86,0,1,0,0,0,0,0,5,,October
11,BELLAVISTA,121,B,88,74,50,5,0,0,0,0,0,0,29,,October
11,BELLAVISTA,121,C,84,75,56,2,1,0,0,0,0,0,10,,October
11,BELLAVISTA,122,B,16,201,22,3,1,0,0,0,0,0,10,,October
11,BELLAVISTA,123,B,44,156,110,6,1,0,0,0,0,0,8,,October
11,BELLAVISTA,124,B,74,136,41,2,0,0,0,0,0,0,13,,October
11,BELLAVISTA,124,C,56,152,25,1,0,0,0,0,0,0,22,,October
11,BELLAVISTA,125,B,106,102,1,1,0,0,0,0,0,0,3,,October
11,BELLAVISTA,126,B,147,85,30,0,0,0,0,0,0,0,11,,October
11,BELLAVISTA,126,C,136,71,52,2,0,0,0,0,0,0,13,,October
11,BELLAVISTA,127,B,111,81,62,0,0,0,0,0,0,0,9,,October
11,BELLAVISTA,128,B,86,94,114,0,0,0,0,0,0,0,14,,October
11,BELLAVISTA,128,C,76,73,124,1,0,0,0,0,0,0,24,,October
11,BELLAVISTA,129,B,49,88,9,1,0,0,0,0,0,0,5,,October
,,,,,,,,,,,,,,,,October
12,BERRIOZABAL,130,B,33,87,156,8,0,1,6,0,0,0,8,,October
12,BERRIOZABAL,130,C,39,107,103,16,0,1,5,0,0,0,14,,October
12,BERRIOZABAL,131,B,63,60,117,5,0,4,5,0,0,0,7,,October
12,BERRIOZABAL,131,CA,61,49,120,6,0,0,3,0,0,0,6,,October
12,BERRIOZABAL,131,CB,93,60,100,5,0,3,4,0,0,0,2,,October
12,BERRIOZABAL,132,B,72,51,115,7,0,0,17,0,0,0,3,,October
12,BERRIOZABAL,132,C,79,61,123,11,0,1,7,0,0,0,6,,October
12,BERRIOZABAL,133,B,106,83,96,4,0,0,32,0,0,0,3,,October
12,BERRIOZABAL,134,B,82,98,102,2,0,2,36,0,0,0,13,,October
12,BERRIOZABAL,134,C,57,133,100,5,0,9,13,0,0,0,6,,October
12,BERRIOZABAL,135,B,35,73,149,13,0,1,5,0,0,0,4,,October
12,BERRIOZABAL,135,CA,47,58,128,10,0,1,7,0,0,0,5,,October
12,BERRIOZABAL,135,CB,34,76,157,13,0,3,6,0,0,0,6,,October
12,BERRIOZABAL,136,B,30,51,71,4,0,4,9,0,0,0,2,,October
12,BERRIOZABAL,136,CA,29,63,81,8,0,0,1,0,0,0,2,,October
12,BERRIOZABAL,136,CB,32,85,77,7,0,2,4,0,0,0,2,,October
12,BERRIOZABAL,137,B,2,138,95,4,0,24,7,0,0,0,6,,October
12,BERRIOZABAL,138,B,3,80,64,30,0,22,1,0,0,0,7,,October
12,BERRIOZABAL,138,C,2,82,87,24,0,9,1,0,0,0,4,,October
12,BERRIOZABAL,139,B,9,33,91,1,0,1,2,0,0,0,4,,October
12,BERRIOZABAL,139,EX,1,14,38,2,0,4,2,0,0,0,4,,October
12,BERRIOZABAL,140,B,7,45,118,4,0,0,0,0,0,0,6,,October
12,BERRIOZABAL,141,B,10,71,24,5,0,8,2,0,0,1,3,,October
12,BERRIOZABAL,142,B,24,126,89,3,0,1,5,0,0,0,21,,October
12,BERRIOZABAL,142,C,26,122,82,6,0,3,3,0,0,0,14,,October
12,BERRIOZABAL,143,B,20,68,54,10,0,0,11,0,0,0,4,,October
,,,,,,,,,,,,,,,,October
13,BOCHIL,144,B,13,106,73,22,71,4,2,0,0,3,9,,October
13,BOCHIL,144,C,16,128,113,17,57,3,1,0,0,1,7,,October
13,BOCHIL,145,B,18,232,61,7,53,10,4,0,0,5,8,,October
13,BOCHIL,145,C,12,190,115,7,65,7,2,0,0,7,17,,October
13,BOCHIL,146,B,30,108,33,5,26,13,2,0,0,0,8,,October
13,BOCHIL,146,C,44,111,75,2,18,14,6,0,0,0,3,,October
13,BOCHIL,147,B,10,193,48,6,49,9,9,0,0,2,14,,October
13,BOCHIL,147,C,19,216,85,4,39,7,3,0,0,2,16,,October
13,BOCHIL,148,B,0,48,66,21,9,0,1,0,0,75,16,,October
13,BOCHIL,149,B,1,208,45,1,13,0,0,0,0,19,3,,October
13,BOCHIL,149,EX,8,40,27,63,74,4,3,0,0,90,30,,October
13,BOCHIL,150,B,12,25,170,7,31,3,3,0,0,127,32,,October
13,BOCHIL,151,B,3,11,82,7,131,6,3,0,0,53,17,,October
13,BOCHIL,151,EX,1,3,33,2,179,5,2,0,0,11,16,,October
13,BOCHIL,152,B,2,65,9,15,154,2,1,0,0,24,9,,October
13,BOCHIL,152,C,4,48,20,2,168,4,1,0,0,26,16,,October
13,BOCHIL,153,B,4,55,99,2,113,1,2,0,0,50,21,,October
13,BOCHIL,154,B,14,103,76,10,217,1,5,0,0,22,34,,October
,,,,,,,,,,,,,,,,October
14,"BOSQUE, EL",155,B,0,162,0,55,0,0,0,0,0,0,44,,October
14,"BOSQUE, EL",155,C,0,195,0,46,0,0,0,0,0,0,0,,October
14,"BOSQUE, EL",156,B,0,111,0,91,0,0,0,0,0,0,16,,October
14,"BOSQUE, EL",156,C,0,137,0,63,0,0,0,0,0,0,27,,October
14,"BOSQUE, EL",157,B,0,14,0,83,0,0,0,0,0,0,8,,October
14,"BOSQUE, EL",157,C,0,20,0,67,0,0,0,0,0,0,9,,October
14,"BOSQUE, EL",158,B,0,0,0,46,0,0,0,0,0,0,9,,October
14,"BOSQUE, EL",158,C,0,1,0,17,0,0,0,0,0,0,6,,October
14,"BOSQUE, EL",159,B,0,155,0,9,0,0,0,0,0,0,6,,October
14,"BOSQUE, EL",159,C,0,199,0,8,0,0,0,0,0,0,109,,October
14,"BOSQUE, EL",160,B,0,141,0,24,0,0,0,0,0,0,18,,October
14,"BOSQUE, EL",160,C,0,144,0,29,0,0,0,0,0,0,35,,October
14,"BOSQUE, EL",161,B,0,47,0,54,0,0,0,0,0,0,7,,October
14,"BOSQUE, EL",162,B,0,155,0,44,0,0,0,0,0,0,12,,October
14,"BOSQUE, EL",162,C,0,78,0,30,0,0,0,0,0,0,12,,October
,,,,,,,,,,,,,,,,October
15,CACAHOATAN,163,B,2,106,118,0,0,1,1,0,0,0,10,,October
15,CACAHOATAN,163,C,2,111,118,0,0,2,3,0,0,0,15,,October
15,CACAHOATAN,164,B,10,111,133,0,0,12,3,0,0,0,12,,October
15,CACAHOATAN,164,CA,8,98,160,0,0,1,1,0,0,0,7,,October
15,CACAHOATAN,164,CB,6,116,141,0,0,2,1,0,0,0,3,,October
15,CACAHOATAN,165,B,2,135,109,0,0,1,1,0,0,0,8,,October
15,CACAHOATAN,165,C,3,132,98,0,0,0,3,0,0,0,7,,October
15,CACAHOATAN,166,B,3,127,112,0,0,0,2,0,0,1,6,,October
15,CACAHOATAN,166,C,12,101,116,0,0,0,10,0,0,1,12,,October
15,CACAHOATAN,167,B,5,109,163,0,0,1,1,0,0,0,4,,October
15,CACAHOATAN,167,C,2,92,178,0,0,2,1,0,0,0,17,,October
15,CACAHOATAN,168,B,15,148,217,0,0,1,5,0,0,0,15,,October
15,CACAHOATAN,169,B,13,84,103,0,0,0,1,0,0,0,8,,October
15,CACAHOATAN,169,C,2,81,124,0,0,0,1,0,0,1,10,,October
15,CACAHOATAN,170,B,4,326,71,0,0,2,2,0,0,2,32,,October
15,CACAHOATAN,171,B,5,137,106,0,0,1,1,0,0,0,26,,October
15,CACAHOATAN,172,B,8,124,112,0,0,1,1,0,0,0,11,,October
15,CACAHOATAN,173,B,3,120,151,0,0,1,0,0,0,1,22,,October
15,CACAHOATAN,173,EX,18,107,89,0,0,2,2,0,0,0,17,,October
15,CACAHOATAN,174,B,10,103,155,0,0,1,4,0,0,0,11,,October
15,CACAHOATAN,175,B,11,218,134,0,0,1,2,0,0,5,24,,October
15,CACAHOATAN,176,B,7,161,179,0,0,0,0,0,0,0,20,,October
15,CACAHOATAN,176,C,6,167,159,0,0,0,0,0,0,1,12,,October
15,CACAHOATAN,177,B,5,216,48,0,0,2,1,0,0,0,14,,October
15,CACAHOATAN,178,B,2,163,179,0,0,0,0,0,0,1,17,,October
15,CACAHOATAN,178,C,9,191,177,0,0,1,0,0,0,0,7,,October
15,CACAHOATAN,179,B,4,242,257,0,0,4,7,0,0,0,13,,October
15,CACAHOATAN,180,B,2,113,127,0,0,5,2,0,0,0,3,,October
15,CACAHOATAN,180,EX,2,166,129,0,0,2,5,0,0,0,18,,October
15,CACAHOATAN,181,B,2,168,187,0,0,1,2,0,0,0,7,,October
15,CACAHOATAN,181,C,6,175,172,0,0,0,1,0,0,0,8,,October
15,CACAHOATAN,182,B,4,157,104,0,0,0,6,0,0,0,15,,October
15,CACAHOATAN,182,C,5,187,118,0,0,0,0,0,0,0,1,,October
15,CACAHOATAN,183,B,5,128,143,0,0,0,5,0,0,0,7,,October
15,CACAHOATAN,183,C,0,106,148,0,0,0,9,0,0,0,5,,October
15,CACAHOATAN,184,B,2,229,200,0,0,5,3,0,0,2,11,,October
15,CACAHOATAN,184,C,10,241,212,0,0,8,3,0,0,1,14,,October
15,CACAHOATAN,185,B,8,167,207,0,0,3,0,0,0,0,11,,October
,,,,,,,,,,,,,,,,October
16,CATAZAJA,186,B,0,178,201,0,0,0,0,0,0,0,9,,October
16,CATAZAJA,186,EX,0,16,45,0,0,0,0,0,0,0,5,,October
16,CATAZAJA,187,B,0,178,205,0,0,0,0,0,0,0,14,,October
16,CATAZAJA,187,C,0,179,219,0,0,0,0,0,0,0,7,,October
16,CATAZAJA,188,B,0,183,19,0,0,0,0,0,0,0,15,,October
16,CATAZAJA,188,C,0,135,37,0,0,0,0,0,0,0,5,,October
16,CATAZAJA,188,EX,0,126,58,0,0,0,0,0,0,0,4,,October
16,CATAZAJA,189,B,0,80,45,0,0,0,0,0,0,0,79,,October
16,CATAZAJA,189,EX,0,59,13,0,0,0,0,0,0,0,12,,October
16,CATAZAJA,190,B,0,89,102,0,0,0,0,0,0,0,20,,October
16,CATAZAJA,191,B,0,96,108,0,0,0,0,0,0,0,6,,October
16,CATAZAJA,192,B,0,239,63,0,0,0,0,0,0,0,9,,October
16,CATAZAJA,192,C,0,202,59,0,0,0,0,0,0,0,15,,October
