Numero,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PDCH,PFC,ALIANZA FRAYL.,JUSTA,No REGISTRADOS,Nulos,Anulados,month
77,N CRISTOBAL DE LAS CAS,1130,B,17,128,0,0,0,0,0,0,101,0,19,,October
77,N CRISTOBAL DE LAS CAS,1130,C,18,153,0,0,0,0,0,0,76,0,10,,October
77,N CRISTOBAL DE LAS CAS,1131,B,27,101,0,0,0,0,0,0,117,0,14,,October
77,N CRISTOBAL DE LAS CAS,1131,CA,19,99,0,0,0,0,0,0,104,0,6,,October
77,N CRISTOBAL DE LAS CAS,1131,CB,21,118,0,0,0,0,0,0,117,0,9,,October
77,N CRISTOBAL DE LAS CAS,1132,B,25,137,0,0,0,0,0,0,78,0,4,,October
77,N CRISTOBAL DE LAS CAS,1132,C,31,137,0,0,0,0,0,0,62,0,9,,October
77,N CRISTOBAL DE LAS CAS,1133,B,47,112,0,0,0,0,0,0,162,0,4,,October
77,N CRISTOBAL DE LAS CAS,1133,C,51,134,0,0,0,0,0,0,161,0,0,,October
77,N CRISTOBAL DE LAS CAS,1134,B,36,68,0,0,0,0,0,0,107,0,11,,October
77,N CRISTOBAL DE LAS CAS,1134,C,35,109,0,0,0,0,0,0,111,0,8,,October
77,N CRISTOBAL DE LAS CAS,1135,B,54,121,0,0,0,0,0,0,138,0,9,,October
77,N CRISTOBAL DE LAS CAS,1135,C,35,139,0,0,0,0,0,0,138,2,17,,October
77,N CRISTOBAL DE LAS CAS,1136,B,24,121,0,0,0,0,0,0,37,0,13,,October
77,N CRISTOBAL DE LAS CAS,1136,C,34,101,0,0,0,0,0,0,48,0,20,,October
77,N CRISTOBAL DE LAS CAS,1137,B,33,105,0,0,0,0,0,0,79,1,4,,October
77,N CRISTOBAL DE LAS CAS,1137,CA,33,91,0,0,0,0,0,0,72,0,11,,October
77,N CRISTOBAL DE LAS CAS,1137,CB,23,124,0,0,0,0,0,0,81,0,8,,October
77,N CRISTOBAL DE LAS CAS,1138,B,28,105,0,0,0,0,0,0,116,0,6,,October
77,N CRISTOBAL DE LAS CAS,1138,C,39,90,0,0,0,0,0,0,120,0,6,,October
77,N CRISTOBAL DE LAS CAS,1139,B,29,109,0,0,0,0,0,0,151,0,6,,October
77,N CRISTOBAL DE LAS CAS,1139,C,34,94,0,0,0,0,0,0,135,2,9,,October
77,N CRISTOBAL DE LAS CAS,1140,B,51,137,0,0,0,0,0,0,176,0,8,,October
77,N CRISTOBAL DE LAS CAS,1141,B,49,135,0,0,0,0,0,0,115,0,10,,October
77,N CRISTOBAL DE LAS CAS,1141,C,31,132,0,0,0,0,0,0,125,0,9,,October
77,N CRISTOBAL DE LAS CAS,1142,B,29,144,0,0,0,0,0,0,84,0,8,,October
77,N CRISTOBAL DE LAS CAS,1142,CA,25,104,0,0,0,0,0,0,106,0,6,,October
77,N CRISTOBAL DE LAS CAS,1142,CB,38,118,0,0,0,0,0,0,87,1,9,,October
77,N CRISTOBAL DE LAS CAS,1143,B,22,121,0,0,0,0,0,0,97,0,14,,October
77,N CRISTOBAL DE LAS CAS,1143,CA,30,104,0,0,0,0,0,0,108,0,0,,October
77,N CRISTOBAL DE LAS CAS,1143,CB,47,118,0,0,0,0,0,0,92,0,7,,October
77,N CRISTOBAL DE LAS CAS,1144,B,27,199,0,0,0,0,0,0,105,0,12,,October
77,N CRISTOBAL DE LAS CAS,1144,CA,20,151,0,0,0,0,0,0,112,0,14,,October
77,N CRISTOBAL DE LAS CAS,1144,CB,38,166,0,0,0,0,0,0,82,0,13,,October
77,N CRISTOBAL DE LAS CAS,1145,B,38,166,0,0,0,0,0,0,109,0,15,,October
77,N CRISTOBAL DE LAS CAS,1145,CA,28,174,0,0,0,0,0,0,102,0,12,,October
77,N CRISTOBAL DE LAS CAS,1145,CB,22,167,0,0,0,0,0,0,92,0,14,,October
77,N CRISTOBAL DE LAS CAS,1146,B,28,116,0,0,0,0,0,0,127,0,12,,October
77,N CRISTOBAL DE LAS CAS,1146,CA,26,122,0,0,0,0,0,0,107,0,4,,October
77,N CRISTOBAL DE LAS CAS,1146,CB,31,122,0,0,0,0,0,0,113,1,5,,October
77,N CRISTOBAL DE LAS CAS,1147,B,44,92,0,0,0,0,0,0,113,4,11,,October
77,N CRISTOBAL DE LAS CAS,1147,C,37,113,0,0,0,0,0,0,101,0,8,,October
77,N CRISTOBAL DE LAS CAS,1148,B,18,98,0,0,0,0,0,0,66,0,11,,October
77,N CRISTOBAL DE LAS CAS,1148,C,34,79,0,0,0,0,0,0,67,0,9,,October
77,N CRISTOBAL DE LAS CAS,1149,B,31,128,0,0,0,0,0,0,75,0,6,,October
77,N CRISTOBAL DE LAS CAS,1149,CA,33,113,0,0,0,0,0,0,61,0,11,,October
77,N CRISTOBAL DE LAS CAS,1149,CB,21,110,0,0,0,0,0,0,64,0,14,,October
77,N CRISTOBAL DE LAS CAS,1150,B,14,112,0,0,0,0,0,0,73,0,19,,October
77,N CRISTOBAL DE LAS CAS,1150,CA,16,106,0,0,0,0,0,0,111,0,21,,October
77,N CRISTOBAL DE LAS CAS,1150,CB,27,110,0,0,0,0,0,0,79,0,9,,October
77,N CRISTOBAL DE LAS CAS,1151,B,44,138,0,0,0,0,0,0,89,0,17,,October
77,N CRISTOBAL DE LAS CAS,1151,CA,35,119,0,0,0,0,0,0,88,0,29,,October
77,N CRISTOBAL DE LAS CAS,1151,CB,34,132,0,0,0,0,0,0,83,0,15,,October
77,N CRISTOBAL DE LAS CAS,1151,CC,34,106,0,0,0,0,0,0,98,0,15,,October
77,N CRISTOBAL DE LAS CAS,1152,B,61,107,0,0,0,0,0,0,14,0,26,,October
77,N CRISTOBAL DE LAS CAS,1153,B,21,284,0,0,0,0,0,0,41,0,68,,October
77,N CRISTOBAL DE LAS CAS,1154,B,8,174,0,0,0,0,0,0,42,0,32,,October
77,N CRISTOBAL DE LAS CAS,1154,C,20,193,0,0,0,0,0,0,41,0,28,,October
77,N CRISTOBAL DE LAS CAS,1155,B,48,296,0,0,0,0,0,0,20,0,21,,October
77,N CRISTOBAL DE LAS CAS,1156,B,67,123,0,0,0,0,0,0,15,0,27,,October
77,N CRISTOBAL DE LAS CAS,1157,B,6,59,0,0,0,0,0,0,10,0,8,,October
77,N CRISTOBAL DE LAS CAS,1157,C,8,91,0,0,0,0,0,0,13,0,6,,October
77,N CRISTOBAL DE LAS CAS,1158,B,4,129,0,0,0,0,0,0,77,0,33,,October
77,N CRISTOBAL DE LAS CAS,1159,B,6,182,0,0,0,0,0,0,35,7,19,,October
77,N CRISTOBAL DE LAS CAS,1160,B,18,89,0,0,0,0,0,0,13,0,15,,October
77,N CRISTOBAL DE LAS CAS,1160,C,7,47,0,0,0,0,0,0,25,0,16,,October
77,N CRISTOBAL DE LAS CAS,1161,B,8,153,0,0,0,0,0,0,23,0,12,,October
77,N CRISTOBAL DE LAS CAS,1162,B,20,126,0,0,0,0,0,0,49,0,19,,October
77,N CRISTOBAL DE LAS CAS,1163,B,5,211,0,0,0,0,0,0,102,0,58,,October
77,N CRISTOBAL DE LAS CAS,1164,B,45,7,0,0,0,0,0,0,40,0,13,,October
,,,,,,,,,,,,,,,,October
78,SAN FERNANDO,1165,B,56,134,91,18,0,24,0,0,0,0,3,,October
78,SAN FERNANDO,1165,C,51,171,108,19,0,16,0,0,0,0,10,,October
78,SAN FERNANDO,1166,B,28,125,48,24,0,53,0,0,0,0,2,,October
78,SAN FERNANDO,1166,C,37,95,70,20,0,50,0,0,0,1,3,,October
78,SAN FERNANDO,1167,B,36,155,75,22,0,16,0,0,0,0,12,,October
78,SAN FERNANDO,1167,C,50,126,64,27,0,5,0,0,0,0,5,,October
78,SAN FERNANDO,1168,B,74,197,88,26,0,38,0,0,0,0,1,,October
78,SAN FERNANDO,1168,C,68,222,64,16,0,45,0,0,0,0,9,,October
78,SAN FERNANDO,1169,B,20,112,42,117,0,20,0,0,0,0,7,,October
78,SAN FERNANDO,1170,B,43,103,12,28,0,38,0,0,0,0,15,,October
78,SAN FERNANDO,1170,C,19,107,8,19,0,38,0,0,0,0,24,,October
78,SAN FERNANDO,1171,B,25,52,46,2,0,7,0,0,0,2,2,,October
78,SAN FERNANDO,1172,B,74,120,28,68,0,4,0,0,0,0,6,,October
78,SAN FERNANDO,1172,C,31,165,33,71,0,3,0,0,0,0,5,,October
78,SAN FERNANDO,1173,B,49,107,16,30,0,18,0,0,0,0,12,,October
78,SAN FERNANDO,1173,C,84,86,6,39,0,24,0,0,0,0,12,,October
78,SAN FERNANDO,1174,B,18,103,26,12,0,9,0,0,0,2,8,,October
78,SAN FERNANDO,1174,C,23,104,10,11,0,20,0,0,0,0,8,,October
78,SAN FERNANDO,1175,B,63,194,10,11,0,4,0,0,0,0,12,,October
78,SAN FERNANDO,1175,C,88,143,9,13,0,3,0,0,0,0,10,,October
78,SAN FERNANDO,1176,B,24,206,30,2,0,27,0,0,0,0,3,,October
78,SAN FERNANDO,1176,C,19,221,22,10,0,14,0,0,0,0,2,,October
78,SAN FERNANDO,1177,B,49,116,15,9,0,7,0,0,0,0,4,,October
78,SAN FERNANDO,1177,C,25,110,30,5,0,7,0,0,0,0,8,,October
78,SAN FERNANDO,1177,EX,159,27,5,7,0,1,0,0,0,0,0,,October
,,,,,,,,,,,,,,,,October
79,SAN JUAN CANCUC,1178,B,9,164,92,0,0,0,0,0,0,0,52,,October
79,SAN JUAN CANCUC,1178,C,8,167,114,0,0,0,0,0,0,0,58,,October
79,SAN JUAN CANCUC,1179,B,4,184,73,0,0,0,0,0,0,0,39,,October
79,SAN JUAN CANCUC,1179,C,8,69,67,0,0,0,0,0,0,0,91,,October
79,SAN JUAN CANCUC,1180,B,2,114,206,0,0,0,0,0,0,0,13,,October
79,SAN JUAN CANCUC,1180,C,0,95,209,0,0,0,0,0,0,0,11,,October
79,SAN JUAN CANCUC,1181,B,0,77,84,0,0,0,0,0,0,1,8,,October
79,SAN JUAN CANCUC,1181,C,0,48,96,0,0,0,0,0,0,0,7,,October
79,SAN JUAN CANCUC,1182,B,3,175,162,0,0,0,0,0,0,0,17,,October
79,SAN JUAN CANCUC,1182,C,3,174,130,0,0,0,0,0,0,0,23,,October
79,SAN JUAN CANCUC,1183,B,3,105,259,0,0,0,0,0,0,0,18,,October
79,SAN JUAN CANCUC,1183,C,0,123,267,0,0,0,0,0,0,0,13,,October
79,SAN JUAN CANCUC,1184,B,5,121,87,0,0,0,0,0,0,0,16,,October
79,SAN JUAN CANCUC,1184,C,3,98,85,0,0,0,0,0,0,0,12,,October
79,SAN JUAN CANCUC,1185,B,3,269,77,0,0,0,0,0,0,0,12,,October
79,SAN JUAN CANCUC,1185,C,5,286,55,0,0,0,0,0,0,0,16,,October
79,SAN JUAN CANCUC,1186,B,6,272,69,0,0,0,0,0,0,0,0,,October
,,,,,,,,,,,,,,,,October
80,SAN LUCAS,1187,B,23,230,31,137,0,18,0,0,0,0,22,,October
80,SAN LUCAS,1187,C,11,221,63,163,0,5,0,0,0,0,16,,October
80,SAN LUCAS,1188,B,25,170,112,101,0,25,0,0,0,0,26,,October
80,SAN LUCAS,1188,C,18,221,74,107,0,8,0,0,0,0,12,,October
,,,,,,,,,,,,,,,,October
82,SIMOJOVEL,1207,B,0,110,30,52,1,0,46,0,0,0,17,,October
82,SIMOJOVEL,1207,C,0,110,25,70,2,0,37,0,0,0,12,,October
82,SIMOJOVEL,1208,B,0,117,34,48,3,0,44,0,0,0,19,,October
82,SIMOJOVEL,1208,C,0,130,41,39,0,0,65,0,0,0,23,,October
82,SIMOJOVEL,1209,B,0,76,42,58,1,0,54,0,0,0,8,,October
82,SIMOJOVEL,1209,C,0,55,32,45,0,0,66,0,0,0,27,,October
82,SIMOJOVEL,1210,B,0,0,0,0,0,0,0,0,0,0,0,Anulada C.E.E.,October
82,SIMOJOVEL,1210,C,0,55,88,127,1,0,1,0,0,0,11,,October
82,SIMOJOVEL,1211,B,0,96,6,131,0,0,10,0,0,0,25,,October
82,SIMOJOVEL,1212,B,0,59,150,50,2,0,1,0,0,0,27,,October
82,SIMOJOVEL,1213,B,0,119,31,243,1,0,3,0,0,0,57,,October
82,SIMOJOVEL,1213,C,0,119,37,215,1,0,5,0,0,0,41,,October
82,SIMOJOVEL,1214,B,0,31,185,54,1,0,1,0,0,0,22,,October
82,SIMOJOVEL,1214,C,0,48,187,38,1,0,0,0,0,0,46,,October
82,SIMOJOVEL,1215,B,0,69,200,51,0,0,14,0,0,0,29,,October
82,SIMOJOVEL,1215,C,0,63,188,39,0,0,4,0,0,0,22,,October
82,SIMOJOVEL,1216,B,0,34,129,122,1,0,4,0,0,0,15,,October
82,SIMOJOVEL,1217,B,0,272,114,15,4,0,8,0,0,0,30,,October
82,SIMOJOVEL,1218,B,0,188,63,123,1,0,4,0,0,0,44,,October
82,SIMOJOVEL,1218,C,0,174,50,79,0,0,2,0,0,0,28,,October
82,SIMOJOVEL,1219,B,0,120,131,19,2,0,4,0,0,0,15,,October
82,SIMOJOVEL,1219,C,0,115,127,24,1,0,1,0,0,0,15,,October
82,SIMOJOVEL,1220,B,0,140,14,76,1,0,4,0,0,0,26,,October
82,SIMOJOVEL,1220,C,0,217,60,73,3,0,4,0,0,0,20,,October
82,SIMOJOVEL,1221,B,0,158,76,36,1,0,1,0,0,0,36,,October
,,,,,,,,,,,,,,,,October
83,SITALA,1222,B,0,213,92,0,0,0,0,0,0,3,16,,October
83,SITALA,1222,C,0,230,68,0,0,0,0,0,0,0,14,,October
83,SITALA,1223,B,0,94,211,0,0,0,0,0,0,0,7,,October
83,SITALA,1223,C,0,121,206,0,0,0,0,0,0,0,7,,October
83,SITALA,1224,B,0,169,36,0,0,0,0,0,0,0,0,,October
83,SITALA,1224,EX,0,268,199,0,0,0,0,0,0,0,10,,October
83,SITALA,1225,B,0,141,155,0,0,0,0,0,0,0,7,,October
83,SITALA,1225,C,0,108,176,0,0,0,0,0,0,0,13,,October
83,SITALA,1225,EX,0,184,310,0,0,0,0,0,0,0,14,,October
,,,,,,,,,,,,,,,,October
84,SOCOLTENANGO,1226,B,8,149,256,15,0,0,0,0,0,0,24,,October
84,SOCOLTENANGO,1226,C,10,147,265,23,0,0,0,0,0,0,0,,October
84,SOCOLTENANGO,1227,B,4,132,261,26,0,0,0,0,0,3,18,,October
84,SOCOLTENANGO,1227,C,6,148,289,18,0,0,0,0,0,0,18,,October
84,SOCOLTENANGO,1228,B,4,51,130,9,0,0,0,0,0,0,17,,October
84,SOCOLTENANGO,1228,C,6,83,105,7,0,0,0,0,0,2,12,,October
84,SOCOLTENANGO,1229,B,3,89,89,18,0,0,0,0,0,0,13,,October
84,SOCOLTENANGO,1230,B,0,125,73,15,0,0,0,0,0,0,9,,October
84,SOCOLTENANGO,1230,C,4,156,73,11,0,0,0,0,0,0,8,,October
84,SOCOLTENANGO,1231,B,3,68,131,6,0,0,0,0,0,0,30,,October
84,SOCOLTENANGO,1231,C,2,107,113,1,0,0,0,0,0,0,32,,October
84,SOCOLTENANGO,1232,B,2,111,69,5,0,0,0,0,0,0,15,,October
84,SOCOLTENANGO,1232,C,1,101,83,7,0,0,0,0,0,2,17,,October
84,SOCOLTENANGO,1232,EX,0,230,68,2,0,0,0,0,0,0,24,,October
,,,,,,,,,,,,,,,,October
85,SOLOSUCHIAPA,1233,B,5,160,33,107,3,0,0,0,0,0,12,,October
85,SOLOSUCHIAPA,1233,CA,20,172,52,77,0,0,0,0,0,0,18,,October
85,SOLOSUCHIAPA,1233,CB,7,204,48,75,0,0,0,0,0,0,11,,October
85,SOLOSUCHIAPA,1234,B,2,86,26,38,0,0,0,0,0,0,35,,October
85,SOLOSUCHIAPA,1234,EX,4,77,36,209,1,0,0,0,0,0,22,,October
85,SOLOSUCHIAPA,1235,B,1,251,114,123,0,0,0,0,0,0,39,,October
85,SOLOSUCHIAPA,1235,EX,2,160,132,130,3,0,0,0,0,0,18,,October
,,,,,,,,,,,,,,,,October
86,SOYALO,1236,B,0,216,248,0,0,0,0,0,0,0,4,,October
86,SOYALO,1236,C,0,205,206,0,0,0,0,0,0,0,9,,October
86,SOYALO,1237,B,0,120,210,0,0,0,0,0,0,0,12,,October
86,SOYALO,1237,C,0,141,213,0,0,0,0,0,0,0,8,,October
86,SOYALO,1238,B,0,56,120,0,0,0,0,0,0,0,2,,October
86,SOYALO,1238,EX,0,53,35,0,0,0,0,0,0,0,5,,October
86,SOYALO,1239,B,0,394,129,0,0,0,0,0,0,0,24,,October
86,SOYALO,1239,C,0,394,117,0,0,0,0,0,0,0,27,,October
,,,,,,,,,,,,,,,,October
,,,,,,,,,,,,,,,,October
87,SUCHIAPA,1240,B,12,157,210,38,0,1,0,0,0,0,8,,October
87,SUCHIAPA,1240,C,13,147,187,20,0,0,0,0,0,0,18,,October
87,SUCHIAPA,1241,B,15,131,259,48,0,1,0,0,0,0,15,,October
87,SUCHIAPA,1241,C,23,135,229,46,0,1,0,0,0,0,12,,October
87,SUCHIAPA,1242,B,42,107,279,35,0,1,0,0,0,0,9,,October
87,SUCHIAPA,1242,C,34,125,273,25,0,0,0,0,0,0,11,,October
87,SUCHIAPA,1243,B,56,229,173,21,0,0,0,0,0,0,14,,October
87,SUCHIAPA,1243,C,61,215,216,18,0,1,0,0,0,0,7,,October
87,SUCHIAPA,1244,B,33,191,138,17,0,0,0,0,0,0,10,,October
87,SUCHIAPA,1244,C,28,189,133,19,0,1,0,0,0,0,13,,October
87,SUCHIAPA,1245,B,9,133,76,13,0,1,0,0,0,0,6,,October
87,SUCHIAPA,1245,C,29,151,69,19,0,1,0,0,0,0,2,,October
87,SUCHIAPA,1245,EX,23,81,100,16,0,2,0,0,0,0,11,,October
87,SUCHIAPA,1246,B,7,218,141,5,0,0,0,0,0,0,0,,October
87,SUCHIAPA,1246,C,5,253,133,4,0,0,0,0,0,0,13,,October
,,,,,,,,,,,,,,,,October
88,SUCHIATE,1247,B,0,242,103,38,0,1,30,0,0,0,23,,October
88,SUCHIATE,1248,B,0,170,77,15,0,5,30,0,0,0,23,,October
88,SUCHIATE,1248,C,0,162,54,26,0,6,32,0,0,0,14,,October
88,SUCHIATE,1249,B,0,236,48,28,0,6,24,0,0,0,12,,October
88,SUCHIATE,1249,C,0,216,75,24,0,11,22,0,0,0,15,,October
88,SUCHIATE,1250,B,0,103,104,16,0,9,46,0,0,0,9,,October
88,SUCHIATE,1250,C,0,109,102,20,0,6,40,0,0,1,10,,October
88,SUCHIATE,1251,B,0,69,102,27,0,1,70,0,0,2,6,,October
88,SUCHIATE,1251,C,0,85,83,33,0,3,69,0,0,0,15,,October
88,SUCHIATE,1252,B,0,188,139,45,0,2,22,0,0,0,12,,October
88,SUCHIATE,1252,EX,0,113,24,36,0,1,26,0,0,2,15,,October
88,SUCHIATE,1253,B,0,152,121,40,0,1,16,0,0,0,23,,October
88,SUCHIATE,1254,B,0,138,157,18,0,3,27,0,0,0,16,,October
88,SUCHIATE,1254,EX,0,30,25,6,0,1,2,0,0,0,0,,October
88,SUCHIATE,1255,B,0,45,132,13,0,3,25,0,0,0,15,,October
88,SUCHIATE,1256,B,0,132,73,33,0,3,24,0,0,0,18,,October
88,SUCHIATE,1257,B,0,151,121,108,0,3,18,0,0,0,25,,October
88,SUCHIATE,1258,B,0,155,168,94,0,3,12,0,0,1,21,,October
88,SUCHIATE,1259,B,0,95,44,116,0,3,10,0,0,0,13,,October
88,SUCHIATE,1259,C,0,79,48,95,0,2,8,0,0,0,18,,October
88,SUCHIATE,1260,B,0,122,123,137,0,4,15,0,0,0,26,,October
88,SUCHIATE,1261,B,0,95,115,18,0,1,25,0,0,0,14,,October
88,SUCHIATE,1262,B,0,90,32,50,0,1,32,0,0,0,21,,October
88,SUCHIATE,1263,B,0,128,76,47,0,4,16,0,0,2,17,,October
,,,,,,,,,,,,,,,,October
,,,,,,,,,,,,,,,,October
89,SUNUAPA,1264,B,4,241,0,120,0,0,0,0,0,1,8,,October
89,SUNUAPA,1264,C,13,251,0,96,1,0,0,0,0,0,13,,October
,,,,,,,,,,,,,,,,October
90,TAPACHULA,1265,B,6,132,79,4,5,0,2,0,0,0,15,,October
90,TAPACHULA,1265,C,3,127,98,13,0,0,1,0,0,0,13,,October
90,TAPACHULA,1266,B,14,105,90,0,4,0,0,0,0,0,8,,October
90,TAPACHULA,1266,C,7,128,70,8,3,0,2,0,0,225,7,,October
90,TAPACHULA,1267,B,4,163,82,3,1,0,0,0,0,0,13,,October
90,TAPACHULA,1267,C,5,170,90,9,2,0,1,0,0,0,10,,October
90,TAPACHULA,1268,B,10,65,55,13,0,0,1,0,0,0,7,,October
90,TAPACHULA,1268,CA,6,80,84,21,1,0,0,0,0,1,6,,October
90,TAPACHULA,1268,CB,5,85,76,16,4,0,0,0,0,0,9,,October
90,TAPACHULA,1269,B,6,82,76,2,1,0,0,0,0,0,3,,October
90,TAPACHULA,1269,C,7,80,65,6,1,0,0,0,0,0,2,,October
90,TAPACHULA,1270,B,18,103,62,10,2,0,0,0,0,0,9,,October
90,TAPACHULA,1270,CA,9,105,51,1,3,0,2,0,0,0,9,,October
90,TAPACHULA,1270,CB,11,108,65,5,2,0,1,0,0,0,5,,October
90,TAPACHULA,1271,B,10,106,92,2,3,0,1,0,0,0,11,,October
90,TAPACHULA,1271,C,6,94,80,5,5,0,1,0,0,0,10,,October
90,TAPACHULA,1272,B,4,113,106,10,5,0,1,0,0,0,2,,October
90,TAPACHULA,1272,C,6,101,99,10,2,0,1,0,0,0,7,,October
90,TAPACHULA,1273,B,12,90,66,3,4,0,0,0,0,0,8,,October
90,TAPACHULA,1273,C,12,92,45,3,2,0,1,0,0,0,8,,October
90,TAPACHULA,1274,B,7,52,66,7,2,0,0,0,0,0,7,,October
90,TAPACHULA,1274,C,13,49,76,6,4,0,1,0,0,0,5,,October
90,TAPACHULA,1275,B,11,83,57,8,2,0,1,0,0,0,5,,October
90,TAPACHULA,1275,C,9,92,79,3,3,0,1,0,0,0,8,,October
90,TAPACHULA,1276,B,13,70,54,4,1,0,0,0,0,0,10,,October
90,TAPACHULA,1276,C,15,71,56,2,1,0,1,0,0,0,11,,October
90,TAPACHULA,1277,B,11,79,83,7,1,0,1,0,0,0,8,,October
90,TAPACHULA,1277,C,15,89,84,8,2,0,1,0,0,0,0,,October
90,TAPACHULA,1278,B,12,67,99,9,2,0,2,0,0,0,8,,October
90,TAPACHULA,1278,C,10,69,91,9,2,0,0,0,0,0,0,,October
90,TAPACHULA,1279,B,19,102,67,5,2,0,0,0,0,0,0,,October
90,TAPACHULA,1279,C,19,108,56,2,1,0,0,0,0,0,13,,October
90,TAPACHULA,1280,B,4,78,66,7,7,0,1,0,0,1,8,,October
90,TAPACHULA,1280,CA,9,73,55,5,5,0,0,0,0,0,6,,October
90,TAPACHULA,1280,CB,10,73,66,7,1,0,0,0,0,0,11,,October
90,TAPACHULA,1281,B,10,62,79,3,3,0,2,0,0,0,6,,October
90,TAPACHULA,1281,CA,5,75,73,5,1,0,2,0,0,0,2,,October
90,TAPACHULA,1281,CB,7,62,51,10,0,0,0,0,0,0,3,,October
90,TAPACHULA,1282,B,14,99,83,11,5,0,0,0,0,0,5,,October
90,TAPACHULA,1282,C,19,104,58,7,1,0,0,0,0,0,5,,October
90,TAPACHULA,1283,B,11,83,71,9,0,0,2,0,0,0,5,,October
90,TAPACHULA,1283,C,17,96,83,8,0,0,0,0,0,0,7,,October
90,TAPACHULA,1284,B,11,68,52,13,2,0,0,0,0,0,7,,October
90,TAPACHULA,1284,C,11,61,44,18,1,0,1,0,0,0,6,,October
90,TAPACHULA,1285,B,14,50,77,4,1,0,1,0,0,0,3,,October
90,TAPACHULA,1285,C,6,63,82,6,1,0,1,0,0,0,4,,October
90,TAPACHULA,1286,B,8,89,51,8,2,0,1,0,0,0,1,,October
90,TAPACHULA,1286,C,9,83,62,6,1,0,0,0,0,0,3,,October
90,TAPACHULA,1287,B,6,86,68,3,1,0,1,0,0,0,7,,October
90,TAPACHULA,1287,C,5,75,60,6,1,0,2,0,0,0,0,,October
90,TAPACHULA,1288,B,15,92,63,7,0,0,1,0,0,0,6,,October
90,TAPACHULA,1289,B,6,63,51,7,2,0,0,0,0,1,3,,October
90,TAPACHULA,1289,C,2,87,44,3,0,0,0,0,0,0,2,,October
90,TAPACHULA,1290,B,8,64,62,3,0,0,3,0,0,0,7,,October
90,TAPACHULA,1290,C,15,62,51,7,0,0,1,0,0,0,1,,October
90,TAPACHULA,1291,B,15,97,66,7,2,0,1,0,0,0,5,,October
90,TAPACHULA,1291,C,8,90,54,2,0,0,0,0,0,0,4,,October
90,TAPACHULA,1292,B,12,80,67,7,0,0,0,0,0,0,4,,October
90,TAPACHULA,1292,C,12,66,79,3,3,0,1,0,0,0,8,,October
90,TAPACHULA,1293,B,10,86,61,3,5,0,0,0,0,0,5,,October
90,TAPACHULA,1293,C,13,89,57,2,1,0,1,0,0,0,3,,October
90,TAPACHULA,1294,B,17,96,99,9,2,0,1,0,0,0,2,,October
90,TAPACHULA,1294,C,26,104,79,15,1,0,0,0,0,0,3,,October
90,TAPACHULA,1295,B,15,107,85,10,2,0,1,0,0,0,8,,October
90,TAPACHULA,1295,C,11,110,92,6,1,0,1,0,0,0,8,,October
90,TAPACHULA,1296,B,20,111,76,10,0,0,1,0,0,0,4,,October
90,TAPACHULA,1296,C,14,113,59,16,3,0,1,0,0,0,1,,October
90,TAPACHULA,1297,B,8,92,51,7,2,0,1,0,0,0,5,,October
90,TAPACHULA,1297,C,10,86,62,4,1,0,0,0,0,0,6,,October
90,TAPACHULA,1298,B,13,121,79,6,4,0,3,0,0,0,11,,October
90,TAPACHULA,1299,B,21,116,57,7,1,0,1,0,0,0,2,,October
90,TAPACHULA,1300,B,5,59,56,9,2,0,0,0,0,0,2,,October
90,TAPACHULA,1300,C,11,54,64,6,0,0,1,0,0,0,2,,October
90,TAPACHULA,1301,B,10,85,70,2,2,0,0,0,0,0,9,,October
90,TAPACHULA,1301,C,8,72,68,4,1,0,0,0,0,0,1,,October
90,TAPACHULA,1302,B,12,95,67,10,0,0,0,0,0,0,5,,October
90,TAPACHULA,1302,C,10,98,65,4,1,0,0,0,0,0,5,,October
90,TAPACHULA,1303,B,5,139,88,0,3,0,0,0,0,0,9,,October
90,TAPACHULA,1304,B,24,121,76,10,1,0,1,0,0,0,9,,October
90,TAPACHULA,1304,C,23,103,69,11,1,0,1,0,0,0,5,,October
90,TAPACHULA,1305,B,21,70,46,10,0,0,0,0,0,0,9,,October
90,TAPACHULA,1306,B,27,128,70,3,4,0,0,0,0,0,1,,October
90,TAPACHULA,1307,B,5,60,71,13,4,0,0,0,0,0,3,,October
90,TAPACHULA,1307,C,20,66,75,4,3,0,0,0,0,0,3,,October
90,TAPACHULA,1308,B,28,86,111,4,0,0,2,0,0,0,7,,October
90,TAPACHULA,1309,B,18,95,75,4,1,0,1,0,0,0,6,,October
90,TAPACHULA,1309,C,15,99,69,9,1,0,3,0,0,0,7,,October
90,TAPACHULA,1310,B,14,86,82,5,3,0,0,0,0,0,7,,October
90,TAPACHULA,1310,C,22,75,89,10,5,0,0,0,0,0,8,,October
90,TAPACHULA,1311,B,30,107,85,6,2,0,1,0,0,0,2,,October
90,TAPACHULA,1311,C,33,128,96,6,5,0,0,0,0,0,9,,October
90,TAPACHULA,1312,B,10,59,43,6,1,0,0,0,0,0,1,,October
90,TAPACHULA,1312,C,7,63,45,0,1,0,0,0,0,0,4,,October
90,TAPACHULA,1313,B,11,61,58,2,3,0,1,0,0,0,3,,October
90,TAPACHULA,1313,C,8,49,71,3,2,0,0,0,0,0,5,,October
90,TAPACHULA,1314,B,7,69,65,4,3,0,1,0,0,0,4,,October
