"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Tizayuca","1358","CONTIGUA 5","22","109","4","1","5","4","5","23","43","0","4"
"Tizayuca","1359","BASICA","30","88","8","3","5","4","15","41","49","0","13"
"Tizayuca","1359","CONTIGUA 1","31","80","8","3","4","4","8","31","58","2","13"
"Tizayuca","1360","BASICA","50","131","4","4","7","5","8","45","52","1","7"
"Tizayuca","1360","CONTIGUA 1","45","118","4","5","5","2","10","35","44","1","9"
"Tizayuca","1361","BASICA","36","95","7","2","5","4","8","32","24","0","5"
"Tizayuca","1361","CONTIGUA 1","33","85","8","2","5","5","6","34","35","0","7"
"Tizayuca","1362","BASICA","35","98","8","4","3","8","9","45","51","1","7"
"Tizayuca","1362","CONTIGUA 1","40","114","8","5","5","8","13","36","53","1","5"
"Tizayuca","1362","CONTIGUA 2","39","110","10","4","4","6","11","25","56","0","7"
"Tizayuca","1362","CONTIGUA 3","40","120","11","2","5","5","10","38","50","1","5"
"Tizayuca","1362","CONTIGUA 4","34","117","33","4","4","13","14","33","37","1","8"
"Tizayuca","1362","CONTIGUA 5","43","101","11","5","4","11","14","27","47","0","8"
"Tizayuca","1362","CONTIGUA 6","51","120","10","7","4","6","13","44","52","0","7"
"Tizayuca","1363","BASICA","24","77","6","1","0","0","10","10","29","0","2"
"Tizayuca","1363","CONTIGUA 1","25","77","0","1","1","4","7","13","40","0","5"
"Tizayuca","1363","EXTRAORDINARIA 1","22","78","20","4","3","7","21","39","31","0","8"
"Tizayuca","1363","EXTRAORDINARIA 1 CONTIGUA 1","32","79","5","2","0","7","21","20","32","1","4"
"Tizayuca","1363","EXTRAORDINARIA 1 CONTIGUA 2","25","93","17","5","6","6","14","37","27","0","5"
"Tizayuca","1363","EXTRAORDINARIA 1 CONTIGUA 3","19","87","5","10","3","6","15","16","29","0","2"
"Tizayuca","1363","EXTRAORDINARIA 2","23","79","8","5","2","5","11","15","37","0","4"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 1","31","77","0","4","5","2","19","28","25","0","6"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 2","15","73","6","1","2","2","14","18","39","0","3"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 3","33","72","8","4","4","4","11","15","25","0","9"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 4","33","69","9","1","4","3","11","28","20","0","5"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 5","40","66","10","3","2","6","16","37","25","0","8"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 6","38","78","4","1","1","4","7","33","22","0","5"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 7","24","75","9","2","4","5","19","25","30","0","8"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 8","35","70","7","2","5","11","16","25","25","0","7"
"Tizayuca","1363","EXTRAORDINARIA 2 CONTIGUA 9","27","60","6","5","7","2","13","28","31","1","5"
"Tizayuca","1364","BASICA","10","102","4","2","0","8","15","28","29","0","8"
"Tizayuca","1364","CONTIGUA 1","18","105","4","1","3","2","16","32","21","0","8"
"Tizayuca","1364","EXTRAORDINARIA 1","26","114","7","0","3","0","9","22","39","1","2"
"Tizayuca","1364","EXTRAORDINARIA 1 CONTIGUA 1","27","124","6","1","4","5","7","21","15","0","3"
"Tizayuca","1364","EXTRAORDINARIA 1 CONTIGUA 2","14","116","0","3","2","6","13","39","31","1","6"
"Tizayuca","1364","EXTRAORDINARIA 1 CONTIGUA 3","18","123","5","1","5","2","12","26","35","0","4"
"Tizayuca","1364","EXTRAORDINARIA 1 CONTIGUA 4","15","128","5","2","4","2","11","24","24","0","8"
"Tizayuca","1365","BASICA","28","141","10","3","6","6","24","18","45","0","3"
"Tizayuca","1365","CONTIGUA 1","36","133","10","3","4","6","13","23","34","0","6"
"Tizayuca","1365","CONTIGUA 2","33","149","6","3","3","2","11","23","41","0","8"
"Tizayuca","1366","BASICA","23","132","6","2","4","7","7","17","31","0","8"
"Tizayuca","1366","CONTIGUA 1","38","143","3","3","3","8","9","16","34","0","6"
"Tizayuca","1366","CONTIGUA 2","31","164","3","2","2","7","13","21","34","0","2"
"Tizayuca","1366","CONTIGUA 3","34","134","4","2","2","5","10","20","28","0","5"
"Tizayuca","1367","BASICA","20","162","8","3","4","3","6","18","31","0","3"
"Tizayuca","1367","CONTIGUA 1","39","151","4","3","5","6","13","26","40","0","5"
"Tizayuca","1367","CONTIGUA 2","24","164","9","2","5","1","13","21","30","0","12"
"Tizayuca","1367","CONTIGUA 3","36","145","8","2","4","3","8","28","33","0","14"
"Tizayuca","1367","CONTIGUA 4","36","179","6","4","5","2","7","17","32","0","4"
"Tizayuca","1367","CONTIGUA 5","30","182","7","4","5","9","5","15","29","0","10"
"Tizayuca","1368","BASICA","48","120","9","3","9","7","12","9","32","0","4"
"Tizayuca","1368","CONTIGUA 1","39","126","9","4","5","8","15","23","47","0","6"
"Tizayuca","1368","CONTIGUA 2","36","127","2","4","9","5","9","18","45","0","5"
"Tizayuca","1368","CONTIGUA 3","48","112","7","3","3","6","24","22","30","0","3"
"Tizayuca","1368","CONTIGUA 4","48","106","7","5","7","5","15","17","42","0","7"
"Tizayuca","1368","CONTIGUA 5","44","125","5","4","9","11","9","15","34","0","2"
"Tizayuca","1368","EXTRAORDINARIA 1","20","151","9","1","3","5","6","13","29","0","15"
"Tizayuca","1368","EXTRAORDINARIA 1 CONTIGUA 1","25","152","8","6","4","4","11","13","21","0","8"
"Tizayuca","1368","EXTRAORDINARIA 1 CONTIGUA 2","25","147","7","8","4","5","8","15","29","0","3"
"Tizayuca","1368","EXTRAORDINARIA 1 CONTIGUA 3","14","130","8","5","4","3","6","15","30","0","3"
"Tizayuca","1767","BASICA","19","123","4","2","2","8","3","8","11","1","7"
"Tizayuca","1767","CONTIGUA 1","23","125","5","2","3","7","6","9","6","0","4"
"Tizayuca","1768","BASICA","21","102","4","2","5","3","5","6","25","0","5"
"Tizayuca","1768","CONTIGUA 1","21","154","8","2","3","3","4","10","33","0","4"
"Tizayuca","1769","BASICA","25","90","5","1","2","2","7","12","29","0","6"
"Tizayuca","1769","CONTIGUA 1","18","105","1","3","3","3","16","8","26","1","2"
"Tizayuca","1770","BASICA","17","50","5","3","4","4","17","9","21","0","2"
"Tizayuca","1770","CONTIGUA 1","15","52","3","1","2","5","9","11","22","0","3"
"Tizayuca","1770","CONTIGUA 2","15","51","6","3","3","2","14","16","19","0","7"
"Tizayuca","1771","BASICA","39","55","7","2","3","6","7","20","35","0","9"
"Tizayuca","1772","BASICA","33","53","8","2","3","2","7","14","23","0","5"
"Tizayuca","1772","CONTIGUA 1","9","58","6","1","6","2","4","15","22","0","5"
"Tizayuca","1773","BASICA","19","68","4","2","0","4","2","18","28","0","2"
"Tizayuca","1773","CONTIGUA 1","16","72","8","1","0","1","3","13","30","0","1"
"Tizayuca","1774","BASICA","10","62","18","1","2","7","8","17","15","0","5"
"Tizayuca","1774","CONTIGUA 1","13","93","20","1","3","5","7","14","15","0","4"
"Tizayuca","1775","BASICA","19","57","1","1","4","6","6","20","31","0","2"
"Tizayuca","1775","CONTIGUA 1","14","43","8","0","1","2","5","16","18","0","3"
"Tizayuca","1776","BASICA","15","50","6","0","4","1","11","12","33","0","1"
"Tizayuca","1776","CONTIGUA 1","20","49","10","2","1","8","9","12","30","1","4"
"Tizayuca","1777","BASICA","31","69","4","4","1","4","4","19","24","0","4"
"Tizayuca","1777","CONTIGUA 1","34","83","7","1","4","4","9","12","25","0","11"
"Tizayuca","1778","BASICA","12","53","2","4","4","2","4","16","15","0","3"
"Tizayuca","1778","CONTIGUA 1","12","65","2","0","3","4","9","7","24","0","3"
"Tizayuca","1779","BASICA","28","104","10","1","8","6","12","24","37","2","6"
"Tizayuca","1780","BASICA","23","74","5","1","3","4","14","13","19","0","10"
"Tizayuca","1780","CONTIGUA 1","21","77","7","3","0","3","11","17","17","0","4"
"Tizayuca","1781","BASICA","30","63","8","2","1","3","6","17","15","0","6"
"Tizayuca","1782","BASICA","18","66","10","1","9","9","8","13","18","0","3"
"Tizayuca","1782","CONTIGUA 1","17","66","5","2","6","7","15","13","19","0","4"
"Tizayuca","1783","BASICA","34","76","10","4","4","4","11","16","4","0","7"
"Tizayuca","1783","CONTIGUA 1","27","61","5","1","2","8","9","16","18","0","3"
"Tizayuca","1784","BASICA","10","86","4","1","1","6","7","12","20","0","5"
"Tizayuca","1784","CONTIGUA 1","17","67","4","2","3","1","4","6","17","0","1"
"Tizayuca","1785","BASICA","23","158","6","5","6","4","6","9","39","0","8"
"Tizayuca","1785","CONTIGUA 1","22","123","5","5","8","3","8","6","32","0","3"
"Tizayuca","1786","BASICA","14","181","2","2","2","3","9","13","35","0","6"
"Tizayuca","1786","CONTIGUA 1","16","150","4","3","2","4","9","13","45","0","6"
"Tizayuca","1787","BASICA","19","156","5","2","3","4","7","17","28","0","5"
"Tizayuca","1787","CONTIGUA 1","24","140","3","3","0","3","10","22","31","0","12"
