CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1909,1,12,30,1,4,6,1,0,59,0,11,1,0,1,0,0,0,0,0,0,0,,,,,,,126,0,2,128,236
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,552,2,170,183,10,8,10,6,5,125,7,5,,,3,2,1,0,4,2,0,3,,,,,,,544,0,18,562,995
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,553,1,17,59,0,0,2,0,1,34,0,1,,,1,1,0,0,0,0,0,0,,,,,,,116,0,0,116,207
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,554,1,88,150,12,6,7,3,5,70,1,3,,,1,4,1,0,4,0,0,1,,,,,,,356,0,18,374,556
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,555,1,49,62,3,1,4,0,1,41,2,2,,,0,0,0,0,0,0,0,0,,,,,,,165,0,5,170,259
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,556,1,19,33,1,1,3,1,2,39,2,0,,,0,0,0,0,0,0,0,0,,,,,,,101,0,5,106,146
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,557,1,43,41,5,4,14,11,2,48,1,0,,,0,1,0,0,3,0,0,0,,,,,,,173,0,3,176,295
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,558,1,34,61,0,0,1,0,2,56,2,0,,,1,0,0,0,1,0,0,0,,,,,,,158,0,9,167,292
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,559,1,98,26,1,4,5,1,0,26,0,1,,,7,2,0,0,0,0,0,0,,,,,,,171,0,10,181,303
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,560,1,38,38,1,3,9,0,0,11,0,0,,,1,2,0,0,0,1,0,0,,,,,,,104,0,6,110,209
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,562,1,28,52,3,4,3,1,0,23,2,24,,,0,0,0,0,0,0,0,1,,,,,,,141,0,7,148,212
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,563,1,22,25,3,1,3,3,1,16,1,0,,,0,1,0,0,0,0,0,0,,,,,,,76,0,2,78,138
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,564,1,62,18,1,1,5,1,3,26,0,1,,,1,1,1,0,0,0,0,1,,,,,,,122,0,6,128,190
1,32,ZACATECAS,13,JALPA,18,HUANUSCO,565,1,26,26,1,4,3,0,2,20,1,3,,,1,1,0,0,0,0,0,0,,,,,,,88,0,2,90,132
1,32,ZACATECAS,13,JALPA,19,JALPA,566,2,158,175,7,28,42,54,61,106,47,,8,,5,3,6,0,0,0,0,2,,,,,,,702,0,14,716,1237
1,32,ZACATECAS,13,JALPA,19,JALPA,567,2,174,93,9,19,46,76,12,60,30,,7,,8,2,2,1,2,0,2,2,,,,,,,545,0,18,563,907
1,32,ZACATECAS,13,JALPA,19,JALPA,568,2,106,76,10,15,30,70,10,68,27,,2,,11,0,3,0,2,0,2,0,,,,,,,432,0,31,463,801
1,32,ZACATECAS,13,JALPA,19,JALPA,569,2,205,180,8,27,74,69,16,119,41,,6,,5,2,0,0,3,0,0,0,,,,,,,755,0,15,770,1242
1,32,ZACATECAS,13,JALPA,19,JALPA,570,1,120,88,10,13,12,51,8,54,22,,4,,8,2,1,0,4,1,0,0,,,,,,,398,1,16,415,663
1,32,ZACATECAS,13,JALPA,19,JALPA,571,1,94,56,7,12,33,54,8,40,15,,12,,7,0,1,0,0,0,0,0,,,,,,,339,0,19,358,598
1,32,ZACATECAS,13,JALPA,19,JALPA,572,2,174,148,9,26,56,82,14,146,48,,11,,7,2,2,1,10,2,0,0,,,,,,,738,0,22,760,1233
1,32,ZACATECAS,13,JALPA,19,JALPA,573,3,195,270,20,43,85,108,25,148,39,,14,,9,1,3,0,6,1,0,2,,,,,,,969,0,35,1004,1735
1,32,ZACATECAS,13,JALPA,19,JALPA,574,1,66,99,6,10,15,28,8,54,18,,6,,7,1,2,1,3,0,0,1,,,,,,,325,1,10,336,634
1,32,ZACATECAS,13,JALPA,19,JALPA,575,1,68,100,3,9,20,42,2,49,13,,6,,9,2,3,1,0,0,1,1,,,,,,,329,0,14,343,567
1,32,ZACATECAS,13,JALPA,19,JALPA,576,2,84,105,6,5,14,18,7,49,19,,4,,2,1,0,0,2,0,0,1,,,,,,,317,0,5,322,462
1,32,ZACATECAS,13,JALPA,19,JALPA,577,1,55,70,6,2,11,25,3,38,9,,2,,0,1,1,0,0,1,0,0,,,,,,,224,0,4,228,417
1,32,ZACATECAS,13,JALPA,19,JALPA,578,1,80,113,4,14,26,40,1,50,16,,4,,7,3,2,1,5,1,1,0,,,,,,,368,0,22,390,669
1,32,ZACATECAS,13,JALPA,19,JALPA,579,1,94,106,9,8,26,43,13,54,18,,2,,4,2,2,0,4,0,1,0,,,,,,,386,0,11,397,736
1,32,ZACATECAS,13,JALPA,19,JALPA,580,1,84,89,8,12,19,35,9,38,20,,5,,2,0,3,0,2,0,1,0,,,,,,,327,0,10,337,585
1,32,ZACATECAS,13,JALPA,19,JALPA,581,1,69,100,3,4,14,21,1,21,11,,1,,4,0,0,0,2,1,1,1,,,,,,,254,0,7,261,436
1,32,ZACATECAS,13,JALPA,19,JALPA,582,1,58,22,1,40,16,11,8,28,19,,0,,3,0,1,0,2,1,1,0,,,,,,,211,0,12,223,434
1,32,ZACATECAS,13,JALPA,19,JALPA,583,1,102,69,10,43,15,28,13,31,22,,4,,1,1,3,0,3,1,1,0,,,,,,,347,0,14,361,697
1,32,ZACATECAS,13,JALPA,19,JALPA,584,1,44,27,5,8,8,12,2,18,6,,0,,0,0,1,0,1,0,0,1,,,,,,,133,0,6,139,201
1,32,ZACATECAS,13,JALPA,19,JALPA,586,2,79,81,21,7,17,22,14,40,27,,0,,1,0,1,0,1,0,0,0,,,,,,,311,0,8,319,622
1,32,ZACATECAS,13,JALPA,19,JALPA,587,1,85,62,6,15,21,16,12,33,13,,2,,3,1,1,0,1,0,0,0,,,,,,,271,0,14,285,496
1,32,ZACATECAS,13,JALPA,19,JALPA,588,1,35,53,2,2,4,12,0,8,2,,1,,1,0,0,0,0,0,0,0,,,,,,,120,0,6,126,201
1,32,ZACATECAS,13,JALPA,19,JALPA,589,1,61,54,3,12,20,30,3,44,21,,1,,1,1,1,0,1,0,0,1,,,,,,,254,0,9,263,492
1,32,ZACATECAS,13,JALPA,19,JALPA,590,1,69,32,3,14,10,11,1,17,7,,1,,3,3,1,0,0,0,0,0,,,,,,,172,0,7,179,298
1,32,ZACATECAS,13,JALPA,19,JALPA,591,1,16,62,2,4,5,5,2,12,3,,1,,1,0,0,0,0,0,0,0,,,,,,,113,0,7,120,229
1,32,ZACATECAS,13,JALPA,19,JALPA,593,1,25,65,4,10,6,6,7,23,18,,1,,1,2,1,0,0,0,0,0,,,,,,,169,0,6,175,334
1,32,ZACATECAS,13,JALPA,19,JALPA,594,1,42,35,3,5,8,15,3,5,3,,1,,0,0,0,0,0,0,0,0,,,,,,,120,0,5,125,200
1,32,ZACATECAS,13,JALPA,19,JALPA,596,1,40,75,4,5,22,26,3,17,13,,0,,4,1,1,0,1,0,0,2,,,,,,,214,0,14,228,444
1,32,ZACATECAS,13,JALPA,19,JALPA,599,2,158,150,7,31,28,43,46,83,27,,10,,7,2,3,1,2,0,1,1,,,,,,,600,0,32,632,995
1,32,ZACATECAS,13,JALPA,19,JALPA,600,1,15,27,1,0,4,5,2,2,1,,0,,2,0,0,0,0,0,0,0,,,,,,,59,0,0,59,114
1,32,ZACATECAS,13,JALPA,19,JALPA,601,1,43,42,4,3,43,26,19,12,4,,3,,2,0,1,0,0,0,0,0,,,,,,,202,0,10,212,313
1,32,ZACATECAS,13,JALPA,19,JALPA,603,1,23,29,2,5,9,4,5,8,1,,0,,1,0,0,0,0,0,0,0,,,,,,,87,0,1,88,162
1,32,ZACATECAS,13,JALPA,19,JALPA,604,1,68,93,3,6,19,31,25,41,8,,22,,3,2,1,1,0,0,0,0,,,,,,,323,0,9,332,517
1,32,ZACATECAS,13,JALPA,19,JALPA,605,1,27,29,3,5,30,3,4,12,3,,0,,1,0,0,0,0,1,0,1,,,,,,,119,0,5,124,204
1,32,ZACATECAS,10,JEREZ,20,JEREZ,606,5,604,453,24,45,146,14,27,314,13,11,9,9,3,8,3,0,1,4,0,3,,,,,24,,1715,0,59,1774,3028
1,32,ZACATECAS,10,JEREZ,20,JEREZ,607,1,145,86,7,12,31,5,4,58,5,8,4,0,2,0,0,0,1,1,0,0,,,,,2,,371,0,26,397,674
1,32,ZACATECAS,10,JEREZ,20,JEREZ,608,2,265,210,9,35,62,11,16,202,7,12,5,4,1,2,0,0,0,0,0,0,,,,,8,,849,0,22,871,1404
1,32,ZACATECAS,10,JEREZ,20,JEREZ,609,3,275,178,10,63,105,6,22,167,18,4,7,5,1,2,1,0,3,2,0,0,,,,,14,,883,0,34,917,1560
1,32,ZACATECAS,10,JEREZ,20,JEREZ,610,2,183,126,7,21,36,4,12,88,2,4,3,1,2,1,1,0,4,0,0,1,,,,,3,,499,0,20,519,952
1,32,ZACATECAS,10,JEREZ,20,JEREZ,611,2,201,189,1,18,67,4,12,115,3,0,4,0,0,0,0,0,0,0,1,1,,,,,2,,618,0,17,635,1129
1,32,ZACATECAS,10,JEREZ,20,JEREZ,612,2,217,159,3,19,49,4,13,112,4,0,11,4,1,2,0,0,3,2,1,0,,,,,3,,607,0,10,617,965
1,32,ZACATECAS,10,JEREZ,20,JEREZ,613,1,121,110,3,15,19,3,6,51,2,11,1,1,1,0,0,0,0,0,0,1,,,,,1,,346,0,20,366,614
1,32,ZACATECAS,10,JEREZ,20,JEREZ,614,1,99,74,5,7,31,4,4,51,1,4,2,4,4,3,0,0,0,2,0,0,,,,,7,,302,0,17,319,541
1,32,ZACATECAS,10,JEREZ,20,JEREZ,615,1,115,85,6,19,29,2,7,68,5,5,1,1,2,1,1,0,0,0,0,0,,,,,7,,354,0,18,372,628
1,32,ZACATECAS,10,JEREZ,20,JEREZ,616,1,150,81,4,11,26,3,10,62,5,1,1,1,0,0,0,0,0,0,0,0,,,,,4,,359,0,7,366,583
1,32,ZACATECAS,10,JEREZ,20,JEREZ,617,4,428,346,13,54,171,7,58,310,13,9,7,8,4,3,0,2,4,0,0,0,,,,,16,,1453,4,29,1486,2371
1,32,ZACATECAS,10,JEREZ,20,JEREZ,618,1,104,89,2,30,46,9,7,80,5,9,2,5,1,0,0,0,0,1,0,0,,,,,1,,391,1,10,402,658
1,32,ZACATECAS,10,JEREZ,20,JEREZ,619,1,110,112,3,9,36,4,8,61,1,4,0,2,2,0,1,0,0,0,0,0,,,,,2,,355,0,9,364,624
1,32,ZACATECAS,10,JEREZ,20,JEREZ,620,1,41,49,1,5,20,0,4,27,1,4,0,0,0,0,0,0,0,0,0,0,,,,,0,,152,0,0,152,282
1,32,ZACATECAS,10,JEREZ,20,JEREZ,621,1,66,68,1,5,8,0,3,41,0,2,2,0,0,0,0,0,0,1,0,0,,,,,0,,197,0,5,202,343
1,32,ZACATECAS,10,JEREZ,20,JEREZ,622,1,95,66,1,9,17,3,8,56,0,1,5,0,2,1,0,2,0,2,0,0,,,,,4,,272,0,10,282,484
1,32,ZACATECAS,10,JEREZ,20,JEREZ,623,1,77,72,3,13,31,1,3,35,2,0,0,0,1,3,0,0,0,1,0,0,,,,,0,,242,0,7,249,424
1,32,ZACATECAS,10,JEREZ,20,JEREZ,624,1,119,101,5,11,26,3,5,44,6,2,2,6,2,2,0,0,1,0,0,1,,,,,3,,339,0,15,354,623
1,32,ZACATECAS,10,JEREZ,20,JEREZ,625,1,71,103,0,9,24,1,3,72,0,0,1,2,2,1,0,0,2,0,0,1,,,,,1,,293,1,13,307,492
1,32,ZACATECAS,10,JEREZ,20,JEREZ,626,1,110,99,2,23,22,1,6,86,6,3,1,3,2,0,0,0,2,1,0,0,,,,,1,,368,0,10,378,556
1,32,ZACATECAS,10,JEREZ,20,JEREZ,627,2,247,187,4,35,90,5,8,172,9,7,9,4,1,3,1,0,4,4,0,2,,,,,7,,799,0,12,811,1216
1,32,ZACATECAS,10,JEREZ,20,JEREZ,628,3,310,224,11,28,84,7,22,142,4,3,4,7,8,7,1,0,0,2,0,0,,,,,4,,868,0,32,900,1404
1,32,ZACATECAS,10,JEREZ,20,JEREZ,629,2,145,117,5,11,43,1,16,99,3,0,3,4,6,3,2,0,2,0,0,0,,,,,2,,462,0,13,475,789
1,32,ZACATECAS,10,JEREZ,20,JEREZ,630,1,109,150,12,6,32,1,3,51,1,0,3,2,1,3,0,0,2,1,0,0,,,,,2,,379,0,20,399,687
1,32,ZACATECAS,10,JEREZ,20,JEREZ,631,1,106,141,6,6,30,1,0,48,2,1,1,0,2,0,0,0,0,0,0,0,,,,,1,,345,0,19,364,629
1,32,ZACATECAS,10,JEREZ,20,JEREZ,632,1,125,99,5,10,37,1,4,67,0,1,6,9,0,2,1,0,0,0,0,0,,,,,1,,368,0,14,382,616
1,32,ZACATECAS,10,JEREZ,20,JEREZ,633,1,128,95,3,9,22,5,4,69,0,2,2,2,1,0,0,0,0,0,0,1,,,,,0,,343,0,6,349,575
1,32,ZACATECAS,10,JEREZ,20,JEREZ,634,1,85,82,1,4,26,2,3,40,1,3,1,1,0,0,0,0,0,0,0,0,,,,,2,,251,0,8,259,402
1,32,ZACATECAS,10,JEREZ,20,JEREZ,635,1,87,99,5,6,57,1,2,34,0,1,2,0,0,0,0,0,0,0,0,0,,,,,0,,294,0,9,303,540
1,32,ZACATECAS,10,JEREZ,20,JEREZ,636,1,59,91,0,8,27,0,5,39,2,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,235,0,8,243,369
1,32,ZACATECAS,10,JEREZ,20,JEREZ,637,1,108,97,3,10,35,1,5,43,3,1,3,2,3,1,0,0,0,1,0,0,,,,,1,,317,1,4,322,514
1,32,ZACATECAS,10,JEREZ,20,JEREZ,638,1,123,152,1,9,31,1,8,77,2,1,3,3,3,0,0,0,1,2,0,0,,,,,1,,418,0,9,427,736
1,32,ZACATECAS,10,JEREZ,20,JEREZ,639,1,111,88,3,4,27,2,3,60,0,1,3,4,1,1,0,0,0,1,0,0,,,,,2,,311,1,9,321,559
1,32,ZACATECAS,10,JEREZ,20,JEREZ,640,1,134,110,6,15,30,7,7,72,1,0,1,1,0,3,0,0,1,2,0,0,,,,,3,,393,0,9,402,697
1,32,ZACATECAS,10,JEREZ,20,JEREZ,641,1,116,112,2,8,34,1,6,65,0,0,1,1,2,0,0,0,1,1,0,0,,,,,1,,351,0,12,363,646
1,32,ZACATECAS,10,JEREZ,20,JEREZ,642,1,131,93,3,4,77,10,8,80,5,1,3,6,0,2,0,0,0,0,0,0,,,,,3,,426,0,10,436,678
1,32,ZACATECAS,10,JEREZ,20,JEREZ,643,2,186,171,5,17,77,14,28,129,7,8,2,6,3,0,0,0,1,1,2,2,,,,,13,,672,0,18,690,1092
1,32,ZACATECAS,10,JEREZ,20,JEREZ,644,1,132,92,11,8,27,2,6,78,1,8,0,0,1,0,0,0,0,0,0,0,,,,,1,,367,0,16,383,665
1,32,ZACATECAS,10,JEREZ,20,JEREZ,645,2,190,171,2,20,63,3,31,111,4,2,1,2,2,2,0,0,1,0,0,0,,,,,3,,608,0,23,631,1004
1,32,ZACATECAS,10,JEREZ,20,JEREZ,646,1,90,131,5,8,45,1,3,53,4,1,0,1,2,1,0,0,2,0,0,0,,,,,1,,348,0,10,358,651
1,32,ZACATECAS,10,JEREZ,20,JEREZ,647,2,164,132,4,16,53,4,11,112,3,6,5,1,3,2,0,0,3,0,0,0,,,,,4,,523,0,15,538,901
1,32,ZACATECAS,10,JEREZ,20,JEREZ,648,2,300,258,9,15,53,4,15,118,2,6,3,8,5,7,2,0,1,1,0,2,,,,,4,,813,0,23,836,1414
1,32,ZACATECAS,10,JEREZ,20,JEREZ,649,2,150,132,3,8,59,2,17,55,2,7,6,1,2,2,0,0,0,1,0,0,,,,,5,,452,0,13,465,889
1,32,ZACATECAS,10,JEREZ,20,JEREZ,650,1,97,87,0,14,31,5,18,57,2,1,3,1,0,0,0,0,0,0,0,1,,,,,3,,320,0,8,328,573
1,32,ZACATECAS,10,JEREZ,20,JEREZ,651,1,71,71,4,6,37,4,6,37,4,5,6,1,0,0,1,0,1,0,0,3,,,,,19,,276,0,17,293,535
1,32,ZACATECAS,10,JEREZ,20,JEREZ,652,1,101,140,1,3,44,4,6,38,1,1,0,3,1,1,0,0,1,0,0,0,,,,,17,,362,0,23,385,679
1,32,ZACATECAS,10,JEREZ,20,JEREZ,653,1,89,89,0,3,26,3,2,34,1,0,1,5,2,0,0,0,1,1,0,0,,,,,16,,273,0,9,282,536
1,32,ZACATECAS,10,JEREZ,20,JEREZ,654,1,71,82,8,5,30,1,11,38,0,2,10,2,0,0,0,0,0,0,0,0,,,,,4,,264,0,12,276,500
1,32,ZACATECAS,10,JEREZ,20,JEREZ,655,1,14,46,1,2,21,0,0,18,0,1,1,0,0,0,0,0,0,0,0,0,,,,,3,,107,0,13,120,232
1,32,ZACATECAS,10,JEREZ,20,JEREZ,656,1,64,71,6,3,31,1,4,25,0,0,2,1,3,1,0,0,0,0,0,0,,,,,0,,212,0,20,232,475
1,32,ZACATECAS,10,JEREZ,20,JEREZ,657,1,95,58,6,8,21,5,6,45,2,1,0,1,1,3,0,0,0,0,0,1,,,,,1,,254,0,17,271,516
1,32,ZACATECAS,10,JEREZ,20,JEREZ,658,1,11,21,3,2,4,0,3,11,2,0,0,0,0,0,0,0,0,0,0,0,,,,,2,,59,0,2,61,105
1,32,ZACATECAS,10,JEREZ,20,JEREZ,659,1,66,27,5,0,18,3,1,21,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,144,0,2,146,224
1,32,ZACATECAS,10,JEREZ,20,JEREZ,660,1,30,29,5,5,6,4,3,29,0,0,1,0,0,0,0,0,1,0,0,0,,,,,1,,114,0,9,123,234
1,32,ZACATECAS,10,JEREZ,20,JEREZ,662,1,23,41,3,1,20,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,,92,0,5,97,166
1,32,ZACATECAS,10,JEREZ,20,JEREZ,663,1,36,50,4,13,37,0,2,24,1,0,0,1,0,0,0,0,0,0,0,0,,,,,0,,168,0,12,180,300
1,32,ZACATECAS,10,JEREZ,20,JEREZ,664,1,12,20,1,4,48,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,90,0,3,93,154
1,32,ZACATECAS,10,JEREZ,20,JEREZ,665,1,13,45,3,2,8,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,78,0,4,82,135
1,32,ZACATECAS,10,JEREZ,20,JEREZ,666,1,22,36,2,7,26,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,,,,,2,,104,0,1,105,179
1,32,ZACATECAS,10,JEREZ,20,JEREZ,667,1,15,44,0,1,6,0,1,10,0,1,4,0,0,0,0,1,0,0,0,0,,,,,0,,83,0,1,84,122
1,32,ZACATECAS,10,JEREZ,20,JEREZ,669,2,18,53,1,2,3,0,3,31,1,0,5,1,0,0,0,0,2,1,0,0,,,,,1,,122,0,2,124,224
1,32,ZACATECAS,10,JEREZ,20,JEREZ,670,2,27,63,5,6,4,1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,131,0,4,135,277
1,32,ZACATECAS,10,JEREZ,20,JEREZ,671,1,62,62,1,4,14,4,1,25,0,1,1,0,3,0,0,0,1,1,0,0,,,,,0,,180,0,5,185,436
1,32,ZACATECAS,10,JEREZ,20,JEREZ,672,1,57,110,2,14,17,3,4,18,1,1,0,1,0,0,0,0,2,0,0,0,,,,,3,,233,0,12,245,494
1,32,ZACATECAS,10,JEREZ,20,JEREZ,673,1,15,49,1,1,7,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,81,0,2,83,159
1,32,ZACATECAS,10,JEREZ,20,JEREZ,674,1,17,18,2,0,18,1,0,12,2,2,0,1,0,0,0,0,1,0,0,0,,,,,4,,78,0,5,83,211
1,32,ZACATECAS,10,JEREZ,20,JEREZ,675,1,44,82,3,1,50,1,3,32,3,1,2,0,4,0,0,0,0,1,0,0,,,,,4,,231,0,14,245,579
1,32,ZACATECAS,10,JEREZ,20,JEREZ,676,1,31,46,1,2,22,0,1,4,0,0,1,2,0,0,0,0,1,0,0,0,,,,,0,,111,0,8,119,185
1,32,ZACATECAS,10,JEREZ,20,JEREZ,677,1,33,81,4,5,19,4,9,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,,178,0,9,187,301
1,32,ZACATECAS,10,JEREZ,20,JEREZ,678,1,48,20,0,3,7,1,3,5,1,0,0,0,2,0,1,0,0,0,0,0,,,,,0,,91,0,2,93,156
1,32,ZACATECAS,10,JEREZ,20,JEREZ,679,1,34,86,7,5,11,1,4,85,0,0,0,0,1,0,0,0,1,1,0,0,,,,,0,,236,0,12,248,418
1,32,ZACATECAS,10,JEREZ,20,JEREZ,680,1,49,70,1,6,12,2,1,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,,209,0,5,214,394
1,32,ZACATECAS,10,JEREZ,20,JEREZ,681,1,9,32,1,1,2,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,,,,,0,,54,0,1,55,120
1,32,ZACATECAS,10,JEREZ,20,JEREZ,682,1,64,68,6,17,43,5,3,60,6,2,1,0,0,0,0,0,0,1,0,0,,,,,3,,279,0,11,290,519
1,32,ZACATECAS,10,JEREZ,20,JEREZ,683,1,45,36,1,2,4,0,2,3,1,1,2,0,4,0,0,0,0,0,0,0,,,,,0,,101,0,2,103,152
1,32,ZACATECAS,10,JEREZ,20,JEREZ,684,1,30,22,5,7,22,1,1,4,5,0,1,2,0,0,0,0,0,0,0,0,,,,,0,,100,0,2,102,257
1,32,ZACATECAS,10,JEREZ,20,JEREZ,685,1,35,25,0,1,20,0,1,9,12,1,0,0,0,0,0,0,1,0,0,0,,,,,0,,105,0,7,112,241
1,32,ZACATECAS,10,JEREZ,20,JEREZ,686,1,44,32,1,15,38,0,2,30,2,1,0,0,0,0,0,0,0,0,0,0,,,,,0,,165,0,8,173,348
1,32,ZACATECAS,10,JEREZ,20,JEREZ,687,1,69,48,1,2,2,0,1,17,0,0,0,1,1,0,0,0,0,0,0,0,,,,,0,,142,0,4,146,191
1,32,ZACATECAS,10,JEREZ,20,JEREZ,688,1,89,28,5,6,8,3,1,15,0,0,2,0,1,0,0,0,0,0,0,0,,,,,0,,158,0,5,163,292
1,32,ZACATECAS,10,JEREZ,20,JEREZ,689,1,32,21,0,0,2,1,1,6,1,0,4,0,0,0,0,0,0,0,0,0,,,,,0,,68,0,1,69,117
1,32,ZACATECAS,10,JEREZ,20,JEREZ,690,1,77,45,2,1,14,3,1,10,1,1,0,0,6,0,0,0,0,0,0,0,,,,,1,,162,0,3,165,306
1,32,ZACATECAS,10,JEREZ,20,JEREZ,691,1,22,78,2,8,10,3,2,14,0,0,0,0,1,0,0,0,0,0,0,0,,,,,2,,142,0,4,146,372
1,32,ZACATECAS,10,JEREZ,20,JEREZ,692,1,17,56,1,3,21,1,3,11,0,8,0,1,0,1,0,0,0,0,0,0,,,,,3,,126,0,5,131,243
1,32,ZACATECAS,10,JEREZ,20,JEREZ,694,1,42,108,1,10,39,0,3,23,0,0,0,0,0,0,0,0,1,0,0,0,,,,,3,,230,0,11,241,466
1,32,ZACATECAS,10,JEREZ,20,JEREZ,695,1,59,15,2,0,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,90,0,3,93,169
1,32,ZACATECAS,10,JEREZ,20,JEREZ,696,1,5,20,1,1,6,0,0,13,2,0,0,0,0,1,0,0,0,0,0,0,,,,,1,,50,0,7,57,104
1,32,ZACATECAS,10,JEREZ,20,JEREZ,697,1,14,50,0,1,13,2,2,15,0,2,0,1,0,0,0,0,0,1,0,0,,,,,1,,102,0,6,108,178
1,32,ZACATECAS,10,JEREZ,20,JEREZ,698,1,49,134,2,5,4,0,2,10,0,0,0,0,1,1,0,0,0,0,0,0,,,,,0,,208,0,10,218,341
1,32,ZACATECAS,10,JEREZ,20,JEREZ,699,1,23,72,4,3,9,0,1,11,0,0,3,2,0,0,0,0,0,0,0,0,,,,,4,,132,0,4,136,243
1,32,ZACATECAS,10,JEREZ,20,JEREZ,701,1,42,46,0,3,10,0,3,5,0,0,0,1,1,0,0,0,0,0,0,0,,,,,2,,113,0,4,117,173
1,32,ZACATECAS,10,JEREZ,20,JEREZ,703,1,11,13,1,1,11,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,,45,0,4,49,109
1,32,ZACATECAS,10,JEREZ,20,JEREZ,704,1,6,68,2,4,22,1,2,12,1,0,0,0,0,0,0,0,0,1,0,0,,,,,0,,119,0,4,123,208
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,708,1,30,165,43,6,1,3,1,106,3,46,,,1,5,0,1,4,3,0,3,,,,,,,421,0,10,431,537
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,709,1,20,96,73,1,1,1,0,52,1,19,,,4,4,0,1,0,1,0,0,,,,,,,274,0,12,286,385
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,710,1,13,98,67,6,1,0,1,108,2,24,,,2,12,0,0,3,1,0,1,,,,,,,339,0,12,351,468
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,711,1,7,105,38,12,2,2,1,89,0,26,,,3,1,0,0,0,3,0,1,,,,,,,290,0,6,296,402
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,712,1,10,25,3,2,2,1,0,36,0,4,,,0,3,0,0,0,1,0,0,,,,,,,87,0,8,95,127
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,713,2,30,99,35,5,4,5,1,90,1,25,,,2,5,0,0,6,2,0,1,,,,,,,311,0,14,325,453
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,714,1,1,73,5,2,0,4,1,39,0,6,,,0,0,0,0,0,0,0,0,,,,,,,131,0,2,133,194
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,715,1,1,45,14,3,0,0,0,52,1,10,,,0,0,0,0,1,0,0,0,,,,,,,127,0,4,131,167
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,716,1,18,55,53,6,0,2,1,77,19,23,,,0,4,0,0,4,2,0,1,,,,,,,265,0,13,278,374
1,32,ZACATECAS,17,SOMBRERETE,21,JIMENEZ DEL TEUL,717,1,8,49,25,3,0,2,2,41,0,5,,,0,0,0,0,1,1,0,0,,,,,,,137,0,2,139,175
1,32,ZACATECAS,18,JUAN ALDAMA,22,JUAN ALDAMA,718,3,330,324,6,154,7,6,14,34,1,54,0,2,4,4,1,0,0,3,0,1,,,28,11,,,984,0,22,1006,1571
1,32,ZACATECAS,18,JUAN ALDAMA,22,JUAN ALDAMA,719,2,252,225,5,92,0,4,4,9,3,41,0,0,3,2,0,0,1,0,0,0,,,12,2,,,655,0,22,677,1071
