SECCION,TIPO,MUNICIPIO,PAN,PRI,PPS,PRD,PFCRN,PARM,PDM,PT,PVEM
114,N,Imuris,146,344,0,13,0,0,0,0,2
115,E,Imuris,50,177,0,3,0,0,0,0,3
115,N,Imuris,129,243,0,5,0,0,0,0,5
116,N,Imuris,169,472,0,13,0,0,0,0,2
117,N,Imuris,24,115,0,4,0,0,0,0,1
118,N,Imuris,10,38,0,1,0,0,0,0,2
119,N,Imuris,7,32,0,0,0,0,0,0,0
120,N,Imuris,16,24,0,1,0,0,0,0,1
121,N,Imuris,19,149,0,1,0,0,0,0,0
122,N,Imuris,110,176,0,2,0,0,0,0,3
123,N,Magdalena de Kino,99,389,11,0,0,0,0,11,0
124,N,Magdalena de Kino,86,370,10,0,0,0,0,8,0
125,N,Magdalena de Kino,136,607,7,0,0,0,0,22,0
126,N,Magdalena de Kino,213,874,5,0,0,0,0,21,0
127,N,Magdalena de Kino,108,624,5,0,0,0,0,28,0
128,N,Magdalena de Kino,170,747,4,0,0,0,0,12,0
129,N,Magdalena de Kino,132,753,23,0,0,0,0,12,0
130,N,Magdalena de Kino,136,640,6,0,0,0,0,12,0
131,N,Magdalena de Kino,124,1047,13,0,0,0,0,8,0
132,N,Magdalena de Kino,49,655,6,0,0,0,0,6,0
133,N,Magdalena de Kino,116,606,77,0,0,0,0,9,0
134,N,Magdalena de Kino,18,248,0,0,0,0,0,0,0
135,N,Magdalena de Kino,47,141,1,0,0,0,0,0,0
136,N,Magdalena de Kino,111,577,0,0,0,0,0,10,0
137,N,Magdalena de Kino,18,77,0,0,0,0,0,1,0
138,N,Moctezuma,343,497,0,0,0,0,0,0,0
139,N,Moctezuma,132,293,0,0,0,0,0,0,0
140,E,Moctezuma,23,81,0,0,0,0,0,0,0
140,N,Moctezuma,198,355,0,0,0,0,0,0,0
141,N,Moctezuma,23,90,0,0,0,0,0,0,0
142,N,Naco,0,373,0,0,0,0,0,0,0
143,N,Naco,0,340,0,0,0,0,0,0,0
144,N,Naco,0,404,0,0,0,0,0,0,0
145,E,Naco,0,207,0,0,0,0,0,0,0
145,N,Naco,0,273,0,0,0,0,0,0,0
146,N,Nacori Chico,226,331,0,0,0,0,0,0,0
147,N,Nacori Chico,64,168,0,0,0,0,0,0,0
148,N,Nacori Chico,21,41,0,0,0,0,0,0,0
149,N,Nacozari de Garcia,200,239,0,32,0,0,0,0,0
150,N,Nacozari de Garcia,221,314,0,21,0,0,0,0,0
151,N,Nacozari de Garcia,250,357,0,43,0,0,0,0,0
152,N,Nacozari de Garcia,244,466,0,14,0,0,0,0,0
153,N,Nacozari de Garcia,203,235,0,41,0,0,0,0,0
154,N,Nacozari de Garcia,93,135,0,26,0,0,0,0,0
155,N,Nacozari de Garcia,165,246,0,14,0,0,0,0,0
156,N,Nacozari de Garcia,174,302,0,54,0,0,0,0,0
157,N,Nacozari de Garcia,301,341,0,48,0,0,0,0,0
158,N,Nacozari de Garcia,286,177,0,19,0,0,0,0,0
159,N,Nogales,294,287,1,58,0,0,0,4,0
160,N,Nogales,110,115,0,20,0,0,0,0,0
161,N,Nogales,199,261,1,35,0,0,0,6,0
162,N,Nogales,420,383,1,66,0,1,0,4,0
163,N,Nogales,364,433,2,43,0,2,0,8,0
164,N,Nogales,244,232,1,26,0,0,0,5,0
165,N,Nogales,372,395,0,23,0,0,0,6,0
166,N,Nogales,207,189,1,30,0,1,0,6,0
167,N,Nogales,289,260,2,35,0,1,0,2,0
168,N,Nogales,216,187,1,19,0,2,0,0,0
169,N,Nogales,206,180,2,39,0,1,0,4,0
170,N,Nogales,297,256,1,38,0,2,0,9,0
171,N,Nogales,362,460,0,110,0,4,0,0,0
172,N,Nogales,195,298,3,51,0,0,0,2,0
173,N,Nogales,310,204,3,49,0,3,0,4,0
174,N,Nogales,302,262,0,57,0,1,0,7,0
175,N,Nogales,385,450,2,89,0,2,0,1,0
176,N,Nogales,214,203,1,35,0,1,0,6,0
177,N,Nogales,186,154,0,26,0,3,0,2,0
178,N,Nogales,334,398,1,42,0,2,0,6,0
179,N,Nogales,295,250,0,31,0,1,0,5,0
180,N,Nogales,143,146,1,12,0,1,0,2,0
181,N,Nogales,163,183,0,29,0,2,0,4,0
182,N,Nogales,285,313,0,63,0,2,0,2,0
183,N,Nogales,243,282,1,54,0,1,0,0,0
184,N,Nogales,268,314,0,53,0,1,0,4,0
185,N,Nogales,290,323,4,34,0,1,0,3,0
186,N,Nogales,127,136,0,20,0,2,0,3,0
187,N,Nogales,39,36,0,9,0,0,0,0,0
188,N,Nogales,453,504,6,47,0,3,0,17,0
189,N,Nogales,207,285,3,48,0,1,0,8,0
190,N,Nogales,193,201,1,42,0,5,0,3,0
191,N,Nogales,297,288,0,42,0,0,0,4,0
192,N,Nogales,394,418,1,49,0,4,0,2,0
193,N,Nogales,160,181,0,16,0,0,0,0,0
194,N,Nogales,285,205,3,29,0,0,0,9,0
195,N,Nogales,304,260,4,48,0,1,0,0,0
196,N,Nogales,358,345,4,57,0,5,0,5,0
197,N,Nogales,183,187,1,32,0,2,0,5,0
198,N,Nogales,283,268,5,24,0,3,0,2,0
199,N,Nogales,417,438,6,102,0,1,0,9,0
200,N,Nogales,304,313,1,85,0,4,0,3,0
201,N,Nogales,448,442,2,94,0,2,0,7,0
202,N,Nogales,326,339,1,41,0,0,0,2,0
203,N,Nogales,244,204,1,38,0,1,0,6,0
204,N,Nogales,240,313,0,44,0,1,0,7,0
205,N,Nogales,297,465,0,65,0,0,0,5,0
206,N,Nogales,251,305,1,25,0,2,0,5,0
207,N,Nogales,382,323,2,66,0,0,0,1,0
208,N,Nogales,344,328,0,49,0,2,0,2,0
209,N,Nogales,291,364,2,41,0,1,0,3,0
210,N,Nogales,454,500,6,79,0,6,0,12,0
211,N,Nogales,510,519,0,72,0,2,0,10,0
212,N,Nogales,234,391,0,52,0,2,0,6,0
213,N,Nogales,289,232,0,55,0,1,0,3,0
214,N,Nogales,303,277,7,46,0,3,0,1,0
215,N,Nogales,380,352,5,89,0,0,0,1,0
216,N,Nogales,395,328,2,86,0,0,0,8,0
217,N,Nogales,426,349,1,113,0,0,0,3,0
218,N,Nogales,274,357,0,78,0,2,0,3,0
219,N,Nogales,211,394,3,27,0,4,0,5,0
220,N,Nogales,355,381,0,33,0,3,0,9,0
221,N,Nogales,400,362,2,71,0,0,0,7,0
222,N,Nogales,283,339,2,26,0,4,0,5,0
223,N,Nogales,308,286,2,71,0,5,0,7,0
224,N,Nogales,502,382,3,91,0,1,0,3,0
225,N,Nogales,451,436,2,70,0,3,0,1,0
226,N,Nogales,321,194,2,47,0,0,0,5,0
227,N,Nogales,578,419,1,99,0,0,0,7,0
228,N,Nogales,68,156,1,6,0,0,0,3,0
229,N,Nogales,172,283,2,7,0,2,0,4,0
230,N,Nogales,22,49,0,3,0,0,0,1,0
231,N,Nogales,420,426,0,54,0,2,0,8,0
232,N,Oquitoa,0,217,0,0,0,0,0,0,0
233,E,Sahuaripa,1,24,0,0,0,0,0,0,0
233,N,Sahuaripa,62,346,0,0,0,0,0,0,0
234,N,Sahuaripa,91,365,0,0,0,0,0,0,0
235,N,Sahuaripa,101,600,0,0,0,0,0,0,0
236,N,Sahuaripa,6,96,0,0,0,0,0,0,0
237,N,Sahuaripa,4,72,0,0,0,0,0,0,0
238,N,Sahuaripa,32,59,0,0,0,0,0,0,0
239,N,Sahuaripa,7,93,0,0,0,0,0,0,0
240,N,Sahuaripa,22,166,0,0,0,0,0,0,0
241,N,Sahuaripa,2,73,0,0,0,0,0,0,0
242,N,Sahuaripa,7,42,0,0,0,0,0,0,0
243,N,Sahuaripa,24,65,0,0,0,0,0,0,0
244,N,Sahuaripa,13,34,0,0,0,0,0,0,0
245,N,Sahuaripa,3,81,0,0,0,0,0,0,0
246,N,Sahuaripa,22,126,0,0,0,0,0,0,0
247,N,San Felipe de Jesus,0,176,0,0,0,0,0,0,0
248,N,San Javier,92,134,0,0,0,0,0,0,0
249,N,San Pedro De La Cueva,0,598,0,0,0,0,0,0,0
250,N,San Pedro De La Cueva,0,54,0,0,0,0,0,0,0
251,N,San Pedro De La Cueva,0,181,0,0,0,0,0,0,0
252,N,Santa Ana,248,289,0,0,0,0,0,1,0
253,N,Santa Ana,235,372,0,0,0,0,0,3,0
254,N,Santa Ana,290,225,0,0,0,0,0,3,0
255,N,Santa Ana,343,379,0,0,0,0,0,9,0
256,N,Santa Ana,236,554,0,0,0,0,0,0,0
257,N,Santa Ana,194,213,0,0,0,0,0,5,0
258,N,Santa Ana,21,111,0,0,0,0,0,0,0
259,N,Santa Ana,65,222,0,0,0,0,0,1,0
260,N,Santa Ana,108,193,0,0,0,0,0,4,0
261,N,Santa Ana,115,290,0,0,0,0,0,39,0
262,N,Santa Ana,151,251,0,0,0,0,0,5,0
263,N,Santa Ana,363,346,0,0,0,0,0,0,0
264,N,Santa Cruz,146,490,0,0,0,0,0,0,0
265,N,Saric,0,375,0,0,0,0,0,0,0
266,N,Saric,0,335,0,0,0,0,0,0,0
267,N,Soyopa,80,83,0,0,0,0,0,0,0
268,N,Soyopa,64,127,0,0,0,0,0,0,0
269,N,Soyopa,45,81,0,0,0,0,0,0,0
270,N,Soyopa,132,88,0,0,0,0,0,0,0
271,N,Soyopa,34,30,0,0,0,0,0,0,0
272,N,Soyopa,47,181,0,0,0,0,0,0,0
273,N,Suaqui Grande,453,440,0,0,0,0,0,0,0
274,N,Tepache,0,209,0,0,0,0,0,0,0
275,N,Tepache,0,161,0,0,0,0,0,0,0
276,N,Tepache,0,36,0,0,0,0,0,0,0
278,N,Trincheras,0,401,0,0,0,0,0,140,0
279,N,Trincheras,0,117,0,0,0,0,0,25,0
280,N,Trincheras,0,45,0,0,0,0,0,26,0
281,N,Tubutama,43,148,0,0,0,0,0,0,0
282,N,Tubutama,13,26,0,0,0,0,0,0,0
283,N,Tubutama,17,63,0,0,0,0,0,0,0
284,N,Tubutama,15,100,0,0,0,0,0,0,0
285,N,Tubutama,48,265,0,0,0,0,0,0,0
286,N,Villa Hidalgo,193,127,0,0,0,0,0,0,0
287,N,Villa Hidalgo,93,309,0,0,0,0,0,0,0
288,N,Villa Hidalgo,12,145,0,0,0,0,0,0,0
289,N,Villa Pesqueira,0,407,0,0,0,0,0,0,0
290,N,Villa Pesqueira,0,186,0,0,0,0,0,0,0
291,N,Villa Pesqueira,0,242,0,0,0,0,0,0,0
292,N,Caborca,280,397,2,21,0,0,0,41,0
293,N,Caborca,241,493,0,16,0,0,0,33,0
294,N,Caborca,247,632,2,10,0,0,0,44,0
295,N,Caborca,180,455,2,16,0,0,0,29,0
296,N,Caborca,268,626,2,20,0,0,0,31,0
297,N,Caborca,243,472,3,6,0,0,0,26,0
298,N,Caborca,237,642,0,10,0,0,0,37,0
299,N,Caborca,194,609,3,4,0,0,0,23,0
300,N,Caborca,139,434,0,10,0,0,0,15,0
301,N,Caborca,124,446,0,8,0,0,0,26,0
302,N,Caborca,170,541,0,15,0,0,0,20,0
303,N,Caborca,138,540,0,5,0,0,0,20,0
304,N,Caborca,363,545,10,24,0,0,0,34,0
305,N,Caborca,297,727,1,9,0,0,0,36,0
306,N,Caborca,256,714,3,13,0,0,0,31,0
307,N,Caborca,94,260,0,3,0,0,0,16,0
308,N,Caborca,257,604,6,13,0,0,0,29,0
309,N,Caborca,187,533,3,9,0,0,0,25,0
310,N,Caborca,174,724,0,11,0,0,0,21,0
311,N,Caborca,154,418,0,2,0,0,0,8,0
312,N,Caborca,147,564,1,10,0,0,0,14,0
313,N,Caborca,125,362,2,5,0,0,0,17,0
314,N,Caborca,163,558,2,7,0,0,0,26,0
315,N,Caborca,119,377,0,4,0,0,0,15,0
316,N,Caborca,210,491,1,22,0,0,0,29,0
317,N,Caborca,134,453,0,6,0,0,0,23,0
318,E,Caborca,13,38,0,1,0,0,0,10,0
318,N,Caborca,13,22,0,1,0,0,0,10,0
319,E,Caborca,60,161,1,6,0,0,0,12,0
319,N,Caborca,238,386,5,43,0,0,0,50,0
320,E,Caborca,165,153,2,35,0,0,0,12,0
320,N,Caborca,140,147,2,44,0,0,0,27,0
321,N,Caborca,107,156,2,63,0,0,0,107,0
322,E,Caborca,53,196,1,13,0,0,0,33,0
322,N,Caborca,61,195,2,19,0,0,0,29,0
323,E,Caborca,42,104,0,10,0,0,0,18,0
323,N,Caborca,84,177,1,22,0,0,0,26,0
324,N,Caborca,103,264,1,13,0,0,0,44,0
325,E,Caborca,20,28,0,0,0,0,0,3,0
325,N,Caborca,40,167,0,10,0,0,0,14,0
326,N,Caborca,99,186,0,24,0,0,0,69,0
327,N,Caborca,49,140,3,28,0,0,0,19,0
328,E,Caborca,68,134,1,10,0,0,0,34,0
328,N,Caborca,103,156,1,6,0,0,0,47,0
329,N,Carbo,535,728,0,0,0,0,0,0,0
330,N,Carbo,244,341,0,0,0,0,0,0,0
331,N,La Colorada,155,121,0,30,0,0,0,0,0
332,N,La Colorada,90,126,0,40,0,0,0,0,0
333,N,La Colorada,7,126,0,9,0,0,0,0,0
334,N,La Colorada,6,181,0,76,0,0,0,0,0
335,N,La Colorada,97,115,0,26,0,0,0,0,0
336,N,Hermosillo,333,448,2,29,14,7,1,135,3
337,N,Hermosillo,317,434,2,24,11,1,10,119,7
338,N,Hermosillo,347,332,9,31,28,3,5,91,0
339,N,Hermosillo,278,291,3,28,8,4,2,71,1
340,N,Hermosillo,339,350,2,33,22,11,6,75,1
341,N,Hermosillo,442,610,1,68,10,11,0,170,4
342,N,Hermosillo,398,486,4,50,6,7,1,188,11
343,N,Hermosillo,366,426,1,29,17,3,5,192,5
344,N,Hermosillo,232,329,1,65,9,5,7,217,7
345,N,Hermosillo,455,450,0,40,9,3,4,142,2
346,N,Hermosillo,203,244,0,15,6,0,5,51,0
347,N,Hermosillo,400,330,3,12,8,8,4,102,5
348,N,Hermosillo,276,260,2,13,19,8,1,97,0
349,N,Hermosillo,188,237,1,13,29,1,4,73,1
350,N,Hermosillo,331,432,2,23,6,5,2,97,8
351,N,Hermosillo,299,487,0,31,10,5,3,115,1
352,N,Hermosillo,327,336,1,94,3,7,8,161,5
353,N,Hermosillo,171,246,3,23,9,3,2,92,1
354,N,Hermosillo,258,240,3,20,4,6,2,108,1
355,N,Hermosillo,310,300,2,33,9,2,19,109,5
356,N,Hermosillo,255,310,1,10,4,5,8,128,3
357,N,Hermosillo,365,318,4,32,11,2,8,79,1
358,N,Hermosillo,338,313,1,20,5,5,5,68,4
359,N,Hermosillo,338,553,1,82,12,4,18,251,11
360,N,Hermosillo,331,285,3,28,8,3,3,72,2
361,N,Hermosillo,227,227,4,27,4,3,2,72,5
362,N,Hermosillo,343,340,2,20,6,6,3,89,4
363,N,Hermosillo,207,188,0,13,2,1,6,63,2
364,N,Hermosillo,402,302,1,32,4,5,2,75,2
365,N,Hermosillo,462,407,4,32,13,5,12,126,6
366,N,Hermosillo,338,341,3,21,10,0,5,77,7
367,N,Hermosillo,343,311,0,51,2,7,8,123,6
368,N,Hermosillo,240,212,0,17,1,2,3,89,2
369,N,Hermosillo,281,237,0,24,8,2,13,95,4
370,N,Hermosillo,316,280,1,24,5,1,11,107,4
371,N,Hermosillo,266,201,0,4,6,6,4,65,2
372,N,Hermosillo,350,252,1,20,10,1,5,91,4
373,N,Hermosillo,339,270,3,24,6,5,6,120,2
374,N,Hermosillo,324,315,0,23,9,4,6,83,2
375,N,Hermosillo,258,206,3,29,20,9,5,95,2
376,N,Hermosillo,580,371,0,33,3,2,5,129,3
377,N,Hermosillo,424,337,0,22,8,5,11,212,4
378,N,Hermosillo,449,271,1,38,3,4,6,109,4
379,N,Hermosillo,343,272,3,27,5,2,9,52,1
380,N,Hermosillo,335,247,0,33,4,6,9,113,6
381,N,Hermosillo,394,271,2,23,13,4,8,154,4
382,N,Hermosillo,469,395,2,47,8,2,13,173,2
383,N,Hermosillo,165,157,3,18,1,5,2,124,2
384,N,Hermosillo,248,224,0,13,2,3,3,77,1
385,N,Hermosillo,325,299,4,38,5,9,12,139,3
386,N,Hermosillo,277,289,1,38,15,3,6,142,2
387,N,Hermosillo,365,324,0,51,11,3,13,114,4
388,N,Hermosillo,183,229,0,17,3,4,13,139,4
389,N,Hermosillo,366,218,2,18,1,2,8,187,3
390,N,Hermosillo,559,337,1,32,3,7,10,241,3
391,N,Hermosillo,124,229,2,15,4,6,2,20,6
392,N,Hermosillo,349,369,0,68,3,4,14,228,9
393,N,Hermosillo,266,289,1,53,2,1,9,185,7
394,N,Hermosillo,470,496,2,45,6,4,6,190,3
395,N,Hermosillo,393,238,0,28,3,4,6,73,7
396,N,Hermosillo,367,260,1,42,8,4,10,180,7
397,N,Hermosillo,332,322,5,36,5,6,10,142,0
398,N,Hermosillo,438,386,1,30,3,3,11,127,3
399,N,Hermosillo,241,264,0,36,0,3,7,148,1
400,N,Hermosillo,249,181,2,15,8,5,1,40,1
401,N,Hermosillo,452,364,5,29,5,2,5,81,5
402,N,Hermosillo,358,356,1,49,30,2,9,128,5
403,N,Hermosillo,139,196,0,33,0,0,6,83,3
404,N,Hermosillo,292,290,0,35,4,4,6,104,3
405,N,Hermosillo,342,259,3,17,3,0,13,81,4
406,N,Hermosillo,400,424,2,44,2,6,19,142,6
407,N,Hermosillo,382,254,2,39,6,3,8,105,5
408,N,Hermosillo,407,249,3,27,4,6,8,104,3
409,N,Hermosillo,422,333,2,34,1,5,9,197,5
410,N,Hermosillo,354,327,0,45,2,7,4,216,6
411,N,Hermosillo,433,313,2,27,2,7,16,163,9
412,N,Hermosillo,258,288,0,47,2,4,9,142,0
413,N,Hermosillo,297,406,0,34,0,4,7,207,13
414,N,Hermosillo,328,438,3,29,4,2,5,209,11
415,N,Hermosillo,231,288,2,25,12,0,2,173,9
416,N,Hermosillo,259,277,2,19,4,2,10,140,6
417,N,Hermosillo,118,240,1,23,0,0,5,147,1
418,N,Hermosillo,313,521,0,41,2,3,18,210,9
419,N,Hermosillo,300,475,2,69,6,5,9,246,20
420,N,Hermosillo,309,377,2,39,0,7,14,174,13
421,N,Hermosillo,463,363,0,39,7,8,5,133,4
422,N,Hermosillo,249,227,3,31,4,4,5,141,2
423,N,Hermosillo,406,342,2,27,6,4,10,129,3
424,N,Hermosillo,466,376,1,25,11,5,10,154,4
425,N,Hermosillo,303,320,0,35,16,9,5,112,2
426,N,Hermosillo,333,214,0,18,14,2,7,86,6
427,N,Hermosillo,407,390,4,23,16,5,10,81,1
428,N,Hermosillo,225,196,3,17,5,3,2,65,3
429,N,Hermosillo,155,187,0,16,5,2,1,43,1
430,N,Hermosillo,374,384,1,16,8,4,2,95,2
431,N,Hermosillo,447,386,1,34,14,4,7,118,2
432,N,Hermosillo,150,262,0,19,8,1,6,76,2
433,N,Hermosillo,355,417,4,42,8,9,6,196,11
434,N,Hermosillo,522,374,4,45,12,18,7,136,4
435,N,Hermosillo,308,262,0,25,7,3,7,106,5
436,N,Hermosillo,258,211,3,18,4,1,4,106,1
437,N,Hermosillo,312,234,0,41,6,1,14,78,3
438,N,Hermosillo,404,379,1,31,12,5,8,150,11
439,N,Hermosillo,218,567,0,36,0,2,15,258,3
440,N,Hermosillo,269,335,0,48,0,9,14,148,5
441,N,Hermosillo,292,303,2,25,2,1,8,137,3
442,N,Hermosillo,413,423,1,56,12,8,16,155,3
443,N,Hermosillo,391,371,2,52,14,13,19,124,5
444,N,Hermosillo,394,287,3,44,6,8,66,109,5
445,N,Hermosillo,275,243,0,23,4,7,8,76,4
446,N,Hermosillo,306,185,1,23,6,3,7,75,2
447,N,Hermosillo,412,489,2,50,2,8,21,190,13
448,N,Hermosillo,309,405,0,34,26,6,15,125,5
449,N,Hermosillo,405,348,3,52,8,8,19,161,5
450,N,Hermosillo,321,268,2,22,5,5,6,106,0
451,N,Hermosillo,334,339,1,34,8,14,2,147,9
452,N,Hermosillo,568,415,1,39,8,13,11,165,1
453,N,Hermosillo,325,197,4,26,6,2,10,64,2
454,N,Hermosillo,393,261,0,27,5,2,15,114,1
455,N,Hermosillo,234,160,1,20,6,3,6,68,3
456,N,Hermosillo,343,413,0,36,4,2,5,254,3
457,N,Hermosillo,178,240,0,39,3,0,6,88,5
458,N,Hermosillo,271,277,1,14,1,5,11,94,3
459,N,Hermosillo,327,282,1,45,4,11,4,159,5
460,N,Hermosillo,343,317,3,37,8,15,9,142,1
461,N,Hermosillo,293,324,0,32,9,1,8,160,2
462,N,Hermosillo,324,212,1,22,8,9,2,92,0
463,N,Hermosillo,556,419,2,25,16,7,18,119,8
464,N,Hermosillo,412,271,0,30,4,3,3,97,2
465,N,Hermosillo,440,390,1,37,14,2,15,141,4
466,N,Hermosillo,265,223,0,32,6,1,12,64,2
467,N,Hermosillo,285,268,1,35,2,2,13,95,4
468,N,Hermosillo,460,439,2,41,5,9,12,157,4
469,N,Hermosillo,119,174,0,26,1,3,4,73,5
470,N,Hermosillo,219,197,1,38,3,3,4,93,0
471,N,Hermosillo,485,390,5,65,6,8,20,158,8
472,N,Hermosillo,239,380,2,41,1,2,9,277,9
473,N,Hermosillo,250,322,6,26,3,3,15,193,4
