CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA_PT,NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,NVA_ALIANZA_PT,PVEM_PT,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,PAN_PRD,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,828,1,117,43,2,4,5,4,9,16,12,3,,0,,,,0,3,,0,,,,,,,,,,,0,218,4,222,417
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,829,1,114,65,3,4,7,8,7,16,9,1,,2,,,,2,0,,0,,,,,,,,,,,0,238,7,245,610
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,830,1,154,96,10,1,5,11,66,16,3,1,,0,,,,1,1,,0,,,,,,,,,,,0,365,7,372,704
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,831,1,144,56,4,5,5,5,7,22,4,2,,2,,,,0,0,,0,,,,,,,,,,,0,256,11,267,486
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,832,1,132,72,3,4,3,5,14,22,5,1,,0,,,,0,3,,0,,,,,,,,,,,3,264,12,279,599
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,833,1,161,85,5,12,7,8,18,34,6,4,,0,,,,0,0,,0,,,,,,,,,,,0,340,5,345,639
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,834,1,161,52,3,3,6,7,5,8,8,3,,0,,,,0,0,,0,,,,,,,,,,,0,256,18,274,587
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,835,1,172,61,1,8,3,9,4,23,10,0,,0,,,,0,0,,0,,,,,,,,,,,0,291,6,297,490
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,836,1,128,50,4,4,4,9,12,21,1,2,,0,,,,0,1,,0,,,,,,,,,,,0,236,9,245,629
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,837,1,155,67,5,3,1,5,10,15,2,0,,3,,,,4,1,,0,,,,,,,,,,,0,271,14,285,620
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,838,1,116,75,8,3,4,9,6,11,12,4,,1,,,,0,0,,0,,,,,,,,,,,0,249,9,258,668
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,839,1,123,64,4,4,7,4,4,20,5,3,,0,,,,0,0,,0,,,,,,,,,,,0,238,10,248,570
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,840,1,120,113,10,4,0,0,7,11,5,6,,0,,,,0,0,,0,,,,,,,,,,,0,276,9,285,701
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,841,1,84,56,3,5,2,6,2,7,3,1,,1,,,,0,1,,0,,,,,,,,,,,0,171,9,180,396
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,842,1,161,74,8,12,3,4,8,8,7,2,,0,,,,0,0,,0,,,,,,,,,,,0,287,22,309,658
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,843,1,133,75,5,5,3,5,6,12,5,3,,1,,,,0,0,,0,,,,,,,,,,,1,253,9,263,649
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,844,1,118,100,10,9,8,17,3,5,2,3,,2,,,,0,9,,0,,,,,,,,,,,0,286,9,295,593
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,845,1,125,64,9,13,4,8,8,9,17,0,,3,,,,0,0,,0,,,,,,,,,,,1,260,6,267,567
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,846,2,182,97,9,11,7,8,11,21,6,6,,2,,,,0,0,,0,,,,,,,,,,,0,360,12,372,943
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,847,1,135,90,9,11,1,6,7,10,1,2,,3,,,,0,4,,0,,,,,,,,,,,0,279,7,286,581
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,848,1,90,35,12,2,3,4,2,9,3,1,,0,,,,0,0,,0,,,,,,,,,,,0,161,9,170,404
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,849,1,112,114,4,3,3,6,12,9,1,1,,4,,,,0,0,,0,,,,,,,,,,,0,269,15,284,594
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,850,1,71,77,9,3,3,6,13,4,2,0,,4,,,,0,0,,0,,,,,,,,,,,0,192,8,200,520
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,851,1,131,73,7,12,4,7,8,12,8,3,,1,,,,0,0,,0,,,,,,,,,,,0,266,9,275,665
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,852,1,136,134,6,2,6,14,10,4,4,7,,0,,,,0,0,,0,,,,,,,,,,,0,323,14,337,602
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,853,1,96,88,4,4,7,4,4,8,2,3,,6,,,,1,3,,0,,,,,,,,,,,1,230,10,241,474
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,854,2,165,69,7,7,6,7,14,27,16,2,,1,,,,0,0,,0,,,,,,,,,,,0,321,13,334,775
2,22,QUERETARO,2,QUERETARO,14,QUERETARO,855,1,179,63,7,10,6,15,8,14,10,1,,1,,,,0,1,,0,,,,,,,,,,,0,315,6,321,700
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,266,5,573,504,18,8,12,29,21,29,15,8,,4,,,,4,9,,0,,,,,,,,,,,3,1234,33,1270,3350
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,267,4,723,336,13,6,10,11,9,36,18,6,,5,,,,3,6,,0,,,,,,,,,,,1,1182,49,1232,2444
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,268,4,989,270,8,12,4,12,13,46,14,13,,1,,,,0,2,,0,,,,,,,,,,,0,1384,59,1443,2298
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,269,3,1019,234,10,9,7,10,9,35,13,6,,1,,,,0,0,,0,,,,,,,,,,,1,1353,45,1399,2162
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,270,12,1319,1107,63,50,35,99,62,112,41,44,,11,,,,3,22,,0,,,,,,,,,,,4,2968,91,3063,8419
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,272,4,570,414,36,19,18,50,34,59,23,19,,6,,,,0,8,,4,,,,,,,,,,,1,1260,46,1307,2946
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,274,3,426,297,24,14,12,21,16,38,15,6,,3,,,,0,7,,0,,,,,,,,,,,0,879,32,911,1915
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,279,2,287,163,11,9,18,14,11,34,7,8,,2,,,,0,0,,0,,,,,,,,,,,0,564,13,577,960
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,280,2,397,234,9,7,5,20,19,33,10,13,,2,,,,0,8,,1,,,,,,,,,,,0,758,20,778,1377
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,281,3,595,315,16,15,13,18,24,50,25,9,,2,,,,3,1,,0,,,,,,,,,,,1,1086,36,1123,1977
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,282,9,1712,787,44,62,42,59,79,138,70,29,,8,,,,1,6,,0,,,,,,,,,,,2,3037,82,3121,6323
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,283,2,337,201,8,7,9,8,16,35,8,2,,3,,,,0,7,,0,,,,,,,,,,,1,641,25,667,1114
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,284,2,320,167,13,12,15,6,6,40,8,4,,5,,,,1,1,,0,,,,,,,,,,,0,598,16,614,975
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,289,2,240,146,7,13,10,10,5,27,11,5,,2,,,,1,0,,0,,,,,,,,,,,0,477,20,497,976
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,290,2,250,197,6,12,12,5,15,39,10,8,,3,,,,0,2,,0,,,,,,,,,,,0,559,20,579,995
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,291,3,512,285,12,9,28,20,21,62,28,21,,6,,,,1,0,,0,,,,,,,,,,,1,1005,38,1044,1745
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,292,2,367,213,14,14,14,12,10,28,11,3,,3,,,,0,8,,1,,,,,,,,,,,0,698,16,714,1231
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,294,2,265,113,7,13,13,12,11,19,17,7,,1,,,,1,1,,0,,,,,,,,,,,0,480,21,501,983
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,297,2,406,294,10,6,10,27,16,43,10,9,,2,,,,0,3,,1,,,,,,,,,,,0,837,21,858,1461
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,298,2,329,180,17,10,12,20,9,29,11,7,,2,,,,0,4,,0,,,,,,,,,,,0,630,24,654,1100
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,299,2,367,164,8,16,9,22,15,24,15,8,,2,,,,0,1,,0,,,,,,,,,,,0,651,32,683,1185
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,300,5,810,391,17,21,28,51,36,45,30,12,,5,,,,3,9,,0,,,,,,,,,,,1,1458,28,1487,3451
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,301,2,392,183,19,8,10,14,9,33,10,3,,1,,,,1,3,,0,,,,,,,,,,,1,686,17,704,1205
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,302,2,467,274,11,14,17,20,17,31,14,16,,5,,,,0,8,,0,,,,,,,,,,,0,894,33,927,1493
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,307,2,322,110,10,7,9,11,8,32,9,6,,0,,,,0,0,,0,,,,,,,,,,,0,524,15,539,1007
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,308,7,1220,582,41,40,26,55,52,133,40,36,,4,,,,0,3,,0,,,,,,,,,,,0,2232,48,2280,4503
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,309,2,317,154,11,14,8,13,6,31,19,6,,2,,,,0,2,,0,,,,,,,,,,,0,583,13,596,1093
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,310,2,344,190,7,4,8,8,15,31,10,9,,1,,,,0,4,,0,,,,,,,,,,,1,631,24,656,1177
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,311,2,212,136,4,6,8,12,9,16,17,6,,2,,,,0,1,,0,,,,,,,,,,,0,429,19,448,936
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,312,2,319,184,9,8,5,17,13,25,8,6,,0,,,,0,1,,0,,,,,,,,,,,0,595,20,615,1184
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,314,2,346,173,10,10,12,17,14,26,11,5,,0,,,,0,2,,0,,,,,,,,,,,0,626,27,653,1138
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,516,3,127,470,5,2,21,27,3,5,8,10,,9,,,,1,17,,1,,,,,,,,,,,0,706,33,739,1748
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,518,4,503,485,38,15,32,58,18,25,8,17,,4,,,,0,14,,1,,,,,,,,,,,0,1218,50,1268,2873
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,519,4,96,704,15,5,14,40,1,15,1,15,,9,,,,1,24,,0,,,,,,,,,,,0,940,50,990,2330
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,523,2,276,227,22,11,23,47,8,3,13,11,,3,,,,0,2,,0,,,,,,,,,,,0,646,60,706,1317
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,524,3,524,362,16,13,12,23,10,9,11,8,,3,,,,0,11,,0,,,,,,,,,,,0,1002,42,1044,1921
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,525,3,358,358,21,5,20,36,6,29,17,3,,1,,,,0,9,,0,,,,,,,,,,,1,863,44,908,1800
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,526,3,391,299,24,14,15,35,10,23,13,22,,2,,,,0,3,,0,,,,,,,,,,,0,851,53,904,1769
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,528,2,571,167,26,2,5,14,8,19,10,9,,0,,,,0,4,,0,,,,,,,,,,,0,835,35,870,1416
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,529,8,762,917,73,23,45,68,44,88,57,48,,5,,,,3,12,,1,,,,,,,,,,,2,2146,58,2206,5397
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,531,3,446,321,17,9,8,18,18,32,16,8,,0,,,,0,5,,1,,,,,,,,,,,0,899,35,934,2026
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,532,3,387,283,18,6,15,26,9,29,19,11,,2,,,,1,4,,0,,,,,,,,,,,0,810,42,852,1828
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,533,3,366,264,14,9,16,25,10,32,8,5,,0,,,,0,7,,0,,,,,,,,,,,1,756,25,782,1602
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,534,3,368,312,18,3,20,21,13,25,14,11,,0,,,,1,0,,0,,,,,,,,,,,0,806,37,843,1751
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,535,2,257,174,8,3,5,7,4,26,3,4,,0,,,,1,4,,3,,,,,,,,,,,0,499,18,517,977
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,536,4,399,435,19,13,23,19,16,34,18,13,,5,,,,0,12,,0,,,,,,,,,,,0,1006,53,1059,2396
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,537,3,318,318,19,14,20,24,8,31,20,7,,0,,,,2,3,,0,,,,,,,,,,,0,784,37,821,2029
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,538,6,1028,341,18,17,18,39,23,40,20,11,,0,,,,0,10,,1,,,,,,,,,,,3,1566,51,1620,1595
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,539,5,451,622,19,14,46,37,15,14,9,13,,13,,,,8,21,,0,,,,,,,,,,,0,1282,81,1363,3563
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,541,21,4833,1286,65,103,35,70,117,256,91,32,,8,,,,1,4,,0,,,,,,,,,,,15,6901,260,7176,12055
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,542,3,299,327,13,10,15,27,5,37,13,6,,3,,,,6,0,,3,,,,,,,,,,,0,764,25,789,1669
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,549,5,527,836,27,19,33,58,17,65,16,14,,5,,,,11,11,,0,,,,,,,,,,,3,1639,43,1685,3673
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,696,2,135,226,7,3,5,10,4,15,3,4,,1,,,,1,7,,0,,,,,,,,,,,0,421,21,442,880
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,856,2,277,132,10,11,14,12,21,32,13,11,,1,,,,0,3,,0,,,,,,,,,,,0,537,13,550,1229
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,857,3,331,146,17,14,10,11,21,42,21,17,,1,,,,0,3,,0,,,,,,,,,,,2,634,11,647,1526
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,858,2,171,91,8,6,6,8,22,26,10,2,,0,,,,0,0,,0,,,,,,,,,,,1,350,6,357,840
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,859,2,270,113,11,10,5,6,18,25,15,7,,0,,,,1,0,,0,,,,,,,,,,,0,481,8,489,1401
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,860,2,317,128,8,6,5,17,16,39,12,5,,1,,,,0,3,,0,,,,,,,,,,,0,557,15,572,1490
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,861,2,232,90,6,5,10,15,11,25,5,1,,1,,,,0,4,,0,,,,,,,,,,,1,405,12,418,862
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,862,3,424,261,12,14,8,24,12,34,14,14,,1,,,,0,5,,0,,,,,,,,,,,0,823,18,841,1956
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,863,2,198,123,10,12,8,6,11,24,2,2,,4,,,,1,1,,1,,,,,,,,,,,0,403,19,422,996
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,864,3,450,300,21,15,7,23,13,46,20,11,,4,,,,1,8,,0,,,,,,,,,,,0,919,31,950,1861
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,865,2,306,159,8,12,12,12,10,27,17,7,,3,,,,3,8,,0,,,,,,,,,,,0,584,25,609,1414
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,866,3,427,231,26,14,10,18,18,59,15,11,,3,,,,2,2,,1,,,,,,,,,,,2,837,30,869,1963
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,275,3,369,251,12,46,14,16,11,32,11,9,,2,,,,1,0,,0,,,,,,,,,,,1,774,41,816,1868
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,276,17,2391,1799,90,66,77,104,71,167,54,48,,28,,,,17,26,,2,,,,,,,,,,,4,4940,180,5124,12206
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,277,8,1365,779,56,63,43,47,71,164,65,53,,8,,,,2,1,,2,,,,,,,,,,,7,2719,103,2829,5778
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,278,17,2687,1553,99,116,79,95,93,278,106,77,,28,,,,4,20,,0,,,,,,,,,,,8,5235,181,5424,12021
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,285,3,280,250,17,9,9,21,7,45,11,9,,1,,,,2,8,,0,,,,,,,,,,,1,669,19,689,1625
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,286,4,431,451,23,25,21,24,17,49,14,10,,8,,,,2,11,,0,,,,,,,,,,,1,1086,51,1138,2687
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,287,3,331,191,17,14,10,17,15,36,16,5,,0,,,,0,1,,0,,,,,,,,,,,1,653,20,674,1523
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,288,4,699,401,24,32,14,36,22,61,34,6,,3,,,,0,6,,1,,,,,,,,,,,4,1339,48,1391,2837
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,295,5,429,557,30,21,26,52,26,45,18,16,,10,,,,2,13,,1,,,,,,,,,,,4,1246,45,1295,3121
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,296,2,330,217,16,6,12,16,14,22,12,3,,0,,,,0,1,,0,,,,,,,,,,,0,649,30,679,1358
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,303,7,1127,603,46,74,39,40,53,136,45,27,,6,,,,1,6,,0,,,,,,,,,,,2,2203,96,2301,4850
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,304,4,448,406,20,13,27,33,26,46,24,13,,6,,,,0,12,,0,,,,,,,,,,,1,1074,43,1118,2477
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,305,6,980,534,53,43,39,39,38,140,39,24,,4,,,,1,2,,0,,,,,,,,,,,2,1936,59,1997,4034
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,306,2,303,144,13,9,5,7,7,26,9,13,,1,,,,0,2,,0,,,,,,,,,,,0,539,25,564,1028
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,313,4,994,271,28,13,16,8,27,74,24,15,,1,,,,0,0,,0,,,,,,,,,,,2,1471,53,1526,2413
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,318,7,1169,691,57,45,32,45,60,130,51,23,,105,,,,92,105,,16,,,,,,,,,,,3,2621,76,2700,4664
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,319,6,1130,628,67,51,33,47,55,161,46,47,,3,,,,0,5,,0,,,,,,,,,,,1,2273,89,2363,4402
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,320,4,600,333,33,37,18,20,28,51,23,19,,3,,,,0,4,,0,,,,,,,,,,,2,1169,51,1222,2394
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,324,2,245,138,15,13,4,22,9,24,10,8,,2,,,,0,5,,0,,,,,,,,,,,1,495,23,519,917
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,325,2,307,148,14,4,9,7,7,26,6,4,,0,,,,0,2,,1,,,,,,,,,,,0,535,25,560,926
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,326,3,440,218,21,16,8,26,17,57,14,7,,1,,,,2,4,,0,,,,,,,,,,,0,831,29,860,2072
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,327,4,781,314,32,27,32,30,34,99,32,34,,6,,,,1,0,,0,,,,,,,,,,,1,1422,42,1465,2980
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,328,4,695,440,43,27,28,21,37,94,30,12,,2,,,,0,6,,1,,,,,,,,,,,2,1436,52,1490,2956
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,332,3,326,302,15,8,8,21,11,39,12,5,,3,,,,2,6,,0,,,,,,,,,,,2,758,26,786,1625
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,334,3,628,155,10,4,9,11,12,31,14,12,,0,,,,0,0,,0,,,,,,,,,,,6,886,37,929,1558
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,335,2,236,214,10,5,9,15,10,30,7,12,,2,,,,1,4,,0,,,,,,,,,,,2,555,27,584,1191
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,336,3,437,273,17,10,16,28,23,29,15,7,,0,,,,0,6,,0,,,,,,,,,,,0,861,42,903,1874
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,337,2,405,165,5,10,4,11,10,46,9,11,,1,,,,0,3,,0,,,,,,,,,,,3,680,24,707,1376
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,339,2,299,98,13,10,5,12,9,28,11,3,,2,,,,0,2,,0,,,,,,,,,,,3,492,17,512,921
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,352,2,384,216,10,11,3,8,5,13,9,3,,3,,,,0,2,,0,,,,,,,,,,,1,667,25,693,1308
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,353,7,2025,620,60,35,21,23,45,142,71,25,,7,,,,1,0,,0,,,,,,,,,,,3,3075,107,3185,5097
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,550,5,1075,413,22,35,16,20,32,60,29,9,,0,,,,1,2,,0,,,,,,,,,,,3,1714,63,1780,3094
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,697,2,219,163,16,25,8,15,18,22,11,6,,2,,,,2,4,,0,,,,,,,,,,,0,511,25,536,1075
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,698,2,287,143,6,35,17,16,24,31,3,0,,0,,,,1,0,,0,,,,,,,,,,,0,563,18,581,1108
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,699,2,228,166,23,17,8,10,21,27,13,5,,1,,,,0,1,,0,,,,,,,,,,,0,520,21,541,1223
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,700,2,283,143,74,13,11,8,19,45,21,6,,1,,,,0,1,,0,,,,,,,,,,,2,625,11,638,1062
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,701,2,233,183,19,23,6,18,12,26,10,10,,2,,,,0,2,,0,,,,,,,,,,,0,544,35,579,1144
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,702,2,251,109,10,8,6,7,13,31,7,11,,0,,,,0,2,,0,,,,,,,,,,,3,455,14,472,883
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,703,2,272,142,11,20,11,10,17,38,17,2,,0,,,,0,0,,0,,,,,,,,,,,0,540,17,557,1066
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,704,2,310,116,9,9,12,13,13,28,11,12,,2,,,,0,0,,0,,,,,,,,,,,2,535,25,562,1001
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,705,2,260,182,5,10,10,10,12,24,13,14,,1,,,,0,3,,0,,,,,,,,,,,0,544,20,564,1120
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,706,2,218,208,4,15,10,11,19,23,11,2,,114,,,,0,0,,0,,,,,,,,,,,0,635,16,651,1041
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,707,2,169,184,6,11,9,8,4,31,7,4,,1,,,,0,1,,0,,,,,,,,,,,0,435,22,457,1018
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,708,2,166,147,12,13,15,10,13,17,8,2,,4,,,,1,4,,0,,,,,,,,,,,0,412,26,438,943
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,709,2,210,142,10,5,7,7,10,22,2,4,,1,,,,0,1,,0,,,,,,,,,,,1,421,13,435,962
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,710,2,209,147,16,6,14,16,8,14,8,10,,4,,,,0,4,,0,,,,,,,,,,,0,456,27,483,1116
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,711,2,268,137,9,10,9,8,8,38,9,7,,2,,,,1,1,,0,,,,,,,,,,,1,507,18,526,1080
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,712,2,300,145,10,15,11,13,11,28,13,9,,4,,,,0,2,,0,,,,,,,,,,,0,561,16,577,1113
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,713,1,205,63,9,9,2,2,6,20,14,6,,0,,,,0,0,,0,,,,,,,,,,,0,336,13,349,737
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,714,2,295,135,11,14,9,16,16,36,17,1,,4,,,,0,1,,0,,,,,,,,,,,1,555,25,581,1063
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,715,2,383,166,9,14,9,13,25,55,20,14,,1,,,,0,0,,0,,,,,,,,,,,0,709,28,737,1458
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,716,2,313,142,17,7,5,1,23,34,14,13,,0,,,,0,0,,0,,,,,,,,,,,0,569,17,586,1111
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,717,2,258,147,15,13,4,17,16,38,16,11,,2,,,,0,3,,0,,,,,,,,,,,0,540,17,557,1025
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,718,2,243,218,22,12,21,15,15,45,15,3,,1,,,,1,3,,0,,,,,,,,,,,1,614,22,637,1345
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,719,2,302,134,21,21,8,11,25,56,19,5,,0,,,,0,3,,0,,,,,,,,,,,2,605,22,629,1170
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,720,1,180,68,11,9,8,5,9,41,8,3,,0,,,,0,0,,0,,,,,,,,,,,0,342,11,353,662
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,721,1,121,73,9,7,5,8,11,33,6,7,,0,,,,0,0,,0,,,,,,,,,,,0,280,10,290,587
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,722,2,312,126,16,17,12,11,16,54,21,11,,0,,,,1,0,,0,,,,,,,,,,,0,597,33,630,1255
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,723,2,314,172,16,11,15,12,25,57,16,10,,1,,,,0,0,,0,,,,,,,,,,,1,649,19,669,1360
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,724,2,186,140,6,9,7,8,19,32,14,12,,2,,,,3,10,,0,,,,,,,,,,,0,448,4,452,879
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,725,3,338,188,15,19,13,15,26,46,23,20,,0,,,,1,1,,0,,,,,,,,,,,2,705,31,738,1633
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,726,2,117,180,8,9,8,14,5,13,12,14,,3,,,,1,0,,0,,,,,,,,,,,0,384,26,410,911
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,727,3,544,237,29,19,15,19,24,45,33,10,,2,,,,2,1,,0,,,,,,,,,,,0,980,23,1003,2145
