CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PBC,NVA_ALIANZA,PES,MC,MORENA,PPC,MUNICIPALISTA,PH,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,232,2,51,63,7,2,6,25,4,9,28,20,5,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,224,11,235,757,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,233,1,67,25,10,2,5,11,3,8,38,18,1,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,194,6,200,655,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,234,1,56,26,3, ,2,18,2,2,33,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,160,4,164,563,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,235,1,55,64,4,2,7,32,2,7,42,16,2,2,6,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,242,9,251,724,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,236,1,51,34,6,2,2,2,5,4,62,8,0,1,5,2,0,0,1,0,1,0,0,0,0,0,,,,,,,,0,186,6,192,553,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,237,1,47,64,9,3,1,19,1,1,33,19,6,0,3,1,1,0,1,0,0,1,0,0,0,0,,,,,,,,0,210,11,221,750,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,238,1,55,22,3,4,1,6,2,7,21,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,135,9,144,516,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,239,1,32,35,1,0,6,5,1,6,14,4,3,3,3,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,115,1,116,350,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,249,1,47,41,2,1,1,9,2,4,30,9,1,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,152,8,160,455,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,250,1,42,26,4,1,5,6,5,2,34,5,0,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,136,2,138,439,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,251,1,50,35,1,0,2,14,3,1,25,14,0,6,7,1,0,1,0,0,0,0,0,0,1,0,,,,,,,,0,160,4,164,480,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,252,2,58,68,7,5,6,22,7,5,43,22,3,2,8,2,0,0,1,0,1,2,0,0,0,0,,,,,,,,0,262,17,279,906,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,253,2,64,47,9,1,2,30,5,1,54,19,2,1,3,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,0,240,7,247,773,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,254,2,78,71,3,3,3,30,6,11,61,13,1,0,5,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,286,18,304,912,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,255,2,82,59,11,1,4,25,0,7,61,28,2,0,4,1,0,0,0,0,0,2,1,0,0,0,,,,,,,,9,288,19,316,923,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,256,1,60,34,10,1,6,22,0,3,23,24,1,1,4,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,192,15,207,604,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,257,1,80,63,5,0,7,16,3,10,35,20,1,4,4,1,0,0,1,0,0,1,1,0,0,0,,,,,,,,0,252,6,258,713,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,258,1,80,52,5,3,5,14,5,6,23,23,2,3,4,1,0,0,0,0,0,2,0,0,0,0,,,,,,,,0,228,17,245,750,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,259,1,52,32,0,0,1,14,5,7,40,16,2,0,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,172,8,180,506,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,260,1,44,54,2,4,2,11,5,3,9,11,3,1,8,1,1,0,0,0,2,1,1,0,0,0,,,,,,,,0,163,4,167,583,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,261,1,58,60,2,1,2,3,2,13,33,18,1,0,8,1,0,0,1,0,0,1,2,0,0,0,,,,,,,,0,206,4,210,632,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,262,1,48,25,3,0,4,22,3,4,36,8,1,1,11,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,167,9,176,578,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,277,1,83,30,2,2,1,15,8,8,35,23,6,1,3,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,218,5,223,703,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,278,1,60,45,4,4,3,9,2,4,4,5,6,3,1,0,1,0,0,0,1,1,0,0,0,0,,,,,,,,0,153,5,158,564,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,279,2,91,45,14,1,4,31,6,17,49,22,3,3,7,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,296,15,311,1027,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,280,1,86,35,4,0,6,19,2,3,36,28,3,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,230,6,236,713,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,281,2,89,45,9,2,2,25,5,3,19,54,16,4,3,1,0,0,1,0,2,0,0,0,0,0,,,,,,,,0,280,16,296,942,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,282,2,81,44,10,2,3,19,5,11,31,28,1,1,4,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,0,242,3,245,795,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,283,2,64,43,5,1,8,25,6,9,44,26,2,3,16,1,0,0,0,0,0,1,2,0,0,0,,,,,,,,0,256,9,265,820,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,284,2,79,42,4,1,4,34,5,6,34,12,2,2,71,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,0,300,9,309,811,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,285,2,72,64,7,3,8,14,8,10,49,26,5,1,10,1,1,0,0,0,1,3,1,0,0,0,,,,,,,,0,284,16,300,1013,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,286,2,109,35,1,0,5,26,7,9,49,25,6,1,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,278,12,290,796,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,287,2,81,58,4,0,4,33,7,10,38,23,7,5,5,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,2,277,19,298,904,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,288,1,69,25,3,0,3,25,8,5,51,32,9,0,6,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,0,238,7,245,666,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,289,1,92,47,3,3,4,15,8,14,15,16,4,3,5,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,0,231,11,242,725,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,299,2,99,51,5,4,5,23,4,13,52,33,14,1,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,309,22,331,923,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,300,2,72,54,6,0,4,24,10,8,30,34,42,2,12,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,300,12,312,798,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,301,2,98,62,1,1,4,21,14,26,70,37,14,4,9,1,0,0,0,1,0,0,3,0,0,1,,,,,,,,0,367,18,385,970,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,302,1,103,37,3,2,4,26,4,9,45,29,8,2,6,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,0,281,6,287,723,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,303,2,157,64,2,4,6,39,9,14,37,34,5,4,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,380,14,394,865,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,304,1,26,8,0,1,1,1,1,0,7,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,55,0,55,575,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,305,3,195,112,9,5,4,123,12,26,106,64,15,9,16,0,0,0,0,0,1,3,0,1,0,0,,,,,,,,2,701,12,715,1876,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,306,2,120,51,8,1,8,65,8,15,52,32,8,3,15,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,387,31,418,1149,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,307,2,72,60,12,1,8,32,4,16,41,40,4,4,6,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,302,27,329,1003,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,308,2,76,53,11,5,9,59,4,12,42,31,2,5,13,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,323,11,334,956,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,309,2,156,76,6,1,6,35,5,17,59,36,6,5,21,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,3,431,6,440,923,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,310,2,150,70,4,1,2,27,8,15,69,27,6,1,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,386,12,398,890,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,311,1,86,44,6,1,3,24,5,14,44,16,12,5,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,269,9,278,620,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,312,1,26,21,5,1,3,15,2,2,20,14,0,2,10,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,0,123,4,127,736,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,313,2,147,82,4,1,1,37,11,18,57,55,12,6,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,441,13,454,1082,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,325,2,98,37,5,0,5,35,4,11,43,31,6,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,278,15,293,796,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,326,2,148,82,7,2,8,58,5,32,62,59,9,10,29,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,512,10,522,1388,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,327,2,114,62,14,5,5,42,6,24,77,56,5,5,18,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,435,25,460,1331,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,328,2,122,61,7,3,8,26,6,15,53,51,5,3,8,0,0,0,0,0,1,2,0,0,0,0,,,,,,,,0,371,14,385,1356,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,329,2,108,74,9,1,7,28,2,9,73,39,2,4,11,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,0,371,13,384,1152,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,330,2,137,86,4,0,5,43,4,13,49,70,11,2,8,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,0,434,12,446,1369,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,331,4,219,116,10,7,11,69,11,41,115,85,8,9,22,2,1,0,0,0,1,1,0,0,0,0,,,,,,,,0,729,29,758,2257,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,332,2,102,73,7,1,3,28,11,22,50,77,5,6,9,1,0,0,0,0,0,2,0,0,0,1,,,,,,,,1,398,9,408,1031,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,333,5,454,156,18,9,11,113,25,66,181,113,13,10,29,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,1,1202,34,1237,3279,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,349,2,54,69,3,4,3,25,3,10,48,12,3,3,1,1,1,0,1,0,0,1,0,1,0,0,,,,,,,,0,243,18,261,935,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,350,3,128,73,12,3,2,25,9,24,101,45,5,3,7,3,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,441,25,466,1449,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,351,3,159,94,6,4,5,51,3,51,139,31,7,4,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,562,19,581,1863,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,352,2,84,64,4,1,7,25,0,11,83,31,5,3,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,326,13,340,1047,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,353,2,73,58,4,1,8,25,6,7,45,17,0,0,8,0,0,1,0,0,0,2,0,0,1,0,,,,,,,,0,255,11,266,884,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,354,2,40,22,2,0,2,9,2,9,26,15,1,1,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,133,7,140,896,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,355,2,42,50,3,1,6,10,2,10,26,19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,173,10,183,1192,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,517,2,100,61,12,17,6,25,7,11,35,13,4,2,3,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,299,18,317,940,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,518,5,230,216,26,33,20,60,7,30,198,80,11,8,17,4,0,0,0,0,1,2,0,0,0,0,,,,,,,,0,944,34,978,3676,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,519,4,151,133,28,11,16,87,5,13,185,51,8,6,16,2,0,0,0,0,1,0,0,0,0,2,,,,,,,,0,715,35,750,2664,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,520,5,177,177,13,3,21,44,9,20,203,78,6,5,9,2,0,0,0,0,1,2,0,0,0,0,,,,,,,,0,770,36,806,3132,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,521,3,108,92,24,6,3,21,5,24,81,83,4,2,9,2,1,0,0,0,1,0,0,1,0,0,,,,,,,,0,467,9,476,1623,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,522,7,306,179,77,2,35,65,7,33,191,128,6,10,20,3,1,0,1,0,3,3,1,0,0,0,,,,,,,,0,1071,46,1117,5131,,,,
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,523,10,350,200,79,16,30,83,16,42,275,167,10,16,30,5,0,0,0,0,1,1,0,0,0,0, , , , , , , ,0,1321,30,1351,6783,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,217,1,40,22,3,2,0,4,3,2,8,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,96,2,98,423,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,218,1,36,36,1,1,5,5,2,1,7,21,0,0,0,2,1,0,0,0,0,2,0,0,0,0,,,,,,,,1,120,5,126,447,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,219,1,64,37,0,0,3,12,1,4,18,14,2,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,158,4,162,396,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,220,1,30,22,2,0,2,7,6,4,6,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,94,7,101,328,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,221,2,90,62,3,0,8,21,9,5,18,26,7,2,6,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,1,260,4,265,757,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,222,1,98,53,2,0,3,20,2,4,8,14,3,32,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,253,14,268,599,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,223,2,126,64,7,1,5,29,9,11,17,26,1,2,21,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,322,4,326,754,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,224,1,155,64,0,1,8,44,2,9,19,12,2,1,20,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,339,11,353,738,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,225,2,152,48,2,1,7,49,1,8,16,19,0,2,33,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,339,11,351,812,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,226,1,128,41,3,2,6,14,4,1,19,24,2,5,7,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,1,260,8,269,733,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,227,1,52,50,2,3,1,5,9,2,21,8,2,0,2,0,0,0,2,0,0,1,0,0,0,0,,,,,,,,1,160,5,166,640,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,240,2,84,69,4,0,1,29,5,6,21,25,9,6,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,263,4,267,879,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,241,2,117,65,2,1,4,32,8,10,24,26,5,5,16,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,316,10,326,816,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,242,1,129,55,6,0,5,26,2,14,24,17,1,1,13,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,2,295,18,315,675,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,243,1,129,51,1,3,5,29,9,7,19,16,4,0,14,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,1,290,9,300,614,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,244,1,129,51,1,3,5,29,9,8,19,16,4,0,14,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,1,291,9,301,730,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,245,2,110,70,3,1,7,26,3,17,35,15,7,6,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1,307,8,316,810,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,246,3,144,137,3,1,4,22,10,9,27,17,2,2,7,0,1,0,0,1,0,1,1,0,0,0,,,,,,,,0,389,8,397,845,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,247,2,71,61,2,1,0,15,7,8,22,27,2,1,7,1,1,1,0,0,2,0,0,0,1,0,,,,,,,,0,229,11,240,966,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,248,1,70,39,1,2,2,9,3,6,24,10,3,2,3,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,0,176,12,188,679,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,263,1,46,47,3,1,3,15,5,5,13,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,1,165,4,170,619,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,264,1,88,55,6,1,2,24,11,4,12,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,236,7,243,691,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,265,1,48,38,2,0,3,20,6,6,14,13,3,1,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,161,3,166,475,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,266,1,89,48,1,2,5,19,3,11,15,29,5,2,7,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,238,12,250,735,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,267,1,68,43,5,1,2,6,14,8,22,15,3,2,3,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,193,1,194,548,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,268,2,119,71,1,2,2,41,15,13,18,24,7,3,5,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,322,15,337,798,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,269,2,88,61,4,3,2,15,10,11,26,28,8,1,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,269,8,279,780,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,270,2,138,86,9,4,5,27,5,13,21,24,2,5,5,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,0,346,8,354,919,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,271,2,136,85,8,1,3,56,23,21,36,55,2,5,10,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,444,12,456,1036,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,272,1,71,56,0,2,3,21,4,6,37,29,6,3,2,2,2,0,0,0,0,1,0,0,0,0,,,,,,,,1,245,11,257,745,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,273,2,106,45,5,5,3,33,15,15,16,25,6,2,6,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,283,16,299,772,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,274,2,109,38,2,0,8,26,14,13,18,52,4,1,4,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,291,8,299,774,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,275,1,83,45,6,2,3,17,5,14,32,14,2,5,6,1,0,0,1,0,0,1,1,0,0,0,,,,,,,,0,238,11,249,679,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,276,2,100,75,2,0,2,32,17,8,21,27,1,3,8,2,0,0,1,0,0,0,1,0,0,0,,,,,,,,0,300,4,304,819,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,290,2,95,91,8,1,4,31,21,10,31,38,7,8,8,2,0,0,1,0,0,0,1,0,0,0,,,,,,,,1,357,16,374,917,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,291,2,144,82,2,2,11,32,11,20,36,40,2,4,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,396,14,411,1135,,,,
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,292,2,268,121,1,2,5,71,9,25,34,40,11,3,13,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,4,606,17,627,1317,,,,
