unqiueid,year,state,mun,section
30065,2017,VERACRUZ,EMILIANO ZAPATA,1483
30065,2017,VERACRUZ,EMILIANO ZAPATA,1484
30065,2017,VERACRUZ,EMILIANO ZAPATA,1485
30065,2017,VERACRUZ,EMILIANO ZAPATA,1486
30065,2017,VERACRUZ,EMILIANO ZAPATA,1487
30065,2017,VERACRUZ,EMILIANO ZAPATA,1488
30065,2017,VERACRUZ,EMILIANO ZAPATA,1489
30065,2017,VERACRUZ,EMILIANO ZAPATA,1490
30065,2017,VERACRUZ,EMILIANO ZAPATA,1491
30065,2017,VERACRUZ,EMILIANO ZAPATA,1492
30065,2017,VERACRUZ,EMILIANO ZAPATA,1493
30065,2017,VERACRUZ,EMILIANO ZAPATA,1494
30065,2017,VERACRUZ,EMILIANO ZAPATA,1495
30065,2017,VERACRUZ,EMILIANO ZAPATA,1496
30065,2017,VERACRUZ,EMILIANO ZAPATA,1497
30065,2017,VERACRUZ,EMILIANO ZAPATA,1498
30065,2017,VERACRUZ,EMILIANO ZAPATA,1499
30065,2017,VERACRUZ,EMILIANO ZAPATA,1500
30065,2017,VERACRUZ,EMILIANO ZAPATA,1501
30065,2017,VERACRUZ,EMILIANO ZAPATA,1502
30065,2017,VERACRUZ,EMILIANO ZAPATA,1503
30065,2017,VERACRUZ,EMILIANO ZAPATA,1504
30065,2017,VERACRUZ,EMILIANO ZAPATA,1505
30065,2017,VERACRUZ,EMILIANO ZAPATA,1506
30065,2017,VERACRUZ,EMILIANO ZAPATA,1507
30065,2017,VERACRUZ,EMILIANO ZAPATA,1508
30065,2017,VERACRUZ,EMILIANO ZAPATA,1509
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3475
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3476
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3477
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3478
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3479
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3480
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3481
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3482
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3483
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3484
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3485
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3486
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3487
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3488
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3489
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3490
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3491
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3492
30144,2017,VERACRUZ,SAYULA DE ALEMÁN,3493
