ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND24,CAND_IND25,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND32,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
14,JALISCO,16,AYOTLAN,19,49,747,1493,112,6508,121,222,1519,547,5557,29,13,13,6,124,3,30,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17180,2,731,17913,28926,
14,JALISCO,17,AYUTLA,12,20,2398,536,,269,,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6715,2,147,6864,10392,
14,JALISCO,19,BOLAÑOS,3,4,927,540,5,,6,37,,67,0,17,2,43,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,1,51,1699,2186,
14,JALISCO,20,CABO CORRIENTES,6,18,64,2503,46,,291,2248,,802,29,23,0,16,6,50,38,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6128,0,209,6337,9006,
14,JALISCO,117,CAÑADAS DE OBREGON,7,9,856,48,6,1002,3,134,,41,4,17,5,44,1,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,1,120,2287,3755,
14,JALISCO,21,CASIMIRO CASTILLO,14,27,862,2240,84,264,108,3687,,1360,51,,,,,25,15,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8707,9,402,9118,15977,
14,JALISCO,31,CHAPALA,19,62,6766,4974,,289,178,6813,221,2507,89,,,,,52,30,5,18,,,,,,,,,,,,,,,,,,,,1179,,,,,,,,,,,,,,,,,,,23121,5,632,23758,37393,
14,JALISCO,32,CHIMALTITAN,3,5,950,1004,,,1,278,,5,2,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0,53,2294,2812,
14,JALISCO,33,CHIQUILISTLAN,4,8,166,1267,769,,35,103,,476,15,48,17,1,8,9,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919,1,93,3013,4346,
14,JALISCO,22,CIHUATLAN,17,45,411,4485,5928,288,121,,1111,1438,106,,,,,32,16,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172,,,15128,71,788,15987,26588,
14,JALISCO,25,COCULA,17,38,1608,1990,240,1681,149,3581,,3681,122,,,,,41,19,2,36,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,13296,2,394,13692,22749,
14,JALISCO,26,COLOTLAN,15,29,2154,2016,56,61,68,910,,730,46,58,9,68,3,11,3,0,1,,,,,,,,,,,,,,,,,,,,,,,2551,,,,,,,,,,,,,,,,8745,5,324,9074,14727,
14,JALISCO,27,CONCEPCION DE BUENOS AIRES,5,9,358,606,,1529,,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3486,0,75,3561,4955,
14,JALISCO,28,CUAUTITLAN DE GARCIA BARRAGAN,9,24,4460,1417,,,65,3935,,181,25,,,,,18,14,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10133,0,457,10590,13082,
14,JALISCO,29,CUAUTLA,4,5,919,346,,,,179,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472,1,21,1494,2172,
14,JALISCO,30,CUQUIO,12,26,134,1099,,,4726,2596,,390,37,,,,,92,123,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9224,4,279,9507,14066,
14,JALISCO,34,DEGOLLADO,16,34,2174,4336,175,1243,66,233,394,511,39,50,13,20,1,7,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9271,17,343,9631,18356,
14,JALISCO,35,EJUTLA,2,4,,394,528,,5,296,,30,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,0,25,1279,1924,
14,JALISCO,9,EL ARENAL,5,22,2454,1068,,216,85,2951,1936,388,31,,,,,8,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9143,1,222,9366,14243,
14,JALISCO,39,EL GRULLO,12,31,3334,2645,233,68,140,1026,463,1474,84,154,21,26,7,21,16,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9723,74,288,10085,19541,
14,JALISCO,56,EL LIMON,6,10,86,1008,314,11,110,83,,1401,27,9,3,0,5,16,12,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093,0,94,3187,5459,
14,JALISCO,72,EL SALTO,26,170,3765,13352,771,1302,872,26387,666,12088,613,337,38,161,78,345,104,19,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60973,11,1519,62503,116230,
14,JALISCO,36,ENCARNACION DE DIAZ,31,66,12392,6174,129,,184,353,272,1159,140,181,38,78,11,24,11,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21159,106,592,21857,37578,
14,JALISCO,37,ETZATLAN,11,25,2445,813,16,172,59,4387,898,347,24,,,,,5,3,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,,,,,,,,,,,9638,6,271,9915,14700,
14,JALISCO,38,GOMEZ FARIAS,8,19,159,3391,53,294,55,2169,192,800,25,32,1,6,3,8,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7198,3,252,7453,11914,
14,JALISCO,40,GUACHINANGO,8,11,238,648,169,763,,602,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429,0,109,2538,3604,
14,JALISCO,41,GUADALAJARA,982,2185,95611,106938,10458,22410,15263,285663,12451,181285,14441,,,,,4308,1554,186,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751471,913,24572,776956,1263338,
14,JALISCO,42,HOSTOTIPAQUILLO,11,16,1378,1659,279,,,508,114,,,231,51,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,0,140,4396,6649,
14,JALISCO,43,HUEJUCAR,5,10,400,974,,,59,1684,,362,14,,,,,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508,0,120,3628,5270,
14,JALISCO,44,HUEJUQUILLA EL ALTO,7,16,1963,1329,,,43,587,,529,8,,,,,2,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472,0,137,4609,7162,
14,JALISCO,46,IXTLAHUACAN DE LOS MEMBRILLOS,11,51,1003,8036,236,661,194,3559,317,2181,118,445,12,35,27,78,18,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16943,4,515,17462,33413,
14,JALISCO,47,IXTLAHUACAN DEL RIO,11,26,530,3341,,343,220,4036,210,472,28,,,,,24,11,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9220,2,356,9578,15159,
14,JALISCO,48,JALOSTOTITLAN,22,45,4177,3874,73,,94,4120,349,418,167,,,,,9,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13291,4,249,13544,24185,
14,JALISCO,49,JAMAY,12,31,2762,5857,55,1107,74,287,41,758,26,64,15,35,4,19,9,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120,3,299,11422,18745,
14,JALISCO,50,JESUS MARIA,14,26,4391,503,,237,63,3414,,153,59,,,,,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8826,1,327,9154,16340,
14,JALISCO,51,JILOTLAN DE LOS DOLORES,10,16,73,1081,43,24,,3022,,,,68,5,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4376,1,89,4466,6460,
14,JALISCO,52,JOCOTEPEC,18,55,1028,4776,100,1770,129,6343,645,2927,74,159,11,79,16,56,19,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18152,7,595,18754,33165,
14,JALISCO,53,JUANACATLAN,7,21,2197,1657,20,827,60,2778,58,738,40,,,,,24,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,3,239,8657,12853,
14,JALISCO,54,JUCHITLAN,6,10,1452,766,110,585,7,204,,90,6,36,6,47,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3314,1,77,3392,5064,
14,JALISCO,18,LA BARCA,36,93,1227,5988,257,1131,584,5313,5432,5445,1093,69,5,60,26,164,68,18,69,,,,,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,27458,28,991,28477,54321,
14,JALISCO,45,LA HUERTA,18,32,450,4428,151,45,101,4995,,1064,47,104,10,53,27,10,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11498,3,513,12014,18148,
14,JALISCO,59,LA MANZANILLA DE LA PAZ,5,7,118,101,22,1549,,605,,,,17,0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424,0,57,2481,3265,
14,JALISCO,55,LAGOS DE MORENO,72,212,9312,14003,683,766,558,28763,434,6104,267,733,62,642,71,112,60,20,52,,,,,,,,,,,,,732,,,,,,,,,,,,,,856,,,,,,,,,,,,64230,64,2025,66319,120622,
14,JALISCO,57,MAGDALENA,10,25,1741,3294,157,,91,495,127,1323,62,50,10,24,2,20,11,1,14,,,,,,,,,,,,,,,,1512,,,,,,,,,,,,,,,,,,,,,,,8934,15,231,9180,15218,
14,JALISCO,60,MASCOTA,13,23,830,2303,,37,143,2374,90,1250,112,,,,,14,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7168,2,187,7357,11035,
14,JALISCO,61,MAZAMITLA,9,20,84,2069,,3236,45,1453,111,283,17,,,,,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7302,0,369,7671,10515,
14,JALISCO,62,MEXTICACAN,7,10,817,658,,,29,536,35,571,8,,,,,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666,0,84,2750,4872,
14,JALISCO,63,MEZQUITIC,7,18,3578,2275,,,,702,33,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6749,0,287,7036,10018,
14,JALISCO,64,MIXTLAN,4,7,7,1006,,,,1017,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,0,22,2347,3136,
14,JALISCO,65,OCOTLAN,42,124,8224,4562,563,524,667,16098,1125,8994,330,,,,,167,82,10,54,,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42089,28,1155,43272,76185,
14,JALISCO,66,OJUELOS DE JALISCO,15,38,527,2005,952,1463,140,5251,,1637,70,699,47,55,92,53,16,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13032,84,409,13525,22271,
14,JALISCO,67,PIHUAMO,12,21,73,344,24,2144,103,394,,2589,67,3,1,8,2,26,10,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5813,4,252,6069,8988,
14,JALISCO,68,PONCITLAN,20,60,1802,5273,1621,532,428,5620,,3562,203,207,28,53,59,103,24,9,37,,,,,,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,,19948,1,743,20692,36552,
14,JALISCO,69,PUERTO VALLARTA,78,331,5427,8215,1022,1720,1569,49269,2105,27372,792,,,,,561,169,51,348,1333,,,,,,,,,,,,,,,,,1622,,,,1303,,,,,,,,,,,,,,,846,437,104161,81,3310,107552,212485,
14,JALISCO,71,QUITUPAN,12,18,407,2015,121,,35,1833,,53,4,112,8,19,9,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4620,2,167,4789,8485,
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,705,153,,104,7,274,,86,2,,,,,0,2,0,1,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921,0,79,2000,2907,
14,JALISCO,74,SAN DIEGO DE ALEJANDRIA,7,12,1624,1282,4,381,7,55,3,65,6,15,3,34,1,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,5,121,3611,5208,
14,JALISCO,24,SAN GABRIEL,10,20,569,2937,1498,59,103,1279,,1041,47,120,31,18,43,26,12,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7789,22,265,8076,11960,
14,JALISCO,125,SAN IGNACIO CERRO GORDO,8,23,1429,2895,103,,44,2499,179,130,18,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7299,2,272,7573,14426,
14,JALISCO,75,SAN JUAN DE LOS LAGOS,34,87,4622,2690,112,7188,155,792,8108,2801,132,53,17,37,2,38,20,3,17,,,,,,,,,,,,,,,,,897,,,,,,,,,,,,,,,,,,,,,,27684,21,893,28598,51379,
14,JALISCO,7,SAN JUANITO DE ESCOBEDO,8,15,691,891,,268,62,1565,216,1003,13,,,,,13,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4738,0,108,4846,7377,
14,JALISCO,76,SAN JULIAN,9,21,2120,1814,,45,55,3610,49,333,7,,,,,5,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8045,1,211,8257,12704,
14,JALISCO,77,SAN MARCOS,2,5,76,511,59,,30,1023,292,207,7,8,1,7,2,2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229,0,65,2294,2978,
14,JALISCO,78,SAN MARTIN DE BOLAÑOS,5,7,453,606,,,6,648,,44,6,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,0,53,1820,2598,
14,JALISCO,79,SAN MARTIN HIDALGO,17,41,325,4573,138,73,295,5062,,1751,97,58,34,26,16,30,12,4,22,,,,,,,,,,,,,,,,,,,,,,,,1364,,,,,,,,,,,,,,,13880,7,408,14295,24014,
14,JALISCO,80,SAN MIGUEL EL ALTO,17,43,4574,1809,82,1756,263,464,2634,791,1210,139,21,48,6,57,4,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13907,61,418,14386,24743,
14,JALISCO,99,SAN PEDRO TLAQUEPAQUE,199,737,21812,48381,2204,9019,4931,58697,4107,58639,3657,901,106,487,120,1968,485,110,893,,,,7517,,,,,,,17511,,,,6172,,,,,,,,,,,,,,,,,,,,,,,,247717,525,7478,255720,472765,
14,JALISCO,81,SAN SEBASTIAN DEL OESTE,7,10,9,16,15,1310,32,1170,15,800,4,10,0,3,2,10,5,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412,1,100,3513,4628,
14,JALISCO,82,SANTA MARIA DE LOS ANGELES,5,7,1083,878,3,,5,138,,28,2,27,4,30,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,1,59,2263,3276,
14,JALISCO,58,SANTA MARIA DEL ORO,4,5,325,630,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,2,14,1393,2012,
14,JALISCO,83,SAYULA,18,43,523,2728,1310,162,288,1422,340,1832,375,102,20,10,30,56,19,3,27,,,,,,,,,,,,,,6105,,,,,,,,,,,,,,,,,,,,,,,,,15352,331,449,16132,26405,
14,JALISCO,84,TALA,31,88,881,8700,286,1452,468,9322,729,5636,215,372,22,195,172,147,117,12,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,,,,,29787,27,690,30504,52877,
14,JALISCO,85,TALPA DE ALLENDE,10,21,1644,4143,76,,,1671,,,,98,35,107,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7779,0,183,7962,11206,
14,JALISCO,86,TAMAZULA DE GORDIANO,35,65,1210,3617,3459,5082,196,935,1123,2163,63,251,59,15,72,38,19,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18316,2,1165,19483,34083,
14,JALISCO,87,TAPALPA,9,25,386,2397,2297,2882,395,880,467,274,13,158,36,5,36,15,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10258,1,302,10561,13919,
14,JALISCO,88,TECALITLAN,16,26,467,2595,603,,82,3462,,878,30,,,,,8,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8135,2,279,8416,12901,
14,JALISCO,90,TECHALUTA DE MONTENEGRO,3,6,45,12,24,856,9,1161,,51,2,16,1,8,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191,0,71,2262,3112,
14,JALISCO,89,TECOLOTLAN,13,26,1282,3716,,81,40,3589,,226,11,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8946,1,337,9284,13432,
14,JALISCO,91,TENAMAXTLAN,6,13,1951,1709,15,,11,61,29,149,4,53,6,33,0,9,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4036,1,150,4187,6266,
14,JALISCO,92,TEOCALTICHE,23,52,5306,4853,172,307,234,791,672,2764,77,80,20,48,9,45,26,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15426,4,735,16165,30433,
14,JALISCO,93,TEOCUITATLAN DE CORONA,10,18,3531,1361,13,574,28,101,,133,13,51,18,143,8,5,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985,0,165,6150,9438,
14,JALISCO,94,TEPATITLAN DE MORELOS,54,183,19344,4491,293,7071,433,19742,1154,2535,361,,,,,45,11,2,5,,,,,,,,4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60294,37,2074,62405,115678,
14,JALISCO,95,TEQUILA,22,55,3000,2816,691,1647,222,1001,991,2541,100,105,30,29,17,30,24,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,3332,,,,,,,,,,,,,16592,5,596,17193,30803,
14,JALISCO,96,TEUCHITLAN,6,13,37,461,21,757,95,1781,360,1879,21,,,,,12,14,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,0,127,5572,7847,
14,JALISCO,97,TIZAPAN EL ALTO,14,31,1707,5338,,150,169,498,45,671,56,,,,,9,13,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8661,2,353,9016,16686,
14,JALISCO,98,TLAJOMULCO DE ZUÑIGA,129,518,13347,10379,3087,3532,2449,83223,2272,40557,2334,,,,,1458,341,58,287,,,,,,,,,,,,,,,,,,,,,7072,,,,,,,,,,,,,,,,,,170396,250,4354,175000,332408,
14,JALISCO,100,TOLIMAN,7,15,136,2924,62,,,2104,,,,79,8,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351,7,109,5467,7671,
14,JALISCO,101,TOMATLAN,17,46,233,3295,2176,669,180,5631,,1696,104,102,19,25,77,37,23,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14286,112,1077,15475,25466,
14,JALISCO,102,TONALA,81,497,13093,31280,1342,6423,4468,49787,7324,39130,2740,386,31,398,62,1230,494,59,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327,,,,,,,,,,162855,32,3605,166492,333899,
14,JALISCO,103,TONAYA,5,9,,1637,1461,,6,332,,63,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499,0,99,3598,5195,
14,JALISCO,104,TONILA,7,12,417,1004,,915,41,1306,297,365,10,,,,,1,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363,0,117,4480,5758,
14,JALISCO,105,TOTATICHE,6,9,1179,846,,,11,499,,102,6,,,,,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,0,70,2717,3954,
14,JALISCO,106,TOTOTLAN,14,32,871,2848,105,622,67,5400,157,291,13,88,15,83,9,6,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,11,310,10901,18009,
14,JALISCO,107,TUXCACUESCO,5,8,900,1354,52,,10,159,,113,6,46,17,33,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,0,111,2806,3862,
14,JALISCO,108,TUXCUECA,4,10,879,1363,87,15,15,1013,76,138,1,,,,,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3593,0,106,3699,5327,
14,JALISCO,109,TUXPAN,23,48,370,1865,163,,283,2647,4931,1928,1924,41,2,14,9,87,27,13,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,,,,16186,0,556,16742,27191,
14,JALISCO,110,UNION DE SAN ANTONIO,10,24,6693,1999,19,35,48,117,,216,42,37,13,23,8,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9255,1,268,9524,13778,
14,JALISCO,111,UNION DE TULA,12,21,258,2686,51,30,27,3252,33,362,9,49,4,46,17,3,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6836,0,265,7101,11588,
14,JALISCO,112,VALLE DE GUADALUPE,7,12,2139,799,,23,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3543,2,83,3628,5972,
14,JALISCO,113,VALLE DE JUAREZ,5,11,2104,1516,,33,,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675,0,92,3767,5449,
14,JALISCO,114,VILLA CORONA,10,25,360,596,269,800,281,1407,1547,466,21,,,,,47,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374,,,,,,8185,18,256,8459,14823,
14,JALISCO,115,VILLA GUERRERO,8,11,1766,1154,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233,0,67,3300,4537,
14,JALISCO,116,VILLA HIDALGO,8,26,2490,463,85,,,370,3061,693,51,75,20,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7345,208,476,8029,15092,
