CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND7,PRD_NVA_ALIANZA,PAN_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,B,66,77,119,10,1,51,2,2,1,0,,0,,0,329,11,340,495,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0008_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,C01,61,66,143,7,3,40,3,4,0,0,,0,,0,327,12,339,494,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0008_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,B,100,101,158,16,2,38,1,4,0,0,,3,,0,423,8,431,622,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0009_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,C01,87,100,138,14,3,41,5,3,3,0,,0,,0,394,20,414,622,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0009_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,10,B,47,44,47,7,0,14,1,2,0,0,,1,,0,163,3,166,210,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0010_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,11,B,38,91,166,9,2,13,3,23,0,1,,3,,0,349,6,355,515,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0011_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,12,B,177,74,115,14,4,53,3,12,1,1,,2,,0,456,15,471,598,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0012_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,B,25,52,152,5,1,81,3,8,1,2,,1,,0,331,9,340,506,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0013_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,C01,32,57,129,5,0,96,2,9,0,0,,2,,0,332,7,339,505,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0013_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,14,B,26,70,217,14,3,127,5,26,1,8,,0,,0,497,13,510,747,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0014_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,15,B,58,64,256,12,2,104,10,14,1,6,,3,,0,530,14,544,739,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0015_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,16,B,39,74,196,6,4,97,7,27,0,1,,4,,0,455,19,474,690,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0016_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,B,24,57,125,5,5,38,7,9,1,0,,0,,0,271,14,285,397,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0017_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,C01,30,52,147,3,3,36,7,8,0,0,,5,,0,291,9,300,397,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0017_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,B,119,76,122,9,2,34,0,7,0,0,,2,,0,371,9,380,498,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0018_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,C01,115,72,117,8,2,21,3,7,0,2,,2,,0,349,12,361,498,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0018_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,19,B,33,22,62,4,1,7,2,7,0,0,,4,,0,142,8,150,234,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0019_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,20,B,73,72,196,11,3,88,5,8,3,1,,7,,0,467,13,480,625,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0020_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,21,B,36,45,66,6,1,8,17,2,0,0,,0,,0,181,7,188,273,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0021_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,B,51,61,100,6,3,48,1,10,0,0,,0,,0,280,5,285,403,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0022_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,C01,54,53,109,0,1,39,4,7,2,2,,1,,0,272,7,279,402,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0022_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,B,55,68,127,11,1,29,2,13,0,0,,2,,0,308,7,315,418,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0023_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,E01,123,40,110,23,3,46,0,4,1,1,,0,,0,351,9,360,464,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0023_EX.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,B,117,105,170,12,1,21,2,6,0,0,,2,,0,436,6,442,566,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0024_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C01,99,85,144,11,3,37,3,5,3,0,,4,,0,394,7,401,565,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0024_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C02,111,84,140,15,2,34,4,6,0,0,,0,,0,396,11,407,565,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0024_C2.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,B,232,96,179,6,2,37,1,15,0,1,,1,,0,570,13,583,746,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0025_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,27,B,61,93,120,6,2,44,1,30,0,0,,0,,0,357,13,370,524,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0027_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,B,48,54,73,9,0,44,3,11,0,0,,0,,0,242,8,250,403,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0028_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,C01,72,62,80,5,1,36,1,6,0,0,,0,,0,263,3,266,403,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0028_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,29,B,108,33,180,26,3,43,2,21,1,1,,4,,0,422,11,433,578,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0029_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,B,104,55,119,12,2,29,4,7,1,0,,3,,0,336,34,370,511,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0030_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,C01,104,64,164,11,3,27,3,6,1,1,,2,,0,386,9,395,511,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0030_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,31,B,24,33,50,3,0,5,0,2,0,0,,0,,0,117,2,119,208,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0031_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,32,B,49,53,76,10,4,15,0,13,0,0,,1,,0,221,7,228,320,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0032_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,33,B,88,32,118,1,1,17,0,3,0,0,,1,,0,261,1,262,359,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0033_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,34,B,92,34,90,6,0,31,0,4,0,0,,1,,0,258,9,267,391,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0034_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,B,43,92,178,18,1,72,1,32,3,1,,2,,0,443,11,454,595,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0035_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,C01,53,114,165,16,0,74,1,20,2,0,,0,,0,445,17,462,595,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0035_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,36,B,56,100,211,13,1,76,4,14,2,2,,0,,0,479,9,488,641,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0036_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,B,109,53,211,16,0,73,6,12,3,0,,7,,0,490,10,500,629,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0037_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,C01,97,89,199,11,0,78,5,9,3,0,,1,,0,492,6,498,628,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0037_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,B,89,45,84,39,2,64,0,3,1,0,,3,,0,330,7,337,428,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0038_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,E01,67,33,137,16,0,6,2,3,0,1,,2,,0,267,9,276,341,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0038_EX.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,B,87,68,80,7,5,19,6,2,0,0,,0,,0,274,6,280,416,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0039_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,C01,75,49,124,5,5,10,2,1,0,1,,2,,0,274,7,281,416,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0039_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,B,53,95,89,29,2,15,4,4,1,0,,5,,0,297,4,301,397,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0040_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,C01,48,80,95,42,3,6,2,3,0,0,,2,,0,281,7,288,397,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0040_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,B,122,45,126,28,3,9,1,6,0,0,,0,,0,340,14,354,463,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0041_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,C01,103,62,120,22,4,14,3,8,1,0,,1,,0,338,14,352,462,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0041_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,B,69,130,204,22,2,99,3,10,2,0,,0,,0,541,0,541,749,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0042_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E01,110,70,219,6,0,15,1,2,0,0,,11,,0,434,9,443,555,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0042_EX.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E02,89,22,66,20,4,9,3,1,1,0,,0,,0,215,6,221,264,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0042_X2.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,B,99,67,83,60,2,32,1,10,2,0,,0,,0,356,7,363,525,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0043_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,C01,91,49,89,63,0,35,0,13,0,0,,2,,0,342,16,358,524,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0043_C1.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,B,123,66,121,8,0,26,0,0,0,0,,0,,0,344,0,344,463,Acta casilla,Anulada,Anulada en base a TET-JI-33/2015-III,http://iepct.mx/resultados/2015/distrital/i_tenosique/0044_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E01,65,38,19,18,0,16,0,0,0,0,,2,,0,158,3,161,224,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0044_EX.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E02,124,24,83,0,0,18,0,0,0,0,,0,,0,249,5,254,403,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0044_X2.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,B,147,68,73,12,2,22,3,6,0,1,,0,,0,334,6,340,559,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0045_BA.jpg
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,E01,91,49,127,21,4,64,0,13,2,0,,0,,0,371,15,386,504,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/0045_EX.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1089,B,6,244,142,13,2,23,5,11,1,0,,0,,0,447,14,461,717,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1089_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,B,4,195,104,18,1,29,2,8,0,1,,0,,0,362,3,365,636,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1090_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,C01,5,158,93,18,2,41,4,11,1,0,,0,,1,333,6,340,635,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1090_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,C02,4,171,90,25,2,36,11,4,0,1,,0,,0,344,0,344,635,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1090_C2.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,B,1,115,57,11,0,14,1,1,0,0,,0,,0,200,4,204,386,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1091_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,C01,5,114,59,14,1,14,2,8,0,0,,2,,0,219,10,229,385,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1091_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1092,B,8,254,99,7,2,21,1,10,1,0,,0,,0,403,13,416,634,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1092_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1093,B,5,216,136,19,3,33,1,14,0,4,,0,,0,431,10,441,722,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1093_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,B,5,128,80,3,2,29,4,16,0,1,,0,,0,268,4,272,443,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1094_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,C01,3,144,66,5,2,23,3,12,0,0,,0,,0,258,7,265,442,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1094_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1095,B,14,190,156,25,6,23,8,20,0,0,,1,,0,443,12,455,624,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1095_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,B,8,194,91,11,2,18,6,8,0,1,,0,,0,339,9,348,523,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1096_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,C01,5,159,98,11,0,27,5,12,0,1,,0,,1,318,11,330,522,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1096_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,B,2,153,106,5,0,24,3,14,0,0,,0,,0,307,5,312,461,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1097_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,C01,5,149,99,5,1,16,4,19,1,0,,0,,0,299,8,307,461,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1097_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,B,2,179,74,13,0,19,3,13,0,1,,0,,0,304,4,308,550,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1098_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,C01,4,177,86,11,0,35,10,14,1,1,,1,,0,340,9,349,550,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1098_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,B,9,202,130,15,2,27,4,13,1,3,,0,,0,406,11,417,691,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1099_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,C01,3,189,142,10,1,32,4,16,1,2,,0,,1,400,14,415,690,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1099_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,SMR01,7,82,49,19,3,9,0,7,2,0,,0,,0,178,9,187,0,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1099_EMR1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,SRP01,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1099_ERP1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1100,B,4,189,123,25,5,21,2,10,0,0,,1,,0,380,23,403,673,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1100_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1100,C01,6,168,153,14,3,13,8,9,2,0,,0,,0,376,9,385,672,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1100_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1100,C02,8,165,122,14,1,21,1,9,1,0,,1,,0,343,9,352,672,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1100_C2.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1101,B,1,196,110,12,3,30,1,7,1,2,,2,,0,365,11,376,729,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1101_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1101,C01,4,198,127,13,3,40,7,11,0,0,,1,,0,404,2,406,729,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1101_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1102,B,3,156,119,13,0,18,2,8,0,1,,0,,0,320,5,325,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1102_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1102,C01,1,128,125,11,1,16,4,10,0,2,,0,,0,298,8,306,502,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1102_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1103,B,3,172,72,3,1,15,3,13,1,0,,0,,0,283,7,290,447,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1103_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1103,C01,0,175,69,9,1,16,0,12,1,0,,2,,0,285,7,292,446,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1103_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1104,B,3,176,120,6,1,23,0,15,0,0,,0,,0,344,9,353,659,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1104_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1104,C01,1,144,136,11,3,16,4,19,3,1,,0,,0,338,11,349,659,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1104_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1104,C02,3,174,127,11,4,20,5,8,0,0,,2,,0,354,9,363,659,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1104_C2.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1104,C03,1,166,133,6,4,20,4,6,0,0,,0,,0,340,11,351,659,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1104_C3.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1105,B,4,160,106,12,1,16,3,4,3,1,,0,,0,310,10,320,546,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1105_BA.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1105,C01,0,161,105,8,2,17,3,8,0,0,,0,,0,304,13,317,546,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1105_C1.jpg
1,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1105,C02,3,153,94,8,3,29,0,10,0,3,,0,,0,303,10,313,545,Acta casilla,,,http://iepct.mx/resultados/2015/distrital/i_tenosique/1105_C2.jpg
